TimeElapsed,optimgain,TimestepsSoFar,entloss,ev_tdlam_before,meankl,EpLenMean,EpRewMean,entropy,EpTrueRewMean,EpisodesSoFar,EpThisIter,surrgain
815.7118678092957,0.3021825,369228,0.0,0.8408453017473221,0.013422864,89.6,63.693665,23.397036,450.93292210317395,1836,12,0.3021825
822.443457365036,0.2701676,372099,0.0,0.8473107218742371,0.011735755,90.775,66.80021,23.392092,460.27358301249325,1846,10,0.2701676
829.2316839694977,0.31544477,374961,0.0,0.747157871723175,0.0129660675,89.475,61.531494,23.400126,452.45172310080943,1857,11,0.31544477
835.9402904510498,0.26971158,377931,0.0,0.8302581906318665,0.014038073,89.025,62.5767,23.40285,445.0391822149712,1868,11,0.26971158
842.7257437705994,0.26369035,380994,0.0,0.8599565029144287,0.0123870075,87.8,61.287254,23.405743,436.9462881078365,1880,12,0.26369035
849.5363690853119,0.24582231,384033,0.0,0.7961414158344269,0.014021652,84.525,59.88735,23.40314,416.09082804272873,1892,12,0.24582231
856.2881960868835,0.27590138,387018,0.0,0.8332400172948837,0.013344185,88.525,64.98567,23.409428,436.36582483847803,1903,11,0.27590138
862.9800112247467,0.27078268,389991,0.0,0.7715902626514435,0.013761225,88.675,64.92291,23.404478,442.93653800887853,1913,10,0.27078268
869.6917269229889,0.34365827,392913,0.0,0.8209440112113953,0.014023882,91.375,68.31431,23.408281,462.8299958597389,1923,10,0.34365827
876.502179145813,0.27054596,396093,0.0,0.8809049054980278,0.013681826,95.375,72.194016,23.413088,487.622554259778,1934,11,0.27054596
883.2664759159088,0.25105783,399054,0.0,0.7490998804569244,0.014080796,95.225,71.4853,23.417402,483.9376934012413,1945,11,0.25105783
890.0960998535156,0.2500729,402117,0.0,0.8592305034399033,0.013498099,91.175,67.6909,23.409182,460.1411776152721,1957,12,0.2500729
896.8242690563202,0.4405828,405309,0.0,0.853166788816452,0.014558351,91.075,65.08923,23.406233,458.77417895188063,1968,11,0.4405828
903.6392431259155,0.27621928,408264,0.0,0.8386768847703934,0.014064461,88.75,63.50657,23.404608,450.0243575079392,1980,12,0.27621928
910.2864346504211,0.31368864,411276,0.0,0.7912177294492722,0.013496768,88.55,62.72097,23.405844,451.4682663308399,1991,11,0.31368864
917.0861864089966,0.25001484,414492,0.0,0.8563004285097122,0.013799371,84.15,59.107788,23.407389,419.16961301864114,2005,14,0.25001484
923.9015715122223,0.24904421,417456,0.0,0.8723110258579254,0.013034755,87.425,61.491676,23.412191,435.7446570196822,2015,10,0.24904421
930.6633021831512,0.24641024,420522,0.0,0.8836217820644379,0.012776293,88.875,63.241966,23.404541,434.1618845537031,2026,11,0.24641024
937.5197138786316,0.33815163,423636,0.0,0.8767428919672966,0.013526153,91.8,63.688698,23.395834,445.93801792407555,2037,11,0.33815163
944.3808674812317,0.2485602,426516,0.0,0.7819282859563828,0.013289019,94.8,64.73033,23.392584,462.5216681424523,2047,10,0.2485602
951.1289131641388,0.27705294,429609,0.0,0.8493850529193878,0.014495527,91.125,63.691364,23.38476,446.2163695013358,2059,12,0.27705294
957.9223825931549,0.2706028,432663,0.0,0.814325213432312,0.013154702,92.425,64.12769,23.389875,455.85536014296093,2070,11,0.2706028
965.0092556476593,0.27304086,435852,0.0,0.8692639172077179,0.014599729,92.35,66.01398,23.387943,459.58070539023845,2081,11,0.27304086
971.8832144737244,0.2729497,438660,0.0,0.855593204498291,0.014090835,94.0,67.28483,23.383282,467.6121737775329,2090,9,0.2729497
978.6342833042145,0.4148767,441756,0.0,0.8195552825927734,0.013996476,95.925,70.1673,23.378582,480.6784105406581,2101,11,0.4148767
985.4905872344971,0.29505998,444804,0.0,0.8225681334733963,0.014021115,95.9,69.73956,23.377684,484.1954117603915,2112,11,0.29505998
992.195196390152,0.24424788,447669,0.0,0.8737419843673706,0.013132745,96.075,68.206604,23.37818,481.7980103380736,2122,10,0.24424788
998.9572718143463,0.14278135,450966,0.0,0.8799083307385445,0.0038771431,95.65,68.46409,23.377436,486.067646843273,2133,11,0.14278135
1005.7772469520569,0.27990735,454071,0.0,0.8682166188955307,0.013126362,98.475,67.57827,23.373844,495.587653898632,2143,10,0.27990735
1012.5478105545044,0.2593108,457008,0.0,0.9009593799710274,0.012802809,97.125,67.29576,23.36971,482.30548986078577,2154,11,0.2593108
1019.2813673019409,0.27305284,460044,0.0,0.9092510417103767,0.014570312,98.0,69.07704,23.367207,492.01476752785095,2164,10,0.27305284
1026.053599357605,0.26028502,463104,0.0,0.8925384432077408,0.01352953,91.3,63.19121,23.364809,455.02437856602893,2176,12,0.26028502
1032.7457673549652,0.14549355,465990,0.0,0.8514831215143204,0.0037679388,92.275,66.16343,23.365057,465.0371134516801,2186,10,0.14549355
1039.4110598564148,0.3177976,469017,0.0,0.878814160823822,0.013547257,98.525,70.278145,23.362064,498.45312038472366,2195,9,0.3177976
1046.2165265083313,0.13399799,472185,0.0,0.9048549830913544,0.0037898114,99.125,71.421585,23.361567,498.94740748106517,2205,10,0.13399799
1052.9264795780182,0.26118279,475134,0.0,0.8598268628120422,0.01392284,100.25,72.55107,23.356527,501.568174256253,2216,11,0.26118279
1059.7197680473328,0.13753136,478266,0.0,0.9024443179368973,0.0038166004,102.3,73.33338,23.35872,512.5262345864636,2226,10,0.13753136
1066.5042366981506,0.2690735,481263,0.0,0.880840003490448,0.014538767,96.325,69.000145,23.363592,486.08332515883956,2237,11,0.2690735
1073.1532917022705,0.2811508,484356,0.0,0.835361510515213,0.013871232,97.9,69.80162,23.36066,492.2111524253436,2247,10,0.2811508
1079.8621847629547,0.3063636,487440,0.0,0.8612558543682098,0.0140072405,99.925,72.39139,23.361635,503.93504029711295,2257,10,0.3063636
1086.5957305431366,0.29282156,490752,0.0,0.858544185757637,0.0139831845,98.9,70.95972,23.354914,495.9312347370218,2268,11,0.29282156
1093.2719554901123,0.29882863,493983,0.0,0.8657495528459549,0.013726791,100.6,72.42384,23.349588,498.387923386069,2279,11,0.29882863
1099.7349755764008,0.28986627,497040,0.0,0.866524875164032,0.013295197,97.375,69.95687,23.35311,484.5472270423619,2290,11,0.28986627
1106.2595536708832,0.26617077,500208,0.0,0.8961918652057648,0.0130594885,97.625,70.49151,23.349188,486.83359861983945,2300,10,0.26617077
1112.742392539978,0.2700711,503421,0.0,0.8595103174448013,0.013551712,97.2,69.24348,23.351236,487.4984190478284,2311,11,0.2700711
1119.2638280391693,0.28949904,506673,0.0,0.8237099200487137,0.013526241,102.175,72.888245,23.342205,518.8674789302077,2320,9,0.28949904
1125.8094487190247,0.30771703,509631,0.0,0.9025818705558777,0.013769985,102.675,73.0908,23.344744,522.8519488719135,2331,11,0.30771703
1132.4998989105225,0.28774625,512910,0.0,0.8998633176088333,0.014015618,100.6,69.90564,23.34302,509.7164447579835,2342,11,0.28774625
1139.1706881523132,0.2778403,515871,0.0,0.8751120716333389,0.013104748,99.675,68.98792,23.341373,506.84760423608077,2352,10,0.2778403
1145.8368518352509,0.31939185,518976,0.0,0.8531686812639236,0.013562998,97.525,67.988525,23.340109,493.3295640509956,2362,10,0.31939185
1152.3425116539001,0.29790825,521970,0.0,0.9022958055138588,0.013692465,100.55,69.56673,23.342108,507.18897247672487,2372,10,0.29790825
1158.8948140144348,0.2822347,525114,0.0,0.8911251127719879,0.013351174,101.7,69.15288,23.345621,513.6181913859325,2382,10,0.2822347
1165.4534215927124,0.29825932,528201,0.0,0.8780497759580612,0.013949771,102.75,68.24758,23.341555,512.9370833224908,2392,10,0.29825932
1172.0326988697052,0.26495957,531405,0.0,0.8650608658790588,0.01419687,101.85,66.15836,23.345034,508.13480757083846,2403,11,0.26495957
1178.6354217529297,0.31669408,534393,0.0,0.8841024860739708,0.014510034,103.525,67.325905,23.336832,516.4453870751298,2412,9,0.31669408
1185.241679430008,0.2886626,537552,0.0,0.8566889762878418,0.013923005,103.65,68.19472,23.332941,515.0798886286575,2422,10,0.2886626
1191.8475930690765,0.14161201,540681,0.0,0.8056128025054932,0.0039794254,104.0,68.79445,23.332254,517.5319358376081,2432,10,0.14161201
1198.5108036994934,0.312993,543897,0.0,0.8655232936143875,0.013459263,104.1,71.62786,23.32424,523.4724391824764,2443,11,0.312993
1204.9595401287079,0.26535985,546798,0.0,0.8939966857433319,0.013617787,97.75,68.538284,23.320963,490.0152307257819,2454,11,0.26535985
1211.6156516075134,0.29215327,549960,0.0,0.8731910288333893,0.014051041,99.675,71.693275,23.311604,501.93618793241967,2464,10,0.29215327
1218.1919062137604,0.32220423,553059,0.0,0.8821616023778915,0.014442735,98.35,72.03761,23.30599,499.5004813333693,2474,10,0.32220423
1224.77130484581,0.17450848,556128,0.0,0.8811277598142624,0.004031925,100.125,72.841965,23.30866,509.09116759499204,2484,10,0.17450848
1231.3655915260315,0.2983448,559074,0.0,0.875905379652977,0.014354611,104.6,76.29264,23.303629,533.0637423764244,2493,9,0.2983448
1237.9530520439148,0.2977305,562245,0.0,0.8825720697641373,0.014269697,107.475,75.91537,23.308676,544.6505297649346,2502,9,0.2977305
