TimestepsSoFar,entloss,optimgain,EpisodesSoFar,ev_tdlam_before,meankl,EpRewMean,EpLenMean,EpThisIter,TimeElapsed,surrgain,EpTrueRewMean,entropy
144027,0.0,0.056262344,194,0.9099064543843269,0.007878203,140.7436,392.625,1,1251.1688520908356,0.056262344,1172.8324372637953,3.7488844
146679,0.0,0.06295398,197,0.7807004898786545,0.007740163,138.97496,388.825,3,1276.2997472286224,0.06295398,1162.193864006203,3.7393606
149280,0.0,0.06506532,199,0.9344246909022331,0.008170307,139.13297,391.15,2,1300.8241591453552,0.06506532,1172.5143860389883,3.7468398
152466,0.0,0.04674205,202,0.8742194473743439,0.007818203,142.95209,396.275,3,1326.554370880127,0.04674205,1194.4517642387495,3.7558517
155916,0.0,0.059532546,205,0.9735793862491846,0.0076797637,143.94308,394.75,3,1351.1101665496826,0.059532546,1197.5907149589918,3.7289636
159297,0.0,0.056872476,207,0.9654850475490093,0.00788811,147.906,402.55,2,1376.1073009967804,0.056872476,1236.254732191686,3.7164006
161706,0.0,0.05450264,209,0.9499844387173653,0.0078767,150.98569,408.65,2,1400.4792501926422,0.05450264,1265.043421452469,3.7192745
164253,0.0,0.055958938,211,0.7919598817825317,0.008307815,149.13286,402.175,2,1426.2954170703888,0.055958938,1252.478181982632,3.7031324
165330,0.0,0.054880228,212,0.9706847090274096,0.008390132,148.25769,402.3,1,1450.578330039978,0.054880228,1254.2958361488566,3.6949897
169290,0.0,0.05749031,214,0.7250742316246033,0.008561908,156.33527,424.55,2,1475.9970734119415,0.05749031,1332.5628191343567,3.6979175
173817,0.0,0.05767726,217,0.7680342048406601,0.008930388,162.71603,445.325,3,1500.3913714885712,0.05767726,1401.013648731408,3.6820626
175128,0.0,0.06417629,218,0.940778985619545,0.008520148,160.75601,441.7,1,1525.8692300319672,0.06417629,1394.1893420872063,3.663801
177072,0.0,0.0633132,219,0.9635587781667709,0.008160901,162.26091,447.35,1,1550.3370134830475,0.0633132,1418.9243737114418,3.6867428
180072,0.0,0.042512637,220,0.047106266021728516,0.008728304,169.3553,469.05,1,1575.8743228912354,0.042512637,1493.0312264772172,3.6974125
180561,0.0,0.059801057,221,0.9239528477191925,0.0075919153,164.1582,459.275,1,1600.0432240962982,0.059801057,1461.1113664717504,3.707617
182958,0.0,0.059893847,222,0.9063823446631432,0.008905978,166.0463,469.725,1,1625.5355927944183,0.059893847,1496.540182398809,3.6969109
184713,0.0,0.05447975,223,0.8994959965348244,0.008222284,167.43501,476.9,1,1649.7658360004425,0.05447975,1522.172411907212,3.7243237
187713,0.0,0.040383235,224,0.13967305421829224,0.008568219,166.1492,483.325,1,1674.64661693573,0.040383235,1546.539916268343,3.7374613
189174,0.0,0.058368046,225,0.12904506921768188,0.008758308,165.1458,484.8,1,1699.0416462421417,0.058368046,1553.2205226190174,3.7182996
191928,0.0,0.0633817,229,0.8414670526981354,0.007738102,161.01593,472.225,4,1723.9898970127106,0.0633817,1519.7207402921024,3.7313256
195765,0.0,0.05303493,231,0.9110073372721672,0.007959198,169.75113,494.4,2,1748.883481502533,0.05303493,1603.4163720691029,3.6958272
197895,0.0,0.052579217,233,0.9722644500434399,0.008145263,159.09088,462.15,2,1772.5860323905945,0.052579217,1510.7513025200042,3.6837597
201639,0.0,0.038660016,239,0.7533081471920013,0.0077550337,153.54039,436.325,6,1797.6173298358917,0.038660016,1440.2702180425745,3.6833959
204489,0.0,0.056417905,243,0.9664427042007446,0.008310031,148.61752,424.25,4,1822.5805251598358,0.056417905,1403.3407046902366,3.6729217
207573,0.0,0.055055402,250,0.6917295753955841,0.00832254,125.241806,369.75,7,1847.7500030994415,0.055055402,1210.0787535949155,3.682324
210444,0.0,0.05261041,253,0.9424945004284382,0.008667585,118.95864,350.95,3,1872.0676007270813,0.05261041,1149.5651164964172,3.6796875
213543,0.0,0.053060763,257,0.9425382055342197,0.008520529,112.920555,331.05,4,1897.696498632431,0.053060763,1089.059817545751,3.6482985
216879,0.0,0.05606908,260,0.8330370932817459,0.009118226,106.01121,306.725,3,1922.0635967254639,0.05606908,1008.5217778995805,3.637177
220398,0.0,0.059300907,263,0.9640075713396072,0.008600858,105.58543,297.375,3,1947.476493358612,0.059300907,984.5574880607477,3.6306653
223965,0.0,0.05540058,266,0.9646372832357883,0.008817386,107.641136,288.225,3,1972.0436387062073,0.05540058,967.2039918893792,3.6219728
227484,0.0,0.045371674,268,0.7287342250347137,0.00899014,112.25513,301.0,2,1997.1146862506866,0.045371674,1010.8097271835501,3.5749667
228849,0.0,0.058606464,269,0.9632311537861824,0.008823318,113.52173,307.675,1,2022.062789440155,0.058606464,1036.2137127972408,3.5658145
231945,0.0,0.045729168,271,0.9687315635383129,0.008407049,112.43988,301.5,2,2047.5433385372162,0.045729168,1017.0266781037801,3.5650861
236700,0.0,0.05605042,273,0.8408817052841187,0.009474917,118.92116,323.375,2,2071.77210021019,0.05605042,1089.9038584157659,3.5758574
239700,0.0,0.029327918,274,0.09056013822555542,0.0081239855,123.19841,338.0,1,2097.335600376129,0.029327918,1138.1369539311286,3.5761335
242049,0.0,0.05225283,275,0.1426335573196411,0.009889956,128.49988,355.75,1,2121.9675989151,0.05225283,1197.7912080532722,3.5383818
248049,0.0,0.043995418,277,0.018922865390777588,0.009858747,137.6192,395.725,2,2147.1871325969696,0.043995418,1332.5277058733172,3.5390773
251049,0.0,0.03522773,278,0.0470348596572876,0.009616403,141.81166,416.575,1,2171.2293453216553,0.03522773,1402.6225316074806,3.5238607
253875,0.0,0.052458487,279,0.9399174526333809,0.008181858,146.71036,435.3,1,2196.790987253189,0.052458487,1467.744336176499,3.5194342
258687,0.0,0.050915934,281,0.6353888511657715,0.009187676,152.45076,459.775,2,2220.977817296982,0.050915934,1550.7009762021316,3.5325007
261777,0.0,0.05441183,284,0.9788179527968168,0.007976562,159.76337,473.375,3,2246.5302510261536,0.05441183,1603.0637560150776,3.552689
265842,0.0,0.06592451,289,0.9523382484912872,0.0085790595,170.23718,491.625,5,2270.7323706150055,0.06592451,1673.0904074675182,3.5298903
268635,0.0,0.04949967,293,0.7527262419462204,0.008520151,169.24617,484.925,4,2296.0611894130707,0.04949967,1652.5398756722893,3.5514545
272664,0.0,0.048934706,297,0.8296928852796555,0.009181416,172.85124,492.675,4,2320.905353784561,0.048934706,1682.1224702920022,3.5586817
275349,0.0,0.04895099,300,0.9653618708252907,0.008433119,170.39243,487.25,3,2346.3085980415344,0.04895099,1665.4544122143677,3.4928668
277707,0.0,0.05703602,302,0.972218768671155,0.009512527,167.2357,482.75,2,2370.7575511932373,0.05703602,1650.4444681528244,3.462513
280800,0.0,0.04912621,304,0.9877781579270959,0.008509934,170.02856,492.075,2,2396.1175537109375,0.04912621,1686.288861276306,3.4366858
284103,0.0,0.052870743,307,0.9813098143786192,0.009168696,162.30182,476.15,3,2420.7415056228638,0.052870743,1634.5962281372254,3.4011893
286275,0.0,0.052386694,308,0.9654961004853249,0.008670336,166.39095,489.925,1,2445.3483583927155,0.052386694,1682.5653323482256,3.363953
288162,0.0,0.054638404,309,0.9558566249907017,0.008884284,167.32986,494.275,1,2470.2141144275665,0.054638404,1699.1548566688427,3.3455243
289785,0.0,0.05003182,310,0.956291563808918,0.007986518,167.90512,497.5,1,2494.511481523514,0.05003182,1712.5257813001226,3.3425908
291312,0.0,0.044434763,312,0.7425325512886047,0.0080106035,158.07608,474.35,2,2520.812400817871,0.044434763,1628.5824106663085,3.374111
294219,0.0,0.053514663,313,0.9587668776512146,0.009135713,159.07564,479.325,1,2544.6799199581146,0.053514663,1651.166439322989,3.3482265
296010,0.0,0.049553253,315,0.4054763913154602,0.008531291,149.63437,449.675,2,2570.19438123703,0.049553253,1552.2249008520216,3.3291585
300642,0.0,0.05656755,317,0.9763487707823515,0.00866821,147.45212,438.275,2,2594.683226108551,0.05656755,1522.4462404667636,3.3266091
303240,0.0,0.056367807,318,0.9716792833060026,0.009142219,147.2783,434.925,1,2620.224135875702,0.056367807,1515.0692806432853,3.3059468
306825,0.0,0.054181714,320,0.9305446892976761,0.008686197,142.67682,416.25,2,2644.7179312705994,0.054181714,1456.3325820830785,3.291718
308946,0.0,0.058793195,322,0.9500811994075775,0.009178837,138.91109,410.025,2,2669.969923734665,0.058793195,1435.8488950452115,3.226387
310266,0.0,0.056994677,323,0.9844549437984824,0.009650195,137.4584,410.775,1,2694.2161462306976,0.056994677,1438.710218394265,3.2130606
313737,0.0,0.06425981,326,0.9137525856494904,0.009197887,135.24089,415.6,3,2719.7905509471893,0.06425981,1454.2265171857862,3.1644838
315276,0.0,0.049950063,327,0.9673525765538216,0.008926502,136.0833,421.85,1,2744.290853023529,0.049950063,1476.9791604464106,3.2421355
320208,0.0,0.057358474,329,0.9662500731647015,0.009391769,144.06729,453.05,2,2769.3893659114838,0.057358474,1591.8277567431458,3.2726228
321795,0.0,0.05432532,330,0.9732041489332914,0.008470036,145.83025,459.9,1,2793.72252702713,0.05432532,1618.2179740033057,3.2325652
324651,0.0,0.04786543,332,0.9584318846464157,0.009607576,150.17824,475.125,2,2819.4195024967194,0.04786543,1674.651151700614,3.2256742
327357,0.0,0.055493772,333,0.8197303265333176,0.009564859,152.84387,489.35,1,2843.698625564575,0.055493772,1721.6939258440082,3.2332423
329826,0.0,0.0640751,335,0.9753474835306406,0.009283428,155.10825,497.725,2,2868.859701395035,0.0640751,1753.3178368561755,3.2128623
332826,0.0,0.04168574,336,0.2705985903739929,0.009479519,157.86223,509.875,1,2893.354647397995,0.04168574,1793.7149749322627,3.2557604
336756,0.0,0.04579527,338,0.7245258390903473,0.008118048,162.83734,529.25,2,2919.1754467487335,0.04579527,1861.1784344999091,3.2994342
339756,0.0,0.056602065,340,0.9710053224116564,0.008971343,165.65764,536.725,2,2943.439954996109,0.056602065,1888.301229288989,3.312788
342756,0.0,0.038083795,341,0.13598662614822388,0.009462359,170.03316,550.775,1,2968.674256801605,0.038083795,1938.1589986597228,3.2713983
346359,0.0,0.045735486,343,0.7070733904838562,0.009374941,170.91446,556.175,2,2993.333753347397,0.045735486,1953.6491935717102,3.364132
350283,0.0,0.052252505,345,0.969081861898303,0.008732104,176.88498,572.125,2,3019.060625553131,0.052252505,2011.190714477832,3.4177585
354933,0.0,0.048398793,348,0.9394119642674923,0.010259525,177.96529,572.15,3,3043.2586545944214,0.048398793,2010.1733535020226,3.3924577
357933,0.0,0.04094302,349,0.32649654150009155,0.007506438,180.10559,581.425,1,3068.5728850364685,0.04094302,2039.1745783515767,3.4269984
360933,0.0,0.04154265,350,0.23101627826690674,0.009111509,183.73277,592.9,1,3092.91330742836,0.04154265,2077.803855715282,3.432772
363933,0.0,0.042761534,351,0.062365949153900146,0.009745282,188.09877,606.825,1,3118.3974606990814,0.042761534,2125.95648489883,3.377022
366933,0.0,0.04320762,352,0.12090080976486206,0.00915581,195.8447,630.175,1,3143.3199150562286,0.04320762,2210.4531864619544,3.3027415
369633,0.0,0.06064289,355,0.9566284641623497,0.010316186,193.30112,613.525,3,3168.693237066269,0.06064289,2156.076476291596,3.252997
373851,0.0,0.066940054,358,0.8121086806058884,0.0096489815,188.15775,588.425,3,3193.6135931015015,0.066940054,2064.430927306814,3.2497785
377376,0.0,0.05584147,363,0.9817164838314056,0.008753518,182.1431,559.25,5,3218.806850671768,0.05584147,1956.2747973518258,3.2328782
381126,0.0,0.058952767,367,0.9223364368081093,0.010158839,181.16068,548.75,4,3243.691798210144,0.058952767,1920.0952263545855,3.1911771
385746,0.0,0.055015523,370,0.9798860959708691,0.009119104,177.93755,532.925,3,3268.3497874736786,0.055015523,1864.4628572202932,3.147995
388548,0.0,0.057928618,372,0.9787596613168716,0.009714976,178.82341,532.475,2,3293.7129213809967,0.057928618,1865.3168885288803,3.0812452
393531,0.0,0.055222005,376,0.9662901274859905,0.01042811,172.72731,505.875,4,3318.1093764305115,0.055222005,1780.4137126796334,3.0059018
397164,0.0,0.054619793,378,0.9770312663167715,0.009382632,173.08995,503.4,2,3343.7321264743805,0.054619793,1777.7879294183447,3.0312738
400164,0.0,0.04775742,379,-0.05536949634552002,0.00981907,177.5074,516.3,1,3367.939552307129,0.04775742,1822.3460337932297,3.020346
405183,0.0,0.058290757,381,0.8941576480865479,0.010655704,180.1709,520.225,2,3393.7853348255157,0.058290757,1838.3211306854253,3.036387
409461,0.0,0.050069954,384,0.8309178352355957,0.00906805,176.37758,506.675,3,3417.9042479991913,0.050069954,1789.8901502081885,3.0680933
413046,0.0,0.056092612,386,0.7777348160743713,0.009731275,173.73671,498.025,2,3444.2032821178436,0.056092612,1757.674826018741,3.0513914
416046,0.0,0.0346941,387,0.009278297424316406,0.010209072,180.33733,518.2,1,3468.21022605896,0.0346941,1830.7117183119954,3.1143858
419046,0.0,0.04541266,388,0.03213536739349365,0.013555616,185.1655,534.275,1,3494.235247850418,0.04541266,1887.8431948083587,3.126064
422046,0.0,0.045036994,389,0.0601879358291626,0.009499031,185.95364,534.275,1,3518.4479048252106,0.045036994,1891.3131170397016,3.1614046
425046,0.0,0.040135585,390,0.1962573528289795,0.008351263,185.49763,534.275,1,3544.5766339302063,0.040135585,1890.87356175505,3.2081761
428046,0.0,0.042672575,391,0.27069979906082153,0.009144301,185.48747,534.275,1,3568.4215965270996,0.042672575,1893.1453506982448,3.1893167
431046,0.0,0.042930856,392,0.052530765533447266,0.009318721,184.9996,534.275,1,3594.3102402687073,0.042930856,1893.3406246341292,3.1838026
432552,0.0,0.054805443,393,0.28399658203125,0.009273903,185.96628,539.15,1,3618.949685573578,0.054805443,1909.141337107277,3.164132
435552,0.0,0.053154595,394,0.12846070528030396,0.009420881,190.10057,556.3,1,3644.7702968120575,0.053154595,1969.4760209950814,3.1831
439920,0.0,0.061086155,397,0.735196053981781,0.0089864535,190.21404,555.85,3,3668.9924688339233,0.061086155,1970.2388534062775,3.1713495
444555,0.0,0.047119,399,0.7317998111248016,0.009179457,196.84085,582.45,2,3694.4207422733307,0.047119,2064.9419001562856,3.1871855
447975,0.0,0.06554389,401,0.9541301839053631,0.008670013,203.37386,601.7,2,3718.9382922649384,0.06554389,2137.809450096259,3.2045445
449520,0.0,0.049511172,403,0.9316699877381325,0.00892633,203.11972,601.2,2,3744.5200786590576,0.049511172,2134.3189346172703,3.2062438
451392,0.0,0.052011184,404,0.9071784093976021,0.00942956,204.67247,606.15,1,3769.129942893982,0.052011184,2151.5183142752203,3.2068481
454392,0.0,0.056405254,405,0.9215664565563202,0.00917712,209.46294,624.45,1,3794.762408018112,0.056405254,2217.6717815806373,3.258932
459084,0.0,0.05107816,407,0.7931119948625565,0.008325274,217.21696,649.65,2,3819.4017086029053,0.05107816,2311.4877940387446,3.2899091
463182,0.0,0.0399817,409,0.7683589160442352,0.008640232,217.22115,651.95,2,3844.9341616630554,0.0399817,2317.6353216462703,3.3317778
464109,0.0,0.06254447,410,0.9680492095649242,0.009307093,217.89444,653.025,1,3869.1176023483276,0.06254447,2321.1166820113244,3.3176231
467109,0.0,0.03428028,411,0.12645000219345093,0.009292575,222.27849,667.45,1,3894.983029603958,0.03428028,2370.833786062439,3.4008524
472461,0.0,0.06629073,414,0.947167843580246,0.009426746,222.48352,667.85,3,3919.77840924263,0.06629073,2366.4196509054927,3.3642194
473067,0.0,0.083657056,415,0.8613850623369217,0.008837499,222.71794,667.85,1,3945.21918797493,0.083657056,2364.4265682207088,3.3406086
476148,0.0,0.06011858,417,0.9596380367875099,0.010208795,224.58704,671.3,2,3969.9935688972473,0.06011858,2377.132748120758,3.3575609
478788,0.0,0.04757737,419,0.7401719391345978,0.010199494,218.3405,655.2,2,3994.555485010147,0.04757737,2316.7431032935087,3.3672938
483954,0.0,0.046945155,421,0.755168691277504,0.008593072,217.00363,656.425,2,4019.636090517044,0.046945155,2320.0868281800513,3.3232977
488640,0.0,0.05261863,424,0.9716341756284237,0.009492674,218.40906,659.825,3,4044.119763612747,0.05261863,2337.0564943160143,3.2576768
491640,0.0,0.04750622,425,0.8728202283382416,0.009956013,218.05403,659.825,1,4069.522203683853,0.04750622,2339.812237284813,3.1895447
494640,0.0,0.047273405,426,0.2752986550331116,0.009388194,224.40572,679.95,1,4094.013505935669,0.047273405,2411.9466611441617,3.172204
497640,0.0,0.045569398,427,0.029998719692230225,0.009511076,223.76419,679.95,1,4119.438061952591,0.045569398,2409.146571041132,3.1282752
500640,0.0,0.043504026,428,0.09276372194290161,0.009422023,223.80447,679.95,1,4144.0574634075165,0.043504026,2409.6580512637915,3.1904612
503640,0.0,0.051794574,429,0.06982743740081787,0.009731524,223.91342,679.95,1,4169.222101926804,0.051794574,2407.021396432451,3.2439687
506640,0.0,0.037181407,430,0.04248744249343872,0.008808543,224.64412,679.95,1,4193.50074672699,0.037181407,2407.7114750627516,3.294212
508344,0.0,0.07379657,431,0.9789167363196611,0.011086257,221.79721,669.15,1,4218.791008472443,0.07379657,2370.105751341552,3.2735133
511344,0.0,0.050627463,432,0.5262032747268677,0.010905145,222.33907,669.15,1,4243.293087005615,0.050627463,2369.5083389975543,3.262108
514344,0.0,0.04007329,433,0.05978560447692871,0.009109002,225.85458,681.6,1,4268.652473211288,0.04007329,2413.935222548464,3.2311015
515157,0.0,0.060825456,434,0.9533600695431232,0.009641776,220.94583,663.375,1,4293.161656141281,0.060825456,2349.262408492952,3.2234309
519243,0.0,0.056682143,437,0.9456682465970516,0.009306728,219.5437,661.025,3,4318.230603694916,0.056682143,2340.565325295533,3.2354622
522243,0.0,0.06303099,438,0.79535211622715,0.009595914,220.06885,661.025,1,4342.96976184845,0.06303099,2341.330077714615,3.2598987
525063,0.0,0.05783146,440,0.9304287657141685,0.009400813,216.96378,655.4,2,4368.288467168808,0.05783146,2319.81641112703,3.1999323
528594,0.0,0.052390136,442,0.6935270726680756,0.0084114205,218.31992,663.8,2,4392.478008985519,0.052390136,2346.356789136098,3.226993
531594,0.0,0.04486025,443,0.11102384328842163,0.009888257,224.19711,683.95,1,4418.105236291885,0.04486025,2416.0662721908575,3.2547984
534102,0.0,0.05658214,444,0.942802682518959,0.009668813,225.40384,689.25,1,4442.616222381592,0.05658214,2435.712018774009,3.2196574
537102,0.0,0.038871795,445,0.037930965423583984,0.009585005,225.99106,689.25,1,4467.707008361816,0.038871795,2433.2333727381933,3.244763
539568,0.0,0.055722766,447,0.9663251116871834,0.008976834,220.3903,670.7,2,4491.639466047287,0.055722766,2365.5264975799337,3.2015872
541869,0.0,0.053290926,448,0.9456288442015648,0.009515584,218.5267,664.875,1,4517.349096059799,0.053290926,2345.374589952905,3.1261828
545613,0.0,0.05727607,450,0.7508604675531387,0.008983434,222.5044,679.2,2,4541.875249385834,0.05727607,2393.3131074384714,3.1134832
551124,0.0,0.046681058,452,0.718403548002243,0.010034239,220.90454,675.125,2,4566.427000999451,0.046681058,2376.572288084023,3.1922567
553371,0.0,0.053632095,453,0.9659533388912678,0.009539659,225.27596,689.625,1,4591.587938308716,0.053632095,2431.9003774540865,3.1410825
557100,0.0,0.057573363,455,0.975629048421979,0.0093764495,228.23955,700.275,2,4616.0389857292175,0.057573363,2474.5564334500386,3.162695
560622,0.0,0.06177147,458,0.9768589343875647,0.009267419,227.43417,699.7,3,4641.985941410065,0.06177147,2473.722339264571,3.1949449
563259,0.0,0.059318554,460,0.9755875691771507,0.009405249,221.35205,678.925,2,4666.249917984009,0.059318554,2403.5670844554975,3.1452932
566250,0.0,0.060381368,461,0.9855920216068625,0.009303434,223.212,685.8,1,4691.647804021835,0.060381368,2427.750052509159,3.170727
569250,0.0,0.042154796,462,0.06055641174316406,0.009981965,225.88766,693.4,1,4716.124546051025,0.042154796,2452.080933909686,3.0850275
572250,0.0,0.053874515,463,-0.0919806957244873,0.009436792,229.12662,703.6,1,4741.649372339249,0.053874515,2484.1236180154956,3.1179905
