EpThisIter,EpRewMean,entloss,meankl,optimgain,EpTrueRewMean,EpLenMean,surrgain,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,entropy
9,101.05403,0.0,0.003925607,0.15916729,509.70282410639356,100.975,0.15916729,2700,1150.6068127155304,616431,0.8894040882587433,23.034914
11,102.09483,0.0,0.014772011,0.30192113,522.5100030578183,103.225,0.30192113,2711,1156.67471241951,619896,0.8605697005987167,23.034506
11,100.96419,0.0,0.0038576885,0.15023035,501.54919893061515,101.35,0.15023035,2722,1162.6004493236542,623046,0.8848593831062317,23.03322
10,100.42075,0.0,0.0039429576,0.14130265,507.8532170140048,102.925,0.14130265,2732,1168.5087578296661,626013,0.864200085401535,23.032938
10,93.55647,0.0,0.0037760385,0.1483742,484.0738082673486,98.025,0.1483742,2742,1174.2533421516418,629100,0.8844133615493774,23.034174
9,96.319214,0.0,0.0038405391,0.15269803,496.034772062443,100.675,0.15269803,2751,1180.1105275154114,631977,0.8339621126651764,23.034182
11,99.71478,0.0,0.004081202,0.16341037,514.7900501492734,101.9,0.16341037,2762,1186.0759725570679,635274,0.8309592008590698,23.033869
10,101.39458,0.0,0.003958531,0.14233056,513.5296204141441,102.675,0.14233056,2772,1191.9142401218414,638334,0.8751976042985916,23.03289
10,101.53136,0.0,0.014596183,0.3479842,512.7904276190039,102.55,0.3479842,2782,1197.7524209022522,641406,0.9001404270529747,23.031816
11,98.83642,0.0,0.0038276962,0.14216848,503.19407362291565,100.2,0.14216848,2793,1203.4637632369995,644532,0.8909952938556671,23.031027
11,96.42712,0.0,0.0038184214,0.15690425,495.8316748527619,99.05,0.15690425,2804,1209.254492521286,647793,0.8926806598901749,23.030256
9,98.96136,0.0,0.0039023724,0.15891746,510.23895595506747,101.4,0.15891746,2813,1215.0425386428833,650883,0.894246906042099,23.029764
12,96.4078,0.0,0.0038161865,0.14845814,483.52180448092076,97.1,0.14845814,2825,1220.8346407413483,654114,0.8401334136724472,23.029543
10,99.72186,0.0,0.003884054,0.15819338,497.339058009965,99.725,0.15819338,2835,1226.6783032417297,657087,0.9038112014532089,23.02954
8,105.63014,0.0,0.0144093055,0.33305374,522.0320078103642,105.4,0.33305374,2843,1232.5070140361786,660015,0.8662844151258469,23.029623
10,104.020706,0.0,0.013535664,0.27116,505.92113347668294,102.375,0.27116,2853,1238.3798751831055,663168,0.8693020790815353,23.026346
11,103.65828,0.0,0.004038784,0.16733892,512.0831239368723,103.025,0.16733892,2864,1244.2798857688904,666270,0.8822883293032646,23.02368
12,103.63855,0.0,0.0043283887,0.1614169,505.7273945731905,101.325,0.1614169,2876,1250.173248052597,669561,0.9071895107626915,23.022943
9,100.99186,0.0,0.003944409,0.144927,503.91729384392,100.775,0.144927,2885,1256.016878604889,672660,0.8770481646060944,23.024483
11,97.532,0.0,0.0038079761,0.14340876,495.79399871186314,98.2,0.14340876,2896,1261.9576711654663,675777,0.862028107047081,23.020514
11,97.365295,0.0,0.003839731,0.13899188,495.5284263834008,97.525,0.13899188,2907,1267.7194645404816,678834,0.8968214094638824,23.019123
10,98.78678,0.0,0.0038376548,0.15305164,505.8989593659471,99.975,0.15305164,2917,1273.493307352066,681834,0.8554913550615311,23.019108
10,98.390755,0.0,0.0039690323,0.15206933,505.958926674742,98.3,0.15206933,2927,1279.4244678020477,684936,0.8951265141367912,23.019709
10,98.90975,0.0,0.014228175,0.30263788,501.8796633664234,98.175,0.30263788,2937,1285.3441898822784,687819,0.8680754005908966,23.019611
9,100.66646,0.0,0.0040597413,0.15426496,516.2686764748316,101.65,0.15426496,2946,1291.1026210784912,690855,0.8501356095075607,23.02059
9,101.41612,0.0,0.0041615735,0.15434304,524.2443136035945,102.8,0.15434304,2955,1296.9901778697968,693681,0.880719430744648,23.019957
10,102.66182,0.0,0.003983548,0.16138577,534.3344889138164,104.575,0.16138577,2965,1302.8813939094543,696909,0.8583090007305145,23.020443
11,100.2937,0.0,0.0041670916,0.15810601,535.8543705021556,104.125,0.15810601,2976,1308.6163516044617,700095,0.8988037258386612,23.020262
10,99.26958,0.0,0.004281243,0.15751566,527.7270359520496,102.975,0.15751566,2986,1314.5372369289398,703212,0.8376602530479431,23.018148
10,101.63628,0.0,0.0039999345,0.15933466,526.8200099359667,103.55,0.15933466,2996,1320.4510428905487,706467,0.8655556589365005,23.015312
10,101.89606,0.0,0.014073809,0.28998533,516.5459938568488,102.15,0.28998533,3006,1326.2843434810638,709473,0.8794340640306473,23.01805
10,104.39622,0.0,0.003809732,0.15580201,523.9804346581805,104.375,0.15580201,3016,1332.090443611145,712620,0.8709271252155304,23.019205
10,104.306946,0.0,0.004122768,0.15646875,520.319117097389,103.625,0.15646875,3026,1337.9182784557343,715647,0.8675121068954468,23.017254
11,100.87715,0.0,0.0040300344,0.15728483,515.8168612485622,101.4,0.15728483,3037,1343.7350800037384,718875,0.9007895737886429,23.018473
8,104.78851,0.0,0.0044482183,0.200212,534.7429951426068,104.9,0.200212,3045,1349.5878031253815,721749,0.8068082481622696,23.018476
11,103.40511,0.0,0.0039018951,0.14716701,524.5626092427922,102.575,0.14716701,3056,1355.3791692256927,724929,0.8338870704174042,23.015694
9,104.71428,0.0,0.0041915243,0.15616882,532.0051641443667,104.125,0.15616882,3065,1361.284660577774,727794,0.8741389513015747,23.014812
11,104.06287,0.0,0.004005986,0.18055335,523.3832118456597,103.5,0.18055335,3076,1367.1630017757416,731061,0.8864744156599045,23.017107
11,100.062164,0.0,0.0038579428,0.1495747,505.8416810096751,100.025,0.1495747,3087,1373.2499163150787,734361,0.8548589199781418,23.015938
10,102.11009,0.0,0.0143862665,0.266482,508.9450281044509,101.5,0.266482,3097,1379.157069683075,737400,0.875309020280838,23.018557
8,105.034225,0.0,0.0037831701,0.14757437,527.5947288619434,104.625,0.14757437,3105,1384.9151380062103,740349,0.880098856985569,23.017172
10,105.33368,0.0,0.014465237,0.33361298,525.7625986944183,104.475,0.33361298,3115,1390.822494506836,743241,0.8930123597383499,23.015543
9,109.85372,0.0,0.004036732,0.13971935,542.9995698584146,108.05,0.13971935,3124,1396.6629405021667,746472,0.9163964539766312,23.015217
11,109.23628,0.0,0.014288883,0.28362423,543.626190676623,107.75,0.28362423,3135,1402.512351512909,749628,0.9159317463636398,23.01734
10,103.68301,0.0,0.003910688,0.17081322,514.313525227714,102.55,0.17081322,3145,1408.4357297420502,752655,0.8509246110916138,23.018715
10,106.1365,0.0,0.0039033454,0.17617834,529.3182166507044,104.15,0.17617834,3155,1414.3141322135925,755739,0.8193260431289673,23.018312
9,100.823784,0.0,0.0041703,0.16711308,506.8638780791558,99.8,0.16711308,3164,1420.2493076324463,758448,0.8985436409711838,23.018064
10,103.65127,0.0,0.004045509,0.15874651,514.7303035205814,101.75,0.15874651,3174,1426.199844121933,761511,0.9042726084589958,23.020266
9,108.006325,0.0,0.0040350184,0.16968006,537.1298256440685,105.425,0.16968006,3183,1432.095127105713,764646,0.8117570579051971,23.016779
8,105.19871,0.0,0.0040319767,0.14742029,527.8900812360596,104.65,0.14742029,3191,1438.0038964748383,767082,0.8141248524188995,23.01243
9,104.29734,0.0,0.0038100146,0.14598,531.3378209612112,106.75,0.14598,3200,1443.8393151760101,770073,0.9131126776337624,23.011477
9,106.18843,0.0,0.0040848297,0.1712621,549.7716440692856,109.925,0.1712621,3209,1449.6312358379364,773262,0.839744970202446,23.010414
11,101.925644,0.0,0.0149941845,0.2640546,529.8905066832319,106.725,0.2640546,3220,1455.4714019298553,776577,0.924760028719902,23.010662
10,105.024414,0.0,0.0041644434,0.15474175,545.4644888911143,108.45,0.15474175,3230,1461.3318614959717,779754,0.8878669440746307,23.010822
11,103.85071,0.0,0.0038996255,0.14837535,526.8749412102134,103.85,0.14837535,3241,1467.1718215942383,782838,0.917529009282589,23.012533
11,97.69899,0.0,0.003930657,0.14858502,487.7572571579635,95.925,0.14858502,3252,1473.0877847671509,785886,0.8845855221152306,23.011553
12,94.392784,0.0,0.004371573,0.17672284,477.94994580354034,93.85,0.17672284,3264,1478.9546904563904,789060,0.9342523142695427,23.01172
9,92.8246,0.0,0.00408958,0.16266999,473.7453494803858,93.75,0.16266999,3273,1484.8171384334564,792024,0.8637110590934753,23.01043
9,97.83531,0.0,0.004418757,0.1458572,505.9412731495655,99.075,0.1458572,3282,1490.6212811470032,795048,0.9323374703526497,23.010248
9,102.18217,0.0,0.014999332,0.32376012,526.6139930876868,103.925,0.32376012,3291,1496.453941822052,798045,0.9271214604377747,23.013506
11,105.32603,0.0,0.0038105762,0.14728662,540.1470843570614,106.375,0.14728662,3302,1502.2539148330688,801321,0.9115466848015785,23.012453
10,106.141075,0.0,0.0042943098,0.16786328,543.4666073990617,106.575,0.16786328,3312,1508.0504913330078,804306,0.8434866666793823,23.006413
10,100.300674,0.0,0.004196273,0.14825472,515.8647950232041,102.825,0.14825472,3322,1513.9753351211548,807387,0.9070848673582077,23.005598
10,96.78611,0.0,0.004211775,0.15672384,509.00408623136684,100.475,0.15672384,3332,1519.79372215271,810444,0.8785760179162025,23.005047
9,100.87492,0.0,0.0042659575,0.15779127,528.2832695139374,104.775,0.15779127,3341,1525.625385761261,813537,0.8590376675128937,23.003912
10,102.24104,0.0,0.0045921835,0.17098942,540.1498542544246,106.7,0.17098942,3351,1531.469554901123,816738,0.9153042882680893,23.0044
10,100.05752,0.0,0.0039370465,0.15918069,529.1358440121282,105.075,0.15918069,3361,1537.316742658615,819726,0.8861205726861954,23.004377
10,100.859474,0.0,0.0039202394,0.14511466,527.5649740984402,104.75,0.14511466,3371,1543.3246915340424,822765,0.9217313453555107,23.0034
10,99.29433,0.0,0.0043144533,0.15578423,518.6377027184869,102.3,0.15578423,3381,1549.1749947071075,825813,0.8305163979530334,23.00179
7,104.343216,0.0,0.0040427437,0.16644046,538.3035325783421,106.575,0.16644046,3388,1554.9721958637238,828690,0.869806095957756,23.001888
9,107.50826,0.0,0.003896983,0.19250828,550.4899031582363,108.65,0.19250828,3397,1560.9699714183807,831660,0.9094982817769051,23.003487
10,108.98216,0.0,0.003924179,0.15142985,560.4222267122269,110.475,0.15142985,3407,1566.7938439846039,834930,0.8919659703969955,23.003176
9,110.87683,0.0,0.00416256,0.1651859,579.5037173009714,114.075,0.1651859,3416,1572.6949038505554,837921,0.8916830867528915,23.000483
9,109.699425,0.0,0.0038561197,0.15836456,572.3907901411498,113.175,0.15836456,3425,1578.5379903316498,840708,0.9256600514054298,22.99975
10,104.1192,0.0,0.004052405,0.15553743,539.2371221073493,106.525,0.15553743,3435,1584.3580405712128,843909,0.8573663979768753,22.999758
9,104.548294,0.0,0.0044714315,0.17079438,535.5585785436924,107.375,0.17079438,3444,1590.1991846561432,846906,0.9370382875204086,23.000313
9,108.139565,0.0,0.0041587725,0.15359825,544.6861435950275,108.825,0.15359825,3453,1596.0360281467438,849753,0.9109967648983002,22.999983
10,104.28591,0.0,0.003957659,0.1496327,530.186280142069,106.225,0.1496327,3463,1601.952172279358,852756,0.8895798623561859,22.994875
8,106.47015,0.0,0.004436064,0.15463665,549.0243550665206,109.075,0.15463665,3471,1607.8715076446533,855696,0.9025808647274971,22.992914
9,107.26784,0.0,0.0040846253,0.1474922,560.0160180016875,111.55,0.1474922,3480,1613.843922138214,858972,0.8968282490968704,22.992008
9,106.87331,0.0,0.004542076,0.14670199,574.2497954223504,113.05,0.14670199,3489,1619.7648463249207,862041,0.901972159743309,22.994383
11,105.106155,0.0,0.0039578797,0.15713346,559.4684670340403,110.3,0.15713346,3500,1625.528828382492,865215,0.9120172411203384,22.99465
11,99.844406,0.0,0.004059015,0.14433517,531.4308577056406,104.0,0.14433517,3511,1631.3135035037994,868176,0.9061572626233101,22.997782
7,103.809525,0.0,0.004204507,0.15362614,553.3805080306486,106.725,0.15362614,3518,1637.1844313144684,871173,0.8674473464488983,22.99747
9,106.85681,0.0,0.0041467818,0.1631405,556.5701205461653,108.725,0.1631405,3527,1643.1096291542053,874269,0.9018294811248779,22.997475
9,108.27905,0.0,0.0040515335,0.14927079,568.3369734909596,111.425,0.14927079,3536,1648.9620804786682,877440,0.8967891335487366,22.998514
11,110.66052,0.0,0.004166154,0.15482694,574.2539138205741,113.25,0.15482694,3547,1655.0651142597198,880755,0.9063980057835579,22.999428
9,112.00018,0.0,0.0038457005,0.14336258,577.6236079030972,114.6,0.14336258,3556,1661.0006759166718,883749,0.8829327151179314,23.000223
8,108.919876,0.0,0.0040363926,0.14103155,570.6532693558426,113.025,0.14103155,3564,1666.8572130203247,886737,0.8660121709108353,22.998714
9,104.66412,0.0,0.0040575555,0.14536387,557.4300630123234,109.9,0.14536387,3573,1672.6619453430176,889683,0.8925086781382561,22.996025
10,106.20039,0.0,0.0041142507,0.15781528,572.6482994396816,112.15,0.15781528,3583,1678.4921488761902,892851,0.8576419502496719,22.996742
10,103.857765,0.0,0.0040853666,0.15128793,571.6214344814856,111.75,0.15128793,3593,1684.194771528244,896085,0.9043360352516174,22.996317
9,99.65892,0.0,0.0040485747,0.15786909,551.719575384969,108.05,0.15786909,3602,1690.112824678421,899151,0.9069670140743256,22.999676
10,104.37473,0.0,0.003779588,0.14512075,548.3240827709373,107.65,0.14512075,3612,1695.9942026138306,902280,0.8916104882955551,22.999336
8,107.67251,0.0,0.0040794574,0.15680903,559.4622913730216,110.925,0.15680903,3620,1701.9223301410675,905376,0.8308808952569962,22.996565
9,114.46969,0.0,0.0042986637,0.1588954,591.3848524857792,116.225,0.1588954,3629,1707.8465070724487,908541,0.8685444444417953,22.99691
10,111.43126,0.0,0.003945823,0.14357272,560.5204953629291,111.925,0.14357272,3639,1713.7617166042328,911613,0.9119785577058792,22.99705
10,106.52128,0.0,0.014670454,0.2709015,554.8580825951279,110.875,0.2709015,3649,1719.6981527805328,914760,0.8992238342761993,22.997475
10,103.24288,0.0,0.0042674295,0.15955651,540.0497159078213,108.05,0.15955651,3659,1725.8472871780396,917994,0.900519922375679,22.99634
10,100.45807,0.0,0.004861129,0.14483044,522.5036931052238,104.775,0.14483044,3669,1731.5887672901154,921114,0.8905289396643639,22.994709
8,106.66787,0.0,0.0038027419,0.16158153,547.1553304283722,108.325,0.16158153,3677,1737.440004825592,923973,0.8251297026872635,22.992693
9,108.002625,0.0,0.0038388388,0.14790408,542.0922680286816,106.75,0.14790408,3686,1743.4880211353302,926808,0.8836601451039314,22.989418
9,108.261185,0.0,0.0043161926,0.16093208,545.6088853645239,106.6,0.16093208,3695,1749.3237311840057,929661,0.8926908820867538,22.98852
10,109.58925,0.0,0.0044936514,0.17229319,551.2721718283553,106.775,0.17229319,3705,1755.1809573173523,932589,0.8983729854226112,22.984196
10,102.987305,0.0,0.004245994,0.16691568,524.3603959118689,102.975,0.16691568,3715,1761.0973682403564,935763,0.9009167701005936,22.98387
10,101.270676,0.0,0.0041789124,0.1810889,525.0128127496293,103.675,0.1810889,3725,1766.9905986785889,938985,0.9168771952390671,22.982597
10,101.1624,0.0,0.0043823626,0.16596353,517.8062223125984,103.525,0.16596353,3735,1772.9051563739777,942084,0.865854874253273,22.986307
9,104.04893,0.0,0.0039308844,0.16207816,539.9348610432805,108.55,0.16207816,3744,1778.8886444568634,945345,0.8638820648193359,22.98592
10,107.5807,0.0,0.004077757,0.1480438,561.2241185348428,111.15,0.1480438,3754,1784.7563214302063,948702,0.8986731693148613,22.985846
11,106.98403,0.0,0.014385501,0.29406595,549.9737853143865,108.625,0.29406595,3765,1790.518809080124,952020,0.9046919792890549,22.985512
11,104.3207,0.0,0.0038198153,0.1349478,536.0164873167748,106.15,0.1349478,3776,1796.3302128314972,955233,0.905195839703083,22.98405
10,99.09804,0.0,0.0051237573,0.18795358,507.2751874594029,99.525,0.18795358,3786,1802.23082280159,958170,0.8597680628299713,22.98153
11,96.404884,0.0,0.004631681,0.16038182,498.68331622591234,98.0,0.16038182,3797,1808.0784373283386,961398,0.9030186608433723,22.981668
9,100.838554,0.0,0.004439615,0.16289085,530.4717744470618,103.15,0.16289085,3806,1813.9784336090088,964734,0.8669310212135315,22.980955
9,102.91431,0.0,0.0041894997,0.14868926,543.9697306001065,105.975,0.14868926,3815,1820.033973455429,967743,0.9065206199884415,22.981136
9,107.21355,0.0,0.004314368,0.15100773,555.902126520605,109.85,0.15100773,3824,1825.8665959835052,970653,0.92356226593256,22.98138
9,107.79752,0.0,0.0041805767,0.15860331,552.4061225306607,110.075,0.15860331,3833,1831.6304020881653,973371,0.8892147466540337,22.983086
8,108.38717,0.0,0.0044274163,0.16657919,560.3377882961097,111.775,0.16657919,3841,1837.468180656433,976224,0.8767850026488304,22.980734
9,107.45154,0.0,0.0040184883,0.15527785,554.5500370792901,110.95,0.15527785,3850,1843.3609070777893,979437,0.9162892624735832,22.98194
10,103.78479,0.0,0.0038949195,0.15269619,550.4134908517636,109.275,0.15269619,3860,1849.2472898960114,982515,0.8969049230217934,22.983463
10,103.859085,0.0,0.0043463064,0.16018364,555.7248029353007,109.075,0.16018364,3870,1855.1084997653961,985677,0.8948609083890915,22.984884
10,103.000404,0.0,0.0038146472,0.14521971,543.2230567288468,107.55,0.14521971,3880,1861.024490594864,988755,0.8911196291446686,22.985512
11,96.93881,0.0,0.003965134,0.15850407,516.1738000612277,102.15,0.15850407,3891,1866.8239278793335,991911,0.9083756059408188,22.985905
9,100.14836,0.0,0.004618512,0.17751975,524.3527878379587,102.825,0.17751975,3900,1872.7067561149597,994854,0.8563524931669235,22.986101
9,101.8489,0.0,0.003972712,0.14850944,535.9987227294562,105.775,0.14850944,3909,1878.8898980617523,998040,0.8999248072504997,22.98586
11,100.854126,0.0,0.0039880886,0.15423544,533.3280138383761,103.75,0.15423544,3920,1885.1692366600037,1001205,0.9190280884504318,22.987858
