EpThisIter,EpRewMean,entloss,meankl,optimgain,EpTrueRewMean,EpLenMean,surrgain,EpisodesSoFar,TimeElapsed,TimestepsSoFar,ev_tdlam_before,entropy
13,91.45314,0.0,0.011215532,0.2025269,432.0789147410772,86.35,0.2025269,1440,504.28005146980286,273138,0.8367965519428253,23.19232
14,86.903435,0.0,0.011734946,0.2467268,420.1388821354345,83.25,0.2467268,1454,510.130658864975,276375,0.8627078384160995,23.195822
13,80.84308,0.0,0.01116738,0.2673181,402.54116036021225,79.675,0.2673181,1467,515.958728313446,279519,0.8649618774652481,23.192133
11,81.8146,0.0,0.011460366,0.24448864,412.4177012983355,82.525,0.24448864,1478,521.834954738617,282621,0.8424104005098343,23.185385
12,82.17973,0.0,0.014200033,0.26200423,409.3656958015693,82.55,0.26200423,1490,527.6014394760132,285546,0.8409970700740814,23.187994
12,84.770645,0.0,0.011470526,0.2411646,418.6426989136018,85.225,0.2411646,1502,533.4359467029572,288552,0.8628983795642853,23.182686
12,87.97591,0.0,0.011950999,0.26386538,420.2676653643024,85.425,0.26386538,1514,539.2696802616119,291555,0.8554191887378693,23.185612
13,84.78345,0.0,0.011571967,0.29997003,396.8536652268173,81.475,0.29997003,1527,545.2604532241821,294633,0.8379261046648026,23.183104
10,88.599525,0.0,0.01263383,0.26881447,429.46525326010817,87.95,0.26881447,1537,551.0055999755859,297813,0.832320898771286,23.175558
13,85.72849,0.0,0.012948187,0.24952568,428.6091776233543,87.5,0.24952568,1550,556.7142279148102,300930,0.8363464176654816,23.187584
12,86.186195,0.0,0.011824128,0.2567535,438.22399978100736,88.025,0.2567535,1562,562.4624454975128,304167,0.8524380922317505,23.17814
13,85.559555,0.0,0.011798529,0.2497143,418.6807964649464,84.4,0.2497143,1575,568.2391951084137,307308,0.82291579246521,23.166683
11,85.80646,0.0,0.011547375,0.28053007,416.10832680538385,84.675,0.28053007,1586,574.2914907932281,310221,0.8522705584764481,23.176186
13,82.09773,0.0,0.012188245,0.25341064,394.8836066498874,81.425,0.25341064,1599,580.1826887130737,313278,0.8378757834434509,23.175293
13,87.02016,0.0,0.011884872,0.23505794,408.6596677135625,83.875,0.23505794,1612,586.0224430561066,316557,0.8691941946744919,23.188238
12,89.196785,0.0,0.012294974,0.25946313,415.44571352913897,84.575,0.25946313,1624,591.838604927063,319767,0.8339153081178665,23.204674
12,89.45909,0.0,0.012711056,0.2980481,425.53414757618265,86.075,0.2980481,1636,597.7151470184326,322842,0.877462774515152,23.196617
14,83.492424,0.0,0.012478527,0.29966724,409.754585882957,82.775,0.29966724,1650,603.636579990387,326040,0.7844822853803635,23.192606
13,77.72307,0.0,0.01243719,0.27694404,397.4856363880572,79.55,0.27694404,1663,609.4867582321167,329103,0.9090785756707191,23.185858
12,79.06648,0.0,0.012260372,0.2903803,395.3818972535356,80.1,0.2903803,1675,615.315269947052,332160,0.833604633808136,23.177168
13,82.08543,0.0,0.012626138,0.26220763,408.85650792499484,82.5,0.26220763,1688,621.1420314311981,335529,0.8372657299041748,23.180197
10,87.97002,0.0,0.01324261,0.35440767,428.4057963653057,87.825,0.35440767,1698,626.8957056999207,338484,0.7597256153821945,23.181402
12,89.96367,0.0,0.013062527,0.2629444,438.38617310695207,88.85,0.2629444,1710,632.8096132278442,341646,0.8803453221917152,23.18473
13,89.73772,0.0,0.013003748,0.28042284,446.75341652067726,88.95,0.28042284,1723,638.6456139087677,344844,0.8405223935842514,23.189386
13,83.99386,0.0,0.012077676,0.2667131,421.1289373950277,83.775,0.2667131,1736,644.4551069736481,348030,0.8374596387147903,23.18644
11,85.36211,0.0,0.012323763,0.26926464,427.4539467632595,85.525,0.26926464,1747,650.3096973896027,351042,0.8407235145568848,23.196943
15,79.53585,0.0,0.012219211,0.23200373,406.4030735585294,81.875,0.23200373,1762,656.0450358390808,354234,0.8739626854658127,23.199945
11,78.37628,0.0,0.012738448,0.2698452,405.5132317279069,81.675,0.2698452,1773,661.9274528026581,357174,0.8685156255960464,23.187017
13,74.664024,0.0,0.012000024,0.25684944,401.2923309170748,80.0,0.25684944,1786,667.9104373455048,360420,0.9047307297587395,23.182634
12,78.82736,0.0,0.013263565,0.2771844,417.8327285540956,84.6,0.2771844,1798,673.7813813686371,363585,0.8943961635231972,23.17385
11,77.611084,0.0,0.012613978,0.34047788,419.6992383773427,84.7,0.34047788,1809,679.6059513092041,366402,0.8481657207012177,23.171381
13,76.49617,0.0,0.012513806,0.25244933,410.4557328594352,82.875,0.25244933,1822,685.3919949531555,369522,0.8596101105213165,23.166668
13,77.24033,0.0,0.012879258,0.28846377,409.4230530946972,82.325,0.28846377,1835,691.1731231212616,372657,0.8542451411485672,23.157003
12,75.29686,0.0,0.012926363,0.2520068,397.69067102666884,80.5,0.2520068,1847,696.926474571228,375681,0.8557029813528061,23.15877
11,78.358536,0.0,0.013842333,0.28368825,418.6385542855554,84.925,0.28368825,1858,702.8108658790588,378663,0.8725272715091705,23.15014
13,76.93713,0.0,0.012895105,0.2692356,415.6348660195251,84.2,0.2692356,1871,708.5564296245575,381849,0.8486310392618179,23.151922
11,83.924034,0.0,0.012378001,0.25059584,439.93299631415977,89.325,0.25059584,1882,714.3575220108032,385014,0.8913503140211105,23.14925
13,87.235466,0.0,0.012867681,0.2619312,432.6393293154347,86.875,0.2619312,1895,720.0888175964355,388173,0.8292433619499207,23.143576
11,93.6308,0.0,0.014247694,0.41436702,448.8188519295278,89.3,0.41436702,1906,725.875097990036,391410,0.8710775077342987,23.13965
12,93.71648,0.0,0.013406286,0.27777052,444.7267429581428,88.225,0.27777052,1918,731.6354722976685,394506,0.8492645472288132,23.137451
12,95.26674,0.0,0.01323263,0.26643378,444.14086638187365,88.35,0.26643378,1930,737.4969222545624,397515,0.8452628701925278,23.130548
12,91.42533,0.0,0.013179705,0.27311778,443.48949686980995,88.425,0.27311778,1942,743.2551453113556,400659,0.8819331675767899,23.122738
10,93.480545,0.0,0.013616151,0.30578667,446.7790730378427,89.375,0.30578667,1952,749.1550245285034,403614,0.8302018344402313,23.130438
10,96.64177,0.0,0.01362908,0.30247685,472.4442138385157,94.775,0.30247685,1962,754.9827656745911,406794,0.8725846409797668,23.127932
12,97.92492,0.0,0.013524171,0.27927253,477.7993006573928,94.525,0.27927253,1974,760.7940101623535,409923,0.8467204123735428,23.128338
11,100.370804,0.0,0.013869559,0.26567537,478.6445708724452,96.15,0.26567537,1985,766.5440821647644,413016,0.8163461685180664,23.129707
10,99.264595,0.0,0.012957372,0.28479642,470.90271918818763,94.525,0.28479642,1995,772.4098708629608,415908,0.8876293078064919,23.127218
13,93.458206,0.0,0.013679082,0.28687686,444.27463382443364,89.85,0.28687686,2008,778.2305331230164,419136,0.8099986016750336,23.124578
11,92.72062,0.0,0.014026624,0.29394788,446.1771942073057,90.375,0.29394788,2019,784.1740634441376,422208,0.8712932914495468,23.124348
11,88.35858,0.0,0.013879386,0.28107035,440.1240382254831,89.625,0.28107035,2030,789.9709179401398,425334,0.9025422111153603,23.118584
12,92.5921,0.0,0.013231311,0.32736415,463.3047288573697,93.25,0.32736415,2042,795.7294921875,428508,0.8235422372817993,23.117693
10,93.0103,0.0,0.013645178,0.28952453,465.61510909954706,93.5,0.28952453,2052,801.6435129642487,431463,0.8585897237062454,23.114012
11,89.255905,0.0,0.013585508,0.27542937,450.4693302960692,91.85,0.27542937,2063,807.519552230835,434394,0.8269893825054169,23.111334
11,91.288994,0.0,0.0039274897,0.13751572,459.0642310512587,93.325,0.13751572,2074,813.4026851654053,437448,0.877379946410656,23.108967
11,93.01328,0.0,0.014615818,0.29840213,456.5192055006188,92.9,0.29840213,2085,819.4749758243561,440496,0.889176495373249,23.111898
10,97.06826,0.0,0.014805025,0.3149386,467.35317194612924,95.1,0.3149386,2095,825.3884468078613,443631,0.7982840687036514,23.10695
11,100.78024,0.0,0.014439346,0.31966984,492.22832047379563,98.45,0.31966984,2106,831.2022292613983,446937,0.8023873865604401,23.09863
12,97.7382,0.0,0.014566066,0.32975996,480.95753691866366,96.125,0.32975996,2118,837.0632493495941,450000,0.8810115605592728,23.099386
12,88.9082,0.0,0.01328285,0.29340592,450.7041535199336,90.075,0.29340592,2130,842.8021566867828,453117,0.8670717179775238,23.088448
11,90.59934,0.0,0.014260424,0.28373927,454.10778496056156,90.4,0.28373927,2141,848.6135375499725,456276,0.8383114039897919,23.090332
11,95.21538,0.0,0.013995389,0.27607268,469.23531832024463,92.3,0.27607268,2152,854.3881657123566,459555,0.8502006232738495,23.086676
12,96.41286,0.0,0.013936619,0.30957717,471.26806698790585,93.025,0.30957717,2164,860.1924946308136,462612,0.8733689188957214,23.082338
11,94.715744,0.0,0.012687875,0.2784477,462.5795484265118,91.3,0.2784477,2175,866.0667233467102,465708,0.8631851226091385,23.077213
11,94.53638,0.0,0.014142403,0.29388374,461.61461362543514,92.05,0.29388374,2186,871.8554961681366,468996,0.8428672850131989,23.075663
12,91.67639,0.0,0.013394302,0.25809205,452.5505604192438,91.575,0.25809205,2198,877.7537653446198,472191,0.8989939987659454,23.075617
11,91.59117,0.0,0.013230154,0.28788343,450.970655234563,91.875,0.28788343,2209,883.4838829040527,475110,0.9169753342866898,23.073713
12,85.312546,0.0,0.014389202,0.32834056,434.0194284547409,88.45,0.32834056,2221,889.3226277828217,478185,0.8739966601133347,23.079828
10,89.90608,0.0,0.014586443,0.35816982,454.64081890068326,90.95,0.35816982,2231,895.1793553829193,481269,0.8722858875989914,23.082766
10,93.784615,0.0,0.0148812365,0.37960303,475.4065055583701,94.625,0.37960303,2241,900.9498269557953,484302,0.852937638759613,23.08669
11,95.772964,0.0,0.013649056,0.38408965,482.6419973284439,95.175,0.38408965,2252,906.6869821548462,487230,0.8921430110931396,23.084309
13,92.80709,0.0,0.01417497,0.283407,454.35814259372194,90.875,0.283407,2265,912.437153339386,490305,0.8427090793848038,23.085917
10,88.53684,0.0,0.014574341,0.2880926,438.4512550044823,89.75,0.2880926,2275,918.2739124298096,493344,0.9054595828056335,23.084455
10,90.288574,0.0,0.003787269,0.15005413,448.90573443760866,91.725,0.15005413,2285,924.1792817115784,496443,0.8929996490478516,23.079512
9,97.1969,0.0,0.014685876,0.30624205,482.2058955757084,99.3,0.30624205,2294,930.0986495018005,499551,0.8382467776536942,23.074705
10,101.770164,0.0,0.0149995275,0.36491337,508.002512146548,103.575,0.36491337,2304,935.9092974662781,502449,0.8974446132779121,23.071772
11,101.18074,0.0,0.013266694,0.28241965,503.13020976730724,102.325,0.28241965,2315,941.7320685386658,505623,0.8879346549510956,23.070976
11,101.99922,0.0,0.0141465375,0.31027642,494.76662096072175,98.75,0.31027642,2326,947.4294610023499,508842,0.8928304761648178,23.071295
10,98.465744,0.0,0.013238647,0.2817942,481.94542838730905,95.875,0.2817942,2336,953.208911895752,511638,0.8371646106243134,23.066227
12,97.89478,0.0,0.014433293,0.27568614,470.8377591273299,93.025,0.27568614,2348,959.0014092922211,514851,0.9005695134401321,23.066427
10,99.56663,0.0,0.003833998,0.13877252,478.80416853069875,94.475,0.13877252,2358,964.9155466556549,517851,0.890823133289814,23.065695
9,100.65737,0.0,0.014622273,0.3092868,488.4886731763234,96.925,0.3092868,2367,970.6396324634552,520749,0.8973186761140823,23.064537
11,98.20094,0.0,0.013670511,0.28649658,484.4274593096714,96.7,0.28649658,2378,976.3490462303162,523758,0.9123067483305931,23.064373
11,96.69307,0.0,0.013491518,0.2979042,483.7249798277582,97.025,0.2979042,2389,982.158031463623,526926,0.9054775163531303,23.05877
9,98.63819,0.0,0.013769861,0.2813646,498.67323609477546,99.925,0.2813646,2398,987.8547079563141,529842,0.8872005417943001,23.058672
12,94.24294,0.0,0.013892889,0.27991867,476.78742297796,96.45,0.27991867,2410,993.6403179168701,533145,0.8480753004550934,23.055012
11,93.23325,0.0,0.0037793275,0.14220859,477.1317675631649,95.975,0.14220859,2421,999.4131946563721,536094,0.8532423079013824,23.055178
10,92.06897,0.0,0.014666859,0.43145883,478.0414886746772,95.925,0.43145883,2431,1005.2282531261444,539100,0.8738497942686081,23.056658
12,87.81908,0.0,0.014940532,0.26849562,456.2632150530814,91.5,0.26849562,2443,1011.1095809936523,542319,0.8787429556250572,23.058084
12,88.448326,0.0,0.0044353427,0.15624523,465.17084474244695,92.6,0.15624523,2455,1016.9598906040192,545550,0.9179988279938698,23.056147
11,88.477325,0.0,0.014902342,0.37010583,465.22724906217616,92.325,0.37010583,2466,1022.7556357383728,548634,0.8778617084026337,23.05422
11,87.70772,0.0,0.0038171434,0.14392905,458.59941877229284,90.975,0.14392905,2477,1028.5561153888702,551484,0.8858932256698608,23.051939
10,91.24436,0.0,0.00383029,0.15421712,476.9780074305903,94.225,0.15421712,2487,1034.3441760540009,554748,0.9103196635842323,23.051737
11,94.4691,0.0,0.0038018636,0.16557793,475.8969004109007,94.325,0.16557793,2498,1040.1974513530731,557916,0.8413619250059128,23.049738
10,100.261444,0.0,0.014676223,0.30609918,506.08465359061046,100.65,0.30609918,2508,1045.9743957519531,561069,0.8803262636065483,23.045898
10,102.438034,0.0,0.014909867,0.3463322,507.0785049907216,100.575,0.3463322,2518,1051.7675862312317,564045,0.8878909721970558,23.04492
11,97.4208,0.0,0.003864891,0.15510121,474.95960888196623,95.725,0.15510121,2529,1057.531911611557,566838,0.8949519172310829,23.046206
11,96.280624,0.0,0.0040053762,0.15314749,478.7607153408758,95.5,0.15314749,2540,1063.3293821811676,570096,0.8907057642936707,23.04583
11,92.691,0.0,0.014781785,0.28444594,465.7293680579677,93.2,0.28444594,2551,1069.1170670986176,573054,0.8618804663419724,23.046223
10,92.1475,0.0,0.0146924555,0.35452828,463.84362172057047,92.65,0.35452828,2561,1074.922419309616,575901,0.9011489599943161,23.043701
12,89.86306,0.0,0.0145311775,0.33333942,461.5200283248534,91.55,0.33333942,2573,1080.720329284668,579165,0.9144009128212929,23.043211
10,91.42171,0.0,0.00435837,0.1497773,470.5991932661139,94.075,0.1497773,2583,1086.5848433971405,582189,0.8704938292503357,23.041498
9,97.47487,0.0,0.004222336,0.1688481,497.76841999249893,99.625,0.1688481,2592,1092.407356262207,585231,0.8250448107719421,23.0403
10,95.78014,0.0,0.0143084545,0.29132906,497.77730028168224,100.15,0.29132906,2602,1098.37846159935,588180,0.8932967782020569,23.037352
13,91.90465,0.0,0.0037854807,0.14831552,470.3959485903459,94.2,0.14831552,2615,1104.1390771865845,591531,0.8717068135738373,23.034977
11,93.85552,0.0,0.0038884114,0.14273436,480.55509821864706,95.675,0.14273436,2626,1109.9467906951904,594723,0.9261645674705505,23.034845
12,89.227234,0.0,0.003944223,0.13550171,452.8165072491098,89.925,0.13550171,2638,1115.7769265174866,597795,0.9179594218730927,23.033686
10,94.43553,0.0,0.014442969,0.3200998,479.3196112918346,94.5,0.3200998,2648,1121.5895538330078,601050,0.8993099555373192,23.03314
11,94.8611,0.0,0.0040438557,0.19325331,480.264134498762,94.75,0.19325331,2659,1127.3204538822174,604038,0.8532376736402512,23.033628
11,94.85156,0.0,0.0038745739,0.1368112,482.4006613736001,95.025,0.1368112,2670,1133.1674535274506,607218,0.8786761164665222,23.031488
11,94.34056,0.0,0.0038189879,0.14256017,487.80100050563726,95.875,0.14256017,2681,1139.042021036148,610407,0.8913714364171028,23.03393
10,95.92873,0.0,0.0038003623,0.15253633,490.6428147346486,96.7,0.15253633,2691,1144.783796787262,613446,0.8657032251358032,23.035969
