meankl,EpTrueRewMean,entropy,ev_tdlam_before,EpRewMean,TimestepsSoFar,entloss,EpLenMean,TimeElapsed,optimgain,surrgain,EpThisIter,EpisodesSoFar
0.007225896,380.6750832044468,4.271685,0.9791617542505264,99.332405,61983,0.0,208.075,1719.2346007823944,0.050755173,0.050755173,6,196
0.0073188795,374.4151624095286,4.27834,0.9499680511653423,92.90875,62966,0.0,196.1,1747.5891983509064,0.061096385,0.061096385,5,201
0.008099032,374.09778963735755,4.276226,0.8562175929546356,87.069565,64147,0.0,188.35,1776.088074207306,0.05911937,0.05911937,7,208
0.0072592767,380.0088487521792,4.2823358,0.9692849777638912,84.87718,65091,0.0,187.475,1805.2636861801147,0.06656921,0.06656921,5,213
0.007286973,383.6747195934205,4.278511,0.9538994245231152,81.67946,65967,0.0,187.375,1833.57510638237,0.058631267,0.058631267,5,218
0.0076753404,393.33350120567553,4.275409,0.9678812362253666,79.54193,67085,0.0,186.9,1862.5835206508636,0.06663512,0.06663512,6,224
0.007997649,399.13007550020365,4.260036,0.860700860619545,78.19264,67899,0.0,190.025,1890.9107015132904,0.06725035,0.06725035,3,227
0.006620327,401.5395694663005,4.251717,0.8778223544359207,75.466354,68812,0.0,187.825,1919.5334413051605,0.06589839,0.06589839,5,232
0.008136568,418.4302379699582,4.2537723,0.9501703381538391,75.49204,69841,0.0,196.45,1948.029051065445,0.06605046,0.06605046,4,236
0.007527437,420.55239724684543,4.245025,0.8433998376131058,71.3148,71022,0.0,196.775,1976.6954741477966,0.06196543,0.06196543,6,242
0.007517156,437.6027437306026,4.2318425,0.9227452799677849,71.97158,71953,0.0,202.075,2005.4255475997925,0.07404611,0.07404611,4,246
0.0073577203,451.22727085571876,4.221529,0.9163012877106667,72.48575,72882,0.0,203.75,2035.3041462898254,0.06476273,0.06476273,5,251
0.008106739,475.9464715583381,4.231375,0.93584243953228,74.56551,74081,0.0,211.025,2063.628986120224,0.080896445,0.080896445,5,256
0.008318666,490.99423323113786,4.239528,0.8798842802643776,76.0319,75072,0.0,214.55,2093.18199801445,0.06401721,0.06401721,5,261
0.00792335,507.1268965018363,4.2314563,0.9490850977599621,77.98898,76335,0.0,215.4,2121.688559770584,0.06965437,0.06965437,5,266
0.007800633,527.3398519015904,4.222494,0.90619195997715,80.60932,77506,0.0,222.075,2149.3203427791595,0.05954144,0.05954144,5,271
0.008230109,549.8503073299282,4.2132187,0.9080256149172783,84.95392,78456,0.0,225.7,2177.8589177131653,0.0827926,0.0827926,3,274
0.0075720237,561.0074953970288,4.1978984,0.7622685134410858,88.51437,79363,0.0,231.225,2206.2715644836426,0.06424847,0.06424847,3,277
0.008144906,598.797106255575,4.178882,0.7974866777658463,95.59011,80589,0.0,244.35,2239.6423621177673,0.07161191,0.07161191,4,281
0.008798483,624.9963416426266,4.165262,0.9255937412381172,100.63687,81574,0.0,251.575,2269.5136580467224,0.07310377,0.07310377,3,284
0.008225047,656.4288890202479,4.160957,0.9640156775712967,108.08987,82517,0.0,259.175,2292.8439915180206,0.064702034,0.064702034,3,287
0.008310427,683.0493373158181,4.1554337,0.8508786857128143,115.134254,83859,0.0,266.05,2316.7023978233337,0.05652178,0.05652178,5,292
0.008314404,712.369686063523,4.1414967,0.9209333062171936,121.88347,84847,0.0,273.875,2339.5241978168488,0.06453741,0.06453741,3,295
0.008370314,762.763726821022,4.126599,0.9482733532786369,132.78474,86084,0.0,291.325,2363.597944498062,0.06466497,0.06466497,3,298
0.008401191,785.2447853698328,4.12532,0.9696112275123596,138.88406,86745,0.0,297.075,2386.0167882442474,0.073179565,0.073179565,2,300
0.008079918,829.240821430958,4.1146502,0.8972865417599678,153.81424,87831,0.0,309.75,2408.1773223876953,0.063601166,0.063601166,2,302
0.008990054,859.4416885713866,4.1080194,0.8918521329760551,165.41145,88947,0.0,315.3,2432.274147748947,0.063385196,0.063385196,4,306
0.009384932,890.4928957046334,4.0976424,0.7696123272180557,178.22717,89932,0.0,324.325,2453.3982543945312,0.07264481,0.07264481,3,309
0.008416058,942.9205925540024,4.086989,0.9449700340628624,193.89651,91029,0.0,338.075,2478.133577823639,0.058936093,0.058936093,2,311
0.008002291,961.0180953149915,4.066562,0.9436815567314625,199.5597,91537,0.0,343.95,2500.689002275467,0.07049632,0.07049632,1,312
0.009049394,997.2212257458966,4.0835457,0.9218200072646141,217.49329,92847,0.0,348.95,2524.62935423851,0.066330366,0.066330366,3,315
0.0082616,1020.7524511008103,4.0535207,0.942177452147007,225.74402,93517,0.0,353.85,2547.6142699718475,0.06312836,0.06312836,2,317
0.008919167,1056.6992872354451,4.0369763,0.9144042953848839,243.65161,94505,0.0,362.625,2571.1128861904144,0.06768593,0.06768593,2,319
0.008162118,1098.318961391266,4.0165696,0.952593170106411,259.44214,95543,0.0,373.85,2594.086468219757,0.062101573,0.062101573,2,321
0.010461928,1115.8981144844079,4.006375,0.8669479042291641,271.9771,96464,0.0,379.075,2616.4636504650116,0.0695208,0.0695208,2,323
0.008360056,1160.4976338584231,3.9988387,0.32140088081359863,295.39737,97339,0.0,394.125,2640.6707351207733,0.05389008,0.05389008,1,324
0.008271023,1164.1283402965935,3.9858289,0.740145206451416,307.97437,98390,0.0,396.825,2662.021440267563,0.061066322,0.061066322,3,327
0.009090164,1257.4697072505583,3.939024,0.3149016499519348,353.89948,100390,0.0,429.9,2686.66162443161,0.055449896,0.055449896,2,329
0.010618229,1374.8165118672193,3.9623544,0.7325487434864044,402.5363,102262,0.0,467.475,2708.508063554764,0.068016976,0.068016976,2,331
0.008726403,1399.027608866565,3.9254441,0.6477747857570648,420.31113,103299,0.0,475.675,2733.079987049103,0.060852848,0.060852848,2,333
0.008524885,1458.7712299649331,3.9198203,0.7055072784423828,452.10757,104299,0.0,494.425,2755.5871891975403,0.05209254,0.05209254,1,334
0.009079171,1410.185699683649,3.8684137,0.6947363615036011,446.51865,104879,0.0,480.325,2779.8672280311584,0.05957265,0.05957265,3,337
0.009411897,1439.4064191185128,3.8885427,0.8781041726469994,460.67163,105691,0.0,490.175,2802.8935985565186,0.066956356,0.066956356,1,338
0.008361286,1480.2625291942475,3.83843,0.4096713066101074,476.01886,106691,0.0,505.5,2826.6393716335297,0.049619358,0.049619358,1,339
0.009229743,1520.3036282779399,3.8522286,0.9211269989609718,490.4798,107449,0.0,517.6,2849.9622931480408,0.08549304,0.08549304,1,340
0.008776278,1543.712119098082,3.8147676,0.5735596120357513,502.10303,108853,0.0,525.55,2871.5780067443848,0.056978785,0.056978785,2,342
0.010682573,1587.0216016100253,3.8213964,0.4041862487792969,516.7365,109853,0.0,540.525,2896.4930732250214,0.048930265,0.048930265,1,343
0.009350684,1634.897269121532,3.8418906,-0.005043625831604004,531.395,110853,0.0,557.875,2917.9601924419403,0.07439302,0.07439302,1,344
0.008309871,1682.7126585118062,3.8191202,0.3534623384475708,548.1747,111924,0.0,574.425,2942.9018833637238,0.058544822,0.058544822,2,346
0.008616477,1667.9332296771777,3.826399,0.3542754054069519,544.50946,112086,0.0,570.425,2964.8158807754517,0.057181768,0.057181768,1,347
0.008081221,1608.1537432643913,3.8254828,0.7312483191490173,527.4754,112988,0.0,548.975,2989.440466403961,0.059060346,0.059060346,4,351
0.009847345,1611.6381977481278,3.8035662,0.646611213684082,526.9834,114219,0.0,549.075,3011.971489906311,0.05385357,0.05385357,2,353
0.010020551,1642.654132304131,3.7781298,0.9513146281242371,533.63446,114959,0.0,559.325,3036.221879005432,0.069566056,0.069566056,1,354
0.008585805,1675.5660462764495,3.7872577,0.9237431436777115,543.1232,115947,0.0,570.15,3059.0291879177094,0.060881354,0.060881354,2,356
0.010028986,1703.3793220063756,3.7609308,0.6708566248416901,543.0331,117161,0.0,579.45,3081.3588302135468,0.046628818,0.046628818,2,358
0.009132862,1700.8953856377752,3.7536702,0.9234008342027664,540.33203,118118,0.0,579.3,3106.4868335723877,0.07419218,0.07419218,2,360
0.008521771,1711.735177804288,3.7440832,0.9202704727649689,542.9255,118794,0.0,581.275,3127.746762752533,0.06438419,0.06438419,1,361
0.008128661,1641.3452406590363,3.7204473,0.7914201617240906,508.8055,119883,0.0,557.025,3153.563963651657,0.0721447,0.0721447,4,365
0.008719186,1614.9071564411058,3.668347,0.9105518981814384,495.00275,120239,0.0,546.225,3175.454924583435,0.07204271,0.07204271,2,367
0.0101976665,1591.1851193022412,3.6408772,0.09552216529846191,479.23535,120905,0.0,537.875,3200.419886112213,0.054145824,0.054145824,1,368
0.008245272,1543.906114180316,3.6332583,0.5285592079162598,448.61066,122093,0.0,517.575,3222.180030107498,0.05036367,0.05036367,2,370
0.008317486,1461.1275963047826,3.622639,0.8065575510263443,407.00708,122938,0.0,490.975,3246.470417022705,0.061143234,0.061143234,3,373
0.008081948,1486.815785066892,3.6092317,0.6554860472679138,396.53873,124314,0.0,496.425,3269.175453901291,0.04549573,0.04549573,2,375
0.008716024,1538.423433384181,3.5787578,0.17996150255203247,401.9099,125314,0.0,514.325,3292.0284826755524,0.0434376,0.0434376,1,376
0.009282131,1606.2041088505998,3.566332,0.9665488004684448,409.27716,126967,0.0,531.9,3316.1854605674744,0.06630387,0.06630387,2,378
0.008357765,1579.2629848637857,3.532498,0.9498662352561951,398.59186,127469,0.0,519.45,3337.6661076545715,0.06163709,0.06163709,1,379
0.009155773,1599.518720976192,3.5713427,0.35876286029815674,395.7278,128469,0.0,525.5,3363.237634897232,0.04682955,0.04682955,1,380
0.008553384,1581.104749524717,3.5803778,0.9704056531190872,383.48248,129472,0.0,515.475,3384.4846930503845,0.06887512,0.06887512,2,382
0.009972532,1458.9014094924426,3.5691295,0.6801238059997559,339.8196,130697,0.0,469.325,3409.1494858264923,0.06376406,0.06376406,4,386
0.00915054,1473.0694072673264,3.558333,0.8857234418392181,341.78488,131009,0.0,473.075,3431.060806274414,0.06658111,0.06658111,1,387
0.008922671,1512.6122569739277,3.5571368,0.9599463157355785,348.95865,131613,0.0,484.9,3455.368337392807,0.06437818,0.06437818,1,388
0.009308566,1554.5930012103709,3.53784,0.9213078990578651,357.36133,132489,0.0,495.35,3478.1269524097443,0.10447362,0.10447362,2,390
0.009722322,1570.704789351019,3.5223157,0.9676200449466705,355.6549,133867,0.0,496.975,3501.6230595111847,0.068128936,0.068128936,2,392
0.009125396,1586.1961861738534,3.5748198,0.9589557722210884,352.11377,134966,0.0,500.175,3525.068836450577,0.07047417,0.07047417,2,394
0.0077026607,1564.324233707178,3.551592,0.8275208026170731,343.31635,135658,0.0,492.775,3546.9663870334625,0.06275571,0.06275571,2,396
0.009916472,1496.2594324080878,3.5202327,0.9348500892519951,322.70264,136655,0.0,467.125,3572.38125371933,0.07290888,0.07290888,3,399
0.00958716,1506.2475312386246,3.5204985,0.9808702804148197,321.6386,137545,0.0,468.775,3594.2214045524597,0.06416667,0.06416667,2,401
0.009427153,1536.6374734711342,3.515602,0.9260311052203178,326.57483,138453,0.0,475.85,3619.55721116066,0.08993501,0.08993501,2,403
0.009329184,1571.8684645535777,3.5380044,0.9552399292588234,330.71002,139487,0.0,484.525,3640.672065973282,0.07008518,0.07008518,3,406
0.009369841,1643.2665996150056,3.4975412,0.9730459991842508,341.8548,141010,0.0,502.625,3665.441680908203,0.06658523,0.06658523,2,408
0.009356285,1613.8497225665012,3.4830873,0.9296330884099007,332.8663,141997,0.0,489.775,3687.377769470215,0.06505516,0.06505516,3,411
0.0088314405,1652.6939886081734,3.5116713,0.9120360910892487,340.19522,142893,0.0,498.875,3711.8656792640686,0.07486609,0.07486609,2,413
0.010008337,1616.4239742672387,3.490345,0.9526365660130978,330.57388,143729,0.0,485.375,3734.5449821949005,0.07434369,0.07434369,2,415
0.009124116,1560.7037710669981,3.4996915,0.9028110802173615,320.4645,143945,0.0,465.775,3756.1384382247925,0.06311915,0.06311915,1,416
0.008808478,1470.663943038296,3.500976,0.6943503618240356,298.06116,144961,0.0,437.3,3780.6921956539154,0.05811974,0.05811974,3,419
0.009457858,1453.0778006605979,3.4920192,0.9545756354928017,293.98828,145678,0.0,430.225,3802.47535943985,0.05721559,0.05721559,1,420
0.009494725,1428.9120556357168,3.4822845,0.9304709807038307,285.28534,146768,0.0,422.325,3827.6594426631927,0.07015656,0.07015656,3,423
0.008497413,1494.2298565770266,3.417009,0.6515089273452759,295.17657,147908,0.0,440.45,3848.7649002075195,0.06375891,0.06375891,2,425
0.009647655,1545.7192245149197,3.38948,0.15087240934371948,302.14474,148908,0.0,455.275,3873.4614849090576,0.049889483,0.049889483,1,426
0.009548757,1526.0759829842027,3.4059675,0.9662185609340668,298.65405,149941,0.0,448.0,3895.50057888031,0.07461876,0.07461876,3,429
0.009222308,1551.025530641722,3.4219208,0.9452281482517719,302.05103,151169,0.0,454.55,3919.770004749298,0.0721699,0.0721699,2,431
0.010800866,1480.320429739837,3.3945768,0.9676226824522018,288.82886,151956,0.0,434.425,3942.274740934372,0.06658961,0.06658961,2,433
0.009407654,1501.4182518265347,3.401285,0.9817380458116531,293.0506,152544,0.0,439.45,3965.0381429195404,0.06433713,0.06433713,1,434
0.0083445,1496.1491630645037,3.4128187,0.9821570739150047,292.9695,153741,0.0,435.925,3988.914637327194,0.06220916,0.06220916,4,438
0.009953721,1473.8094926205206,3.3650532,0.9783404804766178,288.97305,154716,0.0,429.275,4011.2281954288483,0.06355746,0.06355746,3,441
0.009038675,1464.0683693055782,3.3886566,0.9704209603369236,288.73965,155764,0.0,425.35,4035.462644338608,0.07521147,0.07521147,3,444
0.010084594,1397.4237153572765,3.312788,0.976480146870017,277.51447,156623,0.0,405.325,4057.185385465622,0.06960547,0.06960547,3,447
0.00943505,1405.7691756017152,3.312015,0.9820893574506044,277.3099,157602,0.0,407.85,4082.1358637809753,0.06790162,0.06790162,2,449
0.00929287,1360.897408705987,3.304832,0.9736249707639217,269.16592,158703,0.0,395.25,4104.110174417496,0.07244467,0.07244467,4,453
0.009642785,1362.0194386687733,3.3108575,0.9765313286334276,268.4968,159745,0.0,395.0,4128.940911054611,0.061570704,0.061570704,3,456
0.009841548,1347.7086626330442,3.3053203,0.9361791461706161,268.6269,160419,0.0,389.775,4150.631288528442,0.06965391,0.06965391,2,458
0.009010637,1262.6398732926132,3.3093035,0.9090725257992744,257.12497,161397,0.0,365.725,4174.052625417709,0.06961883,0.06961883,5,463
0.010178212,1248.4828943177185,3.2919047,0.9474163055419922,256.07812,162361,0.0,361.325,4197.6637415885925,0.07409869,0.07409869,2,465
0.010441382,1177.014451265058,3.262699,0.932723842561245,246.00607,163086,0.0,340.25,4219.975141048431,0.07646868,0.07646868,3,468
0.009720162,1115.2497213881857,3.2430117,0.964554950594902,234.20146,164128,0.0,323.975,4244.5935151577,0.07038598,0.07038598,3,471
0.009471009,1065.2756396632672,3.225168,0.9466407112777233,224.57808,164979,0.0,310.875,4266.706389904022,0.07004562,0.07004562,3,474
0.0096034715,1071.8162019100878,3.2561855,0.9339976161718369,226.51303,165960,0.0,312.425,4291.496165037155,0.08060427,0.08060427,3,477
0.009840771,1066.2368090237396,3.2073424,0.9586319699883461,223.78423,166795,0.0,311.475,4313.704917430878,0.06874919,0.06874919,2,479
0.009420507,1080.1043046794646,3.1905918,0.9821883998811245,224.82822,167679,0.0,315.35,4338.048938512802,0.06553861,0.06553861,3,482
0.009910734,1073.4371288786474,3.1915343,0.9736897572875023,222.53232,168640,0.0,313.6,4359.849669456482,0.06752695,0.06752695,3,485
0.0108298315,1105.1950580325483,3.1629298,0.9658404625952244,226.5728,169534,0.0,322.775,4383.304641485214,0.085722975,0.085722975,2,487
0.008547996,1067.1140091778566,3.109337,0.8043759316205978,218.9185,170808,0.0,311.825,4406.5453906059265,0.047875315,0.047875315,4,491
0.010252583,1095.6463528846566,3.1281314,0.9667729400098324,222.76047,171482,0.0,319.475,4429.660738706589,0.06592074,0.06592074,2,493
0.011438589,1103.26693664765,3.1617298,0.9901403160765767,223.21089,172594,0.0,321.225,4453.205176353455,0.07389728,0.07389728,3,496
0.009516059,1101.0940075762069,3.0907564,0.9781286511570215,220.29382,173423,0.0,320.35,4475.721972703934,0.06297025,0.06297025,3,499
0.008833064,1127.5852039853999,3.1150174,0.8680198043584824,221.71707,174503,0.0,327.65,4500.264112949371,0.05352793,0.05352793,4,503
0.009702513,1098.236841019192,3.0427473,0.9486203454434872,216.6385,175338,0.0,318.775,4523.006125926971,0.060835265,0.060835265,3,506
0.011068568,1155.3709996072034,3.0066378,0.9734781254082918,224.90303,176487,0.0,335.025,4547.2378096580505,0.065850034,0.065850034,2,508
0.0092131095,1220.9574441859306,2.9498038,0.019720375537872314,234.73904,177396,0.0,354.125,4570.018798112869,0.03903563,0.03903563,1,509
0.009596091,1296.2054567854962,2.9684331,0.6346926689147949,247.00449,178396,0.0,375.475,4593.730263471603,0.05366922,0.05366922,1,510
0.010225515,1298.4690386333066,2.9717543,0.9504451937973499,246.698,179189,0.0,376.525,4616.496796607971,0.08767244,0.08767244,1,511
0.010339893,1330.9129391504316,3.0157225,0.9697370994836092,252.24942,180336,0.0,383.925,4639.484752416611,0.06714688,0.06714688,3,514
0.010286724,1369.2317010723614,2.9361665,0.03499782085418701,257.88965,181336,0.0,395.375,4663.066406011581,0.059371397,0.059371397,1,515
0.0100163445,1434.449445686445,2.9555895,0.7110025584697723,266.05548,182543,0.0,414.575,4686.164482116699,0.057113174,0.057113174,2,517
0.010500783,1469.642992968776,2.9508612,0.6698583960533142,271.51572,184164,0.0,424.325,4709.75932264328,0.056866035,0.056866035,3,520
0.012535428,1529.6590159267685,2.9198205,0.9804457388818264,280.82526,185319,0.0,441.0,4731.694520235062,0.07067418,0.07067418,2,522
0.009845971,1586.4035469360492,2.911446,0.9714678525924683,290.53607,186534,0.0,456.525,4756.842172622681,0.06692006,0.06692006,2,524
0.010695337,1620.3208087794096,2.8531446,0.9893230032175779,296.15314,187493,0.0,465.35,4778.79337143898,0.061242554,0.061242554,2,526
0.010678105,1674.2895262669194,2.8049014,0.9918928649276495,306.73706,189169,0.0,478.95,4803.249378204346,0.07656636,0.07656636,2,528
0.011227962,1732.118956803489,2.8255286,0.9934820169582963,316.50967,190358,0.0,494.525,4825.845772981644,0.07575152,0.07575152,2,530
0.010189169,1765.9924736993794,2.7912276,0.9883905267342925,324.1911,191316,0.0,502.725,4848.784334897995,0.062243737,0.062243737,2,532
0.0088877715,1830.4862497183553,2.7598817,0.9323356598615646,334.32626,192316,0.0,520.85,4872.487078428268,0.06561759,0.06561759,1,533
0.008137213,1868.840508499757,2.7671604,0.7279452979564667,340.64142,193316,0.0,531.85,4894.830785512924,0.057123743,0.057123743,1,534
0.013250995,1892.3958830481126,2.765195,0.9690917767584324,343.96576,194138,0.0,538.6,4918.078321218491,0.060502537,0.060502537,2,536
0.01034413,1954.7120266352335,2.7755167,0.9353883266448975,354.44025,195070,0.0,555.875,4941.548822641373,0.0834018,0.0834018,1,537
0.00922231,2007.6941508915327,2.7774215,-0.07156670093536377,361.6337,196070,0.0,571.875,4965.424920082092,0.055747494,0.055747494,1,538
0.0109768445,2020.7716333377302,2.7480447,0.9300122484564781,363.98297,196440,0.0,575.425,4987.534684181213,0.05980136,0.05980136,1,539
0.009056195,2056.8572720008647,2.7484841,0.9718168936669827,369.88214,197347,0.0,585.85,5012.556556224823,0.065827474,0.065827474,2,541
