TimestepsSoFar,EpLenMean,EpTrueRewMean,ev_tdlam_before,meankl,EpThisIter,EpRewMean,EpisodesSoFar,entloss,optimgain,TimeElapsed,entropy,surrgain
42840,136.475,291.5944160050315,0.9616164937615395,0.0075962115,7,291.5944160050315,165,0.0,0.04289764,51.45113968849182,3.9972854,0.04289764
45927,142.2,308.598638693069,0.9685145802795887,0.006795669,7,308.598638693069,172,0.0,0.04584883,55.002660274505615,4.0011673,0.04584883
48630,143.525,316.80227295584166,0.9537297040224075,0.0067159487,6,316.80227295584166,178,0.0,0.0417379,58.56750512123108,3.9604173,0.0417379
51804,147.825,327.97763617453495,0.9750684648752213,0.007115713,7,327.97763617453495,185,0.0,0.041811734,62.15101861953735,3.9700606,0.041811734
54600,150.425,336.29600461662454,0.9805833306163549,0.0065846816,6,336.29600461662454,191,0.0,0.043296017,65.7143714427948,4.014351,0.043296017
57405,152.35,345.97760580725475,0.986597778275609,0.0068852743,6,345.97760580725475,197,0.0,0.04545813,69.26746797561646,4.003685,0.04545813
60603,152.3,347.7844863688031,0.952521551400423,0.006644146,7,347.7844863688031,204,0.0,0.048406955,72.89160656929016,3.9872136,0.048406955
63522,153.875,350.528537695692,0.9816393796354532,0.007547018,6,350.528537695692,210,0.0,0.041222952,76.47692465782166,3.9642715,0.041222952
66492,157.875,358.2116724090091,0.9843599870800972,0.006982738,6,358.2116724090091,216,0.0,0.051695667,79.94656753540039,3.9571528,0.051695667
69447,159.375,365.85965542180804,0.9895579712465405,0.007104748,6,365.85965542180804,222,0.0,0.06017287,83.43943643569946,3.9473262,0.06017287
72543,161.125,370.7275769986413,0.9879836989566684,0.007452474,6,370.7275769986413,228,0.0,0.04153021,86.95710396766663,3.912994,0.04153021
75600,163.5,377.0928795508209,0.9935690127313137,0.008296367,6,377.0928795508209,234,0.0,0.043640677,90.60084199905396,3.8571472,0.043640677
78924,167.95,386.70956678536083,0.9949558731168509,0.0070560286,6,386.70956678536083,240,0.0,0.042713888,94.34865689277649,3.8309553,0.042713888
82305,172.9,400.61701052969227,0.9959654402919114,0.008133862,6,400.61701052969227,246,0.0,0.048189625,97.85206055641174,3.836786,0.048189625
85407,173.5,406.0334814357563,0.9955898304469883,0.008513276,6,406.0334814357563,252,0.0,0.052334283,101.35684061050415,3.8346236,0.052334283
88674,176.5,413.14628472241566,0.9947707541286945,0.0068524107,6,413.14628472241566,258,0.0,0.04323512,104.82565951347351,3.8182979,0.04323512
91416,178.725,418.1207464770887,0.9960428047925234,0.008009492,5,418.1207464770887,263,0.0,0.045919687,108.40572881698608,3.8221111,0.045919687
94131,179.9,425.56821253111787,0.9978069050703198,0.008623937,5,425.56821253111787,268,0.0,0.048060365,112.02727222442627,3.811888,0.048060365
97320,181.0,431.2383794954606,0.9860033923760056,0.007899427,6,431.2383794954606,274,0.0,0.04463061,115.5697546005249,3.789278,0.04463061
100599,180.625,435.0598094513336,0.9955369620583951,0.007843806,6,435.0598094513336,280,0.0,0.04223889,119.13363790512085,3.7708194,0.04223889
103440,180.925,438.98929083639996,0.998193874489516,0.007435023,5,438.98929083639996,285,0.0,0.04272794,122.7001211643219,3.7552488,0.04272794
106824,182.425,445.7203359730412,0.9947347100824118,0.008055118,6,445.7203359730412,291,0.0,0.047971047,126.23626518249512,3.7558572,0.047971047
109989,186.975,459.22665067499474,0.9973544511012733,0.0082592005,5,459.22665067499474,296,0.0,0.05054103,129.80602765083313,3.7435837,0.05054103
113325,186.825,461.31773960873124,0.9208099618554115,0.008436734,6,461.31773960873124,302,0.0,0.05918326,133.48808789253235,3.7315917,0.05918326
116265,189.15,468.2006029372995,0.9959340076893568,0.0075985687,5,468.2006029372995,307,0.0,0.040684562,137.1087532043457,3.7178044,0.040684562
119325,192.15,475.4895355105667,0.9862291784957051,0.007830155,5,475.4895355105667,312,0.0,0.057383865,140.670996427536,3.714929,0.057383865
122472,200.7,497.02307828285683,0.9590699188411236,0.008208094,4,497.02307828285683,316,0.0,0.048623092,144.22554540634155,3.6883848,0.048623092
125766,209.725,519.8093356823315,0.9762283004820347,0.008154749,4,519.8093356823315,320,0.0,0.054803677,147.86931371688843,3.6550677,0.054803677
129006,218.075,539.5817369262629,0.9701951164752245,0.007659935,4,539.5817369262629,324,0.0,0.053428743,151.40395069122314,3.63669,0.053428743
132873,231.0,569.4377696516727,0.979908037930727,0.009913404,4,569.4377696516727,328,0.0,0.05759228,154.79331016540527,3.6294491,0.05759228
136101,238.5,586.9559969592004,0.9647882916033268,0.007904943,4,586.9559969592004,332,0.0,0.07508133,158.43428087234497,3.6740117,0.07508133
139269,244.0,600.3695299911785,0.9851237516850233,0.009075286,4,600.3695299911785,336,0.0,0.058379985,161.89413857460022,3.6687684,0.058379985
142353,251.875,621.2856158650792,0.9637039080262184,0.008227471,4,621.2856158650792,340,0.0,0.07707979,165.43852257728577,3.6830757,0.07707979
144756,261.925,645.4869160128885,0.9385746642947197,0.008275662,2,645.4869160128885,342,0.0,0.050554283,168.94525480270386,3.6637883,0.050554283
147810,262.875,642.8318224498365,0.8465347588062286,0.008687427,5,642.8318224498365,347,0.0,0.064922854,172.56463289260864,3.6599422,0.064922854
151320,271.2,661.7882221212258,0.8367137759923935,0.009121586,4,661.7882221212258,351,0.0,0.051417455,176.0339686870575,3.653145,0.051417455
154638,275.975,672.982180592229,0.9632162377238274,0.007860118,4,672.982180592229,355,0.0,0.07436431,179.58914828300476,3.646279,0.07436431
157281,276.3,669.3273253060005,0.8375640362501144,0.008145213,3,669.3273253060005,358,0.0,0.06236988,183.1352777481079,3.641541,0.06236988
160587,273.85,665.6809770664186,0.9491576962172985,0.008925639,4,665.6809770664186,362,0.0,0.05808959,186.84166860580444,3.6128545,0.05808959
163503,287.475,691.9571980513969,0.7306311130523682,0.007382556,2,691.9571980513969,364,0.0,0.05351966,190.30019354820251,3.618705,0.05351966
167334,287.175,688.035214592322,0.9391485936939716,0.008035414,4,688.035214592322,368,0.0,0.0873127,193.7741618156433,3.6137106,0.0873127
170478,286.475,685.0178553327063,0.9791529923677444,0.008896349,4,685.0178553327063,372,0.0,0.061459452,197.37624096870422,3.6100142,0.061459452
173628,286.325,683.2896471534034,0.8316992521286011,0.009157425,4,683.2896471534034,376,0.0,0.04856351,200.98413181304932,3.6411726,0.04856351
176211,288.125,682.5896951493157,0.6991725862026215,0.008857986,3,682.5896951493157,379,0.0,0.05861166,204.6120011806488,3.6451495,0.05861166
178224,283.625,669.2645556959418,0.7599933296442032,0.007981747,2,669.2645556959418,381,0.0,0.04908338,208.2122769355774,3.6474237,0.04908338
180744,296.35,701.137057803018,0.9481022320687771,0.008230546,2,701.137057803018,383,0.0,0.06604847,211.63115787506104,3.6522844,0.06604847
183438,300.675,709.580473807564,0.8760498762130737,0.0072919917,3,709.580473807564,386,0.0,0.05256044,215.24966740608215,3.6272578,0.05256044
186894,319.225,754.0488324801909,0.8414399027824402,0.0077187475,2,754.0488324801909,388,0.0,0.046789743,218.7015736103058,3.632751,0.046789743
189804,320.7,759.0216357985764,0.9685927741229534,0.008370705,3,759.0216357985764,391,0.0,0.05382111,222.2796552181244,3.5954897,0.05382111
192414,329.5,779.8477182458545,0.9329509362578392,0.008418517,2,779.8477182458545,393,0.0,0.06784043,225.8740165233612,3.6040037,0.06784043
194145,329.225,782.0489344778596,0.6096333861351013,0.007951287,2,782.0489344778596,395,0.0,0.06106689,229.4910523891449,3.59623,0.06106689
198792,345.925,824.1494446425938,0.9462677836418152,0.008884039,3,824.1494446425938,398,0.0,0.05829368,233.05093932151794,3.5585616,0.05829368
203055,353.9,839.4751922472866,0.8329810202121735,0.009910112,4,839.4751922472866,402,0.0,0.06196341,236.72035264968872,3.5434346,0.06196341
204651,342.9,819.6536828902626,0.9499801136553288,0.008634102,2,819.6536828902626,404,0.0,0.049392346,240.2239499092102,3.5404365,0.049392346
207441,347.875,833.9831442149418,0.9354809373617172,0.007822969,2,833.9831442149418,406,0.0,0.06486364,243.9187717437744,3.5584738,0.06486364
212418,369.675,891.4761934044734,0.9673805497586727,0.0078004817,3,891.4761934044734,409,0.0,0.048999265,247.53035974502563,3.5639017,0.048999265
214140,378.725,911.2412242755767,0.7161320745944977,0.009730832,1,911.2412242755767,410,0.0,0.06736526,251.1281611919403,3.5732503,0.06736526
217218,375.325,900.1263663467114,0.7940104007720947,0.00782525,4,900.1263663467114,414,0.0,0.059040014,254.78788137435913,3.5879598,0.059040014
220428,382.5,917.6375778918213,0.9254233241081238,0.008235571,3,917.6375778918213,417,0.0,0.057768986,258.2910032272339,3.5713277,0.057768986
221973,388.725,930.9517232094047,0.9165154844522476,0.008542126,1,930.9517232094047,418,0.0,0.054258227,261.93949031829834,3.5720232,0.054258227
224265,387.25,926.9565372851619,0.9208728075027466,0.008765684,2,926.9565372851619,420,0.0,0.06513642,265.62899589538574,3.5444052,0.06513642
228981,391.425,937.9893763137636,0.9669723100960255,0.008513004,4,937.9893763137636,424,0.0,0.061482586,269.27529406547546,3.5431893,0.061482586
231885,403.725,965.6359163947734,0.9235837832093239,0.008265605,2,965.6359163947734,426,0.0,0.051523767,272.8888921737671,3.5688558,0.051523767
236577,414.025,987.7701229161046,0.9559423588216305,0.008923592,2,987.7701229161046,428,0.0,0.058895215,276.45078682899475,3.5456235,0.058895215
238365,420.775,1003.2128353081893,0.9498363845050335,0.009464205,1,1003.2128353081893,429,0.0,0.050260156,279.9728980064392,3.5519097,0.050260156
240657,423.775,1009.5611710816913,0.8136453479528427,0.0082820505,2,1009.5611710816913,431,0.0,0.061743423,283.5356378555298,3.5504236,0.061743423
242859,420.375,998.273529582019,0.7344425022602081,0.009469443,2,998.273529582019,433,0.0,0.06112559,287.11569595336914,3.5466287,0.06112559
245688,405.0,958.4639089217477,0.9285788387060165,0.008948527,3,958.4639089217477,436,0.0,0.055797756,290.72260761260986,3.5277185,0.055797756
249309,420.975,996.7895933453188,0.9734004940837622,0.008861166,2,996.7895933453188,438,0.0,0.05463066,294.3503749370575,3.4914775,0.05463066
253293,430.175,1018.6745993220356,0.9631457813084126,0.008350203,2,1018.6745993220356,440,0.0,0.060621742,297.7058548927307,3.5002115,0.060621742
256710,419.275,994.7718032561321,0.8346617817878723,0.008565641,5,994.7718032561321,445,0.0,0.05718139,301.27639603614807,3.4860911,0.05718139
258621,407.175,964.499887398097,0.9443896822631359,0.007833164,2,964.499887398097,447,0.0,0.057810217,304.80886220932007,3.5045538,0.057810217
260901,404.025,952.7896140214146,0.726035088300705,0.007941656,2,952.7896140214146,449,0.0,0.054939665,308.4106545448303,3.515838,0.054939665
265620,422.575,1002.6756007810505,0.9336431249976158,0.008328039,2,1002.6756007810505,451,0.0,0.05323048,311.97646379470825,3.4910896,0.05323048
268620,441.45,1047.7668371212585,0.8185347467660904,0.008611294,1,1047.7668371212585,452,0.0,0.047702126,315.4840281009674,3.4751565,0.047702126
271494,459.475,1090.7103935807033,0.9818542320281267,0.011185016,1,1090.7103935807033,453,0.0,0.06665574,319.0265598297119,3.4925835,0.06665574
274494,477.3,1132.333733942171,-0.06727766990661621,0.008320266,1,1132.333733942171,454,0.0,0.047832217,322.6133186817169,3.455222,0.047832217
276573,487.15,1157.8309132873944,0.9561867900192738,0.008142213,1,1157.8309132873944,455,0.0,0.051243294,326.12899804115295,3.4043863,0.051243294
279573,501.15,1191.7450764552134,-0.14411163330078125,0.008971855,1,1191.7450764552134,456,0.0,0.0474111,329.7368576526642,3.431907,0.0474111
282573,517.875,1228.5687409681007,-0.06510329246520996,0.009035491,1,1228.5687409681007,457,0.0,0.0456958,333.2911078929901,3.4392328,0.0456958
285573,530.0,1257.8896635146295,-0.04414010047912598,0.008113043,1,1257.8896635146295,458,0.0,0.039204184,336.79710364341736,3.470359,0.039204184
288573,547.675,1298.7526107591252,-0.1694399118423462,0.009006684,1,1298.7526107591252,459,0.0,0.047054246,340.273020029068,3.4666052,0.047054246
291573,560.9,1333.4470959944515,0.028741657733917236,0.008273848,1,1333.4470959944515,460,0.0,0.0372985,343.8989191055298,3.435455,0.0372985
294963,565.45,1343.2783601037258,0.21524620056152344,0.010350496,2,1343.2783601037258,462,0.0,0.05307869,347.5216381549835,3.4930644,0.05307869
297963,583.2,1388.766274511032,0.09034258127212524,0.009180459,1,1388.766274511032,463,0.0,0.040034793,351.0197651386261,3.4729898,0.040034793
300963,599.85,1432.0612336926326,-0.009823799133300781,0.0094796205,1,1432.0612336926326,464,0.0,0.033285696,354.59316062927246,3.43171,0.033285696
303963,609.15,1456.568362592217,-0.13762176036834717,0.009485589,1,1456.568362592217,465,0.0,0.042475417,358.1677532196045,3.3623588,0.042475417
306963,625.65,1492.552754915251,-0.10198938846588135,0.009414021,1,1492.552754915251,466,0.0,0.035630748,361.99405670166016,3.3219013,0.035630748
310962,619.875,1487.6818334086279,0.955545861274004,0.009038589,2,1487.6818334086279,468,0.0,0.059904054,365.74090003967285,3.3168406,0.059904054
313158,623.275,1504.081824657196,0.9632246643304825,0.008962718,1,1504.081824657196,469,0.0,0.062188737,369.32300186157227,3.3212261,0.062188737
316158,639.875,1549.5382303892966,-0.058036088943481445,0.01039108,1,1549.5382303892966,470,0.0,0.040889278,372.8851306438446,3.2897358,0.040889278
320031,652.95,1593.9590698901495,0.9525933973491192,0.008990321,2,1593.9590698901495,472,0.0,0.054390285,376.4059934616089,3.2556975,0.054390285
322920,667.175,1626.0113608758447,0.6264893412590027,0.008028662,1,1626.0113608758447,473,0.0,0.054949697,379.96070766448975,3.2833254,0.054949697
325149,675.7,1648.5474977986219,0.8490571677684784,0.0099227,1,1648.5474977986219,474,0.0,0.07121509,383.78985357284546,3.2708743,0.07121509
328149,692.95,1697.6239051020427,-0.010071039199829102,0.009898953,1,1697.6239051020427,475,0.0,0.039663274,387.4372982978821,3.3406913,0.039663274
