TimeElapsed,EpThisIter,EpRewMean,EpisodesSoFar,surrgain,EpLenMean,meankl,TimestepsSoFar,entropy,EpTrueRewMean,ev_tdlam_before,optimgain,entloss
362.8631377220154,13,56.326332,966,0.24286793,72.125,0.010603178,52330,23.653078,363.38877162624317,0.8369962871074677,0.24286793,0.0
370.5016596317291,13,59.758015,979,0.20693241,75.675,0.01008156,53339,23.642014,379.22926124287,0.8102946728467941,0.20693241,0.0
378.12695932388306,13,64.08404,992,0.23426756,79.475,0.009868196,54374,23.676271,394.8383661092577,0.8160254508256912,0.23426756,0.0
385.71920442581177,13,60.892357,1005,0.20374577,79.15,0.010452477,55394,23.661867,391.6325281491618,0.8308319598436356,0.20374577,0.0
393.36172795295715,13,60.736988,1018,0.19718677,78.3,0.011004193,56366,23.687578,387.88074585890115,0.8949633464217186,0.19718677,0.0
400.9960572719574,12,58.90034,1030,0.22557318,75.55,0.010470381,57251,23.670671,375.9674956076891,0.8031813353300095,0.22557318,0.0
408.66316771507263,13,63.968178,1043,0.23456024,78.575,0.009888945,58304,23.696287,386.704220598256,0.8254185020923615,0.23456024,0.0
416.2768783569336,12,59.631897,1055,0.2139774,76.85,0.01059853,59252,23.677,375.4520747489203,0.7820986211299896,0.2139774,0.0
423.89717841148376,12,66.50696,1067,0.2326673,80.2,0.011226267,60241,23.668947,389.1389849290408,0.7813315987586975,0.2326673,0.0
431.11763405799866,12,65.94547,1079,0.20958853,81.425,0.010246961,61233,23.647154,391.3188757501224,0.7860587537288666,0.20958853,0.0
438.0987973213196,12,66.18599,1091,0.2105602,81.3,0.010215556,62225,23.631426,399.5224644904165,0.8330311179161072,0.2105602,0.0
445.06958842277527,12,67.17467,1103,0.23213777,83.275,0.01094179,63206,23.618345,402.0581350504008,0.8370125740766525,0.23213777,0.0
452.009569644928,12,69.29101,1115,0.24639773,85.7,0.010850613,64280,23.615072,418.16866514044506,0.8060818612575531,0.24639773,0.0
458.99877977371216,14,64.50094,1129,0.21027282,80.975,0.010135563,65282,23.627523,395.98436524304947,0.8185350596904755,0.21027282,0.0
465.9785969257355,12,66.67694,1141,0.2336419,81.55,0.010564767,66333,23.645266,397.3414587937822,0.7906432151794434,0.2336419,0.0
472.9243834018707,13,64.44826,1154,0.20071794,80.225,0.010656811,67380,23.645039,387.240454113061,0.8108226954936981,0.20071794,0.0
479.91536378860474,13,67.53468,1167,0.2691381,80.275,0.010737345,68347,23.641867,388.20382799711194,0.8077914267778397,0.2691381,0.0
486.9064004421234,12,67.184074,1179,0.24988624,79.45,0.011117404,69342,23.653502,390.51396438802107,0.8183667063713074,0.24988624,0.0
493.83988904953003,12,67.975464,1191,0.22002967,80.475,0.01148428,70301,23.630548,393.7353610853913,0.8299508988857269,0.22002967,0.0
500.84459376335144,12,66.65066,1203,0.21278167,82.0,0.011277387,71282,23.614725,397.138469774155,0.8741163462400436,0.21278167,0.0
507.8348970413208,12,65.434296,1215,0.22288053,80.65,0.011688196,72250,23.608648,387.7941148188486,0.8154394328594208,0.22288053,0.0
515.1134855747223,13,66.253426,1228,0.226459,81.975,0.0118420785,73279,23.605406,398.39653475095673,0.8133765310049057,0.226459,0.0
522.0500609874725,13,65.12166,1241,0.22101304,79.95,0.011318721,74330,23.610432,389.85038824417455,0.8468296229839325,0.22101304,0.0
529.0477006435394,12,65.79103,1253,0.26574206,82.875,0.011463312,75350,23.61059,407.17409477736857,0.7718990743160248,0.26574206,0.0
536.1173937320709,11,64.36481,1264,0.22262192,82.825,0.010670455,76332,23.607973,404.71211948826823,0.8457036316394806,0.22262192,0.0
543.1245684623718,13,65.7903,1277,0.24365792,85.05,0.011567476,77413,23.604816,417.30024125538756,0.8575866520404816,0.24365792,0.0
550.1552522182465,12,63.86535,1289,0.21250266,85.1,0.010725801,78441,23.603193,414.90849864815283,0.8436937630176544,0.21250266,0.0
557.1693758964539,13,59.965454,1302,0.21927896,83.075,0.011144811,79490,23.612041,406.1089566348912,0.8368525058031082,0.21927896,0.0
564.1813333034515,13,57.926384,1315,0.23694268,80.475,0.011350591,80465,23.614521,397.4125392773141,0.8337256759405136,0.23694268,0.0
571.177702665329,13,57.91638,1328,0.2496889,79.675,0.011704149,81577,23.608883,395.65723014028765,0.8654608130455017,0.2496889,0.0
578.1630635261536,14,58.857807,1342,0.24043539,78.475,0.010578145,82629,23.611654,392.62528286830565,0.8681441843509674,0.24043539,0.0
585.1739444732666,13,58.9215,1355,0.28697175,79.9,0.011554927,83661,23.613043,399.5437834421381,0.8690060675144196,0.28697175,0.0
592.1418781280518,13,58.400764,1368,0.2612094,78.5,0.012150415,84717,23.599367,395.4967224719293,0.8679938167333603,0.2612094,0.0
599.0804667472839,13,59.637165,1381,0.25257295,80.875,0.011044307,85783,23.597345,409.7543033572413,0.8392214477062225,0.25257295,0.0
606.120439529419,13,59.39966,1394,0.24721672,79.625,0.010754065,86770,23.594723,403.8351984420757,0.8403583467006683,0.24721672,0.0
613.1599659919739,13,61.251472,1407,0.2438879,82.075,0.012649969,87883,23.59699,415.18891458693525,0.8629026263952255,0.2438879,0.0
620.1469326019287,12,63.803303,1419,0.22133666,83.775,0.010664633,88934,23.602518,420.8296750334042,0.8596681207418442,0.22133666,0.0
627.2031631469727,12,66.66085,1431,0.22198766,86.55,0.010846892,89985,23.607424,433.69482209703864,0.8574880957603455,0.22198766,0.0
634.2224345207214,13,64.29237,1444,0.23813444,84.5,0.011399312,91054,23.590395,418.71555139749506,0.8415301740169525,0.23813444,0.0
641.2091541290283,12,62.91355,1456,0.25344908,85.0,0.011897976,92067,23.5801,418.1592392149125,0.8746612966060638,0.25344908,0.0
648.2216665744781,11,63.426453,1467,0.2502898,84.75,0.01143297,93080,23.581133,415.97434481047947,0.8534571081399918,0.2502898,0.0
655.1758596897125,11,65.96687,1478,0.27682367,87.925,0.011455114,94048,23.582582,435.3556522585335,0.8012918680906296,0.27682367,0.0
662.1641206741333,12,68.09919,1490,0.23226875,87.925,0.01184573,95075,23.57038,441.4032573193648,0.9071537107229233,0.23226875,0.0
669.1382665634155,11,69.5009,1501,0.248118,89.55,0.010769948,96053,23.5669,451.30425774210136,0.8682292997837067,0.248118,0.0
676.1335682868958,13,66.48708,1514,0.26569748,84.025,0.012667805,97100,23.5473,419.51691688896216,0.8284473568201065,0.26569748,0.0
683.1610989570618,12,65.96513,1526,0.29104343,86.25,0.012799032,98150,23.552753,425.1562397182066,0.808178260922432,0.29104343,0.0
690.209273815155,13,63.04127,1539,0.25251472,84.15,0.012008537,99221,23.547039,410.65680767634495,0.8855284675955772,0.25251472,0.0
697.2129228115082,12,64.32747,1551,0.26546243,84.5,0.012736175,100240,23.546064,412.46091445405693,0.8219873309135437,0.26546243,0.0
704.2102749347687,14,63.353962,1565,0.22772375,80.2,0.012384996,101271,23.543436,397.01952339064906,0.8569427728652954,0.22772375,0.0
711.2386586666107,12,62.67205,1577,0.25737137,82.4,0.012171516,102327,23.5459,408.20681499662476,0.832119345664978,0.25737137,0.0
718.5597765445709,13,58.60322,1590,0.23259619,80.175,0.012470761,103370,23.534931,397.5461842610078,0.8115093857049942,0.23259619,0.0
725.6947181224823,13,59.492664,1603,0.35351598,83.325,0.01394028,104482,23.538595,412.7390651468002,0.8031530976295471,0.35351598,0.0
732.7394254207611,15,53.79371,1618,0.22800945,79.675,0.01248065,105587,23.534685,397.7133888574035,0.798722431063652,0.22800945,0.0
739.8578300476074,14,48.77886,1632,0.32137293,76.65,0.012483817,106665,23.531412,384.51786468172725,0.8359135538339615,0.32137293,0.0
746.9986243247986,12,47.893536,1644,0.24965562,76.75,0.01223433,107652,23.53686,385.1149045322909,0.8069046437740326,0.24965562,0.0
754.0488097667694,12,49.39886,1656,0.25464034,81.1,0.012592349,108658,23.53296,402.7192338253878,0.8730441182851791,0.25464034,0.0
761.1561777591705,12,49.44265,1668,0.31778085,83.525,0.012133186,109693,23.529032,413.41007870392366,0.7876524478197098,0.31778085,0.0
768.1800067424774,12,47.716362,1680,0.26442915,83.925,0.012970455,110705,23.524004,415.5001761876198,0.6465682685375214,0.26442915,0.0
775.2443943023682,13,46.63214,1693,0.24206525,83.6,0.012320882,111749,23.515463,410.96937621894256,0.8099365085363388,0.24206525,0.0
782.3271179199219,12,46.146404,1705,0.2703731,82.5,0.013174474,112754,23.515059,400.6041180507408,0.6796446442604065,0.2703731,0.0
789.4211850166321,12,45.039146,1717,0.29636216,80.5,0.013168271,113694,23.513836,393.10677650003737,0.8194781690835953,0.29636216,0.0
796.4395112991333,12,44.310825,1729,0.32076558,80.075,0.012738713,114651,23.50511,386.5081813519961,0.7648135870695114,0.32076558,0.0
803.5457484722137,13,44.94063,1742,0.24310541,79.125,0.012175325,115666,23.502363,385.21472782050796,0.8430943489074707,0.24310541,0.0
810.62717628479,11,46.23808,1753,0.267798,80.825,0.012277623,116645,23.49959,390.21012319524937,0.7572310864925385,0.267798,0.0
817.7050199508667,12,48.53379,1765,0.24202916,82.125,0.01202504,117644,23.502996,402.01472326269203,0.7792586982250214,0.24202916,0.0
824.852324962616,10,57.337513,1775,0.2943559,89.025,0.012510924,118672,23.508808,436.81122675249424,0.8258940279483795,0.2943559,0.0
831.9357213973999,13,56.67805,1788,0.28141075,87.575,0.012885131,119727,23.507261,426.8986505109968,0.7978373318910599,0.28141075,0.0
839.0015761852264,12,60.880104,1800,0.3915028,87.6,0.014835164,120766,23.501059,427.6558375093458,0.74181267619133,0.3915028,0.0
846.014890909195,13,61.64492,1813,0.27838662,84.275,0.01334822,121772,23.507586,417.8280273678564,0.7835735082626343,0.27838662,0.0
853.0784454345703,12,61.76179,1825,0.24936098,81.275,0.012245536,122754,23.510986,406.43309978506926,0.8605997562408447,0.24936098,0.0
860.1271457672119,11,63.278587,1836,0.25687045,81.9,0.012779278,123721,23.505537,414.3307552390349,0.7727591544389725,0.25687045,0.0
867.2074007987976,13,64.71809,1849,0.2548898,84.1,0.0122384885,124846,23.505129,422.8936221877995,0.7220218479633331,0.2548898,0.0
874.2001519203186,13,63.66554,1862,0.26028207,84.8,0.0127710495,125920,23.502525,421.4339772386362,0.8636573851108551,0.26028207,0.0
881.275553226471,12,60.082897,1874,0.25062305,83.675,0.01279025,126902,23.50173,411.1005029447254,0.805104985833168,0.25062305,0.0
