entloss,EpThisIter,meankl,TimestepsSoFar,entropy,EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,EpRewMean,EpLenMean,optimgain,surrgain,TimeElapsed
0.0,1,0.007706105,47808,3.9948235,129,873.0590107051848,0.3768283724784851,183.10837,840.225,0.07622298,0.07622298,1391.188758611679
0.0,2,0.007460044,48428,3.9976747,131,838.7834521916378,0.273695170879364,168.79765,805.725,0.06444986,0.06444986,1420.5604519844055
0.0,2,0.0071997233,49656,4.001452,133,842.8730524056375,0.18616795539855957,164.0015,808.2,0.054751683,0.054751683,1449.8227636814117
0.0,1,0.0085969055,50656,3.9707334,134,849.3215419136144,0.33945995569229126,161.25838,808.2,0.047872327,0.047872327,1479.745634317398
0.0,2,0.008090206,52038,3.9695127,136,848.8665559366976,0.2697160840034485,155.88274,803.775,0.06332882,0.06332882,1509.9275352954865
0.0,3,0.007842096,53692,3.9554021,139,831.5603347888925,0.32721465826034546,146.04422,782.65,0.059938148,0.059938148,1537.8922882080078
0.0,1,0.007928468,53820,3.9637415,140,809.8783665907457,0.41287797689437866,140.36905,760.85,0.06637518,0.06637518,1568.7872009277344
0.0,1,0.008174198,54820,3.9771516,141,814.5673011557822,0.07799196243286133,139.17757,760.85,0.059844285,0.059844285,1597.0578916072845
0.0,2,0.008020466,56002,3.9885216,143,811.8417520409573,0.11327046155929565,136.76126,755.15,0.067618676,0.067618676,1625.9660196304321
0.0,1,0.007894282,56403,3.981335,144,798.8258231788898,-0.2968933582305908,133.05644,740.175,0.057840873,0.057840873,1656.6311054229736
0.0,2,0.008538543,57937,3.9813075,146,797.3820906215672,0.37988173961639404,130.77576,728.525,0.05247944,0.05247944,1684.7023148536682
0.0,3,0.008885987,58501,3.9822123,149,747.8361372289299,0.4402071237564087,120.7843,677.575,0.07089485,0.07089485,1714.905767440796
0.0,2,0.008085371,59562,3.9795377,151,727.9416904535359,-0.29528796672821045,116.82109,654.1,0.068398416,0.068398416,1743.464574098587
0.0,1,0.008544174,59990,3.9758432,152,716.9277039373058,0.34266555309295654,116.63904,639.8,0.0801628,0.0801628,1772.3589153289795
0.0,3,0.007828833,61079,3.9653795,155,683.4537535371768,0.12747478485107422,110.60889,601.35,0.06776698,0.06776698,1802.3488075733185
