EpRewMean,surrgain,ev_tdlam_before,entloss,EpTrueRewMean,TimeElapsed,optimgain,EpThisIter,EpisodesSoFar,EpLenMean,TimestepsSoFar,entropy,meankl
88.988174,0.10815309,0.8984997123479843,0.0,723.1325599163786,2041.9301316738129,0.10815309,3,414,306.7,241449,7.6870494,0.008622497
90.48903,0.101625934,0.9130841121077538,0.0,735.1102835089761,2067.2717378139496,0.101625934,3,417,305.8,244263,7.6797943,0.008033784
88.24939,0.10234248,0.8102933913469315,0.0,721.6658348459407,2092.834988117218,0.10234248,3,420,296.225,247152,7.6707497,0.008262389
85.73932,0.08836166,0.8794573396444321,0.0,715.9273957203171,2119.311252117157,0.08836166,3,423,294.4,249855,7.647149,0.00816908
83.68269,0.098658636,0.8105478137731552,0.0,704.5111259409456,2144.738734483719,0.098658636,4,427,291.925,252726,7.6380963,0.008376097
84.01881,0.11376639,0.8401420414447784,0.0,707.7877182163458,2170.532639026642,0.11376639,3,430,289.75,255291,7.628426,0.00784545
84.26833,0.1035276,0.8320036828517914,0.0,729.1561231746116,2196.485388278961,0.1035276,3,433,301.75,259224,7.638111,0.008780237
83.53105,0.10310646,0.8982215747237206,0.0,729.6053386798604,2222.035264492035,0.10310646,3,436,304.575,261993,7.636913,0.0077897115
84.35332,0.14821962,0.9413333721458912,0.0,738.6459347953951,2248.5555007457733,0.14821962,3,439,306.8,264708,7.640641,0.009401459
83.031456,0.093506716,0.7999438643455505,0.0,728.3396588563853,2273.7902257442474,0.093506716,4,443,299.775,267828,7.6432767,0.008537854
81.19671,0.09714567,0.845804437994957,0.0,720.668241174332,2299.6413662433624,0.09714567,4,447,293.55,270744,7.6486406,0.0080295
79.95616,0.084208,0.8457333147525787,0.0,714.9469772039814,2325.3759655952454,0.084208,4,451,289.125,273423,7.6569676,0.008660847
73.36855,0.10862897,0.8399680703878403,0.0,660.9311288501274,2351.8553035259247,0.10862897,6,457,268.45,276477,7.6667795,0.007909625
71.834625,0.09955745,0.7820389419794083,0.0,637.3404670571057,2376.604483604431,0.09955745,5,462,254.65,279342,7.644734,0.00813522
73.271286,0.096025735,0.8940983712673187,0.0,646.142798614654,2402.723964691162,0.096025735,3,465,251.35,281493,7.625324,0.008670306
75.21422,0.10229997,0.9330739229917526,0.0,665.9290396238267,2427.7845244407654,0.10229997,4,469,254.45,284985,7.6073523,0.008443672
75.81897,0.085955545,0.882001981139183,0.0,673.7420744330084,2454.4121947288513,0.085955545,3,472,253.025,287826,7.600041,0.00794448
75.38318,0.087569684,0.8293533027172089,0.0,673.394507267142,2478.8969507217407,0.087569684,3,475,244.2,290580,7.5844336,0.008343932
74.05381,0.08137004,0.8374471366405487,0.0,675.5378693777864,2505.4562232494354,0.08137004,4,479,242.975,293865,7.560184,0.008125502
73.31779,0.10724887,0.8793080374598503,0.0,669.786862288321,2531.00018286705,0.10724887,5,484,239.375,297387,7.55083,0.008719008
74.78792,0.10743222,0.9189129397273064,0.0,682.635816050584,2557.618285894394,0.10743222,4,488,241.425,300360,7.548946,0.008705702
76.89707,0.08687451,0.9036558642983437,0.0,711.8160196326002,2582.3035950660706,0.08687451,4,492,254.925,304419,7.5412436,0.0070594028
79.562004,0.0958922,0.8733058273792267,0.0,743.152033117179,2609.4231083393097,0.0958922,4,496,262.875,307572,7.547779,0.008150953
82.17383,0.09683828,0.946660116314888,0.0,773.6136530185222,2634.595912694931,0.09683828,4,500,272.875,310971,7.5197825,0.0088152755
83.18396,0.09369565,0.9209593906998634,0.0,783.3063786869401,2661.258633375168,0.09369565,4,504,274.625,313575,7.516484,0.0077917543
82.39364,0.08683971,0.9168966487050056,0.0,782.2365136709419,2685.7656347751617,0.08683971,4,508,276.0,317166,7.5100365,0.00858187
81.252785,0.10144865,0.9651655480265617,0.0,771.6664422965879,2712.1216711997986,0.10144865,4,512,273.5,320646,7.5026317,0.008687811
81.97168,0.089234106,0.966145783662796,0.0,775.5021205267325,2737.703929424286,0.089234106,4,516,274.325,324258,7.50362,0.00797532
82.061195,0.10839115,0.9230508282780647,0.0,769.3805239900546,2763.913484096527,0.10839115,4,520,271.55,327213,7.4703097,0.009922386
82.148346,0.107914284,0.9507897943258286,0.0,786.6166333304238,2788.6705741882324,0.107914284,4,524,280.0,330987,7.4765515,0.008627363
81.45787,0.11968914,0.9637626260519028,0.0,783.1095045904017,2814.959198951721,0.11968914,4,528,277.525,333663,7.4551587,0.00920779
82.46506,0.09103262,0.9607669152319431,0.0,791.1680179966733,2840.577751636505,0.09103262,3,531,273.25,336468,7.4360538,0.008564343
81.70077,0.10007776,0.9256764575839043,0.0,786.9078506148579,2866.337126016617,0.10007776,5,536,271.1,340104,7.4407616,0.008865389
80.937096,0.099281095,0.942410908639431,0.0,781.3888096360099,2891.406210899353,0.099281095,4,540,267.925,343122,7.4413905,0.008933106
82.47787,0.10871033,0.9273862168192863,0.0,804.0697084337265,2918.0283863544464,0.10871033,4,544,272.2,346239,7.422494,0.009085065
84.32678,0.094556786,0.9465594813227654,0.0,817.424276893704,2943.071747303009,0.094556786,4,548,272.425,349857,7.405338,0.008260662
83.03446,0.11751062,0.9508021809160709,0.0,810.8653601472595,2969.416042804718,0.11751062,4,552,267.85,352788,7.4088855,0.0088215275
82.120125,0.083026566,0.8828351497650146,0.0,798.2631488324048,2994.0970187187195,0.083026566,3,555,267.05,355359,7.407314,0.008027621
83.615036,0.09865512,0.9503500983119011,0.0,823.0387734185917,3020.4884746074677,0.09865512,2,557,274.3,357813,7.412704,0.009005638
84.724014,0.10676043,0.9466613829135895,0.0,842.6853595228589,3045.667455434799,0.10676043,3,560,278.9,360681,7.4168735,0.008255522
84.53225,0.095862605,0.9132301807403564,0.0,831.8298906446307,3072.0084199905396,0.095862605,4,564,271.8,363603,7.406892,0.00852738
84.6252,0.11143401,0.8786613866686821,0.0,832.1620331315477,3096.597603559494,0.11143401,5,569,274.25,367278,7.411681,0.0091008
82.173485,0.092571706,0.9064098671078682,0.0,805.1750196568937,3123.3251626491547,0.092571706,3,572,269.225,369831,7.4015126,0.008059684
84.65018,0.08981859,0.8784571141004562,0.0,831.0824433910199,3148.3990972042084,0.08981859,5,577,274.875,373776,7.4324565,0.008655559
85.81035,0.11018814,0.9373898431658745,0.0,852.6819009622541,3174.457748413086,0.11018814,3,580,281.15,376860,7.4026027,0.009497277
84.27099,0.09049947,0.8211770206689835,0.0,833.7376120812903,3199.700593471527,0.09049947,4,584,275.1,379251,7.404483,0.008950733
83.57622,0.16929819,0.8998745679855347,0.0,840.8484104850389,3226.059119462967,0.16929819,4,588,275.0,382857,7.4239416,0.00912915
85.48102,0.10877745,0.9535335563123226,0.0,871.8075318391751,3251.300267457962,0.10877745,3,591,284.2,386211,7.4288173,0.009798178
85.81598,0.10142344,0.9052461162209511,0.0,881.0981284586445,3277.3260295391083,0.10142344,3,594,284.775,388608,7.41534,0.00933029
83.87276,0.10129769,0.8463819622993469,0.0,862.1682606713603,3302.3444578647614,0.10129769,3,597,277.3,391089,7.3825274,0.008496472
84.53949,0.1138025,0.9759175516664982,0.0,869.411622358942,3328.802360057831,0.1138025,3,600,279.0,394161,7.3658333,0.00878264
85.89618,0.09532198,0.9605370797216892,0.0,893.0408009440874,3354.538550376892,0.09532198,3,603,286.025,397278,7.3545465,0.008602788
87.71747,0.14250562,0.911392979323864,0.0,919.2962797031221,3380.5662231445312,0.14250562,4,607,291.5,400599,7.350627,0.009146284
90.24419,0.11899637,0.9397423937916756,0.0,953.4714105046827,3406.251378774643,0.11899637,3,610,299.325,403809,7.3334303,0.008662671
93.42021,0.09182777,0.9552862495183945,0.0,997.9281744224074,3432.4735236167908,0.09182777,2,612,312.875,407376,7.3120413,0.011138641
93.92212,0.10061963,0.7530193328857422,0.0,1003.5251490250023,3458.058649778366,0.10061963,3,615,316.275,409962,7.305291,0.008704519
93.565994,0.105091564,0.9398275874555111,0.0,1003.1211354172086,3483.5995466709137,0.105091564,3,618,315.6,413079,7.2864943,0.009018197
93.678696,0.101589516,0.9185679778456688,0.0,999.3995511818852,3508.9908678531647,0.101589516,4,622,315.7,416496,7.291168,0.008863609
97.92815,0.10897265,0.8674837499856949,0.0,1048.270851108865,3535.3092546463013,0.10897265,1,623,331.55,418980,7.284461,0.00883524
103.271286,0.11500145,0.9217498600482941,0.0,1109.7019560188778,3560.7172424793243,0.11500145,1,624,349.575,421200,7.292313,0.00861025
106.6403,0.100616455,0.8974226638674736,0.0,1155.797040379217,3586.485028743744,0.100616455,2,626,364.425,424740,7.2938266,0.00883586
107.62846,0.12499279,0.8687147796154022,0.0,1148.0213061219938,3611.6311836242676,0.12499279,3,629,361.575,428025,7.2875094,0.008714015
111.789894,0.08755386,0.8178500980138779,0.0,1194.973783196118,3638.034157037735,0.08755386,4,633,380.25,433584,7.28819,0.008492874
115.87378,0.1023176,0.9097402691841125,0.0,1234.3978097080596,3664.0641765594482,0.1023176,3,636,393.25,437022,7.2929077,0.009585668
113.62315,0.10720667,0.829557254910469,0.0,1205.6551659738504,3689.7470610141754,0.10720667,3,639,388.8,440049,7.30399,0.009660192
117.736305,0.099318065,0.934563122689724,0.0,1263.5089107302017,3715.2957689762115,0.099318065,3,642,407.1,444738,7.306611,0.009498916
120.53005,0.10613653,0.8661371171474457,0.0,1299.0254993618696,3741.022974252701,0.10613653,2,644,418.3,448638,7.315033,0.0095301885
120.663475,0.0952772,0.8679824322462082,0.0,1304.4064509024174,3767.8425641059875,0.0952772,1,645,419.825,449862,7.28366,0.00942293
125.54103,0.09589088,0.7740183174610138,0.0,1367.0039997205772,3793.285496711731,0.09589088,1,646,440.0,452733,7.2860646,0.008851686
124.25613,0.10658382,0.9145381897687912,0.0,1341.5348718859077,3819.4261417388916,0.10658382,4,650,433.55,455835,7.258355,0.009602638
124.44255,0.106513575,0.9159706830978394,0.0,1329.6589942234466,3845.509395837784,0.106513575,4,654,428.475,460800,7.2835913,0.009510716
127.5057,0.11391429,0.8231962472200394,0.0,1361.802673417293,3871.597718477249,0.11391429,1,655,434.95,462156,7.2861066,0.010092664
129.99796,0.10642135,0.9088054299354553,0.0,1389.4409603674203,3896.7998270988464,0.10642135,2,657,443.65,465156,7.2846613,0.008897852
134.53531,0.08119406,0.7584287226200104,0.0,1446.8001375124816,3922.202173233032,0.08119406,2,659,463.225,469809,7.2812085,0.009191305
141.23892,0.087485716,0.5667181611061096,0.0,1538.409315584226,3948.3506968021393,0.087485716,2,661,491.85,474399,7.2969785,0.010950462
139.22975,0.10703626,0.865727499127388,0.0,1516.928788564314,3974.416285276413,0.10703626,2,663,483.4,476988,7.2796984,0.009476957
129.62949,0.106354475,0.8615264892578125,0.0,1388.056643678581,3999.269826889038,0.106354475,4,667,449.0,480165,7.2844014,0.009019172
132.3453,0.107826345,0.9399067759513855,0.0,1420.8278088595441,4024.862691640854,0.107826345,2,669,458.575,483054,7.290065,0.00940842
133.65309,0.08345901,0.10278964042663574,0.0,1432.8998011179924,4051.1054124832153,0.08345901,1,670,458.575,486054,7.285293,0.009680879
137.29448,0.0935002,0.7161096334457397,0.0,1482.3820981005267,4076.9562022686005,0.0935002,3,673,472.1,490236,7.2703547,0.00941021
143.04916,0.10237632,0.9224316775798798,0.0,1559.782018316751,4102.338264465332,0.10237632,2,675,495.4,495111,7.2588196,0.009590827
143.70197,0.14497776,0.8738394379615784,0.0,1564.076233449423,4127.9569573402405,0.14497776,3,678,495.85,498369,7.2517247,0.009957206
143.17671,0.112955086,0.875942699611187,0.0,1549.3239168366713,4153.796337604523,0.112955086,2,680,486.95,501027,7.26213,0.009027715
145.78625,0.11974341,0.9290514588356018,0.0,1579.5266863664035,4180.353283166885,0.11974341,2,682,495.825,504237,7.2680926,0.00894949
141.09021,0.109467104,0.8861724734306335,0.0,1508.6952638113708,4205.140331506729,0.109467104,3,685,475.75,506952,7.262314,0.010073353
139.22025,0.10983488,0.8334488123655319,0.0,1478.5095216743532,4231.50471162796,0.10983488,1,686,467.95,508887,7.268994,0.009071024
146.21164,0.11342825,0.7641284763813019,0.0,1566.8548793551445,4256.6233513355255,0.11342825,3,689,495.875,513969,7.2509575,0.009968129
144.31323,0.106207184,0.9470503702759743,0.0,1544.4864612475224,4283.087366342545,0.106207184,2,691,490.825,516849,7.2228394,0.009778142
145.99263,0.091060825,0.5065504610538483,0.0,1573.5015178489753,4308.066054344177,0.091060825,2,693,499.425,520224,7.2187576,0.009006281
150.33955,0.10205208,0.3429282307624817,0.0,1628.9967483459868,4334.758344650269,0.10205208,1,694,517.725,522927,7.200797,0.01078013
151.12822,0.12339099,0.615779846906662,0.0,1635.9974860000195,4359.505572795868,0.12339099,1,695,520.6,524628,7.199848,0.009206471
152.4871,0.08630839,0.6258734166622162,0.0,1654.6573915168574,4386.062867164612,0.08630839,2,697,527.15,528414,7.1937747,0.009334291
149.39944,0.13115644,0.9100802764296532,0.0,1606.4735809365156,4410.697704315186,0.13115644,2,699,512.6,531321,7.1904497,0.0101298215
147.47244,0.1120781,0.9264214858412743,0.0,1571.2352957199762,4436.820283412933,0.1120781,1,700,500.1,532821,7.181362,0.009043718
144.35864,0.116022155,0.8812359720468521,0.0,1538.7410782729537,4462.0415296554565,0.116022155,3,703,491.825,536007,7.153427,0.0126775475
145.58163,0.123472005,0.8711252510547638,0.0,1555.8057179316388,4488.5512182712555,0.123472005,1,704,495.9,537543,7.192546,0.008746969
146.70842,0.11085751,0.8925579339265823,0.0,1571.2346765520115,4513.298481464386,0.11085751,3,707,500.45,540219,7.1854596,0.010533442
144.31203,0.096854225,0.8746962249279022,0.0,1549.891920743543,4539.880535364151,0.096854225,2,709,494.35,542376,7.169605,0.009732169
136.71587,0.14427926,0.8919123113155365,0.0,1440.804161815271,4565.384879589081,0.14427926,3,712,461.35,544995,7.163692,0.0098047815
136.35071,0.10963745,0.9408663026988506,0.0,1428.225997081112,4591.5981385707855,0.10963745,2,714,456.875,547968,7.100112,0.010321019
135.59357,0.11154379,0.8455589860677719,0.0,1423.2919360389126,4616.748997211456,0.11154379,2,716,454.45,550737,7.084542,0.009694023
137.14696,0.12170337,0.8229744732379913,0.0,1451.547234903896,4642.656791448593,0.12170337,2,718,460.275,553602,7.0611486,0.010049211
138.12207,0.10850842,0.8496848791837692,0.0,1470.8339881409497,4668.424838066101,0.10850842,1,719,465.8,556509,7.0596194,0.009594771
137.37617,0.099904805,0.7636613845825195,0.0,1462.5023536603787,4694.74799990654,0.099904805,3,722,467.4,560325,7.0422206,0.011944426
140.34898,0.1007151,0.6800116896629333,0.0,1509.0124545731999,4720.069319009781,0.1007151,3,725,483.075,564921,7.045048,0.010218643
135.23209,0.10779928,0.8946470245718956,0.0,1457.9294008928832,4745.5980219841,0.10779928,3,728,462.05,568566,7.03841,0.009544099
134.57231,0.10458167,0.9310983717441559,0.0,1453.5703878904426,4771.450772762299,0.10458167,2,730,459.5,570576,7.0670767,0.009101394
133.07922,0.09305977,0.8848940953612328,0.0,1436.8671048410738,4797.672688961029,0.09305977,1,731,455.125,571464,7.0737305,0.0095108235
122.510086,0.13388789,0.9321971237659454,0.0,1316.493215844826,4822.588718414307,0.13388789,4,735,417.575,574737,7.0507593,0.009862485
114.48311,0.10421656,0.8888743296265602,0.0,1222.3215265235954,4848.353047847748,0.10421656,4,739,388.625,577956,6.991231,0.010073805
114.666794,0.12608832,0.9239820316433907,0.0,1234.000375530871,4873.95575094223,0.12608832,2,741,390.0,581094,6.9896655,0.011240972
117.97794,0.1357454,0.9341185688972473,0.0,1281.3422435200284,4899.764674425125,0.1357454,2,743,403.7,584451,6.9682355,0.00940484
119.33618,0.094818816,0.8451196849346161,0.0,1305.3203689347938,4924.8090052604675,0.094818816,1,744,410.625,586818,6.987649,0.010001557
120.655785,0.09575321,0.885510265827179,0.0,1326.9813545598156,4951.08310008049,0.09575321,2,746,416.3,589221,6.9628253,0.009200311
123.26206,0.13126606,0.8888823613524437,0.0,1365.4307450039057,4976.37522149086,0.13126606,2,748,424.25,592296,6.9652033,0.010142838
126.85063,0.08637971,0.6625782549381256,0.0,1417.432242840944,5002.648933887482,0.08637971,2,750,441.325,596148,6.9678607,0.00920123
130.93701,0.08379062,0.6358037292957306,0.0,1483.1583007783393,5027.661303520203,0.08379062,2,752,463.375,600600,6.984009,0.010302829
133.43509,0.09299925,0.637101024389267,0.0,1516.2858153763598,5053.720957517624,0.09299925,2,754,474.05,604854,6.9444666,0.008678846
135.70027,0.12695937,0.6058904230594635,0.0,1547.3602450646852,5079.347155332565,0.12695937,1,755,483.225,607203,6.9405823,0.009991136
