EpRewMean,surrgain,ev_tdlam_before,entloss,EpTrueRewMean,TimeElapsed,optimgain,EpThisIter,EpisodesSoFar,EpLenMean,TimestepsSoFar,entropy,meankl
126.31929,0.1124839,0.7589069753885269,0.0,1413.930721904285,5106.081711292267,0.1124839,4,759,450.4,610557,6.980102,0.011821081
125.3242,0.12802464,0.9024498462677002,0.0,1401.467266064783,5130.7985055446625,0.12802464,1,760,443.675,612042,6.984405,0.010122961
128.03215,0.08178276,0.24131768941879272,0.0,1445.2788382828628,5157.497899532318,0.08178276,2,762,456.3,615081,6.9989405,0.0100177415
129.0112,0.09731352,0.27883249521255493,0.0,1448.4892368411824,5183.115655183792,0.09731352,1,763,456.3,618081,7.005036,0.009677876
129.03543,0.09420608,0.7687574625015259,0.0,1437.0314302434726,5209.980551242828,0.09420608,5,768,459.15,623664,6.985599,0.010908327
134.79825,0.120493636,0.8725260496139526,0.0,1508.2894476184333,5234.832641839981,0.120493636,2,770,479.95,628170,6.985406,0.009850185
137.9351,0.11084445,0.8224757164716721,0.0,1536.110711719662,5261.762974977493,0.11084445,4,774,491.425,633132,6.986019,0.010458346
138.77597,0.12036784,0.8712610900402069,0.0,1551.8844826842328,5287.409257650375,0.12036784,1,775,496.05,634263,6.9885406,0.010070485
143.10278,0.10923827,0.6360545456409454,0.0,1607.0900468790019,5314.420813798904,0.10923827,2,777,512.875,637641,6.994415,0.009245779
145.02887,0.12553969,0.8672045767307281,0.0,1630.005571157686,5339.088840246201,0.12553969,1,778,517.9,638964,6.988526,0.00967685
145.95,0.1064308,0.8409595340490341,0.0,1637.7191265970257,5365.940829515457,0.1064308,2,780,524.675,642726,6.993085,0.010177515
149.72737,0.08290671,0.5949366688728333,0.0,1674.319847936419,5390.769404411316,0.08290671,2,782,536.675,647193,7.0133286,0.009831307
146.82266,0.14454629,0.8677302449941635,0.0,1637.5727567026595,5417.749716281891,0.14454629,1,783,526.8,647667,7.0416536,0.0097722225
145.27348,0.13937144,0.8944317549467087,0.0,1616.4922550175313,5442.497910737991,0.13937144,1,784,519.85,649200,7.0814395,0.010890038
145.7062,0.10468651,0.8182781934738159,0.0,1619.744581983149,5468.926344871521,0.10468651,2,786,521.375,651786,7.0849195,0.009395851
147.1257,0.10353719,0.8174423426389694,0.0,1627.7859941146571,5494.313813686371,0.10353719,1,787,525.675,654705,7.0684433,0.009654189
152.15154,0.08937399,-0.013442277908325195,0.0,1695.2872500387853,5521.430297374725,0.08937399,1,788,545.075,657705,7.1007757,0.009951248
152.24156,0.12578505,0.8719817250967026,0.0,1700.44963437115,5546.193934440613,0.12578505,2,790,544.9,661536,7.0975957,0.009391917
141.8597,0.10196326,0.9322863966226578,0.0,1565.7095663144723,5572.7342665195465,0.10196326,3,793,503.9,664068,7.0619364,0.01139322
139.75537,0.1127083,0.9288531169295311,0.0,1541.8722905780664,5597.811352968216,0.1127083,1,794,497.525,664557,7.0412335,0.009842342
140.14742,0.11598885,0.5942379534244537,0.0,1547.5161504696066,5624.403251647949,0.11598885,2,796,500.775,668190,6.9829984,0.0113376025
145.82983,0.14581828,0.8655502945184708,0.0,1618.858129586237,5649.2739174366,0.14581828,2,798,520.9,671673,6.9675326,0.0113734845
145.8689,0.094953194,0.3415696620941162,0.0,1634.4239022234722,5675.436390399933,0.094953194,2,800,525.65,675120,6.9605293,0.011883885
145.78047,0.10522307,0.7508223652839661,0.0,1629.2307263062564,5700.658156633377,0.10522307,2,802,526.625,678276,6.953316,0.014491877
142.06377,0.09924212,0.5898733735084534,0.0,1590.7126993637298,5727.342932462692,0.09924212,1,803,513.75,679731,6.9118357,0.014362555
143.00725,0.11647679,0.79085473716259,0.0,1592.6870883029383,5752.497537612915,0.11647679,1,804,511.125,682416,6.916947,0.009587298
146.08313,0.13666503,0.8719254285097122,0.0,1638.3517776272317,5778.533614873886,0.13666503,4,808,522.4,686352,6.9353824,0.011164747
144.99527,0.121264346,0.8680130690336227,0.0,1633.2555789425946,5804.028045654297,0.121264346,2,810,521.125,690705,6.924992,0.010862057
147.34744,0.10478009,0.7537844628095627,0.0,1665.8306937384011,5830.636436223984,0.10478009,3,813,528.1,695922,6.9718695,0.011159824
151.90996,0.08861677,0.20851749181747437,0.0,1732.4054916408415,5855.759200811386,0.08861677,1,814,548.25,698922,6.9782,0.009019669
153.79622,0.15024558,0.7302902042865753,0.0,1747.7153257696773,5881.459543466568,0.15024558,1,815,552.675,700584,6.979042,0.010270424
150.93709,0.09028103,0.7922590672969818,0.0,1718.7322546724076,5906.986542701721,0.09028103,1,816,546.275,702816,7.0166774,0.010188587
154.82724,0.1617557,0.7505103349685669,0.0,1765.7672466054623,5933.119246482849,0.1617557,1,817,560.075,704850,7.023324,0.010099998
153.61086,0.09259342,0.675950825214386,0.0,1757.5347277335127,5957.643951416016,0.09259342,2,819,559.225,708300,7.029076,0.010132597
146.0948,0.11712367,0.8688521683216095,0.0,1675.7480841453457,5984.070343494415,0.11712367,4,823,532.075,711516,7.049046,0.009870599
144.8604,0.11523488,0.8944390565156937,0.0,1662.3069545281967,6009.857306003571,0.11523488,2,825,527.725,713562,7.0236616,0.0095703965
137.75839,0.12190263,0.9372115135192871,0.0,1581.6492504133942,6035.6443383693695,0.12190263,3,828,502.975,718062,6.981972,0.010096039
137.34265,0.11235212,0.9241219013929367,0.0,1577.3029882766025,6060.20604968071,0.11235212,2,830,501.625,721731,6.98846,0.009478429
138.55486,0.109366104,0.9166447296738625,0.0,1590.3603493372743,6086.648176193237,0.109366104,2,832,505.25,724077,6.9843016,0.010137852
142.15895,0.09677969,0.8978626355528831,0.0,1637.433588368876,6111.946657896042,0.09677969,2,834,519.15,726855,6.9932942,0.010000957
143.10353,0.09948644,0.8663697838783264,0.0,1652.2632246212343,6138.3984751701355,0.09948644,2,836,518.55,730416,7.0074353,0.010202892
141.7284,0.120046645,0.9201103895902634,0.0,1641.1330703359413,6163.478078365326,0.120046645,2,838,517.125,733728,7.0229917,0.010407462
143.22748,0.10261275,0.5809645354747772,0.0,1641.5739068096948,6190.15168094635,0.10261275,2,840,517.375,737205,7.0262265,0.01085248
142.90848,0.1053498,0.804435983300209,0.0,1631.1362379021261,6215.448409318924,0.1053498,2,842,511.6,739668,7.0019,0.010103558
135.04639,0.10990334,0.8213716149330139,0.0,1544.2472935682158,6242.153925895691,0.10990334,3,845,484.95,742485,6.963731,0.009305094
137.17221,0.1215384,0.8230530619621277,0.0,1579.5086172079277,6266.571701288223,0.1215384,2,847,495.6,745440,6.9710917,0.010209707
137.3842,0.10432546,0.8697673678398132,0.0,1572.1714880286931,6292.912229061127,0.10432546,2,849,492.55,748281,6.9730463,0.00969942
139.92233,0.099899724,0.8518641293048859,0.0,1612.8631254862237,6318.246875286102,0.099899724,1,850,503.325,751104,6.9622,0.009896281
141.89941,0.08478095,0.6684727668762207,0.0,1636.5208391458866,6344.4365746974945,0.08478095,2,852,509.575,756027,6.9755445,0.012429835
143.69853,0.122022904,0.8899297416210175,0.0,1664.0245750142979,6368.647821903229,0.122022904,1,853,519.2,758226,6.9853168,0.010567687
145.56729,0.11912245,0.5392141342163086,0.0,1676.7478417230536,6395.008288145065,0.11912245,1,854,519.2,761226,6.971501,0.009771101
147.27493,0.09853131,0.8975232169032097,0.0,1699.2970521678485,6420.256869792938,0.09853131,1,855,524.65,763542,6.981747,0.009850983
145.68466,0.0914435,0.6322664320468903,0.0,1680.4172950432373,6446.6987335681915,0.0914435,2,857,519.0,767130,6.9662094,0.010550728
144.74081,0.10773025,0.7860450744628906,0.0,1671.655435975203,6471.220144748688,0.10773025,1,858,513.025,769413,6.950715,0.01116656
149.05498,0.11832331,0.9212743937969208,0.0,1731.7616354002093,6497.310409545898,0.11832331,2,860,529.975,772872,6.9707575,0.011176745
151.07008,0.10756764,0.9215279519557953,0.0,1760.817130073559,6522.524827480316,0.10756764,2,862,538.275,774843,6.9668465,0.010139443
151.83183,0.10477887,0.8914956673979759,0.0,1762.0729862487337,6548.878528356552,0.10477887,2,864,542.6,777330,6.905163,0.012773088
154.94362,0.07790391,-0.17474496364593506,0.0,1805.4691847365327,6573.27264046669,0.07790391,1,865,556.4,780330,6.921204,0.010684095
153.3764,0.11289234,0.8902633413672447,0.0,1765.6159948790191,6600.125430583954,0.11289234,3,868,548.25,783852,6.8943644,0.010482008
153.4616,0.11522414,0.862927719950676,0.0,1763.8668969154999,6625.486038208008,0.11522414,1,869,547.8,784902,6.9030333,0.010482818
156.04538,0.14391054,0.889157347381115,0.0,1793.536597762043,6652.24019241333,0.14391054,2,871,555.1,788850,6.9069586,0.011455359
158.11893,0.10372251,0.17331111431121826,0.0,1817.4425432971516,6676.808470487595,0.10372251,1,872,564.775,791850,6.8709364,0.011447794
162.6016,0.1257533,0.8301346749067307,0.0,1869.7830768328035,6703.339089155197,0.1257533,1,873,580.8,794556,6.8682666,0.010306945
155.10884,0.1103701,0.8901023119688034,0.0,1771.881532604563,6728.660592556,0.1103701,3,876,553.8,796872,6.9029455,0.009859
156.39876,0.104662284,0.8715816289186478,0.0,1799.7546894776146,6754.83046746254,0.104662284,2,878,559.675,800889,6.864082,0.010774142
154.03441,0.116012916,0.8681632727384567,0.0,1775.2538753805534,6779.074992895126,0.116012916,1,879,553.3,803124,6.8655744,0.010242541
156.87613,0.11308703,0.8972519636154175,0.0,1813.155379774029,6805.71383357048,0.11308703,2,881,564.0,805761,6.8962703,0.010554687
159.41646,0.20551066,0.6771360039710999,0.0,1842.3957960113476,6831.148650169373,0.20551066,1,882,573.2,808452,6.882049,0.009326931
165.29675,0.1080462,0.8477642387151718,0.0,1917.5528361901277,6857.366240739822,0.1080462,2,884,595.525,812055,6.8897624,0.010216424
167.70032,0.11864923,0.8989435210824013,0.0,1946.60910344748,6882.142936229706,0.11864923,1,885,604.625,815040,6.8990703,0.010695659
167.80885,0.10954161,0.9168105274438858,0.0,1940.3444655789274,6908.601699352264,0.10954161,2,887,604.4,817968,6.840512,0.010747527
166.02998,0.11021277,0.7516834139823914,0.0,1919.5455879844903,6933.6294112205505,0.11021277,1,888,598.175,819231,6.8304105,0.0096619185
169.55281,0.14798065,0.7683378607034683,0.0,1964.0110647985725,6960.038726568222,0.14798065,1,889,610.85,821583,6.8490596,0.011407783
170.07617,0.079435945,0.21464163064956665,0.0,1972.2719946478355,6985.012560129166,0.079435945,1,890,612.325,824583,6.8271284,0.010102783
165.85014,0.104709044,0.5375974476337433,0.0,1910.7846574004932,7011.247127056122,0.104709044,3,893,594.2,829530,6.836056,0.010568215
160.43384,0.109609336,0.8733898997306824,0.0,1847.0995261114047,7036.850894451141,0.109609336,2,895,579.275,833055,6.8301306,0.01057252
166.6381,0.0965987,0.5908288061618805,0.0,1925.1273087557408,7063.1130220890045,0.0965987,2,897,597.125,838785,6.8094244,0.009929841
164.56332,0.13094482,0.9062009304761887,0.0,1894.5513897744386,7087.815398693085,0.13094482,1,898,589.5,840153,6.818462,0.01173859
162.82747,0.10660611,0.7568841576576233,0.0,1864.3190406663475,7114.243805170059,0.10660611,4,902,589.075,845532,6.7961,0.01092744
167.22746,0.09503102,0.3946158289909363,0.0,1926.6311431411384,7139.618004560471,0.09503102,1,903,604.85,848532,6.758378,0.009686517
171.11702,0.09225485,0.27637428045272827,0.0,1980.0886703027904,7165.932142972946,0.09225485,1,904,618.35,851532,6.751911,0.010929961
167.62677,0.11167302,0.8146400302648544,0.0,1929.6518090558282,7190.758799791336,0.11167302,1,905,604.2,852834,6.761092,0.009311439
169.08067,0.36156675,0.6960733532905579,0.0,1951.7139912282157,7217.337275505066,0.36156675,1,906,611.9,855615,6.7746587,0.0127322385
172.55247,0.10042122,0.02910315990447998,0.0,2003.2142457581645,7242.320001125336,0.10042122,1,907,627.075,858615,6.763095,0.011296649
177.7707,0.09438953,-0.1541506052017212,0.0,2079.651945698826,7268.796660900116,0.09438953,1,908,648.025,861615,6.7788963,0.010113938
180.16861,0.11273397,0.4973301887512207,0.0,2121.243671461835,7293.791975736618,0.11273397,1,909,660.95,864216,6.7835,0.012816493
178.53563,0.10678933,0.6663399934768677,0.0,2101.254583476249,7319.6912162303925,0.10678933,2,911,658.7,867894,6.77734,0.010897803
171.4403,0.1282616,0.911919005215168,0.0,2024.1061726387313,7344.7828760147095,0.1282616,2,913,631.3,870312,6.7701106,0.010044804
173.71846,0.11126924,0.7718855440616608,0.0,2056.919244703293,7371.330006361008,0.11126924,2,915,641.0,873273,6.7154474,0.012900539
179.32143,0.09586783,-0.04385578632354736,0.0,2130.0319543604055,7396.061429262161,0.09586783,1,916,661.675,876273,6.7519073,0.013043495
179.29688,0.118589036,0.9137924388051033,0.0,2112.5778786838964,7421.97693157196,0.118589036,2,918,654.475,879426,6.744984,0.009894255
178.13608,0.12120723,0.8666239678859711,0.0,2106.7534944508097,7447.59755396843,0.12120723,1,919,652.75,881454,6.7023234,0.011163992
181.09978,0.10126406,0.5070145130157471,0.0,2156.5658617562326,7473.953763484955,0.10126406,1,920,665.975,883920,6.712852,0.010708203
169.22484,0.20649439,0.7879752367734909,0.0,2014.1014658253073,7499.0557470321655,0.20649439,3,923,626.75,886485,6.7089314,0.011595585
167.88924,0.1169912,0.8472861498594284,0.0,1997.8452673270936,7525.159227132797,0.1169912,2,925,621.65,889638,6.732299,0.011409703
167.681,0.12618388,0.9074880108237267,0.0,2002.8264616543734,7550.5603630542755,0.12618388,1,926,620.725,891747,6.7149124,0.010825121
169.59952,0.11564525,0.8343198001384735,0.0,2036.6266218777805,7576.965054988861,0.11564525,2,928,632.45,895125,6.691307,0.012058111
162.68283,0.09565367,0.7341859638690948,0.0,1951.7544646435185,7601.852494478226,0.09565367,3,931,610.95,900897,6.6806564,0.0103655495
164.71413,0.12821451,0.810201570391655,0.0,1977.5947905683329,7627.816641807556,0.12821451,2,933,618.6,903762,6.63218,0.010806189
163.14896,0.110538006,0.8997959271073341,0.0,1966.6391311755178,7652.9810383319855,0.110538006,1,934,614.1,905496,6.6165385,0.010324633
166.5842,0.0944073,0.3885453939437866,0.0,2014.4112997868492,7679.501023054123,0.0944073,1,935,628.675,908496,6.6240544,0.010114069
150.89426,0.1125021,0.8771529868245125,0.0,1803.5232090717313,7704.518871545792,0.1125021,4,939,571.05,911679,6.577438,0.011645442
156.58185,0.11064439,-0.12084305286407471,0.0,1877.6573858562756,7730.47790312767,0.11064439,1,940,589.525,914679,6.5829535,0.01074034
156.16861,0.16450773,0.7331723272800446,0.0,1873.7141050387902,7756.147284030914,0.16450773,2,942,586.8,915948,6.557656,0.011474059
151.21623,0.11579393,0.8882062956690788,0.0,1823.7214489115474,7782.341100931168,0.11579393,3,945,569.725,921201,6.60049,0.010709756
140.58553,0.11797502,0.8580776304006577,0.0,1682.5044266315592,7807.197124958038,0.11797502,3,948,527.9,924963,6.5716968,0.009997087
138.91122,0.16195343,0.8649076521396637,0.0,1658.701864588169,7833.3680720329285,0.16195343,1,949,520.15,926634,6.543033,0.01207353
140.13933,0.113822825,-0.13370192050933838,0.0,1662.0634899954675,7858.093822956085,0.113822825,1,950,520.15,929634,6.5319757,0.01119568
144.90166,0.11288235,0.4911847710609436,0.0,1719.2670432257182,7884.499053955078,0.11288235,1,951,539.5,932634,6.5475245,0.011777076
146.66068,0.09594856,0.5730401873588562,0.0,1743.6272351696948,7909.644325256348,0.09594856,2,953,550.975,936429,6.5789638,0.009867449
149.634,0.13387293,0.6130014359951019,0.0,1775.313685146642,7935.474419593811,0.13387293,1,954,558.25,938148,6.5980306,0.010686491
148.09781,0.13654266,0.7404835224151611,0.0,1747.6593673879609,7960.9510242938995,0.13654266,1,955,551.775,939486,6.586815,0.01176918
147.49133,0.117233746,0.5487004816532135,0.0,1742.7215227820307,7987.325060367584,0.117233746,1,956,551.775,942486,6.5607724,0.01275503
143.99084,0.118673906,0.761396661400795,0.0,1701.249478797415,8012.987204790115,0.118673906,2,958,546.8,945042,6.5615964,0.011020525
146.49313,0.11762957,0.23981642723083496,0.0,1728.9544626798684,8038.889959812164,0.11762957,1,959,554.9,948042,6.5795016,0.010336476
148.52863,0.10126446,0.04093289375305176,0.0,1739.2625008711161,8064.669212579727,0.10126446,1,960,559.35,951042,6.5947275,0.011736404
153.14749,0.10934195,0.597998321056366,0.0,1798.4081731216397,8090.707546234131,0.10934195,2,962,576.55,955272,6.5813675,0.011033108
154.01247,0.103468075,0.5760789811611176,0.0,1814.0895893893867,8119.952408313751,0.103468075,1,963,582.425,956376,6.568787,0.010090442
154.4744,0.08822418,-0.012773871421813965,0.0,1839.7189198791377,8146.20262336731,0.08822418,1,964,589.525,959376,6.580611,0.011507226
152.26546,0.14022548,0.8769010975956917,0.0,1806.53667764568,8176.377301454544,0.14022548,2,966,581.875,961572,6.6311045,0.0101125855
151.30684,0.13656321,0.8470350950956345,0.0,1780.5223516728597,8208.33828997612,0.13656321,2,968,574.65,964083,6.6081433,0.0110002
150.5039,0.094664276,-0.1477067470550537,0.0,1776.924507092504,8241.035748004913,0.094664276,1,969,574.65,967083,6.626263,0.010388525
152.18898,0.1198425,0.5869158208370209,0.0,1792.8118065673982,8272.120490312576,0.1198425,1,970,580.55,968778,6.6334686,0.012306538
149.68517,0.14109387,0.7314979135990143,0.0,1758.9694092577872,8304.931169986725,0.14109387,2,972,571.7,970911,6.634759,0.014721507
149.72867,0.11167751,0.7524814754724503,0.0,1759.0267017167923,8335.76277256012,0.11167751,2,974,573.0,974256,6.6422386,0.011093368
147.78003,0.13431971,0.768922433257103,0.0,1735.937115764043,8369.348134994507,0.13431971,2,976,567.875,977556,6.639945,0.011000851
153.51205,0.1452035,0.8841668590903282,0.0,1798.8970438850022,8401.81505060196,0.1452035,2,978,584.1,980967,6.594331,0.011039692
154.94241,0.12015041,0.6866848766803741,0.0,1819.2524255033393,8432.882801771164,0.12015041,1,979,591.1,982611,6.5715375,0.010799926
152.31009,0.14448878,0.6620104312896729,0.0,1788.1285860207186,8465.940445899963,0.14448878,1,980,582.35,984561,6.5741625,0.010492272
153.1042,0.14527161,0.8070088922977448,0.0,1799.3865222573731,8496.67404460907,0.14527161,1,981,585.95,985407,6.544159,0.011577934
157.54288,0.11737176,0.494947612285614,0.0,1843.7816539078929,8529.68351149559,0.11737176,2,983,599.575,990489,6.5564733,0.011707133
160.05867,0.13618295,0.8396585881710052,0.0,1885.5778457390668,8559.375123739243,0.13618295,1,984,611.35,993489,6.5729938,0.011753818
160.01558,0.121053174,0.8941455408930779,0.0,1878.2843891179964,8588.981776714325,0.121053174,1,985,610.8,994497,6.552959,0.011327605
164.37387,0.115813166,0.7690987586975098,0.0,1930.185557186817,8616.472088813782,0.115813166,2,987,632.775,999309,6.525962,0.011484911
159.28745,0.12595984,0.637924313545227,0.0,1869.0005161820984,8642.557988405228,0.12595984,2,989,616.3,1000590,6.536407,0.010821028
