meankl,TimeElapsed,EpLenMean,entropy,surrgain,EpisodesSoFar,EpTrueRewMean,EpRewMean,EpThisIter,optimgain,entloss,ev_tdlam_before,TimestepsSoFar
0.0138168475,1185.9636843204498,91.1,23.570818,0.33460844,2334,447.29099150486246,81.7281,12,0.33460844,0.0,0.7847808748483658,169952
0.0042100074,1193.081562280655,89.675,23.56624,0.1451801,2346,440.71345191201544,82.01627,12,0.1451801,0.0,0.6966776549816132,170955
0.013952351,1200.1927137374878,89.475,23.565428,0.27262527,2357,442.6174409837511,86.63846,11,0.27262527,0.0,0.7710433155298233,171968
0.0141209345,1207.3155772686005,87.7,23.567362,0.3545978,2368,434.7712531776966,82.54197,11,0.3545978,0.0,0.8220587223768234,172984
0.01435996,1214.7451877593994,91.75,23.56885,0.30671713,2379,456.60083647840503,86.66228,11,0.30671713,0.0,0.8198263645172119,173990
0.0037813187,1222.16153383255,93.4,23.563719,0.14461519,2389,464.5387190915171,87.331276,10,0.14461519,0.0,0.8000607192516327,175006
0.014506748,1229.3588535785675,93.225,23.552734,0.2802747,2401,459.54958970255575,88.84887,12,0.2802747,0.0,0.7928222119808197,176026
0.003895197,1236.7067160606384,89.475,23.55446,0.15248221,2413,437.46650694841594,80.90176,12,0.15248221,0.0,0.788255050778389,177041
0.0038227062,1243.8819835186005,88.45,23.550945,0.13498566,2424,429.1922312781884,78.22853,11,0.13498566,0.0,0.7880762666463852,178017
0.003785657,1251.0266933441162,88.375,23.550276,0.14131704,2435,432.73121399890516,73.940506,11,0.14131704,0.0,0.8404214978218079,179044
0.0040228507,1258.1651375293732,84.675,23.555098,0.13982005,2448,414.95931637058914,64.834,13,0.13982005,0.0,0.8261467814445496,180062
0.014422331,1266.23495554924,87.9,23.549398,0.297489,2459,436.6257012940502,64.78922,11,0.297489,0.0,0.7788126170635223,181033
0.014834313,1273.6044416427612,86.3,23.553778,0.32154924,2469,427.78969058571647,60.02472,10,0.32154924,0.0,0.8047359734773636,181925
0.014251433,1280.7287154197693,87.35,23.555197,0.3161031,2481,431.00968480653256,61.060913,12,0.3161031,0.0,0.8562861233949661,183009
0.014628035,1287.7867822647095,89.5,23.558842,0.28839877,2492,438.90744875581015,60.352985,11,0.28839877,0.0,0.8576546013355255,184042
0.014694025,1294.7495572566986,90.75,23.561102,0.2800058,2503,440.8587165470043,59.094887,11,0.2800058,0.0,0.8435986936092377,185035
0.014970265,1301.8454134464264,88.325,23.561945,0.31562895,2515,433.24130537063564,55.23529,12,0.31562895,0.0,0.8808017298579216,186039
0.014888876,1308.9257667064667,89.675,23.560305,0.31503606,2526,439.6316108124303,54.041847,11,0.31503606,0.0,0.8471536934375763,187068
0.004019501,1316.0082395076752,85.15,23.556076,0.15241069,2539,422.14820768077624,48.43877,13,0.15241069,0.0,0.7802648544311523,188089
0.003770039,1323.6266314983368,84.525,23.557638,0.14975056,2551,421.98047782908463,47.10885,12,0.14975056,0.0,0.8813579007983208,189099
0.00396516,1331.1718327999115,83.55,23.548258,0.14965314,2564,412.0817297438545,46.154247,13,0.14965314,0.0,0.8203371167182922,190212
0.014790301,1338.1597032546997,85.55,23.54175,0.2955419,2575,419.22689603384225,48.736557,11,0.2955419,0.0,0.8561747223138809,191215
0.0039666626,1345.5435218811035,89.975,23.5398,0.14985615,2586,441.26108466697417,50.22116,11,0.14985615,0.0,0.823453277349472,192274
0.0041126083,1352.9432640075684,93.15,23.537107,0.18305004,2597,459.69608016817494,51.999958,11,0.18305004,0.0,0.7878937125205994,193360
0.0041332506,1360.0344343185425,96.575,23.530252,0.14230275,2608,477.1710896897281,50.647083,11,0.14230275,0.0,0.7941725850105286,194413
0.014660284,1368.015126466751,90.15,23.527994,0.26393986,2622,445.0986243499741,46.086678,14,0.26393986,0.0,0.8136423826217651,195490
0.004222322,1375.4616050720215,89.35,23.528875,0.15114935,2633,443.07136642450877,47.362873,11,0.15114935,0.0,0.7891370207071304,196512
0.003922297,1382.5441417694092,89.325,23.528143,0.14366257,2644,438.1259855606844,47.31509,11,0.14366257,0.0,0.8351928740739822,197543
0.014363222,1389.5060675144196,90.25,23.530031,0.37218148,2656,443.5797688608028,50.35554,12,0.37218148,0.0,0.8210669159889221,198631
0.0037830546,1396.6259570121765,92.075,23.531248,0.13785985,2667,455.8589903341705,50.18122,11,0.13785985,0.0,0.8339264392852783,199663
0.0038651065,1403.859447479248,91.35,23.531427,0.16665794,2678,451.5118667229407,50.204308,11,0.16665794,0.0,0.8331960737705231,200687
0.014087004,1410.9240679740906,91.35,23.531317,0.32121482,2689,449.71729220380087,52.10774,11,0.32121482,0.0,0.842376098036766,201653
0.013928818,1418.0459804534912,89.9,23.530437,0.31727424,2701,437.609411021524,52.95174,12,0.31727424,0.0,0.7886892259120941,202696
0.013848941,1425.2049052715302,92.475,23.531977,0.26486304,2711,451.2961499859631,55.52187,10,0.26486304,0.0,0.7989772856235504,203708
