# {"t_start": 1555516704.262739, "env_id": "Walker2d-v2"} 
r,l,t
-4.845126,14,14.054012
-12.094071,24,14.229758
0.560906,33,14.44842
-6.794635,13,14.561705
0.243517,19,14.689492
-2.816568,10,14.767987
-3.891988,14,14.854876
0.673857,12,14.949702
-2.492725,14,15.060415
-6.899722,32,15.322169
5.589436,24,15.492188
0.623828,11,15.584041
7.156833,18,15.687929
-5.207499,20,15.818087
1.64334,11,15.910626
11.661052,20,16.079379
-3.954973,11,16.166251
-3.041145,18,16.292091
-2.979025,13,16.388998
4.664416,16,16.514421
-2.442905,13,16.605926
-4.925064,23,16.777677
3.747796,38,17.027261
-7.246879,23,17.19227
4.370108,14,17.281227
-2.993923,7,17.334285
-0.445221,11,17.426975
3.403947,18,17.555992
-8.510579,25,17.758872
13.74735,32,17.99941
-6.695193,13,18.077195
1.323637,25,18.272808
-6.853264,21,18.42522
1.358654,16,18.533862
-2.79595,13,18.63903
-2.841161,10,18.705515
-2.087634,9,18.789511
0.429694,12,18.864688
-3.527554,8,18.929469
-0.909763,11,19.016351
-5.230033,7,19.066488
2.208244,22,19.221444
-0.40187,23,19.381283
4.069523,38,19.657869
-0.880127,18,19.79206
5.015328,33,20.04128
-8.831783,18,20.181817
10.59835,27,20.37286
-6.646501,20,20.523596
14.724143,23,20.680508
-9.36827,20,20.821167
-0.635041,14,20.922334
4.388258,21,21.050133
-4.770883,10,21.122437
6.972081,32,21.349498
-2.773095,16,22.696899
-0.039406,10,22.77027
-7.063842,21,22.93006
-1.024206,12,23.015536
-2.543128,28,23.202971
-0.336565,15,23.318991
-1.464117,24,23.519586
-1.859974,18,23.641955
-5.183899,18,23.771697
-5.465241,18,23.899468
5.183019,18,24.044551
1.831726,22,24.207367
-0.818847,14,24.316315
-1.238907,10,24.388288
-9.281701,19,24.548184
8.103389,40,24.837862
-5.728625,11,24.931817
-0.912765,15,25.060542
5.527298,22,25.241402
0.352566,17,25.383322
0.759086,25,25.580277
0.454282,13,25.688491
2.417113,13,25.790097
-2.597635,13,25.872837
2.711651,21,26.044161
-8.245744,34,26.282569
-2.904764,15,26.400728
-4.673547,21,26.54683
9.622769,36,26.792623
-2.001202,20,26.941088
-8.005431,23,27.146222
-3.283656,24,27.335325
-5.876481,9,27.413905
-0.34505,23,27.588201
-0.270041,14,27.706312
-1.14694,14,27.815674
-12.072897,17,27.943887
1.086556,20,28.099979
-6.598188,18,28.250021
-1.285629,13,28.344237
-0.057507,13,28.443865
-6.223019,24,28.621469
4.083762,33,28.874207
3.867876,26,29.086978
