EpLenMean,surrgain,TimeElapsed,EpThisIter,meankl,EpTrueRewMean,entropy,ev_tdlam_before,EpRewMean,EpisodesSoFar,entloss,TimestepsSoFar,optimgain
727.9,0.03914485,165.728364944458,1,0.0077121,890.9123560109041,3.9914243,-0.007619976997375488,627.192,157,0.0,119877,0.03914485
748.55,0.036928743,169.9634964466095,1,0.006814662,909.9175305672791,3.9655685,0.00507277250289917,641.43396,158,0.0,122877,0.036928743
757.1,0.040517665,174.19689869880676,1,0.00782818,915.8009160119631,3.9552977,0.05872690677642822,645.9434,159,0.0,124392,0.040517665
776.05,0.031333983,178.40983271598816,1,0.007690716,932.1564995434661,3.9603648,0.016118645668029785,658.01855,160,0.0,127392,0.031333983
815.925,0.033006385,182.73227643966675,2,0.007254672,966.3588655197491,3.9827952,0.006282806396484375,684.2804,162,0.0,133392,0.033006385
834.625,0.038732305,186.93548226356506,1,0.0074172905,982.4774055602262,3.9846172,0.003133058547973633,695.8761,163,0.0,136392,0.038732305
849.1,0.03498271,191.22724199295044,1,0.0069713024,992.6218603286255,3.9733825,0.013926148414611816,702.86194,164,0.0,139392,0.03498271
868.375,0.041238613,195.47354125976562,1,0.0063264156,1009.212301669387,4.001463,0.0783737301826477,715.58093,165,0.0,142392,0.041238613
882.625,0.038934886,199.68512868881226,1,0.008738763,1013.1984005913353,4.010529,-0.028334736824035645,720.59564,166,0.0,145392,0.038934886
902.15,0.042030163,204.0329761505127,1,0.0067051006,1029.5962257146814,4.023535,0.005699217319488525,733.0591,167,0.0,148392,0.042030163
920.2,0.03708327,208.30293369293213,1,0.006835792,1044.7461359168155,4.032591,0.02589625120162964,743.24744,168,0.0,151392,0.03708327
937.325,0.058418497,212.52848410606384,1,0.007076036,1059.3837506368586,4.031097,-0.2571679353713989,753.11285,169,0.0,154392,0.058418497
955.175,0.040582314,216.8485267162323,1,0.0074089407,1075.2865117788426,4.0374427,0.14198541641235352,764.2664,170,0.0,157392,0.040582314
957.925,0.051862463,221.16711568832397,1,0.007664276,1070.761163918246,3.993384,0.05767941474914551,759.4816,171,0.0,160392,0.051862463
957.925,0.033947106,225.4968295097351,1,0.0067518065,1056.402961049322,4.016386,0.021864235401153564,750.88025,172,0.0,163392,0.033947106
957.925,0.0379465,229.83226704597473,1,0.008082354,1049.026412306445,4.0326905,-0.03923678398132324,745.4071,173,0.0,166392,0.0379465
957.925,0.036281906,234.08070826530457,1,0.00680681,1042.0982070021525,4.050993,-0.008618712425231934,739.91815,174,0.0,169392,0.036281906
974.525,0.056757703,238.44081139564514,1,0.0059783123,1056.2735271264548,4.01486,0.02313011884689331,749.7352,175,0.0,172392,0.056757703
974.525,0.041134838,242.74727511405945,1,0.007875002,1050.6966474716123,4.0018063,-0.00324857234954834,745.07697,176,0.0,175392,0.041134838
974.525,0.029359287,247.0445432662964,1,0.007273521,1047.488109783219,4.0245976,-0.0021229982376098633,741.65027,177,0.0,178392,0.029359287
974.525,0.0610869,251.38661909103394,1,0.0076447367,1045.2563762273842,4.0190506,-0.0668954849243164,739.0333,178,0.0,181392,0.0610869
974.525,0.031189794,255.65765118598938,1,0.0074402043,1043.9346256293793,4.0296993,-0.008125662803649902,736.34326,179,0.0,184392,0.031189794
974.525,0.04802545,259.9911675453186,1,0.007678787,1039.4515672102686,3.9966066,0.13245844841003418,733.43274,180,0.0,187392,0.04802545
967.125,0.04912313,264.28053855895996,2,0.006533695,1025.1345356955362,4.0072556,0.24366092681884766,723.4801,182,0.0,191559,0.04912313
967.125,0.03824596,268.547732591629,1,0.007483922,1023.3630525666583,4.0014114,0.006883203983306885,721.8162,183,0.0,194559,0.03824596
967.125,0.056563623,272.78906774520874,1,0.0057574697,1020.6168263756038,3.9732115,0.0373651385307312,719.97406,184,0.0,197559,0.056563623
967.125,0.05254244,277.13499093055725,1,0.0071938206,1018.920673427135,3.958368,-0.004055500030517578,718.3661,185,0.0,200559,0.05254244
967.125,0.031539716,281.4267523288727,1,0.0074364804,1016.9765533965844,4.00036,0.012620091438293457,716.80743,186,0.0,203559,0.031539716
967.125,0.040047638,285.72716188430786,1,0.007900646,1015.2807428308067,4.001436,-0.018198132514953613,715.40845,187,0.0,206559,0.040047638
967.125,0.051384836,290.0590121746063,1,0.0068610413,1013.830395070956,3.9939272,-0.008351564407348633,714.2298,188,0.0,209559,0.051384836
972.35,0.037943956,294.3799946308136,1,0.0072671687,1018.8023499325934,3.9914794,-0.006913185119628906,717.2672,189,0.0,212559,0.037943956
972.35,0.040349245,298.6219313144684,1,0.007963335,1017.8444234995565,4.00219,-0.02031099796295166,716.03253,190,0.0,215559,0.040349245
972.35,0.03581284,302.90986466407776,1,0.008226537,1017.1181933040934,3.968634,-0.005977511405944824,715.4255,191,0.0,218559,0.03581284
972.35,0.0425072,307.21314430236816,1,0.007278217,1015.6409898946592,3.9678025,-0.08791089057922363,714.26685,192,0.0,221559,0.0425072
972.35,0.030506907,311.4433391094208,1,0.008378379,1014.9951788707191,3.9762578,0.0003464818000793457,713.05963,193,0.0,224559,0.030506907
972.35,0.036438722,315.70005798339844,1,0.0071767718,1014.6748490783536,3.9784012,-0.0018900632858276367,711.82367,194,0.0,227559,0.036438722
972.35,0.033126816,320.0369906425476,1,0.008067222,1014.3353405211876,3.9743938,-1.3113021850585938e-05,710.73987,195,0.0,230559,0.033126816
972.35,0.038234964,324.28262090682983,1,0.008148687,1013.2874118731543,3.9711933,0.0005928277969360352,710.0298,196,0.0,233559,0.038234964
972.35,0.03542394,328.4866421222687,1,0.0064405985,1012.4567609574563,3.9706728,-0.0034712553024291992,709.2297,197,0.0,236559,0.03542394
972.35,0.046232205,332.6955018043518,1,0.0078614745,1013.2379707454031,3.9604793,-0.0014251470565795898,708.534,198,0.0,239559,0.046232205
984.725,0.039018217,336.9204306602478,1,0.008952287,1025.910846334245,3.9332645,0.0009197592735290527,718.0031,199,0.0,242559,0.039018217
984.725,0.041073166,341.1466019153595,1,0.008462608,1026.371406572603,3.9124126,-0.004810333251953125,717.96564,200,0.0,245559,0.041073166
984.725,0.049011655,345.3567924499512,1,0.00805038,1026.291356114552,3.9483318,-0.0005123615264892578,717.4238,201,0.0,248559,0.049011655
984.725,0.03331413,349.6052055358887,1,0.008480129,1025.6386737523978,3.9697647,-0.013803601264953613,716.51306,202,0.0,251559,0.03331413
984.725,0.0469089,353.81327748298645,1,0.010831417,1025.0344437775052,3.9734514,-0.00964200496673584,715.7034,203,0.0,254559,0.0469089
982.325,0.054333743,357.9337043762207,2,0.007716298,1021.5254612983408,3.964607,0.09712082147598267,713.6253,205,0.0,260271,0.054333743
966.7,0.04984591,362.01746344566345,2,0.007741819,1006.1378186683584,3.9391193,-0.47277891635894775,702.7765,207,0.0,264396,0.04984591
954.35,0.055576846,366.0623519420624,2,0.009259379,994.2491539426157,3.9430008,0.17186391353607178,694.30804,209,0.0,268914,0.055576846
954.35,0.048708767,370.05537009239197,1,0.00854872,994.7590544197101,3.950897,-0.14305663108825684,694.42413,210,0.0,271914,0.048708767
954.35,0.042571794,374.21061611175537,1,0.0083459765,995.2245952493091,3.945345,-0.0018399953842163086,694.2759,211,0.0,274914,0.042571794
954.35,0.048041962,378.3368089199066,1,0.0076431767,995.1765147687635,3.9793704,-0.07467567920684814,693.86505,212,0.0,277914,0.048041962
954.35,0.050653435,382.3978006839752,1,0.0077856584,995.8366876525637,3.9635692,0.010140836238861084,693.1795,213,0.0,280914,0.050653435
954.35,0.03712953,386.4651622772217,1,0.0072796876,995.4675786535196,3.979957,0.012216687202453613,692.22296,214,0.0,283914,0.03712953
954.35,0.04086691,390.60790634155273,1,0.0077240495,995.1700984307205,3.9797425,-0.05144619941711426,691.523,215,0.0,286914,0.04086691
954.35,0.03894759,394.7674572467804,1,0.0071389936,994.9563018656117,4.0377426,-0.009799480438232422,690.82916,216,0.0,289914,0.03894759
954.35,0.04775045,398.968900680542,1,0.0092636105,994.8196700083497,4.046501,0.08446246385574341,690.4487,217,0.0,292914,0.04775045
954.35,0.037591696,403.18078684806824,2,0.0075982315,994.6602626127345,4.075652,0.016787171363830566,689.38947,219,0.0,298914,0.037591696
954.35,0.04594785,407.3749589920044,1,0.0063900393,994.7506819986316,4.07032,0.14718282222747803,688.9543,220,0.0,301914,0.04594785
954.35,0.043185834,411.4954855442047,1,0.009031917,994.2997763153951,4.089326,-0.015904784202575684,688.2965,221,0.0,304914,0.043185834
969.625,0.035697155,415.7154908180237,1,0.008942301,1010.0360272821761,4.055631,-0.01358175277709961,699.0031,222,0.0,307914,0.035697155
969.625,0.03530795,419.90245938301086,1,0.007811756,1009.6491658851922,4.0448055,0.0001710057258605957,698.3696,223,0.0,310914,0.03530795
969.625,0.038520575,424.1186492443085,1,0.008434885,1010.1033078944317,4.021484,-0.02104032039642334,698.4128,224,0.0,313914,0.038520575
969.625,0.03252593,428.5910120010376,1,0.0073742783,1010.3418097674264,4.0356135,-0.017731070518493652,698.18494,225,0.0,316914,0.03252593
969.625,0.04202356,432.78655982017517,1,0.009080809,1010.5862776032943,4.018517,-0.08463883399963379,697.8858,226,0.0,319914,0.04202356
969.625,0.030088278,437.000860452652,1,0.008048784,1010.6094888614376,4.0818763,-0.009326577186584473,697.8552,227,0.0,322914,0.030088278
969.625,0.07782677,441.30620288848877,1,0.0073337313,1011.5806288559457,4.0672326,-0.26307201385498047,697.8519,228,0.0,325914,0.07782677
969.625,0.033918105,445.61863708496094,1,0.008641826,1011.5658105090821,4.0813537,-0.0017583370208740234,697.63806,229,0.0,328914,0.033918105
969.625,0.045178577,449.8592748641968,1,0.007923945,1011.7434173623981,4.0953984,-0.024971365928649902,697.2056,230,0.0,331914,0.045178577
959.925,0.046918314,454.1052522659302,2,0.0058099506,1001.5956564278591,4.065186,0.19071930646896362,689.8139,232,0.0,336750,0.046918314
954.9,0.05669137,458.421094417572,1,0.006950884,996.9549504550021,4.081632,0.6531950235366821,686.2323,233,0.0,339147,0.05669137
954.9,0.041175388,462.74135637283325,1,0.0082859425,996.9514757383677,4.0763254,-0.10724091529846191,686.139,234,0.0,342147,0.041175388
954.9,0.03602278,466.98307514190674,1,0.0070933793,997.3596684712181,4.031281,-0.005706906318664551,686.1162,235,0.0,345147,0.03602278
954.9,0.033448074,471.17676639556885,1,0.008405058,997.2260341734611,4.039971,0.002833068370819092,685.7782,236,0.0,348147,0.033448074
954.9,0.040355366,475.41772747039795,1,0.009137416,997.0407843160959,4.0527725,0.01101773977279663,685.40753,237,0.0,351147,0.040355366
954.9,0.033664312,479.6543412208557,1,0.007771722,996.3157702237834,4.063567,-0.004351973533630371,684.64166,238,0.0,354147,0.033664312
954.9,0.048078198,483.8750457763672,1,0.008789126,997.6862500653158,4.0374813,-0.007861018180847168,683.9342,239,0.0,357147,0.048078198
954.9,0.066943854,488.05227613449097,1,0.009170685,996.7907902838015,4.0406256,-0.0008834600448608398,683.0757,240,0.0,360147,0.066943854
942.45,0.06527666,492.29679775238037,1,0.008750424,984.9701449400287,4.030847,0.7751850634813309,674.47296,241,0.0,361653,0.06527666
929.825,0.065712735,496.6077239513397,1,0.008429546,972.843316012644,4.018343,0.7140243649482727,665.82495,242,0.0,363138,0.065712735
929.825,0.034450773,500.84976029396057,1,0.009422278,973.7211297719163,3.9937136,-0.06065022945404053,665.7293,243,0.0,366138,0.034450773
929.825,0.041590855,505.1097848415375,1,0.008409753,973.3968701214005,3.985664,-0.007962942123413086,664.7956,244,0.0,369138,0.041590855
932.225,0.048487745,509.3412022590637,1,0.008557908,977.1783573671055,4.001276,-0.004131793975830078,666.0926,245,0.0,372138,0.048487745
932.225,0.0351403,513.6043646335602,1,0.007290134,978.3296059432112,4.01239,-0.027564167976379395,665.66504,246,0.0,375138,0.0351403
947.85,0.05009697,517.838140964508,1,0.008169196,994.8356770104932,4.011015,0.001494765281677246,676.1955,247,0.0,378138,0.05009697
947.85,0.045544546,522.1079521179199,1,0.008774549,994.6982804349076,4.0187373,-0.20982754230499268,675.51105,248,0.0,381138,0.045544546
960.2,0.052259102,526.5084757804871,1,0.008190179,1006.8335115156409,4.0166397,-0.07454335689544678,683.22253,249,0.0,384138,0.052259102
960.2,0.03506426,530.8031527996063,1,0.008274436,1006.2978258549734,4.0166936,-0.001035451889038086,682.2692,250,0.0,387138,0.03506426
960.2,0.04694099,535.1113576889038,1,0.0076036435,1006.2431304480208,4.0518517,0.0018081068992614746,681.76416,251,0.0,390138,0.04694099
960.2,0.036900204,539.3619132041931,1,0.00776135,1005.9923015240804,4.0498333,0.13080984354019165,681.40497,252,0.0,393138,0.036900204
960.2,0.043715086,543.6508383750916,1,0.0071101645,1005.5312892994592,4.0541444,0.0009832978248596191,681.6105,253,0.0,396138,0.043715086
960.2,0.034362976,547.9805834293365,1,0.008183442,1005.4924636393513,4.0649476,-0.000580906867980957,681.8446,254,0.0,399138,0.034362976
960.2,0.0363512,552.2582066059113,1,0.00839801,1005.1757862362568,4.066895,-0.06470668315887451,681.83466,255,0.0,402138,0.0363512
960.2,0.038073454,556.5264544487,2,0.007418194,1005.6713725293514,4.080896,0.0019167661666870117,682.52734,257,0.0,408138,0.038073454
960.2,0.041141476,560.7863829135895,1,0.008335223,1005.6873186543937,4.05841,-0.0050830841064453125,682.58496,258,0.0,411138,0.041141476
960.2,0.043918874,565.0332822799683,1,0.008507869,1005.84167784025,4.061638,-0.00706791877746582,683.283,259,0.0,414138,0.043918874
955.075,0.049368978,569.3019037246704,1,0.0070679397,1001.1284023043979,4.073174,0.01963597536087036,679.8356,260,0.0,416523,0.049368978
940.9,0.049153782,573.520889043808,2,0.008448489,987.2474631830455,4.0472116,0.014783799648284912,669.9867,262,0.0,420822,0.049153782
940.9,0.035874866,577.8175890445709,1,0.008707091,986.9363951571698,4.0247197,-0.005823493003845215,669.9397,263,0.0,423822,0.035874866
940.9,0.0371022,582.1089928150177,1,0.008959461,986.7143176543137,4.0232162,0.0051909685134887695,669.50037,264,0.0,426822,0.0371022
940.9,0.051039726,586.3964438438416,1,0.008012515,986.6976158470197,4.021269,0.006319224834442139,669.5454,265,0.0,429822,0.051039726
940.9,0.043245118,590.6296501159668,1,0.0075526806,986.2731265721984,4.029846,-0.00439143180847168,669.4679,266,0.0,432822,0.043245118
940.9,0.038665872,594.9278120994568,1,0.0085047595,986.1462422169216,4.059206,0.010905146598815918,669.33386,267,0.0,435822,0.038665872
940.9,0.043554813,599.2334878444672,1,0.0087181665,985.6437258444097,4.088233,0.19922053813934326,669.5836,268,0.0,438822,0.043554813
940.9,0.043505043,603.5527272224426,1,0.008130938,985.1203298640578,4.0779657,0.03390389680862427,669.3589,269,0.0,441822,0.043505043
940.9,0.048909977,607.8722250461578,1,0.010481773,984.689176286049,4.068269,-0.05209624767303467,669.43365,270,0.0,444822,0.048909977
950.6,0.04936682,612.1703560352325,1,0.006726748,993.9388571601137,4.0551076,-0.0012482404708862305,676.1388,271,0.0,447822,0.04936682
950.6,0.038574353,616.5200462341309,1,0.008385975,993.3252952832288,4.046594,-0.004388093948364258,675.36554,272,0.0,450822,0.038574353
955.625,0.041920148,620.8414623737335,1,0.008143771,997.3175730971222,4.0183735,-0.001336812973022461,678.5578,273,0.0,453822,0.041920148
955.625,0.044887148,625.0992205142975,1,0.008335561,996.708305133741,4.054626,-0.003764510154724121,678.3683,274,0.0,456822,0.044887148
955.625,0.052226238,629.4202876091003,1,0.007829428,996.1245484072512,4.046204,-0.0038955211639404297,678.0901,275,0.0,459822,0.052226238
955.625,0.052530937,633.7086927890778,1,0.007858676,995.0192389736239,4.052612,0.057882487773895264,677.7323,276,0.0,462822,0.052530937
955.625,0.054194357,637.9523696899414,1,0.008248735,994.2902239073868,4.055908,0.016783833503723145,677.5835,277,0.0,465822,0.054194357
955.625,0.04629197,642.2268333435059,1,0.0074637,993.6806669566768,4.0456843,-0.013623833656311035,677.6088,278,0.0,468822,0.04629197
955.625,0.054072484,646.563390493393,1,0.00916131,991.524330843341,4.051384,0.04235720634460449,676.96985,279,0.0,471822,0.054072484
955.625,0.04113078,650.8419239521027,1,0.009277839,990.7503265978754,4.054161,-0.004382967948913574,676.67456,280,0.0,474822,0.04113078
968.075,0.04970263,655.0788404941559,1,0.008156006,1001.8616904515009,4.064398,-0.0001842975616455078,684.8918,281,0.0,477822,0.04970263
980.7,0.035850007,659.3937940597534,1,0.009681617,1013.4364679354825,4.049227,-0.010439395904541016,693.36414,282,0.0,480822,0.035850007
976.375,0.049875014,663.7388379573822,1,0.006575814,1007.638069380681,4.051514,0.056169331073760986,690.2292,283,0.0,483303,0.049875014
976.375,0.036047917,668.0559723377228,1,0.008463758,1007.0185593590489,4.0410695,-0.03180086612701416,690.3127,284,0.0,486303,0.036047917
976.375,0.03043943,672.3959345817566,1,0.007964073,1005.2789959132297,4.0724483,0.0036009550094604492,689.8662,285,0.0,489303,0.03043943
976.375,0.039803673,676.7304859161377,1,0.008087261,1003.8406615158634,4.0939016,-0.055425047874450684,689.55945,286,0.0,492303,0.039803673
976.375,0.054100554,681.0831100940704,1,0.007831939,1001.9814259835151,4.0999427,0.01259392499923706,689.2095,287,0.0,495303,0.054100554
976.375,0.05288133,685.3627219200134,1,0.008303752,1000.8023975001585,4.0844746,-0.028026938438415527,689.21436,288,0.0,498303,0.05288133
976.375,0.04081419,689.6566307544708,1,0.007851515,1000.5273928938966,4.0758286,0.00043147802352905273,689.28186,289,0.0,501303,0.04081419
976.375,0.036657237,693.9622142314911,1,0.008233059,1000.1255290300193,4.0555663,-0.0002943277359008789,689.4826,290,0.0,504303,0.036657237
976.375,0.04730864,698.3068277835846,1,0.009402109,999.3138665397721,4.0707417,-0.008613824844360352,689.4835,291,0.0,507303,0.04730864
976.375,0.044525098,702.6261885166168,2,0.008503281,998.5266997515753,4.06894,-0.0007658004760742188,689.57434,293,0.0,513303,0.044525098
976.375,0.03680515,706.9135348796844,1,0.0088303685,997.806758722935,4.09213,0.00040858983993530273,689.4538,294,0.0,516303,0.03680515
976.375,0.03645999,711.221848487854,1,0.009694707,997.6200592191723,4.0870976,-0.044814229011535645,689.5161,295,0.0,519303,0.03645999
976.375,0.04401362,715.6090466976166,1,0.008326025,996.8522740915294,4.0857525,0.014938652515411377,689.1156,296,0.0,522303,0.04401362
976.375,0.048710145,719.9558668136597,1,0.008136368,996.0271698398367,4.068321,-0.11232054233551025,688.8148,297,0.0,525303,0.048710145
976.375,0.04099761,724.2475764751434,1,0.009685717,995.1707566760972,4.062469,0.030653655529022217,688.71155,298,0.0,528303,0.04099761
976.375,0.05999849,728.5337631702423,1,0.007913274,994.6979370739178,4.066865,0.003715693950653076,687.8752,299,0.0,531303,0.05999849
974.425,0.028995084,732.8411982059479,1,0.008477323,991.3747125520297,4.0000243,0.07631301879882812,686.31903,300,0.0,533454,0.028995084
974.425,0.053170063,737.1612749099731,1,0.0072431616,991.3431112441067,3.9816966,-0.004124999046325684,686.51654,301,0.0,536454,0.053170063
988.6,0.03890762,741.3975069522858,1,0.008520772,1004.7481734580851,4.006807,0.18810361623764038,696.6483,302,0.0,539454,0.03890762
988.6,0.042793423,745.7507483959198,2,0.007679903,1004.4640159112554,3.9980183,-0.00959622859954834,696.2743,304,0.0,545454,0.042793423
988.6,0.057602845,750.1410038471222,1,0.011015179,1003.9222766836172,3.9783077,9.584426879882812e-05,695.9806,305,0.0,548454,0.057602845
988.6,0.040414896,754.5018889904022,1,0.008840788,1003.6641673701973,3.9587383,-0.005606412887573242,695.8704,306,0.0,551454,0.040414896
988.6,0.042741306,758.8783807754517,1,0.009268098,1003.8191239512817,3.961859,0.01758354902267456,695.6631,307,0.0,554454,0.042741306
988.6,0.038904265,763.2339775562286,1,0.009508457,1003.3860323269739,3.963861,0.04170584678649902,694.7755,308,0.0,557454,0.038904265
988.6,0.039211333,767.5511577129364,1,0.008870036,1003.0511989860724,3.9603639,0.004404246807098389,694.49677,309,0.0,560454,0.039211333
988.6,0.05277525,771.9181768894196,1,0.008043613,1002.8296073515603,3.9539735,-0.03810572624206543,694.3512,310,0.0,563454,0.05277525
988.6,0.04049833,776.2488303184509,1,0.00806384,1003.076654103502,3.9709105,-0.003347039222717285,694.387,311,0.0,566454,0.04049833
988.6,0.04167467,780.538092136383,1,0.008100459,1003.2803103490475,4.020561,-0.000209808349609375,694.53107,312,0.0,569454,0.04167467
988.6,0.041744456,784.9244606494904,1,0.009848316,1003.5020578903626,4.0033894,-0.0022889375686645508,694.3348,313,0.0,572454,0.041744456
988.6,0.05234682,789.3092505931854,1,0.009264491,1003.7417812587285,4.022041,-0.000729680061340332,694.4149,314,0.0,575454,0.05234682
988.6,0.05097173,793.5904247760773,1,0.0077360934,1002.7449466644475,4.0207844,0.6289744079113007,694.29333,315,0.0,578454,0.05097173
988.6,0.035317525,797.9433925151825,1,0.008579636,1002.9879530442322,4.0336895,-0.07858788967132568,694.2484,316,0.0,581454,0.035317525
988.6,0.04380362,802.2154922485352,1,0.008666394,1003.0575998247868,4.029718,-0.0022940635681152344,694.42633,317,0.0,584454,0.04380362
988.6,0.04628046,806.5780520439148,1,0.010273514,1003.8151145712778,4.0384836,-0.0016710758209228516,695.0493,318,0.0,587454,0.04628046
988.6,0.047437977,810.7923667430878,1,0.008280549,1003.9070398998132,4.0383606,-9.334087371826172e-05,695.0107,319,0.0,590454,0.047437977
988.6,0.043786295,815.1045694351196,1,0.008349018,1004.0942114713522,4.0510497,2.5033950805664062e-06,695.4158,320,0.0,593454,0.043786295
988.6,0.036344513,819.3855299949646,1,0.008615797,1004.0598423835066,4.0499873,-0.015683770179748535,695.3593,321,0.0,596454,0.036344513
988.6,0.057576478,823.6778542995453,1,0.007863954,1004.7556540421505,4.0394616,-8.106231689453125e-06,695.63934,322,0.0,599454,0.057576478
992.925,0.038541343,827.9693684577942,1,0.00750655,1009.6464502733519,4.0168223,-0.00021123886108398438,698.8623,323,0.0,602454,0.038541343
992.925,0.042679474,832.3932483196259,1,0.009384282,1010.1243986438237,4.0174565,-0.00047016143798828125,698.966,324,0.0,605454,0.042679474
980.925,0.050388902,836.6651937961578,2,0.0074903425,998.4206025624032,4.0261,0.05954098701477051,690.1435,326,0.0,610014,0.050388902
980.925,0.052026685,841.0545144081116,1,0.00865218,998.7273322068326,4.031578,-0.0020940303802490234,690.20215,327,0.0,613014,0.052026685
