EpLenMean,entloss,EpTrueRewMean,meankl,EpRewMean,surrgain,EpThisIter,TimestepsSoFar,ev_tdlam_before,entropy,optimgain,EpisodesSoFar,TimeElapsed
423.95,0.0,976.8800272341389,0.00863038,282.54364,0.12186414,2,342618,0.8631983697414398,7.3861732,0.12186414,444,498.52787494659424
432.05,0.0,1000.4620767655135,0.008357606,291.06192,0.11698178,2,345546,0.8432964086532593,7.375228,0.11698178,446,502.9242191314697
438.25,0.0,1022.3205472839018,0.008526389,297.6329,0.101425484,2,348321,0.9024494588375092,7.36108,0.101425484,448,507.3450722694397
428.025,0.0,998.7694188151202,0.008322848,293.16006,0.10783446,3,351240,0.9320840388536453,7.346362,0.10783446,451,511.7586407661438
415.525,0.0,964.6262494043043,0.009632366,285.34845,0.15409455,2,353142,0.8845784962177277,7.351319,0.15409455,453,516.2618656158447
395.25,0.0,913.5853874603775,0.009311745,273.5647,0.0964525,3,356130,0.9040805026888847,7.353337,0.0964525,456,520.6854703426361
389.0,0.0,919.0311943881021,0.008511512,276.5897,0.10920903,3,358773,0.8920598402619362,7.352601,0.10920903,459,525.1632471084595
374.05,0.0,881.1511030423122,0.008253759,268.81415,0.10865381,3,361680,0.8114450722932816,7.349596,0.10865381,462,529.5942499637604
371.325,0.0,873.9636169375681,0.008856306,268.94318,0.10107379,3,365841,0.8992148637771606,7.338563,0.10107379,465,534.029045343399
368.075,0.0,871.4889625238918,0.008356575,267.62323,0.11012589,2,368109,0.9209596440196037,7.342635,0.11012589,467,538.4223687648773
360.575,0.0,849.7210712271732,0.009109441,259.96362,0.10585581,3,371253,0.8648403733968735,7.3374596,0.10585581,470,542.7939269542694
366.85,0.0,864.2872414918007,0.008445304,261.5973,0.10380444,3,374334,0.8734643012285233,7.3431354,0.10380444,473,547.2333147525787
367.625,0.0,874.2595378270398,0.008111775,261.74268,0.10043358,3,377607,0.8979169204831123,7.3382564,0.10043358,476,551.6375834941864
371.525,0.0,882.0584264505908,0.008681848,262.56754,0.09972968,3,380739,0.89596077054739,7.3122106,0.09972968,479,556.0132369995117
365.025,0.0,871.876075457214,0.007814083,258.10605,0.08965569,3,384000,0.9042997434735298,7.2985196,0.08965569,482,560.4399561882019
355.85,0.0,857.5305697959875,0.008416523,251.82224,0.10637362,3,387147,0.89714465290308,7.2828336,0.10637362,485,564.8078126907349
362.35,0.0,858.4846037175403,0.009610003,251.2858,0.10546636,2,389940,0.8310690075159073,7.279664,0.10546636,487,569.203670501709
364.925,0.0,885.1708672268138,0.009357521,257.76868,0.116746955,3,393960,0.9372979253530502,7.284102,0.116746955,490,573.5694727897644
360.1,0.0,874.2605410539434,0.009345403,253.51816,0.1186934,3,396354,0.8586324453353882,7.2663007,0.1186934,493,577.9909653663635
365.05,0.0,893.1138200216353,0.008981575,254.38855,0.10696819,3,399936,0.9472730681300163,7.259814,0.10696819,496,582.3454647064209
371.95,0.0,916.3858904140773,0.008629813,260.26294,0.10527144,2,402459,0.8850134536623955,7.244398,0.10527144,498,586.718697309494
392.325,0.0,982.9376226330353,0.011001101,275.36566,0.11507812,2,406908,0.956084631383419,7.272904,0.11507812,500,591.0366892814636
408.6,0.0,1020.196218117599,0.0087204985,284.07196,0.12121245,2,410712,0.893724337220192,7.2405386,0.12121245,502,595.3523633480072
418.6,0.0,1059.208425905344,0.008380377,289.36343,0.08169061,3,416073,0.7440837025642395,7.2586503,0.08169061,505,599.7202062606812
420.65,0.0,1067.9328958864212,0.010232115,291.4503,0.10409621,3,419613,0.8415604084730148,7.2750254,0.10409621,508,604.1618630886078
420.725,0.0,1067.597179865473,0.008422011,291.5479,0.09524175,3,422796,0.8970959037542343,7.267455,0.09524175,511,608.6330370903015
418.1,0.0,1055.7711369717742,0.008735806,287.84128,0.12606406,4,426591,0.8003513813018799,7.268554,0.12606406,515,613.0747032165527
417.1,0.0,1053.0704283354498,0.008239502,287.01077,0.10071926,2,428667,0.8557480126619339,7.262696,0.10071926,517,617.5027811527252
421.15,0.0,1063.1616237728997,0.009086987,287.4087,0.10929819,3,432444,0.9241625145077705,7.260925,0.10929819,520,621.9262855052948
439.1,0.0,1104.7421516864129,0.009222034,299.14294,0.10783066,2,436692,0.9181965887546539,7.2529306,0.10783066,522,626.3633444309235
450.7,0.0,1132.6374181389015,0.009234734,305.6198,0.114589736,2,440373,0.9174989312887192,7.2545133,0.114589736,524,630.7864952087402
455.375,0.0,1150.818904558459,0.009521689,310.76074,0.122702256,2,443565,0.9382557719945908,7.235827,0.122702256,526,635.1727731227875
450.2,0.0,1147.006771757017,0.009037739,309.2811,0.11604567,2,445995,0.9232108443975449,7.2135177,0.11604567,528,639.5394275188446
448.175,0.0,1139.5009270383775,0.009160703,307.0563,0.09641437,2,447741,0.9128198996186256,7.180301,0.09641437,530,643.9329071044922
460.475,0.0,1173.3632211551662,0.010370137,315.95465,0.116350845,2,450867,0.9175681546330452,7.1884146,0.116350845,532,648.3743414878845
453.2,0.0,1154.307815927173,0.008934935,311.91516,0.097516984,4,454320,0.8805020302534103,7.1763926,0.097516984,536,652.8383538722992
448.325,0.0,1145.4123179560133,0.009132126,308.49042,0.10424903,2,456258,0.9526472687721252,7.1674943,0.10424903,538,657.264773607254
423.25,0.0,1086.9143694017357,0.008360134,291.5735,0.11713062,3,460080,0.8818393722176552,7.1720014,0.11713062,541,661.6360290050507
404.075,0.0,1044.626470757923,0.009537367,282.87875,0.15455584,2,462201,0.8605350852012634,7.163875,0.15455584,543,666.042484998703
402.525,0.0,1051.690635951984,0.009295751,284.25412,0.113405034,3,465588,0.945179145783186,7.1576676,0.113405034,546,670.4827039241791
413.425,0.0,1085.2938866361142,0.009791185,289.9566,0.121605,2,469224,0.9527308605611324,7.16925,0.121605,548,674.9179549217224
418.0,0.0,1097.7428249208642,0.008885188,292.187,0.11441312,2,472350,0.9120028242468834,7.1536417,0.11441312,550,679.319183588028
429.725,0.0,1138.694144186285,0.008220999,302.18887,0.10763553,2,475476,0.9709134567528963,7.1403184,0.10763553,552,683.6862576007843
443.55,0.0,1195.8104695830166,0.009207453,315.56067,0.115384564,2,478854,0.9598757363855839,7.1288314,0.115384564,554,688.132178068161
440.575,0.0,1196.2472441440457,0.009502294,315.86676,0.102240235,3,481536,0.9358599931001663,7.117631,0.102240235,557,692.4795050621033
435.2,0.0,1175.8050573001005,0.009207057,312.5087,0.108162925,2,483954,0.9063755795359612,7.1230636,0.108162925,559,696.8862524032593
442.925,0.0,1200.5857392706578,0.0106101,318.17633,0.17650026,1,485595,0.8901661485433578,7.092634,0.17650026,560,701.2521796226501
416.025,0.0,1153.2757933424305,0.009412251,305.21014,0.10176633,3,489372,0.9599150456488132,7.075575,0.10176633,563,705.613205909729
423.925,0.0,1180.283636227412,0.008986881,310.86145,0.13427131,1,491244,0.8754967451095581,7.054562,0.13427131,564,710.0142085552216
423.25,0.0,1184.1334459434177,0.009130328,311.9645,0.21470514,2,494355,0.8992580994963646,7.0602555,0.21470514,566,714.4509027004242
428.025,0.0,1206.3290496270233,0.008973941,317.10352,0.12690791,1,496296,0.9322283193469048,7.0503497,0.12690791,567,718.8139638900757
441.85,0.0,1256.8052647261843,0.010749347,330.37195,0.109298676,3,500763,0.8983403891324997,7.046648,0.109298676,570,723.1983256340027
448.125,0.0,1286.2906418287462,0.009984749,337.40216,0.12048989,2,504642,0.9702863395214081,7.0149536,0.12048989,572,727.5523452758789
451.575,0.0,1283.0530182819796,0.009198705,337.19424,0.0919283,2,506937,0.9095921665430069,7.0169816,0.0919283,574,731.9505159854889
463.65,0.0,1335.0083065079002,0.008891471,349.8934,0.1032657,2,509958,0.9573502950370312,7.0036006,0.1032657,576,736.2830953598022
465.775,0.0,1339.7238285511703,0.011321234,352.0846,0.1641991,1,511068,0.9162861108779907,6.9741344,0.1641991,577,740.630558013916
481.75,0.0,1389.4855587953286,0.00960498,362.69946,0.07060187,1,514068,0.18514174222946167,6.967516,0.07060187,578,745.0948204994202
483.15,0.0,1390.351621916338,0.008756781,364.2527,0.13670594,1,515763,0.9308022633194923,6.968156,0.13670594,579,749.5367987155914
486.0,0.0,1398.4357811728694,0.008945607,367.0428,0.1444273,2,518400,0.8538090735673904,6.982304,0.1444273,581,753.9531645774841
489.95,0.0,1410.1849764119572,0.0097498745,371.829,0.12867156,2,520995,0.9312939941883087,6.9700456,0.12867156,583,758.3886301517487
492.525,0.0,1414.974130521286,0.009512356,374.16934,0.117807366,2,523668,0.9222406446933746,6.9916387,0.117807366,585,762.7707498073578
495.1,0.0,1419.1194320053462,0.008882785,376.08072,0.105359,1,525000,0.8967077285051346,6.9408584,0.105359,586,767.1626386642456
496.65,0.0,1411.3217328507512,0.008982331,376.4292,0.101604775,2,528822,0.932149663567543,6.9329395,0.101604775,588,771.5670442581177
502.95,0.0,1425.7841117262071,0.009365685,380.63486,0.12280294,2,532704,0.9463673308491707,6.9211864,0.12280294,590,775.9479334354401
497.2,0.0,1415.577051095584,0.009178771,378.30682,0.10535687,2,535140,0.85410575568676,6.9370685,0.10535687,592,780.3609325885773
487.075,0.0,1384.7775562483125,0.009633531,373.38843,0.12275862,2,537303,0.9140753969550133,6.8979454,0.12275862,594,784.7287883758545
495.875,0.0,1410.5104156338425,0.008831351,379.43143,0.11515969,2,540216,0.8911929205060005,6.9113903,0.11515969,596,789.1151669025421
504.375,0.0,1438.5987086282528,0.009089969,385.3378,0.11213502,2,543381,0.8752889409661293,6.9178634,0.11213502,598,793.4940943717957
520.225,0.0,1486.707729363471,0.009042851,395.26846,0.06909186,1,546381,0.20892566442489624,6.929195,0.06909186,599,797.9747059345245
523.625,0.0,1482.5765646733569,0.0095275,395.815,0.11559056,2,549330,0.9417222924530506,6.9116035,0.11559056,601,802.3757200241089
525.375,0.0,1486.4498164424454,0.009060442,397.22626,0.13122024,1,550926,0.9542129263281822,6.9230304,0.13122024,602,806.8105928897858
520.6,0.0,1468.4474131580685,0.010160458,395.20825,0.10735294,2,553716,0.9681412167847157,6.913588,0.10735294,604,811.2143909931183
518.55,0.0,1457.162787211412,0.010462057,392.69086,0.111061,1,554889,0.9620459340512753,6.9244375,0.111061,605,815.586181640625
520.575,0.0,1468.045305547562,0.008987941,396.517,0.12122739,1,556824,0.9436343796551228,6.931393,0.12122739,606,820.0134680271149
513.275,0.0,1438.0070191158356,0.009754993,387.23688,0.11043653,2,560865,0.9443287923932076,6.928755,0.11043653,608,824.433388710022
530.275,0.0,1483.7172320741129,0.011295531,397.8783,0.4838851,2,564396,0.8954506516456604,6.8953843,0.4838851,610,828.8545787334442
530.1,0.0,1461.0356532113287,0.010380983,391.8612,0.10411857,3,568935,0.9203028157353401,6.8887773,0.10411857,613,833.2887980937958
539.425,0.0,1497.7005823793322,0.010334348,399.15576,0.095792904,3,574689,0.6783795356750488,6.891402,0.095792904,616,837.7026691436768
542.175,0.0,1507.3979524088056,0.0099339215,401.392,0.124361604,1,576129,0.9332456737756729,6.8872676,0.124361604,617,842.1155443191528
528.225,0.0,1450.2078046866961,0.01002276,389.2005,0.112447634,3,580353,0.8798991963267326,6.8334794,0.112447634,620,846.5089337825775
529.85,0.0,1445.818623012699,0.009648946,387.9588,0.10617356,2,582693,0.9072259813547134,6.8560786,0.10617356,622,850.8991513252258
525.175,0.0,1424.0504714277054,0.009934398,382.0556,0.1035918,2,584955,0.891241118311882,6.8119555,0.1035918,624,855.3398098945618
531.075,0.0,1436.654911708493,0.010874514,384.4372,0.12031509,1,587397,0.9377420842647552,6.7940207,0.12031509,625,859.6887125968933
529.95,0.0,1439.1664612305044,0.009089579,384.6378,0.09998634,2,590661,0.9677086062729359,6.752807,0.09998634,627,864.0051712989807
520.875,0.0,1421.6376794008672,0.01049046,380.2491,0.12882793,2,593202,0.9287405759096146,6.7518477,0.12882793,629,868.3779602050781
