EpLenMean,entloss,EpTrueRewMean,meankl,EpRewMean,surrgain,EpThisIter,TimestepsSoFar,ev_tdlam_before,entropy,optimgain,EpisodesSoFar,TimeElapsed
520.425,0.0,1434.8535650516567,0.00879213,383.37448,0.09450293,1,595155,0.9796374663710594,6.6653404,0.09450293,630,872.8007524013519
539.9,0.0,1502.6149226463044,0.009605294,400.0449,0.13047783,1,598068,0.8880184963345528,6.6733966,0.13047783,631,877.1892693042755
540.725,0.0,1503.5682936811597,0.009596886,399.0761,0.13612646,1,600027,0.9178356528282166,6.626835,0.13612646,632,881.5861082077026
542.8,0.0,1513.0346130058322,0.009931871,400.4629,0.09741077,1,601443,0.8624484539031982,6.6423335,0.09741077,633,886.2428648471832
551.55,0.0,1541.0626228277786,0.010329191,405.25497,0.12903538,1,603489,0.8286328166723251,6.6223927,0.12903538,634,890.7230546474457
548.525,0.0,1529.4915476173685,0.010332216,402.5079,0.10995663,2,606039,0.8829227238893509,6.628967,0.10995663,636,895.149181842804
551.875,0.0,1539.528064169985,0.009721233,404.2874,0.09963316,1,608187,0.7390074133872986,6.631105,0.09963316,637,899.5984084606171
537.55,0.0,1504.8553099836317,0.012113467,396.17578,0.24134973,2,610887,0.7817325592041016,6.649967,0.24134973,639,903.996209859848
550.55,0.0,1550.954617708499,0.012886049,406.2867,0.09929778,1,613887,0.5708436965942383,6.673833,0.09929778,640,908.4227042198181
547.65,0.0,1548.3078752403173,0.010174551,404.35767,0.117102616,2,616644,0.9243017733097076,6.6662745,0.117102616,642,912.8610582351685
556.5,0.0,1584.259971647028,0.008999349,412.725,0.120844714,1,619116,0.7340397834777832,6.6248317,0.120844714,643,917.2908141613007
570.0,0.0,1627.4218914833757,0.009228261,421.51254,0.082652435,1,622116,0.1362438201904297,6.604558,0.082652435,644,921.78857588768
577.775,0.0,1656.0786733894936,0.009980129,426.32608,0.09403717,1,624222,0.912346214056015,6.5189643,0.09403717,645,926.2290017604828
591.35,0.0,1698.2051553368335,0.011214428,434.14166,0.1358558,2,629247,0.5909479260444641,6.5089126,0.1358558,647,930.6467061042786
593.15,0.0,1712.3763483845185,0.009852194,439.12128,0.11531953,2,632772,0.9077192172408104,6.520368,0.11531953,649,935.0580942630768
594.8,0.0,1722.306167738422,0.010352381,439.8432,0.0929648,1,635772,-0.06195080280303955,6.4727163,0.0929648,650,939.4845645427704
590.25,0.0,1715.801602316204,0.010677004,438.5495,0.104489475,1,637533,0.8586655110120773,6.4747353,0.104489475,651,943.9411308765411
607.075,0.0,1777.7687926335682,0.010305631,452.28973,0.19340637,1,640353,0.8270854651927948,6.485351,0.19340637,652,948.3606703281403
611.9,0.0,1800.8134081371804,0.010877971,457.60382,0.10203196,1,642363,0.9245002567768097,6.4948115,0.10203196,653,952.7920143604279
591.425,0.0,1728.8863942783005,0.010760929,442.4164,0.10740079,3,645660,0.896233320236206,6.441116,0.10740079,656,957.2610394954681
604.425,0.0,1771.906746095244,0.010138266,450.1351,0.089340016,1,648660,0.1367233395576477,6.4335365,0.089340016,657,961.7119262218475
596.6,0.0,1744.893634434052,0.0109255705,443.38544,0.08969959,1,649401,0.6234564483165741,6.4090614,0.08969959,658,966.1142029762268
615.375,0.0,1827.6406521922138,0.011334442,459.37744,0.10113536,2,654198,0.9476440288126469,6.367305,0.10113536,660,970.5879695415497
612.95,0.0,1826.8118238159282,0.010321841,458.3483,0.10845115,3,657750,0.8943868279457092,6.362042,0.10845115,663,975.0521030426025
622.875,0.0,1865.5090645034834,0.009614019,466.37003,0.08855657,1,659700,0.9441872537136078,6.260503,0.08855657,664,979.5348207950592
627.525,0.0,1885.560076564586,0.009256309,468.98218,0.09856032,1,662700,0.7087291181087494,6.2781563,0.09856032,665,984.002846956253
638.3,0.0,1918.7361780524614,0.010185285,474.36996,0.07292151,2,667257,0.6721540093421936,6.259933,0.07292151,667,988.4611382484436
644.1,0.0,1944.662936342712,0.009833169,479.7601,0.11508736,2,670494,0.856471985578537,6.27185,0.11508736,669,992.8939714431763
643.85,0.0,1949.5724743816922,0.009918601,480.50568,0.105187505,1,672417,0.8489639759063721,6.2734566,0.105187505,670,997.3270196914673
633.625,0.0,1913.0698478943934,0.010258542,469.19556,0.08004072,2,676062,0.47550469636917114,6.2890444,0.08004072,672,1001.7491102218628
638.575,0.0,1921.49928439075,0.009193466,469.75528,0.073208615,2,680118,0.6353358626365662,6.2829638,0.073208615,674,1006.2360310554504
653.0,0.0,1975.7915386251982,0.008975184,480.78705,0.09199369,1,682923,0.9128480553627014,6.3019567,0.09199369,675,1010.6830093860626
652.275,0.0,1963.959858020252,0.011947621,476.93076,0.111718185,3,687834,0.7533546537160873,6.2617607,0.111718185,678,1015.1177911758423
655.525,0.0,1981.6709359784968,0.009441527,481.65097,0.12971514,1,689550,0.8974446281790733,6.2259474,0.12971514,679,1019.5830488204956
655.525,0.0,1983.0083444877735,0.0103597175,481.1796,0.08376634,1,692550,0.01879739761352539,6.2299147,0.08376634,680,1024.0618426799774
677.15,0.0,2058.631460779611,0.00981356,495.8758,0.08038764,2,697902,0.6757737696170807,6.179504,0.08038764,682,1028.4802494049072
681.55,0.0,2054.5291121804757,0.009771193,492.5228,0.06948809,1,700902,-0.020616531372070312,6.2542124,0.06948809,683,1032.9347927570343
663.125,0.0,1992.555743694918,0.010331433,478.59174,0.09130642,1,701691,0.7408057153224945,6.248902,0.09130642,684,1037.40243268013
658.275,0.0,1962.3123404633127,0.009880616,472.7535,0.10118539,1,703215,0.9229209646582603,6.2633057,0.10118539,685,1041.8906483650208
658.275,0.0,1961.4683858624292,0.008972225,472.17227,0.0822654,1,706215,0.1828705072402954,6.28589,0.0822654,686,1046.3060057163239
666.4,0.0,1991.2737159980527,0.009719491,477.86923,0.080808796,1,709215,0.11237889528274536,6.3209834,0.080808796,687,1050.718171596527
653.85,0.0,1948.744764145605,0.009419929,467.0541,0.11685363,2,711234,0.832767590880394,6.2914586,0.11685363,689,1055.3451645374298
662.55,0.0,1996.7953064451656,0.009736875,476.9709,0.10454743,2,717039,0.8833627700805664,6.316119,0.10454743,691,1059.7826719284058
664.05,0.0,2004.3430879561088,0.009657805,475.72162,0.08675146,1,720039,-0.03572702407836914,6.281052,0.08675146,692,1064.2751128673553
677.125,0.0,2054.9004859728257,0.0107862,483.35138,0.10745159,2,724266,0.4935721755027771,6.280072,0.10745159,694,1068.7230906486511
693.25,0.0,2112.2089340113926,0.009952219,493.89932,0.073664226,1,727266,0.1027076244354248,6.2329755,0.073664226,695,1073.1472554206848
705.05,0.0,2157.677552511206,0.011324279,502.462,0.076903015,1,730266,0.02771991491317749,6.2286835,0.076903015,696,1077.5552563667297
704.9,0.0,2157.0526931942654,0.01216837,503.1849,0.11122956,1,733248,0.9323834031820297,6.265751,0.11122956,697,1081.999393939972
723.725,0.0,2230.275358563951,0.010626262,517.42865,0.07468801,1,736248,0.0894961953163147,6.256343,0.07468801,698,1086.3515372276306
730.05,0.0,2251.0846336888585,0.010859601,520.12756,0.07879731,1,739248,0.09032821655273438,6.259276,0.07879731,699,1090.7558925151825
734.45,0.0,2280.2173192953233,0.010450555,526.64233,0.095446825,2,743286,0.8556886911392212,6.232284,0.095446825,701,1095.1448497772217
748.9,0.0,2332.3327006406203,0.010464087,535.7875,0.079224415,1,746286,0.1972111463546753,6.183594,0.079224415,702,1099.4858486652374
758.25,0.0,2363.305877898099,0.010252752,541.8426,0.12174553,1,748740,0.8958567008376122,6.161178,0.12174553,703,1103.9195170402527
762.05,0.0,2385.335165239746,0.012433253,545.97565,0.1629856,1,751146,0.774758443236351,6.1811476,0.1629856,704,1108.3351361751556
736.6,0.0,2313.23865919705,0.009746389,531.74713,0.10048102,2,754092,0.9522189274430275,6.1781664,0.10048102,706,1112.6978931427002
733.95,0.0,2301.7765698692774,0.010263728,529.0038,0.10468759,2,756987,0.9215686097741127,6.184589,0.10468759,708,1117.1203496456146
736.825,0.0,2302.6052185382323,0.010636805,526.2752,0.10325389,2,760836,0.518014669418335,6.1689878,0.10325389,710,1121.5536432266235
728.2,0.0,2276.93511083646,0.0094633475,521.0107,0.11021248,1,762801,0.9092797487974167,6.1710777,0.11021248,711,1126.0271093845367
733.5,0.0,2300.521326463041,0.0093388045,527.09314,0.103627004,2,767082,0.6706606447696686,6.1657867,0.103627004,713,1130.5045540332794
727.0,0.0,2272.177068028182,0.010805225,521.6071,0.13749793,2,770163,0.8458273112773895,6.210449,0.13749793,715,1134.914823293686
727.7,0.0,2292.3002528258125,0.010127961,525.3812,0.099676505,3,775158,0.7964471131563187,6.2056923,0.099676505,718,1139.4296398162842
708.5,0.0,2239.913136790378,0.010126127,513.24915,0.093286455,3,780570,0.8323675990104675,6.124405,0.093286455,721,1143.8855743408203
704.9,0.0,2244.400870912301,0.009803578,515.4445,0.0682732,2,785490,0.5216505229473114,6.104599,0.0682732,723,1148.3894398212433
706.9,0.0,2249.848125837507,0.00918073,516.4996,0.09654735,1,786519,0.9081388041377068,6.0952954,0.09654735,724,1152.9217257499695
697.15,0.0,2228.793637985139,0.010532124,510.70517,0.09178255,2,789873,0.4906672239303589,6.064106,0.09178255,726,1157.3327989578247
697.15,0.0,2232.70980186898,0.01010097,510.56787,0.078804314,1,792873,0.022266864776611328,6.0418043,0.078804314,727,1161.7626931667328
704.05,0.0,2256.415423575208,0.0105328355,514.464,0.11345795,2,795720,0.9535752050578594,6.0374713,0.11345795,729,1166.2025661468506
704.05,0.0,2253.7148004451665,0.010668746,512.93524,0.112756394,1,798720,0.126670241355896,6.075007,0.112756394,730,1170.583167552948
700.575,0.0,2237.98537290576,0.012946519,510.76938,0.090949014,1,801108,0.8497297316789627,6.0703125,0.090949014,731,1175.0052561759949
689.575,0.0,2197.007968779316,0.009300957,503.24478,0.0966333,1,802788,0.7958867996931076,6.089116,0.0966333,732,1179.447702407837
689.575,0.0,2195.4441533104127,0.010219422,504.68524,0.10140524,1,805788,-0.11944043636322021,6.0430717,0.10140524,733,1183.8815817832947
704.35,0.0,2250.471303106983,0.01077928,515.9661,0.06354002,1,808788,0.07605129480361938,6.039612,0.06354002,734,1188.2915465831757
686.45,0.0,2195.1343936761436,0.012891891,503.5065,0.12515444,2,812640,0.8576486557722092,6.063414,0.12515444,736,1192.7770020961761
682.65,0.0,2190.2608848955088,0.010195071,500.16074,0.09475314,1,815166,0.8587762266397476,6.068354,0.09475314,737,1197.2691550254822
682.65,0.0,2186.5109834293057,0.010611535,499.12305,0.088390544,1,818166,0.3909182548522949,6.071776,0.088390544,738,1201.6926667690277
682.65,0.0,2186.4599499895003,0.01083377,498.77997,0.08043401,1,821166,0.2551425099372864,6.0002494,0.08043401,739,1206.161164522171
691.775,0.0,2219.7050199206183,0.010571376,502.25116,0.075849645,1,824166,0.22848057746887207,6.0316935,0.075849645,740,1210.55477976799
699.0,0.0,2246.11784456946,0.010578262,505.58115,0.08183945,1,827166,-0.04692888259887695,5.985641,0.08183945,741,1214.9826519489288
699.0,0.0,2245.726829153764,0.010449925,506.20392,0.077834636,1,830166,0.11897891759872437,6.0169635,0.077834636,742,1219.4674832820892
703.55,0.0,2259.663566446759,0.010247172,508.0769,0.07269706,1,833166,0.3145750164985657,6.040649,0.07269706,743,1223.9213252067566
703.375,0.0,2254.380696216501,0.011009197,504.6542,0.09375464,2,837021,0.6703153252601624,6.0099435,0.09375464,745,1228.343185186386
716.075,0.0,2298.3314260521097,0.011030758,510.82422,0.07186426,1,840021,0.2007341980934143,5.9781036,0.07186426,746,1232.8397006988525
725.325,0.0,2332.829632335473,0.009585509,516.2829,0.07182337,1,843021,0.2502567172050476,5.9360404,0.07182337,747,1237.284559249878
741.95,0.0,2392.462910908934,0.01343261,527.7808,0.08035797,1,846021,-0.01032555103302002,5.880981,0.08035797,748,1241.7780377864838
731.475,0.0,2359.9021020764453,0.011318095,521.17786,0.09794838,2,848613,0.7989974766969681,5.8872066,0.09794838,750,1246.2328963279724
720.375,0.0,2328.4700965041807,0.012706676,514.35614,0.09995724,2,852246,0.9158274680376053,5.880799,0.09995724,752,1250.7974865436554
734.7,0.0,2385.041013300191,0.010331471,524.0371,0.10385424,1,855246,0.8230181932449341,5.844197,0.10385424,753,1255.3047246932983
745.65,0.0,2420.248325463514,0.0101091135,528.9295,0.079596646,1,858246,0.1371428370475769,5.851686,0.079596646,754,1259.7379877567291
746.85,0.0,2438.473771148979,0.012476084,529.30664,0.093522266,2,862785,0.6059637069702148,5.861815,0.093522266,756,1264.1700110435486
763.85,0.0,2499.8858567309812,0.010860127,538.6252,0.0873137,1,865785,0.22876513004302979,5.863384,0.0873137,757,1268.5573959350586
759.425,0.0,2479.41681329135,0.0115862,531.94183,0.112367555,3,870012,0.8323956429958344,5.855514,0.112367555,760,1273.0034365653992
765.175,0.0,2500.8303708383764,0.009909451,535.1937,0.09261571,1,872391,0.9368533715605736,5.915706,0.09261571,761,1277.4321875572205
774.175,0.0,2533.0577011940286,0.010852322,539.19446,0.075900726,1,875391,0.07605510950088501,5.956319,0.075900726,762,1281.8604183197021
786.475,0.0,2592.460517968948,0.010365957,545.71405,0.074948385,2,880896,0.6879505217075348,5.8894644,0.074948385,764,1286.318309545517
788.75,0.0,2615.2106635673285,0.010981929,550.4411,0.11928668,2,884523,0.8803028762340546,5.90535,0.11928668,766,1290.7889442443848
791.675,0.0,2616.5643173819108,0.014080321,548.47284,0.09096362,2,889749,0.6600387394428253,5.896794,0.09096362,768,1295.2177619934082
808.575,0.0,2681.9462936937884,0.01028061,560.35474,0.084504165,1,892749,-0.005357623100280762,5.902389,0.084504165,769,1299.678385257721
800.575,0.0,2655.295933555009,0.012374705,552.24524,0.099184014,2,897177,0.9586068466305733,5.9249225,0.099184014,771,1304.1206731796265
811.575,0.0,2698.154476211883,0.0103165,557.70197,0.07519021,1,900177,0.28263556957244873,5.914128,0.07519021,772,1308.5986890792847
798.925,0.0,2656.0939374300906,0.010690372,546.1032,0.09080933,2,904659,0.5941685140132904,5.9095263,0.09080933,774,1313.0305469036102
786.525,0.0,2609.108822588866,0.011303723,536.35,0.10539469,2,907023,0.7933720797300339,5.8259444,0.10539469,776,1317.4511833190918
783.0,0.0,2597.7779390019505,0.011531545,533.7412,0.12751943,1,909126,0.9478378593921661,5.85793,0.12751943,777,1321.8846502304077
777.075,0.0,2579.0797827283263,0.010375915,531.3968,0.11586985,1,911415,0.9433648958802223,5.893062,0.11586985,778,1326.2970840930939
752.025,0.0,2489.275227629859,0.010057855,516.368,0.11969206,2,914409,0.9459260329604149,5.8293905,0.11969206,780,1330.9522564411163
752.025,0.0,2491.540703722699,0.009956213,517.1771,0.079175726,1,917409,0.3548389673233032,5.8452773,0.079175726,781,1335.318796634674
752.025,0.0,2491.64839322312,0.011852683,517.00446,0.07533731,1,920409,0.11428093910217285,5.863627,0.07533731,782,1339.7162301540375
729.7,0.0,2406.236037848207,0.011506198,501.33154,0.09120132,2,923730,0.3052195906639099,5.841597,0.09120132,784,1344.1432392597198
739.425,0.0,2447.172808736542,0.010899815,508.69043,0.108876,1,925752,0.9676011204719543,5.856817,0.108876,785,1348.5300736427307
739.425,0.0,2448.3664874377982,0.012022143,510.23056,0.08440691,1,928752,0.08677500486373901,5.8580365,0.08440691,786,1352.9467294216156
709.55,0.0,2333.4055909741255,0.011075412,488.56827,0.11264222,3,931677,0.8903678059577942,5.873778,0.11264222,789,1357.251925945282
717.2,0.0,2354.592513672261,0.010719802,492.70068,0.07325117,1,934677,0.1265748143196106,5.8939157,0.07325117,790,1361.6681640148163
717.775,0.0,2354.7447869921534,0.012584565,491.40106,0.09511181,1,936381,0.7811461985111237,5.8140097,0.09511181,791,1366.1181514263153
726.125,0.0,2375.066578585262,0.010729848,495.79327,0.08715745,1,939381,0.11223846673965454,5.73503,0.08715745,792,1370.5516674518585
713.5,0.0,2325.0171078762696,0.010855102,486.90884,0.09751122,1,940866,0.8779041022062302,5.7019825,0.09751122,793,1374.996541261673
713.5,0.0,2320.0724943893097,0.012325201,487.09064,0.07913843,1,943866,0.06530427932739258,5.6898394,0.07913843,794,1379.4383616447449
699.05,0.0,2269.9543707848525,0.012711696,478.7036,0.11760329,2,946671,0.9493383355438709,5.716963,0.11760329,796,1383.9387431144714
685.15,0.0,2222.8084406422927,0.013075121,469.9677,0.102250256,4,952230,0.6912676095962524,5.7091117,0.102250256,800,1388.3459742069244
672.125,0.0,2173.9849361183105,0.011252543,462.4494,0.10732603,2,956046,0.9152099937200546,5.6994023,0.10732603,802,1392.720198392868
655.65,0.0,2111.6871870776126,0.009997863,452.53644,0.110367835,2,959574,0.9516866430640221,5.6878057,0.110367835,804,1397.0897333621979
658.15,0.0,2107.9367856030317,0.011287732,450.7985,0.100389406,2,963501,0.909246563911438,5.643001,0.100389406,806,1401.4306070804596
658.15,0.0,2110.5220854791687,0.011419293,451.49283,0.08390713,1,966501,-0.07931208610534668,5.6544147,0.08390713,807,1405.7795717716217
664.6,0.0,2125.4367720642886,0.010333249,455.15607,0.11218028,1,969501,-0.4753209352493286,5.621393,0.11218028,808,1410.2509605884552
647.825,0.0,2063.282911581349,0.011847571,442.10303,0.110119365,3,974916,0.7622080594301224,5.636027,0.110119365,811,1416.852368593216
621.375,0.0,1961.612000824188,0.012959225,425.06378,0.11482563,2,977742,0.8703996390104294,5.6780343,0.11482563,813,1423.7590863704681
626.35,0.0,1979.3254997109361,0.010250886,428.23187,0.119075656,1,979821,0.751314252614975,5.666325,0.119075656,814,1430.2204263210297
628.2,0.0,1978.2526487891487,0.012491094,428.3781,0.08844586,1,982224,0.8187720626592636,5.669069,0.08844586,815,1436.6125876903534
642.225,0.0,2022.6605189213283,0.0104756085,436.98917,0.1083409,1,984090,0.5650046467781067,5.6648765,0.1083409,816,1443.3069388866425
649.7,0.0,2041.3120995081522,0.010632575,440.36053,0.06997007,1,987090,-0.06711292266845703,5.6007648,0.06997007,817,1450.0234777927399
659.25,0.0,2071.246099140305,0.010696764,444.2897,0.093244895,2,991641,0.7297720015048981,5.546687,0.093244895,819,1456.6134476661682
653.95,0.0,2047.169963550467,0.012398003,438.87823,0.12506415,1,992883,0.9709180761128664,5.510946,0.12506415,820,1462.7488029003143
650.3,0.0,2020.4813035756208,0.013958842,434.8087,0.11308764,1,995445,0.7053894698619843,5.5208335,0.11308764,821,1468.673386335373
639.75,0.0,1984.6897482818374,0.010439619,427.0624,0.09734358,2,1000179,0.7098937034606934,5.5083055,0.09734358,823,1474.5482172966003
