EpisodesSoFar,TimestepsSoFar,surrgain,EpLenMean,optimgain,EpTrueRewMean,EpThisIter,entloss,entropy,ev_tdlam_before,EpRewMean,TimeElapsed,meankl
276,112128,0.08518617,243.925,0.08518617,389.63275361855074,4,0.0,7.782104,0.9717409741133451,389.63275361855074,174.08617615699768,0.006741721
280,114990,0.09471312,246.225,0.09471312,392.24312783798604,4,0.0,7.7942653,0.9633589796721935,392.24312783798604,178.1587471961975,0.007654054
283,117324,0.06618389,252.175,0.06618389,391.4129646897127,3,0.0,7.78461,0.9320307075977325,391.4129646897127,182.27508521080017,0.0068929205
288,120576,0.08668241,228.1,0.08668241,369.2022742147672,5,0.0,7.795117,0.924445740878582,369.2022742147672,186.40882897377014,0.0066249687
293,124686,0.082200624,232.85,0.082200624,380.60717113137673,5,0.0,7.796374,0.956132747232914,380.60717113137673,190.4814534187317,0.0068867616
297,127641,0.091491796,233.925,0.091491796,384.8017909397429,4,0.0,7.7815514,0.9155816435813904,384.8017909397429,194.57137274742126,0.0067620687
302,130560,0.09149374,234.675,0.09149374,398.1161442981853,5,0.0,7.775875,0.9748803768306971,398.1161442981853,198.56326031684875,0.007468367
307,134073,0.092893116,235.65,0.092893116,400.9261031465897,5,0.0,7.7804537,0.9788290001451969,400.9261031465897,202.70535516738892,0.00679262
311,136824,0.08296655,235.95,0.08296655,407.87837800422005,4,0.0,7.7767825,0.9006002470850945,407.87837800422005,206.7290096282959,0.0074453354
316,140016,0.10390493,232.4,0.10390493,411.2228492059614,5,0.0,7.768933,0.9361873343586922,411.2228492059614,210.76633429527283,0.007985208
321,143265,0.10536148,227.7,0.10536148,420.6760886758819,5,0.0,7.7555995,0.9497622549533844,420.6760886758819,214.8219666481018,0.0076846355
324,145515,0.079171896,230.2,0.079171896,421.9505112275947,3,0.0,7.750793,0.9235988259315491,421.9505112275947,218.86403107643127,0.0071595237
329,148956,0.07752599,222.325,0.07752599,421.5115916860192,5,0.0,7.745609,0.8944608867168427,421.5115916860192,222.8730742931366,0.006904387
332,151665,0.07819029,230.9,0.07819029,432.87097608001113,3,0.0,7.7441564,0.9358037710189819,432.87097608001113,226.98631143569946,0.0064374916
336,154764,0.08429645,235.275,0.08429645,435.0242211389821,4,0.0,7.7276006,0.8944702371954918,435.0242211389821,231.00765371322632,0.0075951237
341,158427,0.09397285,237.475,0.09397285,446.645506977524,5,0.0,7.704513,0.9100350439548492,446.645506977524,235.03031015396118,0.007040909
345,161490,0.09346032,239.775,0.09346032,458.75247002980797,4,0.0,7.6819468,0.8879248574376106,458.75247002980797,239.10381531715393,0.0074799093
