EpisodesSoFar,TimestepsSoFar,surrgain,EpLenMean,optimgain,EpTrueRewMean,EpThisIter,entloss,entropy,ev_tdlam_before,EpRewMean,TimeElapsed,meankl
569,579156,0.08084892,715.325,0.08084892,1966.4972237011182,2,0.0,6.9970746,0.6641300320625305,1966.4972237011182,770.3278727531433,0.008527082
571,582714,0.07776246,701.4,0.07776246,1903.2346839358877,2,0.0,6.9550776,0.8458184450864792,1903.2346839358877,774.4446747303009,0.008247437
572,585117,0.08105999,696.425,0.08105999,1889.4184643097985,1,0.0,7.0017047,0.8441335558891296,1889.4184643097985,778.5159313678741,0.0085741095
575,590352,0.089537784,694.425,0.089537784,1861.8210249882366,3,0.0,7.0118237,0.7984002530574799,1861.8210249882366,782.5373184680939,0.0093135815
577,593175,0.0910293,685.025,0.0910293,1827.5738395217916,2,0.0,6.982561,0.8826499953866005,1827.5738395217916,786.5009474754333,0.00996169
579,598323,0.086791635,677.925,0.086791635,1791.6596854569373,2,0.0,6.9770494,0.8358910530805588,1791.6596854569373,790.5681698322296,0.009570043
580,601323,0.084656626,677.925,0.084656626,1790.2084951493848,1,0.0,6.9992633,0.09879052639007568,1790.2084951493848,794.640233039856,0.008098913
581,604323,0.103143,690.4,0.103143,1826.1942707262947,1,0.0,7.04639,0.6340810358524323,1826.1942707262947,798.5686233043671,0.008811178
582,605511,0.11615069,675.3,0.11615069,1786.0393953700568,1,0.0,7.055589,0.8004929572343826,1786.0393953700568,802.6367540359497,0.010425172
584,608979,0.1185596,666.775,0.1185596,1761.984772994511,2,0.0,7.044556,0.8494944870471954,1761.984772994511,806.6822152137756,0.009695914
585,611352,0.11314787,680.225,0.11314787,1802.094056682367,1,0.0,7.0445547,0.9343793988227844,1802.094056682367,810.7689440250397,0.009626625
586,614352,0.08300372,680.225,0.08300372,1813.991588965005,1,0.0,7.0476236,0.0049817562103271484,1813.991588965005,814.7207117080688,0.010198252
587,616665,0.095770136,685.6,0.095770136,1834.5265758343958,1,0.0,7.0985065,0.9103455170989037,1834.5265758343958,818.7361750602722,0.009437836
589,621765,0.09993099,690.575,0.09993099,1856.4499396055357,2,0.0,7.0914927,0.8776938542723656,1856.4499396055357,822.7482876777649,0.008553531
590,623574,0.118229255,690.1,0.118229255,1855.0903125172924,1,0.0,7.0440097,0.7236581146717072,1855.0903125172924,826.7367794513702,0.009149773
591,626574,0.07139899,690.1,0.07139899,1847.8130358917817,1,0.0,7.0364995,0.22447282075881958,1847.8130358917817,830.8410851955414,0.00926142
593,630420,0.12487471,679.625,0.12487471,1825.3925945412939,2,0.0,6.9895034,0.8852905184030533,1825.3925945412939,834.9631814956665,0.009640436
594,632190,0.10699335,687.9,0.10699335,1866.8994558437075,1,0.0,6.980028,0.8885582461953163,1866.8994558437075,839.2701594829559,0.009480657
596,634911,0.10845703,675.375,0.10845703,1828.1465559020005,2,0.0,6.9359746,0.8156692981719971,1828.1465559020005,843.2612500190735,0.009355994
598,639462,0.091283865,674.475,0.091283865,1844.6957628233474,2,0.0,6.9504833,0.5788684189319611,1844.6957628233474,847.3653292655945,0.009371471
599,642417,0.101764336,680.45,0.101764336,1877.7992596738204,1,0.0,6.934692,0.8948017284274101,1877.7992596738204,851.3235158920288,0.009261074
600,645417,0.07473765,680.45,0.07473765,1891.397727462349,1,0.0,6.9178934,0.26295095682144165,1891.397727462349,855.3014392852783,0.009430014
602,650085,0.07993899,680.625,0.07993899,1903.7631892554587,2,0.0,6.9337726,0.6427761912345886,1903.7631892554587,859.4121234416962,0.009929275
603,653085,0.13789468,680.625,0.13789468,1919.930830824689,1,0.0,6.9282665,0.6149515509605408,1919.930830824689,863.4360234737396,0.008975845
605,657552,0.101382315,707.85,0.101382315,2016.1382710768194,2,0.0,6.899471,0.539677232503891,2016.1382710768194,867.5747146606445,0.008621886
607,661872,0.09944678,719.85,0.09944678,2057.06542166866,2,0.0,6.8870893,0.8409823626279831,2057.06542166866,871.663792848587,0.009264537
608,664872,0.08256892,719.85,0.08256892,2053.7279418189,1,0.0,6.897203,-0.03609120845794678,2053.7279418189,875.711371421814,0.009466188
609,667872,0.08194448,739.3,0.08194448,2116.5555290333905,1,0.0,6.872009,0.14290642738342285,2116.5555290333905,879.6940739154816,0.008929914
610,670872,0.06777414,739.3,0.06777414,2122.1645364094734,1,0.0,6.9011664,0.43769949674606323,2122.1645364094734,883.7980909347534,0.010600934
611,672603,0.11333541,749.075,0.11333541,2161.8994989023704,1,0.0,6.9078994,0.5515101552009583,2161.8994989023704,887.8230121135712,0.0097679915
613,676863,0.08832628,743.625,0.08832628,2150.181346905771,2,0.0,6.886046,0.6113092601299286,2150.181346905771,891.8381111621857,0.009350027
614,679863,0.077890486,762.075,0.077890486,2215.2531168923333,1,0.0,6.9044805,0.15956872701644897,2215.2531168923333,895.8722012042999,0.009155853
615,682863,0.065784626,770.925,0.065784626,2253.9770711096708,1,0.0,6.912719,0.06870585680007935,2253.9770711096708,899.9282982349396,0.008374434
616,685863,0.08898835,777.45,0.08898835,2272.667318785978,1,0.0,6.9113173,-0.06631135940551758,2272.667318785978,903.9883997440338,0.008871393
617,688863,0.09985846,797.4,0.09985846,2355.713840486779,1,0.0,6.900801,-0.17844724655151367,2355.713840486779,908.0902829170227,0.00886532
618,691173,0.100537896,791.65,0.100537896,2342.4325768752396,1,0.0,6.910641,0.9203027188777924,2342.4325768752396,912.1957302093506,0.008933941
619,692787,0.100923374,787.2,0.100923374,2351.583316194245,1,0.0,6.902531,0.8955378606915474,2351.583316194245,916.2753100395203,0.009168863
620,695787,0.081933916,787.2,0.081933916,2359.472436945146,1,0.0,6.8802357,0.35442066192626953,2359.472436945146,920.286039352417,0.009782888
621,698787,0.082848586,787.2,0.082848586,2360.28438399574,1,0.0,6.8854985,0.05065000057220459,2360.28438399574,924.3856589794159,0.008874628
622,701787,0.08979418,802.3,0.08979418,2403.85053116916,1,0.0,6.872938,0.7100256979465485,2403.85053116916,928.3743505477905,0.009967219
623,704787,0.092735425,809.85,0.092735425,2439.366766921006,1,0.0,6.8416314,0.3132391571998596,2439.366766921006,932.3907134532928,0.008577451
624,707787,0.08238215,823.4,0.08238215,2480.4681424984037,1,0.0,6.8543053,0.47147876024246216,2480.4681424984037,936.4369852542877,0.009887958
626,713325,0.07847367,824.775,0.07847367,2493.7167073533446,2,0.0,6.8374624,0.6390206813812256,2493.7167073533446,940.5185689926147,0.00995825
627,716325,0.07542018,830.5,0.07542018,2512.5324705425323,1,0.0,6.796876,0.13429945707321167,2512.5324705425323,944.610161781311,0.009350762
628,719325,0.07873888,830.5,0.07873888,2513.941654638909,1,0.0,6.7881036,0.26327794790267944,2513.941654638909,948.5570755004883,0.009149922
630,723588,0.076012775,833.45,0.076012775,2531.7855201136094,2,0.0,6.7918053,0.4671986699104309,2531.7855201136094,952.5113408565521,0.00931783
631,726588,0.089949794,833.45,0.089949794,2534.7960802767648,1,0.0,6.798824,0.3987675905227661,2534.7960802767648,956.506255865097,0.008656167
632,729588,0.07321207,833.45,0.07321207,2532.8976021922135,1,0.0,6.7807145,-0.01275181770324707,2532.8976021922135,960.5095772743225,0.009291259
634,735060,0.09809333,857.25,0.09809333,2621.31836028173,2,0.0,6.8152905,0.5818317532539368,2621.31836028173,964.5868227481842,0.009176204
635,738060,0.07675961,871.675,0.07675961,2668.974589729947,1,0.0,6.7691026,0.11179584264755249,2668.974589729947,968.5722105503082,0.01050101
636,741060,0.08243332,884.575,0.08243332,2709.998097014023,1,0.0,6.7541537,0.459266722202301,2709.998097014023,972.5988609790802,0.010327724
637,742578,0.101753324,872.225,0.101753324,2667.669054849488,1,0.0,6.77394,0.7141138315200806,2667.669054849488,976.634642124176,0.0099308025
638,744813,0.09456287,877.925,0.09456287,2687.3368082535694,1,0.0,6.73706,0.8388135433197021,2687.3368082535694,980.7125353813171,0.009103649
640,749730,0.078956254,869.275,0.078956254,2649.0079306734233,2,0.0,6.781856,0.6297749876976013,2649.0079306734233,984.6966514587402,0.009376166
641,752730,0.08470489,869.275,0.08470489,2651.3142044919,1,0.0,6.7764106,0.05716574192047119,2651.3142044919,988.7672274112701,0.010245427
642,755730,0.06964682,880.375,0.06964682,2684.1480695804376,1,0.0,6.799669,0.2029314637184143,2684.1480695804376,992.8563566207886,0.008939912
643,758730,0.07933005,880.375,0.07933005,2676.6614171399015,1,0.0,6.78186,0.1029847264289856,2676.6614171399015,996.8392775058746,0.009803844
644,761730,0.071900696,880.375,0.071900696,2678.3016117379307,1,0.0,6.7808223,0.10253024101257324,2678.3016117379307,1000.8675856590271,0.0091258455
645,764730,0.07596061,893.15,0.07596061,2701.3058545837935,1,0.0,6.794003,0.40089088678359985,2701.3058545837935,1004.826012134552,0.010720385
646,767730,0.08089151,893.15,0.08089151,2698.4598181194874,1,0.0,6.7881303,0.4916221499443054,2698.4598181194874,1009.0911707878113,0.00908863
647,770730,0.081863746,907.15,0.081863746,2740.5906201969615,1,0.0,6.7767987,0.0949433445930481,2740.5906201969615,1013.1176447868347,0.009934439
648,772959,0.094833486,900.725,0.094833486,2730.6297604836477,1,0.0,6.775207,0.8272644281387329,2730.6297604836477,1017.1102426052094,0.009855897
650,777294,0.09046522,886.85,0.09046522,2680.8590639842128,2,0.0,6.782164,0.7724225074052811,2680.8590639842128,1021.1005907058716,0.009976849
651,779787,0.09836955,893.2,0.09836955,2705.2446756071904,1,0.0,6.788818,0.9009354189038277,2705.2446756071904,1025.1876950263977,0.008976907
652,782787,0.07079341,893.2,0.07079341,2711.1746435571035,1,0.0,6.8228583,0.08283764123916626,2711.1746435571035,1029.18665766716,0.009110782
653,785787,0.07777244,907.7,0.07777244,2758.946062627845,1,0.0,6.7868004,0.17777305841445923,2758.946062627845,1033.2772371768951,0.009522067
654,788787,0.06509438,907.7,0.06509438,2755.6870945946253,1,0.0,6.784075,0.2970636487007141,2755.6870945946253,1037.4012224674225,0.01039861
656,791292,0.11307734,878.575,0.11307734,2669.688260443865,2,0.0,6.7554975,0.8786404132843018,2669.688260443865,1041.4659740924835,0.00975807
657,794292,0.10670364,878.575,0.10670364,2659.8166432221606,1,0.0,6.756043,0.8979985937476158,2659.8166432221606,1045.5471506118774,0.00956924
659,799653,0.079688355,890.55,0.079688355,2691.389036299367,2,0.0,6.7648277,0.697758138179779,2691.389036299367,1049.621783733368,0.0100700045
660,802653,0.080076665,890.55,0.080076665,2687.741022228519,1,0.0,6.7633495,-0.012379050254821777,2687.741022228519,1053.640976190567,0.009509021
663,807579,0.09868788,856.6,0.09868788,2575.798466763884,3,0.0,6.806841,0.8289849311113358,2575.798466763884,1057.6848635673523,0.01013443
664,810579,0.08821446,856.6,0.08821446,2585.8462250913917,1,0.0,6.8047957,0.138464093208313,2585.8462250913917,1061.6781730651855,0.008912734
665,813579,0.092859335,856.6,0.092859335,2593.1499637326965,1,0.0,6.834476,0.1081690788269043,2593.1499637326965,1065.6814994812012,0.010245479
666,816579,0.08412409,860.45,0.08412409,2594.2546931435313,1,0.0,6.837969,0.4371902346611023,2594.2546931435313,1069.7050535678864,0.0102707585
667,819579,0.072739676,860.45,0.072739676,2591.5896074043762,1,0.0,6.831987,0.07727336883544922,2591.5896074043762,1073.7042016983032,0.009439803
668,822579,0.07405173,860.45,0.07405173,2597.037796203433,1,0.0,6.8196883,0.07161766290664673,2597.037796203433,1077.8109357357025,0.009189991
669,825579,0.09033157,860.45,0.09033157,2598.089642604744,1,0.0,6.844422,0.5710294544696808,2598.089642604744,1081.832419872284,0.008372668
670,828579,0.083030716,874.925,0.083030716,2647.023509029799,1,0.0,6.858708,0.08446687459945679,2647.023509029799,1085.931921005249,0.0092630675
671,831579,0.08431951,874.925,0.08431951,2654.1701383650443,1,0.0,6.863813,0.0744621753692627,2654.1701383650443,1089.9414138793945,0.009390587
672,834579,0.082218915,874.925,0.082218915,2657.0243437337317,1,0.0,6.8631735,-0.12221503257751465,2657.0243437337317,1093.939540863037,0.008731546
673,837483,0.098182976,874.125,0.098182976,2651.6058483311335,1,0.0,6.8525867,0.8508303165435791,2651.6058483311335,1097.9882140159607,0.0096082445
674,840483,0.08340746,878.525,0.08340746,2657.8163734165964,1,0.0,6.8530107,0.0266914963722229,2657.8163734165964,1102.0494446754456,0.009049524
675,843483,0.07154222,878.525,0.07154222,2659.2265925077895,1,0.0,6.8770156,0.10581505298614502,2659.2265925077895,1106.0639667510986,0.009401524
676,846483,0.1078457,878.525,0.1078457,2664.3318977467943,1,0.0,6.86067,-0.5327794551849365,2664.3318977467943,1110.28009557724,0.013051644
677,849483,0.07955293,890.875,0.07955293,2707.3403877543255,1,0.0,6.874101,0.14400136470794678,2707.3403877543255,1114.3001120090485,0.00982181
678,852483,0.06487961,897.25,0.06487961,2722.6551013370313,1,0.0,6.881286,0.07745134830474854,2722.6551013370313,1118.274752855301,0.008088394
679,855483,0.07415191,897.25,0.07415191,2724.795206122511,1,0.0,6.882747,0.1187819242477417,2724.795206122511,1122.3279378414154,0.009834303
680,857949,0.105702505,901.825,0.105702505,2745.2780095199905,1,0.0,6.888916,0.8852602764964104,2745.2780095199905,1126.3624203205109,0.010007218
682,861453,0.09628002,881.025,0.09628002,2683.9343993768566,2,0.0,6.8419967,0.9162483438849449,2683.9343993768566,1130.497302055359,0.009465614
683,864453,0.07288158,881.025,0.07288158,2685.4921810187525,1,0.0,6.8234215,0.271933913230896,2685.4921810187525,1134.4665794372559,0.009236613
685,867234,0.089089766,854.2,0.089089766,2610.700508990012,2,0.0,6.8466806,0.9142654091119766,2610.700508990012,1138.5657424926758,0.009422875
687,871059,0.092755824,836.075,0.092755824,2540.145963184023,2,0.0,6.8271446,0.6976401507854462,2540.145963184023,1142.6203241348267,0.010393217
688,874059,0.08154705,842.5,0.08154705,2565.4849651811105,1,0.0,6.81282,-0.01863384246826172,2565.4849651811105,1146.6265592575073,0.009289576
689,875484,0.10497757,829.375,0.10497757,2537.016406036287,1,0.0,6.8383656,0.8915854394435883,2537.016406036287,1150.621699810028,0.010001568
690,878484,0.0854177,843.25,0.0854177,2578.159407800233,1,0.0,6.8458433,0.5707800388336182,2578.159407800233,1154.689823627472,0.011306365
691,881484,0.08406282,847.475,0.08406282,2589.331208593755,1,0.0,6.830732,0.0007104873657226562,2589.331208593755,1158.8124701976776,0.009366475
692,884484,0.0723482,847.475,0.0723482,2579.2684954597403,1,0.0,6.837966,0.042455434799194336,2579.2684954597403,1162.873581647873,0.009880876
693,886833,0.10393216,842.05,0.10393216,2554.201730603505,1,0.0,6.7642217,0.8518375903367996,2554.201730603505,1166.8697469234467,0.009615788
694,889833,0.07868673,842.05,0.07868673,2555.4031548337434,1,0.0,6.73427,0.11034005880355835,2555.4031548337434,1170.9509115219116,0.008903123
696,893805,0.09320666,854.275,0.09320666,2585.264540966412,2,0.0,6.708452,0.6560249626636505,2585.264540966412,1175.044941663742,0.009434847
697,896805,0.09050068,854.275,0.09050068,2590.143128878778,1,0.0,6.714299,0.2902880907058716,2590.143128878778,1179.0214304924011,0.009233462
698,899805,0.07551083,854.275,0.07551083,2586.643790221407,1,0.0,6.705872,0.04099249839782715,2586.643790221407,1183.098798274994,0.009437425
699,902805,0.07349695,859.6,0.07349695,2605.2207229886567,1,0.0,6.7655787,0.266546368598938,2605.2207229886567,1187.2414424419403,0.008827522
700,905805,0.08185889,859.6,0.08185889,2604.9193285214214,1,0.0,6.7619157,0.1161990761756897,2604.9193285214214,1191.3166069984436,0.010986804
701,908805,0.08268023,860.725,0.08268023,2616.64118132708,1,0.0,6.7916226,0.06971758604049683,2616.64118132708,1195.4019496440887,0.009690713
702,911805,0.07767401,872.275,0.07767401,2648.195800178354,1,0.0,6.7677045,0.1116219162940979,2648.195800178354,1199.5214622020721,0.009790057
703,914805,0.08189868,893.55,0.08189868,2718.130917261566,1,0.0,6.7913203,-0.13855862617492676,2718.130917261566,1203.5454452037811,0.010345142
704,917697,0.10494993,892.65,0.10494993,2717.5455967293865,1,0.0,6.8421807,0.9016020596027374,2717.5455967293865,1207.5903041362762,0.00873228
705,920697,0.083641514,892.65,0.083641514,2710.964264269128,1,0.0,6.809649,0.035972416400909424,2710.964264269128,1211.6536712646484,0.012984493
706,923697,0.07649003,892.65,0.07649003,2713.117618398034,1,0.0,6.763414,0.054684221744537354,2713.117618398034,1215.598251581192,0.009513738
707,926640,0.07491076,892.175,0.07491076,2716.453052066727,1,0.0,6.6912856,0.8976385593414307,2716.453052066727,1219.5588166713715,0.009735047
708,929640,0.08511257,892.175,0.08511257,2707.0102656510567,1,0.0,6.6670094,0.2521511912345886,2707.0102656510567,1223.6588985919952,0.011714758
709,932640,0.07053913,892.175,0.07053913,2704.6756868793245,1,0.0,6.702928,0.026212573051452637,2704.6756868793245,1227.618405342102,0.010225609
710,935640,0.06673229,892.175,0.06673229,2702.839358256829,1,0.0,6.696599,0.050753653049468994,2702.839358256829,1231.6792721748352,0.009509288
711,938640,0.07924338,892.175,0.07924338,2696.8499797684453,1,0.0,6.716243,0.13367444276809692,2696.8499797684453,1235.7061984539032,0.0084959455
712,940578,0.11206713,883.325,0.11206713,2653.0038606639782,1,0.0,6.7345543,0.9599448554217815,2653.0038606639782,1239.8227272033691,0.010455296
713,943578,0.08579718,884.125,0.08579718,2655.9236916548994,1,0.0,6.704364,0.08207511901855469,2655.9236916548994,1244.1303644180298,0.008275757
714,945984,0.090188526,879.175,0.090188526,2647.1182861373536,1,0.0,6.698899,0.8982693180441856,2647.1182861373536,1248.2276775836945,0.011253016
715,947976,0.09525267,870.775,0.09525267,2619.211526581744,1,0.0,6.6660905,0.7396190166473389,2619.211526581744,1252.30934548378,0.0098830825
716,950976,0.10500786,870.775,0.10500786,2609.472607393735,1,0.0,6.6701,0.8941961899399757,2609.472607393735,1256.447036743164,0.009250874
718,954054,0.094605304,846.425,0.094605304,2534.7390538441714,2,0.0,6.6474786,0.7925393879413605,2534.7390538441714,1260.4997291564941,0.009410122
719,957006,0.11556845,846.025,0.11556845,2541.9394300129634,1,0.0,6.6878057,0.8326920568943024,2541.9394300129634,1264.6016800403595,0.0099194525
721,961665,0.09091112,852.65,0.09091112,2567.898371192935,2,0.0,6.6547847,0.6268705129623413,2567.898371192935,1268.628223657608,0.010376791
722,964665,0.081345975,860.1,0.081345975,2587.85484722489,1,0.0,6.6270127,0.18476659059524536,2587.85484722489,1272.7107141017914,0.0093863625
724,966843,0.10042277,838.4,0.10042277,2523.4645495238997,2,0.0,6.658037,0.9312113523483276,2523.4645495238997,1276.7094571590424,0.010635443
725,969843,0.082148775,855.075,0.082148775,2579.0787363528016,1,0.0,6.6687627,0.16911643743515015,2579.0787363528016,1280.8518948554993,0.009065042
726,972843,0.07017249,855.075,0.07017249,2595.0862112042655,1,0.0,6.6684566,0.14748245477676392,2595.0862112042655,1284.8433616161346,0.011513459
727,975843,0.08280533,873.2,0.08280533,2655.1753439544473,1,0.0,6.7022104,0.12904715538024902,2655.1753439544473,1288.8304860591888,0.010873992
728,978843,0.090347946,873.2,0.090347946,2643.4477740838147,1,0.0,6.629503,0.13562124967575073,2643.4477740838147,1292.9338281154633,0.009765679
729,981843,0.07215511,886.325,0.07215511,2678.857727383277,1,0.0,6.638667,-0.011332869529724121,2678.857727383277,1297.0277750492096,0.010089562
730,984843,0.09813745,886.325,0.09813745,2685.0410438870103,1,0.0,6.635128,0.8325846791267395,2685.0410438870103,1301.2140254974365,0.011865736
731,987843,0.07138571,886.325,0.07138571,2686.588802390617,1,0.0,6.6857347,0.20232176780700684,2686.588802390617,1305.3379533290863,0.0098053515
732,990843,0.09548458,886.325,0.09548458,2694.11064834249,1,0.0,6.6894517,0.5285380184650421,2694.11064834249,1309.3863625526428,0.011196498
733,993843,0.09469679,891.75,0.09469679,2718.563825298912,1,0.0,6.642047,0.4683857560157776,2718.563825298912,1313.3609642982483,0.009349403
734,996843,0.078976005,891.75,0.078976005,2720.095497050027,1,0.0,6.6509404,0.11416745185852051,2720.095497050027,1317.344057559967,0.010410175
736,999579,0.10123169,881.45,0.10123169,2695.088261321357,2,0.0,6.642391,0.9002234041690826,2695.088261321357,1321.2001509666443,0.010202319
737,1002579,0.1048316,881.45,0.1048316,2687.2399595963825,1,0.0,6.6368456,0.0506628155708313,2687.2399595963825,1325.1361377239227,0.009144708
