EpRewMean,EpLenMean,EpThisIter,TimestepsSoFar,TimeElapsed,EpisodesSoFar,ev_tdlam_before,entloss,meankl,entropy,surrgain,EpTrueRewMean,optimgain
425.25742,880.4,1,318501,439.95169711112976,190,-0.04812216758728027,0.0,0.008802794,4.162475,0.03537827,880.1913259873647,0.03537827
415.83563,862.625,2,322368,444.2103953361511,192,0.240073561668396,0.0,0.008404976,4.1434264,0.050625913,861.4135707412967,0.050625913
411.02628,853.675,2,327294,448.51157569885254,194,0.2239757776260376,0.0,0.008525581,4.1681905,0.048084337,851.3848770222945,0.048084337
422.2545,877.925,1,330294,452.74845457077026,195,-0.015572667121887207,0.0,0.007971561,4.1645284,0.036211513,876.2587843319341,0.036211513
424.04413,882.125,1,333294,457.0005919933319,196,-0.006059408187866211,0.0,0.007770709,4.1814256,0.04056523,880.6606608081369,0.04056523
419.12042,871.7,1,335043,461.31070041656494,197,0.16173851490020752,0.0,0.006913878,4.170861,0.06333893,870.1570189224497,0.06333893
418.86694,871.7,1,338043,465.631875038147,198,-0.008813858032226562,0.0,0.009007111,4.145439,0.042126972,869.8168964534932,0.042126972
418.621,871.7,1,341043,469.9585814476013,199,-0.004019975662231445,0.0,0.008782744,4.1359015,0.0364407,869.7029702157073,0.0364407
418.6971,871.7,1,344043,474.24947118759155,200,0.21975290775299072,0.0,0.008038627,4.1368117,0.0568625,870.2041360173996,0.0568625
401.48618,836.3,3,348795,478.4982316493988,203,0.14919018745422363,0.0,0.008093707,4.1326585,0.050882056,833.1784212474582,0.050882056
404.50137,843.125,1,351795,482.8329951763153,204,-0.012192726135253906,0.0,0.0072265826,4.124518,0.034666095,840.244881118769,0.034666095
404.4007,843.125,1,354795,487.043363571167,205,0.000601351261138916,0.0,0.008765205,4.090913,0.049841844,840.3265323139773,0.049841844
404.4778,843.125,1,357795,491.23896169662476,206,0.18303656578063965,0.0,0.008667061,4.089392,0.07140055,839.682188078126,0.07140055
409.3476,853.975,1,360795,495.5033392906189,207,-0.00424802303314209,0.0,0.008037852,4.1046066,0.03967154,850.8093922739794,0.03967154
401.47314,837.375,2,364803,499.8450663089752,209,-0.008630871772766113,0.0,0.0076662283,4.0895057,0.044883154,833.5553231060591,0.044883154
401.771,837.375,1,367803,504.16706585884094,210,-0.0007543563842773438,0.0,0.0091018295,4.101923,0.04848964,833.0390087167503,0.04848964
401.07538,837.375,1,370803,508.50818610191345,211,0.062297046184539795,0.0,0.0073228935,4.097236,0.0537147,833.1671533203113,0.0537147
400.00873,837.375,1,373803,512.8544833660126,212,-0.015545368194580078,0.0,0.006985984,4.0962453,0.0361469,833.4028555953422,0.0361469
400.0919,837.375,1,376803,517.1026148796082,213,-0.05788266658782959,0.0,0.008660576,4.124207,0.03855613,833.4844194979581,0.03855613
400.1325,837.375,1,379803,521.3929300308228,214,-0.00373685359954834,0.0,0.009195775,4.117126,0.044043936,833.6973571739011,0.044043936
398.6313,837.375,1,382803,525.7035338878632,215,-0.011586308479309082,0.0,0.008057134,4.1307926,0.04502376,833.6748626564367,0.04502376
399.0367,839.325,1,385803,529.9750289916992,216,-0.0036438703536987305,0.0,0.007853907,4.1417313,0.04634644,836.3134675559238,0.04634644
399.27084,841.075,1,388803,534.290111541748,217,0.03592193126678467,0.0,0.009024918,4.157904,0.043146677,838.3706346134059,0.043146677
399.0346,841.075,1,391803,538.6031110286713,218,0.008664965629577637,0.0,0.008372251,4.142218,0.036683016,837.7042263891017,0.036683016
403.3772,850.95,1,394803,542.9338607788086,219,-0.031684160232543945,0.0,0.008450216,4.115053,0.04344788,847.6530825742587,0.04344788
393.8011,831.375,2,397917,547.2860324382782,221,0.4053289294242859,0.0,0.00905267,4.0901804,0.04786298,827.8182645898869,0.04786298
398.83615,843.85,1,400917,551.5774147510529,222,-0.07064545154571533,0.0,0.009447388,4.112786,0.057317548,839.4782254262904,0.057317548
398.55194,843.85,1,403917,555.9018304347992,223,-0.041526079177856445,0.0,0.009412338,4.128302,0.033544194,839.2667516422825,0.033544194
402.67157,853.225,1,406917,560.1903901100159,224,0.006055116653442383,0.0,0.0085283,4.144224,0.03600322,848.3856100125602,0.03600322
407.47873,864.2,1,409917,564.4090664386749,225,-0.13712704181671143,0.0,0.008640025,4.1077547,0.050273214,859.4936882237143,0.050273214
410.2333,870.725,1,412917,568.641560792923,226,0.00609898567199707,0.0,0.009005209,4.109442,0.039241478,865.8069416915499,0.039241478
409.99658,870.725,1,415917,572.9378931522369,227,0.01158595085144043,0.0,0.007463898,4.139405,0.034721404,865.7456444712127,0.034721404
409.28247,870.725,1,418917,577.2318716049194,228,0.04508042335510254,0.0,0.007500257,4.1332774,0.05569186,865.5768763989497,0.05569186
416.67352,886.8,1,421917,581.4790484905243,229,0.05816155672073364,0.0,0.009214236,4.146002,0.042785265,881.79286175245,0.042785265
416.70377,886.8,1,424917,585.7598080635071,230,0.037516891956329346,0.0,0.009041529,4.160362,0.049492627,881.8391273604669,0.049492627
416.82318,886.8,1,427917,590.0422964096069,231,-0.04302489757537842,0.0,0.008773205,4.1247244,0.0330292,881.380174226284,0.0330292
425.12216,904.575,1,430917,594.3281948566437,232,-0.003954529762268066,0.0,0.0078099975,4.1512227,0.040320728,899.7142666020023,0.040320728
425.22452,904.575,1,433917,598.6287596225739,233,-0.021484375,0.0,0.008622665,4.164,0.041706365,899.3302570351631,0.041706365
429.81024,913.525,1,436917,602.9509918689728,234,-0.012182474136352539,0.0,0.008541189,4.154691,0.032268167,909.1569235434847,0.032268167
430.05118,913.525,1,439917,607.2711567878723,235,-0.12285721302032471,0.0,0.007992523,4.1332164,0.046006028,908.4380678731793,0.046006028
430.38324,913.525,1,442917,611.7039442062378,236,0.02337789535522461,0.0,0.009154383,4.128594,0.042284623,907.895377203522,0.042284623
435.35425,923.95,1,445917,616.0162947177887,237,0.0157926082611084,0.0,0.009111742,4.1049576,0.036452033,918.2162230278833,0.036452033
426.21954,903.45,2,449457,620.2480955123901,239,0.39778363704681396,0.0,0.008080828,4.111025,0.048155442,897.8046686942398,0.048155442
425.79297,903.45,1,452457,624.6043410301208,240,0.026593327522277832,0.0,0.009546656,4.1299977,0.027884189,896.8894654279768,0.027884189
425.46933,903.45,1,455457,628.9190449714661,241,0.0021533966064453125,0.0,0.009287294,4.1842937,0.03350576,896.7230124577345,0.03350576
431.50937,916.825,2,458814,633.2320649623871,243,0.456027090549469,0.0,0.00742309,4.146111,0.049028374,909.5226136220248,0.049028374
431.73175,916.825,1,461814,637.5284049510956,244,0.006050050258636475,0.0,0.008531332,4.119239,0.04421958,909.1496830591426,0.04421958
424.32056,901.025,2,465918,641.8600740432739,246,0.1901155710220337,0.0,0.0076528676,4.126855,0.03929204,893.657090068465,0.03929204
421.74786,895.05,2,469209,646.1416027545929,248,0.3858211636543274,0.0,0.007831812,4.148559,0.050590806,887.0556637767988,0.050590806
421.84775,895.05,1,472209,650.4604692459106,249,-0.0435715913772583,0.0,0.009144224,4.143554,0.03477639,886.8889727368663,0.03477639
421.25226,895.05,1,475209,654.8160285949707,250,0.03517860174179077,0.0,0.00783728,4.169151,0.039292403,887.1049231678578,0.039292403
421.35352,895.05,1,478209,659.0983562469482,251,-0.0071266889572143555,0.0,0.009141281,4.1466084,0.03877832,887.0775289648224,0.03877832
421.96753,895.05,1,481209,663.3895428180695,252,-2.5391578674316406e-05,0.0,0.008215233,4.1163664,0.04184722,887.9408774534135,0.04184722
421.69507,895.05,1,484209,667.7209181785583,253,0.03679269552230835,0.0,0.009085571,4.084745,0.041364945,887.5796362401688,0.041364945
421.53134,895.05,1,487209,672.1056840419769,254,0.01669400930404663,0.0,0.0068857865,4.072382,0.035576496,887.3948716064081,0.035576496
423.16104,895.05,1,490209,676.3467736244202,255,-0.15737414360046387,0.0,0.009320168,4.0797725,0.071862414,888.2659933641356,0.071862414
424.7665,895.05,1,493209,680.7114217281342,256,0.1109190583229065,0.0,0.008853488,4.060088,0.045792352,889.9008960116535,0.045792352
427.0999,895.05,1,496209,684.9777657985687,257,-0.04999589920043945,0.0,0.009348836,4.0674825,0.03749624,893.3074879092477,0.03749624
427.17432,895.05,1,499209,689.2606239318848,258,0.07882779836654663,0.0,0.008920521,4.055702,0.035969764,893.0413196043762,0.035969764
415.71783,870.8,2,502299,693.5115866661072,260,0.01760321855545044,0.0,0.008455162,4.012305,0.04580707,868.1188654757709,0.04580707
423.52423,886.525,2,507300,697.7861497402191,262,0.39303743839263916,0.0,0.008349734,4.0298467,0.054895364,886.5589864785564,0.054895364
423.78613,886.525,1,510300,702.0067954063416,263,0.013818621635437012,0.0,0.008472961,4.0251102,0.060618132,890.4876935052719,0.060618132
423.7978,886.525,1,513300,706.4442121982574,264,-0.012116312980651855,0.0,0.007289367,4.038238,0.053031497,892.8906383648052,0.053031497
423.5166,886.525,1,516300,710.8593559265137,265,-0.04231071472167969,0.0,0.010164832,4.081018,0.053512752,893.6969775426736,0.053512752
419.50897,877.6,1,518229,715.2287802696228,266,0.08469170331954956,0.0,0.008952142,4.0791245,0.06439849,885.4965018916839,0.06439849
418.9938,877.6,1,521229,719.7297646999359,267,-0.2053978443145752,0.0,0.010498807,4.0905466,0.08044422,885.359553194193,0.08044422
419.0169,877.6,1,524229,724.2517623901367,268,-0.05861520767211914,0.0,0.009653555,4.0507183,0.044421405,885.1682096763277,0.044421405
418.68106,877.6,1,527229,728.7079811096191,269,-0.02522897720336914,0.0,0.009808958,4.052376,0.037851352,884.1446623124255,0.037851352
419.10645,877.6,1,530229,733.1946206092834,270,0.022455990314483643,0.0,0.009770483,4.098879,0.035588577,885.0945965525221,0.035588577
412.38397,862.55,2,534423,737.6633493900299,272,0.3581218719482422,0.0,0.01002356,4.1039095,0.05810152,869.2711003676795,0.05810152
412.6539,862.55,1,537423,742.0957767963409,273,-0.05554068088531494,0.0,0.010049922,4.1371517,0.041347176,870.5329766251546,0.041347176
401.94354,840.75,2,540807,746.5013709068298,275,0.44972264766693115,0.0,0.0075559886,4.142458,0.04670546,848.0197756208424,0.04670546
390.77167,817.4,2,544005,750.8887135982513,277,0.14277273416519165,0.0,0.008613884,4.1192865,0.05961348,824.478759958873,0.05961348
390.6649,817.4,1,547005,755.2883815765381,278,-0.15890920162200928,0.0,0.0108952215,4.110777,0.038250748,822.8692941208479,0.038250748
392.10233,819.925,2,550848,759.6840665340424,280,0.2742040753364563,0.0,0.010513443,4.1146245,0.056821477,826.5261339875557,0.056821477
392.20563,819.925,1,553848,764.0840454101562,281,-0.008381009101867676,0.0,0.008280439,4.1016474,0.055839136,827.3357956381731,0.055839136
389.14355,813.9,2,556482,768.489196062088,283,0.7967827171087265,0.0,0.0096494835,4.1132493,0.096533746,821.067783257307,0.096533746
388.89273,813.9,1,559482,772.9437515735626,284,0.013541877269744873,0.0,0.00933926,4.08084,0.047634445,820.0962560021653,0.047634445
388.92496,813.9,1,562482,777.2515726089478,285,-0.03757023811340332,0.0,0.012599226,4.0760727,0.052509382,820.1527551853578,0.052509382
396.40164,829.7,1,565482,781.6833295822144,286,-0.04647624492645264,0.0,0.007900591,4.077873,0.043995284,836.1935957852369,0.043995284
400.5986,837.8,1,568482,786.1736197471619,287,-0.023320436477661133,0.0,0.008502643,4.08377,0.04300826,845.4876499927981,0.04300826
407.20337,852.275,1,571482,790.657336473465,288,-0.0941389799118042,0.0,0.01064175,4.073891,0.04727895,861.0148186942145,0.04727895
405.23517,847.625,1,573924,795.0977132320404,289,0.25379300117492676,0.0,0.0064584427,4.080901,0.053320855,856.9757620728955,0.053320855
399.0296,832.875,2,578154,799.5075075626373,291,0.26645582914352417,0.0,0.008800125,4.086304,0.04580937,844.1758330339528,0.04580937
398.15787,832.875,1,581154,803.877771615982,292,-0.33849000930786133,0.0,0.008798511,4.076318,0.04508075,843.0490436039033,0.04508075
398.73566,832.875,1,584154,808.2158665657043,293,-0.009155631065368652,0.0,0.007972773,4.050667,0.040760353,844.1251206011381,0.040760353
398.7029,832.875,1,587154,812.6780624389648,294,-0.0008116960525512695,0.0,0.008203506,4.0601506,0.03936471,844.9074858582028,0.03936471
396.99966,832.875,1,590154,817.1304943561554,295,0.008858561515808105,0.0,0.008927621,4.055575,0.05206083,844.851694822132,0.05206083
395.7766,832.875,1,593154,821.5051403045654,296,-0.02208709716796875,0.0,0.009330252,4.079011,0.039463274,843.950501136442,0.039463274
393.5537,832.875,1,596154,825.9084522724152,297,0.01572662591934204,0.0,0.010444584,4.107298,0.04445862,840.5644189394058,0.04445862
393.54156,832.875,1,599154,830.2833218574524,298,0.010038614273071289,0.0,0.009134566,4.0945716,0.04421997,840.9431952406685,0.04421997
393.68292,832.875,1,602154,834.5982773303986,299,0.05083441734313965,0.0,0.008327198,4.1008296,0.03942343,841.639493827518,0.03942343
405.1141,857.125,1,605154,839.0795702934265,300,0.0009158849716186523,0.0,0.0090858815,4.1156945,0.040589545,865.5945055470416,0.040589545
402.8964,851.45,2,609474,843.5672605037689,302,0.014346182346343994,0.0,0.008286845,4.1144023,0.059636258,857.1416383884592,0.059636258
403.1144,851.45,1,612474,848.0967864990234,303,-0.12363874912261963,0.0,0.0094043715,4.1088862,0.04405826,854.4375409275654,0.04405826
391.02243,826.1,2,615432,852.502281665802,305,0.24627047777175903,0.0,0.0076792575,4.1141973,0.067045905,824.7869673001762,0.067045905
391.71616,828.075,1,617598,856.8273406028748,306,0.8760111257433891,0.0,0.009674604,4.118676,0.062419333,825.0933876122006,0.062419333
392.02954,828.075,1,620598,861.2614245414734,307,-0.033756375312805176,0.0,0.008202856,4.118284,0.051879495,824.7579390038123,0.051879495
392.76373,828.075,1,623598,866.0094087123871,308,-0.13616502285003662,0.0,0.008157078,4.1230097,0.0464665,826.1613145176628,0.0464665
384.11383,809.725,2,627396,870.5245842933655,310,0.4291078448295593,0.0,0.00860019,4.11902,0.050747886,808.4645850715708,0.050747886
384.47318,809.725,1,630396,875.036719083786,311,-0.035684943199157715,0.0,0.007779953,4.139952,0.035713673,809.4978686066071,0.035713673
391.3629,824.775,1,633396,879.5086572170258,312,0.006400108337402344,0.0,0.010779952,4.1397114,0.04862433,824.9247886280439,0.04862433
391.51605,824.775,1,636396,884.0594146251678,313,-0.022484898567199707,0.0,0.008952463,4.1587815,0.0473803,823.9150274254143,0.0473803
394.32834,829.95,2,640401,888.6255524158478,315,0.44264715909957886,0.0,0.009289559,4.136353,0.06755486,828.9589033410273,0.06755486
396.25513,832.475,2,643902,893.0871365070343,317,-0.099190354347229,0.0,0.01057338,4.1434646,0.05978376,832.4763277539829,0.05978376
396.3868,832.475,1,646902,897.603239774704,318,0.05321866273880005,0.0,0.009309165,4.1532874,0.04987771,833.7932950148257,0.04987771
396.55792,832.475,1,649902,902.1487548351288,319,-0.08465385437011719,0.0,0.0104446765,4.125435,0.04679325,833.3343177784667,0.04679325
404.9872,850.45,1,652902,906.6070840358734,320,-0.9373396635055542,0.0,0.009090852,4.1364822,0.084750324,851.4947212852927,0.084750324
405.61334,850.45,1,655902,911.0752835273743,321,-0.005826234817504883,0.0,0.008803712,4.084589,0.05614403,851.3378200076966,0.05614403
409.76343,858.5,1,658902,915.63134765625,322,0.03531944751739502,0.0,0.003759218,4.0823345,0.042727202,859.6806600309374,0.042727202
419.55145,878.5,1,661902,920.1904745101929,323,0.05098891258239746,0.0,0.009301308,4.0819697,0.046895236,880.8190350869074,0.046895236
419.61563,878.5,1,664902,924.6578605175018,324,-0.00022101402282714844,0.0,0.009652346,4.065102,0.05708409,880.8922574919691,0.05708409
419.559,878.5,1,667902,929.1923446655273,325,-0.03678333759307861,0.0,0.0086002,4.087837,0.04790663,880.4583601596929,0.04790663
419.26816,878.5,1,670902,933.708001613617,326,-0.0038764476776123047,0.0,0.008470602,4.075478,0.060819954,879.9497789125414,0.060819954
418.81036,878.5,1,673902,938.1796879768372,327,0.01490318775177002,0.0,0.010237688,4.067721,0.04677008,879.5082898824681,0.04677008
418.67758,878.5,1,676902,942.7442080974579,328,-0.002520442008972168,0.0,0.009511927,4.0849924,0.04987532,878.5377296645513,0.04987532
420.44305,883.15,1,679902,947.270382642746,329,0.02426236867904663,0.0,0.00792573,4.089994,0.047911834,882.0729578978942,0.047911834
424.54413,891.5,2,685134,951.7174344062805,331,0.06842738389968872,0.0,0.008697621,4.083245,0.050312243,888.9264427375377,0.050312243
424.79843,891.5,1,688134,956.1071991920471,332,0.0689237117767334,0.0,0.0075402316,4.08239,0.056771435,889.595886192907,0.056771435
425.19052,891.5,1,691134,960.5095038414001,333,-0.04435539245605469,0.0,0.009977465,4.081449,0.040173683,889.353035879814,0.040173683
414.82196,868.6,2,694386,964.918666601181,335,0.09798043966293335,0.0,0.008426251,4.109107,0.044426378,866.3495266900169,0.044426378
411.9103,862.9,1,696702,969.2910757064819,336,0.6724412739276886,0.0,0.0076759807,4.1221385,0.06314058,858.8744591177965,0.06314058
412.34448,862.9,1,699702,973.729346036911,337,-0.01385962963104248,0.0,0.009319525,4.1405416,0.03727393,858.870436971218,0.03727393
412.55234,862.9,1,702702,978.1395678520203,338,0.12150686979293823,0.0,0.0074787885,4.1411133,0.060231626,859.2425747682964,0.060231626
412.38437,862.9,1,705702,982.6317772865295,339,0.00804680585861206,0.0,0.0075288555,4.1360755,0.042034592,858.9170597113687,0.042034592
414.77954,868.5,2,711702,987.1350789070129,341,0.02199608087539673,0.0,0.009369981,4.1372957,0.046796158,865.0581846608278,0.046796158
418.33658,876.9,1,714702,991.5361232757568,342,-0.03287708759307861,0.0,0.009954466,4.1538377,0.043105498,874.0842596509112,0.043105498
417.79337,876.9,1,717702,995.9647858142853,343,-0.03705275058746338,0.0,0.009859459,4.138704,0.050739095,873.5387320700036,0.050739095
427.10806,896.75,1,720702,1000.4456367492676,344,-0.014689087867736816,0.0,0.008791668,4.0979385,0.042858668,893.8460615907694,0.042858668
429.69766,902.25,1,723702,1004.8154847621918,345,-0.015311360359191895,0.0,0.008601094,4.089394,0.053130917,900.617770269427,0.053130917
433.05264,909.2,1,726702,1009.2518634796143,346,-0.015787482261657715,0.0,0.013099265,4.0544434,0.048040703,908.2768496928022,0.048040703
433.38934,909.2,1,729702,1013.7714719772339,347,-0.011205554008483887,0.0,0.009835074,4.0297008,0.044614665,909.5175126408305,0.044614665
428.4645,898.3,2,734394,1018.2415316104889,349,0.5261873304843903,0.0,0.010081723,4.0221562,0.053799566,897.4477569816311,0.053799566
431.39883,904.475,1,735933,1022.7227356433868,350,0.6578993201255798,0.0,0.008532154,4.0105057,0.06421531,904.130294300296,0.06421531
430.92056,904.475,1,738933,1027.2827804088593,351,-0.0766453742980957,0.0,0.009354693,3.9842281,0.049463738,903.7427700635823,0.049463738
