TimestepsSoFar,meankl,optimgain,ev_tdlam_before,EpRewMean,surrgain,EpThisIter,entloss,EpisodesSoFar,TimeElapsed,entropy,EpTrueRewMean,EpLenMean
919122,0.003758127,0.16972594,0.8731352686882019,65.70726,0.16972594,8,0.0,3676,1975.041083574295,23.231451,558.0226801703017,108.225
922020,0.0040357662,0.14842235,0.8588525950908661,66.706894,0.14842235,9,0.0,3685,1981.9876611232758,23.229734,567.804320187289,110.675
925308,0.0039965124,0.16194296,0.842597559094429,65.4336,0.16194296,12,0.0,3697,1988.639110326767,23.2304,555.450711807269,109.7
928524,0.013744278,0.31833488,0.8721255958080292,64.733696,0.31833488,10,0.0,3707,1995.3436110019684,23.243143,539.6657258185536,107.9
931590,0.004025626,0.14968905,0.7884536534547806,66.71846,0.14968905,8,0.0,3715,2002.0142803192139,23.24341,529.0310993157193,106.7
934527,0.003898785,0.14408505,0.8637275397777557,68.12093,0.14408505,9,0.0,3724,2008.6163659095764,23.24292,531.1352480825458,106.775
937455,0.003810246,0.14689088,0.894273467361927,73.41013,0.14689088,9,0.0,3733,2015.2614974975586,23.239996,553.9086226295487,111.275
940515,0.0040511014,0.14540994,0.8962045609951019,75.34526,0.14540994,9,0.0,3742,2021.9778616428375,23.241232,570.7997833668275,114.55
943632,0.014670698,0.28261095,0.8958560675382614,72.1758,0.28261095,10,0.0,3752,2028.624836921692,23.24072,552.5093129822266,110.2
946740,0.004117555,0.14628012,0.9037223681807518,67.985245,0.14628012,11,0.0,3763,2035.1291816234589,23.240744,520.6549156785974,104.35
949647,0.00436805,0.17275497,0.843409851193428,66.098335,0.17275497,9,0.0,3772,2041.864501953125,23.236086,525.837687358982,105.175
952668,0.0040849345,0.14745319,0.8793830573558807,65.822296,0.14745319,9,0.0,3781,2048.462160587311,23.236153,522.5408930105333,103.975
955773,0.004015567,0.1529339,0.848264530301094,65.7781,0.1529339,10,0.0,3791,2055.0812933444977,23.23586,521.6082215324947,103.15
958602,0.014122947,0.2695312,0.8474002629518509,66.90057,0.2695312,8,0.0,3799,2061.782836675644,23.233074,542.6656668807526,107.3
961920,0.0041648177,0.15691082,0.9039247781038284,66.40743,0.15691082,11,0.0,3810,2068.4455988407135,23.233969,543.0746342996636,107.025
965055,0.004435921,0.1619128,0.892797015607357,69.755295,0.1619128,9,0.0,3819,2075.027813434601,23.234453,564.8490963448008,109.95
968151,0.004105015,0.14088725,0.892607182264328,67.78597,0.14088725,11,0.0,3830,2081.615131378174,23.233377,537.6313644154259,105.475
971193,0.003859024,0.14602435,0.8702145665884018,69.57745,0.14602435,9,0.0,3839,2088.3143677711487,23.235617,537.5882897789033,104.925
974127,0.0037961847,0.14465672,0.9079942479729652,71.228226,0.14465672,9,0.0,3848,2094.955681324005,23.23509,544.7009946180111,106.875
977007,0.0042869034,0.16772343,0.8996309787034988,69.23567,0.16772343,8,0.0,3856,2101.4786789417267,23.237555,546.4984019788095,107.05
980145,0.003928263,0.15664323,0.8673245459794998,69.6945,0.15664323,10,0.0,3866,2108.176637172699,23.23559,562.2733584483304,108.5
982995,0.00444772,0.15828836,0.8768071308732033,68.36743,0.15828836,10,0.0,3876,2114.813847064972,23.233648,558.3933207245394,107.325
985809,0.0041470896,0.14981666,0.8820950612425804,67.05742,0.14981666,9,0.0,3885,2121.563148021698,23.23063,557.6114969473504,106.7
988956,0.0039732857,0.1422428,0.8911925777792931,66.56447,0.1422428,10,0.0,3895,2128.2363047599792,23.227608,530.8601427010714,102.85
992004,0.014481027,0.27757394,0.8915567174553871,69.68532,0.27757394,8,0.0,3903,2135.0230615139008,23.223959,538.8545998517808,106.025
995310,0.0037950065,0.15438738,0.8796098679304123,69.37685,0.15438738,10,0.0,3913,2141.7487802505493,23.225996,544.8411555457252,108.975
998622,0.0037750127,0.15199362,0.8896894827485085,71.948586,0.15199362,10,0.0,3923,2148.466093301773,23.22581,554.2105447483898,112.05
1001715,0.014171979,0.28372544,0.87291119992733,73.04724,0.28372544,9,0.0,3932,2153.921566724777,23.22386,565.7508244839789,115.825
