EpLenMean,TimestepsSoFar,EpThisIter,ev_tdlam_before,optimgain,EpisodesSoFar,TimeElapsed,meankl,entropy,surrgain,entloss,EpRewMean,EpTrueRewMean
55.475,52143,18,0.8110623061656952,0.22067608,489,93.26259231567383,0.008146472,23.845379,0.22067608,0.0,268.63041765313784,268.63041765313784
55.575,55293,19,0.8182578533887863,0.16089922,508,98.92551636695862,0.008319679,23.829182,0.16089922,0.0,270.9254307676455,270.9254307676455
56.4,58260,17,0.7556481212377548,0.20878421,525,104.43080067634583,0.008398276,23.84295,0.20878421,0.0,274.8153876625018,274.8153876625018
59.2,61473,17,0.7726053446531296,0.21001826,542,109.99349999427795,0.008694212,23.85842,0.21001826,0.0,284.08237263158986,284.08237263158986
63.8,64554,16,0.8261175900697708,0.18079954,558,115.5634286403656,0.008235475,23.849792,0.18079954,0.0,308.58613103298086,308.58613103298086
65.725,67602,15,0.7896739989519119,0.1915288,573,121.05530595779419,0.008653422,23.7972,0.1915288,0.0,323.0136937776922,323.0136937776922
67.2,70803,15,0.8771307468414307,0.19084409,588,126.73732113838196,0.009296353,23.78973,0.19084409,0.0,334.8566483355713,334.8566483355713
69.825,73884,15,0.7310383915901184,0.20261192,603,132.29583621025085,0.008826112,23.74787,0.20261192,0.0,341.4251447132666,341.4251447132666
67.8,76935,16,0.8480172604322433,0.19759995,619,137.91522765159607,0.008551255,23.739012,0.19759995,0.0,324.46432347778375,324.46432347778375
68.1,79911,15,0.8514590412378311,0.18392715,634,143.58316779136658,0.009344258,23.716795,0.18392715,0.0,320.83410242476367,320.83410242476367
64.075,82974,16,0.8212816417217255,0.20103219,650,149.12687397003174,0.0095175225,23.724442,0.20103219,0.0,308.2221465887731,308.2221465887731
63.525,86085,16,0.8940829560160637,0.20715314,666,154.68015122413635,0.008897901,23.708902,0.20715314,0.0,311.4441660971029,311.4441660971029
66.225,89088,14,0.8492530435323715,0.21025667,680,160.4168975353241,0.009315976,23.709393,0.21025667,0.0,326.2157456649694,326.2157456649694
66.275,92013,15,0.8612008839845657,0.18047231,695,166.01192498207092,0.009838311,23.720686,0.18047231,0.0,327.8593403427005,327.8593403427005
68.975,95004,14,0.8200327903032303,0.22266209,709,171.5273609161377,0.008880045,23.744852,0.22266209,0.0,334.77436806389846,334.77436806389846
70.825,98202,14,0.8671108484268188,0.21086198,723,177.1563241481781,0.009003758,23.717045,0.21086198,0.0,342.0476035169889,342.0476035169889
74.45,101391,14,0.9109140336513519,0.202516,737,182.83683228492737,0.008828648,23.699142,0.202516,0.0,359.13040614023873,359.13040614023873
73.475,104331,14,0.8806304037570953,0.21617886,751,188.44968032836914,0.009183552,23.692545,0.21617886,0.0,359.27454632424923,359.27454632424923
71.575,107400,15,0.8935654982924461,0.21566343,766,194.10409331321716,0.009071816,23.69671,0.21566343,0.0,354.3142572816963,354.3142572816963
66.775,110505,16,0.8913725465536118,0.20197901,782,199.71699905395508,0.009639295,23.656805,0.20197901,0.0,332.50905912163614,332.50905912163614
70.525,113541,13,0.8553535044193268,0.2394273,795,205.3511462211609,0.009626558,23.655352,0.2394273,0.0,347.12940465661853,347.12940465661853
70.475,116568,14,0.8985978960990906,0.20917435,809,211.11707854270935,0.009566231,23.65405,0.20917435,0.0,342.17509159136523,342.17509159136523
74.1,119613,14,0.8751609921455383,0.21533087,823,216.8311846256256,0.009721147,23.651857,0.21533087,0.0,364.3417970688437,364.3417970688437
70.7,122820,15,0.8786471858620644,0.19474569,838,222.49458169937134,0.009864051,23.654362,0.19474569,0.0,346.00248541142554,346.00248541142554
72.2,125748,13,0.8969518020749092,0.21074805,851,228.2153651714325,0.009093478,23.65568,0.21074805,0.0,355.07804296220064,355.07804296220064
73.8,128769,13,0.8413511365652084,0.21373013,864,233.92311358451843,0.010037005,23.625261,0.21373013,0.0,360.61246881579024,360.61246881579024
75.95,131310,11,0.8094689100980759,0.20437522,875,239.65915846824646,0.009652851,23.597166,0.20437522,0.0,374.82811244032484,374.82811244032484
75.275,134370,14,0.8800879940390587,0.23476559,889,245.31557536125183,0.010176883,23.605043,0.23476559,0.0,369.03850874102903,369.03850874102903
74.425,137463,14,0.8994633182883263,0.20146772,903,251.03745031356812,0.009606963,23.60008,0.20146772,0.0,365.1622385276307,365.1622385276307
73.625,140442,13,0.867490291595459,0.21971783,916,256.71517634391785,0.010539502,23.599287,0.21971783,0.0,361.73198796870935,361.73198796870935
71.7,143427,15,0.8106353729963303,0.19171757,931,262.4729788303375,0.00960925,23.604183,0.19171757,0.0,351.44953230114106,351.44953230114106
74.6,146415,12,0.8433564454317093,0.20585066,943,268.43739771842957,0.009888115,23.602133,0.20585066,0.0,364.53802249112056,364.53802249112056
77.05,149688,13,0.9399301260709763,0.23628749,956,274.1528363227844,0.010023214,23.617496,0.23628749,0.0,377.06127624093546,377.06127624093546
80.2,152730,14,0.8693117946386337,0.23404244,970,279.8805763721466,0.0104411505,23.577719,0.23404244,0.0,396.58261214005825,396.58261214005825
76.1,156102,15,0.8281384259462357,0.25278622,985,285.5806577205658,0.010427768,23.561346,0.25278622,0.0,374.0158983916236,374.0158983916236
73.375,159180,14,0.9222198575735092,0.21831465,999,291.30305886268616,0.010432113,23.573729,0.21831465,0.0,358.0348794443024,358.0348794443024
73.8,162327,14,0.8879567831754684,0.21188305,1013,297.0410602092743,0.0111805685,23.579573,0.21188305,0.0,360.0197683246412,360.0197683246412
77.75,165639,13,0.8910374417901039,0.22775923,1026,302.76264572143555,0.010552604,23.573748,0.22775923,0.0,380.53342232793864,380.53342232793864
81.125,168915,13,0.905149556696415,0.2791959,1039,308.4720320701599,0.010620488,23.563643,0.2791959,0.0,403.78679825971665,403.78679825971665
82.25,171963,13,0.8781201466917992,0.21929093,1052,314.2447407245636,0.010315408,23.572931,0.21929093,0.0,409.03744174071534,409.03744174071534
83.025,175014,12,0.8750906214118004,0.2509454,1064,319.9905135631561,0.010858992,23.58577,0.2509454,0.0,409.965737610239,409.965737610239
84.075,178287,12,0.896870382130146,0.25776255,1076,325.7018826007843,0.010534776,23.591473,0.25776255,0.0,414.4153504370561,414.4153504370561
80.225,181191,14,0.8986448869109154,0.21276492,1090,331.4551510810852,0.010835248,23.593756,0.21276492,0.0,395.08569047087275,395.08569047087275
75.225,184341,15,0.9187586233019829,0.22361931,1105,337.206307888031,0.010952013,23.582525,0.22361931,0.0,372.10768990857014,372.10768990857014
72.6,187395,13,0.8868495523929596,0.18352568,1118,342.7120053768158,0.010181248,23.577066,0.18352568,0.0,359.74089012638353,359.74089012638353
75.25,190404,13,0.9187602400779724,0.22200327,1131,348.226674079895,0.010343827,23.557634,0.22200327,0.0,371.88109131147394,371.88109131147394
76.75,193356,13,0.8698012381792068,0.22893861,1144,353.7955861091614,0.010598165,23.543947,0.22893861,0.0,373.9834038776055,373.9834038776055
74.35,196317,14,0.8809323906898499,0.2650525,1158,359.3438243865967,0.01095913,23.545835,0.2650525,0.0,359.2113464884036,359.2113464884036
73.725,199251,13,0.9138917699456215,0.20970179,1171,364.9094684123993,0.010854397,23.531673,0.20970179,0.0,357.05659973676416,357.05659973676416
74.8,202332,13,0.9140555411577225,0.23288846,1184,370.37284994125366,0.011228126,23.554934,0.23288846,0.0,366.63000758530734,366.63000758530734
80.125,205344,11,0.874663844704628,0.28328824,1195,375.9083933830261,0.01075383,23.563478,0.28328824,0.0,396.6806580925509,396.6806580925509
81.625,208392,13,0.9125214293599129,0.2696883,1208,381.49582290649414,0.010566482,23.576237,0.2696883,0.0,406.5868635969981,406.5868635969981
81.3,211656,14,0.8676288425922394,0.22157079,1222,387.0213050842285,0.011270826,23.55975,0.22157079,0.0,404.7157700177325,404.7157700177325
78.625,214779,13,0.9114729538559914,0.24443436,1235,392.65153312683105,0.01170898,23.538092,0.24443436,0.0,383.9180001679099,383.9180001679099
80.4,217617,11,0.9131245315074921,0.235498,1246,398.17467427253723,0.010940846,23.528746,0.235498,0.0,388.5466113303718,388.5466113303718
84.4,220878,12,0.8346070051193237,0.23723558,1258,403.8736288547516,0.010475598,23.52785,0.23723558,0.0,407.0616117912357,407.0616117912357
87.225,223857,11,0.8555481433868408,0.2515239,1269,409.42658734321594,0.011415951,23.512615,0.2515239,0.0,429.59018111513734,429.59018111513734
86.75,226845,13,0.885326974093914,0.24492785,1282,415.05183362960815,0.012033718,23.513426,0.24492785,0.0,429.25875315033335,429.25875315033335
86.975,229908,11,0.9121110960841179,0.22333698,1293,420.6778109073639,0.011421705,23.504416,0.22333698,0.0,429.90979692133567,429.90979692133567
83.15,233028,13,0.9084580913186073,0.2603825,1306,426.2110524177551,0.01179486,23.50812,0.2603825,0.0,403.7848977144336,403.7848977144336
82.225,236301,14,0.8783768862485886,0.24981914,1320,431.8878571987152,0.011303946,23.507895,0.24981914,0.0,401.3011407944522,401.3011407944522
73.2,239544,16,0.8804102763533592,0.27466127,1336,437.5771164894104,0.01138938,23.489988,0.27466127,0.0,361.2789439925813,361.2789439925813
74.175,242607,13,0.9032271131873131,0.23662135,1349,443.15914583206177,0.010839892,23.485334,0.23662135,0.0,371.1478831301789,371.1478831301789
75.3,245673,12,0.90037751942873,0.26353133,1361,448.7278687953949,0.010697996,23.512285,0.26353133,0.0,378.73921764890235,378.73921764890235
80.875,248694,12,0.9272658750414848,0.23251644,1373,454.3053162097931,0.011016043,23.513422,0.23251644,0.0,406.70039646003147,406.70039646003147
84.45,251652,12,0.9351053982973099,0.23824656,1385,459.9034676551819,0.01218343,23.522394,0.23824656,0.0,426.34283226689087,426.34283226689087
82.3,254649,13,0.9169896021485329,0.24463677,1398,465.4992673397064,0.0111801755,23.52326,0.24463677,0.0,418.3726045096,418.3726045096
81.8,257898,12,0.8707774728536606,0.27509105,1410,471.19943714141846,0.012011195,23.517744,0.27509105,0.0,409.6312639887877,409.6312639887877
