TimeElapsed,surrgain,TimestepsSoFar,EpTrueRewMean,EpThisIter,EpRewMean,EpisodesSoFar,EpLenMean,entloss,meankl,entropy,optimgain,ev_tdlam_before
1701.6362121105194,0.061283216,204129,1611.3628871192275,3,152.14615,251,493.75,0.0,0.008979857,3.3363588,0.061283216,0.9759319648146629
1727.5161678791046,0.046671025,207801,1673.1077254047268,2,157.97275,253,509.625,0.0,0.0091771055,3.3329008,0.046671025,0.7592497766017914
1751.658174753189,0.061895426,210462,1724.6700854378898,1,162.14702,254,523.2,0.0,0.008468477,3.3232708,0.061895426,0.9744675196707249
1776.4948811531067,0.07531967,212943,1695.2276861523137,2,158.8371,256,513.625,0.0,0.009816956,3.279163,0.07531967,0.9479253068566322
1801.2757802009583,0.049008593,217053,1716.6787771263007,2,158.67827,258,519.0,0.0,0.009885224,3.3012545,0.049008593,0.5759614109992981
1826.6972155570984,0.054702327,219315,1718.773659187719,2,159.14493,260,519.225,0.0,0.008300825,3.272072,0.054702327,0.9413466565310955
1851.8746602535248,0.052904565,223266,1761.9407272656165,2,161.63618,262,530.625,0.0,0.008171317,3.2644153,0.052904565,0.9751359019428492
1876.5199608802795,0.05856548,226458,1774.3446672729472,3,163.09398,265,531.95,0.0,0.009163544,3.2268927,0.05856548,0.9808785151690245
1902.0486340522766,0.062899284,228504,1826.5798475112672,1,167.41617,266,545.525,0.0,0.008864757,3.2402189,0.062899284,0.9663218259811401
1926.9631145000458,0.052613694,231207,1841.6058942289794,2,167.80933,268,549.425,0.0,0.008976044,3.206968,0.052613694,0.494396448135376
1952.493845462799,0.05633446,234036,1797.5978915087035,3,163.56435,271,535.425,0.0,0.009405842,3.1407168,0.05633446,0.959726694971323
1976.7135767936707,0.047654085,237036,1826.5924241660985,1,163.7021,272,544.725,0.0,0.009033515,3.132324,0.047654085,0.0499003529548645
2002.5095989704132,0.048526995,240912,1704.2113145610351,3,153.98064,275,505.15,0.0,0.008321973,3.1391757,0.048526995,0.9797851797193289
2026.9401152133942,0.060379483,243306,1687.3213732252304,2,152.51208,277,498.2,0.0,0.008741852,3.085372,0.060379483,0.9820560701191425
2052.8603706359863,0.05647323,246513,1720.207885511747,2,154.1699,279,506.8,0.0,0.008601209,3.084068,0.05647323,0.984082942828536
2076.964576482773,0.05674635,250248,1606.822974301936,4,147.6615,283,470.175,0.0,0.009144055,3.0230622,0.05674635,0.9550389833748341
2102.768096923828,0.055592574,254370,1683.916294725233,2,152.77054,285,489.675,0.0,0.009627527,2.988024,0.055592574,0.9796757269650698
2127.2762508392334,0.059296243,256074,1643.8493885313007,2,148.8409,287,477.3,0.0,0.009035094,2.9267905,0.059296243,0.977698614820838
2153.2218186855316,0.04870116,261921,1701.5676649269953,3,150.98555,290,492.975,0.0,0.00914849,3.0044122,0.04870116,0.8122681081295013
2177.2008986473083,0.04826221,264921,1747.613929995167,1,153.74002,291,506.6,0.0,0.009002295,3.0397775,0.04826221,-0.011560559272766113
2202.8741607666016,0.059020422,268200,1738.3997914816537,2,151.87636,293,503.325,0.0,0.009095839,3.0172517,0.059020422,0.9773230087012053
2227.447812795639,0.060909778,269538,1698.9963509184818,1,147.9816,294,492.3,0.0,0.009079653,2.9972403,0.060909778,0.9216468706727028
2253.2676689624786,0.05165844,272538,1751.5289425933602,1,150.85669,295,507.2,0.0,0.009370493,2.9935365,0.05165844,0.06710797548294067
2277.2799050807953,0.060100593,275181,1792.9579455738162,1,153.51828,296,518.65,0.0,0.0089493515,3.0036516,0.060100593,0.9255669042468071
2302.878427505493,0.036740333,278181,1830.0572353771263,1,155.694,297,529.475,0.0,0.009047462,3.0296457,0.036740333,-0.0050803422927856445
2327.493038892746,0.060640737,281769,1805.1043568451914,3,154.4871,300,520.45,0.0,0.009449289,3.0482407,0.060640737,0.9706440139561892
2353.067536830902,0.057904676,284739,1825.1005960270165,1,156.35352,301,526.05,0.0,0.009275011,3.002606,0.057904676,0.9437049031257629
2377.6599671840668,0.059320036,287820,1801.970429309956,3,153.6936,304,519.825,0.0,0.008365297,2.94313,0.059320036,0.9584914185106754
2402.876731157303,0.06388776,290943,1804.2111285479525,2,154.40552,306,520.325,0.0,0.009302083,2.950136,0.06388776,0.973370086401701
2427.80198431015,0.062292155,293943,1822.9974767083397,1,156.39796,307,524.55,0.0,0.009578217,2.9632056,0.062292155,0.9123412519693375
2453.410310268402,0.05466928,297627,1899.884793614444,2,162.97156,309,546.55,0.0,0.009017089,2.9298925,0.05466928,0.7432094216346741
2477.7725372314453,0.052826017,300333,1958.1094758341665,1,167.76334,310,562.725,0.0,0.009685374,2.8787088,0.052826017,0.9694489650428295
2503.239748239517,0.05609127,302049,1889.1268241436003,2,163.89975,312,541.775,0.0,0.009971631,2.8892794,0.05609127,0.960136141628027
2528.47407078743,0.0328459,305049,1928.3219133528441,1,167.59966,313,553.15,0.0,0.009183709,2.8747237,0.0328459,-0.01396489143371582
2554.4107995033264,0.05078028,308049,1981.9351563685973,1,172.10242,314,568.85,0.0,0.009355815,2.804653,0.05078028,0.6715729236602783
2578.3762516975403,0.06422275,310377,1975.7897518361963,2,172.29964,316,567.125,0.0,0.009435384,2.8054025,0.06422275,0.9806699883192778
2604.1543474197388,0.04401819,313377,2031.8856902792795,1,176.23207,317,583.925,0.0,0.009049792,2.8253188,0.04401819,0.07503759860992432
2628.736480474472,0.035360776,316377,2067.403114416381,1,178.97136,318,593.9,0.0,0.009371221,2.8438642,0.035360776,0.00785738229751587
2654.030259847641,0.061806336,319557,2072.4524976159596,2,180.64157,320,594.825,0.0,0.008883432,2.8272936,0.061806336,0.9675804749131203
2678.332470178604,0.074332386,323160,2049.8084912850404,4,180.3318,324,588.475,0.0,0.009518726,2.8426003,0.074332386,0.9622267857193947
2703.8303604125977,0.04343756,326802,2074.212904668714,2,182.86679,326,596.325,0.0,0.009949527,2.800678,0.04343756,0.7305879294872284
2728.657718896866,0.052346874,328023,2086.6788317687547,1,184.11243,327,599.575,0.0,0.009273449,2.7245824,0.052346874,0.9776861127465963
2754.312961101532,0.06381607,332205,1906.756381634216,5,169.33365,332,548.925,0.0,0.009389057,2.6842196,0.06381607,0.9337424710392952
2778.53350687027,0.040371157,335205,1938.6310950003717,1,172.86203,333,558.375,0.0,0.009843282,2.650176,0.040371157,0.7723724991083145
