optimgain,EpTrueRewMean,entloss,entropy,surrgain,EpisodesSoFar,TimestepsSoFar,meankl,EpLenMean,ev_tdlam_before,EpThisIter,TimeElapsed,EpRewMean
0.10215135,895.3612612805557,0.0,7.917529,0.10215135,346,235866,0.007910157,495.125,0.6907612681388855,1,302.5524277687073,453.34747
0.105164066,897.2458430475374,0.0,7.909595,0.105164066,348,238764,0.0067210644,484.725,0.8758855760097504,2,306.5656750202179,450.8055
0.086904585,926.396760201855,0.0,7.893113,0.086904585,349,240906,0.007520311,497.475,0.7955746352672577,1,310.66233921051025,461.81503
0.1954837,953.0912680964011,0.0,7.900509,0.1954837,350,243582,0.008131582,510.575,0.9599679857492447,1,314.62655091285706,473.79288
0.094527975,956.8490500080134,0.0,7.8858767,0.094527975,352,246405,0.0072877714,507.0,0.7824549973011017,2,318.6177017688751,475.5423
0.07816814,1021.202560642281,0.0,7.888317,0.07816814,354,250431,0.00768222,530.025,0.5983105301856995,2,322.6267821788788,501.38397
0.09454735,1045.8288733631468,0.0,7.8643184,0.09454735,356,253935,0.007421746,539.925,0.8490165024995804,2,326.7346935272217,506.15546
0.08969154,1058.642574256945,0.0,7.855603,0.08969154,358,257601,0.008031398,539.375,0.9579407088458538,2,330.8019976615906,506.5379
0.088956766,1060.9878053082327,0.0,7.845718,0.088956766,360,261267,0.0075488016,533.275,0.8599734455347061,2,334.8460714817047,502.20184
0.09769523,1028.0600321844834,0.0,7.839359,0.09769523,363,265044,0.0073679388,506.725,0.9233862981200218,3,338.939359664917,481.81818
0.1052492,1040.510273609935,0.0,7.839112,0.1052492,366,268638,0.0077941087,510.9,0.8347271531820297,3,343.0076596736908,487.83417
0.098424956,1132.7100909311475,0.0,7.830445,0.098424956,368,273258,0.007651767,539.125,0.7775621116161346,2,347.1820559501648,524.87714
0.08360998,1116.5194336737245,0.0,7.8311806,0.08360998,369,274413,0.0076474054,530.2,0.6931996643543243,1,351.3285400867462,515.64124
0.13586722,1133.6218692268917,0.0,7.824719,0.13586722,370,276603,0.008648358,534.8,0.8963760063052177,1,355.28487825393677,520.31995
0.07214294,1188.4175916595664,0.0,7.8258176,0.07214294,372,280785,0.00730599,550.6,0.4172234535217285,2,359.33451986312866,540.9484
0.0747523,1224.7330153050282,0.0,7.8240485,0.0747523,373,283785,0.0069504813,565.5,-0.03770315647125244,1,363.31603837013245,551.2542
0.10394436,1217.384768731098,0.0,7.8358126,0.10394436,375,286677,0.0074912338,558.525,0.9222393110394478,2,367.3627698421478,545.6715
0.14794305,1226.5452460878262,0.0,7.834775,0.14794305,376,288600,0.0078140125,561.6,0.8992725610733032,1,371.40353560447693,548.7887
0.13151902,1241.0754704975075,0.0,7.8272834,0.13151902,379,292764,0.0073970146,563.55,0.9079865738749504,3,375.45864272117615,553.08594
0.09169413,1249.1139296325484,0.0,7.8222804,0.09169413,381,296133,0.008017879,564.8,0.9311545342206955,2,379.5358786582947,556.6867
0.09588784,1295.799326818685,0.0,7.829334,0.09588784,383,301095,0.008338822,586.3,0.8638422638177872,2,383.5317153930664,575.1331
0.12476275,1308.490183845711,0.0,7.8241005,0.12476275,384,303729,0.0074094003,596.25,0.9184664338827133,1,387.51162815093994,579.88135
0.08419922,1307.1500014908115,0.0,7.817246,0.08419922,387,308649,0.0078400625,596.25,0.6882480680942535,3,391.45832419395447,573.6567
0.09143437,1320.517983915131,0.0,7.8145905,0.09143437,389,312582,0.0075289025,597.3,0.9384299255907536,2,395.42841935157776,577.5848
0.07892455,1326.719396617087,0.0,7.805909,0.07892455,390,315582,0.008249652,600.0,0.22634923458099365,1,399.4989058971405,577.464
0.09174001,1316.9575492850777,0.0,7.7888336,0.09174001,391,317931,0.0074498854,602.625,0.9104134887456894,1,403.54955983161926,570.9165
0.096976645,1347.1760721718986,0.0,7.76741,0.096976645,393,322068,0.008021528,605.525,0.9113781452178955,2,407.6704173088074,579.5536
0.07897055,1343.4343405262953,0.0,7.7838626,0.07897055,394,323061,0.008653371,605.25,0.786548376083374,1,412.01577591896057,577.0705
0.08191018,1370.4811494097944,0.0,7.783448,0.08191018,395,326061,0.007559791,618.4,0.08452486991882324,1,416.08867144584656,587.694
0.082085244,1381.369629149761,0.0,7.783459,0.082085244,396,328731,0.0069251824,623.3,0.9046466127038002,1,420.1190252304077,593.77576
0.08060105,1385.810835770632,0.0,7.7837405,0.08060105,398,332781,0.008359506,626.5,0.6086244285106659,2,424.2307388782501,592.20776
0.09525125,1390.654913479219,0.0,7.752011,0.09525125,400,335868,0.008096931,621.675,0.5592374801635742,2,428.33162117004395,600.91766
0.0984592,1403.7162034527814,0.0,7.7313113,0.0984592,402,339219,0.0075815134,630.675,0.8407884240150452,2,432.56235098838806,608.06866
0.10791767,1432.5670933766933,0.0,7.7281003,0.10791767,404,343566,0.007986173,639.875,0.8203915059566498,2,436.7262387275696,623.36633
0.091915876,1497.4673360380882,0.0,7.717359,0.091915876,406,347250,0.00825622,655.1,0.8266329765319824,2,440.79262590408325,651.8722
0.096040174,1499.2288952993895,0.0,7.714004,0.096040174,407,349743,0.0078522395,655.125,0.9076584950089455,1,444.89308524131775,651.7954
0.09997107,1534.4292100439538,0.0,7.7003055,0.09997107,409,354669,0.0077121933,668.8,0.806930735707283,2,448.9117331504822,663.58777
0.10194288,1552.32003851716,0.0,7.6907964,0.10194288,410,357216,0.008057328,671.775,0.7648460417985916,1,453.01028776168823,672.775
0.08866571,1485.977970689886,0.0,7.7232656,0.08866571,413,362214,0.00892824,653.575,0.9114792346954346,3,457.12267422676086,654.6724
0.08883165,1488.3313420494078,0.0,7.709415,0.08883165,415,364836,0.0079045575,651.325,0.9070388078689575,2,461.2741332054138,657.0029
0.087135956,1489.6943892381842,0.0,7.7067103,0.087135956,417,368439,0.007871143,649.0,0.866372212767601,2,465.34642791748047,656.2328
0.12197268,1539.2605813580872,0.0,7.7075963,0.12197268,418,370965,0.00952399,660.925,0.6633298099040985,1,469.3975124359131,678.17664
0.0826724,1536.8572462243196,0.0,7.703537,0.0826724,420,373590,0.008302748,659.15,0.7865077406167984,2,473.4230315685272,675.5493
0.09944086,1513.2391350962205,0.0,7.7040563,0.09944086,422,375849,0.008093955,642.125,0.8229827284812927,2,477.60201716423035,664.548
0.090758644,1475.9958190716866,0.0,7.6851044,0.090758644,424,378543,0.00903678,623.45,0.5870252251625061,2,481.62361431121826,652.64844
0.08855602,1474.6818394351376,0.0,7.6831536,0.08855602,427,382875,0.008706243,618.55,0.8725934028625488,3,485.719854593277,652.97205
0.09493427,1475.800142233938,0.0,7.6694303,0.09493427,430,388431,0.008879146,607.075,0.9405940473079681,3,489.83513927459717,651.7383
0.09140435,1495.2902062754813,0.0,7.666203,0.09140435,431,390873,0.009225485,607.85,0.9027938321232796,1,493.90552592277527,657.82947
0.09246127,1451.574946311534,0.0,7.650192,0.09246127,433,392931,0.008592669,590.525,0.8473420739173889,2,497.99795031547546,638.3468
0.0903221,1412.7946729881119,0.0,7.6329803,0.0903221,436,396609,0.007906927,565.65,0.8454596847295761,3,502.0627899169922,619.5054
0.0888569,1376.2927319640025,0.0,7.612919,0.0888569,438,398742,0.008484884,549.675,0.816518560051918,2,506.2241756916046,606.3877
0.10058364,1371.8959951711252,0.0,7.5795164,0.10058364,439,400155,0.008176749,549.775,0.8632113337516785,1,510.29246735572815,599.5747
0.09713532,1404.4537200733384,0.0,7.597336,0.09713532,440,402912,0.008160872,558.7,0.38061684370040894,1,514.2805774211884,613.1556
0.061349258,1444.1180444863003,0.0,7.620301,0.061349258,441,405912,0.008284337,573.225,0.04445838928222656,1,518.229677438736,628.66907
0.08434016,1449.7140879332753,0.0,7.6087646,0.08434016,443,409656,0.008846937,569.4,0.814120888710022,2,522.3041369915009,626.2127
0.083175704,1452.9722435296553,0.0,7.619266,0.083175704,444,411975,0.008236661,570.075,0.8468004316091537,1,526.3606207370758,623.44635
0.10374131,1429.290805903621,0.0,7.6212897,0.10374131,446,414690,0.008056326,562.0,0.7920955717563629,2,530.578204870224,608.44226
0.09519955,1433.0973629250027,0.0,7.5991693,0.09519955,447,417087,0.008929919,561.2,0.8710047006607056,1,534.6489152908325,608.4013
0.09044021,1400.237236510602,0.0,7.6074796,0.09044021,449,420237,0.008320161,546.4,0.8351434171199799,2,538.7772619724274,592.43524
0.09132281,1365.8586419413955,0.0,7.6192055,0.09132281,450,421365,0.008736441,534.575,0.8507786989212036,1,542.823676109314,575.6102
0.07906112,1384.2777275157362,0.0,7.611466,0.07906112,452,425556,0.008417999,536.075,0.5822375416755676,2,546.8661262989044,575.0392
0.07595757,1446.0060158338042,0.0,7.617008,0.07595757,453,428556,0.0081129,552.85,-0.009927868843078613,1,550.9846193790436,595.43195
0.090540625,1450.223475248155,0.0,7.620666,0.090540625,454,430044,0.007333205,553.775,0.7610477209091187,1,555.1679747104645,595.7909
0.07801989,1434.1004699557393,0.0,7.651122,0.07801989,455,430764,0.0073648626,549.4,0.5791827142238617,1,559.3421082496643,588.3346
0.08753778,1483.1409905305145,0.0,7.6325645,0.08753778,457,436182,0.007751972,564.525,0.6198800206184387,2,563.3919725418091,603.76794
0.07480975,1484.4642763267682,0.0,7.620621,0.07480975,458,439182,0.007871385,568.475,0.03770691156387329,1,567.5054211616516,599.5036
0.15420511,1533.3797954591905,0.0,7.6215367,0.15420511,459,442182,0.0084251985,584.45,0.580961674451828,1,571.648179769516,617.58606
0.092325196,1549.7540216301973,0.0,7.5992556,0.092325196,460,444039,0.008441208,587.075,0.6943205296993256,1,575.7165224552155,625.8643
0.08445287,1559.7920152766978,0.0,7.60828,0.08445287,463,448908,0.008041622,592.8,0.5686637759208679,3,579.9018805027008,621.61414
0.07394011,1624.8474458256644,0.0,7.623914,0.07394011,465,454230,0.007428071,613.9,0.5926611423492432,2,584.0965664386749,644.99835
0.0806857,1657.8014780550554,0.0,7.6321445,0.0806857,466,457230,0.0073101297,629.4,0.0036769509315490723,1,588.2621850967407,657.621
0.07688336,1706.0349319943039,0.0,7.619934,0.07688336,467,460230,0.008844782,644.625,0.13039284944534302,1,592.3774261474609,674.765
0.08558077,1681.2264791213063,0.0,7.6275635,0.08558077,468,462288,0.007876661,637.5,0.7200171947479248,1,596.515608549118,664.4314
0.07898757,1728.8292272151812,0.0,7.6289225,0.07898757,469,465288,0.010063939,652.725,-0.007973313331604004,1,600.643764257431,681.5247
0.08555399,1767.571485337891,0.0,7.646305,0.08555399,470,468288,0.008775092,665.475,0.5032223463058472,1,604.7997319698334,697.4538
0.10790038,1782.0657196209127,0.0,7.6601405,0.10790038,472,472401,0.008454796,668.75,0.8206836134195328,2,608.850504398346,705.76117
0.09395777,1808.607661287087,0.0,7.6432366,0.09395777,474,475992,0.008621456,679.725,0.7869884073734283,2,613.0405652523041,716.0604
0.12156059,1811.7858453315653,0.0,7.663193,0.12156059,475,477510,0.007852668,679.125,0.6372824311256409,1,617.1786572933197,717.89246
0.09692952,1867.4245651179335,0.0,7.658462,0.09692952,477,481206,0.0093708765,697.275,0.5497573912143707,2,621.3140051364899,738.4744
0.08714663,1915.2055183001344,0.0,7.657043,0.08714663,478,484206,0.008282884,712.2,-0.14053428173065186,1,625.3915593624115,754.9025
0.072172165,1948.7317473580806,0.0,7.6684,0.072172165,479,487206,0.007862389,725.425,-0.07564544677734375,1,629.3690369129181,767.18024
0.09587025,1950.1059982918719,0.0,7.662963,0.09587025,480,490206,0.007953216,727.45,0.1515520215034485,1,633.4137725830078,761.023
0.06938641,1949.6883928198586,0.0,7.664058,0.06938641,481,493206,0.008962277,727.45,-0.036623239517211914,1,637.5558190345764,758.7497
0.09323867,1956.6843619653234,0.0,7.6604013,0.09323867,482,496206,0.008176673,731.725,0.7453510463237762,1,641.6738429069519,758.47943
0.09697294,1965.3542512428346,0.0,7.65619,0.09697294,484,500121,0.008368848,734.55,0.9200316369533539,2,645.7684199810028,761.881
0.08691705,1989.5567498054122,0.0,7.629337,0.08691705,485,503121,0.009224902,744.3,0.17857849597930908,1,649.8421647548676,771.27185
0.11140598,1933.3480402323348,0.0,7.624935,0.11140598,488,506124,0.008984219,725.125,0.846982479095459,3,653.9131600856781,751.25775
0.09966198,1962.2965991651224,0.0,7.599552,0.09966198,489,508056,0.009292334,731.825,0.9065466672182083,1,657.9580557346344,761.4166
0.094049394,1938.4770706594704,0.0,7.611141,0.094049394,491,510939,0.008472262,721.45,0.8637550175189972,2,662.085512638092,753.13586
0.09158758,1903.1587227893003,0.0,7.6278043,0.09158758,494,515274,0.008982033,710.25,0.8286000490188599,3,666.201587677002,739.0434
0.08462681,1896.1138848487456,0.0,7.593124,0.08462681,496,518859,0.009085694,709.125,0.5728874206542969,2,670.205974817276,735.4988
0.093563765,1897.411528806643,0.0,7.5802455,0.093563765,497,520974,0.009073579,706.6,0.8133766502141953,1,674.413979768753,736.33826
0.104220495,1794.8178338000646,0.0,7.568128,0.104220495,500,524526,0.009110749,670.725,0.850091353058815,3,678.5357191562653,695.7055
0.08714937,1791.647982604953,0.0,7.5905604,0.08714937,501,527526,0.008758623,670.725,-0.0449596643447876,1,682.636880159378,696.0631
0.07933698,1883.5109339844646,0.0,7.599122,0.07933698,503,532653,0.00852124,697.875,0.22814983129501343,2,686.8404738903046,729.3097
0.09093575,1880.3993675754239,0.0,7.602665,0.09093575,504,535653,0.009405648,697.875,0.07042765617370605,1,690.937912940979,728.8064
0.12460533,1897.7857228504429,0.0,7.602421,0.12460533,505,538653,0.009890801,703.525,0.3648117184638977,1,695.0261785984039,735.5819
0.123246096,1902.694269323095,0.0,7.581225,0.123246096,506,541458,0.010039568,701.9,0.6437437832355499,1,699.0424697399139,735.69305
0.08174433,1898.38654123325,0.0,7.589294,0.08174433,507,544458,0.008458752,701.9,0.7539476305246353,1,703.1135036945343,732.53625
0.12191431,1916.4955015038327,0.0,7.582413,0.12191431,508,546909,0.00976139,705.175,0.8497116267681122,1,707.1908340454102,738.69135
0.08091853,1914.8184688275214,0.0,7.546451,0.08091853,509,549909,0.0079183495,705.175,0.015514075756072998,1,711.2518615722656,737.12634
0.097381085,1890.0619072057539,0.0,7.538024,0.097381085,510,551868,0.008587981,696.5,0.8954648226499557,1,715.2842516899109,725.8674
0.08064233,1931.2599507527113,0.0,7.549378,0.08064233,511,554868,0.009585973,706.125,0.08047109842300415,1,719.4069802761078,739.4346
0.09522383,1897.7221202728517,0.0,7.5452757,0.09522383,512,556119,0.008865779,697.65,0.7756390422582626,1,723.5037298202515,724.8712
0.087037876,1905.6133132759198,0.0,7.5339956,0.087037876,513,559119,0.008375543,697.65,0.23556184768676758,1,727.6102032661438,725.1017
0.11106939,1859.6258426772863,0.0,7.53088,0.11106939,516,562320,0.008598945,681.75,0.8535889983177185,3,731.7560031414032,706.5701
0.082282186,1921.403230286201,0.0,7.525512,0.082282186,517,565320,0.009569599,700.95,0.03186112642288208,1,735.8867561817169,728.47363
0.11655232,1883.3735676340525,0.0,7.5190463,0.11655232,519,569244,0.008472504,683.65,0.8555394113063812,2,739.9741086959839,714.77484
0.08069968,1883.7932791753215,0.0,7.5240355,0.08069968,520,572244,0.0077950656,683.65,-0.06942379474639893,1,744.0428414344788,715.13605
0.08098568,1821.1978312890678,0.0,7.527222,0.08098568,522,575214,0.0085780695,658.4,0.7652947008609772,2,748.1582660675049,691.2118
0.102744445,1777.4237118363476,0.0,7.5225205,0.102744445,523,576441,0.008039316,645.975,0.6319449543952942,1,752.2576444149017,674.8345
0.07027195,1824.0782941977682,0.0,7.5099454,0.07027195,524,579441,0.008047584,661.0,0.0025066733360290527,1,756.3175258636475,690.72266
0.091271624,1831.0678591716073,0.0,7.5150023,0.091271624,526,583722,0.008354186,662.6,0.6400614678859711,2,760.4836497306824,690.13116
0.09428829,1841.0909376142204,0.0,7.539078,0.09428829,528,585966,0.009181505,665.35,0.7310753166675568,2,764.6520671844482,692.2874
0.08403285,1872.5194562109887,0.0,7.5521274,0.08403285,530,590877,0.009056045,675.225,0.5254682004451752,2,768.7931425571442,703.7806
0.08276498,1915.5944770925412,0.0,7.5664024,0.08276498,531,593877,0.01077212,691.15,-0.10163497924804688,1,772.8788695335388,719.15063
0.08016855,1941.3568175040025,0.0,7.543888,0.08016855,532,596877,0.009284093,695.475,0.09411227703094482,1,776.9347012042999,727.7607
0.08285698,2003.3862190549394,0.0,7.5446653,0.08285698,533,599877,0.009230433,714.975,-0.011600971221923828,1,781.0682094097137,750.7867
0.081084505,2051.890894100006,0.0,7.546505,0.081084505,534,602877,0.008665152,730.025,-0.03681159019470215,1,785.2921509742737,767.5079
0.076098725,2051.4258956640574,0.0,7.519699,0.076098725,535,605877,0.009170881,730.025,-0.006395101547241211,1,789.3955843448639,765.2103
0.08296919,2112.3429315713483,0.0,7.5234246,0.08296919,536,608877,0.009110828,750.15,0.02102726697921753,1,793.574196100235,785.9187
0.10865989,2131.8193394503437,0.0,7.5180707,0.10865989,537,611721,0.008403301,756.225,0.7607421427965164,1,797.720242023468,791.8025
0.08125004,2171.868047976213,0.0,7.5106325,0.08125004,538,614721,0.009276118,769.7,-0.15187323093414307,1,801.8501608371735,805.04504
0.10053988,2200.963087140918,0.0,7.4827886,0.10053988,540,618114,0.008405596,779.9,0.7893016487360001,2,806.0021274089813,815.0197
0.098853454,2215.5095158661316,0.0,7.474793,0.098853454,541,621114,0.009315524,779.9,-0.23742926120758057,1,810.0801060199738,818.5216
0.10966015,2218.2925170643166,0.0,7.479784,0.10966015,542,623229,0.0093553625,779.8,0.8789275363087654,1,814.1589286327362,818.0916
0.092875175,2112.2355558896706,0.0,7.462878,0.092875175,545,627294,0.008928848,738.675,0.9380369931459427,3,818.2139422893524,774.63495
0.1016967,2119.1194771577166,0.0,7.4743805,0.1016967,546,630294,0.008639129,740.3,-0.14307868480682373,1,822.5014169216156,775.5065
0.08214107,2069.869842357908,0.0,7.480651,0.08214107,548,633984,0.009653632,725.625,0.7449540197849274,2,826.5872254371643,758.35095
0.09666436,2044.484245110619,0.0,7.4819913,0.09666436,550,638067,0.008914446,718.325,0.7820684462785721,2,830.5970051288605,749.32056
0.08834609,2046.6689821668035,0.0,7.4976153,0.08834609,551,641067,0.009273037,718.325,0.3866109251976013,1,834.6143107414246,747.7733
0.09693124,2050.4039524309783,0.0,7.490219,0.09693124,553,645177,0.0084445905,717.15,0.6510903239250183,2,838.7355580329895,748.1875
0.0919545,2096.6990430773485,0.0,7.4960938,0.0919545,554,648177,0.008641656,730.6,0.5984229743480682,1,842.8648197650909,763.5007
0.10853003,2159.8407379312584,0.0,7.50153,0.10853003,556,652209,0.008371093,749.075,0.8731051385402679,2,847.0134494304657,784.0104
0.106091216,2136.28058138267,0.0,7.4807143,0.106091216,557,654333,0.008358299,741.775,0.960755005478859,1,851.0511202812195,775.1614
0.09113802,2148.232902547029,0.0,7.457825,0.09113802,558,657333,0.0092091,745.925,-0.11341071128845215,1,855.1947238445282,777.9782
0.10287573,2185.946939281093,0.0,7.440844,0.10287573,559,659781,0.008780363,754.475,0.9105864614248276,1,859.3555631637573,788.5156
0.093368165,2193.2575320299834,0.0,7.3977046,0.093368165,560,662781,0.009214772,754.475,-0.015921354293823242,1,863.5437126159668,788.2189
0.10121955,2216.2848350043123,0.0,7.3785534,0.10121955,561,665490,0.008929005,757.9,0.8487607687711716,1,867.6180276870728,794.0116
0.081122756,2284.903974670103,0.0,7.368961,0.081122756,562,668490,0.008658148,777.3,0.032829344272613525,1,871.7585334777832,815.822
0.10808797,2336.7952612695185,0.0,7.3664417,0.10808797,563,671370,0.008461598,791.075,0.8663490414619446,1,875.8839230537415,832.61456
