TimestepsSoFar,entropy,entloss,TimeElapsed,EpisodesSoFar,optimgain,EpThisIter,EpTrueRewMean,EpRewMean,meankl,surrgain,EpLenMean,ev_tdlam_before
267264,23.294416,0.0,563.9650530815125,1424,0.2736877,13,390.3672237712275,54.697784,0.012368642,0.2736877,78.75,0.8276316672563553
270456,23.295633,0.0,570.3628141880035,1437,0.2364693,13,392.7613233312469,56.967216,0.011369217,0.2364693,78.975,0.7604325711727142
273480,23.273842,0.0,576.8782994747162,1451,0.26289666,14,389.792899453991,57.81701,0.0121927885,0.26289666,78.4,0.7912238389253616
276504,23.298832,0.0,583.3428332805634,1462,0.25041014,11,408.2455266911235,59.422688,0.0113566965,0.25041014,81.2,0.8411369323730469
279363,23.277826,0.0,589.965982913971,1474,0.21227652,12,398.74999061434755,55.753227,0.010662384,0.21227652,80.25,0.77137391269207
282276,23.28449,0.0,596.5785970687866,1486,0.27394643,12,415.0977403179756,53.90873,0.012066324,0.27394643,82.8,0.8042229115962982
285429,23.275373,0.0,603.1414942741394,1500,0.22445422,14,400.5376536368234,51.525513,0.013721022,0.22445422,79.7,0.8151508271694183
288597,23.281918,0.0,609.672544002533,1514,0.30656427,14,392.8264175667173,50.75547,0.012240659,0.30656427,76.95,0.7606072276830673
291669,23.265205,0.0,616.2903468608856,1526,0.2695418,12,395.6095375967061,51.885815,0.010806571,0.2695418,78.275,0.8543109893798828
294876,23.265951,0.0,623.0305075645447,1538,0.2866751,12,413.563361185942,56.403027,0.012409758,0.2866751,82.125,0.7985878139734268
297981,23.265886,0.0,629.4398460388184,1550,0.24639706,12,420.9586932872012,58.63916,0.0116956085,0.24639706,85.425,0.8456441015005112
300972,23.26652,0.0,635.9135644435883,1562,0.30083787,12,428.55631815129954,60.52616,0.012434997,0.30083787,87.325,0.7344529926776886
303915,23.250242,0.0,642.4376673698425,1574,0.2648,12,411.6464840320362,58.034584,0.012141168,0.2648,82.925,0.8382660001516342
306921,23.244207,0.0,648.9899570941925,1586,0.256985,12,413.7779724255637,57.918385,0.011696607,0.256985,82.625,0.7924540489912033
309999,23.248049,0.0,655.9515936374664,1598,0.25614953,12,419.32169020180436,61.509144,0.011974522,0.25614953,83.275,0.8241101652383804
313035,23.242697,0.0,662.484920501709,1609,0.15878618,11,429.9075907710352,62.31605,0.004053925,0.15878618,85.425,0.8224942535161972
316062,23.238298,0.0,669.0697271823883,1621,0.24259292,12,436.42165318031476,63.752514,0.011974812,0.24259292,87.5,0.8646906316280365
319209,23.237469,0.0,675.679842710495,1633,0.25213546,12,432.11903623256376,62.13813,0.012259342,0.25213546,86.625,0.8754350170493126
322158,23.233664,0.0,682.3242342472076,1645,0.25009078,12,416.8602706348629,60.01046,0.01184495,0.25009078,84.625,0.7797470986843109
325182,23.24276,0.0,688.9721148014069,1658,0.25541234,13,405.4428761912409,55.335438,0.012680018,0.25541234,81.8,0.8385013490915298
328218,23.231207,0.0,695.5918073654175,1670,0.3285663,12,398.60349496916297,54.18667,0.012374168,0.3285663,81.25,0.8041676580905914
331332,23.225359,0.0,702.2048704624176,1682,0.31910953,12,410.37073973560035,53.605705,0.013144931,0.31910953,83.75,0.7741509974002838
334212,23.2265,0.0,708.8209095001221,1691,0.3274473,9,428.15111271348724,55.787994,0.01214152,0.3274473,87.6,0.7349363565444946
337224,23.226967,0.0,715.492725610733,1702,0.274294,11,458.3804891799853,61.734947,0.013188498,0.274294,93.525,0.8067376464605331
340533,23.220968,0.0,722.0241532325745,1715,0.24466367,13,455.0923586795041,60.504932,0.012347445,0.24466367,92.95,0.8292061686515808
343665,23.213846,0.0,728.526743888855,1728,0.27452618,13,428.66028620592334,59.99471,0.0129282335,0.27452618,87.075,0.8247098028659821
346530,23.215067,0.0,735.1942257881165,1740,0.26005083,12,395.04457942897596,52.006805,0.011326583,0.26005083,80.8,0.7943781167268753
349584,23.210518,0.0,741.7763259410858,1751,0.2722386,11,424.5235257932183,57.45266,0.012607944,0.2722386,85.075,0.7914467453956604
352656,23.20899,0.0,748.4157538414001,1763,0.28098518,12,413.1226064990211,54.489937,0.0131567195,0.28098518,83.225,0.7507488280534744
355812,23.208757,0.0,755.0921776294708,1775,0.26317337,12,436.06255933470493,56.94176,0.01260592,0.26317337,88.0,0.8419841825962067
358815,23.198418,0.0,761.7059848308563,1786,0.26304013,11,436.37584995431536,59.027367,0.012731855,0.26304013,88.85,0.8088530600070953
361650,23.199713,0.0,768.3900220394135,1797,0.30904126,11,429.72524056887175,57.912365,0.013696041,0.30904126,88.225,0.8203329741954803
364617,23.198908,0.0,775.0452656745911,1808,0.2690205,11,429.4335572623604,60.372643,0.013344943,0.2690205,87.8,0.7777862548828125
367569,23.204039,0.0,781.6545343399048,1819,0.25947535,11,434.47757120287577,59.523964,0.014951503,0.25947535,87.825,0.8742427974939346
370752,23.195051,0.0,788.361453294754,1831,0.26739493,12,436.5691592078814,59.09552,0.012646228,0.26739493,87.5,0.8345182985067368
373791,23.191633,0.0,795.01149559021,1843,0.30366644,12,433.12654282937484,59.939972,0.014234841,0.30366644,87.375,0.7748563289642334
377079,23.19269,0.0,801.5758085250854,1855,0.2517133,12,433.7455103711003,60.67976,0.013727562,0.2517133,88.125,0.8201074004173279
380178,23.19483,0.0,808.1499605178833,1865,0.2706917,10,446.7436761090952,65.163574,0.013238308,0.2706917,91.0,0.8020107001066208
383295,23.198895,0.0,814.7345314025879,1877,0.3221556,12,450.20180270201183,64.74849,0.014313317,0.3221556,91.65,0.8327993005514145
386388,23.202631,0.0,821.3846564292908,1889,0.25670445,12,449.58979111901044,64.06828,0.012249157,0.25670445,91.05,0.8157143145799637
389538,23.203146,0.0,828.0957760810852,1900,0.26508224,11,444.9962540909804,61.854237,0.013769707,0.26508224,90.55,0.8528947681188583
392520,23.197527,0.0,834.8060176372528,1911,0.36178166,11,447.3697244445011,60.915825,0.014102612,0.36178166,90.65,0.8550930470228195
395784,23.204021,0.0,841.3941531181335,1922,0.24960925,11,452.4352082119507,61.474266,0.013994971,0.24960925,91.775,0.8656061291694641
399123,23.201906,0.0,847.9400777816772,1935,0.26077282,13,459.7049771382832,63.96403,0.013434174,0.26077282,93.625,0.8287625163793564
402195,23.202127,0.0,854.5592606067657,1946,0.2647754,11,461.02051945788264,66.60771,0.013506507,0.2647754,92.2,0.8121959716081619
405156,23.202394,0.0,861.1347591876984,1958,0.27963012,12,436.19646653871223,65.745735,0.0136694815,0.27963012,87.375,0.7928776741027832
408285,23.197283,0.0,867.7715306282043,1970,0.30817682,12,433.4443787988822,63.240417,0.013818176,0.30817682,87.15,0.8916051611304283
411285,23.19702,0.0,874.4685254096985,1982,0.2941553,12,423.32268502440127,60.80543,0.0145860575,0.2941553,85.65,0.8642802387475967
414369,23.197823,0.0,881.1747527122498,1993,0.28001267,11,421.0429062185067,60.084766,0.013745255,0.28001267,86.125,0.8601847887039185
417336,23.201338,0.0,887.7995119094849,2004,0.2825864,11,438.2815142613787,61.170788,0.013608117,0.2825864,88.525,0.8450490385293961
420531,23.196527,0.0,894.3395018577576,2017,0.14277954,13,435.9525388961949,59.462585,0.0038404865,0.14277954,87.275,0.8641261756420135
423507,23.196539,0.0,901.0444808006287,2027,0.28131247,10,450.3924159562819,62.66925,0.0140851755,0.28131247,90.075,0.8032735884189606
426543,23.189474,0.0,907.7732286453247,2038,0.34967655,11,442.97926968555055,60.562622,0.014033619,0.34967655,88.95,0.8442164957523346
429702,23.181417,0.0,914.3361644744873,2050,0.24941297,12,449.6125677002816,61.63205,0.012888428,0.24941297,90.325,0.8163270503282547
432774,23.173117,0.0,920.9839091300964,2061,0.31439388,11,456.5950934979643,61.635273,0.01448875,0.31439388,91.3,0.860027015209198
435786,23.178467,0.0,927.6376464366913,2074,0.26339582,13,420.2423174093339,57.242237,0.01435685,0.26339582,85.05,0.7841411232948303
438705,23.178402,0.0,934.547242641449,2085,0.370973,11,433.08711477174563,60.37803,0.014846649,0.370973,87.425,0.8047335594892502
442047,23.177313,0.0,941.1783049106598,2097,0.1449613,12,428.06213302129606,59.859486,0.0038098139,0.1449613,85.625,0.8284545242786407
445209,23.181154,0.0,947.7587852478027,2109,0.13870949,12,449.93608266884456,62.93255,0.003874217,0.13870949,89.2,0.8260409235954285
448173,23.177496,0.0,954.4051220417023,2120,0.28269738,11,467.8027019715315,62.507374,0.013882465,0.28269738,91.475,0.8089794367551804
451296,23.181576,0.0,961.0930094718933,2133,0.29374397,13,436.9383584289482,58.7949,0.0135635855,0.29374397,86.9,0.7742509245872498
454281,23.181658,0.0,967.7177836894989,2145,0.28459138,12,427.04527231585723,57.63629,0.0135147795,0.28459138,85.175,0.872685968875885
457317,23.17889,0.0,974.305362701416,2156,0.29339868,11,436.15748650744473,61.478577,0.014177852,0.29339868,87.05,0.8512059152126312
460545,23.17889,0.0,980.8850820064545,2169,0.31045532,13,427.3050872496522,61.384815,0.014210543,0.31045532,85.025,0.8622030168771744
463716,23.16699,0.0,987.5827059745789,2181,0.28230554,12,443.7064298318022,62.24215,0.013772808,0.28230554,88.25,0.7922869473695755
466734,23.164242,0.0,994.1354327201843,2193,0.2846601,12,430.7164506032859,59.750744,0.013675529,0.2846601,86.175,0.843667134642601
469857,23.16105,0.0,1000.6833505630493,2204,0.3163917,11,444.19022168003903,59.14041,0.014671816,0.3163917,88.25,0.8811271116137505
472767,23.15267,0.0,1007.2279493808746,2214,0.16614366,10,456.63852286613945,60.395214,0.0041701114,0.16614366,91.6,0.8060296922922134
475884,23.149006,0.0,1013.8409962654114,2225,0.35671967,11,466.9946494224638,61.543404,0.014108284,0.35671967,92.625,0.7765351235866547
478962,23.144838,0.0,1020.4684975147247,2237,0.2865309,12,461.9578676759802,61.175873,0.013676135,0.2865309,92.325,0.8069330155849457
482013,23.146463,0.0,1027.019537448883,2249,0.28632048,12,449.21369807791433,61.035286,0.014531709,0.28632048,90.325,0.8563183099031448
484869,23.140402,0.0,1033.5742666721344,2260,0.25648558,11,426.65614874158075,58.620323,0.0131071275,0.25648558,85.95,0.8798804730176926
487734,23.13729,0.0,1040.2750706672668,2270,0.26975542,10,435.39353383754735,59.60195,0.014966063,0.26975542,88.225,0.8772278726100922
490995,23.131594,0.0,1046.9679102897644,2282,0.31413522,12,447.6041696527608,61.46826,0.013719875,0.31413522,89.7,0.8267814069986343
493947,23.131838,0.0,1053.5312490463257,2294,0.28257507,12,450.052380048711,61.114464,0.014621783,0.28257507,89.975,0.8269640505313873
497082,23.12889,0.0,1060.205246925354,2306,0.29769272,12,437.4008018991102,60.34374,0.013592357,0.29769272,86.3,0.8513138741254807
500397,23.12596,0.0,1066.8071975708008,2317,0.3034206,11,454.5966902627332,64.00765,0.013817201,0.3034206,90.175,0.8379900008440018
503559,23.124687,0.0,1073.5109519958496,2330,0.27048096,13,449.95423966794385,62.272583,0.014804145,0.27048096,89.15,0.8241937160491943
506325,23.12409,0.0,1080.2243263721466,2340,0.2861082,10,464.66408711469904,63.844055,0.013900569,0.2861082,91.95,0.8214414417743683
509559,23.125814,0.0,1086.8466391563416,2351,0.31858128,11,463.24685639953225,64.30327,0.01489342,0.31858128,92.55,0.8199382871389389
512799,23.128168,0.0,1093.4875583648682,2362,0.3582281,11,470.61459058404927,65.49635,0.014750428,0.3582281,92.9,0.8538527190685272
516162,23.127377,0.0,1099.9643392562866,2374,0.13703156,12,470.2866561785786,64.78357,0.004007585,0.13703156,93.95,0.8537464439868927
519243,23.129393,0.0,1106.4937081336975,2385,0.15626338,11,482.1952941421165,66.729065,0.003985954,0.15626338,96.55,0.8439234346151352
522501,23.126463,0.0,1113.0061311721802,2397,0.27458966,12,460.7341041127653,63.2135,0.014192183,0.27458966,92.625,0.8583711534738541
525597,23.114824,0.0,1119.5538139343262,2409,0.29371002,12,447.30536086042866,61.275127,0.013881292,0.29371002,90.375,0.8648297637701035
528792,23.110044,0.0,1126.1593329906464,2420,0.29319885,11,450.264984412961,61.359272,0.013914425,0.29319885,89.925,0.8654596507549286
531957,23.112776,0.0,1132.7841041088104,2431,0.15368679,11,460.7006259070839,63.229473,0.0041148774,0.15368679,91.775,0.824872687458992
535248,23.113203,0.0,1139.303435087204,2442,0.3542566,11,490.7323192729267,66.53131,0.014407316,0.3542566,97.025,0.8549862951040268
538356,23.107664,0.0,1145.9572179317474,2453,0.30063343,11,489.9991448587436,67.08215,0.014289074,0.30063343,96.35,0.856651782989502
541428,23.107096,0.0,1152.5228641033173,2464,0.1421288,11,487.78574046529445,66.63794,0.0041549737,0.1421288,96.3,0.8319357931613922
544491,23.103292,0.0,1159.1000094413757,2475,0.14669943,11,480.89059599403015,63.998302,0.0039267275,0.14669943,94.875,0.7921192348003387
547590,23.10529,0.0,1165.6601831912994,2486,0.32253313,11,470.9398577565591,63.813427,0.013990315,0.32253313,93.7,0.8513019680976868
550581,23.100014,0.0,1172.3388226032257,2497,0.42378026,11,463.8782502722788,63.15088,0.0040703937,0.42378026,92.225,0.8188658505678177
553581,23.100813,0.0,1178.8953516483307,2506,0.3769726,9,487.3421599950332,67.4265,0.014342011,0.3769726,96.75,0.7620089054107666
556437,23.102943,0.0,1185.4866824150085,2516,0.2901173,10,487.5336167295395,67.968994,0.014024442,0.2901173,97.1,0.8825659528374672
559827,23.107338,0.0,1192.1502542495728,2526,0.13586572,10,511.32160389654473,71.77188,0.0040860893,0.13586572,101.975,0.8817855641245842
562893,23.108644,0.0,1198.6881914138794,2537,0.32593846,11,513.7759755589728,70.55516,0.014167761,0.32593846,102.6,0.844616249203682
565950,23.106136,0.0,1205.2778043746948,2548,0.14598157,11,494.41402931868436,68.07008,0.0038495623,0.14598157,98.3,0.862078845500946
569016,23.107668,0.0,1211.8091444969177,2558,0.15473133,10,486.121044957464,68.56002,0.004180181,0.15473133,96.8,0.7662733942270279
572058,23.095968,0.0,1218.3862357139587,2570,0.29165155,12,459.4853379740422,67.033875,0.01450981,0.29165155,91.225,0.8137486726045609
575184,23.098166,0.0,1225.054445028305,2580,0.15258572,10,489.97059311283994,69.4275,0.003978433,0.15258572,95.4,0.8283091336488724
578004,23.09986,0.0,1231.54443025589,2590,0.27875325,10,472.045043421035,65.83478,0.014731061,0.27875325,93.225,0.877348780632019
581088,23.100994,0.0,1238.0829887390137,2600,0.14765978,10,483.53188886103453,65.87307,0.0041617076,0.14765978,95.725,0.8648405820131302
584325,23.100813,0.0,1244.6369802951813,2611,0.31833082,11,492.24868911937773,66.145386,0.014079539,0.31833082,99.275,0.8435572981834412
587382,23.10008,0.0,1251.5010178089142,2620,0.28329277,9,491.6715051440553,66.962906,0.01377899,0.28329277,101.65,0.8461093008518219
590508,23.099936,0.0,1258.1659009456635,2631,0.14234298,11,497.6284882267508,67.404465,0.003917505,0.14234298,102.1,0.8704565465450287
593469,23.096272,0.0,1264.6889052391052,2642,0.28758782,11,478.05952817785385,64.786224,0.014141405,0.28758782,97.7,0.855419710278511
596577,23.092607,0.0,1271.200362920761,2653,0.13687076,11,487.24986376184114,66.7426,0.0040751677,0.13687076,97.525,0.8271955400705338
599418,23.089617,0.0,1277.7702736854553,2663,0.30832434,10,473.137514837587,63.688324,0.014784749,0.30832434,94.0,0.8142337501049042
602502,23.087729,0.0,1284.371441602707,2673,0.14644492,10,483.95424885634174,65.248825,0.003948896,0.14644492,95.7,0.8999993950128555
605421,23.087137,0.0,1291.0732049942017,2684,0.15870161,11,479.92411801164565,65.987915,0.0038224882,0.15870161,94.525,0.8949252143502235
608490,23.084892,0.0,1297.7034931182861,2694,0.16746429,10,486.1522885069282,62.642384,0.004095666,0.16746429,97.175,0.860440582036972
611595,23.0805,0.0,1304.3244326114655,2704,0.31453997,10,496.2777014884914,65.766136,0.014095462,0.31453997,99.1,0.8976346775889397
614703,23.079918,0.0,1310.7659893035889,2716,0.29649422,12,474.43926919030946,62.9739,0.014884335,0.29649422,94.425,0.8515681475400925
617940,23.081076,0.0,1317.6209444999695,2728,0.2762184,12,467.5420138889223,63.278614,0.014705334,0.2762184,92.975,0.8913492113351822
621225,23.082455,0.0,1324.3316056728363,2740,0.291947,12,454.47781339415576,60.259106,0.014789207,0.291947,89.775,0.9030035212635994
624450,23.084478,0.0,1331.0526850223541,2750,0.31643367,10,481.18371757062675,61.879566,0.014999845,0.31643367,95.375,0.9107128754258156
627510,23.086506,0.0,1337.7465651035309,2760,0.28229272,10,492.6350460377278,62.42863,0.014988877,0.28229272,97.275,0.8721505403518677
630795,23.085287,0.0,1344.3480079174042,2769,0.31978992,9,530.7909404897448,67.90768,0.014749071,0.31978992,104.85,0.823339432477951
633825,23.08374,0.0,1351.1188027858734,2779,0.28367484,10,536.3173469434143,70.94154,0.014479883,0.28367484,106.875,0.8055888265371323
637038,23.077227,0.0,1357.7236821651459,2790,0.15219957,11,526.4726311545404,71.31527,0.004037859,0.15219957,104.9,0.8524381816387177
640398,23.076494,0.0,1364.4043989181519,2802,0.34489048,12,506.2618102372351,70.012405,0.014745519,0.34489048,101.15,0.8604130148887634
643368,23.079813,0.0,1371.1541011333466,2812,0.3027631,10,490.85724147629634,68.02656,0.014969362,0.3027631,97.1,0.8134538233280182
646539,23.079592,0.0,1377.8400948047638,2824,0.15617537,12,479.65699397005693,67.2424,0.0041043004,0.15617537,93.45,0.8037097305059433
649683,23.064436,0.0,1384.6248145103455,2836,0.14803109,12,467.4230638533901,63.647083,0.0039543347,0.14803109,91.25,0.8251484036445618
652530,23.062431,0.0,1391.3564932346344,2845,0.15039796,9,488.9015116800034,67.814514,0.0039041839,0.15039796,94.85,0.8109126538038254
655662,23.06275,0.0,1398.0786957740784,2856,0.13883781,11,488.1962825758371,68.817764,0.0038393494,0.13883781,95.15,0.8622318506240845
658575,23.06388,0.0,1404.7528614997864,2867,0.3027978,11,477.9072150676669,65.429016,0.014830117,0.3027978,93.6,0.816767543554306
661671,23.059996,0.0,1411.4488236904144,2878,0.14926872,11,484.589489397035,65.23309,0.0038275816,0.14926872,94.925,0.8597802668809891
664953,23.062176,0.0,1418.0917150974274,2889,0.29267406,11,478.1885993441816,64.80469,0.014753264,0.29267406,94.7,0.8404887318611145
667827,23.06258,0.0,1424.7224836349487,2898,0.15668285,9,493.2327343415345,63.36388,0.003818331,0.15668285,97.3,0.7866032123565674
670665,23.065672,0.0,1431.4303526878357,2908,0.14769529,10,503.48775371263275,66.25773,0.003991253,0.14769529,98.475,0.8715890347957611
673734,23.06144,0.0,1438.1335754394531,2919,0.27344775,11,492.8490964570914,68.09685,0.013874803,0.27344775,96.9,0.860729306936264
676572,23.063639,0.0,1444.8164377212524,2930,0.1405043,11,482.44844426717344,65.16795,0.0040315865,0.1405043,94.275,0.8291575163602829
679824,23.06639,0.0,1451.536416053772,2942,0.1729264,12,459.1732871889243,63.613728,0.0037903734,0.1729264,91.425,0.8651003688573837
