EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,optimgain,EpLenMean,entloss,TimeElapsed,entropy,EpThisIter,TimestepsSoFar,EpRewMean,surrgain,meankl
597,2055.2902689578614,0.8863602727651596,0.094952025,636.775,0.0,1353.4713776111603,7.249373,1,648420,668.9147,0.094952025,0.010417605
599,2068.387533742188,0.8443566560745239,0.10155937,639.625,0.0,1360.5719211101532,7.259335,2,651435,670.2098,0.10155937,0.009571308
602,1978.022709946284,0.8835327997803688,0.11352533,615.25,0.0,1367.7975676059723,7.2718053,3,654624,647.2831,0.11352533,0.009051895
603,1961.7454555157406,0.4453957676887512,0.076234385,615.25,0.0,1375.2010345458984,7.2563605,1,657624,644.8376,0.076234385,0.010135473
605,1926.7931484870344,0.7491600215435028,0.090445966,606.275,0.0,1382.1885418891907,7.232958,2,661524,636.1644,0.090445966,0.009439347
606,2008.5384259853884,0.9071522131562233,0.11554991,625.875,0.0,1389.4992756843567,7.2201056,1,664524,657.99316,0.11554991,0.008579202
607,1934.8040755604889,0.6279324591159821,0.17094228,606.525,0.0,1396.3448765277863,7.2189336,1,665202,639.9088,0.17094228,0.010317303
608,2014.429291055402,0.9351273998618126,0.11707809,626.6,0.0,1403.6278138160706,7.2461705,1,668202,660.4403,0.11707809,0.009196604
609,2050.3606008291995,0.10479110479354858,0.09710466,634.8,0.0,1410.62597489357,7.234205,1,671202,667.4991,0.09710466,0.009367136
611,2103.1993018626977,0.7045261561870575,0.08757659,645.75,0.0,1417.8176407814026,7.2190547,2,674928,679.1648,0.08757659,0.008927665
612,2156.5188474407614,0.740249365568161,0.11037399,659.025,0.0,1424.6034231185913,7.218507,1,677313,691.41125,0.11037399,0.008909138
613,2189.780672609275,0.5976722538471222,0.08971948,665.15,0.0,1431.142986536026,7.2076583,1,680313,695.8541,0.08971948,0.0098500075
614,2201.3966539021744,0.3374122977256775,0.104401216,668.175,0.0,1437.6699612140656,7.203857,1,683313,697.9828,0.104401216,0.009951087
616,2191.774942352776,0.8747461587190628,0.101648845,664.825,0.0,1444.136066198349,7.2236323,2,686001,697.48145,0.101648845,0.009932341
620,2103.954960297465,0.9331477880477905,0.12108114,638.5,0.0,1450.6623361110687,7.2163863,4,690684,677.4271,0.12108114,0.010397844
621,2096.5855357884557,0.25385332107543945,0.07670152,638.5,0.0,1457.155844449997,7.1916547,1,693684,677.211,0.07670152,0.0094837975
623,2034.0425561795441,0.48649686574935913,0.08797592,622.45,0.0,1463.7257523536682,7.2065434,2,697077,659.6497,0.08797592,0.009189173
625,1989.7087887704445,0.510105311870575,0.0972852,613.65,0.0,1470.188796043396,7.193539,2,700548,650.0014,0.0972852,0.009942686
628,1976.1607644103121,0.8177278637886047,0.11150373,606.95,0.0,1476.7577922344208,7.18413,3,704346,644.31775,0.11150373,0.008792337
629,1977.8916014592037,-0.059035539627075195,0.09589569,606.95,0.0,1483.125139951706,7.225843,1,707346,647.7769,0.09589569,0.00971975
630,2005.5022394510397,0.8518119156360626,0.100216396,613.2,0.0,1489.6902706623077,7.181441,1,709419,655.9985,0.100216396,0.0096531045
631,2062.925506063369,0.810057520866394,0.12055982,629.225,0.0,1496.1506543159485,7.1483316,1,711858,673.1496,0.12055982,0.010226952
634,1963.1907335305393,0.6357288956642151,0.1034476,603.65,0.0,1502.705654144287,7.143904,3,716040,649.0292,0.1034476,0.008928352
635,2023.0037745603986,0.3964996933937073,0.09617762,618.95,0.0,1509.3545060157776,7.1197543,1,719040,662.18774,0.09617762,0.011831265
636,2060.8577210145204,0.9116118401288986,0.111419335,628.775,0.0,1515.8949449062347,7.134843,1,721857,671.8789,0.111419335,0.010446438
637,2100.9638670095324,0.517908364534378,0.10676837,636.975,0.0,1522.3772292137146,7.1264777,1,724857,680.3839,0.10676837,0.010129387
638,2114.7601172876884,0.09003454446792603,0.07964377,641.825,0.0,1528.8280446529388,7.069594,1,727857,683.09485,0.07964377,0.010399186
639,2205.434639580842,0.22219407558441162,0.0776127,661.85,0.0,1535.33571267128,7.0807667,1,730857,703.3169,0.0776127,0.009271603
640,2267.5887895525875,0.10666483640670776,0.08376032,678.075,0.0,1541.748505115509,7.0936894,1,733857,716.79803,0.08376032,0.008863851
641,2295.8445038923796,0.6328356862068176,0.10041859,687.5,0.0,1548.2522022724152,7.100661,1,736149,723.9928,0.10041859,0.009408314
642,2351.159067549025,0.9038857892155647,0.118147716,701.675,0.0,1554.7416369915009,7.090816,1,738825,737.88245,0.118147716,0.009869026
643,2304.918629105164,0.8655342161655426,0.12765941,686.2,0.0,1561.3588364124298,7.09839,1,739968,724.87634,0.12765941,0.00954878
644,2303.9737319224396,0.5164215266704559,0.10243328,686.2,0.0,1567.7535231113434,7.0870323,1,742968,724.0443,0.10243328,0.010481666
645,2351.276678461718,0.7924607396125793,0.11926849,699.175,0.0,1574.3195116519928,7.078051,1,745425,736.65436,0.11926849,0.009299454
647,2309.4760799122,0.9297573640942574,0.11118923,690.0,0.0,1580.7760014533997,7.123216,2,748002,726.2176,0.11118923,0.0093706325
648,2253.213058653635,0.8554641008377075,0.09707112,676.1,0.0,1587.3355238437653,7.1348886,1,749334,713.37665,0.09707112,0.009398909
649,2237.5467490823053,0.3322349786758423,0.08524374,676.1,0.0,1593.6809401512146,7.1453257,1,752334,713.5747,0.08524374,0.009618102
650,2185.9950136177417,0.6979069411754608,0.13498852,665.525,0.0,1600.2461576461792,7.1677237,1,754065,704.9019,0.13498852,0.009453911
651,2251.650773347542,0.3623552918434143,0.07777711,684.475,0.0,1606.7124392986298,7.1730795,1,757065,722.2704,0.07777711,0.009140525
652,2232.3024445109027,0.7837034314870834,0.09970562,680.1,0.0,1613.2283749580383,7.209672,1,758925,718.5324,0.09970562,0.009072325
654,2233.6592562131304,0.15959203243255615,0.08164468,680.1,0.0,1619.769649028778,7.191114,2,764925,719.9215,0.08164468,0.008740276
655,2265.803266706692,0.9106171056628227,0.098052576,690.8,0.0,1626.1964704990387,7.205583,1,767460,729.66077,0.098052576,0.010593493
657,2199.641042136038,0.781647801399231,0.12607881,674.375,0.0,1632.7747564315796,7.1769366,2,769188,708.4339,0.12607881,0.009903582
658,2268.668903394332,0.4410632848739624,0.12300099,693.175,0.0,1639.1791496276855,7.1693726,1,771780,726.3899,0.12300099,0.010151226
660,2360.3739236434694,0.5061613917350769,0.09695507,716.125,0.0,1645.7402803897858,7.145189,2,776619,745.7118,0.09695507,0.009626495
661,2357.340642336398,0.33760547637939453,0.08725999,716.125,0.0,1652.1029305458069,7.112061,1,779619,745.25616,0.08725999,0.009440413
663,2359.746905930021,0.4673231244087219,0.09198667,717.05,0.0,1658.696668624878,7.10927,2,783123,746.7445,0.09198667,0.0095028775
664,2357.70389701392,0.17518490552902222,0.08140381,717.05,0.0,1665.1184136867523,7.0921793,1,786123,744.5499,0.08140381,0.009869645
665,2413.8228151922644,0.8530622273683548,0.10657955,733.3,0.0,1671.6493968963623,7.088576,1,788544,760.7212,0.10657955,0.012545191
666,2472.8683369963,0.3469977378845215,0.09963547,751.525,0.0,1678.1061460971832,7.0250406,1,791544,776.7979,0.09963547,0.009008978
667,2533.811524904061,0.9298568069934845,0.14038533,769.25,0.0,1684.578379392624,7.024275,1,794172,795.0706,0.14038533,0.010254425
668,2548.4254572994987,0.3894609212875366,0.084860176,773.55,0.0,1691.057376384735,7.0584726,1,797172,796.3723,0.084860176,0.009511466
670,2496.903493126353,0.7400401830673218,0.100655735,757.4,0.0,1697.5510885715485,7.0810504,2,800307,777.9995,0.100655735,0.010070477
671,2484.0386032981237,0.9329662844538689,0.14479208,752.375,0.0,1704.0702414512634,7.064013,1,802143,771.3292,0.14479208,0.00995609
673,2542.151800904495,0.6980219185352325,0.08797969,765.85,0.0,1710.5486767292023,7.059099,2,807282,784.80914,0.08797969,0.010326418
675,2530.5640115866895,0.9574452713131905,0.114059314,762.5,0.0,1720.097408771515,7.068038,2,810540,782.5282,0.114059314,0.008942638
676,2510.202129230597,0.9254229292273521,0.10303822,756.85,0.0,1730.541340827942,7.015092,1,812679,775.2992,0.10303822,0.00903881
678,2389.515716001486,0.9147732704877853,0.19103795,726.775,0.0,1741.5374031066895,7.0075107,2,815070,750.08954,0.19103795,0.011097177
679,2320.885543876297,0.2131272554397583,0.09438805,709.95,0.0,1752.50577044487,6.9986567,1,816051,734.2367,0.09438805,0.013500677
681,2260.262643967889,0.8514928668737411,0.121294826,696.325,0.0,1764.0898911952972,7.0325274,2,819708,722.094,0.121294826,0.011348399
682,2266.820326487205,0.14676976203918457,0.110383846,699.025,0.0,1774.9698371887207,7.0141764,1,822708,723.20154,0.110383846,0.009220077
683,2319.166185690107,0.3882291913032532,0.10327247,714.5,0.0,1785.3844792842865,7.0550575,1,825708,737.7746,0.10327247,0.009506706
685,2249.4633046696736,0.6912851631641388,0.09908642,696.9,0.0,1794.677835226059,7.081102,2,829053,719.60046,0.09908642,0.010685878
686,2296.486638161359,0.12483692169189453,0.08009095,710.675,0.0,1804.0083844661713,7.106568,1,832053,732.1965,0.08009095,0.011131374
688,2315.5861620627193,0.8529670834541321,0.10224082,714.625,0.0,1813.2491552829742,7.1293783,2,835089,733.48004,0.10224082,0.009899035
689,2271.994165961497,0.789485290646553,0.11747807,700.9,0.0,1822.460735321045,7.135864,1,836442,722.12244,0.11747807,0.009398434
690,2314.367502369286,0.25528985261917114,0.09734995,711.475,0.0,1831.8911793231964,7.089298,1,839442,729.6198,0.09734995,0.00932104
691,2312.1909687864186,0.10507816076278687,0.07741904,711.475,0.0,1841.0424842834473,7.094852,1,842442,728.93524,0.07741904,0.009692464
692,2340.3666636228772,0.9179755300283432,0.113776445,718.9,0.0,1848.884093284607,7.0612836,1,845193,736.5665,0.113776445,0.010033726
693,2336.918262460737,0.5564158260822296,0.100027405,718.9,0.0,1855.8815364837646,7.016737,1,848193,736.7653,0.100027405,0.009754613
694,2331.5199673722213,0.40519458055496216,0.103392005,718.9,0.0,1862.784946680069,7.0045733,1,851193,735.65967,0.103392005,0.010767387
696,2385.393717693958,0.4330480098724365,0.10885008,735.75,0.0,1869.7690970897675,7.0144825,2,856776,753.1665,0.10885008,0.010208987
700,2282.8949026014257,0.7464618384838104,0.0993933,709.1,0.0,1876.8138585090637,7.026197,4,861711,727.63293,0.0993933,0.009948706
702,2213.4406782446067,0.8957060649991035,0.14542064,687.15,0.0,1883.5725493431091,7.024278,2,865077,709.448,0.14542064,0.0102323815
703,2234.370392579847,0.9015044793486595,0.118435845,693.025,0.0,1889.927092075348,7.002519,1,866286,715.16187,0.118435845,0.011441493
704,2241.6021433528717,0.1867561936378479,0.07740541,693.025,0.0,1896.2797961235046,7.0244126,1,869286,715.51746,0.07740541,0.009972629
707,2140.9923361990986,0.8202141225337982,0.11582619,662.875,0.0,1902.5974643230438,7.03711,3,873717,685.8519,0.11582619,0.012033271
708,2124.931248529539,0.11009299755096436,0.0947512,662.875,0.0,1908.952487707138,7.022444,1,876717,684.16736,0.0947512,0.010654325
709,2105.424694252809,0.17269587516784668,0.087259844,664.45,0.0,1915.3443167209625,7.01982,1,879717,682.84393,0.087259844,0.009962501
710,2190.133448345187,0.03953659534454346,0.09659885,686.75,0.0,1921.7515494823456,7.021297,1,882717,707.27655,0.09659885,0.010238184
712,2153.019516925523,0.9435118027031422,0.12622479,680.475,0.0,1928.0390467643738,6.9919467,2,886800,703.4345,0.12622479,0.009530131
713,2158.289263995463,0.8657699525356293,0.12609398,680.85,0.0,1934.4011542797089,6.9953775,1,888984,702.567,0.12609398,0.0096250605
714,2179.4096757579414,0.8649798780679703,0.122972324,687.325,0.0,1940.687612771988,6.9761357,1,891477,708.2671,0.122972324,0.009610287
715,2221.5932895201304,-0.04119253158569336,0.08970234,699.475,0.0,1946.998568058014,6.933593,1,894477,719.1169,0.08970234,0.010918124
717,2142.551262319023,0.8869953900575638,0.089314386,681.0,0.0,1953.327977180481,6.9079733,2,896010,698.639,0.089314386,0.00975702
718,2199.0749861049076,0.815962553024292,0.11439072,699.3,0.0,1959.93523478508,6.9392657,1,898986,714.4314,0.11439072,0.011468898
719,2254.7299410567493,0.6580897867679596,0.10670024,716.125,0.0,1966.273883342743,6.962511,1,901986,730.5009,0.10670024,0.010075113
720,2263.821035511103,0.3087337017059326,0.10136424,716.2,0.0,1972.5951237678528,6.9822526,1,904986,730.89465,0.10136424,0.013163593
721,2271.458390781051,0.8378215432167053,0.10581396,718.075,0.0,1978.9511082172394,6.9544635,1,905877,732.7099,0.10581396,0.010324753
722,2273.477174924068,0.3507930636405945,0.08886795,718.075,0.0,1985.2976083755493,6.9245787,1,908877,731.93384,0.08886795,0.011206312
724,2200.798877544587,0.5487411618232727,0.098188356,700.05,0.0,1991.6089684963226,6.9290767,2,912714,712.7659,0.098188356,0.009967536
725,2283.5337192762754,0.23677915334701538,0.08042519,722.175,0.0,1997.9446203708649,6.9028354,1,915714,735.29626,0.08042519,0.009784461
726,2269.898073898319,0.896405927836895,0.12333888,716.95,0.0,2004.1761124134064,6.8807993,1,918087,731.93933,0.12333888,0.009933514
728,2257.0730297747946,0.8973119929432869,0.105810545,714.525,0.0,2010.4721775054932,6.850233,2,920832,730.97034,0.105810545,0.00922936
729,2308.3800530029584,0.11428523063659668,0.07759368,728.25,0.0,2016.7392826080322,6.8228936,1,923832,742.0171,0.07759368,0.009352563
731,2233.1544375025887,0.3379664421081543,0.094286956,706.125,0.0,2023.08358836174,6.8104815,2,927177,720.9347,0.094286956,0.011321494
732,2235.7507414664674,0.16548168659210205,0.08311345,708.2,0.0,2029.3706905841827,6.830075,1,930177,721.7513,0.08311345,0.009639501
733,2242.778572901173,0.18118417263031006,0.080999866,708.2,0.0,2035.6726758480072,6.8172145,1,933177,720.7383,0.080999866,0.010293968
734,2199.3023863341377,0.9561358243227005,0.10445817,695.2,0.0,2041.9746716022491,6.8361673,1,934617,708.9392,0.10445817,0.009636561
735,2202.8570238745497,0.7263890504837036,0.100958034,695.6,0.0,2048.2663989067078,6.834578,1,937248,706.6874,0.100958034,0.009868225
736,2211.1172000460006,0.297781765460968,0.08735284,695.6,0.0,2054.5387046337128,6.780641,1,940248,706.19385,0.08735284,0.011079737
737,2211.1458792783887,-0.04245185852050781,0.085536525,695.6,0.0,2060.8420643806458,6.7695956,1,943248,706.2544,0.085536525,0.010077809
739,2288.7676887889925,0.8977942690253258,0.12938976,716.25,0.0,2067.1253345012665,6.784528,2,946950,726.89325,0.12938976,0.011030186
740,2364.753324777989,0.20947623252868652,0.08229593,735.325,0.0,2073.4071972370148,6.7706122,1,949950,743.1517,0.08229593,0.011183834
741,2403.9592310433,0.3022041916847229,0.09853437,746.85,0.0,2079.7652213573456,6.746639,1,952950,752.5865,0.09853437,0.010738004
742,2409.7182009096014,0.8480824381113052,0.11108283,747.025,0.0,2086.1040093898773,6.662031,1,954720,752.076,0.11108283,0.011323476
743,2464.2601295774575,0.34426164627075195,0.08490983,761.95,0.0,2092.3851578235626,6.655461,1,957720,765.7749,0.08490983,0.009978864
744,2423.9096497883556,0.8651299923658371,0.11307732,751.2,0.0,2098.7334077358246,6.6480093,1,959430,755.76807,0.11307732,0.011422382
746,2474.766102803688,0.690656989812851,0.09459656,762.45,0.0,2105.1247425079346,6.684453,2,964557,767.2339,0.09459656,0.011204866
747,2545.7512223123563,0.1879129409790039,0.07891719,782.0,0.0,2111.4932193756104,6.684039,1,967557,785.704,0.07891719,0.010300797
748,2551.371723313757,0.8072299510240555,0.10649659,779.525,0.0,2118.3209002017975,6.698543,1,970260,784.1437,0.10649659,0.01140574
750,2547.1772803647427,0.7294209897518158,0.08844936,772.25,0.0,2126.2978568077087,6.7043495,2,975387,775.7075,0.08844936,0.011198959
751,2579.416455520789,0.26408880949020386,0.07165767,779.475,0.0,2134.2686405181885,6.7354774,1,978387,779.7728,0.07165767,0.011182786
752,2602.811029017111,-0.019749999046325684,0.0897902,788.225,0.0,2142.1866376399994,6.7455587,1,981387,786.02716,0.0897902,0.010228145
753,2619.301984971392,0.9533805027604103,0.13173693,793.975,0.0,2150.034218788147,6.747066,1,984261,793.0793,0.13173693,0.010572946
755,2628.213955030527,0.17262446880340576,0.09129926,798.2,0.0,2157.847804784775,6.7535357,2,990261,795.12994,0.09129926,0.010261984
757,2682.022178068825,0.8245309144258499,0.088310465,811.175,0.0,2165.105126619339,6.7572637,2,993351,806.9813,0.088310465,0.012263436
758,2689.9077019780552,0.13974690437316895,0.08999353,811.375,0.0,2172.168247461319,6.769897,1,996351,808.1023,0.08999353,0.009909691
759,2692.650733567192,0.15074807405471802,0.08210847,811.375,0.0,2179.1225113868713,6.7290645,1,999351,807.8253,0.08210847,0.0109252315
761,2723.7989839480842,0.916430339217186,0.107548565,816.95,0.0,2184.685242652893,6.712233,2,1003911,814.22375,0.107548565,0.010002416
