ev_tdlam_before,TimeElapsed,TimestepsSoFar,entropy,entloss,EpTrueRewMean,EpLenMean,optimgain,meankl,EpisodesSoFar,EpThisIter,surrgain,EpRewMean
0.6138175129890442,6668.611570596695,790650,6.9888067,0.0,1859.7244990971406,613.8,0.10076332,0.010167678,769,2,0.10076332,156.18105
0.6453307569026947,6694.412019252777,794553,6.996339,0.0,1832.601118239559,608.85,0.093189925,0.0092122555,771,2,0.093189925,154.64194
0.41918015480041504,6719.984846830368,798171,7.0163965,0.0,1777.5528175868192,597.575,0.087080054,0.012091597,773,2,0.087080054,150.94426
-0.10543620586395264,6746.277097702026,801171,6.9874725,0.0,1826.9364625804567,611.45,0.09618152,0.010847145,774,1,0.09618152,154.21762
0.5595234036445618,6770.92485332489,804801,6.9886746,0.0,1857.4503824652172,616.4,0.11377503,0.009027106,776,2,0.11377503,155.07942
0.8622494637966156,6797.218449831009,808671,6.9970903,0.0,1813.7719279925702,600.45,0.10789643,0.010941831,778,2,0.10789643,150.31013
-0.09093296527862549,6822.270176649094,811671,7.0037565,0.0,1868.7125358790886,616.925,0.09344469,0.01073779,779,1,0.09344469,153.67523
0.10686516761779785,6848.546843528748,814671,7.0476727,0.0,1862.3881752335699,616.925,0.08238602,0.009962783,780,1,0.08238602,152.41138
-0.06487691402435303,6873.454663991928,817671,7.042762,0.0,1925.729217075621,634.025,0.093836635,0.010124348,781,1,0.093836635,156.7095
0.7864879816770554,6899.082201242447,821349,7.0154104,0.0,2009.0376430203244,654.025,0.09997448,0.009371571,783,2,0.09997448,162.37993
-0.22646522521972656,6923.814961671829,824349,7.0023737,0.0,2091.1677141791965,675.975,0.09506933,0.010916215,784,1,0.09506933,168.01572
0.9426281563937664,6949.991342782974,826923,7.039994,0.0,2042.5027763124476,665.2,0.10414359,0.010074811,786,2,0.10414359,164.5797
0.8409961462020874,6974.920243024826,831183,7.0162625,0.0,2033.0991755480122,669.125,0.107622705,0.010579297,788,2,0.107622705,163.22333
-0.059952616691589355,7000.574866294861,834183,7.0055,0.0,2050.8717059690966,677.275,0.09269319,0.0097745545,789,1,0.09269319,164.30466
0.21231907606124878,7025.610645294189,837183,6.994804,0.0,2119.9828508839805,694.925,0.07952206,0.010098107,790,1,0.07952206,169.0866
0.43199992179870605,7051.631202697754,841485,6.964942,0.0,2113.8633320207323,693.925,0.09289142,0.011447218,792,2,0.09289142,168.53609
0.3837714195251465,7076.959073543549,842847,6.9289365,0.0,2074.8490160136453,680.275,0.16827893,0.011249738,793,1,0.16827893,165.3824
-0.09958112239837646,7102.96640586853,845847,6.9226027,0.0,2136.9215773439364,701.275,0.101453714,0.010370119,794,1,0.101453714,170.22705
0.9198409169912338,7128.109993457794,847854,6.8761516,0.0,2110.592222799956,693.0,0.10194297,0.009086859,795,1,0.10194297,168.56453
0.8622358590364456,7154.3275327682495,851616,6.826171,0.0,2110.066247154146,692.6,0.113885105,0.010095822,797,2,0.113885105,167.87224
0.8671460300683975,7179.755042552948,853473,6.791412,0.0,2075.101824949994,683.075,0.099470705,0.011386823,798,1,0.099470705,165.63081
0.6071197390556335,7205.197037220001,856473,6.775559,0.0,2130.1286760936114,698.5,0.082577005,0.009682579,799,1,0.082577005,168.9383
0.8221341222524643,7230.305096387863,860049,6.7775006,0.0,2148.364354605549,705.775,0.106500946,0.010390816,801,2,0.106500946,169.73611
0.07928508520126343,7256.2526342868805,863049,6.798295,0.0,2147.737314596641,707.625,0.08379339,0.008999246,802,1,0.08379339,169.40115
0.1533113718032837,7281.4508492946625,866049,6.831494,0.0,2212.9478131263286,725.725,0.07902353,0.009084383,803,1,0.07902353,173.42079
0.7897566556930542,7306.493725776672,871122,6.8519444,0.0,2216.7106810105106,727.175,0.09620514,0.009626274,806,3,0.09620514,174.28296
0.7417387664318085,7331.635299682617,874692,6.8347015,0.0,2143.821074703285,706.925,0.11054735,0.010413715,808,2,0.11054735,168.4241
0.8909894302487373,7357.306761980057,876060,6.8179846,0.0,2068.551181046333,686.75,0.20324638,0.010418941,810,2,0.20324638,162.79356
0.843217521905899,7382.6322231292725,878016,6.782025,0.0,2091.2476725746446,690.375,0.09523591,0.009764545,812,2,0.09523591,164.53706
0.8196554630994797,7408.26807808876,882321,6.7670436,0.0,2044.29434613605,676.25,0.1104741,0.010076355,814,2,0.1104741,162.83723
0.9092175513505936,7433.272274494171,885156,6.7662554,0.0,2041.8269972484788,674.875,0.107277095,0.010228198,815,1,0.107277095,162.91928
0.6429380476474762,7459.803745269775,887718,6.789833,0.0,2033.2593980399718,673.225,0.10201024,0.010080666,817,2,0.10201024,162.4509
0.6188336908817291,7485.188956022263,888438,6.7908287,0.0,2001.222735394565,664.725,0.12388402,0.010556093,818,1,0.12388402,160.8406
0.8769978582859039,7510.47850227356,891447,6.801536,0.0,1818.3983229703767,614.8,0.09899003,0.011182409,821,3,0.09899003,148.52103
0.9176098853349686,7535.956475019455,894429,6.830708,0.0,1818.8887048052052,614.65,0.09697751,0.009319454,822,1,0.09697751,148.48239
0.5861824154853821,7561.95725607872,898296,6.8028984,0.0,1824.4645604050042,616.225,0.10662989,0.009546749,824,2,0.10662989,148.941
0.6294029057025909,7586.861130952835,901296,6.821052,0.0,1855.4533934216681,624.725,0.11767098,0.011762479,825,1,0.11767098,151.36026
0.6223049759864807,7612.248074054718,905115,6.7670097,0.0,1880.6291322789752,626.6,0.08795218,0.010225056,827,2,0.08795218,152.45517
0.3939729332923889,7637.398483037949,908115,6.734291,0.0,1948.8792118102472,641.1,0.09743998,0.011602975,828,1,0.09743998,156.08273
0.8938564211130142,7663.345246553421,910539,6.695075,0.0,1864.9661151663736,611.3,0.12562865,0.011188584,830,2,0.12562865,150.16124
0.917782686650753,7689.399363517761,913437,6.6590695,0.0,1830.3664527702792,599.6,0.10793507,0.010486155,832,2,0.10793507,147.43388
0.8621226698160172,7714.672151327133,916821,6.630589,0.0,1775.629691856589,591.45,0.13078332,0.010828175,834,2,0.13078332,143.49223
0.7992985397577286,7739.794481992722,920610,6.595761,0.0,1764.8693078383717,586.175,0.13702172,0.009717367,836,2,0.13702172,142.79428
0.8895863890647888,7765.853679418564,923595,6.632102,0.0,1751.225584290915,584.35,0.122894585,0.010748906,838,2,0.122894585,142.52287
