EpThisIter,EpLenMean,EpTrueRewMean,surrgain,TimestepsSoFar,EpRewMean,ev_tdlam_before,entropy,EpisodesSoFar,entloss,optimgain,TimeElapsed,meankl
3,540.15,1924.5747272643616,0.066579744,397773,465.37286,0.944718174636364,3.2121673,388,0.0,0.066579744,567.670812368393,0.0096471775
2,550.65,1964.0458609192185,0.0655074,400824,475.43915,0.9750743750482798,3.1812432,390,0.0,0.0655074,571.9833559989929,0.010961088
2,548.675,1957.100960137371,0.06569763,402576,475.05353,0.8839330151677132,3.1597593,392,0.0,0.06569763,576.2296028137207,0.009480581
1,554.975,1976.6177761942113,0.058634177,405576,478.5415,0.6752435564994812,3.1381533,393,0.0,0.058634177,580.4729809761047,0.009437253
1,550.875,1963.3745718123337,0.06364283,408084,476.15732,0.9681054167449474,3.1269438,394,0.0,0.06364283,584.7734496593475,0.010318462
2,553.05,1974.3462144576145,0.06266305,412044,479.03156,0.9837527107447386,3.1251752,396,0.0,0.06266305,589.0954892635345,0.009466294
1,554.225,1978.7183518582376,0.06931279,413529,479.208,0.9624693654477596,3.123404,397,0.0,0.06931279,593.3260412216187,0.0101462705
1,557.625,1993.0246777373686,0.057424217,414789,482.188,0.9725894965231419,3.145027,398,0.0,0.057424217,597.5128405094147,0.009768173
2,556.65,1992.2367795830578,0.054126926,416976,482.47296,0.9828418269753456,3.1292117,400,0.0,0.054126926,601.7486510276794,0.010025765
3,551.425,1972.7389622095748,0.05745635,419370,477.23535,0.9850446032360196,3.1375146,403,0.0,0.05745635,606.0663561820984,0.010076579
1,554.425,1984.2797577386395,0.060907353,421908,480.50986,0.95561183989048,3.1531684,404,0.0,0.060907353,610.3208200931549,0.009778245
1,566.25,2023.4181200076753,0.048194453,424908,487.34952,0.25238168239593506,3.1434913,405,0.0,0.048194453,614.5782318115234,0.009889217
3,569.575,2035.6928017906903,0.06264719,429303,491.32095,0.9798001814633608,3.0608544,408,0.0,0.06264719,618.7924032211304,0.010217113
2,551.325,1974.9554254868272,0.053311445,433113,481.38837,0.981512039899826,2.9861164,410,0.0,0.053311445,623.0832574367523,0.009549817
1,562.2,2013.6320008310831,0.0620564,435297,488.63022,0.9840729478746653,2.953489,411,0.0,0.0620564,627.3842573165894,0.010299159
1,562.2,2014.6315355246502,0.048579648,438297,489.27606,0.06318646669387817,2.944059,412,0.0,0.048579648,631.648490190506,0.010265321
1,576.9,2063.753608468401,0.041216575,441297,497.4142,0.23102116584777832,2.9894404,413,0.0,0.041216575,635.952335357666,0.008558216
1,583.725,2087.410100086295,0.05890429,443880,501.9707,0.9502809941768646,2.9664385,414,0.0,0.05890429,640.1884367465973,0.0112834945
1,583.725,2086.4400214310604,0.046310164,446880,502.26465,0.22071319818496704,2.9878945,415,0.0,0.046310164,644.4656209945679,0.011695965
1,603.825,2158.0074546380247,0.041263565,449880,517.1746,0.2974051237106323,3.012603,416,0.0,0.041263565,648.7894067764282,0.010365551
1,603.825,2159.1031184782532,0.050260045,452880,518.2088,0.21645647287368774,2.9427698,417,0.0,0.050260045,653.0972545146942,0.012169466
3,587.45,2105.4669230026875,0.0631377,456105,513.02795,0.9699771050363779,2.9006732,420,0.0,0.0631377,657.4674174785614,0.0106420675
1,587.45,2104.5483023354254,0.04180204,459105,513.3571,0.19027215242385864,2.9444911,421,0.0,0.04180204,661.7914218902588,0.010391855
2,584.45,2092.3112621591927,0.048430923,463131,510.0291,0.7464418709278107,2.9650774,423,0.0,0.048430923,666.0852677822113,0.011120556
3,587.45,2105.396702583189,0.0602307,466473,512.02277,0.9890748728066683,2.9694216,426,0.0,0.0602307,670.4086520671844,0.010925329
3,581.875,2087.806168661669,0.05969233,469527,506.72968,0.9888467555865645,2.9677727,429,0.0,0.05969233,674.7172222137451,0.009850053
2,592.525,2122.57828701533,0.06009098,473172,512.9393,0.8818207085132599,2.9753442,431,0.0,0.06009098,679.0154390335083,0.009857196
1,600.45,2154.5169528777524,0.04461293,474630,519.3851,0.9747343882918358,2.9449794,432,0.0,0.04461293,683.3190069198608,0.009809047
1,600.45,2154.929422624792,0.0471449,477630,520.3754,0.44703996181488037,2.9519374,433,0.0,0.0471449,687.6061754226685,0.010901144
2,579.65,2080.0061820878936,0.06026052,480357,504.1351,0.9431814849376678,2.9579856,435,0.0,0.06026052,691.8901016712189,0.009453277
1,584.45,2095.3626074472595,0.055187672,482178,508.03644,0.9342831373214722,2.9084392,436,0.0,0.055187672,696.167816400528,0.009091277
1,583.425,2090.5579825225714,0.051594697,483540,507.1793,0.9732863008975983,2.8855371,437,0.0,0.051594697,700.4349992275238,0.009892678
1,591.5,2114.2075361666552,0.05015981,485769,511.97983,-0.08449172973632812,2.9138386,438,0.0,0.05015981,704.7521600723267,0.010267824
1,603.125,2153.7220435438257,0.063777395,488304,519.62195,0.6349179148674011,2.8928812,439,0.0,0.063777395,709.0922434329987,0.009332541
2,604.65,2161.578634206897,0.06596337,490371,519.85925,0.9724940657615662,2.8842077,441,0.0,0.06596337,713.3363347053528,0.010848954
1,608.25,2174.7005684346236,0.066085845,491667,522.3727,0.9918940123170614,2.849426,442,0.0,0.066085845,717.6667559146881,0.010414227
4,579.475,2067.8593374647367,0.049732167,497097,499.78442,0.9177022501826286,2.8830972,446,0.0,0.049732167,721.915509223938,0.010965209
1,597.125,2126.775818610258,0.048360206,500097,512.81757,0.5804494023323059,2.8764448,447,0.0,0.048360206,726.166983127594,0.01208715
3,583.75,2078.6329648052315,0.077773385,503163,502.16202,0.9707520045340061,2.9071145,450,0.0,0.077773385,730.4112992286682,0.008906363
2,576.25,2053.1799494834877,0.057597205,507447,497.51263,0.9718801435083151,2.841952,452,0.0,0.057597205,734.7075219154358,0.009757344
1,576.25,2051.553745337767,0.04812608,510447,498.51593,-0.0003104209899902344,2.8344734,453,0.0,0.04812608,738.9923350811005,0.00905816
1,579.725,2059.2108467665225,0.04178475,513447,500.35107,0.12892687320709229,2.8073528,454,0.0,0.04178475,743.3130857944489,0.011121497
3,537.6,1906.311401262908,0.05881592,517392,467.46426,0.5357265770435333,2.804332,457,0.0,0.05881592,747.5781254768372,0.011046402
1,554.525,1963.6064821265584,0.04213123,520392,478.62457,0.047983407974243164,2.7891953,458,0.0,0.04213123,751.7884645462036,0.010402311
1,567.8,2011.6875022347062,0.058985792,522837,489.24283,0.9690334796905518,2.7674263,459,0.0,0.058985792,756.0692520141602,0.010102027
1,581.1,2052.9485290583675,0.043341752,525837,496.68906,0.00833052396774292,2.7039993,460,0.0,0.043341752,760.3971655368805,0.010746531
1,581.1,2050.283494186161,0.04491151,528837,496.8421,0.08193463087081909,2.7136514,461,0.0,0.04491151,764.6552157402039,0.011591289
2,597.55,2100.312973129459,0.030820495,534837,508.98184,0.02242809534072876,2.7412088,463,0.0,0.030820495,768.9047293663025,0.0097366525
2,602.15,2115.5505103104756,0.06753515,537492,515.32196,0.9860790595412254,2.752869,465,0.0,0.06753515,773.1462380886078,0.01032199
1,607.9,2133.5149561020557,0.05506062,539421,520.0312,0.978853166103363,2.7792637,466,0.0,0.05506062,777.4508006572723,0.009078855
1,624.925,2191.3481283870124,0.04454927,542421,533.8788,-0.07585537433624268,2.770353,467,0.0,0.04454927,781.7705366611481,0.009700736
2,643.55,2249.67189038078,0.03683464,546753,548.13196,0.5580602288246155,2.8289788,469,0.0,0.03683464,786.0273993015289,0.01100422
2,644.0,2248.343139166091,0.045808848,550452,552.15497,0.7236922383308411,2.8775842,471,0.0,0.045808848,790.3233449459076,0.010889077
2,642.9,2245.817644133024,0.06201462,554778,557.7209,0.9783158600330353,2.8669136,473,0.0,0.06201462,794.6243889331818,0.00957063
2,652.175,2273.492715197669,0.040925134,558618,568.1914,0.7282266616821289,2.8657835,475,0.0,0.040925134,798.9157423973083,0.010160665
3,629.825,2194.657874306517,0.050866935,561348,552.8714,0.8313855975866318,2.908791,478,0.0,0.050866935,803.1582117080688,0.011329705
1,616.125,2146.9209078555136,0.05841803,562239,543.55743,0.9743836596608162,2.9586387,479,0.0,0.05841803,807.4458975791931,0.0100526195
2,633.2,2202.1233044488968,0.05238183,566355,558.7669,0.7280054688453674,2.9587014,481,0.0,0.05238183,811.7839827537537,0.009650927
1,635.9,2211.9187206933366,0.05924475,567975,562.0552,0.9681085050106049,2.9106958,482,0.0,0.05924475,816.0506756305695,0.010935603
2,634.65,2208.251422168906,0.053870253,571653,563.3707,0.9694906882941723,2.8968222,484,0.0,0.053870253,820.3652596473694,0.009886693
1,653.125,2270.453407952616,0.03279811,574653,579.75275,-0.012631416320800781,2.9321394,485,0.0,0.03279811,824.7204275131226,0.010431621
1,671.3,2331.411674666674,0.038484357,577653,595.43665,-0.062084317207336426,2.8897195,486,0.0,0.038484357,829.0276641845703,0.009538287
1,671.3,2331.8379584160634,0.046315484,580653,598.0964,0.041255295276641846,2.923879,487,0.0,0.046315484,833.3471083641052,0.00985712
1,690.825,2399.9942544413507,0.04728055,583653,615.3164,-0.09431588649749756,2.901519,488,0.0,0.04728055,837.614887714386,0.012843968
1,704.45,2445.1797359657753,0.044459257,586653,626.4982,-0.08912670612335205,2.8846357,489,0.0,0.044459257,841.913067817688,0.011095906
2,708.325,2456.275680302568,0.081165545,590934,632.87524,0.801504909992218,2.859072,491,0.0,0.081165545,846.2493793964386,0.010000352
1,707.3,2448.4698543174322,0.036472432,592323,630.9636,0.02984851598739624,2.9139001,492,0.0,0.036472432,850.5509333610535,0.008534832
1,707.3,2447.4832405104216,0.044105038,595323,631.3553,0.007006645202636719,2.916097,493,0.0,0.044105038,854.8836178779602,0.011731797
1,705.85,2445.192867503734,0.06985935,598149,633.80914,0.9829185865819454,2.8803737,494,0.0,0.06985935,859.2014713287354,0.009752318
1,705.85,2440.936588106362,0.055176917,601149,634.92206,-0.0317997932434082,2.898679,495,0.0,0.055176917,863.8157093524933,0.010602598
2,732.55,2536.974095302169,0.051020958,605298,661.9281,0.815583661198616,2.8821938,497,0.0,0.051020958,868.1630709171295,0.011298861
2,718.35,2481.6014561391626,0.05579643,609039,651.8611,0.6804279983043671,2.893534,499,0.0,0.05579643,872.4155330657959,0.011078881
3,678.375,2352.629811494863,0.06069853,613242,626.5631,0.9889182662591338,2.8747053,502,0.0,0.06069853,876.7336068153381,0.01040235
2,680.75,2361.2184833518627,0.046487715,618468,628.9708,0.7635276764631271,2.8863552,504,0.0,0.046487715,881.0870151519775,0.009865653
1,697.7,2419.804458431758,0.049957037,621216,641.59735,0.9653924219310284,2.8490095,505,0.0,0.049957037,885.4642317295074,0.008862173
1,694.0,2406.3658913363424,0.057388745,622701,637.2375,0.9261102676391602,2.765259,506,0.0,0.057388745,889.8469095230103,0.010359295
2,681.35,2365.1157353578114,0.05423744,625515,626.78876,0.98142927326262,2.7676802,508,0.0,0.05423744,894.2368042469025,0.01107999
2,678.15,2358.202404061688,0.048309937,631131,623.61414,0.7772756665945053,2.7243757,510,0.0,0.048309937,898.6022083759308,0.009754606
1,697.325,2422.7155140129753,0.042083144,634131,638.1899,0.03389161825180054,2.7064624,511,0.0,0.042083144,902.960973739624,0.008641053
2,689.1,2394.740601394476,0.054894026,637470,629.28265,0.9761318154633045,2.7589698,513,0.0,0.054894026,907.2816677093506,0.0103311185
2,688.525,2396.719442217717,0.05712293,641241,627.1112,0.973771745339036,2.6716006,515,0.0,0.05712293,911.5935111045837,0.012126381
1,708.225,2464.001033788786,0.04882688,644241,642.7637,0.34540069103240967,2.677035,516,0.0,0.04882688,915.9543132781982,0.009765783
1,725.35,2521.3908990630493,0.03376449,647241,655.92334,0.030456125736236572,2.6482027,517,0.0,0.03376449,920.2589430809021,0.008566299
1,740.775,2576.820462421737,0.03511389,650241,667.4872,-0.20530879497528076,2.68097,518,0.0,0.03511389,924.5962243080139,0.0099241305
2,758.35,2636.8623132117946,0.03217616,656241,678.20276,0.03257566690444946,2.6809359,520,0.0,0.03217616,928.9991984367371,0.01070039
1,774.05,2688.45710412122,0.033949777,659241,689.37683,0.022743523120880127,2.7504687,521,0.0,0.033949777,933.3127918243408,0.00902541
1,785.55,2725.495522696327,0.03125014,662241,697.2822,-0.002965092658996582,2.6961641,522,0.0,0.03125014,937.6051561832428,0.010919449
1,793.5,2749.550150065289,0.038566586,665241,699.91296,0.5551767349243164,2.6638176,523,0.0,0.038566586,941.9442625045776,0.010229764
3,767.35,2663.2608317557147,0.067048,669735,681.8622,0.9873846611008048,2.6478052,526,0.0,0.067048,946.3307771682739,0.0116697475
3,725.4,2522.4889023702262,0.056216076,673701,650.5602,0.9913695193827152,2.6633608,529,0.0,0.056216076,950.6639077663422,0.010425143
1,719.375,2503.5873770149315,0.052206688,675693,644.90515,0.9892261223867536,2.6689363,530,0.0,0.052206688,955.0530722141266,0.009654349
1,730.525,2545.265483263208,0.0494972,678597,652.46967,0.9833905473351479,2.70042,531,0.0,0.0494972,959.3650510311127,0.009221252
1,743.95,2593.8859584659986,0.03577833,681597,663.34985,0.12101411819458008,2.740561,532,0.0,0.03577833,963.6267261505127,0.0085824765
1,743.95,2594.7635731707414,0.044855904,684597,661.7729,0.140336275100708,2.784404,533,0.0,0.044855904,967.928530216217,0.010577696
1,745.4,2597.1840720005275,0.041403934,687597,659.3641,0.08663153648376465,2.7319975,534,0.0,0.041403934,972.2501428127289,0.009604812
1,745.4,2601.003398732958,0.056790814,690597,657.0545,0.4363548159599304,2.6840203,535,0.0,0.056790814,976.6188848018646,0.012848444
1,747.45,2610.7111722504587,0.043874092,693597,655.6056,0.19608378410339355,2.6867568,536,0.0,0.043874092,980.9557254314423,0.010021001
1,760.825,2656.7683144238927,0.046869352,696597,663.0968,0.19924944639205933,2.6754737,537,0.0,0.046869352,985.3198418617249,0.009093457
1,760.825,2659.248027210482,0.035650454,699597,661.2775,0.17347490787506104,2.7464626,538,0.0,0.035650454,989.6294944286346,0.009507174
1,779.65,2724.993798845923,0.037625685,702597,674.9706,0.26998740434646606,2.7578118,539,0.0,0.037625685,993.9388358592987,0.009025
3,789.0,2758.4146913340364,0.05487088,707922,686.7784,0.8045258969068527,2.799958,542,0.0,0.05487088,998.192528963089,0.0101833455
2,775.6,2717.2222021525713,0.061884653,711540,679.9381,0.9860159838572145,2.780845,544,0.0,0.061884653,1002.4569172859192,0.010151892
3,756.775,2651.097004761227,0.054318488,715281,667.1655,0.84150330722332,2.7281802,547,0.0,0.054318488,1006.7399561405182,0.01049126
2,744.025,2609.394670895471,0.056461345,717798,659.50446,0.986538065597415,2.747447,549,0.0,0.056461345,1011.0488429069519,0.011443131
3,722.05,2535.637277231388,0.059766658,721830,643.1493,0.993086127564311,2.6582954,552,0.0,0.059766658,1015.386447429657,0.0107822195
2,715.325,2510.473601505769,0.04517591,725391,637.62646,0.7349787056446075,2.616546,554,0.0,0.04517591,1019.631726026535,0.010392674
1,726.25,2549.1035818529226,0.053113937,728391,647.2557,0.7154808938503265,2.5807214,555,0.0,0.053113937,1023.9303405284882,0.010520463
1,723.6,2544.1069216225246,0.048856955,731073,644.953,0.9858207600191236,2.6068027,556,0.0,0.048856955,1028.1718680858612,0.010035204
1,717.65,2527.076809978878,0.047176585,733359,640.3753,0.9619692079722881,2.5309045,557,0.0,0.047176585,1032.4902453422546,0.0116419885
1,709.375,2500.542677494053,0.0622265,735366,635.13086,0.9687469117343426,2.5271797,558,0.0,0.0622265,1036.7598702907562,0.010820681
2,683.525,2411.969772770094,0.05514827,738264,615.49493,0.9349839687347412,2.5209959,560,0.0,0.05514827,1041.0752844810486,0.010219498
1,683.525,2415.3456918475968,0.043363817,741264,616.6716,0.08235281705856323,2.5265527,561,0.0,0.043363817,1045.4002635478973,0.012102607
1,673.525,2383.858637502777,0.057388477,743064,609.57043,0.9690305162221193,2.484833,562,0.0,0.057388477,1049.6795020103455,0.010608644
1,673.525,2387.8141206509913,0.04255811,746064,612.98474,0.07479327917098999,2.514282,563,0.0,0.04255811,1053.9739484786987,0.009944364
1,665.575,2360.2797775818094,0.053065553,747999,604.9559,0.9729942325502634,2.4208648,564,0.0,0.053065553,1058.2381932735443,0.011237018
1,683.3,2423.5616257840293,0.052360572,750999,618.10284,0.9399205334484577,2.4337368,565,0.0,0.052360572,1062.562337398529,0.010158353
1,688.25,2441.3923066196003,0.057661593,752325,620.5572,0.9880977142602205,2.3992796,566,0.0,0.057661593,1066.8048298358917,0.010893432
2,698.275,2476.8724247474065,0.07637519,756381,625.95746,0.9714159294962883,2.4437444,568,0.0,0.07637519,1071.0189390182495,0.012768945
2,711.15,2520.120948266197,0.05626514,761031,633.5398,0.7963606417179108,2.4455967,570,0.0,0.05626514,1075.2781233787537,0.011328274
1,711.85,2521.9343460529826,0.049256153,764019,634.42706,0.9762276373803616,2.4540217,571,0.0,0.049256153,1079.589751958847,0.009688573
1,711.85,2521.425754265024,0.043227565,767019,634.59576,0.06185358762741089,2.463034,572,0.0,0.043227565,1083.8424408435822,0.010792446
1,711.85,2521.890843766471,0.0383538,770019,636.21326,0.09981632232666016,2.442261,573,0.0,0.0383538,1088.165961265564,0.0107448455
1,711.85,2520.050876271262,0.050357953,773019,637.635,0.6888374090194702,2.4473455,574,0.0,0.050357953,1092.439202785492,0.0105197355
1,695.225,2463.7266322664536,0.07634889,774024,626.9801,0.9767441209405661,2.4465215,575,0.0,0.07634889,1096.7239174842834,0.009703752
1,695.225,2461.619632068363,0.054243103,777024,628.9776,0.07968097925186157,2.39445,576,0.0,0.054243103,1101.1095442771912,0.010566971
2,682.425,2418.0655377417966,0.06174503,781488,623.45447,0.9824618026614189,2.4025447,578,0.0,0.06174503,1105.4547290802002,0.010279108
2,659.25,2333.478328829552,0.0570332,784707,602.12775,0.914332278072834,2.3382158,580,0.0,0.0570332,1109.8033421039581,0.009629905
2,657.9,2323.6769914739925,0.067475386,786870,594.1564,0.8673945069313049,2.3819604,582,0.0,0.067475386,1114.1284475326538,0.014215732
1,660.225,2334.817993936338,0.058449227,788466,594.7869,0.9602082893252373,2.375825,583,0.0,0.058449227,1118.4527864456177,0.009807884
1,666.05,2350.4238352476523,0.036928166,791466,596.6291,0.033825814723968506,2.3421328,584,0.0,0.036928166,1122.7913331985474,0.0105496375
1,670.825,2367.6977142559117,0.05723438,793443,600.0522,0.9651712402701378,2.3251443,585,0.0,0.05723438,1127.1318492889404,0.01021252
1,686.7,2419.2447057185504,0.042955097,796443,610.83026,-0.03849315643310547,2.2855942,586,0.0,0.042955097,1131.480679512024,0.011270063
1,701.35,2465.9336636917374,0.043934666,799443,620.34875,-0.08936893939971924,2.2741673,587,0.0,0.043934666,1135.8518958091736,0.010903023
1,713.275,2503.777400147507,0.04536355,802443,628.0951,0.03466564416885376,2.2811687,588,0.0,0.04536355,1140.1546881198883,0.009601325
1,730.375,2560.837640159122,0.04756666,805443,640.23987,-0.09983575344085693,2.1956003,589,0.0,0.04756666,1144.5074927806854,0.010264406
1,743.475,2600.0248231875353,0.04149331,808443,648.96375,0.030948281288146973,2.2357283,590,0.0,0.04149331,1148.8243589401245,0.010772425
1,755.425,2637.665903844702,0.04757294,811443,657.67596,-0.009586334228515625,2.2786288,591,0.0,0.04757294,1153.137359380722,0.009897944
1,771.775,2690.4608856110926,0.048801616,814443,669.1993,-0.03888654708862305,2.2061899,592,0.0,0.048801616,1157.4898591041565,0.011130923
1,765.475,2667.6590793530386,0.056761254,816687,663.77454,0.9795150924474001,2.139424,593,0.0,0.056761254,1161.8113496303558,0.009536959
1,779.35,2718.656534641735,0.05296906,818913,676.9202,0.9847467904910445,2.1884181,594,0.0,0.05296906,1166.1531147956848,0.010292288
1,773.925,2698.91267734692,0.058890607,821262,672.88135,0.9906725017353892,2.1985166,595,0.0,0.058890607,1170.4148859977722,0.009962224
2,768.0,2674.199750545968,0.040814962,825519,669.17285,0.7564912438392639,2.199435,597,0.0,0.040814962,1174.7307343482971,0.010158502
