entropy,meankl,ev_tdlam_before,EpLenMean,EpisodesSoFar,entloss,TimeElapsed,surrgain,optimgain,EpTrueRewMean,EpRewMean,EpThisIter,TimestepsSoFar
3.419669,0.0076614446,0.890330508351326,653.85,305,0.0,413.2572660446167,0.06582372,0.06582372,2196.642617420265,632.89435,1,299331
3.3903577,0.008505014,0.8755224049091339,618.3,309,0.0,417.43889570236206,0.05643958,0.05643958,2088.463842289554,609.62415,4,303216
3.3487225,0.0086712,0.9058691710233688,591.6,313,0.0,421.6538984775543,0.052093722,0.052093722,2005.3464635307803,591.21814,4,306216
3.3106775,0.008976019,0.9491951577365398,577.975,317,0.0,425.9028034210205,0.06960313,0.06960313,1971.5619161797774,585.55865,4,311127
3.2918394,0.009112068,0.9549591839313507,581.225,320,0.0,430.44042444229126,0.056149784,0.056149784,1993.4463312732537,592.2721,3,314226
3.268686,0.008919696,0.07231664657592773,602.825,321,0.0,434.6835095882416,0.044097397,0.044097397,2069.554151144752,612.7508,1,317226
3.2799065,0.0092091765,0.9761241767555475,609.325,322,0.0,438.83847737312317,0.055544138,0.055544138,2093.6958084584585,619.4924,1,319833
3.187073,0.009636658,0.9724836684763432,561.15,325,0.0,443.0598909854889,0.0575734,0.0575734,1945.9836707265772,584.5988,3,323052
3.1850884,0.009413051,0.8754780888557434,552.275,327,0.0,447.2759213447571,0.051908765,0.051908765,1919.853966922364,578.4008,2,326079
3.2020245,0.009091027,0.9699135702103376,554.325,330,0.0,451.5232994556427,0.06610891,0.06610891,1933.7439948638626,581.05493,3,330783
3.1464944,0.008782684,0.9716162383556366,549.025,331,0.0,455.8143103122711,0.059045125,0.059045125,1917.8069261990993,576.0516,1,332532
3.1441631,0.008541329,-0.09658467769622803,567.2,332,0.0,460.11020946502686,0.039580017,0.039580017,1982.0915318765133,593.472,1,335532
3.148864,0.009341231,0.5549297332763672,554.9,334,0.0,464.4686243534088,0.047055542,0.047055542,1938.4237085161585,582.96985,2,339114
3.1459348,0.0088611785,0.9764187540858984,533.8,336,0.0,468.7551407814026,0.070214145,0.070214145,1873.4075635117865,570.0959,2,342438
3.062133,0.009822058,0.9753963053226471,525.525,338,0.0,473.0361375808716,0.054964043,0.054964043,1843.6727324586032,563.341,2,344778
3.059786,0.008992154,0.9736892431974411,498.55,341,0.0,477.37366485595703,0.059029903,0.059029903,1753.1997869608028,542.8646,3,347859
3.03717,0.009986077,0.9238961562514305,448.9,344,0.0,481.69726943969727,0.06527254,0.06527254,1582.0952903238062,500.38388,3,350688
3.0120332,0.00959413,0.9825429320335388,441.15,346,0.0,485.9597337245941,0.056359936,0.056359936,1551.6787533906852,490.1913,2,353874
3.0390115,0.009082004,0.9804173205047846,446.3,348,0.0,490.23699164390564,0.0656372,0.0656372,1575.6929354250321,493.43115,2,356010
2.9980795,0.009352131,0.6297371685504913,460.45,350,0.0,494.55020904541016,0.04560665,0.04560665,1618.1184498437055,501.06195,2,359490
3.041191,0.0087966025,-0.044234395027160645,477.975,351,0.0,498.92558002471924,0.039433897,0.039433897,1676.0381706278754,514.3152,1,362490
3.022372,0.01078406,0.9576960802078247,495.35,352,0.0,503.23497462272644,0.07580465,0.07580465,1740.0148808066417,529.9618,1,365010
3.0460184,0.009721419,0.9523981958627701,505.35,353,0.0,507.53832840919495,0.067254245,0.067254245,1778.6922740304974,537.4415,1,366858
3.0072935,0.010713573,0.15807873010635376,509.85,355,0.0,511.8581235408783,0.061170377,0.061170377,1785.1251938104688,538.0231,2,370125
3.0262527,0.009312106,0.13329696655273438,527.1,356,0.0,516.1908473968506,0.04613456,0.04613456,1842.706970612026,551.96344,1,373125
3.0969257,0.009563554,0.04500299692153931,541.65,357,0.0,520.5105273723602,0.040371943,0.040371943,1888.75896093134,561.81085,1,376125
3.0987642,0.010205984,0.14562475681304932,558.775,358,0.0,524.7586543560028,0.05690173,0.05690173,1942.551320815265,574.95624,1,379125
3.0980911,0.01115089,0.21069008111953735,573.425,359,0.0,529.0802278518677,0.04180071,0.04180071,1988.0884419772342,586.0345,1,382125
3.073214,0.009732122,0.05383199453353882,569.05,361,0.0,533.3632862567902,0.060157083,0.060157083,1963.7056934122986,579.78595,2,385512
3.0528793,0.009570081,0.4962960481643677,577.2,363,0.0,537.6310698986053,0.040924978,0.040924978,1985.1346718860423,588.49725,2,390279
3.0851738,0.009219709,0.905104897916317,578.125,366,0.0,542.0026123523712,0.06852155,0.06852155,1985.6545359325028,596.9092,3,394002
3.060608,0.008918858,0.8143122643232346,591.025,367,0.0,546.3479647636414,0.06109873,0.06109873,2033.5373690635574,611.59265,1,397002
3.0445023,0.009803351,0.06813544034957886,578.8,368,0.0,550.6594698429108,0.05846155,0.05846155,1985.8139784396785,598.61237,1,398004
3.0545373,0.008653253,0.030963420867919922,594.85,369,0.0,554.9581747055054,0.03932351,0.03932351,2039.1236492954617,613.77423,1,401004
3.0146391,0.008164097,0.9008099511265755,598.925,371,0.0,559.2626755237579,0.061936673,0.061936673,2046.3998785088686,620.0967,2,404403
2.999328,0.008678384,0.9186274036765099,568.85,374,0.0,563.5243573188782,0.06275088,0.06275088,1943.11731399677,601.08215,3,407376
3.0309243,0.010344652,0.3873736262321472,579.5,375,0.0,567.7864820957184,0.04125067,0.04125067,1975.6291819359017,609.59814,1,410376
3.0405176,0.009835258,0.9659479036927223,577.325,376,0.0,572.0845558643341,0.08250916,0.08250916,1968.4428503511845,608.151,1,411717
3.0868223,0.00927287,0.8749346137046814,580.775,379,0.0,576.3544297218323,0.05577713,0.05577713,1971.854800970717,611.6793,3,415773
3.0614011,0.009655005,0.751875564455986,592.1,381,0.0,580.6228241920471,0.056197844,0.056197844,2008.4351393748966,623.0192,2,418911
3.0649202,0.009403856,0.6241845488548279,568.275,385,0.0,584.9383885860443,0.063232034,0.063232034,1910.947822605712,597.3741,4,420753
3.0586147,0.009582215,0.9642955623567104,576.625,386,0.0,589.1989743709564,0.06751152,0.06751152,1940.4686773507105,606.65186,1,423069
3.0707378,0.009306888,0.4395213723182678,590.8,387,0.0,593.4771399497986,0.059493832,0.059493832,1988.1862994045714,619.83777,1,426069
3.081871,0.008672619,0.9803374819457531,588.875,389,0.0,597.6998028755188,0.0595063,0.0595063,1984.4695564547383,621.9622,2,429675
3.0448022,0.009350766,0.9534964971244335,596.275,390,0.0,602.0128560066223,0.05357424,0.05357424,2014.7546970156097,629.8433,1,431043
3.0552344,0.009423209,0.8263697773218155,585.55,391,0.0,606.3186480998993,0.060139712,0.060139712,1980.876017499702,622.98145,1,432756
3.0672815,0.009281313,0.09566885232925415,589.55,392,0.0,610.6524331569672,0.039459117,0.039459117,1993.619344287846,628.2384,1,435756
3.044014,0.00982576,0.9440335482358932,590.925,393,0.0,615.0128684043884,0.059126712,0.059126712,1995.0907008743027,630.4741,1,437769
3.0228877,0.009086693,0.9584065414965153,571.95,394,0.0,619.3306972980499,0.076723054,0.076723054,1931.834723261317,616.2821,1,438492
3.0351052,0.009998592,0.617311418056488,572.925,396,0.0,623.6937472820282,0.04706848,0.04706848,1938.9013790025983,619.27673,2,441876
2.9948118,0.010123672,0.9496184401214123,532.55,399,0.0,628.0301237106323,0.06315364,0.06315364,1808.7220303309646,590.4813,3,446031
3.0291111,0.011174102,0.7806028425693512,536.425,401,0.0,632.3667728900909,0.054401603,0.054401603,1833.1650015053697,598.8612,2,449883
2.9641745,0.009617906,0.9739194717258215,516.75,404,0.0,636.6723642349243,0.06284084,0.06284084,1770.9326774764916,582.5001,3,453576
2.9350178,0.01022175,0.04370671510696411,537.2,405,0.0,641.0387418270111,0.058477163,0.058477163,1847.1663996235336,601.1846,1,456576
2.943453,0.009710823,0.9208194687962532,544.875,406,0.0,645.3492197990417,0.065151535,0.065151535,1874.3740896791592,605.2958,1,459387
2.9574883,0.009021642,0.9579495340585709,534.4,408,0.0,649.6627197265625,0.05839482,0.05839482,1836.553795355175,595.29944,2,462132
2.9085395,0.010139611,0.7627290934324265,520.075,411,0.0,653.9687912464142,0.062972434,0.062972434,1789.432594052203,580.0644,3,466812
2.8183792,0.009674116,0.851123183965683,531.9,412,0.0,658.2453150749207,0.0699646,0.0699646,1832.1908914169453,588.22595,1,469485
2.7704165,0.009609526,0.08162564039230347,552.675,413,0.0,662.4207968711853,0.038443998,0.038443998,1903.966731038648,605.57947,1,472485
2.7692587,0.010585385,-0.014680266380310059,567.575,414,0.0,666.7157413959503,0.05057335,0.05057335,1955.3007106624561,616.4102,1,475485
2.8508506,0.009611589,0.1283511519432068,567.575,415,0.0,670.970251083374,0.040792994,0.040792994,1956.0290269415298,616.8849,1,478485
2.856478,0.009005817,0.9800081737339497,563.35,417,0.0,675.2147943973541,0.060963806,0.060963806,1941.325967652417,613.49725,2,482319
2.8284328,0.009547114,0.9587740078568459,573.475,418,0.0,679.4742379188538,0.059027825,0.059027825,1979.7026769344398,624.23987,1,484071
2.922788,0.009052176,0.6265418827533722,581.325,420,0.0,683.7158086299896,0.041962206,0.041962206,2006.3945740476106,629.5995,2,487449
2.94338,0.00896967,0.9755479376763105,591.625,421,0.0,688.0206062793732,0.0582999,0.0582999,2043.7673961742464,639.25793,1,489906
2.9935524,0.009400925,0.9401114173233509,614.6,422,0.0,692.2934794425964,0.053011335,0.053011335,2127.159987239592,663.6083,1,492906
3.013967,0.009784348,0.7427168190479279,644.725,425,0.0,696.5782299041748,0.0563733,0.0563733,2238.216436390625,695.23785,3,498120
2.9750664,0.009834096,0.9482555761933327,593.375,428,0.0,700.822779417038,0.059661888,0.059661888,2045.9142792801163,641.26654,3,499584
3.0060036,0.010186828,0.03814697265625,600.775,430,0.0,705.2706956863403,0.04915268,0.04915268,2061.4376926149002,644.3888,2,503136
2.9489825,0.013211025,0.04502803087234497,611.5,431,0.0,709.6490893363953,0.051282752,0.051282752,2092.929287116949,653.03845,1,506136
2.9862897,0.009271261,-0.023386597633361816,611.5,432,0.0,714.067969083786,0.038829148,0.038829148,2091.62157685798,652.61084,1,509136
3.0119305,0.009559148,0.7305192351341248,601.75,436,0.0,718.5910546779633,0.06458625,0.06458625,2052.229255077239,640.6535,4,514086
3.0603561,0.0091872215,0.2951958179473877,614.5,437,0.0,723.0714406967163,0.04397267,0.04397267,2092.572060071537,652.2863,1,517086
3.1168444,0.00968825,0.970701964572072,617.575,439,0.0,727.497960805893,0.057975087,0.057975087,2107.254790128084,657.44385,2,520140
3.0323772,0.010402717,0.7245138883590698,605.9,441,0.0,732.013694524765,0.05940169,0.05940169,2063.346488779834,644.58044,2,522591
3.031678,0.010105191,0.9745210036635399,613.95,442,0.0,736.4307475090027,0.064966545,0.064966545,2089.8789954847866,650.3593,1,525075
2.9978936,0.009852306,0.0064198970794677734,629.725,443,0.0,740.8851926326752,0.036754403,0.036754403,2143.8032720043125,664.1854,1,528075
2.962807,0.008804884,0.6537805497646332,624.1,445,0.0,745.3497216701508,0.047591537,0.047591537,2117.7297407750257,656.3712,2,531468
3.0577722,0.009282476,0.7503517419099808,634.925,447,0.0,749.7136785984039,0.0435526,0.0435526,2157.2764300240183,668.8236,2,535968
3.0527651,0.009368731,0.8083256185054779,641.2,449,0.0,754.1157376766205,0.03812851,0.03812851,2179.767131428868,674.92444,2,541026
3.084465,0.008956815,0.06858968734741211,649.75,450,0.0,758.4183492660522,0.045715377,0.045715377,2209.42920355842,683.28625,1,544026
3.0721834,0.009231871,0.04532533884048462,665.6,451,0.0,762.7564134597778,0.04105322,0.04105322,2263.057622510365,697.803,1,546684
3.0557864,0.0091176815,0.9257050454616547,621.05,454,0.0,767.1584692001343,0.06737386,0.06737386,2107.903928913599,656.93396,3,550011
3.0751724,0.009286024,0.9467237368226051,612.825,455,0.0,771.6627984046936,0.06842881,0.06842881,2084.3478250802946,650.8706,1,552024
3.0620093,0.009950893,-0.00774073600769043,621.85,456,0.0,776.1998777389526,0.029143777,0.029143777,2111.8987231478254,656.766,1,555024
3.1050947,0.009708164,0.7896431088447571,629.5,458,0.0,780.5534460544586,0.042937096,0.042937096,2136.150708746888,659.4397,2,559611
3.007841,0.010030141,0.9469191916286945,626.1,460,0.0,785.0039963722229,0.058312833,0.058312833,2133.0823751102425,658.95557,2,562581
3.0536823,0.0091177,-0.08905339241027832,630.625,461,0.0,789.4474279880524,0.042059608,0.042059608,2146.8004173825166,662.1497,1,565581
3.0320745,0.009199929,0.9721491131931543,625.0,462,0.0,793.9285056591034,0.053740393,0.053740393,2128.394497582409,655.17926,1,567906
3.0035713,0.009602464,0.9423245415091515,620.025,463,0.0,798.358051776886,0.053021178,0.053021178,2114.8268928412945,651.4284,1,570309
3.0244827,0.009038182,0.006596028804779053,641.35,464,0.0,802.804000377655,0.036218435,0.036218435,2190.9333316809975,671.1763,1,573309
2.9995034,0.009264067,0.9434224851429462,643.0,466,0.0,807.2593939304352,0.04978647,0.04978647,2200.9285139312947,672.88196,2,575730
3.0079627,0.009284295,0.7060939371585846,649.525,470,0.0,811.6838302612305,0.049017817,0.049017817,2227.543857950346,678.702,4,581079
2.988609,0.01014032,0.968496423214674,639.225,471,0.0,816.0741534233093,0.054001532,0.054001532,2197.037936616366,669.25903,1,582843
2.952616,0.009370573,0.9856616947799921,629.4,472,0.0,820.4481768608093,0.058838353,0.058838353,2166.9690627701066,661.18414,1,584664
3.0144067,0.010191955,-0.02643907070159912,629.4,473,0.0,824.8535046577454,0.04146175,0.04146175,2165.974455443085,659.88806,1,587664
2.9815671,0.0098099,0.9561981856822968,637.55,474,0.0,829.2716734409332,0.062874034,0.062874034,2196.4073720797264,666.90967,1,589734
2.9307475,0.0101168435,0.7446647882461548,668.525,476,0.0,833.6813974380493,0.03843791,0.03843791,2310.565798115858,697.8024,2,594309
2.9180915,0.009193337,0.9887132253497839,661.875,477,0.0,838.1424806118011,0.0640839,0.0640839,2292.191949518113,691.63025,1,596511
2.9633992,0.008895651,0.7392249703407288,675.25,478,0.0,842.5278384685516,0.045078196,0.045078196,2339.3900325121076,703.7156,1,599511
2.8827522,0.010374095,0.9697122871875763,676.9,480,0.0,846.9789052009583,0.060301043,0.060301043,2344.9268560450755,705.6354,2,603525
2.8616252,0.010652745,-0.002783060073852539,699.45,481,0.0,851.4229536056519,0.047224723,0.047224723,2425.5014549717735,727.38165,1,606525
