entropy,optimgain,EpThisIter,EpRewMean,EpLenMean,TimestepsSoFar,EpTrueRewMean,ev_tdlam_before,meankl,surrgain,entloss,TimeElapsed,EpisodesSoFar
7.772659,0.07916753,2,221.85452,329.025,174918,769.1866059871007,0.8543117642402649,0.0073730582,0.07916753,0.0,252.25495719909668,337
7.7694664,0.109985754,4,219.02612,319.325,178254,757.220884938223,0.855831652879715,0.008536445,0.109985754,0.0,256.6169481277466,341
7.7684817,0.095542505,3,218.39279,310.625,180798,754.6572652644812,0.8535156399011612,0.0075601526,0.095542505,0.0,260.9953315258026,344
7.770828,0.102381214,4,214.94589,306.2,184482,745.347024840914,0.8993444666266441,0.0076959813,0.102381214,0.0,265.408490896225,348
7.755691,0.08913383,4,209.40732,297.725,187416,731.6365058814051,0.8878154531121254,0.0077513377,0.08913383,0.0,269.87664341926575,352
7.75505,0.09278833,5,202.9226,290.775,190845,718.0192459686139,0.8986083790659904,0.0068688896,0.09278833,0.0,274.2427372932434,357
7.725949,0.08177978,4,202.06735,286.075,193617,716.5384386878258,0.9079396650195122,0.0077615078,0.08177978,0.0,278.5939061641693,361
7.7356696,0.08860868,4,193.89868,279.725,196557,702.7739212970092,0.9368371367454529,0.007854163,0.08860868,0.0,282.9905035495758,365
7.7476234,0.08310256,4,186.52408,268.85,199434,683.424756035973,0.919219896197319,0.0073008924,0.08310256,0.0,287.36160230636597,369
7.748672,0.0948617,4,179.21935,264.5,202083,672.7556829109066,0.8943936824798584,0.008403065,0.0948617,0.0,291.7385013103485,373
7.759461,0.098906405,4,174.34502,252.375,205203,668.4092348880824,0.9344483688473701,0.009854353,0.098906405,0.0,296.07581782341003,377
7.7686305,0.0934433,4,174.63644,255.05,208860,684.7737954158035,0.915627084672451,0.0074192733,0.0934433,0.0,300.42903113365173,381
7.762024,0.08721544,4,172.07309,257.425,212499,686.0033005564495,0.8773070275783539,0.007867679,0.08721544,0.0,304.8487899303436,385
7.76923,0.09187955,4,166.4329,255.625,215925,680.7453411606247,0.8513049632310867,0.007925516,0.09187955,0.0,309.2355601787567,389
7.7612333,0.08461757,4,166.13626,257.475,219096,695.6829573087832,0.8939269855618477,0.008439945,0.08461757,0.0,313.57862162590027,393
7.7498174,0.09436394,4,167.50056,261.2,222189,709.2738759483798,0.9060122594237328,0.008101538,0.09436394,0.0,317.936993598938,397
7.7357907,0.09262848,3,169.09164,266.0,224712,725.5148116897901,0.8464922308921814,0.00884667,0.09262848,0.0,322.3035125732422,400
7.7315106,0.112426326,4,165.94997,263.425,227568,717.6959759828939,0.8678978234529495,0.006386894,0.112426326,0.0,326.71961736679077,404
7.7294927,0.11147465,4,172.2247,265.625,230589,734.820127513214,0.8971159160137177,0.008439242,0.11147465,0.0,331.1192374229431,408
7.7283335,0.09066269,3,176.03801,273.075,233418,757.6588581138933,0.8872885629534721,0.0076944437,0.09066269,0.0,335.61589431762695,411
7.711658,0.083106406,5,171.48802,264.65,236205,734.4903562890673,0.8865043595433235,0.0075943694,0.083106406,0.0,339.99776673316956,416
7.702502,0.0952095,4,172.09795,268.475,239988,738.466673587545,0.8999423608183861,0.0084168315,0.0952095,0.0,344.3951835632324,420
7.7069087,0.098887436,4,169.96297,265.475,243573,725.76382574862,0.8869866728782654,0.0078116907,0.098887436,0.0,348.80548882484436,424
7.7072716,0.093385026,3,175.36469,269.8,246441,743.9213600052733,0.8713565021753311,0.007481477,0.093385026,0.0,353.2253782749176,427
7.7027135,0.09511794,5,174.56387,264.925,250068,725.5413365325869,0.9371429607272148,0.007902311,0.09511794,0.0,357.60904812812805,432
7.6982884,0.10771681,4,173.04497,265.3,253251,716.9294727620097,0.9344964995980263,0.008069211,0.10771681,0.0,362.0191397666931,436
7.6882977,0.10890333,4,171.85593,262.65,256230,705.0417565157926,0.8908172473311424,0.0077198977,0.10890333,0.0,366.3798408508301,440
7.674365,0.12180619,5,179.08517,267.7,260493,724.810973507779,0.8951163664460182,0.007878946,0.12180619,0.0,370.8044123649597,445
7.6599083,0.10787553,5,178.18918,264.0,264198,716.1707207073978,0.9284080564975739,0.008259373,0.10787553,0.0,375.2881510257721,450
7.646377,0.09222518,5,179.64558,263.125,267360,710.9262084904983,0.810084879398346,0.008027385,0.09222518,0.0,379.611857175827,455
7.6421046,0.108370736,4,178.59358,257.625,269946,698.1804025289546,0.8846618607640266,0.00765952,0.108370736,0.0,383.91938877105713,459
7.6497188,0.13209489,4,180.64453,254.15,273150,696.0371596763795,0.9187091961503029,0.007811699,0.13209489,0.0,388.29526376724243,463
7.6403813,0.10936191,4,178.15398,247.475,276138,677.7548059593994,0.888030119240284,0.008749608,0.10936191,0.0,392.6116213798523,467
7.6408844,0.110161364,4,181.29547,249.275,279303,675.5369498422782,0.9117501750588417,0.008430179,0.110161364,0.0,396.96759486198425,471
7.644772,0.12567276,3,192.36934,259.3,282717,709.8844066403412,0.8862601816654205,0.008836718,0.12567276,0.0,401.41010880470276,474
7.627426,0.1014041,4,194.08255,254.725,285663,704.1344462947561,0.9051875174045563,0.008098543,0.1014041,0.0,405.80685567855835,478
7.61609,0.106940985,3,194.3519,251.925,288120,697.8343853050103,0.9188199117779732,0.008360322,0.106940985,0.0,410.15717911720276,481
7.6219635,0.10359725,4,200.95508,265.525,292356,724.7704354390711,0.9212616086006165,0.008875618,0.10359725,0.0,414.5205760002136,485
7.6123056,0.096694425,3,204.8027,274.35,295425,745.650649330037,0.9486529380083084,0.008512227,0.096694425,0.0,418.9357054233551,488
7.6135902,0.09518947,2,208.92285,282.225,298065,764.0753124972173,0.8273132145404816,0.008592041,0.09518947,0.0,423.29171562194824,490
7.6194615,0.094671406,4,207.27547,283.7,300627,767.1619536228499,0.8770369738340378,0.010249417,0.094671406,0.0,427.7028024196625,494
7.6237826,0.11439062,3,219.38321,301.9,304701,817.0187228284155,0.8903170675039291,0.008662439,0.11439062,0.0,432.1248149871826,497
7.62317,0.10220723,4,215.83867,300.45,307338,813.8945244108343,0.9039073511958122,0.008796381,0.10220723,0.0,436.51193022727966,501
7.616029,0.15797368,2,217.8057,302.95,309504,817.5316770281946,0.8298918008804321,0.0094552245,0.15797368,0.0,440.9172353744507,503
7.6183014,0.103317015,3,225.0751,312.35,312822,847.352061907038,0.8534701615571976,0.008835399,0.103317015,0.0,445.6551148891449,506
7.6108246,0.12663072,3,225.75688,313.925,315255,862.5257207371975,0.8592545986175537,0.00947547,0.12663072,0.0,450.08657479286194,509
7.611817,0.121963665,3,219.20488,306.225,317577,844.37399073138,0.934738926589489,0.008565716,0.121963665,0.0,454.48125743865967,512
7.6007237,0.10699123,4,221.1976,310.175,321504,847.2053390749464,0.786809116601944,0.009239238,0.10699123,0.0,458.90846967697144,516
7.5864744,0.111850426,3,240.51396,333.675,326457,914.433491358096,0.8914648219943047,0.009771768,0.111850426,0.0,463.35544657707214,519
7.5963287,0.15684785,3,238.43233,331.325,329427,905.2065698227343,0.8814867660403252,0.0098447995,0.15684785,0.0,467.7897906303406,522
7.577588,0.08945891,5,234.31699,323.1,333075,900.4652900817691,0.859696090221405,0.008647732,0.08945891,0.0,472.238299369812,527
7.5730624,0.110320866,3,226.42117,308.825,335124,859.7711902700714,0.946026150137186,0.008445226,0.110320866,0.0,476.65943574905396,530
7.5759435,0.11615648,4,231.80473,314.375,338352,877.0489723031918,0.944202683866024,0.010052191,0.11615648,0.0,481.0939447879791,534
7.5863495,0.10541013,4,228.72061,306.675,342276,851.5068817764328,0.9084431752562523,0.0089019,0.10541013,0.0,485.49662137031555,538
7.5750766,0.12547682,2,236.93497,317.125,344760,879.5984257211643,0.8902560174465179,0.008676844,0.12547682,0.0,489.8716962337494,540
7.5690913,0.103283584,4,229.1893,307.975,348084,850.7169512071305,0.9260993525385857,0.008820411,0.103283584,0.0,494.30739760398865,544
7.5453453,0.1034408,4,231.0832,305.9,351426,852.4153001236715,0.9707895610481501,0.008870465,0.1034408,0.0,498.6878788471222,548
7.5375967,0.10751122,3,231.69405,308.8,353907,860.5253726170615,0.92496507614851,0.009330977,0.10751122,0.0,503.0949897766113,551
7.5264897,0.10797492,2,232.0688,314.7,356571,867.4545125912753,0.8514323681592941,0.008149379,0.10797492,0.0,507.5561692714691,553
7.515396,0.12555933,3,235.10542,320.2,359928,880.7402380418738,0.9463286027312279,0.009350719,0.12555933,0.0,511.9647219181061,556
7.505123,0.13113874,2,227.4792,310.925,362421,861.2522464145477,0.9175350442528725,0.008139025,0.13113874,0.0,516.4264051914215,558
7.5129385,0.107653946,3,224.43466,310.425,365574,850.3370813044082,0.7935044914484024,0.008517155,0.107653946,0.0,520.9060215950012,561
7.512813,0.102900505,3,220.6478,308.875,368424,832.5401069697489,0.6905532777309418,0.009232711,0.102900505,0.0,525.3716216087341,564
7.5144644,0.12869248,2,228.55013,320.475,370635,861.9130362805969,0.8730676174163818,0.00866111,0.12869248,0.0,529.8298263549805,566
7.508069,0.10658197,2,234.52539,336.725,374142,884.6041885790626,0.7408662438392639,0.008434236,0.10658197,0.0,534.319803237915,568
7.5013914,0.09488386,3,236.85547,343.85,377130,892.5966343818102,0.8363666832447052,0.009142643,0.09488386,0.0,538.6702692508698,571
7.4910727,0.09452856,4,235.61052,340.8,380325,880.3316994058871,0.9376698099076748,0.008471585,0.09452856,0.0,543.1468970775604,575
7.48024,0.110604554,4,235.0603,338.8,383784,882.8244516465681,0.8927807062864304,0.009173661,0.110604554,0.0,547.5604922771454,579
7.4763837,0.1004194,3,232.52286,335.475,386559,874.8111842662638,0.9068490117788315,0.008305689,0.1004194,0.0,552.0063910484314,582
7.469103,0.132272,3,236.68755,337.25,389349,885.752459234159,0.9257173240184784,0.009128974,0.132272,0.0,556.3849351406097,585
7.4686766,0.11098211,4,233.89926,336.6,392586,872.6014174805772,0.8936331272125244,0.00910623,0.11098211,0.0,560.7151732444763,589
7.478394,0.11734775,4,227.29546,322.625,395286,846.5952054514382,0.8537746071815491,0.009865731,0.11734775,0.0,565.0967328548431,593
7.454788,0.120303944,4,224.86499,316.175,398721,833.1915152410493,0.946596160531044,0.009476461,0.120303944,0.0,569.4758338928223,597
7.459729,0.11236058,2,222.85417,314.05,400941,825.1152520193452,0.9195061549544334,0.007978184,0.11236058,0.0,573.8783378601074,599
7.441406,0.107167125,3,220.18282,308.925,403881,813.9723433610776,0.9111796170473099,0.008421375,0.107167125,0.0,578.2736992835999,602
7.4429193,0.117840916,3,224.73564,313.225,406950,829.4301732596832,0.8993827402591705,0.0089211855,0.117840916,0.0,582.6432526111603,605
7.443408,0.21403526,3,221.76872,301.725,410349,819.28163496864,0.8700678944587708,0.008999513,0.21403526,0.0,586.9937419891357,608
7.4422445,0.101498134,3,229.60791,306.825,413949,856.7360501316134,0.9325645789504051,0.008450082,0.101498134,0.0,591.3621802330017,611
7.4391446,0.11807117,4,227.12143,306.575,417114,851.6999853007777,0.9505252316594124,0.0087755965,0.11807117,0.0,595.8002758026123,615
7.4130206,0.096603125,3,227.73788,308.2,419829,861.2185974156064,0.9181274250149727,0.009311764,0.096603125,0.0,600.2512192726135,618
7.4144883,0.118832394,3,236.73674,326.6,424482,909.4713616223928,0.8664551377296448,0.008698741,0.118832394,0.0,604.6758418083191,621
7.4004383,0.1236935,3,239.95749,331.275,428037,937.4342585953862,0.8870019838213921,0.009220278,0.1236935,0.0,609.1615011692047,624
7.3928843,0.108478725,2,237.99947,334.725,430410,934.558625933106,0.918973758816719,0.009159737,0.108478725,0.0,613.5860502719879,626
7.368851,0.17293683,4,241.95366,339.075,433785,950.8241080780342,0.9426628090441227,0.01086819,0.17293683,0.0,618.0438628196716,630
7.379578,0.118466996,3,245.22612,344.775,436659,970.1715919188421,0.9190126433968544,0.008632552,0.118466996,0.0,622.4954173564911,633
7.369205,0.097303495,3,250.15024,351.6,439998,992.2272078728809,0.9512465111911297,0.009119533,0.097303495,0.0,626.9244041442871,636
7.363175,0.10216395,3,245.42728,348.5,442761,976.9780910839396,0.9157910272479057,0.008770913,0.10216395,0.0,631.3661715984344,639
7.3480062,0.12815776,3,251.00537,352.675,446202,998.5261242554818,0.919565238058567,0.010350301,0.12815776,0.0,635.7806878089905,642
7.3244624,0.10606916,2,249.467,355.1,448722,993.6387994363807,0.8276104032993317,0.010110963,0.10606916,0.0,640.2510139942169,644
7.297621,0.12092087,4,248.12143,357.3,453225,990.1632356451037,0.8824610561132431,0.009299999,0.12092087,0.0,644.7175526618958,648
7.292054,0.15104285,2,246.25249,356.575,456003,983.1113602551334,0.8758083656430244,0.009623474,0.15104285,0.0,649.121869802475,650
7.295336,0.11351193,1,255.75351,375.45,459003,1024.9064848267708,0.39311403036117554,0.0081466725,0.11351193,0.0,653.5813734531403,651
7.278442,0.109116614,3,256.7066,380.775,461880,1035.1450806147311,0.8401431888341904,0.009581236,0.109116614,0.0,658.0571677684784,654
7.2694745,0.10805448,3,261.64972,391.425,466107,1050.8035007343813,0.9675561152398586,0.008873743,0.10805448,0.0,662.4902391433716,657
7.272965,0.115591764,3,262.2947,386.8,469875,1035.0576872717127,0.9490551650524139,0.010597574,0.115591764,0.0,666.9183778762817,660
7.273329,0.12109281,2,269.41895,394.85,472632,1062.4380697421389,0.8881685584783554,0.009178915,0.12109281,0.0,671.368953704834,662
7.2838902,0.1055883,4,266.05417,380.875,476115,1031.3468665876978,0.9669412299990654,0.009749696,0.1055883,0.0,675.8251428604126,666
7.2515903,0.09424786,4,265.37958,382.1,479637,1024.0780587185263,0.9128279760479927,0.008691637,0.09424786,0.0,680.2662711143494,670
7.2534223,0.1081784,3,268.84198,387.625,483174,1039.3480852065277,0.9132539331912994,0.008812133,0.1081784,0.0,684.6577820777893,673
7.2450557,0.13440418,3,271.35712,390.225,486825,1056.717901649849,0.9140249863266945,0.009590307,0.13440418,0.0,689.0460340976715,676
7.2328534,0.10742779,4,265.04312,381.175,489939,1025.6917426528125,0.8833506032824516,0.0088896975,0.10742779,0.0,693.4369370937347,680
7.204471,0.10031012,3,266.51605,385.4,493296,1038.219840022945,0.9090012162923813,0.009040868,0.10031012,0.0,697.8304452896118,683
7.205583,0.1418697,2,264.30264,373.975,495771,1019.2568225294965,0.946074441075325,0.00905492,0.1418697,0.0,702.204047203064,685
7.216004,0.11763196,3,280.19998,397.55,500931,1101.3954496716835,0.9138463512063026,0.009293881,0.11763196,0.0,706.6395635604858,688
7.204228,0.105893746,1,284.30295,405.775,503727,1117.3662361551353,0.9321276620030403,0.00896094,0.105893746,0.0,711.059928894043,689
7.207719,0.10732107,2,278.9434,393.3,506199,1097.750497871331,0.9628052227199078,0.009543939,0.10732107,0.0,715.4694855213165,691
7.204789,0.1066835,3,287.2962,401.625,510075,1133.4740330387303,0.9604087136685848,0.00875493,0.1066835,0.0,719.8482677936554,694
7.1923056,0.12428339,3,283.96045,389.8,512883,1122.246488094333,0.9099271520972252,0.0099508865,0.12428339,0.0,724.2541918754578,697
7.1945844,0.14116839,2,289.0965,399.125,516180,1157.493075810065,0.9163840338587761,0.009757031,0.14116839,0.0,728.6562769412994,699
7.215878,0.12755972,3,283.10925,390.125,519447,1135.8752977713727,0.9479689821600914,0.008907199,0.12755972,0.0,733.0315780639648,702
7.1948247,0.119895145,3,282.23798,394.3,522444,1144.5548372158382,0.9227192550897598,0.009748232,0.119895145,0.0,737.4569549560547,705
7.190736,0.11536474,2,285.88245,403.2,525744,1173.5550105065488,0.9343339055776596,0.01002027,0.11536474,0.0,741.8985781669617,707
7.2069693,0.116085395,2,289.42743,411.125,528558,1189.7881116074316,0.9656113721430302,0.009258336,0.116085395,0.0,746.3140645027161,709
7.1884284,0.10327625,2,302.60165,429.025,532002,1254.846649677752,0.9466008059680462,0.008934313,0.10327625,0.0,750.8112487792969,711
7.1718783,0.09879817,3,297.45276,423.8,535206,1235.059914957635,0.9391325563192368,0.008958088,0.09879817,0.0,755.2112648487091,714
7.170362,0.11209252,2,299.57306,428.75,538275,1253.4309781487502,0.920205146074295,0.009380091,0.11209252,0.0,759.5692722797394,716
7.1746697,0.12810212,2,307.3554,438.4,541560,1291.3079907643132,0.9036715254187584,0.009351888,0.12810212,0.0,763.9510734081268,718
7.182814,0.28499925,2,313.6301,446.65,543537,1318.9080484433907,0.9095846191048622,0.010200517,0.28499925,0.0,768.3382456302643,720
7.1731696,0.15209934,2,312.43625,441.275,545208,1309.9792154810698,0.9271849691867828,0.009295195,0.15209934,0.0,772.7048752307892,722
7.1584506,0.11031597,3,311.33786,439.5,548511,1299.0878937083921,0.9035239592194557,0.010494425,0.11031597,0.0,777.1205916404724,725
7.1477823,0.09876877,2,304.2394,429.425,551007,1269.1284848432456,0.8241799473762512,0.008960432,0.09876877,0.0,781.539222240448,727
7.1646085,0.072918795,2,302.04443,430.15,555345,1257.5046690286727,0.5554863512516022,0.009878609,0.072918795,0.0,785.9311237335205,729
7.164506,0.104587674,2,300.0429,430.8,557895,1249.128312666194,0.9189573675394058,0.010018393,0.104587674,0.0,790.2793459892273,731
7.1616983,0.10488293,1,300.34363,429.225,559377,1243.3039381413842,0.7729141414165497,0.0092252605,0.10488293,0.0,794.6586360931396,732
7.1544027,0.1167083,3,303.21277,435.325,563241,1261.7939118858087,0.9644584506750107,0.008937723,0.1167083,0.0,799.061363697052,735
7.1452627,0.12173895,3,299.81342,432.725,566496,1247.2347778423714,0.9355185180902481,0.009516007,0.12173895,0.0,803.4722423553467,738
7.140612,0.09793192,3,300.325,436.65,570900,1255.309112985467,0.9227731302380562,0.008697163,0.09793192,0.0,807.9912831783295,741
7.1282797,0.13816445,2,302.7315,442.05,573429,1274.6340593194127,0.8707932084798813,0.01084775,0.13816445,0.0,812.4515652656555,743
7.1025987,0.14151293,2,308.4332,449.825,576423,1292.7736202954025,0.9551292061805725,0.009765788,0.14151293,0.0,816.8680644035339,745
7.106276,0.093552455,3,304.05664,440.375,580008,1275.5699507830861,0.9503542147576809,0.008423418,0.093552455,0.0,821.2829332351685,748
7.122911,0.11447519,2,301.1871,432.5,581874,1256.6034819038603,0.9640869274735451,0.00902492,0.11447519,0.0,825.6934633255005,750
7.1064625,0.12667218,2,304.86282,435.85,584697,1267.4362282161594,0.9016880095005035,0.009657895,0.12667218,0.0,830.065104007721,752
7.0892344,0.10565986,3,293.528,419.7,587256,1202.4803588333111,0.9184373766183853,0.012203639,0.10565986,0.0,834.4663906097412,755
7.0898423,0.10578932,3,281.46094,404.0,590040,1147.9671384283197,0.7786891609430313,0.009337525,0.10578932,0.0,838.8518831729889,758
7.086958,0.1326908,2,285.53793,415.875,593442,1173.7302072576156,0.9540125541388988,0.009965002,0.1326908,0.0,843.255163192749,760
7.0628834,0.127635,2,288.04926,423.425,596019,1197.6963639828232,0.970793979242444,0.009452861,0.127635,0.0,847.6966071128845,762
7.039324,0.12249645,2,288.91046,422.1,598563,1206.7168892712943,0.932789534330368,0.009699665,0.12249645,0.0,852.1432294845581,764
7.038879,0.14120042,2,291.11368,424.675,600828,1226.4445005384277,0.9012553617358208,0.010100486,0.14120042,0.0,856.6203901767731,766
