TimestepsSoFar,entloss,meankl,EpRewMean,EpisodesSoFar,ev_tdlam_before,optimgain,TimeElapsed,entropy,surrgain,EpTrueRewMean,EpThisIter,EpLenMean
3033,0.0,0.006905813,18.967043,42,0.38297295570373535,0.14440003,6.125346422195435,24.117657,0.14440003,112.35872538614595,42,23.9
6138,0.0,0.0066801556,22.095007,89,0.5701515376567841,0.20574984,11.464092493057251,24.102215,0.20574984,107.57147819447316,47,22.675
9219,0.0,0.0071763573,22.829926,129,0.5191926062107086,0.14027104,16.91604781150818,24.076414,0.14027104,119.63072203354045,40,25.675
12330,0.0,0.0070733195,26.708393,163,0.42194974422454834,0.1515809,22.457831382751465,24.082987,0.1515809,143.5864875198418,34,30.4
15408,0.0,0.0072874287,31.697397,192,0.5472445487976074,0.1537483,27.931069374084473,24.047365,0.1537483,163.96431421635293,29,34.25
18522,0.0,0.006759882,27.616806,223,0.45625269412994385,0.16563576,33.46005463600159,24.026613,0.16563576,162.36110601338777,31,33.925
21606,0.0,0.0077498946,29.65445,254,0.5419665277004242,0.15463904,38.97769260406494,24.031906,0.15463904,161.62020001889445,31,34.05
24615,0.0,0.0073293094,38.471355,278,0.5656087398529053,0.15721285,44.45040488243103,24.02879,0.15721285,192.44198001649482,24,39.95
27693,0.0,0.007524167,41.79928,301,0.62559974193573,0.16007994,50.074713706970215,24.03563,0.16007994,208.5358178634038,23,43.325
30741,0.0,0.008046077,48.153103,323,0.5964051485061646,0.16154182,55.49611210823059,24.013918,0.16154182,222.76437720778327,22,45.925
33828,0.0,0.007550625,50.291943,343,0.6394724547863007,0.15395936,60.94799852371216,24.025696,0.15395936,236.2894859559646,20,48.85
36930,0.0,0.008159386,52.407604,362,0.7066798210144043,0.18783522,66.46907234191895,23.99658,0.18783522,255.61566090431228,19,52.75
40044,0.0,0.007946953,54.33557,381,0.6491360366344452,0.172346,72.01852250099182,23.981424,0.172346,263.32926528347787,19,54.625
43107,0.0,0.007826445,55.2123,398,0.6942932307720184,0.16616882,77.51043200492859,23.960224,0.16616882,267.0356391700752,17,55.8
45996,0.0,0.008511999,66.28441,413,0.7645307630300522,0.1798586,83.0989134311676,23.929462,0.1798586,299.06443486612466,15,61.4
49050,0.0,0.007989414,65.946686,430,0.6248941719532013,0.18924436,88.72648811340332,23.949224,0.18924436,302.48808259515454,17,61.525
52110,0.0,0.008071321,61.962475,446,0.6982598006725311,0.19368985,94.3294849395752,23.929934,0.19368985,296.42331670502665,16,60.375
55233,0.0,0.008789292,63.448875,463,0.7150144577026367,0.19747838,99.9446268081665,23.880922,0.19747838,302.9107617471717,17,61.7
58365,0.0,0.0076907296,67.73442,479,0.7600474208593369,0.19995722,105.51926684379578,23.86916,0.19995722,311.81067160380996,16,63.65
61464,0.0,0.008562654,66.689964,495,0.7793556451797485,0.17852761,111.25290322303772,23.833761,0.17852761,308.0769043503421,16,62.725
64737,0.0,0.008095185,71.67973,510,0.7912032306194305,0.17033938,116.85582709312439,23.803446,0.17033938,332.6912712362706,15,67.825
67779,0.0,0.008356079,69.40993,525,0.8116930276155472,0.17143703,122.39454984664917,23.761473,0.17143703,336.7227321741167,15,68.7
70767,0.0,0.00863594,68.116165,539,0.7795149981975555,0.19386101,128.06083989143372,23.732893,0.19386101,344.79728900717043,14,69.075
73800,0.0,0.009353796,67.47992,554,0.7736367732286453,0.19948626,133.69056153297424,23.68846,0.19948626,344.7138144874233,15,69.075
76680,0.0,0.008863138,73.55623,566,0.7050042450428009,0.21538319,139.31740355491638,23.680647,0.21538319,360.5316696415967,12,72.575
79878,0.0,0.009702599,71.422424,581,0.7278194725513458,0.265285,145.00715589523315,23.680902,0.265285,362.7825552394435,15,72.775
82866,0.0,0.009295679,68.03149,596,0.8060252517461777,0.19925907,150.55712127685547,23.66382,0.19925907,353.71569919096584,15,71.8
85797,0.0,0.008162859,60.147552,611,0.8108264952898026,0.19055179,156.14312863349915,23.659403,0.19055179,333.0913408118694,15,67.775
88890,0.0,0.0089486595,61.9055,626,0.7515215277671814,0.257407,161.93454480171204,23.662107,0.257407,329.49807889245943,15,66.625
91824,0.0,0.009208574,64.46556,640,0.8035625517368317,0.19892435,167.6338667869568,23.672384,0.19892435,337.4140463364334,14,68.8
94830,0.0,0.0094326185,64.38712,654,0.7932877689599991,0.22442302,173.3500373363495,23.6591,0.22442302,342.2689607580122,14,69.85
97950,0.0,0.009681841,68.98069,667,0.8634376525878906,0.20196657,178.9603545665741,23.631838,0.20196657,356.54770522480584,13,73.4
101043,0.0,0.008822294,72.442566,681,0.6590300798416138,0.23602593,184.65446710586548,23.632063,0.23602593,366.4282968919283,14,74.925
104232,0.0,0.010101506,76.379,696,0.8076780587434769,0.22405526,190.36842918395996,23.605875,0.22405526,364.7906162901792,15,74.525
107184,0.0,0.009200633,74.0945,709,0.7478514611721039,0.2017279,196.08527326583862,23.57155,0.2017279,354.45107931861725,13,72.325
110043,0.0,0.009482529,74.92514,722,0.7382296025753021,0.21596539,201.83911633491516,23.555601,0.21596539,355.9597047459589,13,72.6
113103,0.0,0.009905348,75.6172,737,0.8056389540433884,0.20439184,207.58836674690247,23.564947,0.20439184,348.4578627508321,15,71.7
116148,0.0,0.009383831,73.9598,751,0.7978889793157578,0.19903034,213.41128396987915,23.558283,0.19903034,343.0926284692413,14,70.5
119295,0.0,0.009346141,75.176346,766,0.7495942115783691,0.215854,219.10516476631165,23.545164,0.215854,336.14136630819394,15,69.875
122391,0.0,0.00946947,80.28717,779,0.7096781730651855,0.19794409,224.8723738193512,23.526531,0.19794409,357.90936619843217,13,74.4
125412,0.0,0.009495385,77.63626,793,0.8165090382099152,0.19552636,230.67852354049683,23.52834,0.19552636,356.86590024859595,14,73.975
128670,0.0,0.010016281,82.13778,806,0.8279417455196381,0.20192164,236.4747598171234,23.528975,0.20192164,379.89404434868715,13,78.125
131799,0.0,0.010760015,76.76516,820,0.8197943717241287,0.30753106,242.2611906528473,23.541262,0.30753106,375.4841592792849,14,76.275
135030,0.0,0.010672599,74.260994,835,0.8499377965927124,0.19323984,248.08653378486633,23.547117,0.19323984,366.6683823760411,15,75.425
138180,0.0,0.010080525,74.38268,848,0.7938756495714188,0.24999672,253.83237838745117,23.552309,0.24999672,368.50829841489866,13,75.225
141303,0.0,0.00956575,75.03714,862,0.8498955070972443,0.2223576,259.64923429489136,23.536314,0.2223576,375.77602303542574,14,76.5
144369,0.0,0.008830246,73.047165,876,0.8382354229688644,0.24014178,265.43061995506287,23.505287,0.24014178,376.29315331201235,14,75.7
147453,0.0,0.009635976,70.11619,890,0.8409448117017746,0.21268323,271.506400346756,23.46794,0.21268323,362.6462454593119,14,73.775
150345,0.0,0.009583076,67.327354,903,0.8344045579433441,0.24150199,277.2506742477417,23.470453,0.24150199,361.6439707228457,13,73.975
153441,0.0,0.0101248175,67.02595,916,0.8272644281387329,0.22047898,282.9545512199402,23.489668,0.22047898,366.78823526630254,13,75.6
156303,0.0,0.010817393,66.7574,928,0.8581651747226715,0.21536678,288.67097187042236,23.509687,0.21536678,374.0375356060155,12,77.1
159273,0.0,0.0106839035,70.521225,941,0.8365595638751984,0.21537726,294.3017838001251,23.477375,0.21537726,375.91181151688244,13,77.625
162264,0.0,0.010422222,73.29674,954,0.8091859519481659,0.23220256,300.0893669128418,23.451742,0.23220256,378.2668718799653,13,78.1
165351,0.0,0.00987002,75.075066,966,0.8165520876646042,0.24167472,305.85890674591064,23.448408,0.24167472,384.03484546676987,12,79.025
168273,0.0,0.009773143,77.6003,978,0.8132863789796829,0.1995811,311.74072766304016,23.414957,0.1995811,398.5653593461945,12,81.35
171396,0.0,0.010446019,78.807655,990,0.8400489240884781,0.23787856,317.47356390953064,23.422369,0.23787856,404.76603560051757,12,83.4
174387,0.0,0.009915445,82.28328,1002,0.8530246615409851,0.21936919,323.2816321849823,23.419676,0.21936919,407.0155032930058,12,83.5
177612,0.0,0.009901535,79.74697,1016,0.8258547931909561,0.21651036,329.1099467277527,23.434408,0.21651036,395.5417543235185,14,82.05
180687,0.0,0.0110002095,86.682724,1027,0.7663532495498657,0.22825134,334.94893312454224,23.412775,0.22825134,407.36995916812623,11,83.6
183708,0.0,0.010534608,85.27161,1040,0.8257836550474167,0.20302466,340.5730378627777,23.408934,0.20302466,400.91855656108254,13,82.35
186921,0.0,0.01123449,87.47241,1053,0.8501328676939011,0.22558087,346.03451681137085,23.406986,0.22558087,410.17621282608627,13,83.3
189996,0.0,0.012079376,82.10616,1065,0.8877457603812218,0.21983345,351.6731843948364,23.423079,0.21983345,398.7329046053347,12,81.75
193011,0.0,0.009842096,76.12587,1079,0.866178497672081,0.20944962,357.3556807041168,23.433432,0.20944962,388.45205214740247,14,79.55
195969,0.0,0.0111105945,70.94008,1092,0.8709526360034943,0.24623431,363.046236038208,23.431818,0.24623431,375.6994188603824,13,76.675
199134,0.0,0.010760579,69.57862,1105,0.8306600451469421,0.23888417,368.5403034687042,23.44238,0.23888417,374.6343606256215,13,76.15
202227,0.0,0.010941463,77.08928,1117,0.8251316100358963,0.2484165,374.0925736427307,23.455633,0.2484165,394.9627665767004,12,80.35
205248,0.0,0.010581426,79.8983,1130,0.8717604577541351,0.2338655,379.71735167503357,23.459475,0.2338655,391.86932906898386,13,80.525
208305,0.0,0.010915346,82.83394,1143,0.8313917368650436,0.2149032,385.30132579803467,23.469805,0.2149032,395.3812245504394,13,81.7
211218,0.0,0.011638677,75.550705,1156,0.8602840304374695,0.24070431,390.9139835834503,23.458273,0.24070431,368.57121971354934,13,76.6
214401,0.0,0.010519291,76.400215,1168,0.8842665329575539,0.22475019,396.5419535636902,23.444845,0.22475019,380.8929484092032,12,79.725
217650,0.0,0.0108199045,74.83499,1183,0.8764540404081345,0.2165985,402.1644251346588,23.441244,0.2165985,378.7889220618217,15,77.875
220770,0.0,0.01081479,76.33879,1197,0.8780758529901505,0.23863596,407.71351075172424,23.424154,0.23863596,381.70773804065954,14,77.95
223887,0.0,0.011228359,73.6873,1210,0.8602853119373322,0.2268514,413.3041048049927,23.429464,0.2268514,364.25572119754264,13,74.575
226986,0.0,0.01217786,81.057846,1221,0.8486801981925964,0.30075443,418.81631088256836,23.437761,0.30075443,395.9207995487935,11,81.25
229947,0.0,0.0112239225,81.3544,1233,0.8489620536565781,0.23691157,424.45053362846375,23.419928,0.23691157,409.10458922042653,12,83.825
233154,0.0,0.011559374,82.87439,1246,0.9190754517912865,0.23679397,430.0417742729187,23.415754,0.23679397,422.41451886217453,13,85.125
236052,0.0,0.01137791,80.40326,1258,0.7831954956054688,0.2695462,435.6793897151947,23.40389,0.2695462,418.7723911154312,12,84.425
239214,0.0,0.011130386,75.68213,1272,0.8296328485012054,0.22921003,441.31951904296875,23.40159,0.22921003,395.76100476496487,14,79.25
242322,0.0,0.011700623,76.03986,1286,0.8232904225587845,0.22175354,446.9189627170563,23.405596,0.22175354,377.84951379286014,14,76.4
245553,0.0,0.012425087,82.23019,1298,0.8521324843168259,0.27366823,452.57469034194946,23.396952,0.27366823,389.17194046120505,12,79.175
248715,0.0,0.011125606,88.88516,1310,0.8214272856712341,0.2243025,458.26490116119385,23.384604,0.2243025,408.85127221327105,12,83.05
251973,0.0,0.011492098,92.20685,1322,0.8107090294361115,0.21215525,463.90329909324646,23.39461,0.21215525,426.66972145119337,12,87.55
255075,0.0,0.011593483,89.62683,1335,0.8307755440473557,0.2533267,469.46496415138245,23.401384,0.2533267,427.2505745614793,13,86.9
258132,0.0,0.011412368,85.252525,1346,0.8658469021320343,0.27863243,475.0832996368408,23.417728,0.27863243,416.025014492889,11,85.15
261204,0.0,0.011131128,83.64198,1358,0.8648655265569687,0.24876222,480.6260371208191,23.426983,0.24876222,415.79049492470466,12,85.325
264213,0.0,0.0109138405,84.04256,1369,0.8477198779582977,0.22944783,486.2764081954956,23.429377,0.22944783,423.06893777550306,11,86.725
267291,0.0,0.011058699,80.65155,1382,0.8395846486091614,0.25955406,491.95385241508484,23.424967,0.25955406,413.9342841858646,13,84.5
270432,0.0,0.012460257,78.934044,1395,0.8963513076305389,0.23947394,497.7200105190277,23.431318,0.23947394,403.433720839986,13,82.35
273513,0.0,0.011229439,85.80028,1406,0.8728372305631638,0.25176463,503.37855768203735,23.429121,0.25176463,430.9295340246922,11,87.25
276552,0.0,0.011088293,86.517715,1417,0.8569827675819397,0.257914,509.05827164649963,23.432367,0.257914,432.26576078437245,11,87.85
279432,0.0,0.012515638,87.23573,1428,0.8417887538671494,0.24107485,514.7623870372772,23.425045,0.24107485,438.62865967210325,11,89.475
282396,0.0,0.01161075,84.56801,1440,0.9070828184485435,0.23677239,520.4168939590454,23.445086,0.23677239,419.6924346122194,12,86.625
285525,0.0,0.0114372615,84.82013,1452,0.8863110691308975,0.22393864,526.0856142044067,23.425863,0.22393864,422.63064673281644,12,86.6
288696,0.0,0.012015745,84.395935,1464,0.8858497366309166,0.24726528,531.7244164943695,23.422832,0.24726528,426.1086375912722,12,84.7
291768,0.0,0.011231227,85.18184,1476,0.8911304697394371,0.22625783,537.4356305599213,23.426577,0.22625783,438.66749053915356,12,86.225
295008,0.0,0.011994781,87.05676,1488,0.8618756681680679,0.24864377,543.2986795902252,23.431402,0.24864377,444.1730942509556,12,88.675
298131,0.0,0.011563366,83.827286,1501,0.8520102500915527,0.24582045,548.984959602356,23.424006,0.24582045,425.1568735446802,13,85.55
301098,0.0,0.011726061,89.112526,1511,0.8179845660924911,0.24589291,554.7154724597931,23.41447,0.24589291,448.32246018648755,10,89.75
304041,0.0,0.012025059,85.312515,1522,0.8666319400072098,0.26962012,560.3018398284912,23.413637,0.26962012,434.0579582415289,11,87.45
306933,0.0,0.012483385,86.84774,1533,0.9038558080792427,0.24687812,566.0008985996246,23.401876,0.24687812,441.25711191721365,11,88.6
310155,0.0,0.012522993,88.3855,1545,0.8539092987775803,0.29771268,571.9385123252869,23.399187,0.29771268,442.4053770804012,12,88.775
313056,0.0,0.012612479,84.96428,1557,0.8406782746315002,0.26606202,577.6782639026642,23.39315,0.26606202,424.03587396626915,12,84.675
316371,0.0,0.012331168,92.10701,1568,0.8544242829084396,0.26503986,583.5027804374695,23.392885,0.26503986,448.82351358388917,11,90.325
319353,0.0,0.012602055,90.115746,1579,0.8712062537670135,0.25036216,589.2901713848114,23.390217,0.25036216,443.67758344360556,11,89.0
322401,0.0,0.012896283,85.537704,1592,0.7849572598934174,0.27082986,595.0493001937866,23.37917,0.27082986,424.2534431201304,13,85.625
325341,0.0,0.01255741,88.931404,1603,0.8603423833847046,0.26380807,600.6765694618225,23.367025,0.26380807,446.79675326437007,11,89.3
328410,0.0,0.011703769,86.116135,1614,0.8402306139469147,0.27897143,606.3783946037292,23.372637,0.27897143,434.5435658056157,11,86.75
331503,0.0,0.013380825,86.883804,1626,0.8179401010274887,0.35465768,612.1256835460663,23.366148,0.35465768,438.043516029885,12,87.675
334707,0.0,0.013981386,87.44306,1638,0.8708080947399139,0.25014758,617.8207387924194,23.364485,0.25014758,439.639908268655,12,88.825
337863,0.0,0.01306032,87.29337,1650,0.8405671715736389,0.31789488,623.6750547885895,23.361574,0.31789488,437.95939221252604,12,88.525
341028,0.0,0.012789972,87.15059,1662,0.8215831816196442,0.27499866,629.3458905220032,23.359625,0.27499866,438.5480174183326,12,88.3
344097,0.0,0.012225812,80.12356,1676,0.8669351488351822,0.24330617,635.1268908977509,23.360777,0.24330617,405.54030734159403,14,82.225
346917,0.0,0.012830442,79.04222,1688,0.8315090239048004,0.39470905,640.7467677593231,23.363832,0.39470905,400.01620523392455,12,81.125
349947,0.0,0.011855432,79.15685,1699,0.8355360627174377,0.28601083,646.4349553585052,23.369379,0.28601083,395.3689517060379,11,80.5
352788,0.0,0.012263177,81.34893,1711,0.840302437543869,0.25421476,652.1389646530151,23.364569,0.25421476,405.84549376139637,12,81.425
355737,0.0,0.012641257,87.054214,1722,0.849191278219223,0.2559297,657.8835072517395,23.36037,0.2559297,422.80462213052414,11,85.0
359046,0.0,0.012594712,82.37759,1736,0.8674957007169724,0.21348467,663.5700926780701,23.355696,0.21348467,408.6622980484501,14,82.575
362154,0.0,0.012721408,79.46348,1749,0.8723407536745071,0.24013385,669.2705483436584,23.3514,0.24013385,402.67620266677267,13,82.175
365262,0.0,0.011341392,77.21537,1761,0.8400784283876419,0.24398181,675.1454615592957,23.349611,0.24398181,394.9711497738549,12,80.925
368499,0.0,0.01332155,84.247574,1773,0.8973957374691963,0.3193067,680.8484902381897,23.344906,0.3193067,424.2565423201253,12,85.1
371337,0.0,0.0141891055,85.77789,1784,0.8555042147636414,0.37981445,686.520925283432,23.345453,0.37981445,429.00301486318523,11,86.725
374424,0.0,0.012119999,91.5661,1794,0.834002673625946,0.27675498,692.2473223209381,23.350748,0.27675498,450.59267442247517,10,90.65
377412,0.0,0.013084536,91.93125,1805,0.837145671248436,0.2506327,697.9143252372742,23.348063,0.2506327,453.50224418443304,11,92.075
380595,0.0,0.013013301,94.49709,1815,0.9165604189038277,0.26135826,703.6582148075104,23.347105,0.26135826,476.85032996558675,10,97.7
383589,0.0,0.0129262395,94.4635,1826,0.8635254055261612,0.25826392,709.3119094371796,23.340887,0.25826392,488.0735072253574,11,98.175
386601,0.0,0.013029948,91.98602,1837,0.8637486845254898,0.2709034,714.9954726696014,23.338377,0.2709034,476.1358114613139,11,95.175
389556,0.0,0.013783012,89.86533,1848,0.8457201421260834,0.2717274,720.7168679237366,23.328619,0.2717274,456.5445267212332,11,91.6
392541,0.0,0.0134252105,88.85449,1859,0.851689487695694,0.28336644,726.4045331478119,23.332354,0.28336644,445.5877468440118,11,90.425
395679,0.0,0.012910964,85.54553,1871,0.8552048355340958,0.30891246,732.127304315567,23.33138,0.30891246,428.9342334856909,12,87.125
398628,0.0,0.014294291,84.69324,1883,0.8623939901590347,0.27572882,737.8022892475128,23.337973,0.27572882,427.34680644026764,12,85.1
401820,0.0,0.013231706,80.35622,1895,0.85369473695755,0.28869072,743.5344531536102,23.338217,0.28869072,427.04101177622596,12,85.2
405021,0.0,0.012834753,78.682495,1908,0.8482739627361298,0.2777248,749.2046928405762,23.343328,0.2777248,425.6373255455881,13,83.55
407898,0.0,0.013918708,80.57589,1919,0.8512883186340332,0.31040376,754.8846848011017,23.34544,0.31040376,434.2563768724118,11,85.175
411072,0.0,0.013374941,83.33972,1931,0.8559329211711884,0.23873195,760.7195377349854,23.346025,0.23873195,435.97009159663685,12,85.525
414303,0.0,0.013439025,90.33594,1942,0.8307968229055405,0.29435444,766.4429779052734,23.342283,0.29435444,452.95973370510154,11,89.925
417423,0.0,0.01398398,89.93135,1954,0.8757467791438103,0.28305218,772.1776878833771,23.342266,0.28305218,452.9419212695663,12,89.925
420432,0.0,0.013147022,91.67975,1966,0.8495205640792847,0.32364088,777.9080572128296,23.346762,0.32364088,446.93752514473107,12,88.85
423333,0.0,0.013552783,86.3521,1977,0.8566207438707352,0.30382627,783.5666942596436,23.34393,0.30382627,433.296932672021,11,86.15
426231,0.0,0.013499543,87.32318,1988,0.847672164440155,0.2726513,789.3514256477356,23.339354,0.2726513,430.9993443160944,11,86.425
429195,0.0,0.01309707,90.25047,1998,0.8695137053728104,0.26721877,795.1138169765472,23.33618,0.26721877,441.3266504743733,10,89.65
432354,0.0,0.013447162,91.7063,2010,0.8543884605169296,0.32812274,800.9187061786652,23.338362,0.32812274,453.57991181454116,12,92.0
435324,0.0,0.012322187,89.730705,2021,0.8704113215208054,0.28084135,806.7261078357697,23.346859,0.28084135,443.79382320716576,11,90.9
438303,0.0,0.013795359,91.24312,2032,0.8573072105646133,0.26773936,812.622133731842,23.342531,0.26773936,453.65359911931546,11,92.425
441624,0.0,0.013506073,89.922455,2042,0.8392704427242279,0.3442101,818.3920357227325,23.342218,0.3442101,461.15223453370106,10,92.975
