surrgain,entropy,EpThisIter,EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,EpLenMean,TimestepsSoFar,TimeElapsed,entloss,optimgain,meankl,EpRewMean
0.03605944,1.1319176,1,595,2634.260562833392,0.04865306615829468,727.575,970503,1335.6827175617218,0.0,0.03605944,0.010542615,608.08704
0.046524353,1.1286253,1,596,2669.247612818329,0.045537590980529785,737.6,973503,1339.957571029663,0.0,0.046524353,0.010664178,614.73047
0.05400667,1.1452805,3,599,2607.125139702301,0.9812313336879015,718.825,977880,1344.2291667461395,0.0,0.05400667,0.012156275,603.49384
0.04144147,1.1374648,1,600,2601.498633111645,0.43058353662490845,718.825,980880,1348.6344270706177,0.0,0.04144147,0.010479918,602.38965
0.037283644,1.1526045,2,602,2609.9311013241772,0.7812273502349854,720.975,985200,1352.9730429649353,0.0,0.037283644,0.011012362,604.8836
0.042767912,1.1578622,1,603,2560.8322932493857,0.9199213236570358,706.675,986484,1357.3327474594116,0.0,0.042767912,0.010555387,595.6977
0.05050347,1.1547904,2,605,2552.170890376949,0.9909762674942613,703.1,989958,1361.6835942268372,0.0,0.05050347,0.010539034,594.2872
0.04085388,1.1426784,1,606,2553.0800985949613,0.06431347131729126,703.1,992958,1366.0498054027557,0.0,0.04085388,0.011118129,594.4877
0.035454903,1.1332484,1,607,2552.431507982009,0.0151405930519104,703.1,995958,1370.5188300609589,0.0,0.035454903,0.01106452,595.59814
0.055369318,1.1438801,1,608,2602.585306315976,0.9884658325463533,716.025,997980,1375.0356528759003,0.0,0.055369318,0.010492945,606.3302
0.046055436,1.1903168,1,609,2592.480573454262,0.9777349084615707,712.425,1000548,1379.3951630592346,0.0,0.046055436,0.011170018,606.01483
