EpTrueRewMean,TimeElapsed,meankl,TimestepsSoFar,EpisodesSoFar,ev_tdlam_before,entropy,EpThisIter,optimgain,EpLenMean,EpRewMean,surrgain,entloss
495.2073845749943,1734.1042671203613,0.0038508354,809922,3297,0.8818488270044327,23.647787,10,0.1510382,99.9,65.25139,0.1510382,0.0
519.0361553902601,1740.7743105888367,0.0041898116,812727,3305,0.8472365587949753,23.651203,8,0.15343416,104.675,67.11512,0.15343416,0.0
538.3935023500737,1747.5043432712555,0.004042277,815763,3314,0.8657040297985077,23.64998,9,0.15529388,106.7,69.68284,0.15529388,0.0
566.6333076112578,1754.2007489204407,0.0041311574,818820,3323,0.8781695514917374,23.652426,9,0.1490474,110.025,71.39616,0.1490474,0.0
573.1828067173694,1760.8633365631104,0.003997757,821730,3332,0.864831805229187,23.65283,9,0.15599734,110.95,71.92705,0.15599734,0.0
574.1649587950435,1767.5345056056976,0.004584222,824718,3342,0.8781650811433792,23.653545,10,0.16325396,109.675,71.59286,0.16325396,0.0
547.5371613103742,1774.3353478908539,0.0043272497,827949,3353,0.9047347828745842,23.653875,11,0.16266523,104.45,66.501755,0.16266523,0.0
528.5302152379147,1780.9321217536926,0.0042052614,830967,3363,0.8730103820562363,23.654116,10,0.15718329,101.225,63.78362,0.15718329,0.0
525.5591475650778,1787.6322691440582,0.004135584,833871,3372,0.8505013734102249,23.647238,9,0.13594425,101.175,66.637566,0.13594425,0.0
529.1220711497928,1794.1846826076508,0.003992773,836979,3382,0.8899680003523827,23.649332,10,0.14260991,102.175,66.35599,0.14260991,0.0
544.4443183413999,1800.8566057682037,0.0040326985,840171,3391,0.8677126318216324,23.647772,9,0.14244728,106.675,70.04716,0.14244728,0.0
555.6503494100791,1807.4856925010681,0.0039984896,843216,3400,0.850973591208458,23.645267,9,0.1622163,109.075,72.59856,0.1622163,0.0
565.4131298204765,1814.178733587265,0.003987635,846048,3409,0.9052755534648895,23.642643,9,0.15252365,110.75,71.926895,0.15252365,0.0
554.5266834095434,1820.83904337883,0.004372894,849411,3419,0.8943299651145935,23.643864,10,0.18006884,109.65,69.29236,0.18006884,0.0
571.0346390869115,1827.569687128067,0.0041881697,852735,3429,0.9034967795014381,23.644209,10,0.16183428,111.525,70.31105,0.16183428,0.0
541.942896179897,1834.16526222229,0.0039671124,855687,3439,0.8924633041024208,23.646566,10,0.1399684,106.525,66.120674,0.1399684,0.0
535.9053809016971,1840.9089286327362,0.004006465,858732,3449,0.8711258769035339,23.648682,10,0.15410683,105.7,68.130875,0.15410683,0.0
515.6489981897543,1847.5917966365814,0.0043789204,861972,3460,0.8667872548103333,23.656168,11,0.13580441,102.1,66.588684,0.13580441,0.0
518.9934450487978,1854.3315801620483,0.0043079494,865047,3469,0.8668854981660843,23.656088,9,0.15580814,102.6,66.18446,0.15580814,0.0
541.2045430145712,1861.0398662090302,0.0038884578,867873,3477,0.8169029504060745,23.655828,8,0.14760609,106.725,69.06887,0.14760609,0.0
547.7163598567415,1867.7935583591461,0.003949659,870966,3487,0.859169602394104,23.657793,10,0.15225822,108.6,67.124245,0.15225822,0.0
545.6393223126448,1874.3414685726166,0.0041408106,874206,3497,0.8837077915668488,23.661116,10,0.14671531,108.35,65.28996,0.14671531,0.0
