ev_tdlam_before,entropy,meankl,EpTrueRewMean,TimestepsSoFar,EpLenMean,optimgain,EpThisIter,EpisodesSoFar,EpRewMean,entloss,surrgain,TimeElapsed
0.8303214311599731,23.560057,0.010136137,379.8449754050606,57436,78.45,0.19662005,13,1030,76.90465,0.0,0.19662005,398.54853320121765
0.7969943284988403,23.559732,0.01030986,383.3587656731721,58409,80.275,0.24653652,12,1042,78.30242,0.0,0.24653652,406.0785303115845
0.7959171384572983,23.523111,0.010166587,378.0351774465823,59423,79.9,0.2044032,13,1055,72.22457,0.0,0.2044032,413.62703680992126
0.840366467833519,23.518559,0.01038135,387.28922367969255,60464,80.5,0.20061132,12,1067,68.72325,0.0,0.20061132,421.21372509002686
0.814676821231842,23.513163,0.012694357,397.8180120723615,61507,82.675,0.30021656,12,1079,67.397545,0.0,0.30021656,428.6815404891968
0.8519755750894547,23.535627,0.010649538,419.71379550538495,62528,85.625,0.21792793,12,1091,72.72743,0.0,0.21792793,435.5992703437805
0.8212143927812576,23.532003,0.010006781,408.9720757608817,63538,83.85,0.21454972,13,1104,71.665115,0.0,0.21454972,442.5593321323395
0.8943577110767365,23.535627,0.01082767,390.4504103418015,64573,78.55,0.21302956,14,1118,66.34206,0.0,0.21302956,449.49376034736633
0.8163901567459106,23.529379,0.010356945,366.81256652289665,65639,74.625,0.23295482,15,1133,60.01255,0.0,0.23295482,456.43636178970337
0.805621474981308,23.519041,0.011314239,391.0061343897632,66732,78.1,0.24724773,12,1145,65.62399,0.0,0.24724773,463.45563769340515
0.8817147687077522,23.518572,0.010859705,403.1969807305788,67731,81.0,0.22927752,12,1157,64.68846,0.0,0.22927752,470.4323511123657
0.8349669277667999,23.523188,0.010941921,403.436457925387,68757,81.225,0.224539,14,1171,62.301125,0.0,0.224539,477.3968126773834
0.8892678320407867,23.520754,0.010554764,397.8449905210753,69840,80.975,0.19435364,13,1184,58.027245,0.0,0.19435364,484.41231322288513
0.8650434762239456,23.52777,0.011009431,383.99564449668304,70795,78.375,0.24093017,12,1196,55.55912,0.0,0.24093017,491.3665997982025
0.8763738051056862,23.515135,0.011529811,397.72966394567715,71888,80.325,0.24524017,14,1210,55.360058,0.0,0.24524017,498.3470182418823
0.8165507614612579,23.503824,0.011276413,399.9273746537847,72877,79.525,0.2610422,12,1222,56.55686,0.0,0.2610422,505.3877258300781
0.8394052088260651,23.505697,0.010871235,405.9373822656762,73896,80.55,0.21709968,12,1234,57.223053,0.0,0.21709968,512.6521902084351
0.8731792122125626,23.506525,0.011575898,398.20831409599043,74951,80.075,0.21891434,14,1248,57.23403,0.0,0.21891434,519.6701033115387
0.8138416558504105,23.490232,0.011341532,387.8088101441841,76016,78.475,0.23649427,14,1262,54.127674,0.0,0.23649427,526.6808397769928
0.8353014886379242,23.486654,0.010582923,385.0993625668349,77149,78.175,0.20178781,14,1276,53.161427,0.0,0.20178781,533.7028722763062
0.8749849945306778,23.482176,0.010624187,390.5918651757121,78194,77.925,0.22282264,14,1290,53.09144,0.0,0.22282264,540.7543835639954
0.8561476618051529,23.484066,0.012652443,386.0786798687115,79225,77.025,0.23551759,13,1303,50.96174,0.0,0.23551759,547.802090883255
0.8116730898618698,23.48641,0.011313411,400.26869519099574,80251,80.05,0.23914643,12,1315,55.116993,0.0,0.23914643,554.8567354679108
0.8830847516655922,23.48682,0.011914951,412.1992529144162,81370,82.825,0.21060374,13,1328,57.59204,0.0,0.21060374,561.9805393218994
0.8525911569595337,23.480648,0.0106081925,416.6895401002597,82432,84.1,0.22664814,13,1341,56.736412,0.0,0.22664814,569.0514152050018
0.818321093916893,23.475832,0.011975788,414.43792276277037,83429,83.425,0.28115803,12,1353,54.653522,0.0,0.28115803,576.0806331634521
0.7848671674728394,23.478756,0.012693509,406.38929250970943,84455,81.525,0.21580784,13,1366,52.92284,0.0,0.21580784,583.1521596908569
0.8025315850973129,23.477377,0.01163585,405.3824349343367,85570,82.25,0.26283818,13,1379,55.820953,0.0,0.26283818,590.1978633403778
0.7922968119382858,23.480707,0.011802543,418.5659246567793,86579,84.95,0.27212277,11,1390,54.984913,0.0,0.27212277,597.2326474189758
0.7647564262151718,23.46639,0.011663523,428.020621225803,87656,87.55,0.22313917,12,1402,54.962933,0.0,0.22313917,604.3324494361877
0.7474515736103058,23.462645,0.011311697,417.93104924747615,88655,85.625,0.25123268,13,1415,51.46039,0.0,0.25123268,611.4602453708649
0.7906003147363663,23.462383,0.010856623,399.2877178695936,89687,82.65,0.19649172,13,1428,50.991352,0.0,0.19649172,618.4572763442993
0.7807361781597137,23.447504,0.011385972,373.09170357669757,90708,77.75,0.22640899,13,1441,49.787743,0.0,0.22640899,625.5327482223511
0.7912838011980057,23.452387,0.010958141,375.08133735994465,91780,78.125,0.27303964,14,1455,52.309776,0.0,0.27303964,632.5908555984497
0.8422723263502121,23.447508,0.011737235,396.2567931139089,92863,81.75,0.22466975,12,1467,53.220665,0.0,0.22466975,639.5832374095917
0.854556143283844,23.442316,0.012389936,403.7323550443687,93834,82.975,0.2576508,11,1478,53.076607,0.0,0.2576508,646.6458938121796
0.7940418869256973,23.445318,0.012192185,426.05237874376127,94916,87.675,0.25103557,13,1491,54.930023,0.0,0.25103557,653.6248955726624
0.7800272554159164,23.44482,0.011856541,409.1432101922046,95975,84.25,0.23012872,13,1504,55.644276,0.0,0.23012872,660.6235203742981
0.852736234664917,23.445864,0.013448143,396.3329458296356,96972,82.225,0.26730317,12,1516,59.567726,0.0,0.26730317,667.6043827533722
0.8521362841129303,23.431158,0.013834586,383.44290719943666,97960,80.05,0.2632679,13,1529,61.58258,0.0,0.2632679,674.6644856929779
0.8234849572181702,23.432062,0.012575047,382.8469018971581,99008,80.6,0.2632688,12,1541,61.24359,0.0,0.2632688,681.6385996341705
0.8292708843946457,23.426592,0.012295015,389.3953336532205,100020,81.7,0.24323744,12,1553,62.000904,0.0,0.24323744,688.6663646697998
0.8496807962656021,23.428385,0.0143792955,386.07513226060735,101013,81.75,0.3662923,13,1566,62.404613,0.0,0.3662923,695.6911747455597
0.807337075471878,23.432127,0.0123134535,396.89797964416164,102045,83.925,0.28066152,12,1578,64.954346,0.0,0.28066152,702.7223618030548
0.782084047794342,23.430841,0.0119998045,394.35128504903633,103126,81.75,0.29772648,13,1591,62.29315,0.0,0.29772648,709.7100872993469
0.862887367606163,23.438213,0.012249984,410.88058580020015,104170,84.75,0.26724362,12,1603,63.017994,0.0,0.26724362,717.0365262031555
0.8368573188781738,23.44678,0.012865446,415.5546467524049,105206,85.05,0.33462963,12,1615,68.890175,0.0,0.33462963,724.1299395561218
0.8729900121688843,23.444271,0.012432331,410.3119736175924,106243,84.6,0.2472393,13,1628,70.154396,0.0,0.2472393,731.171462059021
0.8959295228123665,23.443281,0.01344893,414.6172367119392,107228,85.875,0.26143116,11,1639,69.88307,0.0,0.26143116,738.2721285820007
0.8914486169815063,23.436441,0.012826851,384.6561201030171,108215,79.525,0.2502579,14,1653,64.24793,0.0,0.2502579,745.3223767280579
0.8824954256415367,23.42731,0.012156896,398.65912266141635,109343,82.95,0.24193063,12,1665,67.25338,0.0,0.24193063,752.4306809902191
0.8865348249673843,23.42536,0.012542249,402.9160226935969,110285,83.075,0.24850835,11,1676,68.882774,0.0,0.24850835,759.4092001914978
0.859322801232338,23.423262,0.013227332,418.83152706737894,111340,85.35,0.25177395,13,1689,75.26608,0.0,0.25177395,766.4162931442261
0.8895694389939308,23.421564,0.011754299,420.860063005675,112465,86.2,0.25785917,12,1701,76.80277,0.0,0.25785917,773.4670102596283
0.8545264154672623,23.412676,0.013091244,433.7807465156967,113595,86.65,0.24765182,13,1714,83.82171,0.0,0.24765182,780.4887204170227
0.8912545144557953,23.406557,0.013793945,426.70571161139304,114591,85.55,0.421469,13,1727,82.90654,0.0,0.421469,787.4403955936432
0.8767166510224342,23.41384,0.013128113,416.46695005313524,115541,82.15,0.29408145,12,1739,84.00793,0.0,0.29408145,794.4148163795471
0.8848336040973663,23.410078,0.013810305,396.6598335116372,116505,78.575,0.2746575,12,1751,81.94583,0.0,0.2746575,801.4031074047089
0.8812623396515846,23.403559,0.012327983,401.34503888305676,117528,78.725,0.25444067,13,1764,81.85451,0.0,0.25444067,808.4167466163635
0.8855752199888229,23.407454,0.0123220775,418.08780945031606,118564,81.175,0.25525236,12,1776,83.29591,0.0,0.25525236,815.4274580478668
0.856755331158638,23.406004,0.012721494,422.3565144179298,119561,82.6,0.24289325,12,1788,81.50993,0.0,0.24289325,822.4442999362946
0.8457081764936447,23.401852,0.013394043,419.5364538752159,120610,82.175,0.24390948,13,1801,74.38261,0.0,0.24390948,829.4612245559692
0.8854963630437851,23.393232,0.014608859,418.1750281886222,121665,82.675,0.26867163,13,1814,72.67233,0.0,0.26867163,836.4534389972687
0.8648227751255035,23.39892,0.014016308,405.568778792676,122679,79.775,0.2421336,13,1827,68.634254,0.0,0.2421336,843.4597399234772
0.8690493702888489,23.401789,0.012300363,418.53687219166943,123713,81.225,0.261794,13,1840,72.06904,0.0,0.261794,850.410783290863
0.8627731800079346,23.404459,0.01290528,405.8647194080226,124715,78.4,0.24735746,13,1853,67.50325,0.0,0.24735746,857.3202364444733
0.916328676044941,23.4033,0.013041517,417.2039224647153,125735,80.75,0.30505475,12,1865,64.20261,0.0,0.30505475,864.3316841125488
0.8702944815158844,23.39997,0.013008731,424.19452813229873,126776,82.65,0.2339521,12,1877,65.29727,0.0,0.2339521,871.3292195796967
0.7751180529594421,23.386961,0.0129840225,445.69586702205413,127709,86.7,0.2686302,10,1887,67.00281,0.0,0.2686302,878.1912512779236
0.8310975879430771,23.38037,0.014093035,444.30350858849624,128782,86.925,0.24946961,13,1900,68.529564,0.0,0.24946961,885.1166815757751
0.7623909264802933,23.37972,0.014602954,436.5130815168357,129794,86.575,0.28610617,12,1912,69.7294,0.0,0.28610617,892.13134765625
0.8683681041002274,23.379622,0.014193704,438.260501992827,130753,86.9,0.2884519,10,1922,68.92104,0.0,0.2884519,899.1058614253998
0.7655366957187653,23.380354,0.013850523,441.70328640750904,131728,88.5,0.25823104,11,1933,69.505844,0.0,0.25823104,906.0627520084381
0.7557954490184784,23.377201,0.014367148,442.26411514632565,132736,89.8,0.3926941,11,1944,69.30638,0.0,0.3926941,913.0655829906464
0.8259106129407883,23.374933,0.013853613,449.66699454195907,133780,89.925,0.2712707,12,1956,64.96614,0.0,0.2712707,920.0321333408356
0.8001783788204193,23.373064,0.014966245,445.5000060945863,134827,89.525,0.3008169,11,1967,62.790302,0.0,0.3008169,927.019341468811
0.8908718153834343,23.370052,0.0132264085,423.3059390631881,135877,86.0,0.23987633,13,1980,56.95802,0.0,0.23987633,933.9539470672607
0.7929740250110626,23.374025,0.013050623,428.4137095091478,136877,86.825,0.24646209,12,1992,56.41156,0.0,0.24646209,940.9827823638916
0.8075510561466217,23.373274,0.013508963,416.9273912973973,137859,85.175,0.2897579,11,2003,53.429283,0.0,0.2897579,947.9517388343811
0.8991313949227333,23.36623,0.013178268,441.73809156768783,138944,89.975,0.2595923,11,2014,55.612904,0.0,0.2595923,954.9706764221191
0.8500596582889557,23.36727,0.013960555,450.113183481899,140057,91.675,0.26763672,12,2026,56.068523,0.0,0.26763672,961.9760046005249
0.8237313330173492,23.366215,0.0131925065,457.7849057696252,141082,93.85,0.2746328,11,2037,57.230736,0.0,0.2746328,969.1536948680878
0.848211482167244,23.364279,0.014896,464.9920007932495,142141,93.9,0.27939856,11,2048,54.371044,0.0,0.27939856,976.1437830924988
0.8298185169696808,23.363214,0.014882604,450.2096210381634,143205,91.15,0.30491877,13,2061,53.006325,0.0,0.30491877,983.7445163726807
0.7757521718740463,23.364504,0.0038412136,421.71494289329695,144212,84.325,0.13717087,13,2074,46.512592,0.0,0.13717087,991.0398774147034
0.7941658794879913,23.36572,0.014830604,422.43569767328944,145227,83.6,0.28808916,11,2085,45.971783,0.0,0.28808916,998.152930021286
0.7988430857658386,23.366962,0.01261552,425.58045621206804,146346,84.525,0.36055195,13,2098,45.827602,0.0,0.36055195,1005.418848991394
0.859449565410614,23.363592,0.0038879463,447.77313796778543,147378,89.4,0.14194092,11,2109,51.267284,0.0,0.14194092,1013.1610186100006
0.8520414382219315,23.363115,0.014382081,442.96750691954566,148331,89.675,0.30513036,11,2120,52.22694,0.0,0.30513036,1020.3776466846466
0.8313033431768417,23.363504,0.0039046446,436.6611284906521,149414,89.0,0.1368431,12,2132,49.735523,0.0,0.1368431,1027.5047612190247
0.8051747232675552,23.368734,0.0039778417,413.3127671304386,150450,85.1,0.13785191,13,2145,47.518593,0.0,0.13785191,1034.6458237171173
0.7793575525283813,23.371576,0.013908716,417.4038521900223,151481,85.1,0.28304344,12,2157,48.14967,0.0,0.28304344,1041.7606182098389
0.8258087933063507,23.372885,0.014397422,413.68013260981587,152500,83.775,0.28118795,12,2169,50.02394,0.0,0.28118795,1048.9129769802094
0.8158691674470901,23.375977,0.014528169,414.3357886742597,153546,83.8,0.23520434,13,2182,48.47329,0.0,0.23520434,1056.0186219215393
0.8691691160202026,23.376791,0.0141912885,408.17683040413874,154624,83.9,0.27340806,12,2194,46.51554,0.0,0.27340806,1063.1017861366272
0.8275223821401596,23.389872,0.014431906,435.7588774138686,155619,88.55,0.30007547,10,2204,51.057117,0.0,0.30007547,1070.1941134929657
0.7925531715154648,23.388676,0.014122909,431.1439429694636,156620,88.525,0.26193097,13,2217,51.301136,0.0,0.26193097,1077.3254654407501
0.8533395379781723,23.388678,0.012949436,436.9667848071987,157621,89.025,0.31005597,10,2227,52.665047,0.0,0.31005597,1084.461256980896
0.8414934128522873,23.388262,0.013513165,448.5644024469149,158649,90.9,0.28366333,11,2238,55.29015,0.0,0.28366333,1091.6279571056366
0.8037537485361099,23.388739,0.003984172,443.02366198450346,159623,89.9,0.13211218,11,2249,55.629406,0.0,0.13211218,1098.7872853279114
0.8467958569526672,23.385746,0.014599998,437.5963982012934,160700,89.375,0.27041042,13,2262,57.41935,0.0,0.27041042,1106.0793101787567
0.8006818741559982,23.383547,0.0147726,431.57100394585666,161657,88.6,0.2848433,10,2272,58.740257,0.0,0.2848433,1113.2701551914215
0.8146860599517822,23.384027,0.013820279,418.2207253289418,162643,85.925,0.27792484,12,2284,61.27889,0.0,0.27792484,1120.3942704200745
0.8215349912643433,23.385984,0.003908718,419.985549075173,163649,86.725,0.14745516,11,2295,64.29077,0.0,0.14745516,1127.6097497940063
0.8815034851431847,23.38947,0.014394513,419.0001048315282,164723,86.0,0.26364228,13,2308,65.271,0.0,0.26364228,1134.7756996154785
0.8264148980379105,23.387285,0.003782977,434.91799302385215,165715,88.95,0.1439603,10,2318,65.639885,0.0,0.1439603,1141.8901672363281
0.8797723352909088,23.386717,0.0139750615,443.1076980624251,166724,90.575,0.29687068,11,2329,64.76196,0.0,0.29687068,1148.991705417633
0.8843659535050392,23.385088,0.014008829,434.9224438369896,167756,89.65,0.28756768,12,2341,63.09541,0.0,0.28756768,1156.1815083026886
0.849666029214859,23.379572,0.014158081,430.0072771860944,168723,88.075,0.29197428,11,2352,63.526855,0.0,0.29197428,1163.4514586925507
0.9209338650107384,23.379086,0.0037702494,437.06708505056747,169725,90.525,0.13421108,10,2362,67.32932,0.0,0.13421108,1170.7904703617096
0.8975993394851685,23.377607,0.0039025103,432.9584494986364,170763,89.625,0.13414767,12,2374,68.119125,0.0,0.13414767,1177.935289144516
0.8618040680885315,23.375555,0.013732363,453.5282333658104,171753,93.55,0.30975515,10,2384,70.79318,0.0,0.30975515,1185.1186480522156
0.8724898248910904,23.368673,0.014126709,471.34000930250795,172785,97.15,0.2852255,10,2394,73.49222,0.0,0.2852255,1192.3192245960236
0.841862216591835,23.365156,0.0039056283,474.1722493707769,173874,96.45,0.16861746,11,2405,72.517914,0.0,0.16861746,1199.4942672252655
0.9210418909788132,23.368715,0.014606542,492.8238571625461,174907,100.15,0.28240716,10,2415,76.07872,0.0,0.28240716,1206.717580318451
0.8523325175046921,23.366716,0.0037832065,503.2733347510277,175921,102.4,0.13846815,10,2425,76.9492,0.0,0.13846815,1214.1209316253662
0.8267056345939636,23.368475,0.0038397433,484.284644311384,176953,98.625,0.15150145,11,2436,73.261185,0.0,0.15150145,1221.618332862854
0.9190254434943199,23.370182,0.0038050879,490.87792326563505,178015,100.85,0.12648994,10,2446,71.520615,0.0,0.12648994,1228.9225904941559
0.8477657735347748,23.369951,0.014380937,471.62230783254415,179042,96.25,0.2881158,12,2458,67.63824,0.0,0.2881158,1236.239248752594
0.8776100799441338,23.374249,0.014194733,458.8684156917034,180089,93.075,0.30384135,12,2470,65.127106,0.0,0.30384135,1243.6433866024017
0.9205429330468178,23.376873,0.013713469,466.76641948312215,181061,94.075,0.31122828,9,2479,66.6061,0.0,0.31122828,1250.81183385849
0.9089061543345451,23.377924,0.013734927,476.63883647083264,182181,95.15,0.29611498,11,2490,68.47456,0.0,0.29611498,1257.9059090614319
0.8898132368922234,23.374346,0.014514387,487.87714226783146,183126,97.65,0.27035397,10,2500,70.81688,0.0,0.27035397,1265.8918685913086
0.8858995959162712,23.369547,0.0041995654,501.6387309254407,184160,99.975,0.1727467,11,2511,72.463684,0.0,0.1727467,1273.4551076889038
0.8466151803731918,23.369795,0.01403331,487.80141163056504,185240,97.05,0.30832708,11,2522,70.0213,0.0,0.30832708,1280.6697661876678
0.8987492248415947,23.364195,0.014620014,474.07453431517513,186326,93.975,0.28994763,12,2534,66.29911,0.0,0.28994763,1287.737718820572
0.9090853556990623,23.364256,0.0039225346,482.073887406836,187409,95.65,0.13822852,11,2545,66.77439,0.0,0.13822852,1294.7590675354004
0.9037346094846725,23.362286,0.0041224845,478.51742606202623,188409,95.7,0.15959114,10,2555,65.17052,0.0,0.15959114,1301.94752907753
0.8673041760921478,23.363115,0.014188394,475.5824920049001,189376,94.875,0.32226017,10,2565,63.97693,0.0,0.32226017,1309.0804119110107
0.884395182132721,23.36115,0.005147755,489.3453798651076,190464,97.8,0.13404648,11,2576,64.7653,0.0,0.13404648,1316.18794131279
0.8687416017055511,23.359114,0.014884859,489.66466726802327,191576,96.9,0.25956163,12,2588,64.73682,0.0,0.25956163,1323.6609146595001
0.9244894981384277,23.364992,0.014653257,498.9918248395294,192637,98.95,0.3181886,10,2598,65.72949,0.0,0.3181886,1331.4314892292023
0.9272858276963234,23.367682,0.014277406,500.97238143707443,193686,100.175,0.3075922,10,2608,65.41572,0.0,0.3075922,1338.4717581272125
0.9183133915066719,23.362303,0.0038633593,495.87402964465343,194734,98.6,0.13707946,12,2620,63.69044,0.0,0.13707946,1345.8658373355865
0.9390132687985897,23.365068,0.0039170906,484.3572662637487,195829,96.8,0.15253296,11,2631,61.228386,0.0,0.15253296,1353.2534873485565
0.9110692888498306,23.36481,0.003802211,476.4174983054346,196841,94.35,0.14231169,11,2642,60.18949,0.0,0.14231169,1360.3123092651367
0.9056326448917389,23.363544,0.003895154,470.10237096618096,197830,92.725,0.13589883,11,2653,59.76187,0.0,0.13589883,1368.125036239624
0.8572979867458344,23.363504,0.0037982627,467.2100230896305,198816,92.825,0.14617702,10,2663,59.43229,0.0,0.14617702,1375.6866488456726
0.8646130412817001,23.361994,0.014116416,496.87960862147355,199768,98.475,0.39615047,8,2671,62.88389,0.0,0.39615047,1382.8161754608154
0.9027697592973709,23.361553,0.014398022,508.3655823019615,200795,101.225,0.27256668,10,2681,63.94049,0.0,0.27256668,1389.87904214859
0.8430501222610474,23.36135,0.0038235697,529.1475807984602,201782,105.55,0.15693408,9,2690,66.95207,0.0,0.15693408,1396.9977672100067
0.857878565788269,23.361506,0.0045252806,544.70699614617,202874,107.325,0.16271532,10,2700,68.41255,0.0,0.16271532,1404.225614786148
0.871227040886879,23.361494,0.0039807637,521.7270215326297,203807,102.675,0.14697313,10,2710,65.14864,0.0,0.14697313,1411.3579363822937
0.8845940083265305,23.362043,0.0038877018,534.6084493689365,204787,104.65,0.14427525,9,2719,66.41065,0.0,0.14427525,1418.4957888126373
