meankl,ev_tdlam_before,entloss,EpisodesSoFar,optimgain,EpLenMean,EpTrueRewMean,EpThisIter,entropy,TimestepsSoFar,surrgain,TimeElapsed,EpRewMean
0.011569307,0.2981114983558655,0.0,398,0.10353771,878.175,897.1203057633642,1,4.552485,804282,0.10353771,959.8497641086578,844.86456
0.009406339,0.5937017798423767,0.0,400,0.0656846,859.1,876.031488417568,2,4.544617,807993,0.0656846,963.6787655353546,827.2457
0.007336227,-0.0070885419845581055,0.0,401,0.048685595,859.1,875.6803242553913,1,4.5247536,810993,0.048685595,967.4622750282288,828.18494
0.009089746,-0.007674813270568848,0.0,402,0.05258561,859.1,874.4409888441653,1,4.5238633,813993,0.05258561,971.223384141922,828.8615
0.008177351,0.5409291982650757,0.0,404,0.071311265,853.65,869.4650017336841,2,4.511169,818004,0.071311265,974.9682419300079,824.0864
0.007218917,-0.03054332733154297,0.0,405,0.046153825,863.675,879.9362371589123,1,4.5288363,821004,0.046153825,978.6836218833923,834.3171
0.009088541,0.5352563261985779,0.0,408,0.06222817,828.475,845.1232682094815,3,4.5258183,825780,0.06222817,982.4421012401581,802.32794
0.0077323006,-0.08246147632598877,0.0,409,0.056552947,828.475,845.6224057581705,1,4.5249977,828780,0.056552947,986.1672599315643,802.2695
0.007505623,0.07062488794326782,0.0,410,0.054301985,828.475,846.1677623619471,1,4.530334,831780,0.054301985,989.9489333629608,802.49335
0.008773705,0.5390580594539642,0.0,411,0.066764474,817.1,834.1876702806367,1,4.5171905,833415,0.066764474,993.7598021030426,792.4186
0.008524511,0.0542258620262146,0.0,413,0.061406717,809.475,829.1881697927838,2,4.5152245,838500,0.061406717,997.5303356647491,784.3207
0.008013708,-0.07782673835754395,0.0,414,0.04755775,816.7,837.6124156571428,1,4.5120583,841500,0.04755775,1001.342159986496,791.4525
0.007869968,0.547656238079071,0.0,415,0.05082701,806.75,828.7436173930128,1,4.499451,843306,0.05082701,1005.0973398685455,781.31604
0.007646333,0.004434347152709961,0.0,416,0.056540832,806.75,828.2903451864977,1,4.4964256,846306,0.056540832,1008.9472818374634,781.0519
0.008022471,-0.009557008743286133,0.0,417,0.048925176,806.75,829.2112664712633,1,4.499273,849306,0.048925176,1012.7665622234344,781.6937
0.008370449,-0.011052966117858887,0.0,418,0.044457536,806.75,827.6822748321174,1,4.49166,852306,0.044457536,1016.6518442630768,780.5338
0.008475029,-0.0031023025512695312,0.0,419,0.053547055,806.75,827.7402477889121,1,4.5034523,855306,0.053547055,1020.413702249527,781.2357
0.008676777,0.5946579277515411,0.0,421,0.080511466,776.975,800.9876178334328,2,4.5075006,857733,0.080511466,1024.228904247284,758.89417
0.0078042154,-0.004988551139831543,0.0,422,0.05976796,783.95,807.6005763350989,1,4.4805856,860733,0.05976796,1028.0919620990753,765.2571
