EpLenMean,meankl,EpThisIter,optimgain,EpTrueRewMean,entropy,TimeElapsed,TimestepsSoFar,ev_tdlam_before,EpisodesSoFar,surrgain,entloss,EpRewMean
345.4,0.007013357,3,0.1058609,515.932273164674,7.715641,211.56127429008484,142545,0.8059691935777664,270,0.1058609,0.0,208.70499
341.325,0.0068040914,3,0.10077515,518.0934918897748,7.7131968,215.97915196418762,145536,0.7362818419933319,273,0.10077515,0.0,206.5857
346.2,0.0063231783,2,0.078336805,523.8576923500702,7.689011,220.36601400375366,147714,0.8542096465826035,275,0.078336805,0.0,208.51457
363.425,0.006405983,3,0.0851978,535.8776281526647,7.6706553,224.79671430587769,152226,0.7821983844041824,278,0.0851978,0.0,215.81314
356.375,0.0069184396,4,0.09936342,540.820594233216,7.6360464,229.25240969657898,155106,0.8380269855260849,282,0.09936342,0.0,220.5144
361.825,0.0064415876,2,0.083788805,550.4529546935404,7.6122394,233.71742486953735,157584,0.8372334688901901,284,0.083788805,0.0,224.08833
362.425,0.006585433,3,0.09381507,545.869396881373,7.578858,238.1461021900177,160950,0.8575333654880524,287,0.09381507,0.0,223.02441
361.275,0.0062016835,3,0.08596021,543.2307145946306,7.559985,242.6062834262848,164463,0.9408255629241467,290,0.08596021,0.0,223.88228
356.15,0.007115919,3,0.09768218,522.0368172704166,7.5564733,247.0149416923523,166740,0.920293390750885,293,0.09768218,0.0,217.05746
370.55,0.006702753,2,0.09687253,555.0172994837145,7.5489497,251.4252028465271,170559,0.8392141312360764,295,0.09687253,0.0,234.95132
356.0,0.0071442015,3,0.07831286,541.0525394950894,7.535461,255.85771989822388,172818,0.8913234770298004,298,0.07831286,0.0,232.91402
365.475,0.0074070455,3,0.1469171,593.4545464947532,7.542606,260.2430839538574,176001,0.8571275919675827,301,0.1469171,0.0,257.72427
366.875,0.0074121095,3,0.09849474,608.3272309851023,7.529252,264.6325435638428,179193,0.9002262130379677,304,0.09849474,0.0,265.4734
367.15,0.007148857,2,0.09691947,639.9715625696471,7.52478,269.0012331008911,182313,0.7597631067037582,306,0.09691947,0.0,278.79193
364.65,0.007027505,2,0.1058662,651.870801045405,7.533887,273.39630579948425,184839,0.8590751439332962,308,0.1058662,0.0,282.7033
371.825,0.0077401395,2,0.09966998,662.8935347247321,7.502013,277.79648423194885,187164,0.7837284207344055,310,0.09966998,0.0,285.17984
370.35,0.007684584,4,0.0880485,663.5009278115491,7.4941244,282.18567633628845,190659,0.8785992935299873,314,0.0880485,0.0,285.06348
355.475,0.008032239,3,0.13628761,679.4235176127262,7.4825306,286.5785367488861,193860,0.8043144047260284,317,0.13628761,0.0,287.82706
365.325,0.0075862403,3,0.094864555,711.9461906964274,7.4642487,291.11673045158386,197457,0.8730897456407547,320,0.094864555,0.0,293.87897
364.9,0.007882611,3,0.09305798,704.8805529796979,7.447753,295.5328006744385,199992,0.8913047090172768,323,0.09305798,0.0,291.72626
355.05,0.00805442,3,0.11150639,701.2384125331549,7.44899,299.88561248779297,202719,0.8489168137311935,326,0.11150639,0.0,288.8056
353.775,0.0070874663,3,0.103230335,733.4396594989369,7.4303718,304.2663240432739,205872,0.791368767619133,329,0.103230335,0.0,298.04517
354.175,0.0075342976,4,0.099910766,749.9767551617506,7.4270663,308.62542510032654,209241,0.9140880033373833,333,0.099910766,0.0,300.75476
347.625,0.0076362425,3,0.08492305,749.7597709427587,7.42804,313.0031523704529,212616,0.8638804852962494,336,0.08492305,0.0,290.03622
349.225,0.0077592633,3,0.10695863,740.5396057839757,7.413954,317.3973648548126,215805,0.9491257816553116,339,0.10695863,0.0,280.7249
352.4,0.00665876,2,0.09785499,743.1298804959758,7.4158945,321.72130131721497,218289,0.845626637339592,341,0.09785499,0.0,275.042
360.475,0.0071514067,3,0.091930315,766.2374816049917,7.4285235,326.0262596607208,222450,0.8919021114706993,344,0.091930315,0.0,278.35373
356.7,0.007670389,3,0.093095034,745.632490437796,7.429611,330.3781702518463,226182,0.8889841064810753,347,0.093095034,0.0,266.04208
349.775,0.0080379825,4,0.08683851,728.1269610559527,7.4102335,334.81533336639404,230043,0.9429341591894627,351,0.08683851,0.0,258.93335
358.0,0.0071891593,2,0.10873164,746.8923979583462,7.419298,339.2112765312195,232377,0.9374339431524277,353,0.10873164,0.0,264.59515
362.9,0.008134937,2,0.10019697,767.5117261406252,7.410522,343.5432891845703,235002,0.7849535793066025,355,0.10019697,0.0,271.90353
354.9,0.0073264036,3,0.09393233,742.132635382986,7.4073935,347.96873927116394,237534,0.808876633644104,358,0.09393233,0.0,260.70026
362.4,0.007552204,2,0.08522811,760.39745631756,7.4044757,352.3914885520935,240945,0.8599717915058136,360,0.08522811,0.0,262.29837
370.475,0.0078760795,2,0.10051741,796.0217684370401,7.400712,356.7565381526947,243282,0.859211802482605,362,0.10051741,0.0,273.0926
384.3,0.007947091,3,0.098275155,828.3825164467214,7.4028444,361.2112286090851,247731,0.9195106625556946,365,0.098275155,0.0,282.4864
387.375,0.007941883,3,0.09403544,830.4234234190069,7.3892665,365.6405711174011,251334,0.9004100188612938,368,0.09403544,0.0,282.02426
385.85,0.008300374,2,0.11563349,828.0557897525289,7.3796835,370.07414174079895,253110,0.8484696447849274,370,0.11563349,0.0,281.2677
387.65,0.007012371,3,0.10027862,827.0835575229964,7.3693714,374.5116364955902,255759,0.7791801989078522,373,0.10027862,0.0,278.2688
387.625,0.0078771375,2,0.09436764,818.0196010091145,7.382947,378.9955096244812,258237,0.9238134399056435,375,0.09436764,0.0,277.09457
393.175,0.008881021,3,0.107079804,846.1214367612941,7.390914,383.40888357162476,261843,0.926112987101078,378,0.107079804,0.0,285.32
385.825,0.008009221,3,0.11394206,839.8850614287525,7.4083257,387.77740263938904,264588,0.9549886398017406,381,0.11394206,0.0,285.86508
361.2,0.008521201,4,0.09241293,780.2375460052372,7.400941,392.2099688053131,268338,0.8909172862768173,385,0.09241293,0.0,269.49408
364.85,0.007863183,4,0.10335767,804.7089818336933,7.3890862,396.5902645587921,272250,0.9125541895627975,389,0.10335767,0.0,279.18857
372.375,0.0077126585,3,0.113832444,845.4360586906602,7.386166,400.98470640182495,275562,0.8481588512659073,392,0.113832444,0.0,290.88623
365.75,0.00962286,3,0.100639984,835.1029483302111,7.3969116,405.3464467525482,278892,0.8880070298910141,395,0.100639984,0.0,290.8927
371.725,0.008309879,3,0.098320395,853.9786264959796,7.3921957,409.7518455982208,282141,0.7639651447534561,398,0.098320395,0.0,298.3875
369.025,0.0078059128,3,0.104629606,864.0032455705526,7.3860464,414.18979048728943,285975,0.8466272801160812,401,0.104629606,0.0,307.0112
357.125,0.008362702,3,0.09214839,842.5384431065656,7.3933706,418.55811762809753,289239,0.898134708404541,404,0.09214839,0.0,300.2287
351.375,0.008573063,2,0.10973032,832.6084265736023,7.3980136,422.9295608997345,291696,0.8916036188602448,406,0.10973032,0.0,296.2571
350.575,0.006939887,3,0.11741644,836.2750822581498,7.38641,427.286434173584,294228,0.8932243287563324,409,0.11741644,0.0,294.841
360.8,0.00816471,3,0.12253865,863.9236241671413,7.386552,431.657883644104,298092,0.8776511251926422,412,0.12253865,0.0,304.825
354.75,0.008015952,3,0.11595246,871.7108680869584,7.3815465,436.00116181373596,300807,0.9508790448307991,415,0.11595246,0.0,307.078
352.5,0.008242594,3,0.1049006,865.9409853398793,7.3808436,440.4075527191162,304143,0.898686945438385,418,0.1049006,0.0,306.54803
352.225,0.008250877,3,0.09968018,859.1643849287423,7.3666415,444.7446038722992,306855,0.9276806935667992,421,0.09968018,0.0,303.40155
354.575,0.007850941,3,0.08298722,877.7140348022534,7.363465,449.11533999443054,310122,0.9186599403619766,424,0.08298722,0.0,308.175
357.35,0.008555848,3,0.10714047,894.2122462018057,7.361874,453.8271470069885,313443,0.906244307756424,427,0.10714047,0.0,312.6645
348.825,0.008489838,4,0.080960765,876.0563108896131,7.367679,458.2597460746765,316557,0.9154719039797783,431,0.080960765,0.0,304.9212
345.7,0.010151479,3,0.10250313,870.9128759800151,7.34474,462.72655963897705,319527,0.8761373311281204,434,0.10250313,0.0,298.11615
341.5,0.008291606,3,0.09646194,867.1319270935362,7.347782,467.1622083187103,322329,0.91403928399086,437,0.09646194,0.0,298.6473
339.75,0.009163557,3,0.089817934,853.1622724293924,7.3427134,471.5396296977997,325485,0.9262009412050247,440,0.089817934,0.0,291.06577
329.75,0.007471469,4,0.08964813,835.168124135871,7.3530884,475.912358045578,328809,0.9290983378887177,444,0.08964813,0.0,283.0436
329.775,0.008417007,3,0.12464577,834.9658064525145,7.3535123,480.3119719028473,331959,0.890249527990818,447,0.12464577,0.0,282.35004
339.625,0.008938463,2,0.09700293,864.4317002058785,7.3503375,484.6970765590668,334983,0.9388502612709999,449,0.09700293,0.0,291.16464
343.5,0.008790288,3,0.09083306,894.5974649511361,7.350293,489.02836322784424,339312,0.9381309412419796,452,0.09083306,0.0,297.38483
341.625,0.00843162,4,0.10870959,900.0454703922002,7.351315,493.3763062953949,343236,0.870606541633606,456,0.10870959,0.0,296.4739
344.375,0.008500135,3,0.10005481,910.5626000745704,7.3395963,497.76848101615906,346482,0.9338846579194069,459,0.10005481,0.0,298.27777
358.3,0.008251769,2,0.11567097,965.882601010059,7.341444,502.1757912635803,349851,0.8742147088050842,461,0.11567097,0.0,311.2199
351.875,0.008831937,2,0.09899554,945.988893059843,7.3309774,506.5850033760071,351399,0.9719322118908167,463,0.09899554,0.0,304.14078
357.9,0.009205106,2,0.1019407,969.3073742002831,7.3557696,511.00082421302795,354246,0.9564411416649818,465,0.1019407,0.0,309.9899
356.15,0.008567849,2,0.10019334,967.8951001832572,7.338497,515.4251403808594,356181,0.9231044203042984,467,0.10019334,0.0,308.503
367.775,0.008644096,3,0.101536274,1011.4061559242793,7.347717,519.808958530426,359727,0.9293433949351311,470,0.101536274,0.0,319.20825
378.025,0.007922582,3,0.11490352,1040.4953497473987,7.363512,524.2310967445374,364140,0.9465771019458771,473,0.11490352,0.0,325.122
396.55,0.008366544,3,0.105985805,1096.304941937146,7.3646984,528.6180469989777,369039,0.9400916919112206,476,0.105985805,0.0,338.81146
407.525,0.00861181,4,0.08648312,1129.029575611891,7.3584585,533.0731806755066,374388,0.9288225620985031,480,0.08648312,0.0,345.26306
417.8,0.009256488,4,0.08555828,1146.4386780010211,7.3700724,537.5100162029266,378945,0.8922562301158905,484,0.08555828,0.0,348.6441
422.275,0.008382661,3,0.09797894,1159.6547415582447,7.3551645,541.9385468959808,382632,0.8870491087436676,487,0.09797894,0.0,350.6565
414.85,0.007959989,2,0.10196178,1138.8579902889219,7.3136554,546.351396560669,384765,0.9513082765042782,489,0.10196178,0.0,344.88635
416.575,0.009073474,2,0.11944053,1156.6946230462013,7.293897,550.6844129562378,388434,0.9105074480175972,491,0.11944053,0.0,349.71274
425.725,0.008651046,2,0.14041167,1188.7801501257904,7.2834926,555.0360732078552,391452,0.7968664467334747,493,0.14041167,0.0,360.85336
431.4,0.008942345,2,0.10486882,1195.909709019896,7.2546954,559.4314177036285,394179,0.8743927478790283,495,0.10486882,0.0,360.25845
448.725,0.009954071,2,0.12099857,1243.346887707723,7.264766,563.8257358074188,398457,0.7408724725246429,497,0.12099857,0.0,371.6854
452.55,0.008618337,1,0.11372196,1262.0767395781372,7.2517085,568.2444570064545,400131,0.9074840322136879,498,0.11372196,0.0,375.8335
455.05,0.008767273,2,0.11438773,1269.201656553918,7.241578,572.6626088619232,403119,0.8493203222751617,500,0.11438773,0.0,380.14462
463.2,0.008846267,3,0.096987,1295.0302692512453,7.2275224,577.01970744133,406983,0.9032984897494316,503,0.096987,0.0,387.35162
470.9,0.008250778,2,0.07905178,1318.3036883243506,7.2549305,581.4229147434235,410754,0.5899165570735931,505,0.07905178,0.0,391.47003
476.15,0.008416658,2,0.11744526,1317.3736573307165,7.2424474,585.8316304683685,413319,0.8867299482226372,507,0.11744526,0.0,391.67776
478.0,0.008680593,3,0.10274422,1328.7685094897618,7.2620196,590.2952721118927,417087,0.9116261601448059,510,0.10274422,0.0,396.1642
479.325,0.009231089,2,0.100829795,1330.1207889276461,7.263354,594.7503936290741,420249,0.911562092602253,512,0.100829795,0.0,396.69604
459.925,0.009113809,4,0.09680419,1265.3768681662386,7.278194,599.1982235908508,424230,0.9068510457873344,516,0.09680419,0.0,381.84082
479.8,0.007987112,2,0.088155456,1316.729669258455,7.2731967,603.5807411670685,430230,0.1662629246711731,518,0.088155456,0.0,394.72678
494.2,0.008996338,2,0.14286143,1369.244145511358,7.2531605,608.0068182945251,433692,0.8825332671403885,520,0.14286143,0.0,410.18378
499.7,0.00863324,1,0.08127275,1389.3496287720943,7.2443395,612.4773790836334,436692,-0.22929060459136963,521,0.08127275,0.0,414.04208
504.275,0.009185282,1,0.10482322,1412.536727125737,7.231859,616.926349401474,438255,0.8410094380378723,522,0.10482322,0.0,421.0153
519.85,0.009384226,3,0.09718309,1465.4468492184492,7.233464,621.3328950405121,442821,0.9369365945458412,525,0.09718309,0.0,437.50226
538.45,0.008882633,3,0.0924156,1511.176684066757,7.220873,625.7155575752258,447867,0.7923668324947357,528,0.0924156,0.0,449.79395
544.125,0.008320635,2,0.08829039,1530.5676406702812,7.2288823,630.1967217922211,452418,0.6492667496204376,530,0.08829039,0.0,455.57333
541.7,0.008298557,1,0.14714509,1518.9954784298184,7.257812,634.6910741329193,453438,0.8806142956018448,531,0.14714509,0.0,452.64053
531.45,0.008869404,3,0.10238075,1489.0414032770937,7.254395,639.085774898529,456378,0.8801623731851578,534,0.10238075,0.0,445.51587
543.325,0.008692397,1,0.09462734,1521.7072615355119,7.2611213,643.5342140197754,459378,-0.05509543418884277,535,0.09462734,0.0,454.8366
542.125,0.009036927,3,0.09436397,1500.1003161753717,7.257646,647.9790391921997,465186,0.7498223185539246,538,0.09436397,0.0,449.89258
533.525,0.008750626,2,0.1293032,1465.0631875668264,7.2452836,652.4675350189209,467142,0.9672723263502121,540,0.1293032,0.0,439.89532
528.45,0.008848744,1,0.111480385,1449.2482848776176,7.2304697,656.941817522049,468729,0.9195630848407745,541,0.111480385,0.0,435.3937
518.5,0.008540774,3,0.10655615,1420.9958968294916,7.2182016,661.3756537437439,472203,0.8990494087338448,544,0.10655615,0.0,431.8719
524.625,0.009784879,3,0.11379545,1444.9611326055988,7.189759,665.7688462734222,476274,0.9332630038261414,547,0.11379545,0.0,440.92236
527.475,0.010425805,1,0.102495566,1456.7866849456773,7.2184606,670.2145535945892,477633,0.9013669267296791,548,0.102495566,0.0,443.57553
532.675,0.008008567,2,0.10108724,1463.9601834246575,7.2023478,674.6996562480927,481008,0.7492108345031738,550,0.10108724,0.0,447.38583
530.175,0.009067413,3,0.09032567,1465.5611934338017,7.209351,679.1127038002014,485481,0.9288971275091171,553,0.09032567,0.0,451.70966
539.875,0.0087996265,3,0.09721854,1501.8888512385201,7.2066035,683.5187816619873,489015,0.8477536737918854,556,0.09721854,0.0,462.92017
507.475,0.00920944,2,0.1145781,1399.2601281002112,7.2175746,687.9420900344849,491127,0.9025136902928352,558,0.1145781,0.0,438.31055
499.775,0.009924196,2,0.1315632,1381.1039926457331,7.2260876,692.3662061691284,493665,0.9023104608058929,560,0.1315632,0.0,431.46542
495.425,0.010052175,2,0.111094296,1370.006034377695,7.173845,696.7987957000732,497706,0.9515665620565414,562,0.111094296,0.0,430.1551
498.275,0.009453582,1,0.1304583,1384.3409969573775,7.1502676,701.1035845279694,500472,0.7359198331832886,563,0.1304583,0.0,433.61475
517.75,0.009835987,2,0.09890111,1446.1335115410827,7.158509,705.4992718696594,504951,0.6191645264625549,565,0.09890111,0.0,448.53604
503.825,0.009171406,1,0.097085364,1403.445506293515,7.1592364,709.9005637168884,506280,0.8198085278272629,566,0.097085364,0.0,437.90454
519.25,0.009369504,2,0.09988439,1470.1333491080932,7.143741,714.3312542438507,510177,0.8513427376747131,568,0.09988439,0.0,455.09784
514.05,0.01012312,1,0.09873103,1457.125544803513,7.163347,718.7791402339935,512553,0.8845362663269043,569,0.09873103,0.0,449.42822
518.675,0.008186083,2,0.099842444,1472.1392588815718,7.1200604,723.1723728179932,515679,0.9278497472405434,571,0.099842444,0.0,450.60962
538.55,0.009577843,3,0.10149358,1542.3196645734176,7.0909905,727.5466315746307,521004,0.6209017634391785,574,0.10149358,0.0,466.94336
519.05,0.009330101,1,0.13484858,1483.1798864639973,7.078691,731.9593133926392,521664,0.8323178887367249,575,0.13484858,0.0,450.6668
501.05,0.009639752,3,0.12627369,1451.764008812987,7.0705523,736.3425803184509,525312,0.7863451838493347,578,0.12627369,0.0,442.53262
511.6,0.01025195,2,0.09782745,1500.9582039772506,7.0621505,740.8295187950134,528534,0.8772690519690514,580,0.09782745,0.0,453.20908
515.2,0.009133667,2,0.0966023,1512.067760489176,7.0504923,745.2217111587524,531804,0.8102322369813919,582,0.0966023,0.0,454.2774
518.75,0.010234166,2,0.11730203,1525.6714855332189,7.1000376,749.6674692630768,534453,0.8882470726966858,584,0.11730203,0.0,454.21182
536.15,0.008744653,2,0.08624154,1586.1197522157638,7.1024747,754.1139843463898,539235,0.6835214495658875,586,0.08624154,0.0,467.36578
546.075,0.009555967,2,0.10925843,1612.8588969030893,7.0888534,758.545599937439,543162,0.897461399435997,588,0.10925843,0.0,471.77213
545.6,0.0097119,1,0.116928354,1628.7313763907514,7.1057744,762.9800333976746,545529,0.9285322949290276,589,0.116928354,0.0,472.64093
560.65,0.009307219,2,0.10767609,1682.2817830613894,7.083863,767.4001257419586,550257,0.9173237979412079,591,0.10767609,0.0,484.33536
580.225,0.010484612,2,0.09457351,1745.91379391047,7.084273,771.8376069068909,555108,0.6195340156555176,593,0.09457351,0.0,500.0707
575.65,0.009319111,1,0.16212988,1720.6440053640079,7.109178,776.2110075950623,556689,0.8356429934501648,594,0.16212988,0.0,493.19806
602.125,0.009609556,2,0.08829485,1818.7714857707465,7.107055,780.5527234077454,561270,0.48354536294937134,596,0.08829485,0.0,516.2736
611.05,0.013500586,1,0.25188237,1866.8234274724557,7.1432624,784.9685144424438,563481,0.7651302665472031,597,0.25188237,0.0,527.3644
615.375,0.008460825,2,0.09848398,1879.4251551690832,7.144409,789.3970718383789,566319,0.823793813586235,599,0.09848398,0.0,530.259
633.25,0.008930587,2,0.09520717,1943.8008310347643,7.130079,793.7364220619202,572319,-0.16589105129241943,601,0.09520717,0.0,545.0781
629.5,0.009267425,2,0.106830835,1934.1747715914594,7.0890975,798.1630718708038,576012,0.9024945348501205,603,0.106830835,0.0,539.7406
629.5,0.011677452,1,0.08662295,1943.229186001763,7.092024,802.6206800937653,579012,0.1397591233253479,604,0.08662295,0.0,541.2119
642.175,0.010871293,1,0.07729868,1984.7110064623812,7.093019,807.0178842544556,582012,0.02614647150039673,605,0.07729868,0.0,551.4121
636.925,0.009260675,2,0.100770384,1934.6473822323921,7.100207,811.4556393623352,585444,0.8648277819156647,607,0.100770384,0.0,540.569
647.725,0.008852867,2,0.15412527,1965.255794666551,7.0661783,815.813027381897,590280,0.893776074051857,609,0.15412527,0.0,551.97076
649.7,0.01003083,2,0.10773966,1973.7327436036885,7.074389,820.2612040042877,593643,0.841149091720581,611,0.10773966,0.0,554.9102
648.15,0.009187121,1,0.13583243,1973.9091730795935,7.0574813,824.6495780944824,596457,0.8784660771489143,612,0.13583243,0.0,557.02405
644.725,0.00922741,2,0.09367688,1959.4302544710831,7.0677505,829.1023297309875,598371,0.8278566896915436,614,0.09367688,0.0,552.2899
664.225,0.008555446,1,0.085993215,2026.0074112285297,6.996874,833.486257314682,601371,0.24320483207702637,615,0.085993215,0.0,570.1227
678.55,0.009763902,2,0.11894755,2087.771873146658,6.9879107,837.8710949420929,604938,0.8027690201997757,617,0.11894755,0.0,584.6635
677.525,0.010640047,1,0.112404734,2080.2458601743733,6.975813,842.210399389267,606615,0.8300283402204514,618,0.112404734,0.0,581.31244
688.875,0.011718014,1,0.13279074,2125.1864108385407,6.999647,846.5735132694244,609321,0.8075578212738037,619,0.13279074,0.0,592.3514
698.225,0.00909351,1,0.13954851,2158.387872953459,7.0158067,850.9252219200134,612321,-0.4319974184036255,620,0.13954851,0.0,599.39874
699.05,0.010340564,1,0.11111939,2163.9125433731815,6.991194,855.2965342998505,614865,0.7300492227077484,621,0.11111939,0.0,601.037
715.975,0.009203389,2,0.091377005,2207.748756236449,6.9959674,859.6482343673706,618519,0.6143553555011749,623,0.091377005,0.0,614.5782
690.45,0.0095929485,2,0.111798905,2128.933879939371,7.0384564,864.0465986728668,620307,0.938875250518322,625,0.111798905,0.0,594.7892
683.425,0.009588416,3,0.094278306,2120.7555534306716,7.02672,868.4761581420898,625173,0.6962209939956665,628,0.094278306,0.0,592.2222
662.125,0.009455349,2,0.11154645,2042.933859265671,7.026078,872.911327123642,627984,0.9345393404364586,630,0.11154645,0.0,572.81226
659.625,0.010602267,1,0.15599276,2032.1156970501222,7.0279703,877.3271849155426,629412,0.7815746515989304,631,0.15599276,0.0,569.8356
631.675,0.009858565,2,0.096320055,1943.5140307857023,6.999821,881.7447328567505,630909,0.8790954351425171,633,0.096320055,0.0,544.4327
604.625,0.00953389,3,0.10123679,1858.2589192230625,7.0073857,886.1500701904297,633825,0.8191242963075638,636,0.10123679,0.0,520.5125
