EpLenMean,meankl,EpThisIter,optimgain,EpTrueRewMean,entropy,TimeElapsed,TimestepsSoFar,ev_tdlam_before,EpisodesSoFar,surrgain,entloss,EpRewMean
587.5,0.0123011805,2,0.1333172,1783.8948329501393,7.0110035,890.5790932178497,635691,0.7071115076541901,638,0.1333172,0.0,502.10352
587.75,0.009258896,2,0.10731833,1778.253700991828,7.0074606,895.2900977134705,639849,0.8906301409006119,640,0.10731833,0.0,503.48868
561.025,0.010329947,3,0.28089833,1664.0511751900267,7.0169206,899.7715349197388,643335,0.8635518252849579,643,0.28089833,0.0,476.8458
547.325,0.010373857,2,0.0903882,1622.3386339552815,7.0106816,904.2123770713806,647691,0.6555973291397095,645,0.0903882,0.0,470.723
555.725,0.009203506,1,0.10462238,1670.5198188430318,6.99493,908.669515132904,649968,0.8129808902740479,646,0.10462238,0.0,481.56226
562.7,0.009423753,1,0.12626615,1699.6585256043334,6.957275,913.1228950023651,652968,0.2421870231628418,647,0.12626615,0.0,490.74918
570.025,0.009525353,1,0.1107633,1731.6737263904658,6.93683,917.5672104358673,655968,0.47812050580978394,648,0.1107633,0.0,499.36053
572.4,0.010073472,1,0.11311325,1737.2140825343627,6.942078,922.0913455486298,658968,0.49245017766952515,649,0.11311325,0.0,500.84113
556.325,0.010095649,2,0.123775795,1681.6183311653804,6.9737377,926.5392606258392,660402,0.6993235647678375,651,0.123775795,0.0,485.38834
544.475,0.009779992,1,0.11322258,1643.6256509076095,6.981014,931.1021325588226,661794,0.788106694817543,652,0.11322258,0.0,473.80933
555.125,0.010063543,1,0.105901614,1681.14483519949,6.9779096,935.5725572109222,664476,0.895801231265068,653,0.105901614,0.0,484.02704
575.875,0.011627591,1,0.09396671,1735.765978266148,6.9611073,940.0987470149994,667476,0.0948527455329895,654,0.09396671,0.0,500.20166
570.125,0.008980241,1,0.10634237,1714.661693282766,6.949052,944.5544288158417,669786,0.5797458589076996,655,0.10634237,0.0,494.6874
582.875,0.008624835,1,0.08088166,1750.4319815290503,6.925113,949.0772912502289,672786,-0.017946362495422363,656,0.08088166,0.0,505.28897
585.9,0.0094433045,1,0.118915744,1747.8450292626865,6.922852,953.6041285991669,675246,0.8007008284330368,657,0.118915744,0.0,505.36978
587.975,0.009283209,2,0.12141198,1756.5090336537771,6.9089212,958.0797941684723,679878,0.6918559074401855,659,0.12141198,0.0,508.6661
587.975,0.010360514,1,0.10251261,1749.5377836628836,6.8841076,962.5674607753754,682878,0.12229621410369873,660,0.10251261,0.0,509.50262
564.85,0.0097826235,2,0.118595034,1677.3411331388554,6.875126,967.1397511959076,685647,0.8769165873527527,662,0.118595034,0.0,491.6666
586.475,0.009035739,2,0.09167952,1766.7786842439928,6.898067,971.6586854457855,689556,0.5558009147644043,664,0.09167952,0.0,510.35928
585.675,0.009786304,2,0.095354155,1739.7797436900794,6.9244246,976.2775266170502,693588,0.6496537327766418,666,0.095354155,0.0,506.02695
604.9,0.00957869,1,0.08312875,1795.002208846369,6.895002,980.848813533783,696588,-0.009161949157714844,667,0.08312875,0.0,520.2074
613.925,0.009263452,2,0.093383744,1822.2535571246613,6.850847,985.4681198596954,699987,0.8811051174998283,669,0.093383744,0.0,525.81604
632.8,0.00940762,2,0.09190073,1883.2839868059025,6.8321977,990.0857117176056,705348,0.7044078707695007,671,0.09190073,0.0,540.933
661.7,0.009818526,2,0.119463444,1971.590942684425,6.832825,994.6995072364807,710313,0.7877699285745621,673,0.119463444,0.0,565.74994
694.0,0.010240648,2,0.12711367,2101.0791484648676,6.8311944,999.1928942203522,715686,0.675051212310791,675,0.12711367,0.0,596.7118
711.875,0.009288036,2,0.10556202,2175.2229816080035,6.8442397,1003.7837796211243,719727,0.66969895362854,677,0.10556202,0.0,614.1681
715.65,0.0107773915,2,0.11582707,2198.0369683013146,6.8635287,1008.3548634052277,723813,0.8882829919457436,679,0.11582707,0.0,616.3581
707.975,0.009669272,3,0.11572322,2201.677459895386,6.83044,1012.9477169513702,727185,0.8934339359402657,682,0.11572322,0.0,611.8659
720.525,0.00956138,1,0.120476544,2235.120350799309,6.7688594,1017.5309717655182,729798,0.9125159755349159,683,0.120476544,0.0,620.4408
710.675,0.010343,1,0.10479723,2192.41987981863,6.7811713,1022.0398018360138,731616,0.7747460305690765,684,0.10479723,0.0,607.68066
724.375,0.0105919335,1,0.084601484,2240.194069613073,6.762328,1026.6159372329712,734616,0.17290478944778442,685,0.084601484,0.0,618.7338
730.4,0.009687908,1,0.113510504,2271.0504145860273,6.718685,1031.1516869068146,737616,0.6520877182483673,686,0.113510504,0.0,623.66174
723.175,0.012438903,1,0.180776,2248.353844612893,6.70056,1035.718579530716,739749,0.9340274557471275,687,0.180776,0.0,613.72473
710.725,0.011910705,1,0.12728743,2199.643190718888,6.7056923,1040.265086889267,741255,0.45701372623443604,688,0.12728743,0.0,600.68555
710.725,0.010568975,1,0.10301142,2205.8238688916394,6.690247,1044.819806098938,744255,-0.08820772171020508,689,0.10301142,0.0,599.02344
727.675,0.010519579,1,0.095515504,2254.3197657349315,6.680678,1049.3864390850067,747255,-0.08388471603393555,690,0.095515504,0.0,611.7323
735.8,0.009228896,1,0.18553266,2285.3806072881616,6.6811376,1053.93190908432,748698,0.8440368324518204,691,0.18553266,0.0,619.86926
749.2,0.010161355,1,0.09893725,2325.4021839681923,6.6771283,1058.521784543991,751698,-0.3996974229812622,692,0.09893725,0.0,630.54333
730.4,0.013555838,2,0.11063882,2270.928984057247,6.672363,1063.0515596866608,755124,0.8625133186578751,694,0.11063882,0.0,614.61523
713.35,0.010403097,2,0.10129732,2222.737950984985,6.68434,1067.9687478542328,758388,0.8498807549476624,696,0.10129732,0.0,598.7635
681.275,0.011162398,2,0.105699494,2121.1043301576424,6.6823735,1072.5518064498901,759999,0.8988089933991432,698,0.105699494,0.0,571.41327
654.075,0.0100720385,3,0.09411463,2032.2870040574624,6.64984,1077.0766849517822,762498,0.9239716976881027,701,0.09411463,0.0,547.00305
665.425,0.011002341,1,0.10771968,2072.92763878375,6.6178765,1081.7004797458649,765498,-0.05953717231750488,702,0.10771968,0.0,556.0436
665.425,0.010760177,1,0.095130235,2066.4038515118013,6.6075587,1086.231874704361,768498,0.09455394744873047,703,0.095130235,0.0,556.17883
647.85,0.009908512,2,0.10473214,2021.8790210326122,6.609149,1090.821840763092,770298,0.7917559891939163,705,0.10473214,0.0,544.66003
664.25,0.010419415,1,0.08946617,2076.5322395992557,6.611207,1095.3313393592834,773298,0.08473020792007446,706,0.08946617,0.0,558.598
664.25,0.009584699,1,0.09021086,2093.38507764931,6.5816793,1099.9231657981873,776298,-0.16786742210388184,707,0.09021086,0.0,561.5446
682.3,0.009883554,2,0.10681872,2141.247222531133,6.57574,1104.5387644767761,781863,0.6369575560092926,709,0.10681872,0.0,575.8662
679.775,0.010648155,1,0.12202783,2146.289322282786,6.5811906,1109.0878286361694,784560,0.8998593688011169,710,0.12202783,0.0,575.496
685.1,0.0112321675,1,0.096826315,2164.797573326516,6.5700536,1113.6400389671326,787560,0.17937731742858887,711,0.096826315,0.0,578.9113
680.675,0.009481942,2,0.10773692,2150.5997602317625,6.634887,1118.196052312851,791994,0.4990272521972656,713,0.10773692,0.0,573.6832
661.075,0.011953043,2,0.108764574,2070.012414446286,6.6539125,1122.7050921916962,795015,0.8226712048053741,715,0.108764574,0.0,553.5633
660.825,0.010619093,1,0.11748346,2072.1813299666396,6.611005,1127.2433471679688,797985,0.7886891067028046,716,0.11748346,0.0,554.0892
656.1,0.010105871,2,0.10179883,2051.8142273024505,6.6287193,1131.8174612522125,800655,0.7912098318338394,718,0.10179883,0.0,550.5429
665.35,0.011094018,1,0.08372097,2080.6422171090585,6.6494713,1136.420970916748,803655,0.03988158702850342,719,0.08372097,0.0,557.7479
677.5,0.009371633,2,0.115540616,2114.985513098751,6.64708,1141.0103895664215,807261,0.8836847022175789,721,0.115540616,0.0,569.4074
672.9,0.0114929825,2,0.10554246,2101.3448444938685,6.6366014,1145.5834312438965,810546,0.9007086530327797,723,0.10554246,0.0,568.25507
654.875,0.010632478,2,0.110198185,2039.0427924209093,6.610825,1150.1921200752258,813201,0.7854888588190079,725,0.110198185,0.0,553.3329
642.2,0.010626829,2,0.1004764,1981.7468106875845,6.604388,1154.8007776737213,816813,0.7292769551277161,727,0.1004764,0.0,543.5662
654.1,0.010073365,1,0.10861491,2027.837337802568,6.5736737,1159.4396741390228,819747,0.8967984169721603,728,0.10861491,0.0,554.9599
654.1,0.00910383,1,0.07920979,2017.9625645841534,6.5342226,1164.0623111724854,822747,0.12786948680877686,729,0.07920979,0.0,554.65424
649.05,0.0111738,1,0.10410234,2010.196408707404,6.5310845,1168.6597437858582,825141,0.5707394182682037,730,0.10410234,0.0,553.7197
651.075,0.010301417,2,0.105186,2014.1981932883682,6.48491,1173.2008287906647,829827,0.4879613518714905,732,0.105186,0.0,555.9432
659.925,0.010398269,1,0.116201565,2026.2784880862193,6.493671,1177.789025068283,832827,0.32425904273986816,733,0.116201565,0.0,560.4512
672.525,0.008976802,1,0.08237453,2082.521850340685,6.5116434,1182.3038890361786,835827,0.5527463555335999,734,0.08237453,0.0,574.62317
672.725,0.0105860215,1,0.12437106,2085.219102866423,6.5176215,1186.8766069412231,837726,0.8983564376831055,735,0.12437106,0.0,576.4132
686.15,0.00958193,1,0.08505089,2122.3294637279373,6.5139174,1191.4418885707855,840726,0.034515440464019775,736,0.08505089,0.0,587.3418
703.625,0.010868703,1,0.09199431,2177.931913310399,6.499738,1195.98970413208,843726,-0.11156976222991943,737,0.09199431,0.0,601.5208
723.85,0.010314221,2,0.13235,2247.8725906977247,6.465375,1200.5031843185425,847821,0.9119906798005104,739,0.13235,0.0,619.084
744.575,0.009898153,1,0.0961045,2315.466553685765,6.405635,1205.1567358970642,850821,-0.007552385330200195,740,0.0961045,0.0,636.1896
761.025,0.01274528,1,0.0927937,2370.2066036225015,6.4101577,1209.7284135818481,853821,-0.03831660747528076,741,0.0927937,0.0,649.49646
752.35,0.010205968,1,0.09470415,2341.6516608234715,6.421067,1214.2958154678345,855780,0.6184291243553162,742,0.09470415,0.0,642.22253
752.35,0.010242233,1,0.09771611,2347.7764792436415,6.4028916,1218.7986586093903,858780,-0.17430150508880615,743,0.09771611,0.0,642.1261
765.525,0.010966124,1,0.09603821,2400.008923038808,6.438476,1223.3476777076721,861780,0.06671953201293945,744,0.09603821,0.0,654.5549
769.525,0.009364179,2,0.0793121,2420.1750486535166,6.4587545,1227.891216993332,865641,0.6783828139305115,746,0.0793121,0.0,657.98157
769.525,0.011922209,1,0.08738629,2420.739056071229,6.4105234,1232.564131975174,868641,0.09319967031478882,747,0.08738629,0.0,657.05194
769.525,0.0103622675,1,0.082436256,2419.0613274213556,6.4176683,1237.1721105575562,871641,-0.06251883506774902,748,0.082436256,0.0,656.78503
770.9,0.009825528,1,0.111763015,2424.507536297712,6.4112983,1241.7515099048615,874371,0.9182198867201805,749,0.111763015,0.0,657.04346
766.55,0.011740865,2,0.13132104,2411.2551382039665,6.421856,1246.3038580417633,879546,0.8010682314634323,751,0.13132104,0.0,653.23425
759.275,0.010236306,2,0.10574417,2388.926475807282,6.4423785,1250.9481563568115,883107,0.8966775983572006,753,0.10574417,0.0,648.7289
775.325,0.010625497,2,0.095027015,2445.6323279334642,6.385297,1255.5548536777496,888054,0.5336194038391113,755,0.095027015,0.0,661.6354
757.8,0.009993743,2,0.109923735,2364.639883096167,6.3586435,1260.065675020218,891324,0.7565416991710663,757,0.109923735,0.0,643.7272
780.575,0.01003509,1,0.090636045,2447.0686851813425,6.3363075,1264.6528515815735,894324,0.2328941822052002,758,0.090636045,0.0,663.20306
774.775,0.011623424,1,0.1569063,2432.083236958281,6.349774,1269.155038356781,896628,0.9134485200047493,759,0.1569063,0.0,659.91437
766.375,0.010149428,2,0.10797804,2406.5817854092884,6.2883754,1273.7428300380707,899226,0.906853623688221,761,0.10797804,0.0,652.5692
768.0,0.009819606,1,0.092642725,2416.1400904559755,6.249531,1278.3721446990967,902226,-0.06340444087982178,762,0.092642725,0.0,652.175
789.0,0.010191928,1,0.09480278,2497.615904697566,6.2092433,1282.9218165874481,905226,0.07798749208450317,763,0.09480278,0.0,669.8855
806.45,0.011954173,2,0.0944696,2563.178291783514,6.194271,1287.519837141037,909975,0.7037049233913422,765,0.0944696,0.0,682.7393
806.45,0.011809124,1,0.0919457,2559.1703464513025,6.1988726,1292.137135028839,912975,-0.12564337253570557,766,0.0919457,0.0,679.70325
826.35,0.013882531,1,0.11203735,2639.049224476,6.1911464,1296.7683782577515,915975,0.4408716559410095,767,0.11203735,0.0,696.61835
826.9,0.010126737,2,0.09182806,2649.155207521925,6.192692,1301.3260381221771,921975,-0.0371549129486084,769,0.09182806,0.0,694.72363
831.95,0.009626122,1,0.104740635,2670.453034962434,6.191731,1305.8669347763062,924975,-0.08032822608947754,770,0.104740635,0.0,696.65967
831.95,0.009436585,1,0.089035235,2666.5165869026087,6.201984,1310.4456305503845,927975,0.17622756958007812,771,0.089035235,0.0,693.81494
842.9,0.013602108,1,0.0912651,2705.947430417802,6.1720586,1314.9921000003815,930975,-0.02096867561340332,772,0.0912651,0.0,701.527
842.9,0.012835927,1,0.09339238,2715.462029549824,6.1624913,1319.5479769706726,933975,0.09048664569854736,773,0.09339238,0.0,701.33875
837.975,0.011982292,1,0.17533922,2697.8438018036522,6.125992,1324.1068120002747,936384,0.8952428326010704,774,0.17533922,0.0,695.8075
847.15,0.01061645,1,0.09537399,2735.8058996785594,6.101605,1328.6472997665405,939384,0.00848621129989624,775,0.09537399,0.0,702.85626
847.15,0.010079427,1,0.085607454,2737.923389404487,6.10289,1333.1903083324432,942384,-0.018349409103393555,776,0.085607454,0.0,700.4899
847.15,0.009742059,1,0.0925602,2741.8590427408303,6.0732,1337.738293647766,945384,-0.05059635639190674,777,0.0925602,0.0,699.292
861.95,0.012316155,1,0.10498807,2787.8824673125846,6.092524,1342.2598333358765,948384,0.026197373867034912,778,0.10498807,0.0,711.065
863.025,0.011071161,1,0.082961865,2777.9052978948885,6.1213384,1346.8289575576782,951384,0.04260420799255371,779,0.082961865,0.0,710.09753
863.025,0.009981798,1,0.08458479,2781.0631973571094,6.0639687,1351.6905415058136,954384,0.02692502737045288,780,0.08458479,0.0,708.41064
863.025,0.010262261,1,0.10073139,2776.193390665193,6.0425467,1356.2204523086548,957384,0.02693992853164673,781,0.10073139,0.0,706.87305
871.7,0.011227386,1,0.098724544,2796.2953276186463,6.0686607,1360.7125244140625,960384,0.047399163246154785,782,0.098724544,0.0,712.9295
843.825,0.011800103,2,0.102886125,2673.5933225304116,6.0604086,1365.200635433197,963039,0.7993342727422714,784,0.102886125,0.0,686.2975
831.775,0.010673528,1,0.101926655,2623.004502713468,6.0646324,1369.7251269817352,964593,0.53608238697052,785,0.101926655,0.0,675.7217
849.6,0.009868652,1,0.08520363,2684.0154513901102,6.07703,1374.1745598316193,967593,0.06399744749069214,786,0.08520363,0.0,689.89655
849.6,0.011632741,1,0.09263232,2679.6080784109477,6.0946503,1378.6425120830536,970593,-0.11343061923980713,787,0.09263232,0.0,689.98785
849.6,0.010696768,1,0.090631515,2695.7265737713087,6.123836,1383.2100155353546,973593,0.44421690702438354,788,0.090631515,0.0,690.6349
852.925,0.010826772,2,0.09225298,2684.2326120042358,6.129619,1387.7846975326538,979593,0.21237331628799438,790,0.09225298,0.0,690.44543
855.175,0.0108499825,1,0.15774637,2683.4307375513076,6.1393385,1392.315018415451,982167,0.9048626944422722,791,0.15774637,0.0,690.5116
853.15,0.010990588,1,0.105988935,2671.9758295680695,6.1156163,1396.8587698936462,984387,0.9093503654003143,792,0.105988935,0.0,688.2705
869.0,0.01082554,1,0.07906018,2725.713602565824,6.108464,1401.3650949001312,987387,0.09220689535140991,793,0.07906018,0.0,700.5133
869.0,0.0102337,1,0.090676606,2727.5127890743584,6.177547,1405.9226286411285,990387,0.4944170117378235,794,0.090676606,0.0,699.7161
859.025,0.011998242,2,0.11354345,2704.1604178060797,6.112141,1410.5059702396393,993855,0.8084108978509903,796,0.11354345,0.0,693.44867
879.425,0.010547927,1,0.0929476,2770.6033398489208,6.0848804,1414.7894415855408,996855,0.016268253326416016,797,0.0929476,0.0,708.7931
879.425,0.011963714,1,0.09372041,2771.8021677626293,6.1184072,1418.9128835201263,999855,0.08025389909744263,798,0.09372041,0.0,707.15436
880.325,0.00958043,1,0.25778925,2773.3512451642555,6.132813,1423.041163444519,1002267,0.8454884886741638,799,0.25778925,0.0,706.8251
