entloss,EpRewMean,EpisodesSoFar,optimgain,entropy,EpTrueRewMean,EpLenMean,ev_tdlam_before,meankl,TimestepsSoFar,EpThisIter,surrgain,TimeElapsed
0.0,582.9512,518,0.04607936,2.650452,2457.380664243154,707.475,-0.0957876443862915,0.010040156,738984,1,0.04607936,1008.9011952877045
0.0,599.622,519,0.04494448,2.6176949,2533.1723001745568,728.425,-0.0759270191192627,0.011626826,741984,1,0.04494448,1013.133008480072
0.0,624.0965,521,0.049019933,2.625305,2644.036075200448,758.675,0.7319335639476776,0.009640933,747984,2,0.049019933,1017.3876218795776
0.0,623.0921,522,0.036279127,2.6658542,2647.3010771286063,758.675,0.003241598606109619,0.009531936,750984,1,0.036279127,1021.6564877033234
0.0,611.72144,524,0.061251722,2.691407,2595.7876685919678,743.075,0.9792802147567272,0.010725415,754065,2,0.061251722,1025.871524810791
0.0,613.32806,525,0.05306594,2.6698606,2609.879183834262,747.35,0.8154735416173935,0.010626535,757065,1,0.05306594,1030.1915047168732
0.0,627.8752,526,0.066441074,2.600147,2673.923282308487,764.55,0.9672784991562366,0.011534232,759768,1,0.066441074,1034.4111869335175
0.0,627.3457,528,0.052200876,2.5496335,2670.0518837332374,763.15,0.9858599072322249,0.010644348,762705,2,0.052200876,1038.6387038230896
0.0,621.19714,530,0.059039623,2.5473962,2647.2093884375367,754.925,0.9038776457309723,0.009589102,766902,2,0.059039623,1042.8712227344513
0.0,627.6613,532,0.057835482,2.5006106,2682.7372839727564,762.925,0.9205186516046524,0.010930899,772056,2,0.057835482,1047.1742680072784
0.0,626.79724,533,0.045106564,2.5029113,2684.7144765282333,762.925,0.4855208396911621,0.0100364005,775056,1,0.045106564,1051.4294741153717
0.0,634.7784,534,0.044859823,2.4391181,2725.6154458597616,775.2,0.3120773434638977,0.012561883,778056,1,0.044859823,1055.6869416236877
0.0,635.64166,535,0.040885944,2.377075,2728.552710121128,775.2,0.0032324790954589844,0.011242564,781056,1,0.040885944,1059.908614873886
0.0,622.96204,536,0.07227282,2.321215,2669.280015538153,757.2,0.9885505614802241,0.011123633,781896,1,0.07227282,1064.119882106781
0.0,638.5615,537,0.043831334,2.359052,2737.253757146288,776.475,0.14002245664596558,0.009756368,784896,1,0.043831334,1068.307641506195
0.0,635.31995,538,0.05078431,2.3364902,2723.828832514884,771.525,0.984021969139576,0.012200663,787302,1,0.05078431,1072.4923198223114
0.0,636.1001,539,0.055232964,2.3958132,2727.4598427736873,772.05,0.9871766194701195,0.011351799,789198,1,0.055232964,1076.7295775413513
0.0,648.0881,540,0.06270431,2.3523839,2782.8326257929352,787.5,0.9888136349618435,0.010558684,791853,1,0.06270431,1081.0314726829529
0.0,650.32874,541,0.06620644,2.3323696,2793.54939606913,790.025,0.9828335996717215,0.010610854,793326,1,0.06620644,1085.2361404895782
0.0,663.34296,542,0.040841833,2.398587,2849.8319458968554,806.075,-0.046335816383361816,0.009616021,796326,1,0.040841833,1089.4667711257935
0.0,649.20703,543,0.091781706,2.399892,2788.406788063582,787.775,0.9742497019469738,0.009830216,797130,1,0.091781706,1093.709944486618
0.0,643.56396,545,0.05722952,2.4075935,2763.848485713124,780.275,0.9863484567031264,0.010829594,799875,2,0.05722952,1097.9403524398804
0.0,622.6193,547,0.06223881,2.468158,2671.487359839925,751.825,0.9848363632336259,0.011109024,802461,2,0.06223881,1102.2605469226837
0.0,626.6989,548,0.046078686,2.447519,2690.3682990129532,756.9,-0.11028337478637695,0.009132926,805461,1,0.046078686,1106.5950372219086
0.0,629.0415,549,0.04810406,2.4890444,2701.233139996742,760.65,-0.017464876174926758,0.011285678,808461,1,0.04810406,1110.887377023697
0.0,615.5083,551,0.065241426,2.505026,2643.7735038648593,743.2,0.9592164903879166,0.009856844,810630,2,0.065241426,1115.1153502464294
0.0,594.83624,553,0.060189843,2.4727051,2549.2951680280385,713.875,0.9416866339743137,0.010873541,813111,2,0.060189843,1119.3975343704224
0.0,610.8773,554,0.060753137,2.470602,2622.7908034810976,733.825,0.9590938873589039,0.011494728,816111,1,0.060753137,1123.691953420639
0.0,610.64734,555,0.04064589,2.4571633,2623.6675326125073,735.075,-0.07692337036132812,0.010086622,819111,1,0.04064589,1127.97745013237
0.0,602.7887,556,0.047778375,2.4459846,2591.3155414166386,725.075,0.9769324865192175,0.01019215,819993,1,0.047778375,1132.258924484253
0.0,603.148,557,0.042437367,2.4914763,2591.110075596401,725.075,0.45185720920562744,0.012732483,822993,1,0.042437367,1136.5558412075043
0.0,603.93604,558,0.044639416,2.503369,2590.8835305601924,725.075,0.04654514789581299,0.010079769,825993,1,0.044639416,1140.8417229652405
0.0,605.57947,559,0.042036876,2.4426064,2592.3512808881264,725.075,0.06366270780563354,0.010784977,828993,1,0.042036876,1145.168738603592
0.0,606.9004,560,0.048249744,2.4852297,2591.163421529728,725.075,-0.033838748931884766,0.00988085,831993,1,0.048249744,1149.4580662250519
0.0,590.2543,562,0.0514514,2.5121772,2510.811458072164,703.55,0.5969327986240387,0.0107640885,835410,2,0.0514514,1153.7277109622955
0.0,595.33203,563,0.0400564,2.5067778,2537.604986734462,712.05,0.0311892032623291,0.01085157,838410,1,0.0400564,1158.0304565429688
0.0,593.5206,564,0.05723831,2.5114233,2530.3143783582755,710.025,0.9861775562167168,0.010241655,839268,1,0.05723831,1162.3606095314026
0.0,578.7215,567,0.06087384,2.4417083,2450.336932436894,688.275,0.9779677018523216,0.010413855,844206,3,0.06087384,1166.5969848632812
0.0,583.90985,569,0.07990285,2.4185886,2473.793957871024,694.225,0.986104222945869,0.010647066,847209,2,0.07990285,1170.890702009201
0.0,574.96796,570,0.060907576,2.376742,2428.6883154912143,681.375,0.9941123514436185,0.0107001625,848667,1,0.060907576,1175.184156179428
0.0,575.32117,571,0.04325013,2.4304502,2426.7338459067128,681.375,-0.03366553783416748,0.011291107,851667,1,0.04325013,1179.4565036296844
0.0,581.4629,572,0.05888654,2.4348142,2450.7922127757815,687.825,0.9869181392714381,0.011022112,854595,1,0.05888654,1183.7568261623383
0.0,578.3119,573,0.05023054,2.4197967,2431.4689635136688,681.45,0.9754783231765032,0.011095003,856830,1,0.05023054,1188.0253248214722
0.0,574.056,575,0.053302046,2.4541504,2409.2330205073304,674.45,0.856639638543129,0.010806113,861990,2,0.053302046,1192.2961461544037
0.0,587.8109,576,0.039895676,2.3992913,2472.5309577634644,692.45,0.012699365615844727,0.0102755055,864990,1,0.039895676,1196.4856054782867
0.0,587.2832,577,0.050874174,2.3624241,2472.0061604233665,692.45,-0.10934102535247803,0.011466261,867990,1,0.050874174,1200.7913603782654
0.0,587.4762,578,0.05860085,2.3452117,2472.439188089422,692.5,0.9827371630817652,0.0105286185,870402,1,0.05860085,1205.0035212039948
0.0,592.9198,579,0.04271486,2.313367,2501.477210563478,701.7,0.009583652019500732,0.010601277,873402,1,0.04271486,1209.3172245025635
0.0,582.8478,580,0.0630434,2.2677512,2451.0621302039413,687.725,0.974181916564703,0.011128301,874380,1,0.0630434,1213.6071503162384
0.0,592.11633,581,0.048346143,2.261705,2493.499225140593,700.45,0.04966169595718384,0.010978601,877380,1,0.048346143,1217.8886458873749
0.0,588.00793,582,0.059517596,2.2406583,2473.233838425327,693.85,0.9893569555133581,0.011261617,879588,1,0.059517596,1222.135633468628
0.0,598.09265,583,0.059719495,2.2653935,2513.5308332873706,704.85,0.9369249567389488,0.0108894985,881712,1,0.059719495,1226.3581233024597
0.0,606.4587,585,0.035037152,2.2509775,2551.838255639671,716.075,0.7102203667163849,0.00956703,885804,2,0.035037152,1230.5911965370178
0.0,616.0368,587,0.08888562,2.2564707,2589.302937016443,726.4,0.9759555123746395,0.01157688,889629,2,0.08888562,1234.8540256023407
0.0,591.27216,589,0.05333248,2.2238944,2480.041601619535,694.05,0.9919292209669948,0.010197846,891747,2,0.05333248,1239.1093699932098
0.0,603.2333,590,0.057879046,2.2102156,2530.875412436706,708.75,-0.03378880023956299,0.011569914,894747,1,0.057879046,1243.4183657169342
0.0,603.90283,592,0.0581413,2.222257,2531.646511818398,709.1,0.9805979672819376,0.011065345,897423,2,0.0581413,1247.6110534667969
0.0,618.04846,593,0.0532218,2.198195,2592.651170140037,725.25,0.989476197399199,0.010462737,900141,1,0.0532218,1251.8423459529877
0.0,606.193,595,0.04334337,2.1852913,2541.940107429258,711.025,0.7839102894067764,0.010697264,904434,2,0.04334337,1256.055585384369
0.0,610.06506,597,0.052271232,2.197405,2563.96547749995,716.475,0.9113098084926605,0.010578608,908970,2,0.052271232,1260.3120830059052
0.0,610.1147,598,0.0428541,2.2107553,2564.9228930088602,716.475,-0.008347272872924805,0.010598293,911970,1,0.0428541,1264.5678250789642
0.0,609.4266,599,0.04011572,2.2218738,2564.110473579413,716.475,-0.024875998497009277,0.011821691,914970,1,0.04011572,1268.825758934021
0.0,608.1649,600,0.04617083,2.248475,2563.793028880287,716.475,-0.005615353584289551,0.010098648,917970,1,0.04617083,1273.08007645607
0.0,607.2987,601,0.046586752,2.202518,2563.2484984721464,716.475,0.0042327046394348145,0.01130057,920970,1,0.046586752,1277.3859374523163
0.0,624.22473,602,0.04659707,2.2162042,2640.753397978155,738.0,-0.021698355674743652,0.010877822,923970,1,0.04659707,1281.9809124469757
0.0,624.70435,603,0.047888994,2.2368944,2641.146849269957,738.0,-0.024553894996643066,0.011751587,926970,1,0.047888994,1286.2840611934662
0.0,619.7021,605,0.047919698,2.3173342,2625.356388198903,735.2,0.6021221578121185,0.009691104,930492,2,0.047919698,1290.5121748447418
0.0,628.28674,606,0.040913306,2.222229,2670.2505231964706,748.575,0.004830062389373779,0.012237642,933492,1,0.040913306,1294.7922251224518
0.0,643.36224,607,0.03837815,2.240252,2742.9267363296885,769.05,0.007398009300231934,0.009375249,936492,1,0.03837815,1299.015965461731
0.0,646.36975,609,0.052007724,2.2654545,2762.2481503659005,775.625,0.6793622970581055,0.01262482,940284,2,0.052007724,1303.31200838089
0.0,655.5655,610,0.044543236,2.2996092,2805.7359451273906,788.475,0.02479010820388794,0.009659087,943284,1,0.044543236,1307.5826823711395
0.0,657.01434,611,0.062256165,2.2876463,2809.4287746002165,788.475,0.9765401389449835,0.011981137,946284,1,0.062256165,1311.8022842407227
0.0,644.4208,612,0.066835344,2.3535564,2755.2193815205837,773.575,0.9759338106960058,0.010590108,947424,1,0.066835344,1316.004290819168
0.0,635.41223,614,0.049905524,2.3410444,2720.8012774674435,764.025,0.743184506893158,0.011180695,951513,2,0.049905524,1320.2214984893799
0.0,640.3587,615,0.04718002,2.3111887,2743.855852614154,771.025,-0.02948284149169922,0.010112587,954513,1,0.04718002,1324.512937784195
0.0,622.6766,617,0.043101877,2.3441038,2670.3982514443733,750.675,0.7756672501564026,0.010521669,958071,2,0.043101877,1328.8384552001953
0.0,624.9291,618,0.043099012,2.3597438,2685.0269005119126,755.575,-0.006360292434692383,0.0113299005,961071,1,0.043099012,1333.1428995132446
0.0,625.04376,619,0.04737038,2.3755977,2686.1260751903774,755.575,0.5563612282276154,0.011404932,964071,1,0.04737038,1337.4229409694672
0.0,621.156,620,0.061042763,2.3478425,2672.8493844277773,752.475,0.9898151764646173,0.013293071,964677,1,0.061042763,1341.7116010189056
0.0,621.9147,621,0.061379865,2.2973814,2675.525145326867,751.575,0.9800923839211464,0.010135127,967569,1,0.061379865,1345.9842877388
0.0,626.2653,623,0.044855855,2.3183413,2707.5102025633487,760.85,0.7924644649028778,0.010067724,973014,2,0.044855855,1350.3661844730377
0.0,626.2031,624,0.04280079,2.3218381,2707.0853068960214,760.85,0.00910884141921997,0.011804538,976014,1,0.04280079,1354.693258523941
0.0,614.76514,626,0.06320823,2.3561435,2661.508189903367,748.4,0.9876449052244425,0.011210429,978522,2,0.06320823,1359.0678029060364
0.0,628.0448,627,0.046330888,2.391907,2723.4086727415597,765.775,0.7810029536485672,0.010007339,981522,1,0.046330888,1363.4841480255127
0.0,631.3499,628,0.05928195,2.363324,2739.702678369898,769.875,0.9715778585523367,0.0105161285,983034,1,0.05928195,1367.7950854301453
0.0,631.8828,630,0.059164245,2.361613,2741.8410700569266,769.525,0.985817295499146,0.010283495,987090,2,0.059164245,1372.3877861499786
0.0,644.4,631,0.05407291,2.329501,2793.542022720706,783.525,0.9826697874814272,0.011349784,989778,1,0.05407291,1376.7754173278809
0.0,653.5052,632,0.056565598,2.3043222,2830.829696494304,794.625,0.14299416542053223,0.010521984,992778,1,0.056565598,1380.9834876060486
0.0,654.20984,633,0.03571971,2.2788968,2834.892546926857,796.975,-0.0035400390625,0.010786278,995778,1,0.03571971,1384.9884345531464
0.0,654.5394,634,0.061095838,2.2370908,2831.385073076309,794.6,0.9829302970319986,0.0103906095,998493,1,0.061095838,1388.9823758602142
0.0,665.9917,635,0.047137313,2.1881137,2881.533577321683,808.0,0.9843379333615303,0.008657396,1001394,1,0.047137313,1392.5746748447418
