EpThisIter,optimgain,EpRewMean,meankl,EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,entropy,entloss,surrgain,TimeElapsed,EpLenMean,TimestepsSoFar
1,0.03780514,504.26544,0.009948699,504,2452.2748637668947,0.03204905986785889,2.0779448,0.0,0.03780514,1048.5405514240265,714.575,743529
1,0.040298615,514.70715,0.009596046,505,2512.8230690994233,0.00941687822341919,2.1283255,0.0,0.040298615,1052.7650566101074,732.55,746529
1,0.04528354,514.504,0.010270297,506,2514.0973189537153,0.03440767526626587,2.1104262,0.0,0.04528354,1057.0668737888336,732.55,749529
1,0.041222766,523.49335,0.010041179,507,2569.2105026282743,0.049268245697021484,2.1778128,0.0,0.041222766,1061.3820297718048,749.6,752529
1,0.041118793,534.50586,0.010353632,508,2631.837661275708,0.056175410747528076,2.192963,0.0,0.041118793,1065.6391248703003,768.225,755529
1,0.038145766,543.5552,0.011647449,509,2687.1365917807298,0.0422283411026001,2.1738596,0.0,0.038145766,1069.9070541858673,784.675,758529
1,0.043501735,549.59485,0.009387762,510,2726.4698375416856,0.06028491258621216,2.1815042,0.0,0.043501735,1074.1854960918427,797.425,761529
1,0.038342796,547.56647,0.010268163,511,2724.087489037762,-0.008274197578430176,2.2132761,0.0,0.038342796,1078.403406381607,797.425,764529
1,0.036462367,555.6418,0.010532169,512,2769.5034003194296,0.06871247291564941,2.2127042,0.0,0.036462367,1082.680757522583,811.425,767529
2,0.05965396,557.7477,0.009033961,514,2778.851711139054,0.5649242699146271,2.220764,0.0,0.05965396,1086.9789426326752,814.95,771297
1,0.0453201,562.1161,0.009818525,515,2801.956777817572,0.06252062320709229,2.1277761,0.0,0.0453201,1091.299814939499,822.65,774297
1,0.046092246,560.348,0.010277375,516,2800.4248920661666,0.01771533489227295,2.1538503,0.0,0.046092246,1095.6082246303558,822.65,777297
1,0.04496074,562.5587,0.010746427,517,2817.522985366485,0.05873996019363403,2.1751368,0.0,0.04496074,1099.9525017738342,828.15,780297
1,0.07584512,561.63904,0.010375585,518,2805.254126406441,0.7612203657627106,2.2113822,0.0,0.07584512,1104.3303010463715,824.85,781377
1,0.037903767,572.494,0.011037022,519,2869.182011005234,0.016611933708190918,2.231904,0.0,0.037903767,1108.6532092094421,843.45,784377
1,0.06331526,578.6388,0.011533741,520,2899.6395465370033,0.8745340555906296,2.266385,0.0,0.06331526,1113.0061745643616,852.2,787350
1,0.037860554,581.5801,0.010539858,521,2920.883040065728,0.047368526458740234,2.3024905,0.0,0.037860554,1117.3592517375946,859.125,790350
2,0.049392484,574.9894,0.0104378965,523,2895.3255927128143,0.6275392770767212,2.335629,0.0,0.049392484,1121.6917498111725,851.175,795396
2,0.042901993,568.0419,0.011476727,525,2869.5584167385823,0.6332250237464905,2.290845,0.0,0.042901993,1126.0613706111908,844.15,799761
1,0.03304118,566.35126,0.009515924,526,2870.6101012044633,0.18531185388565063,2.2810159,0.0,0.03304118,1130.4073054790497,844.15,802761
2,0.03677934,552.7149,0.009905826,528,2809.7130375390216,0.4392816424369812,2.3059592,0.0,0.03677934,1134.719279050827,826.35,806625
1,0.04652587,561.1327,0.010901238,529,2857.5977167607816,0.04594230651855469,2.3403618,0.0,0.04652587,1139.0822803974152,840.25,809625
2,0.0569665,560.1576,0.010289109,531,2853.291103931199,0.9819968920201063,2.4170408,0.0,0.0569665,1143.3979845046997,838.75,813462
1,0.03890597,558.0149,0.00993027,532,2853.14179019932,-0.037401795387268066,2.367892,0.0,0.03890597,1147.725959777832,838.75,816462
2,0.035556857,567.2622,0.010342064,534,2907.5710863553963,0.6806526780128479,2.3375275,0.0,0.035556857,1152.0374987125397,854.025,821085
1,0.049506016,569.2575,0.009571683,535,2915.007103174167,0.9868450462818146,2.3254194,0.0,0.049506016,1156.4241399765015,856.025,822381
1,0.042485554,575.362,0.010758147,536,2954.780846027129,-0.01684558391571045,2.3368218,0.0,0.042485554,1160.7365374565125,867.2,825381
2,0.054534223,560.3896,0.011184249,538,2896.3809699161075,0.982963839545846,2.3274431,0.0,0.054534223,1164.9924268722534,849.225,829224
1,0.04428827,568.17706,0.010756771,539,2946.4314871500237,0.031202077865600586,2.2530825,0.0,0.04428827,1169.269937992096,864.125,832224
1,0.0436071,566.2963,0.010384455,540,2947.3293418398775,0.02515512704849243,2.2450247,0.0,0.0436071,1173.5906310081482,864.125,835224
1,0.039390706,564.31415,0.01047926,541,2948.057909882728,0.023099005222320557,2.1841629,0.0,0.039390706,1177.8681116104126,864.125,838224
1,0.06953838,560.827,0.0108589325,542,2935.8316482294763,0.9316514059901237,2.194621,0.0,0.06953838,1182.1769349575043,859.475,840666
1,0.042158835,559.02423,0.0096329525,543,2936.529586894255,0.02282881736755371,2.1806169,0.0,0.042158835,1186.439671754837,859.475,843666
2,0.056249373,544.9339,0.012698937,545,2869.6478110440253,0.6758316457271576,2.1420116,0.0,0.056249373,1190.787754535675,839.475,847266
1,0.04404977,543.1345,0.011219475,546,2869.336375865942,0.015439212322235107,2.1240647,0.0,0.04404977,1195.065809249878,839.475,850266
1,0.03686603,542.97424,0.010261242,547,2872.920057046814,0.1359805464744568,2.1182115,0.0,0.03686603,1199.3922851085663,839.475,853266
2,0.042104535,531.6489,0.010362001,549,2812.5447803243537,0.6599394679069519,2.1185138,0.0,0.042104535,1203.7082650661469,821.475,857106
1,0.03583818,531.09924,0.010277059,550,2815.1506621881804,0.05049055814743042,2.1676016,0.0,0.03583818,1207.9725921154022,821.475,860106
1,0.039538674,530.23956,0.010934358,551,2815.9376904153755,0.10539257526397705,2.2033525,0.0,0.039538674,1212.2786183357239,821.475,863106
2,0.05881285,514.31757,0.010889286,553,2727.3118132037935,0.9472560845315456,2.2439399,0.0,0.05881285,1216.5769891738892,794.625,865884
2,0.046819717,511.0379,0.0098172985,555,2726.3744004465975,0.6785348951816559,2.2424924,0.0,0.046819717,1220.8432779312134,794.425,869628
2,0.054351747,506.0993,0.011185505,557,2703.461003680178,0.7604790925979614,2.2519228,0.0,0.054351747,1225.1157677173615,787.775,874830
1,0.044064105,513.8005,0.010685931,558,2756.38382197798,0.16550743579864502,2.2282,0.0,0.044064105,1229.404783964157,803.775,877830
