entropy,EpTrueRewMean,optimgain,EpThisIter,EpRewMean,TimestepsSoFar,surrgain,meankl,entloss,TimeElapsed,ev_tdlam_before,EpisodesSoFar,EpLenMean
4.485236,921.2866535310368,0.037294693,1,643.2665,855486,0.037294693,0.009063214,0.0,1200.4876091480255,-5.2094459533691406e-05,420,941.725
4.469793,921.4098960246849,0.04461045,1,643.2167,858486,0.04461045,0.0095615415,0.0,1204.9000663757324,-0.0021219253540039062,421,941.725
4.4707575,921.5043170561063,0.030072298,1,643.1579,861486,0.030072298,0.009368496,0.0,1209.2620615959167,-0.004092216491699219,422,941.725
4.465664,921.6218816927961,0.03152021,1,643.146,864486,0.03152021,0.012367789,0.0,1213.6143746376038,-4.76837158203125e-06,423,941.725
4.4845576,921.3183677015426,0.029405626,1,643.036,867486,0.029405626,0.009839681,0.0,1218.0154807567596,-0.0016944408416748047,424,941.725
4.4843073,921.4031367131745,0.04117766,1,642.6826,870486,0.04117766,0.009141149,0.0,1222.3327822685242,-1.7881393432617188e-06,425,941.725
4.4826455,897.694159517953,0.043328363,2,626.68396,873723,0.043328363,0.008195279,0.0,1226.6776881217957,0.5191464424133301,427,918.7
4.4723506,909.9029711187541,0.042329766,1,634.43933,876723,0.042329766,0.007927438,0.0,1231.0639352798462,-0.01826310157775879,428,930.5
4.451789,909.2326241037223,0.040246293,1,634.0143,879723,0.040246293,0.010088413,0.0,1235.407306432724,-0.00034439563751220703,429,930.5
4.4340825,909.6341161525401,0.044148073,1,634.49023,882723,0.044148073,0.008573947,0.0,1239.7472167015076,-0.045432329177856445,430,930.5
4.4521704,909.5235667358877,0.04142168,1,634.71954,885723,0.04142168,0.008638907,0.0,1244.1308131217957,-9.620189666748047e-05,431,930.5
4.4486485,909.5072279098949,0.03953652,1,634.917,888723,0.03953652,0.010289228,0.0,1248.49613904953,-3.337860107421875e-06,432,930.5
4.4595065,909.7914669234618,0.05605684,1,634.89246,891723,0.05605684,0.009679303,0.0,1252.8566637039185,-0.11451280117034912,433,930.5
4.476197,910.4065628794353,0.03859499,1,634.7233,894723,0.03859499,0.008931199,0.0,1257.1873757839203,-1.0609626770019531e-05,434,930.5
4.467063,910.3549949802049,0.051951088,1,634.4844,897723,0.051951088,0.009252477,0.0,1261.5916619300842,-0.0005822181701660156,435,930.5
4.4785714,910.6193489471498,0.041472048,1,634.5555,900723,0.041472048,0.008291377,0.0,1265.9580986499786,-0.0004080533981323242,436,930.5
4.476929,911.0293315345021,0.03924172,1,634.7926,903723,0.03924172,0.008119413,0.0,1270.3952214717865,-0.04062533378601074,437,930.5
4.4677467,910.9226120831033,0.02906033,1,634.8788,906723,0.02906033,0.008746135,0.0,1274.7371335029602,-0.0018661022186279297,438,930.5
4.488958,911.0575122281709,0.03928294,1,634.99994,909723,0.03928294,0.009447074,0.0,1279.1017801761627,-0.007986664772033691,439,930.5
4.475164,910.8373170909193,0.039890714,1,634.7994,912723,0.039890714,0.009223988,0.0,1283.4089984893799,-0.01715874671936035,440,930.5
4.450987,910.6427629190184,0.043833975,1,634.70996,915723,0.043833975,0.010356111,0.0,1287.8631625175476,3.534555435180664e-05,441,930.5
