optimgain,TimestepsSoFar,surrgain,entropy,EpThisIter,TimeElapsed,EpLenMean,EpRewMean,EpTrueRewMean,entloss,EpisodesSoFar,ev_tdlam_before,meankl
0.063647136,3060,0.063647136,8.502886,43,7.182639837265015,24.15,26.172497,0.5128787953424201,0.0,43,0.32490426301956177,0.0074937763
0.05816094,6123,0.05816094,8.460453,30,12.849285364151001,31.1,33.397457,2.0867923851838226,0.0,73,0.5155827105045319,0.006894322
0.059099283,9327,0.059099283,8.434625,21,18.030407428741455,41.5,41.232475,7.490558106954316,0.0,94,0.510117769241333,0.006357271
0.061214454,12573,0.061214454,8.4217415,17,23.18960189819336,54.975,52.311382,9.446384648324969,0.0,111,0.71503084897995,0.0071748067
0.060307514,15846,0.060307514,8.445632,12,28.355594873428345,69.475,64.55586,11.605547047383268,0.0,123,0.8033050447702408,0.0067523047
0.06438461,18573,0.06438461,8.463261,9,33.15099740028381,79.075,71.97618,10.913161351692816,0.0,132,0.8204041123390198,0.006239444
0.055817187,21564,0.055817187,8.434015,5,37.90462923049927,95.15,85.932144,24.428407036255436,0.0,137,0.8636349439620972,0.0060079414
0.061714657,24798,0.061714657,8.396928,6,42.65359425544739,114.925,101.11205,33.66856917299569,0.0,143,0.8494400382041931,0.006907298
0.057781473,28113,0.057781473,8.31816,7,47.414788007736206,131.35,115.944435,61.97297974375657,0.0,150,0.8945832848548889,0.00671979
0.062662885,31299,0.062662885,8.350845,5,51.99262452125549,144.85,127.72727,85.77671302607611,0.0,155,0.8838692158460617,0.005932345
0.06296369,34689,0.06296369,8.358687,7,56.45804953575134,158.575,140.53748,125.02480215287092,0.0,162,0.9111428260803223,0.006734336
0.05734804,38421,0.05734804,8.325395,5,60.81579113006592,177.95,154.43925,149.31660968804346,0.0,167,0.863027811050415,0.0063163205
0.06319331,41520,0.06319331,8.335191,6,65.2522304058075,187.675,162.06804,183.8299693510823,0.0,173,0.9197915643453598,0.0070479163
0.056011394,45111,0.056011394,8.320603,4,69.63332271575928,196.225,164.01352,195.81713498854117,0.0,177,0.8550051301717758,0.0062462483
0.0539359,48144,0.0539359,8.276977,5,73.96369051933289,200.8,165.47383,214.38685973238526,0.0,182,0.9069332703948021,0.0067432504
0.06479442,51357,0.06479442,8.265499,6,78.35714197158813,202.5,161.17862,218.5216878548978,0.0,188,0.9339670464396477,0.0059918985
0.06391385,55278,0.06391385,8.233994,6,82.73234581947327,203.85,158.55354,237.8889279526532,0.0,194,0.9469626806676388,0.0061311536
0.061368838,56247,0.061368838,8.270401,2,87.2105062007904,202.925,156.60901,237.86835797066897,0.0,196,0.7694348096847534,0.0062396824
0.0745406,59616,0.0745406,8.272094,5,91.78136968612671,210.075,158.41408,248.3240183657246,0.0,201,0.8831015080213547,0.0058554383
0.061959524,62490,0.061959524,8.263546,4,96.21203112602234,212.5,156.03809,251.8960211635099,0.0,205,0.9349433854222298,0.005916648
0.07365075,65229,0.07365075,8.246292,4,100.66538071632385,214.3,156.1768,264.78472896828123,0.0,209,0.9454156346619129,0.005959144
0.062591106,68577,0.062591106,8.200793,4,105.14094018936157,225.475,161.15915,282.7200769715644,0.0,213,0.9762698169797659,0.0067521725
0.056238133,70605,0.056238133,8.240789,3,109.56462812423706,220.975,153.94398,275.6165778469822,0.0,216,0.9149584919214249,0.0065455935
0.06908203,73344,0.06908203,8.1777315,4,114.06066632270813,221.125,151.2723,279.8793229112713,0.0,220,0.9285974502563477,0.006896456
0.08584155,76416,0.08584155,8.185548,4,118.4271948337555,227.7,157.25423,307.3115868084498,0.0,224,0.9630497433245182,0.007166988
0.06314494,79134,0.06314494,8.184741,3,122.81626868247986,236.125,160.75662,315.46303342885426,0.0,227,0.933158740401268,0.006498452
0.068163395,82119,0.068163395,8.17462,4,127.17198991775513,238.15,159.62442,322.07685684484613,0.0,231,0.9558351077139378,0.00742749
0.0973489,85239,0.0973489,8.205204,4,131.552250623703,244.125,162.11362,335.1623850720633,0.0,235,0.9286144226789474,0.0057896525
0.06561627,88815,0.06561627,8.2331505,5,135.9052610397339,248.425,159.48137,335.71212838728707,0.0,240,0.9392026364803314,0.0065122666
0.056411017,92490,0.056411017,8.284013,5,140.3015854358673,250.0,157.31815,342.23947022784233,0.0,245,0.9423741139471531,0.0061578313
0.067807615,97101,0.067807615,8.247502,4,144.81646275520325,265.6,159.65952,348.888049773496,0.0,249,0.9670363217592239,0.0067650313
0.08345298,100533,0.08345298,8.253783,3,149.54838919639587,270.375,159.88481,354.9204482252461,0.0,252,0.978743763640523,0.0064492705
0.07989798,103812,0.07989798,8.254151,2,154.0823621749878,288.775,168.55437,378.7793114424207,0.0,254,0.9484444744884968,0.006487222
0.061661854,106950,0.061661854,8.236251,4,158.4794819355011,293.0,168.64905,384.39362535190133,0.0,258,0.928170695900917,0.007554579
0.07260123,109680,0.07260123,8.257372,3,162.9126238822937,296.625,167.18527,388.5824028176719,0.0,261,0.9727375693619251,0.0063667567
0.10175681,112566,0.10175681,8.240602,4,167.2844636440277,289.475,163.32747,390.1580631090132,0.0,265,0.9569503627717495,0.0066941427
0.082592376,116472,0.082592376,8.251898,3,171.68723726272583,303.375,166.976,404.61034768746947,0.0,268,0.9494434595108032,0.0061837193
0.077644944,119979,0.077644944,8.247025,3,176.10868978500366,315.5,169.3407,411.73179372913967,0.0,271,0.8792862594127655,0.0062805023
0.08135169,123318,0.08135169,8.231827,3,180.54060435295105,322.925,172.12788,426.60661597008345,0.0,274,0.9382195547223091,0.0056830933
0.08513812,127269,0.08513812,8.224054,3,184.91526699066162,340.625,178.65762,446.82110833512826,0.0,277,0.9490415155887604,0.0060921786
0.07521061,129513,0.07521061,8.20735,3,189.35456228256226,339.15,177.85686,453.77881148751305,0.0,280,0.8367131054401398,0.006339238
0.09423857,132822,0.09423857,8.198653,3,193.79567694664001,350.15,180.98982,465.0369560326284,0.0,283,0.9113520532846451,0.0072108195
0.103084184,135615,0.103084184,8.201479,2,198.20440363883972,359.375,186.36118,489.25368251124655,0.0,285,0.962108239531517,0.0060167904
0.07737854,139731,0.07737854,8.186398,4,202.60245990753174,355.25,182.5042,491.97052266503107,0.0,289,0.9141218513250351,0.006286449
0.08604123,144072,0.08604123,8.188889,2,207.0059313774109,374.075,190.29062,524.285610709688,0.0,291,0.7298051118850708,0.00605365
0.08285378,146793,0.08285378,8.195734,2,211.4240140914917,366.825,188.14035,533.0284003065775,0.0,293,0.7156776785850525,0.0064297253
0.07660864,151014,0.07660864,8.173936,2,215.85156154632568,385.375,192.66867,546.6045657842728,0.0,295,0.8470255732536316,0.0075376513
0.10012664,152967,0.10012664,8.170944,2,220.2680847644806,392.9,197.79703,568.3581401183862,0.0,297,0.7322925329208374,0.006876624
0.08679741,156897,0.08679741,8.158436,3,224.67277336120605,405.625,203.35419,594.5223135736517,0.0,300,0.8700466156005859,0.0065544797
0.09643455,159777,0.09643455,8.151657,2,229.08394837379456,409.925,205.45255,607.5029591295727,0.0,302,0.8418178856372833,0.0065360097
0.089673385,162633,0.089673385,8.149169,2,233.4986937046051,422.2,208.59233,620.1323633647482,0.0,304,0.8435791879892349,0.0067494106
0.07257668,167115,0.07257668,8.135328,2,237.92240500450134,439.725,216.69885,650.5270849586456,0.0,306,0.46912699937820435,0.006357941
0.069830224,170115,0.069830224,8.123643,1,242.33603525161743,454.925,222.03825,671.3903455997249,0.0,307,0.4783586263656616,0.0068978677
0.10372579,174555,0.10372579,8.111588,2,246.70942187309265,472.5,231.54922,715.4283770149335,0.0,309,0.7552424967288971,0.0067523234
0.13241725,177411,0.13241725,8.099808,1,251.14150500297546,492.575,243.90994,765.195840312204,0.0,310,0.7925835698843002,0.0066995188
0.09151949,182706,0.09151949,8.087829,2,255.52660584449768,513.525,253.18619,807.3541272173245,0.0,312,0.5811404585838318,0.0054927496
0.09079366,185745,0.09079366,8.05144,2,259.9249596595764,520.225,254.80429,823.1645047690963,0.0,314,0.8925725445151329,0.007212473
0.15064844,187254,0.15064844,8.034802,1,264.34886503219604,518.625,254.18729,827.0453504236381,0.0,315,0.6513402163982391,0.0062893704
0.11006898,190254,0.11006898,8.01439,1,268.7590091228485,535.975,262.75186,865.9219549110779,0.0,316,-0.30823183059692383,0.006807299
0.08652496,192561,0.08652496,8.012572,2,273.150710105896,536.15,260.95648,864.2302731335142,0.0,318,0.7002124488353729,0.0066732047
0.09947806,194898,0.09947806,8.014539,1,277.50690484046936,548.925,267.89615,892.3595303684208,0.0,319,0.8099128752946854,0.0067643756
0.09696826,197718,0.09696826,8.01215,2,281.8730971813202,561.225,277.25275,932.8210093421822,0.0,321,0.8072482645511627,0.00653996
0.09653792,200283,0.09653792,7.9927826,1,286.28582191467285,574.8,289.05283,970.417423684273,0.0,322,0.4952227473258972,0.0070568854
0.11086416,204540,0.11086416,7.969863,2,290.7943432331085,589.0,299.3231,1005.1533664728471,0.0,324,0.8140701204538345,0.006498415
0.07398096,207789,0.07398096,7.9730988,2,295.2032153606415,589.35,300.79672,1021.3059523183267,0.0,326,0.7267045676708221,0.007941207
0.095349655,210861,0.095349655,7.9649057,2,299.601469039917,599.075,309.7504,1062.1906845880328,0.0,328,0.9080159366130829,0.0067192977
0.09110429,213873,0.09110429,7.9687495,2,303.95586133003235,600.225,314.7128,1087.9178352332362,0.0,330,0.7779287248849869,0.0070327134
