# {"t_start": 1555481189.2850616, "env_id": "CartPole-v0"} 
r,l,t
11.0,11,10.36742
41.0,41,10.695189
30.0,30,10.82781
24.0,24,10.942833
17.0,17,11.05029
23.0,23,11.213094
22.0,22,11.37216
15.0,15,11.47143
32.0,32,11.776502
14.0,14,11.845762
17.0,17,11.952904
12.0,12,12.02423
12.0,12,12.075423
15.0,15,12.141781
37.0,37,12.305774
32.0,32,12.474488
15.0,15,12.558119
33.0,33,12.700053
23.0,23,12.803749
15.0,15,12.88283
25.0,25,12.993457
18.0,18,13.077382
18.0,18,13.17474
27.0,27,13.307324
17.0,17,13.396087
18.0,18,13.482454
25.0,25,13.598865
17.0,17,13.656737
18.0,18,13.720233
29.0,29,13.807543
21.0,21,13.895859
19.0,19,13.964954
27.0,27,14.044175
49.0,49,14.23377
46.0,46,14.402612
15.0,15,14.47114
40.0,40,14.69057
21.0,21,14.770192
9.0,9,14.798522
24.0,24,14.903031
49.0,49,15.050509
24.0,24,15.123344
25.0,25,15.240901
22.0,22,17.809186
19.0,19,17.931163
23.0,23,18.06253
20.0,20,18.174252
35.0,35,18.311985
33.0,33,18.415494
39.0,39,18.55871
15.0,15,18.600847
46.0,46,18.844688
34.0,34,18.959196
18.0,18,19.009517
23.0,23,19.098699
44.0,44,19.323755
17.0,17,19.394613
16.0,16,19.459648
28.0,28,19.548189
19.0,19,19.609579
35.0,35,19.792071
62.0,62,20.132121
27.0,27,20.243769
28.0,28,20.366831
43.0,43,20.594125
56.0,56,20.963015
28.0,28,21.085726
48.0,48,21.329484
33.0,33,21.462403
17.0,17,21.53714
43.0,43,21.721365
36.0,36,21.898812
15.0,15,21.973675
31.0,31,22.12018
9.0,9,22.160027
28.0,28,22.269165
39.0,39,22.859537
19.0,19,22.958326
22.0,22,23.094564
9.0,9,23.134135
59.0,59,23.462247
21.0,21,23.610477
58.0,58,23.953857
58.0,58,24.256263
22.0,22,24.365603
37.0,37,24.538682
96.0,96,24.97618
27.0,27,25.105848
49.0,49,25.335917
71.0,71,25.698409
56.0,56,26.008347
39.0,39,26.179155
19.0,19,26.263262
55.0,55,26.531573
15.0,15,26.6098
44.0,44,26.796444
26.0,26,26.918084
46.0,46,27.057888
35.0,35,27.160125
26.0,26,27.247037
85.0,85,27.50188
77.0,77,28.318455
134.0,134,28.862066
50.0,50,28.998884
52.0,52,29.176094
40.0,40,29.313478
54.0,54,29.452912
47.0,47,29.568479
56.0,56,29.737985
23.0,23,29.796425
38.0,38,29.969472
42.0,42,30.166388
35.0,35,30.325917
27.0,27,30.486376
71.0,71,30.871444
66.0,66,31.095419
46.0,46,31.263649
21.0,21,31.324696
19.0,19,31.401059
51.0,51,31.592084
75.0,75,31.931347
24.0,24,32.04774
153.0,153,33.016261
77.0,77,33.36917
42.0,42,33.582459
134.0,134,34.255263
51.0,51,34.486923
87.0,87,34.794173
108.0,108,35.299117
94.0,94,35.740765
24.0,24,35.839187
55.0,55,36.03863
48.0,48,36.264421
24.0,24,36.374778
34.0,34,36.520957
89.0,89,36.928246
