entloss,optimgain,EpTrueRewMean,meankl,TimestepsSoFar,EpRewMean,ev_tdlam_before,surrgain,EpThisIter,EpisodesSoFar,TimeElapsed,EpLenMean,entropy
0.0,0.020648316,193.5,0.007979628,853909,115.39473,0.8876199498772621,0.020648316,6,4471,4172.564403772354,193.5,0.5299397
0.0,0.013500871,193.4,0.006482442,854905,117.13786,0.920693464577198,0.013500871,5,4476,4177.944446325302,193.4,0.53872234
0.0,0.014812398,193.4,0.0073990766,855905,118.923096,0.8998225554823875,0.014812398,5,4481,4182.557351350784,193.4,0.56178313
0.0,0.015964687,193.675,0.007977825,856905,124.89309,0.8633071184158325,0.015964687,5,4486,4187.9384162425995,193.675,0.5380556
0.0,0.011815903,194.025,0.0060878117,858105,132.24971,0.8085650503635406,0.011815903,6,4492,4193.061022520065,194.025,0.5700448
0.0,0.012704976,194.075,0.008568272,859105,138.95044,0.7911109775304794,0.012704976,5,4497,4198.61443567276,194.075,0.5286774
0.0,0.008072345,194.15,0.009011013,860105,147.21062,0.5901826620101929,0.008072345,5,4502,4203.818571090698,194.15,0.51477015
0.0,0.013114023,197.525,0.007478313,861105,156.40604,0.6188260614871979,0.013114023,5,4507,4208.725870370865,197.525,0.5237036
0.0,0.0083697215,199.9,0.008267769,862105,160.67102,0.6736244857311249,0.0083697215,5,4512,4213.873713254929,199.9,0.49138704
0.0,0.0068815034,200.0,0.007247963,863105,162.21954,0.34798961877822876,0.0068815034,5,4517,4219.254577875137,200.0,0.53028345
0.0,0.0065054046,200.0,0.0075150607,864105,161.08365,0.7336273789405823,0.0065054046,5,4522,4224.0889530181885,200.0,0.536048
0.0,0.009451299,200.0,0.0071089948,865105,155.62881,0.4524523615837097,0.009451299,5,4527,4229.529234886169,200.0,0.50602424
0.0,0.011246088,200.0,0.0042822,866105,146.42435,-0.196058988571167,0.011246088,5,4532,4234.1228539943695,200.0,0.51421857
0.0,0.005032011,200.0,0.0047245524,867305,133.51103,-0.01812589168548584,0.005032011,6,4538,4239.044650316238,200.0,0.51471233
0.0,0.003946524,200.0,0.0051039075,868305,120.73257,-0.3760155439376831,0.003946524,5,4543,4243.099079608917,200.0,0.48138916
0.0,0.0073547894,200.0,0.0063449764,869305,106.316246,0.01514202356338501,0.0073547894,5,4548,4248.5396847724915,200.0,0.54845375
0.0,0.007843204,200.0,0.004286717,870305,94.99325,-0.10215401649475098,0.007843204,5,4553,4254.06166100502,200.0,0.5419694
0.0,0.020973317,200.0,0.008108832,871305,88.3988,0.2472556233406067,0.020973317,5,4558,4259.492025852203,200.0,0.52456635
0.0,0.0088564,200.0,0.0070063225,872305,86.089554,0.18710172176361084,0.0088564,5,4563,4264.492924690247,200.0,0.5137881
0.0,0.009613523,200.0,0.0072015133,873305,83.96909,0.2251153588294983,0.009613523,5,4568,4269.408136367798,200.0,0.55190647
0.0,0.015957084,198.95,0.0076927636,874463,88.79399,0.5898697376251221,0.015957084,6,4574,4274.503367185593,198.95,0.5269502
0.0,0.012921102,196.0,0.0069625666,875345,90.45699,-0.000752568244934082,0.012921102,5,4579,4279.875488758087,196.0,0.5098527
0.0,0.010621422,193.25,0.006672114,876435,102.75757,0.2633802890777588,0.010621422,6,4585,4285.228860378265,193.25,0.53196645
0.0,0.012204668,193.25,0.007218181,877435,120.05636,0.38176852464675903,0.012204668,5,4590,4290.852958917618,193.25,0.57165956
0.0,0.005630336,193.075,0.005790889,878428,136.63206,0.6701719462871552,0.005630336,5,4595,4295.991204023361,193.075,0.53396666
0.0,0.008924088,191.05,0.0068177558,879547,152.43333,0.8169026076793671,0.008924088,6,4601,4301.160579919815,191.05,0.5316
0.0,0.01399762,188.15,0.0084513305,880631,169.26627,0.8410909920930862,0.01399762,6,4607,4306.464182853699,188.15,0.5427557
0.0,0.010231743,187.0,0.00780618,881585,176.74582,0.917094886302948,0.010231743,5,4612,4311.5284242630005,187.0,0.5739745
0.0,0.010480426,186.5,0.005779827,882605,186.17928,0.9127928018569946,0.010480426,6,4618,4316.759853839874,186.5,0.5256176
0.0,0.012538459,181.75,0.0069072107,883615,180.24913,0.9644589237868786,0.012538459,6,4624,4321.630615949631,181.75,0.50673974
0.0,0.012925582,183.25,0.008288516,884565,173.92262,0.9626587741076946,0.012925582,5,4629,4327.180754899979,183.25,0.53638154
0.0,0.008687744,182.8,0.0065747714,885740,161.77356,0.9789838213473558,0.008687744,6,4635,4332.297875881195,182.8,0.52566016
0.0,0.0073546646,183.0,0.006319496,886667,150.7948,0.9228906482458115,0.0073546646,5,4640,4337.820952177048,183.0,0.51274264
0.0,0.005465409,185.9,0.0055407872,887667,140.2945,0.9625052846968174,0.005465409,5,4645,4343.23272228241,185.9,0.54595333
0.0,0.019348443,186.4,0.008686069,888662,129.22957,0.9663300327956676,0.019348443,5,4650,4347.705815792084,186.4,0.54254675
0.0,0.012157625,188.275,0.008294627,889662,123.57926,0.9508835151791573,0.012157625,5,4655,4352.4395434856415,188.275,0.5537112
0.0,0.0066128485,193.45,0.0064117284,890862,123.71574,0.9355190098285675,0.0066128485,6,4661,4357.346079826355,193.45,0.5311422
