surrgain,entropy,EpisodesSoFar,entloss,ev_tdlam_before,EpThisIter,TimeElapsed,EpTrueRewMean,TimestepsSoFar,optimgain,EpRewMean,meankl,EpLenMean
0.06389317,3.1753106,526,0.0,0.9721385743469,2,3053.601903438568,962.1256659612721,367764,0.06389317,72.73317,0.008558461,296.3
0.0573036,3.2198348,528,0.0,0.769557774066925,2,3078.520906686783,1022.4766591465246,371967,0.0573036,76.73602,0.009526981,314.85
0.04229793,3.173569,530,0.0,0.2497209906578064,2,3102.88903093338,1064.2938892118761,375579,0.04229793,79.973465,0.009038148,326.375
0.059110116,3.142731,533,0.0,0.973034730181098,3,3128.2708139419556,1116.001759518015,379692,0.059110116,83.98767,0.009929581,341.55
0.078398496,3.1175728,536,0.0,0.9338618814945221,3,3153.0151822566986,1115.4655924245017,382311,0.078398496,84.08925,0.011037548,341.325
0.06479069,3.115406,538,0.0,0.9620838202536106,2,3178.279420375824,1140.6868078888147,385356,0.06479069,86.479576,0.009378451,348.1
0.066150025,3.1747382,541,0.0,0.9742546156048775,3,3202.652561903,1202.35447229814,389292,0.066150025,91.035034,0.008825343,365.725
0.06777526,3.1252363,545,0.0,0.971144599840045,4,3228.6052968502045,1198.3104661174013,392634,0.06777526,91.40326,0.008937717,363.65
0.054956257,3.119179,547,0.0,0.9502305723726749,2,3253.3106718063354,1218.7373532847637,394674,0.054956257,92.88029,0.008817397,369.2
0.05758894,3.0953512,551,0.0,0.9788067620247602,4,3277.883785009384,1209.2926995427686,398148,0.05758894,91.96389,0.009335302,365.7
0.060675297,2.994493,554,0.0,0.9686596356332302,3,3302.4921605587006,1193.7369210242184,401067,0.060675297,90.802155,0.010702994,360.675
0.039718643,3.070974,555,0.0,0.12563657760620117,1,3328.2803299427032,1252.574352108887,404067,0.039718643,95.1005,0.009267063,378.45
0.057653904,3.0905344,558,0.0,0.5903027355670929,3,3352.501403093338,1337.2646905176564,409056,0.057653904,101.66889,0.009287435,403.425
0.0610905,3.0548003,560,0.0,0.9560947380959988,2,3377.78027176857,1377.0395645524386,411819,0.0610905,104.54734,0.008953139,414.3
0.05319904,3.0918727,563,0.0,0.948757991194725,3,3402.66295170784,1439.581160954275,416493,0.05319904,109.6573,0.009047156,430.9
0.06479314,3.0317228,565,0.0,0.9750984031707048,2,3428.4888610839844,1475.1526559424556,420057,0.06479314,112.38719,0.0095964875,441.425
0.061045513,2.9963722,566,0.0,0.9763854201883078,1,3453.145073890686,1493.2201451624885,421398,0.061045513,113.9708,0.009238433,446.95
0.04463361,2.9499464,568,0.0,0.6935181617736816,2,3478.5513911247253,1486.5533070881656,425175,0.04463361,114.75942,0.009347748,443.4
0.05838017,2.8813798,571,0.0,0.7793672382831573,3,3503.21941280365,1393.9111306238997,427680,0.05838017,107.650894,0.009056981,416.6
0.05764036,2.8282664,574,0.0,0.9831462241709232,3,3528.497227668762,1413.1570358887543,430914,0.05764036,109.363846,0.010564185,421.275
0.065850586,2.7938461,576,0.0,0.9779448304325342,2,3553.510177373886,1418.6510801726047,432984,0.065850586,109.52315,0.009916203,422.275
0.074172996,2.757174,579,0.0,0.9709453880786896,3,3577.717544078827,1387.2055927311562,436644,0.074172996,107.28176,0.010121854,413.475
0.04717666,2.711363,581,0.0,0.47023576498031616,2,3603.3573536872864,1434.8542872687144,440616,0.04717666,110.37764,0.009475138,427.7
0.056119356,2.7200508,583,0.0,0.9710047971457243,2,3628.173772096634,1464.0628278904885,442917,0.056119356,111.98088,0.009469246,436.0
0.046557,2.7107427,584,0.0,-0.19539153575897217,1,3653.8947508335114,1502.66690106243,445917,0.046557,114.358055,0.00979189,448.7
0.037904043,2.696802,586,0.0,0.6914831697940826,2,3678.0464327335358,1554.8315270226296,449571,0.037904043,117.409424,0.009911455,464.675
0.037418664,2.707502,587,0.0,0.06661415100097656,1,3703.733281135559,1612.9657668129603,452571,0.037418664,120.71504,0.010230141,482.475
0.062082324,2.6865256,588,0.0,0.941869705915451,1,3728.5319488048553,1642.856695791718,454923,0.062082324,122.60028,0.009803185,491.1
0.06435399,2.702116,589,0.0,0.9613304026424885,1,3753.8296644687653,1676.999605520119,456678,0.06435399,124.901344,0.009614684,500.85
0.06172861,2.6585913,591,0.0,0.760471522808075,2,3778.6907608509064,1767.4755669850797,461466,0.06172861,131.07584,0.010360025,527.65
0.05412918,2.603449,593,0.0,0.9694972690194845,2,3804.019413948059,1796.0401604518115,464736,0.05412918,133.7789,0.011092281,535.15
0.060476936,2.5981703,596,0.0,0.9552294574677944,3,3828.72980761528,1701.5551459179399,467817,0.060476936,127.332924,0.01027926,506.25
0.063099034,2.5990381,598,0.0,0.9723091628402472,2,3854.1803863048553,1748.0208153168987,471267,0.063099034,131.13635,0.011131784,518.425
0.060858313,2.56551,601,0.0,0.9858448328450322,3,3878.628841638565,1734.3677198094235,475359,0.060858313,129.85664,0.010625056,514.35
0.05226027,2.531147,603,0.0,0.9827128350734711,2,3904.0977280139923,1729.468025884864,478065,0.05226027,128.93246,0.009945973,513.1
0.06275172,2.5242987,605,0.0,0.9339756891131401,2,3928.6566252708435,1665.6057052630574,479415,0.06275172,123.89189,0.009386537,494.65
0.05691286,2.5386798,608,0.0,0.9454859420657158,3,3954.321840286255,1671.917078984101,484707,0.05691286,122.40366,0.009106268,496.1
