meankl,entropy,surrgain,EpisodesSoFar,EpLenMean,ev_tdlam_before,optimgain,EpTrueRewMean,TimestepsSoFar,TimeElapsed,entloss,EpRewMean,EpThisIter
0.007644546,8.490424,0.058170646,47,20.175,0.4651538133621216,0.058170646,-0.27663839235919346,998,6.138483285903931,0.0,15.191126,47
0.007861322,8.468916,0.06845206,80,28.975,0.5801005661487579,0.06845206,1.8225389185294467,2028,10.67496919631958,0.0,19.88406,33
0.006772876,8.366578,0.061367817,99,42.625,0.6015799641609192,0.061367817,1.080486647536119,3082,14.949153661727905,0.0,30.189001,19
0.006671245,8.310668,0.061145425,111,59.125,0.657407820224762,0.061145425,3.7766419488022045,4106,19.175520181655884,0.0,42.152157,12
0.0065858075,8.290272,0.062402785,123,74.2,0.8051440566778183,0.062402785,1.2503782494167148,5197,23.455362796783447,0.0,53.345985,12
0.0060726693,8.266191,0.060132585,130,86.525,0.8713788837194443,0.060132585,-0.4628015158548152,6068,27.674059867858887,0.0,62.61863,7
0.0071358425,8.200262,0.063243106,139,101.475,0.9163026660680771,0.063243106,3.1245814932669047,7141,31.94762921333313,0.0,73.01845,9
0.006569041,8.136796,0.06443445,146,112.6,0.9170978590846062,0.06443445,7.155130445999214,8159,36.662553548812866,0.0,81.12607,7
0.006952184,8.0933275,0.06209901,152,122.35,0.9208788201212883,0.06209901,7.271951938709047,9092,40.912397146224976,0.0,88.52805,6
0.006533304,8.105772,0.059413612,159,131.425,0.9207293316721916,0.059413612,17.037535203148416,10097,45.142181634902954,0.0,95.346115,7
0.00660343,8.0857525,0.057431053,165,141.625,0.9198468700051308,0.057431053,34.340418792501154,11132,49.41101813316345,0.0,103.48106,6
0.0070460383,8.043873,0.058404483,172,148.2,0.9323251023888588,0.058404483,54.81791247961094,12189,53.71156287193298,0.0,109.359116,7
0.0072250795,8.046452,0.057353534,177,154.9,0.9214014932513237,0.057353534,66.4389002848344,13103,57.98400020599365,0.0,114.653015,5
0.00690434,8.043777,0.066361204,181,170.275,0.9236235171556473,0.066361204,85.35650414009487,14208,62.22606635093689,0.0,126.60805,4
0.0061233975,7.9756937,0.057355385,186,174.575,0.9107479602098465,0.057355385,95.81931860676714,15142,66.5152051448822,0.0,130.25499,5
0.0068779774,7.9948235,0.06494775,188,191.325,0.9095828235149384,0.06494775,108.22597255207943,16135,70.78862881660461,0.0,143.01749,2
0.006640152,7.9885106,0.059044927,193,196.6,0.8989309817552567,0.059044927,130.86042764020763,17089,75.07638907432556,0.0,148.05054,5
0.0066581266,8.006896,0.058570974,196,207.7,0.916715107858181,0.058570974,148.26164573243642,17977,79.3580253124237,0.0,157.68808,3
0.007408425,7.976391,0.06100484,199,231.05,0.9194308370351791,0.06100484,172.05607660945043,19339,83.65200591087341,0.0,174.81601,3
0.0074820854,7.95387,0.0619567,202,242.7,0.9104405716061592,0.0619567,181.74406282171356,20385,87.93321871757507,0.0,181.73087,3
0.0077211987,7.9453115,0.062724605,205,257.1,0.9035240858793259,0.062724605,205.62551496537108,21416,92.22850060462952,0.0,192.18721,3
0.0068752836,7.9066286,0.06362858,210,274.775,0.9632713235914707,0.06362858,231.59634379308872,22898,96.51276564598083,0.0,203.2391,5
0.0067457724,7.917484,0.06465926,214,288.275,0.8423771113157272,0.06465926,246.50534906316588,24204,100.77594876289368,0.0,210.68076,4
0.0064626816,7.8760996,0.06120836,216,309.925,0.9597246423363686,0.06120836,275.27317346590655,25373,105.02188086509705,0.0,224.70683,2
0.007791357,7.8748927,0.07720939,217,320.1,0.9579537622630596,0.07720939,275.5854776155784,25907,109.26325702667236,0.0,229.28165,1
0.006767744,7.8754263,0.05373811,218,339.4,0.40546560287475586,0.05373811,291.8010709568355,26907,113.45825147628784,0.0,239.56636,1
0.008004562,7.8710976,0.06285036,220,357.65,0.7370051741600037,0.06285036,308.35156842520087,28306,117.69820642471313,0.0,245.07796,2
0.007095523,7.8465695,0.06469359,221,376.475,0.974069956690073,0.06469359,329.52153684030225,29267,121.88360643386841,0.0,254.80298,1
0.007904813,7.825924,0.07994997,222,382.325,0.9579535387456417,0.07994997,341.93062187094745,29676,126.10783171653748,0.0,258.34076,1
0.007132934,7.838192,0.08057584,224,394.875,0.9725937750190496,0.08057584,362.32621216803034,30498,130.34219408035278,0.0,265.25153,2
0.006873753,7.8587766,0.070811205,225,398.625,0.656355232000351,0.070811205,368.1835748511522,30770,134.5819056034088,0.0,267.31802,1
0.0070307637,7.864503,0.07398664,227,421.45,0.9685410410165787,0.07398664,400.0784669658947,32117,138.81372904777527,0.0,277.83276,2
0.007391855,7.8217015,0.078948125,230,421.875,0.9427903555333614,0.078948125,418.7092198698564,33368,143.06512117385864,0.0,272.71146,3
0.0074201445,7.79219,0.05698912,231,443.225,0.38988327980041504,0.05698912,431.74462640087415,34368,147.2982940673828,0.0,280.4444,1
0.0070921667,7.7809567,0.05074584,232,465.775,0.1818389892578125,0.05074584,447.78316487154814,35368,151.57976913452148,0.0,288.89908,1
0.0065390766,7.784423,0.11584604,233,481.425,0.8102840632200241,0.11584604,470.6395889412186,36346,155.8680784702301,0.0,294.80475,1
0.0063614035,7.767822,0.04974351,234,500.15,0.11795485019683838,0.04974351,480.5173977368528,37346,160.16388773918152,0.0,298.74594,1
0.0066446853,7.734376,0.0891266,237,486.55,0.9431721083819866,0.0891266,487.9491540380488,38259,164.47171831130981,0.0,286.4466,3
0.0065431576,7.734177,0.09021315,239,493.35,0.9562942087650299,0.09021315,500.8110440640811,39073,168.78112244606018,0.0,287.84,2
0.0066674976,7.7442594,0.1151793,241,519.5,0.859871432185173,0.1151793,527.1961363282819,40648,173.0855119228363,0.0,295.59076,2
0.0065138172,7.7369986,0.06593816,244,519.775,0.9210860878229141,0.06593816,529.6045355106718,42072,177.41203808784485,0.0,287.12848,3
0.006505446,7.726672,0.086391106,245,525.6,0.9172102957963943,0.086391106,537.2907937721106,42440,181.7084515094757,0.0,290.29092,1
0.007214721,7.7159386,0.08356883,250,517.825,0.9236312657594681,0.08356883,539.7432303564632,43611,186.0396227836609,0.0,283.41394,5
0.0072895824,7.7081785,0.079918474,251,514.65,0.8674657344818115,0.079918474,547.5508062713832,44232,190.35595273971558,0.0,279.79282,1
0.0070392787,7.697387,0.084295504,254,522.75,0.9218186512589455,0.084295504,565.3964728629877,45114,194.63455629348755,0.0,283.3793,3
0.007394985,7.710034,0.10140566,256,512.725,0.87973453104496,0.10140566,556.4988819795876,45882,198.89356660842896,0.0,275.57068,2
0.0074751913,7.6939664,0.06692451,257,511.375,0.9019769132137299,0.06692451,553.4120229912219,46362,203.19495725631714,0.0,271.12622,1
0.0070784534,7.684582,0.0754585,262,444.35,0.8882624134421349,0.0754585,504.6390506143551,47450,207.48667192459106,0.0,234.53963,5
0.007458871,7.6779017,0.09044574,266,416.875,0.9634141065180302,0.09044574,474.55601432892865,48254,211.8121314048767,0.0,218.80376,4
0.0073262798,7.6697397,0.07316538,269,400.425,0.9282358288764954,0.07316538,447.8512063224647,49085,216.08671402931213,0.0,207.3229,3
0.0072579132,7.6814117,0.050727844,270,417.925,0.44164907932281494,0.050727844,453.93119787123294,50085,220.4081254005432,0.0,209.04643,1
