EpTrueRewMean,TimeElapsed,entloss,meankl,entropy,surrgain,EpRewMean,EpLenMean,EpThisIter,EpisodesSoFar,optimgain,ev_tdlam_before,TimestepsSoFar
821.8235543121231,226.5137722492218,0.0,0.0077308505,3.6400168,0.048600413,569.3005,762.675,1,167,0.048600413,-0.0011355876922607422,165525
821.9419908451284,230.79985427856445,0.0,0.008113777,3.630739,0.028408244,568.0091,762.675,1,168,0.028408244,0.0009018778800964355,168525
821.7273407571216,235.123770236969,0.0,0.007578279,3.6679766,0.029796412,566.7286,762.675,1,169,0.029796412,-0.005841732025146484,171525
817.2635592993333,239.46694922447205,0.0,0.0061779297,3.6466286,0.037597533,562.587,758.275,1,170,0.037597533,0.0023843050003051758,173997
802.3210997453299,243.78210496902466,0.0,0.0074106595,3.632989,0.045046464,551.622,738.375,2,172,0.045046464,0.5374409854412079,177609
802.6431139971144,248.0814664363861,0.0,0.0077308253,3.5816035,0.035718292,550.8146,738.375,1,173,0.035718292,-0.037229299545288086,180609
802.6694494204758,252.4179904460907,0.0,0.0071077687,3.5865474,0.044206828,549.9888,738.375,1,174,0.044206828,-0.039903998374938965,183609
802.7572840590717,256.786958694458,0.0,0.007351648,3.6066349,0.032505516,549.40125,738.375,1,175,0.032505516,0.0317915678024292,186609
806.6882377630725,261.1102969646454,0.0,0.0067854784,3.6059506,0.04201074,551.0967,742.2,1,176,0.04201074,-0.00821840763092041,189609
811.2280396879742,265.48492908477783,0.0,0.009884315,3.599455,0.046723,555.1188,743.875,2,178,0.046723,0.7640167474746704,193401
826.98025315676,269.730397939682,0.0,0.008904415,3.5793843,0.0409261,565.96466,762.85,1,179,0.0409261,0.0004451274871826172,196401
813.6777925517919,274.02164244651794,0.0,0.007995144,3.5938785,0.06175874,555.9305,748.25,1,180,0.06175874,0.9809151198714972,197649
814.1741318506095,278.318806886673,0.0,0.007852015,3.5839822,0.04091793,555.52576,748.25,1,181,0.04091793,0.02302926778793335,200649
830.6075654067229,282.57635855674744,0.0,0.008409464,3.567961,0.04185916,567.4098,766.575,2,183,0.04185916,0.6148205995559692,204105
846.2461048008184,286.8977999687195,0.0,0.011081847,3.5835288,0.036110457,578.6846,785.45,1,184,0.036110457,0.017612755298614502,207105
833.9669304574991,291.2416100502014,0.0,0.008030746,3.581299,0.036144048,568.854,764.925,3,187,0.036144048,0.7739711552858353,211518
828.6581320431596,295.5466024875641,0.0,0.008946056,3.5633,0.03916964,565.90234,763.0,2,189,0.03916964,-0.002129077911376953,215187
799.0831269122307,299.8352906703949,0.0,0.009166349,3.6058428,0.03331763,541.9303,722.225,4,193,0.03331763,0.8029405027627945,220338
801.7025313741908,304.09657979011536,0.0,0.0136084845,3.640566,0.06360826,542.4499,721.15,1,194,0.06360826,0.9822166562080383,223209
779.358381092633,308.308388710022,0.0,0.007930213,3.6438825,0.05846934,528.25995,697.475,2,196,0.05846934,0.6729033589363098,226368
786.469980177733,312.55792140960693,0.0,0.008735776,3.6547225,0.036249153,530.5396,700.1,2,198,0.036249153,0.732888251543045,229878
785.3453893058402,316.88327956199646,0.0,0.0075645708,3.6425714,0.04240814,530.97156,700.1,1,199,0.04240814,-0.06835973262786865,232878
779.6476387407713,321.1980516910553,0.0,0.0071868915,3.6217043,0.06091242,525.0013,691.1,1,200,0.06091242,0.9668768681585789,234798
798.7195303411512,325.4587275981903,0.0,0.009199675,3.62362,0.03735457,538.58185,710.425,1,201,0.03735457,-0.014995574951171875,237798
798.8387265640331,329.7197947502136,0.0,0.008462229,3.6103582,0.051066346,538.38873,710.425,1,202,0.051066346,0.0054825544357299805,240798
789.9396341801569,333.95688247680664,0.0,0.010046136,3.6066568,0.056806233,529.6386,697.2,2,204,0.056806233,0.8155915290117264,245211
811.4462945170947,338.1657178401947,0.0,0.0076436806,3.6271055,0.05195971,542.215,719.075,2,206,0.05195971,0.8811049684882164,248814
812.0499607981212,342.37218141555786,0.0,0.00689983,3.6022928,0.036852702,539.92804,719.075,1,207,0.036852702,-0.003862738609313965,251814
811.9293637713838,346.59037709236145,0.0,0.009876385,3.5754092,0.030101651,539.76935,719.075,1,208,0.030101651,-0.0007255077362060547,254814
811.4280723510267,350.80259346961975,0.0,0.007417444,3.6096735,0.028622534,539.4274,719.075,1,209,0.028622534,-0.00034987926483154297,257814
815.2035249481451,355.00087785720825,0.0,0.007976492,3.6014082,0.030509833,542.3096,723.475,1,210,0.030509833,-0.0007995367050170898,260814
812.8982566365136,359.18576669692993,0.0,0.008638635,3.591307,0.04203976,541.6037,723.475,1,211,0.04203976,-0.01902151107788086,263814
829.4948037866521,363.31516289711,0.0,0.009204293,3.6354978,0.037375778,551.654,743.375,1,212,0.037375778,-0.0003097057342529297,266814
828.7820307854956,367.44796538352966,0.0,0.008091933,3.6393416,0.04929918,551.48694,743.375,1,213,0.04929918,-1.430511474609375e-05,269814
828.2830572926171,371.5778706073761,0.0,0.008642515,3.6079717,0.03697174,551.7686,743.375,1,214,0.03697174,-0.00039374828338623047,272814
828.4343737618492,375.73351192474365,0.0,0.008874796,3.6101377,0.05671288,551.68616,743.375,1,215,0.05671288,-0.01206672191619873,275814
800.0144275612777,379.8692407608032,0.0,0.0076727783,3.601807,0.056365795,532.38745,721.95,3,218,0.056365795,0.11266076564788818,280035
800.0810810369596,383.9934060573578,0.0,0.0077738715,3.6339133,0.032307986,532.7501,721.95,1,219,0.032307986,-0.01513659954071045,283035
810.2896747531252,388.0610353946686,0.0,0.006092146,3.6266558,0.057135474,542.3048,736.55,1,220,0.057135474,0.008930206298828125,286035
808.5282992452456,392.2473156452179,0.0,0.0080280015,3.6036923,0.03438887,542.4911,736.55,1,221,0.03438887,-0.0006433725357055664,289035
806.7082650167965,396.4258735179901,0.0,0.008392734,3.577393,0.05820436,542.0626,738.55,2,223,0.05820436,0.05790632963180542,292731
806.2545230607454,400.559611082077,0.0,0.00906362,3.5483317,0.047804892,541.75256,738.55,1,224,0.047804892,-0.010708093643188477,295731
805.5161715181564,404.76807379722595,0.0,0.008616677,3.5621037,0.04517989,541.738,738.55,1,225,0.04517989,0.0107383131980896,298731
821.5867826626397,409.00808000564575,0.0,0.008770701,3.5629508,0.045921497,553.08057,758.65,1,226,0.045921497,0.00475621223449707,301731
835.3963095980238,413.22496604919434,0.0,0.0072590658,3.5780046,0.031737775,563.1343,776.775,1,227,0.031737775,-0.00493776798248291,304731
813.1178046764269,417.4359052181244,0.0,0.009113705,3.567289,0.06846574,547.80383,755.025,2,229,0.06846574,0.1148226261138916,305790
816.5926140447075,421.68095207214355,0.0,0.008559218,3.5562422,0.04580117,550.4131,761.8,3,232,0.04580117,0.5837104916572571,310728
829.1819132575914,425.736829996109,0.0,0.0071264147,3.5543845,0.04076418,560.7626,778.25,1,233,0.04076418,-0.11415612697601318,313728
823.0871736658115,430.16994309425354,0.0,0.012971347,3.555489,0.05958026,558.55164,775.925,1,234,0.05958026,0.35920655727386475,316320
827.7519828612469,434.4011240005493,0.0,0.0075763697,3.536436,0.044514745,563.1573,781.15,1,235,0.044514745,-0.05406510829925537,317997
831.2070601134783,438.6351146697998,0.0,0.009313537,3.5262842,0.035139356,565.5864,788.575,1,236,0.035139356,-0.06613540649414062,320997
833.9667525527275,442.8482413291931,0.0,0.010271331,3.5213602,0.07128715,570.1873,796.725,2,238,0.07128715,0.3878710865974426,325485
831.6745000575123,447.0840289592743,0.0,0.009404412,3.5179818,0.045888964,568.17957,793.4,2,240,0.045888964,0.6528650522232056,330006
831.89275513747,451.3227107524872,0.0,0.008643791,3.500617,0.03294442,567.7586,793.4,1,241,0.03294442,-0.016815543174743652,333006
831.1148266743343,455.51484966278076,0.0,0.008116827,3.4993372,0.056348957,567.2389,793.4,1,242,0.056348957,0.006810247898101807,336006
830.404035914598,459.7897119522095,0.0,0.006761407,3.470733,0.05631954,566.8212,793.4,1,243,0.05631954,0.054572224617004395,339006
838.0137051501239,464.0635619163513,0.0,0.008564554,3.4911568,0.071239084,574.4754,805.275,1,244,0.071239084,0.5083704590797424,341844
844.4694613929516,468.2752125263214,0.0,0.00955924,3.4642622,0.033681042,580.53503,815.65,1,245,0.033681042,-0.0023859739303588867,344844
855.5705001431273,472.44639921188354,0.0,0.008105507,3.4302757,0.050172124,587.0799,825.25,1,246,0.050172124,0.028493404388427734,347844
858.7266791112,476.6599473953247,0.0,0.008358594,3.4569175,0.07791953,588.1874,825.125,1,247,0.07791953,0.9915507575497031,350829
859.2332450459802,480.95183801651,0.0,0.0093835,3.4523332,0.039139055,588.95215,825.125,1,248,0.039139055,-0.0034884214401245117,353829
837.4609543227529,485.1534013748169,0.0,0.007745556,3.4349077,0.05890712,573.31494,801.825,2,250,0.05890712,0.07756751775741577,357033
838.5722273581438,489.3835027217865,0.0,0.007911341,3.444334,0.046364143,572.6682,801.825,1,251,0.046364143,-0.02449190616607666,360033
839.4275805330868,493.6016047000885,0.0,0.0075007207,3.4678254,0.063113034,572.5081,801.625,1,252,0.063113034,0.49037444591522217,363009
819.567421808232,497.88390612602234,0.0,0.009664454,3.433045,0.07401933,557.6193,776.125,2,254,0.07401933,0.668956995010376,365949
819.9328185246786,502.17613458633423,0.0,0.009115487,3.4207222,0.03347995,557.30176,776.125,1,255,0.03347995,-0.03046441078186035,368949
824.1483361768599,506.3875057697296,0.0,0.007669662,3.395133,0.06719604,557.38806,775.85,1,256,0.06719604,0.9872940378263593,371916
842.2099320449317,510.5875096321106,0.0,0.00834268,3.365601,0.03835424,568.6214,793.55,1,257,0.03835424,0.0017839670181274414,374916
863.603678764882,514.7851159572601,0.0,0.008966719,3.3733895,0.039666638,583.5189,815.675,1,258,0.039666638,-0.010640501976013184,377916
863.8418142886034,519.073249578476,0.0,0.00752872,3.368873,0.030478042,582.5043,815.675,1,259,0.030478042,-0.004100918769836426,380916
864.4123697868029,523.4385869503021,0.0,0.008779569,3.33471,0.03937854,580.1527,815.675,1,260,0.03937854,-0.004606008529663086,383916
849.8032520035813,527.8514289855957,0.0,0.0076507675,3.3232708,0.051798258,568.0355,800.225,2,262,0.051798258,0.24109524488449097,388062
869.1594066111049,532.1596310138702,0.0,0.007137226,3.377169,0.047783956,581.09265,819.425,1,263,0.047783956,-0.04302990436553955,391062
869.2893501532959,536.4869425296783,0.0,0.009038832,3.4257112,0.025378672,580.6404,819.425,1,264,0.025378672,-0.00794672966003418,394062
869.69721245495,540.8179721832275,0.0,0.008571659,3.4151008,0.03279331,579.97186,819.425,1,265,0.03279331,-0.02682793140411377,397062
869.0691742963833,545.0587012767792,0.0,0.010063877,3.4291165,0.07219548,580.48065,819.425,1,266,0.07219548,-0.3056381940841675,400062
869.1307575301398,549.3423645496368,0.0,0.00939497,3.3673713,0.036928087,580.6393,819.425,1,267,0.036928087,-0.0905158519744873,403062
888.4248883202785,553.6572351455688,0.0,0.008020592,3.3848035,0.032800842,593.51227,838.525,1,268,0.032800842,0.010257720947265625,406062
910.5211339991571,558.0077841281891,0.0,0.008522995,3.3741062,0.033229277,608.6577,860.6,1,269,0.033229277,0.021004796028137207,409062
910.3877039732008,562.3277175426483,0.0,0.00914764,3.3554778,0.041553915,608.4789,860.6,1,270,0.041553915,0.03292679786682129,412062
916.4009996957966,566.5939235687256,0.0,0.012960285,3.3776572,0.071979895,614.6018,868.675,1,271,0.071979895,0.9304462373256683,413796
912.1380555294278,570.8548023700714,0.0,0.011089266,3.333498,0.056875505,611.4298,859.525,2,273,0.056875505,0.8742222189903259,416871
915.0891457709411,575.1433839797974,0.0,0.009813327,3.3316016,0.085597396,610.99316,858.5,1,274,0.085597396,0.9456270970404148,419340
927.7652485585356,579.4429178237915,0.0,0.009270243,3.3413017,0.0433629,619.30194,869.525,1,275,0.0433629,0.007135987281799316,422340
910.5885782504065,583.7415645122528,0.0,0.009130571,3.3775094,0.03352718,606.75085,848.925,2,277,0.03352718,0.7527915686368942,425868
921.3811353297326,588.0458014011383,0.0,0.010044666,3.3568656,0.067770675,611.9266,854.725,1,278,0.067770675,0.9671186879277229,428052
904.3375564912831,592.3313739299774,0.0,0.013004536,3.3641686,0.08744091,598.843,834.075,1,279,0.08744091,0.9949112366884947,428574
871.8591444821923,596.5884249210358,0.0,0.009162307,3.3484168,0.053585947,574.87866,795.675,4,283,0.053585947,0.8982506990432739,434487
856.6335816612454,600.9102609157562,0.0,0.009258864,3.3157437,0.06050349,562.6493,776.825,1,284,0.06050349,0.9898558985441923,435063
856.3645208723801,605.2993042469025,0.0,0.010547855,3.3253243,0.038780652,562.58185,776.825,1,285,0.038780652,0.013233542442321777,438063
856.0248066105153,609.6221301555634,0.0,0.008240974,3.3580952,0.031921897,562.4702,776.825,1,286,0.031921897,0.02063053846359253,441063
852.3692307863105,613.9374363422394,0.0,0.00939144,3.348595,0.035899226,561.4391,776.95,1,287,0.035899226,0.04239153861999512,444063
820.8853000470277,618.2111885547638,0.0,0.011184937,3.3345122,0.07204602,534.8553,739.075,2,289,0.07204602,0.9785953927785158,445518
836.1408132618384,622.4731681346893,0.0,0.0095438305,3.3427715,0.045076206,542.85925,750.825,2,291,0.045076206,0.7645228058099747,450132
834.6046789709992,626.7349128723145,0.0,0.009146399,3.3479912,0.03161597,542.9452,751.025,1,292,0.03161597,0.015194535255432129,453132
839.0279262276039,630.9456579685211,0.0,0.00874524,3.348632,0.035678208,546.7842,756.275,1,293,0.035678208,-0.037183403968811035,456132
838.0132656082391,635.2451856136322,0.0,0.010546651,3.339242,0.055164307,545.1289,757.775,2,295,0.055164307,0.7463099956512451,459882
825.9103305027551,639.5101139545441,0.0,0.008696819,3.3189914,0.045666188,539.83075,750.475,1,296,0.045666188,0.04123014211654663,461973
825.4598414069181,643.7987492084503,0.0,0.009055022,3.3665442,0.051546924,540.0785,750.475,1,297,0.051546924,-0.03561556339263916,464973
826.1395003967522,648.0880270004272,0.0,0.011517191,3.311728,0.041113496,539.7672,750.475,1,298,0.041113496,-0.00996255874633789,467973
818.4023884034137,652.3593139648438,0.0,0.008316735,3.2895794,0.05207997,535.80457,743.625,1,299,0.05207997,0.04491126537322998,470151
780.366353994616,656.6912317276001,0.0,0.009552761,3.276329,0.058127325,512.972,706.625,2,301,0.058127325,-0.08041465282440186,471711
796.2591210937477,661.0360956192017,0.0,0.008951299,3.2928443,0.04057317,523.7015,722.075,1,302,0.04057317,0.0074748992919921875,474711
701.8407748334519,665.3461294174194,0.0,0.01162543,3.313782,0.07183167,461.23013,614.525,6,308,0.07183167,0.8727947473526001,479805
650.6444504033265,669.6515793800354,0.0,0.0115544675,3.3162255,0.08505682,427.3881,558.5,4,312,0.08505682,0.9271458685398102,482949
644.0296036967223,673.9868032932281,0.0,0.013615178,3.2997127,0.12576413,424.91528,554.25,2,314,0.12576413,0.9459742270410061,485850
633.9088337381781,678.2880642414093,0.0,0.012053082,3.2973652,0.12807837,415.3278,541.2,1,315,0.12807837,0.8338066190481186,487284
633.0188872864865,682.6006464958191,0.0,0.009636341,3.3166807,0.038970735,415.86383,541.2,1,316,0.038970735,-0.011365890502929688,490284
650.4129026982397,686.9716784954071,0.0,0.00913367,3.327879,0.06332577,428.58218,561.8,1,317,0.06332577,0.5901203751564026,493284
649.6349263129387,691.2765600681305,0.0,0.010349082,3.3397431,0.053453177,430.66412,568.175,2,319,0.053453177,0.14145255088806152,496755
649.2385140110703,695.6494598388672,0.0,0.008825026,3.3508015,0.033893995,429.9438,568.175,1,320,0.033893995,-0.011173009872436523,499755
660.3343282069143,699.9706449508667,0.0,0.0046704737,3.356203,0.040709786,438.22226,580.95,1,321,0.040709786,0.9269644021987915,502278
671.2096502401595,704.3021349906921,0.0,0.009628876,3.29303,0.039767835,446.05597,594.2,1,322,0.039767835,-0.03242051601409912,505278
687.8820548140669,708.6372184753418,0.0,0.009857619,3.2901683,0.037827004,459.46515,614.925,1,323,0.037827004,0.017976999282836914,508278
700.7731827025931,712.9191479682922,0.0,0.011028738,3.3163078,0.07263575,473.22836,635.125,1,324,0.07263575,-0.8339078426361084,511278
699.8647380992662,717.3072674274445,0.0,0.008012138,3.3061523,0.04847884,473.6043,635.125,1,325,0.04847884,0.7517237067222595,514278
698.5671220189888,721.6534657478333,0.0,0.00944442,3.334342,0.060365252,474.4925,635.125,1,326,0.060365252,-0.002080202102661133,517278
698.1399665639713,725.9924919605255,0.0,0.008374451,3.4086604,0.042234384,475.03802,635.125,1,327,0.042234384,0.011195063591003418,520278
713.3839501532644,730.3279497623444,0.0,0.009292154,3.409873,0.03997133,487.8955,654.4,1,328,0.03997133,0.6952775716781616,523278
726.8901425436017,734.6214797496796,0.0,0.011577697,3.3547342,0.074319765,500.8126,673.0,1,329,0.074319765,0.7089411914348602,526278
708.4398263357458,738.8918023109436,0.0,0.011489914,3.3314795,0.079327,490.32016,656.25,1,330,0.079327,0.5251859426498413,527268
716.1814049661907,743.1994094848633,0.0,0.00916093,3.3364587,0.044120803,498.45483,667.8,1,331,0.044120803,0.00321805477142334,530268
680.7770488033818,747.5720150470734,0.0,0.009005707,3.305695,0.07504911,475.30957,633.025,2,333,0.07504911,0.026118755340576172,532095
680.5656639427386,751.8722503185272,0.0,0.010971975,3.3524778,0.048397534,475.21954,632.55,2,335,0.048397534,0.7442518472671509,535788
686.8952524143808,756.1369903087616,0.0,0.010335284,3.3517144,0.06824801,480.591,640.125,1,336,0.06824801,0.0541154146194458,538788
672.5853669002139,760.4598069190979,0.0,0.009866991,3.3515034,0.056852765,469.69244,620.925,2,338,0.056852765,0.8921277225017548,542484
679.1617423765641,764.8048331737518,0.0,0.012587487,3.3644412,0.046758328,474.83514,627.775,1,339,0.046758328,0.006569206714630127,545484
685.1646290131623,769.1372265815735,0.0,0.011699742,3.3493133,0.05298456,476.11377,629.875,3,342,0.05298456,0.5447719097137451,550296
688.8325864636327,773.4585824012756,0.0,0.009305615,3.3291323,0.036237184,478.52936,635.525,1,343,0.036237184,0.02550750970840454,553296
710.6146898077011,777.834353685379,0.0,0.011092309,3.3366919,0.07171953,491.58838,656.95,1,344,0.07171953,0.9349356517195702,556296
732.2787930938475,782.1177713871002,0.0,0.009094339,3.3627844,0.060396645,504.9572,678.4,1,345,0.060396645,0.9449531994760036,559296
743.1610151972658,786.4177980422974,0.0,0.012320267,3.3819654,0.06274031,512.3202,693.575,3,348,0.06274031,0.5033116042613983,563034
761.3227584057637,790.6950733661652,0.0,0.010103716,3.390115,0.054759763,522.9165,714.425,1,349,0.054759763,0.19925296306610107,566034
772.3416523761487,795.0245847702026,0.0,0.009582441,3.3784568,0.035755623,530.97815,727.5,1,350,0.035755623,-0.0074127912521362305,569034
787.8664489851121,799.3673968315125,0.0,0.008785068,3.3679724,0.051113114,542.5211,745.7,1,351,0.051113114,0.02858710289001465,572034
807.3254187085274,803.6427283287048,0.0,0.011034027,3.3645105,0.040215287,555.8592,767.375,1,352,0.040215287,-0.03660130500793457,575034
795.9653325828234,807.9180178642273,0.0,0.0110117495,3.3989258,0.059674628,546.6875,757.675,3,355,0.059674628,0.7802211791276932,578205
788.066020163871,812.2266664505005,0.0,0.012584167,3.4435508,0.0705316,538.9735,745.775,1,356,0.0705316,0.9719668664038181,579777
786.2486799305665,816.4987983703613,0.0,0.008286197,3.4251187,0.047636006,539.5921,745.775,1,357,0.047636006,-0.06627225875854492,582777
775.9715529050014,820.7504723072052,0.0,0.00869402,3.4550698,0.090369076,532.06366,732.575,1,358,0.090369076,0.9677455052733421,584193
795.6440039525195,825.0510456562042,0.0,0.01067733,3.4704962,0.07135022,545.34216,749.775,1,359,0.07135022,0.9772710260003805,586728
782.1947936965763,829.2273032665253,0.0,0.010829178,3.4775932,0.07083866,534.7394,734.2,1,360,0.07083866,0.7091087698936462,587859
783.0527464043448,833.5066139698029,0.0,0.010245264,3.5080025,0.06783034,537.3312,738.175,1,361,0.06783034,0.16238504648208618,590859
781.5279030405829,837.8119902610779,0.0,0.011140715,3.4731054,0.054074347,538.75555,738.175,1,362,0.054074347,0.5272588133811951,593859
755.2972028572492,842.1586382389069,0.0,0.010715936,3.4765341,0.067058474,515.19904,701.175,2,364,0.067058474,0.9797420185059309,595419
732.0861358078243,846.4778981208801,0.0,0.011884164,3.4874578,0.10402855,496.08246,669.1,3,367,0.10402855,0.7587983161211014,600570
