entropy,entloss,surrgain,optimgain,EpThisIter,EpisodesSoFar,TimestepsSoFar,EpRewMean,meankl,ev_tdlam_before,TimeElapsed,EpTrueRewMean,EpLenMean
23.778387,0.0,0.20992577,0.20992577,13,663,89076,340.1995787101213,0.008930068,0.8675232976675034,257.61997961997986,340.1995787101213,70.3
23.734785,0.0,0.19295943,0.19295943,15,678,92100,338.1738329816435,0.009371392,0.9191038906574249,266.6198923587799,338.1738329816435,70.25
23.757833,0.0,0.19784883,0.19784883,14,692,95073,348.673829042344,0.0091096135,0.8544819802045822,275.5443329811096,348.673829042344,71.75
23.76351,0.0,0.19877267,0.19877267,15,707,98259,338.61849253886885,0.008823989,0.88644128292799,284.46887826919556,338.61849253886885,69.75
23.732115,0.0,0.19439963,0.19439963,14,721,101262,344.3904929980033,0.009739248,0.8355871289968491,293.4590141773224,344.3904929980033,70.1
23.721437,0.0,0.19768704,0.19768704,13,734,104316,358.35130362020493,0.0094072055,0.901882603764534,302.4848008155823,358.35130362020493,74.025
23.685797,0.0,0.2071784,0.2071784,14,748,107337,360.0466583221138,0.009578701,0.8922224640846252,311.5309417247772,360.0466583221138,73.3
23.654865,0.0,0.19972444,0.19972444,14,762,110211,353.6502550650322,0.009591489,0.8650827407836914,320.50936365127563,353.6502550650322,72.375
23.626041,0.0,0.1822558,0.1822558,15,777,113313,343.5940553751722,0.008986857,0.8734263330698013,329.5502676963806,343.5940553751722,69.175
23.617657,0.0,0.19822931,0.19822931,14,791,116448,347.2063437556906,0.00908539,0.899008683860302,338.6087849140167,347.2063437556906,70.15
23.593264,0.0,0.20671082,0.20671082,15,806,119640,348.9724066228449,0.009518406,0.8739219009876251,347.61833000183105,348.9724066228449,71.725
23.581789,0.0,0.2943411,0.2943411,14,820,122814,359.65612634210964,0.009822227,0.8913634791970253,356.59232926368713,359.65612634210964,74.275
23.579107,0.0,0.2041732,0.2041732,14,834,125874,360.7551446872183,0.010166941,0.909158244729042,365.5566427707672,360.7551446872183,74.175
23.57326,0.0,0.24197057,0.24197057,14,848,128802,354.65614352764914,0.011363443,0.8889084756374359,374.5295217037201,354.65614352764914,72.925
23.550047,0.0,0.20502447,0.20502447,12,860,131766,362.37858631036755,0.0099135805,0.8767216727137566,383.43490386009216,362.37858631036755,74.6
23.543941,0.0,0.21670195,0.21670195,11,871,134616,383.44244284339425,0.010034591,0.9132424369454384,392.44054532051086,383.44244284339425,78.625
23.540348,0.0,0.19786254,0.19786254,14,885,137661,383.17554300315305,0.0099589955,0.9038316234946251,401.4142062664032,383.17554300315305,78.575
23.53182,0.0,0.23770607,0.23770607,13,898,140667,381.5940029215444,0.010032242,0.8874679505825043,410.43153858184814,381.5940029215444,78.1
23.507017,0.0,0.19636337,0.19636337,14,912,143721,360.72082200646236,0.010020864,0.8690711408853531,419.44767713546753,360.72082200646236,74.275
23.49632,0.0,0.20960629,0.20960629,13,925,146736,369.6740979487379,0.010285988,0.9032372012734413,428.606600522995,369.6740979487379,75.625
23.503193,0.0,0.28514826,0.28514826,13,938,149778,372.05185890384365,0.011892932,0.8692244440317154,437.69788122177124,372.05185890384365,75.925
23.498114,0.0,0.22307846,0.22307846,14,952,152823,373.95155521576254,0.009783091,0.8791175857186317,446.79056310653687,373.95155521576254,75.85
23.505436,0.0,0.22946775,0.22946775,14,966,155772,358.2633315274053,0.009940863,0.9195553064346313,455.8276288509369,358.2633315274053,72.725
23.499247,0.0,0.21658689,0.21658689,14,980,158913,358.1854491405006,0.009633697,0.8651414066553116,464.81551814079285,358.1854491405006,73.125
23.513897,0.0,0.19465217,0.19465217,14,994,161946,355.658065934594,0.009597404,0.8923557326197624,473.7974784374237,355.658065934594,72.45
23.503422,0.0,0.2085161,0.2085161,14,1008,164826,356.0845756500818,0.0100018885,0.8997559770941734,482.8737647533417,356.0845756500818,71.775
23.515055,0.0,0.20844829,0.20844829,13,1021,167964,364.9346981754139,0.009567586,0.8958499580621719,492.26170206069946,364.9346981754139,73.775
23.544416,0.0,0.20662963,0.20662963,15,1036,171045,357.5480482463327,0.010363644,0.8921443372964859,501.2626395225525,357.5480482463327,72.625
23.567156,0.0,0.79514533,0.79514533,13,1049,174084,366.01204420683143,0.010203635,0.7460266053676605,510.31540870666504,366.01204420683143,75.075
23.56225,0.0,0.27677363,0.27677363,14,1063,177210,364.17340632639025,0.011984283,0.9042056575417519,519.304187297821,364.17340632639025,74.525
23.556318,0.0,0.2211828,0.2211828,13,1076,180444,388.6100321383278,0.011574436,0.8954984620213509,528.4174704551697,388.6100321383278,78.325
23.555988,0.0,0.20259899,0.20259899,13,1089,183720,402.58829908153615,0.011251623,0.8981551602482796,537.5369856357574,402.58829908153615,80.3
23.550962,0.0,0.25015754,0.25015754,12,1101,186783,416.4236161971318,0.012692843,0.8911970257759094,546.6552951335907,416.4236161971318,83.7
23.526346,0.0,0.21497995,0.21497995,14,1115,190065,405.9359752532572,0.010912158,0.9037067592144012,555.672858953476,405.9359752532572,81.875
23.523943,0.0,0.2463311,0.2463311,12,1127,193044,403.91297921425087,0.011197263,0.9015950784087181,564.6994471549988,403.91297921425087,81.575
23.53074,0.0,0.21719678,0.21719678,13,1140,196113,398.14391803448126,0.010961704,0.9240907281637192,573.7997183799744,398.14391803448126,79.9
23.51441,0.0,0.21144016,0.21144016,15,1155,199305,385.25300412862094,0.011267303,0.924458347260952,582.8641097545624,385.25300412862094,77.0
23.50828,0.0,0.25762838,0.25762838,12,1167,202437,386.8926089409764,0.011234894,0.8752249181270599,591.9421601295471,386.8926089409764,78.275
23.50628,0.0,0.28114626,0.28114626,14,1181,205557,383.8404437498964,0.011009308,0.9213198646903038,600.9970936775208,383.8404437498964,76.55
23.503908,0.0,0.27490744,0.27490744,12,1193,208902,412.16753336516547,0.014487509,0.9051791206002235,610.1214809417725,412.16753336516547,83.2
23.500727,0.0,0.23575217,0.23575217,11,1204,212022,422.75061695065233,0.011185227,0.9159320071339607,619.1951150894165,422.75061695065233,85.1
23.500063,0.0,0.24546486,0.24546486,12,1216,215154,447.24466453464873,0.010057318,0.8708885014057159,628.2812914848328,447.24466453464873,90.325
23.51951,0.0,0.25380212,0.25380212,11,1227,218190,439.90375775791546,0.011255853,0.9199041649699211,637.309873342514,439.90375775791546,89.85
23.551939,0.0,0.23273063,0.23273063,13,1240,221268,423.757613950845,0.010732019,0.9018759429454803,646.3757450580597,423.757613950845,85.925
23.54901,0.0,0.24149132,0.24149132,13,1253,224433,408.72448321105463,0.012230637,0.9112313017249107,655.4546797275543,408.72448321105463,82.425
23.511984,0.0,0.2673033,0.2673033,12,1265,227355,404.9890219311727,0.010636371,0.8679130673408508,664.49316239357,404.9890219311727,81.575
23.510721,0.0,0.23941922,0.23941922,13,1278,230538,405.5336428037041,0.010857262,0.9185581728816032,673.552163362503,405.5336428037041,81.75
23.51961,0.0,0.25062412,0.25062412,12,1290,233448,405.62028926551386,0.0111712385,0.9096311777830124,682.6069180965424,405.62028926551386,82.425
