meankl,optimgain,TimeElapsed,EpLenMean,entloss,EpTrueRewMean,EpRewMean,EpisodesSoFar,entropy,ev_tdlam_before,EpThisIter,surrgain,TimestepsSoFar
0.013020726,0.2508335,655.0673377513885,91.55,0.0,454.3979821516981,52.010242,1456,23.720476,0.8624341636896133,11,0.2508335,94316
0.0123162465,0.21900639,662.0466692447662,89.575,0.0,445.1995172951529,50.962727,1468,23.718767,0.8367920517921448,12,0.21900639,95339
0.012935553,0.28297484,669.0545945167542,89.625,0.0,448.10570466781735,52.508106,1479,23.706953,0.8186949193477631,11,0.28297484,96337
0.011861011,0.22814383,676.0778045654297,88.2,0.0,440.4337960217783,51.439186,1491,23.70905,0.8781870007514954,12,0.22814383,97381
0.013725242,0.2579896,683.1576886177063,87.2,0.0,435.38220765453207,50.850395,1503,23.704771,0.8486099988222122,12,0.2579896,98397
0.012274578,0.21783254,690.1565685272217,84.85,0.0,422.2295906982863,48.015137,1516,23.70142,0.8365664035081863,13,0.21783254,99432
0.01135805,0.24078108,697.1964602470398,83.35,0.0,412.6577718190023,45.067516,1528,23.69753,0.7934720069169998,12,0.24078108,100447
0.011853427,0.25034535,704.2524495124817,85.15,0.0,425.7815601057422,47.604343,1540,23.69629,0.8878927603363991,12,0.25034535,101494
0.012286738,0.34344918,711.2667355537415,84.7,0.0,419.99264512980153,50.04262,1552,23.68439,0.6944953203201294,12,0.34344918,102515
0.011746125,0.2752803,718.6514174938202,86.825,0.0,430.3279403250266,50.357655,1564,23.682697,0.8083361089229584,12,0.2752803,103540
0.013195001,0.25528306,725.7566273212433,86.8,0.0,430.21102809605674,50.448906,1576,23.671694,0.7702950239181519,12,0.25528306,104566
0.01280677,0.27704594,732.8323042392731,87.175,0.0,431.2576199231751,47.154106,1587,23.671064,0.78399957716465,11,0.27704594,105579
0.01261219,0.27928662,739.9326796531677,87.625,0.0,439.2735256286716,49.61243,1599,23.676249,0.7678417563438416,12,0.27928662,106629
0.01224057,0.2540645,747.0456008911133,86.45,0.0,429.254642541047,49.066433,1611,23.680483,0.7629751563072205,12,0.2540645,107614
0.01216326,0.27224433,754.1222434043884,85.35,0.0,423.36378311640203,55.7312,1623,23.671568,0.8082824796438217,12,0.27224433,108626
0.013818986,0.24752937,761.2537817955017,85.8,0.0,421.91113003025276,63.274708,1635,23.669415,0.8219585567712784,12,0.24752937,109692
0.013089463,0.28770053,768.2771437168121,85.05,0.0,416.323514861508,66.44623,1647,23.659441,0.7716757655143738,12,0.28770053,110679
0.012454693,0.27716666,775.3847370147705,82.0,0.0,398.66339959122877,67.32011,1660,23.652407,0.7277630567550659,13,0.27716666,111710
0.014010072,0.23303927,782.3965861797333,82.725,0.0,404.7376023183398,64.86747,1673,23.643553,0.833314061164856,13,0.23303927,112807
0.012742759,0.26880187,789.453827381134,83.65,0.0,412.2202882381104,68.683014,1684,23.649187,0.8504677414894104,11,0.26880187,113791
0.012493025,0.30548,796.4836361408234,85.6,0.0,423.9075444907645,71.27641,1696,23.652899,0.8769280090928078,12,0.30548,114811
0.014644508,0.24957117,803.5671961307526,86.0,0.0,420.01923375430886,75.7095,1708,23.65381,0.8601505756378174,12,0.24957117,115809
0.012184737,0.24272747,810.6983125209808,85.2,0.0,411.3590508481906,80.34151,1720,23.651348,0.7788774222135544,12,0.24272747,116811
0.0125905555,0.2632845,817.8193147182465,85.525,0.0,413.8871300199201,86.65061,1732,23.659441,0.7898800671100616,12,0.2632845,117856
0.012674011,0.25499186,824.9307305812836,83.75,0.0,402.34249062261085,84.06041,1745,23.650812,0.8356931507587433,13,0.25499186,118942
0.0129627315,0.25480163,832.0594971179962,87.95,0.0,422.2365858483252,88.79785,1757,23.650082,0.8063576072454453,12,0.25480163,120057
0.013646753,0.3065303,839.1341307163239,87.925,0.0,423.1460705837338,87.065186,1769,23.65143,0.8167870491743088,12,0.3065303,121101
0.013862211,0.27124172,846.1669681072235,87.025,0.0,416.99028058619007,86.638,1782,23.65119,0.811683863401413,13,0.27124172,122087
0.014067358,0.27585086,853.1860847473145,83.5,0.0,403.0150891438411,77.99319,1793,23.64797,0.860187828540802,11,0.27585086,123075
0.011965269,0.24922937,860.2633490562439,80.975,0.0,386.73644750823775,72.35686,1806,23.653057,0.9063273891806602,13,0.24922937,124104
0.012305034,0.24282196,867.4024648666382,80.6,0.0,385.42222119514656,65.93064,1818,23.6555,0.8261800110340118,12,0.24282196,125049
0.0135834925,0.27629948,874.370717048645,81.225,0.0,391.0853614551325,67.35228,1830,23.652895,0.8455961346626282,12,0.27629948,126089
0.013058895,0.2592041,881.4118690490723,85.4,0.0,409.01392231291516,72.47566,1840,23.65722,0.8136111497879028,10,0.2592041,127094
0.014673106,0.24551365,888.4451606273651,87.325,0.0,417.371606301276,72.30478,1853,23.658384,0.8892437294125557,13,0.24551365,128171
0.014568802,0.26869398,895.5219004154205,88.775,0.0,427.0372904873933,69.51957,1865,23.65796,0.797225147485733,12,0.26869398,129233
0.013211952,0.25858682,902.6616053581238,88.35,0.0,425.6056763764256,64.86651,1876,23.659346,0.7910417914390564,11,0.25858682,130250
0.01343078,0.3033452,909.7371742725372,92.025,0.0,441.30831524768183,63.98236,1887,23.665302,0.802811786532402,11,0.3033452,131305
0.013380559,0.2529658,916.8058531284332,89.55,0.0,428.79177796236127,60.104225,1899,23.66107,0.8127569705247879,12,0.2529658,132310
0.012800645,0.3590567,923.840936422348,92.05,0.0,441.4890102646057,62.838764,1910,23.659441,0.7816990464925766,11,0.3590567,133329
0.013840137,0.29669493,930.876482963562,93.4,0.0,448.8790818220015,64.24503,1921,23.65965,0.8003327995538712,11,0.29669493,134436
0.013861044,0.26329452,937.9787545204163,90.3,0.0,435.6983059350482,64.99108,1934,23.656576,0.8328193575143814,13,0.26329452,135503
0.0037624277,0.13124666,945.0857992172241,88.325,0.0,424.37045789495113,61.83601,1946,23.658514,0.7930067032575607,12,0.13124666,136483
0.0135018015,0.2650009,952.1775877475739,84.05,0.0,405.775203910245,56.817604,1958,23.648027,0.8484037518501282,12,0.2650009,137494
0.013847316,0.25290048,959.3144421577454,86.0,0.0,413.0330790321856,55.628212,1969,23.649837,0.8334967792034149,11,0.25290048,138512
0.0037890938,0.1334919,966.5395300388336,87.7,0.0,418.2023606941908,53.266136,1980,23.644304,0.7501063048839569,11,0.1334919,139519
0.012927141,0.26707685,973.617990732193,85.025,0.0,406.23623525224565,50.551422,1993,23.647379,0.8287670314311981,13,0.26707685,140495
0.014317201,0.39208645,981.2292764186859,85.3,0.0,408.13692500467124,53.962555,2004,23.64675,0.8049813657999039,11,0.39208645,141513
0.014502482,0.27305,988.6152284145355,83.475,0.0,399.35670166034464,54.467216,2016,23.649492,0.8394383788108826,12,0.27305,142467
0.0136632435,0.27035588,995.988025188446,85.875,0.0,412.64163849644,56.802063,2027,23.645327,0.8551507741212845,11,0.27035588,143483
0.013660301,0.26970303,1003.2081282138824,87.2,0.0,417.26274353100524,58.987,2039,23.647951,0.8634907156229019,12,0.26970303,144496
0.013995523,0.24713328,1010.6982901096344,84.0,0.0,406.8175251937054,56.785755,2052,23.636961,0.8379964828491211,13,0.24713328,145533
0.01311806,0.2549138,1018.3285517692566,83.625,0.0,407.54009431772266,60.389687,2063,23.634274,0.8768199682235718,11,0.2549138,146512
0.0040920773,0.14375655,1025.512423992157,84.875,0.0,418.4600957418896,64.959045,2075,23.63298,0.8904724419116974,12,0.14375655,147553
0.0038267411,0.13750419,1032.6845495700836,86.85,0.0,426.46481311738387,65.08506,2087,23.63328,0.8384422659873962,12,0.13750419,148566
0.0037696292,0.13053921,1039.8074357509613,83.65,0.0,409.2182221053825,63.555836,2100,23.632635,0.8713976293802261,13,0.13053921,149599
0.014518658,0.27267593,1046.9683775901794,83.0,0.0,400.3185221143506,61.437134,2112,23.626215,0.8842585533857346,12,0.27267593,150612
0.014245487,0.28643313,1054.1344287395477,85.875,0.0,410.1866067988523,62.371223,2123,23.628355,0.8238248229026794,11,0.28643313,151636
0.014239585,0.2648831,1061.1897852420807,87.0,0.0,416.9185371373909,62.899963,2134,23.62982,0.8963844105601311,11,0.2648831,152626
0.013847971,0.283162,1068.2737662792206,87.725,0.0,425.0587515410619,65.87074,2146,23.628656,0.8216162770986557,12,0.283162,153596
0.013734102,0.30510062,1075.3738958835602,84.975,0.0,415.7653975659729,65.81221,2159,23.632406,0.8568687438964844,13,0.30510062,154648
0.013525607,0.4426672,1082.4965589046478,85.475,0.0,417.6416187288588,67.13227,2170,23.63674,0.8566500693559647,11,0.4426672,155670
0.014507579,0.29080594,1089.6355299949646,85.625,0.0,424.32156058408754,66.39911,2182,23.63094,0.8764006197452545,12,0.29080594,156680
0.0038261518,0.13139871,1096.827871799469,87.525,0.0,434.8390279847166,64.326515,2194,23.62742,0.8805688694119453,12,0.13139871,157722
0.0039177914,0.13622859,1103.996722459793,85.4,0.0,426.19115381978764,58.37574,2206,23.63013,0.8671255558729172,12,0.13622859,158751
0.014345039,0.25922787,1111.258911371231,85.85,0.0,430.48071799602366,57.341972,2217,23.635073,0.8712414503097534,11,0.25922787,159724
0.014700431,0.30548298,1118.39430975914,87.05,0.0,434.5762991029384,55.872856,2228,23.639727,0.7647972404956818,11,0.30548298,160714
0.01438094,0.27487403,1125.6468324661255,87.025,0.0,432.92727520812224,53.322815,2241,23.637228,0.8344384431838989,13,0.27487403,161801
0.00400305,0.13575268,1132.8460354804993,87.525,0.0,434.8074412211872,51.353027,2253,23.635088,0.8323920518159866,12,0.13575268,162869
0.013493206,0.2590251,1139.9727823734283,87.075,0.0,433.3908333035899,48.968433,2265,23.631102,0.8494059890508652,12,0.2590251,163952
0.01401964,0.34261364,1147.1091001033783,88.825,0.0,440.3230075184805,49.273476,2277,23.62443,0.823287159204483,12,0.34261364,165006
0.014510037,0.27695802,1154.2061564922333,89.15,0.0,443.9367819812545,48.56008,2288,23.618229,0.8556125164031982,11,0.27695802,166004
0.0139130205,0.25680685,1161.4014964103699,86.7,0.0,432.8112211058515,45.921524,2300,23.619806,0.8203479945659637,12,0.25680685,166982
0.014261719,0.2889916,1168.71999335289,89.3,0.0,446.8624676019207,47.657776,2311,23.6179,0.7827645391225815,11,0.2889916,168035
0.0037635798,0.13721061,1175.8455805778503,89.375,0.0,451.889238531933,48.662968,2323,23.61945,0.8302701562643051,12,0.13721061,169134
0.003890634,0.16072872,1182.985689163208,88.25,0.0,445.7846193781594,50.60264,2335,23.615154,0.7980855852365494,12,0.16072872,170149
0.0037570798,0.1275965,1190.1246371269226,88.025,0.0,443.2552216534277,47.458965,2346,23.616148,0.7385624647140503,11,0.1275965,171097
0.013105142,0.29797897,1197.2308712005615,86.0,0.0,426.1412559097704,45.24798,2358,23.616922,0.8271875083446503,12,0.29797897,172186
0.012902403,0.2608257,1204.3464570045471,87.675,0.0,433.3349803737474,47.7631,2369,23.618425,0.7779449820518494,11,0.2608257,173155
0.0037834463,0.13581085,1211.6158447265625,87.05,0.0,429.81753343176587,47.511757,2381,23.615229,0.8207995295524597,12,0.13581085,174186
0.004132385,0.12695989,1219.1525270938873,87.425,0.0,432.4201480054262,47.899345,2394,23.615719,0.794322207570076,13,0.12695989,175263
0.013452965,0.27252033,1226.3862409591675,86.475,0.0,428.7605749372651,48.41198,2406,23.615702,0.8294866532087326,12,0.27252033,176323
0.014295688,0.33593673,1233.6693091392517,87.275,0.0,435.7229886454006,50.60081,2417,23.612791,0.7546881586313248,11,0.33593673,177351
0.01340309,0.3318792,1241.065604686737,85.85,0.0,426.805050168911,53.203636,2430,23.615786,0.8143964111804962,13,0.3318792,178355
0.01357224,0.28995788,1248.2549304962158,84.375,0.0,419.7462384479292,52.846703,2442,23.6189,0.7981620132923126,12,0.28995788,179382
0.003908122,0.14590979,1255.4736561775208,86.225,0.0,427.53932199387,58.47187,2453,23.615557,0.7487989962100983,11,0.14590979,180361
0.012793651,0.27520123,1263.1633667945862,85.725,0.0,423.50872613231274,59.982918,2465,23.610125,0.7896314561367035,12,0.27520123,181374
0.013709798,0.30662796,1271.0292880535126,86.925,0.0,430.65038967036344,59.012947,2476,23.614092,0.7738970965147018,11,0.30662796,182353
0.014750063,0.2788557,1278.2320470809937,89.325,0.0,446.4332556912092,61.97619,2487,23.608576,0.829852432012558,11,0.2788557,183386
0.014773741,0.27221003,1285.2868649959564,89.0,0.0,446.16721276542086,58.633812,2499,23.602945,0.8350502848625183,12,0.27221003,184442
0.014582164,0.23782837,1292.4739663600922,90.65,0.0,456.5212337518427,62.064075,2511,23.61157,0.7766720205545425,12,0.23782837,185522
0.013326976,0.26923227,1299.585783481598,88.775,0.0,447.31245427844914,61.37507,2523,23.603937,0.847690224647522,12,0.26923227,186571
0.0038015936,0.12942132,1306.8090524673462,88.65,0.0,443.1004841343432,59.082436,2534,23.601744,0.7882144302129745,11,0.12942132,187570
0.014430438,0.26567662,1314.0779638290405,91.1,0.0,451.05583003826297,61.687782,2545,23.604254,0.8506522327661514,11,0.26567662,188621
0.013245173,0.2704299,1321.3979425430298,92.525,0.0,459.0130891865223,62.96631,2556,23.604918,0.8339290022850037,11,0.2704299,189634
0.014633175,0.25555593,1329.3870260715485,91.575,0.0,452.83343399349985,61.697643,2568,23.605207,0.8579182773828506,12,0.25555593,190688
0.014143679,0.34361827,1336.5920293331146,90.0,0.0,449.41224522823103,59.74771,2579,23.611002,0.8779894039034843,11,0.34361827,191691
0.0136279445,0.26513168,1344.0167772769928,95.35,0.0,473.2861000209021,63.864136,2589,23.606527,0.8562678843736649,10,0.26513168,192734
0.013964686,0.27339613,1351.5700964927673,91.6,0.0,456.85988369492605,58.521416,2601,23.592451,0.921872965991497,12,0.27339613,193778
0.00396224,0.14077047,1358.8202934265137,93.45,0.0,466.95849423723087,60.156593,2612,23.593588,0.8306480646133423,11,0.14077047,194761
0.013276655,0.2684883,1366.5972559452057,91.275,0.0,448.8865721960884,59.16366,2623,23.588072,0.8570362329483032,11,0.2684883,195824
0.01353579,0.24223696,1374.3424348831177,91.275,0.0,452.13416966398,58.25879,2635,23.57977,0.858330175280571,12,0.24223696,196905
0.003812809,0.12750737,1381.6144623756409,92.5,0.0,452.51199839301296,57.959496,2646,23.584002,0.8793058320879936,11,0.12750737,197949
0.013537194,0.25099844,1388.7981884479523,94.025,0.0,455.47632778492846,57.157707,2656,23.593094,0.8670760244131088,10,0.25099844,198948
0.014284179,0.2681511,1396.0130248069763,93.85,0.0,456.75157044455864,57.238026,2667,23.588888,0.8976000025868416,11,0.2681511,199944
0.014232114,0.29275435,1403.2944872379303,93.6,0.0,453.00205700157585,57.40866,2678,23.585184,0.902762234210968,11,0.29275435,200905
