meankl,EpRewMean,EpisodesSoFar,entloss,optimgain,TimeElapsed,EpThisIter,TimestepsSoFar,EpLenMean,surrgain,EpTrueRewMean,entropy,ev_tdlam_before
0.007235065,18.87528,46,0.0,0.13522439,7.199877023696899,46,3048,22.225,0.13522439,105.75036163612768,24.122818,0.5898617208003998
0.0068699913,14.393425,88,0.0,0.17638144,13.37859034538269,42,6120,24.225,0.17638144,112.884201951393,24.153322,0.4699041247367859
0.0069362554,15.875575,125,0.0,0.14898258,19.612870931625366,37,9207,28.125,0.14898258,132.4724740034399,24.149654,0.4138661026954651
0.0072814794,16.397375,160,0.0,0.14709644,25.912702083587646,35,12369,29.7,0.14709644,140.8513149444488,24.175114,0.43235892057418823
0.007295196,18.32582,191,0.0,0.15335906,32.186378955841064,31,15444,32.4,0.15335906,151.68743871003844,24.128645,0.4405035972595215
0.0071587544,20.905704,220,0.0,0.1776469,38.48845672607422,29,18480,34.325,0.1776469,161.10431155261003,24.128342,0.49889445304870605
0.0072927047,23.219196,247,0.0,0.16934432,44.77046060562134,27,21597,38.5,0.16934432,180.46853377596372,24.11865,0.3574572801589966
0.007952327,29.114147,268,0.0,0.15543832,51.1676926612854,21,24777,43.875,0.15543832,208.07841866332973,24.127361,0.4350641369819641
0.007996246,32.287098,292,0.0,0.1549555,57.47878098487854,24,27903,46.65,0.1549555,225.55539584718608,24.12386,0.5199596583843231
0.007674612,31.25272,314,0.0,0.15619309,63.871989250183105,22,31047,45.25,0.15619309,219.98964895187095,24.125002,0.544070690870285
0.008210527,34.194565,335,0.0,0.16831504,70.23146414756775,21,34152,48.1,0.16831504,228.7536515222646,24.12384,0.5299094617366791
0.007976508,36.314354,353,0.0,0.17405379,76.4920539855957,18,37158,52.525,0.17405379,245.81968263362836,24.075424,0.5128304362297058
0.007815142,35.54832,373,0.0,0.16748056,82.88897132873535,20,40218,53.075,0.16748056,253.94502790096195,24.027527,0.5950091481208801
0.008696038,35.204727,391,0.0,0.18379314,89.2949845790863,18,43266,53.875,0.18379314,260.47074799347126,24.007,0.7031442523002625
0.007989198,36.932945,410,0.0,0.18924141,95.69547510147095,19,46284,54.3,0.18924141,261.1870026487957,24.000246,0.5803726315498352
0.007997377,39.508526,426,0.0,0.17164472,102.076491355896,16,49248,58.075,0.17164472,280.0454063340484,23.958172,0.6349872946739197
0.0076384298,45.204865,442,0.0,0.23989385,108.43712520599365,16,52416,61.575,0.23989385,298.18891685956635,23.961014,0.6735512018203735
0.008490143,56.052967,458,0.0,0.21830893,114.91038060188293,16,55704,67.05,0.21830893,326.4902952919996,23.947674,0.6908482909202576
0.008375267,51.0964,474,0.0,0.1813249,121.27265572547913,16,58725,65.225,0.1813249,321.299018554949,23.964289,0.7115695774555206
0.008268245,48.164497,488,0.0,0.21723515,127.65765166282654,14,61704,66.45,0.21723515,329.16143399444417,23.949953,0.453704297542572
0.008925548,56.013695,501,0.0,0.19721651,134.14756512641907,13,64920,72.35,0.19721651,356.9690595159489,23.953363,0.6499374210834503
0.008560082,54.523937,517,0.0,0.16558671,140.61172604560852,16,68118,71.825,0.16558671,357.2968828974505,23.93896,0.7148007750511169
0.008391965,48.326775,534,0.0,0.16967085,147.0793478488922,17,71220,67.8,0.16967085,339.3755698652314,23.900227,0.6295874714851379
0.009629535,46.99636,548,0.0,0.19347632,153.4613606929779,14,74199,67.275,0.19347632,333.5494144197163,23.896235,0.6692975461483002
0.008465093,45.564354,563,0.0,0.18059358,159.88078808784485,15,77277,66.95,0.18059358,327.3205742710762,23.892332,0.657441109418869
0.00899115,48.501385,575,0.0,0.20679107,166.396808385849,12,80241,72.9,0.20679107,356.6361218163641,23.86125,0.7198817729949951
0.0096884,44.224937,590,0.0,0.18893495,172.91409754753113,15,83292,71.725,0.18893495,347.23006288194017,23.825214,0.7545056790113449
0.009019176,42.21914,606,0.0,0.18455009,179.35588574409485,16,86442,71.225,0.18455009,347.4191089952019,23.803547,0.76076939702034
0.0082918815,42.34823,621,0.0,0.19176756,185.82690453529358,15,89559,67.15,0.19176756,330.4723084924117,23.817144,0.7259229719638824
0.009567393,42.136456,636,0.0,0.18874371,192.30276370048523,15,92733,66.125,0.18874371,325.25946642874914,23.797346,0.6826315522193909
0.008614439,49.73481,651,0.0,0.20609015,198.7744541168213,15,96018,71.75,0.20609015,354.1957446486505,23.803484,0.7624704539775848
0.009327248,53.138298,664,0.0,0.20899342,205.2370307445526,13,98895,73.1,0.20899342,357.28833195257596,23.788267,0.6857952773571014
0.009568829,54.708843,676,0.0,0.21906337,211.60681796073914,12,101994,77.175,0.21906337,376.64882483931433,23.782892,0.6831117868423462
0.009291114,50.73835,691,0.0,0.20677814,218.05478930473328,15,105249,76.925,0.20677814,376.7686542694742,23.782696,0.814483642578125
