EpLenMean,TimestepsSoFar,EpTrueRewMean,TimeElapsed,meankl,optimgain,EpThisIter,entropy,EpisodesSoFar,EpRewMean,entloss,ev_tdlam_before,surrgain
592.55,798483,1729.5883153544062,1138.7639334201813,0.012049897,0.12482485,2,6.690875,765,566.8214,0.0,0.935299277305603,0.12482485
604.35,801015,1765.5767424605947,1143.123571395874,0.010232621,0.1307824,1,6.7120314,766,579.6456,0.0,0.9208782985806465,0.1307824
595.725,801582,1724.5539208589537,1147.484702348709,0.01048701,0.1032656,1,6.706439,767,568.3634,0.0,0.9170976355671883,0.1032656
590.9,804003,1703.2744705902783,1151.8392553329468,0.010197623,0.16088767,1,6.7250986,768,564.72986,0.0,0.7985461801290512,0.16088767
597.95,805590,1725.135004934483,1156.2398014068604,0.010853313,0.121803515,1,6.7183657,769,571.64404,0.0,0.8867095708847046,0.121803515
594.25,806679,1715.3645547910965,1160.6090784072876,0.010783103,0.13834743,1,6.649235,770,568.9829,0.0,0.9349139556288719,0.13834743
587.725,808896,1702.5549136639129,1164.9675209522247,0.009958658,0.12507737,1,6.6520424,771,566.89484,0.0,0.7921128273010254,0.12507737
579.55,812610,1674.7349818862808,1169.320794582367,0.01182763,0.097513154,2,6.645952,773,557.7441,0.0,0.5954976379871368,0.097513154
575.65,817959,1668.6126895279317,1173.6839625835419,0.01066447,0.09573807,3,6.641645,776,557.5553,0.0,0.8137854486703873,0.09573807
570.25,821820,1649.9380576314168,1177.9907643795013,0.009332834,0.10232324,2,6.629085,778,555.2666,0.0,0.7809922248125076,0.10232324
553.425,824679,1604.4861007273453,1182.331327676773,0.01090547,0.11777708,2,6.6150517,780,541.79706,0.0,0.9209237173199654,0.11777708
569.925,828555,1648.874024278127,1186.7020344734192,0.01177074,0.09757745,2,6.6573915,782,555.34033,0.0,0.5655122101306915,0.09757745
564.525,831528,1627.213064498974,1191.1106750965118,0.011300572,0.10167186,3,6.634888,785,545.1763,0.0,0.8736763745546341,0.10167186
564.525,834528,1624.159420497002,1195.5524837970734,0.012587588,0.098756656,1,6.612242,786,545.3324,0.0,-0.19955265522003174,0.098756656
563.3,835266,1618.51737861866,1199.930430650711,0.013394959,0.11138441,1,6.5738344,787,542.856,0.0,0.8102525770664215,0.11138441
577.675,839925,1664.4804867353027,1204.3861389160156,0.011434202,0.104227394,2,6.6136656,789,558.8041,0.0,0.5593542754650116,0.104227394
577.675,842925,1667.253294960755,1208.80535030365,0.010144753,0.100086376,1,6.599239,790,560.18756,0.0,0.07640868425369263,0.100086376
557.85,846408,1608.296805054214,1213.166137456894,0.012557054,0.105248794,3,6.5911303,793,544.8397,0.0,0.8153725862503052,0.105248794
574.0,849408,1648.62892717838,1217.5887117385864,0.010072355,0.102740705,1,6.586427,794,559.35614,0.0,0.5509071052074432,0.102740705
587.825,854289,1691.455392656563,1222.03222489357,0.010479034,0.10912773,3,6.577378,797,573.1002,0.0,0.9605770520865917,0.10912773
583.875,856815,1680.3696371674923,1226.4077305793762,0.011586283,0.10772314,1,6.5598183,798,571.505,0.0,0.7402957677841187,0.10772314
589.275,858174,1690.0993201796034,1230.78098487854,0.010906198,0.114231125,1,6.539443,799,575.2804,0.0,0.8611644208431244,0.114231125
597.3,862899,1689.716219768489,1235.1741678714752,0.010620964,0.09938093,2,6.542739,801,577.82544,0.0,0.8922891318798065,0.09938093
610.0,865899,1714.4216612157804,1239.5929419994354,0.010316342,0.14080508,1,6.5582457,802,587.38806,0.0,-0.3187016248703003,0.14080508
614.4,867795,1723.7664518236757,1243.9922122955322,0.011634575,0.09885486,1,6.534297,803,590.3298,0.0,0.9096106588840485,0.09885486
619.25,870795,1732.227598835562,1248.4145843982697,0.009400346,0.07347159,1,6.5843687,804,593.4502,0.0,-0.053307533264160156,0.07347159
627.6,873795,1748.8864615327898,1252.8015608787537,0.01232098,0.094552614,1,6.5941167,805,599.29333,0.0,-0.0550307035446167,0.094552614
631.225,877329,1758.7529919370754,1257.2540335655212,0.011785657,0.1198409,2,6.611202,807,601.60364,0.0,0.8980900123715401,0.1198409
623.275,878796,1739.3276558048074,1261.5979943275452,0.011020411,0.13491479,1,6.628888,808,593.359,0.0,0.7926523685455322,0.13491479
624.075,881568,1738.6609062726718,1265.9736711978912,0.010953071,0.1301698,2,6.6908097,810,594.0303,0.0,0.8834969475865364,0.1301698
615.675,882777,1711.7537084694304,1270.3208856582642,0.010450028,0.12821159,1,6.644474,811,586.3151,0.0,0.9376441650092602,0.12821159
613.45,886224,1708.1949707792537,1274.6784329414368,0.014587727,0.10265371,2,6.6148686,813,583.61523,0.0,0.5164106488227844,0.10265371
609.25,889767,1699.4680770038794,1279.1081521511078,0.011258174,0.10803057,2,6.6797023,815,579.9734,0.0,0.5810462236404419,0.10803057
622.45,892653,1746.3484703074894,1283.477260351181,0.011032398,0.10836158,1,6.726271,816,592.9351,0.0,0.8695422261953354,0.10836158
618.025,895983,1734.358032946718,1287.759310245514,0.012896102,0.10107656,2,6.743333,818,586.72394,0.0,0.8933879360556602,0.10107656
624.55,899625,1756.7307322247077,1292.1222608089447,0.011635879,0.2197015,2,6.7021947,820,593.24365,0.0,0.8235875219106674,0.2197015
624.55,902625,1754.791171048658,1296.4196965694427,0.008332118,0.09516652,1,6.7024107,821,590.7125,0.0,0.15115755796432495,0.09516652
642.25,905625,1803.2983228470453,1300.8062574863434,0.013226857,0.080250844,1,6.707153,822,605.89685,0.0,0.08705264329910278,0.080250844
658.425,908625,1853.5139392184126,1305.197293996811,0.010637285,0.081330314,1,6.6694164,823,621.2142,0.0,-0.41449177265167236,0.081330314
678.425,911625,1905.5654033694832,1309.547437429428,0.010412645,0.10163584,1,6.650386,824,638.5528,0.0,0.002034902572631836,0.10163584
692.475,914625,1951.0440462089355,1313.9081292152405,0.009791797,0.09774548,1,6.6594195,825,653.56146,0.0,0.580790251493454,0.09774548
692.475,917625,1959.6462522714464,1318.250739812851,0.010394351,0.08834818,1,6.6256566,826,653.9356,0.0,0.03905385732650757,0.08834818
711.325,920625,2017.4100616654541,1322.6150403022766,0.010352803,0.11139497,1,6.5879507,827,670.6848,0.0,-0.20548748970031738,0.11139497
711.325,923625,2019.1933955464847,1327.0099248886108,0.0118169915,0.09329017,1,6.574772,828,671.1295,0.0,0.019603073596954346,0.09329017
700.175,926946,1996.4387389232331,1331.6727378368378,0.010189393,0.13993709,2,6.6074266,830,665.505,0.0,0.9148410707712173,0.13993709
717.475,930336,2047.3677824341073,1336.078420162201,0.010746555,0.16600515,2,6.588989,832,681.0492,0.0,0.896677128970623,0.16600515
724.4,933336,2063.6294651532526,1340.4936573505402,0.01018126,0.14903747,1,6.558853,833,686.5675,0.0,-0.15361332893371582,0.14903747
701.775,936384,1997.8121320963596,1344.9419784545898,0.010587909,0.11816421,2,6.556154,835,663.3631,0.0,0.9086958840489388,0.11816421
695.7,937773,1980.1690963908059,1349.3557357788086,0.010619512,0.1196779,2,6.5441933,837,656.70557,0.0,0.9271203726530075,0.1196779
697.125,941829,1992.0086433824756,1353.7167704105377,0.011167461,0.10971366,2,6.5770445,839,658.9292,0.0,0.5628204643726349,0.10971366
697.3,944829,1993.9328037666187,1358.061891078949,0.0104155,0.08451073,1,6.554429,840,657.2707,0.0,-0.02161884307861328,0.08451073
692.175,948960,2006.7105669694097,1362.3988282680511,0.012613049,0.11664648,2,6.5525093,842,656.7787,0.0,0.6764962673187256,0.11664648
688.95,953469,1993.8628358447772,1366.7133889198303,0.010189116,0.1221719,2,6.5087705,844,652.5287,0.0,0.3362433910369873,0.1221719
688.95,956469,1997.9550324051793,1371.0746567249298,0.009786116,0.06910439,1,6.494503,845,652.59015,0.0,-0.018878936767578125,0.06910439
682.8,957903,1990.5300088383628,1375.4779317378998,0.010755073,0.11407842,1,6.4915624,846,648.97253,0.0,0.774003341794014,0.11407842
693.2,960513,2018.4148635968115,1379.7873203754425,0.010829219,0.08741082,1,6.531737,847,655.6395,0.0,0.8438442945480347,0.08741082
693.1,961968,2020.5409957375311,1384.152794122696,0.009526946,0.09435381,1,6.536437,848,655.7821,0.0,0.7749049514532089,0.09435381
706.5,964509,2061.854722099558,1388.5373232364655,0.010581997,0.1077769,1,6.576848,849,667.7902,0.0,0.8526789247989655,0.1077769
716.175,967509,2084.1825573916867,1392.9010059833527,0.009272225,0.0817838,1,6.5640264,850,673.9427,0.0,0.0052703022956848145,0.0817838
720.6,969249,2097.1587396892455,1397.262053489685,0.011358592,0.1380299,1,6.546067,851,677.72705,0.0,0.6886218786239624,0.1380299
732.05,974070,2134.9546073240463,1401.7075209617615,0.0100496225,0.115286626,2,6.5298414,853,690.04285,0.0,0.9393410868942738,0.115286626
736.375,978132,2147.770580241484,1406.1198418140411,0.01182736,0.13753277,2,6.524287,855,695.78186,0.0,0.8709443211555481,0.13753277
737.325,981132,2149.2048395128813,1410.4921264648438,0.01060831,0.08565547,1,6.532225,856,695.69446,0.0,-0.05046272277832031,0.08565547
742.875,984054,2172.361085485697,1414.9342222213745,0.010412065,0.122738235,1,6.5028734,857,702.6646,0.0,0.7872134298086166,0.122738235
758.925,987054,2224.42510766558,1419.3347537517548,0.010858232,0.095886044,1,6.4911966,858,717.32996,0.0,0.22514879703521729,0.095886044
762.775,989763,2228.373201655528,1423.9015517234802,0.011564657,0.11377783,1,6.4607687,859,718.0897,0.0,0.7171989679336548,0.11377783
755.9,993333,2226.171643631918,1430.7308340072632,0.010140332,0.10798032,2,6.454345,861,716.28503,0.0,0.8972271382808685,0.10798032
736.775,994038,2169.870833828744,1436.3244030475616,0.011569833,0.12076897,1,6.422363,862,698.65076,0.0,0.698727011680603,0.12076897
726.125,998760,2141.838210370503,1442.0609424114227,0.010666332,0.10038154,2,6.4462843,864,685.34033,0.0,0.5634791851043701,0.10038154
718.1,1000797,2122.180193737175,1447.805969953537,0.01147178,0.12336238,1,6.396104,865,677.29553,0.0,0.9102240279316902,0.12336238
