surrgain,EpRewMean,EpLenMean,TimestepsSoFar,optimgain,EpThisIter,meankl,EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,entropy,TimeElapsed,entloss
0.16240576,466.7518350151819,94.775,484344,0.16240576,11,0.0041390364,2250,466.7518350151819,0.9096914678812027,23.268534,1429.051037788391,0.0
0.25898865,475.29051239748713,97.0,487218,0.25898865,10,0.013938154,2260,475.29051239748713,0.9479376412928104,23.266533,1438.2639601230621,0.0
0.13044125,475.08142018282143,96.525,490386,0.13044125,11,0.004075072,2271,475.08142018282143,0.9376374892890453,23.264654,1447.441462278366,0.0
0.33357197,467.41052687819945,94.475,493548,0.33357197,11,0.014691509,2282,467.41052687819945,0.9203310459852219,23.262693,1456.581297636032,0.0
0.2705498,471.32668675875993,93.725,496647,0.2705498,12,0.014109099,2294,471.32668675875993,0.9219748079776764,23.269112,1465.690999507904,0.0
0.25707465,460.40518647320823,91.15,499815,0.25707465,12,0.014207071,2306,460.40518647320823,0.9255042001605034,23.26725,1474.8841381072998,0.0
0.27445936,436.06036933723635,86.625,502887,0.27445936,12,0.013327405,2318,436.06036933723635,0.9341653510928154,23.26414,1483.9937863349915,0.0
0.28650898,434.8892445547657,86.35,505953,0.28650898,12,0.0139591545,2330,434.8892445547657,0.9346262738108635,23.269451,1493.0015432834625,0.0
0.38443276,441.03281645997083,87.5,509169,0.38443276,11,0.014326161,2341,441.03281645997083,0.8902829512953758,23.269936,1502.0198168754578,0.0
0.2955425,459.22784504424783,90.8,512001,0.2955425,10,0.014186305,2351,459.22784504424783,0.9350122213363647,23.263205,1511.1355392932892,0.0
0.24894829,450.81927686932977,90.025,514986,0.24894829,12,0.014315341,2363,450.81927686932977,0.9438459500670433,23.261007,1520.230741262436,0.0
0.36782175,462.93219033458234,92.95,518223,0.36782175,10,0.014699146,2373,462.93219033458234,0.8719280958175659,23.254389,1529.3790864944458,0.0
0.30690402,452.3495219220795,90.55,521301,0.30690402,12,0.014495563,2385,452.3495219220795,0.9188421815633774,23.262123,1538.3845767974854,0.0
0.36528462,468.29170324761037,93.325,524457,0.36528462,11,0.014708016,2396,468.29170324761037,0.9402813874185085,23.255632,1547.4596564769745,0.0
0.26595932,470.70570232403514,94.75,527454,0.26595932,11,0.013911051,2407,470.70570232403514,0.9312110245227814,23.256903,1556.5570192337036,0.0
0.2664959,454.35834292019535,91.45,530505,0.2664959,11,0.01403218,2418,454.35834292019535,0.9055071249604225,23.256586,1565.63218832016,0.0
0.33630776,462.2427051013011,93.25,533895,0.33630776,12,0.014312889,2430,462.2427051013011,0.9410389773547649,23.25568,1574.6766993999481,0.0
0.14685616,464.55946674639745,93.55,537144,0.14685616,11,0.0040387562,2441,464.55946674639745,0.935549296438694,23.253908,1583.822972536087,0.0
0.27565712,479.8661635820117,96.525,540090,0.27565712,10,0.013559641,2451,479.8661635820117,0.922613300383091,23.248285,1592.9434978961945,0.0
0.13770513,463.64863304652226,93.9,543003,0.13770513,11,0.0038359654,2462,463.64863304652226,0.9220432192087173,23.246748,1602.0885558128357,0.0
0.27273637,467.19671392099133,94.05,545937,0.27273637,10,0.01373508,2472,467.19671392099133,0.9399342127144337,23.241194,1611.1740097999573,0.0
0.31037962,482.05613314246386,97.15,549018,0.31037962,10,0.013780771,2482,482.05613314246386,0.8851022347807884,23.238934,1620.218656539917,0.0
0.13253234,462.08345562785127,92.625,551973,0.13253234,12,0.003905578,2494,462.08345562785127,0.9420452080667019,23.239504,1629.2872705459595,0.0
0.3016402,470.4544071740296,93.8,555114,0.3016402,11,0.014763162,2505,470.4544071740296,0.9351291730999947,23.244062,1638.3528246879578,0.0
0.15536214,473.90663936904605,95.25,558180,0.15536214,10,0.004216226,2515,473.90663936904605,0.8759081289172173,23.244223,1647.4479892253876,0.0
0.14391975,462.3362021166257,92.275,561300,0.14391975,12,0.004109391,2527,462.3362021166257,0.9257221221923828,23.243635,1656.4724025726318,0.0
0.1400669,449.3381863291685,89.925,564372,0.1400669,12,0.00392232,2539,449.3381863291685,0.9028094336390495,23.242012,1666.0667436122894,0.0
0.28270984,417.7040988751902,83.275,567513,0.28270984,13,0.0141859185,2552,417.7040988751902,0.8954550474882126,23.247234,1675.9952132701874,0.0
0.15961276,433.1099969977273,86.325,570561,0.15961276,11,0.0043273075,2563,433.1099969977273,0.9159106910228729,23.247557,1684.5934681892395,0.0
0.14562066,422.8570213735221,84.675,573885,0.14562066,13,0.0038010667,2576,422.8570213735221,0.9217770397663116,23.247002,1693.2883269786835,0.0
0.27274382,433.0846759209342,88.725,577041,0.27274382,11,0.014700843,2587,433.0846759209342,0.92441026866436,23.245604,1702.1418497562408,0.0
0.31513295,455.27409624433267,92.925,580041,0.31513295,10,0.014176987,2597,455.27409624433267,0.936914399266243,23.245626,1710.9112758636475,0.0
