surrgain,EpisodesSoFar,TimeElapsed,entropy,EpRewMean,TimestepsSoFar,meankl,entloss,optimgain,EpTrueRewMean,EpThisIter,ev_tdlam_before,EpLenMean
0.10339046,562,1287.9058713912964,7.0071545,1961.9795631765762,604380,0.009199029,0.0,0.10339046,1961.9795631765762,1,0.9391680583357811,699.075
0.079058,564,1294.0908379554749,6.998887,2018.057019203104,608730,0.008578536,0.0,0.079058,2018.057019203104,2,0.5935049653053284,715.375
0.0834847,565,1300.6153604984283,7.0183244,2069.84708137745,611730,0.009467667,0.0,0.0834847,2069.84708137745,1,0.19804340600967407,732.175
0.099629365,567,1306.8364005088806,7.0137286,2054.2510978362734,615660,0.009288358,0.0,0.099629365,2054.2510978362734,2,0.584695965051651,725.85
0.07430734,568,1313.0365343093872,7.0476084,2054.2021892542843,618660,0.008689862,0.0,0.07430734,2054.2021892542843,1,0.2118525505065918,725.85
0.0919156,569,1319.260987997055,7.0817294,2064.346759011116,621396,0.010777927,0.0,0.0919156,2064.346759011116,1,0.9115102738142014,723.65
0.09525481,570,1325.4693846702576,7.099108,2045.7809694844298,623463,0.00892351,0.0,0.09525481,2045.7809694844298,1,0.8618181496858597,721.575
0.14138697,571,1331.7445013523102,7.1510005,2071.8597174399256,626145,0.008967495,0.0,0.14138697,2071.8597174399256,1,0.8725517243146896,732.85
0.0862008,573,1338.056815624237,7.134648,2099.124807960251,632076,0.009966849,0.0,0.0862008,2099.124807960251,2,0.38821786642074585,744.475
0.0970459,574,1344.3536777496338,7.1295333,2129.249543892086,634005,0.008990366,0.0,0.0970459,2129.249543892086,1,0.9183897599577904,753.85
0.07959163,575,1350.684722185135,7.13977,2118.4483591015296,637005,0.009728221,0.0,0.07959163,2118.4483591015296,1,0.1632387638092041,753.85
0.078713015,576,1356.9958090782166,7.1220713,2173.105483733138,640005,0.009276278,0.0,0.078713015,2173.105483733138,1,-0.000569462776184082,773.25
0.070171565,577,1363.2611796855927,7.1503735,2204.879435792207,643005,0.009442462,0.0,0.070171565,2204.879435792207,1,0.3768153190612793,778.05
0.08495396,578,1369.5939750671387,7.131575,2217.637726293039,645051,0.008466056,0.0,0.08495396,2217.637726293039,1,0.9150902256369591,783.75
0.07932989,580,1375.9242012500763,7.1467156,2159.9955782261763,649104,0.009621939,0.0,0.07932989,2159.9955782261763,2,0.8302600532770157,769.45
0.09311114,582,1382.21107006073,7.09154,2153.423779456157,652548,0.009605141,0.0,0.09311114,2153.423779456157,2,0.8986040279269218,767.675
0.09174411,584,1388.575054883957,7.071712,2123.564414493376,655380,0.009060498,0.0,0.09174411,2123.564414493376,2,0.8589397966861725,757.75
0.0940371,585,1394.874665737152,7.0862384,2181.3733104109597,657849,0.010522857,0.0,0.0940371,2181.3733104109597,1,0.8128737956285477,773.5
0.08329465,586,1401.1523396968842,7.0976734,2188.9340521872746,660849,0.010656232,0.0,0.08329465,2188.9340521872746,1,0.2522891163825989,777.8
0.061804634,587,1407.4792997837067,7.148729,2187.4856070598316,663849,0.010149482,0.0,0.061804634,2187.4856070598316,1,0.07266110181808472,777.8
0.094640255,589,1413.7569465637207,7.139713,2189.087203838194,668307,0.0092295585,0.0,0.094640255,2189.087203838194,2,0.8288333714008331,772.2
0.073505804,590,1420.0740718841553,7.1211715,2166.4058268165777,671307,0.00890792,0.0,0.073505804,2166.4058268165777,1,-0.014081716537475586,772.2
