optimgain,EpThisIter,EpRewMean,surrgain,EpTrueRewMean,meankl,entropy,entloss,ev_tdlam_before,TimeElapsed,TimestepsSoFar,EpisodesSoFar,EpLenMean
0.03206399,2,796.2438,0.03206399,886.8050816649229,0.0073632244,4.5486503,0.0,0.008083164691925049,347.9459512233734,282477,213,832.2
0.051714387,1,808.1653,0.051714387,900.5535254820295,0.0077915485,4.551478,0.0,-0.05483269691467285,351.63596057891846,285477,214,845.525
0.038641535,1,829.10583,0.038641535,923.8506577232474,0.0078278,4.560949,0.0,0.012669801712036133,355.4409673213959,288477,215,867.55
0.028837387,1,835.9254,0.028837387,931.5525361480419,0.007094587,4.519857,0.0,0.008870363235473633,359.17415475845337,291477,216,875.025
0.043549784,1,842.9346,0.043549784,939.2718637800797,0.0076857302,4.5124154,0.0,0.013535857200622559,363.0498991012573,294477,217,882.575
0.04825495,1,841.9992,0.04825495,939.2140667769369,0.0069522187,4.497463,0.0,0.01996976137161255,367.0109181404114,297477,218,882.575
0.036145218,1,841.70215,0.036145218,939.1722413518313,0.007668696,4.4901333,0.0,0.018819093704223633,370.81126642227173,300477,219,882.575
0.029778706,2,841.41046,0.029778706,938.8982690002333,0.005948326,4.4936743,0.0,0.01802206039428711,374.7786645889282,306477,221,882.575
0.034872264,1,840.8439,0.034872264,938.652875397704,0.008544474,4.4660015,0.0,-0.014945030212402344,378.7891962528229,309477,222,882.575
0.037041217,1,840.37354,0.037041217,938.2054000007165,0.0076389043,4.433634,0.0,0.016396522521972656,382.59654712677,312477,223,882.575
0.049810715,2,825.6627,0.049810715,922.8572665600681,0.009021336,4.4279575,0.0,0.7592101395130157,386.50224018096924,316656,225,867.4
0.032165192,1,837.1636,0.032165192,935.6286508070091,0.0075570424,4.4690213,0.0,0.010716080665588379,390.32006001472473,319656,226,880.275
0.02900432,1,838.1339,0.02900432,935.8624543347053,0.0071173613,4.470664,0.0,0.03957158327102661,394.1581983566284,322656,227,880.275
0.029651765,1,859.21594,0.029651765,959.4505176061309,0.008291215,4.4498563,0.0,0.038715362548828125,397.94704723358154,325656,228,902.875
0.030061258,1,858.2074,0.030061258,959.235342140161,0.0075479858,4.4912667,0.0,0.12329411506652832,401.7315135002136,328656,229,902.875
0.04155088,1,879.33527,0.04155088,981.8929518865101,0.008471986,4.4988456,0.0,0.0118788480758667,405.64410281181335,331656,230,924.6
0.029422022,1,879.71765,0.029422022,981.5749739006864,0.0070347125,4.475091,0.0,-0.0034562349319458008,409.47048258781433,334656,231,924.6
0.033254728,1,878.95056,0.033254728,981.5076955490506,0.0074361945,4.496115,0.0,-0.03559219837188721,413.28834676742554,337656,232,924.6
0.028481554,1,879.3553,0.028481554,981.4344937221082,0.007909662,4.524658,0.0,0.00955110788345337,417.09058833122253,340656,233,924.6
0.03170743,1,879.3854,0.03170743,981.2537869957574,0.007416649,4.560872,0.0,0.09945255517959595,420.85848450660706,343656,234,924.6
0.041334406,1,878.15155,0.041334406,981.3872888510599,0.009051077,4.566772,0.0,-0.039259910583496094,424.67950344085693,346656,235,924.6
0.05023613,3,869.243,0.05023613,971.3735610653068,0.007978532,4.5522804,0.0,0.05396395921707153,428.5110414028168,351000,238,915.2
0.03385498,1,868.76794,0.03385498,971.7441426533035,0.006944594,4.5645146,0.0,0.01537477970123291,432.26346802711487,354000,239,915.2
0.03626228,1,869.1844,0.03626228,971.5761479064291,0.006396549,4.5896854,0.0,0.015062034130096436,435.99558305740356,357000,240,915.2
0.04165873,1,877.1986,0.04165873,979.6844720747616,0.0071866238,4.5719624,0.0,0.011002123355865479,439.7874798774719,360000,241,923.425
0.033412114,1,877.3088,0.033412114,979.451863786245,0.006765472,4.581965,0.0,-0.005625009536743164,443.5998754501343,363000,242,923.425
0.04368967,1,878.13184,0.04368967,978.8759857581845,0.0075425426,4.6000304,0.0,0.02105534076690674,447.39449763298035,366000,243,923.425
0.03910302,1,877.30145,0.03910302,978.8080810730764,0.0071296077,4.6451435,0.0,-0.04568827152252197,451.142205953598,369000,244,923.425
0.029274298,1,877.3657,0.029274298,978.4903850522475,0.007478114,4.644342,0.0,0.02864915132522583,454.9580285549164,372000,245,923.425
0.043696932,1,877.47736,0.043696932,979.130543839842,0.006890566,4.6328187,0.0,0.0004329681396484375,458.7163336277008,375000,246,924.275
0.033628784,1,877.0872,0.033628784,979.0565026761615,0.00786605,4.6358294,0.0,-0.01815032958984375,462.52763271331787,378000,247,924.275
0.032399528,1,877.2414,0.032399528,978.2543197519963,0.007820557,4.6095843,0.0,-0.008142948150634766,466.39264249801636,381000,248,924.275
0.038215347,1,897.6334,0.038215347,1000.6319746104125,0.009820672,4.585395,0.0,-0.02666175365447998,470.2456941604614,384000,249,946.025
0.03300993,1,897.2585,0.03300993,1000.1633192627207,0.007828266,4.5835934,0.0,0.027074694633483887,474.0848927497864,387000,250,946.025
0.024908924,1,896.49414,0.024908924,999.2523967148503,0.008118714,4.582066,0.0,0.04620629549026489,477.89970111846924,390000,251,946.025
0.031956147,2,896.2904,0.031956147,998.5601818721765,0.007071549,4.6107125,0.0,0.03794252872467041,481.7229483127594,396000,253,946.025
0.034527674,1,896.3997,0.034527674,998.1272937678798,0.008882329,4.5972905,0.0,-0.020845651626586914,485.43566703796387,399000,254,946.025
0.03156261,1,896.6221,0.03156261,997.4179040642532,0.0070886407,4.5986934,0.0,0.03470510244369507,489.24259185791016,402000,255,946.025
0.03145915,1,896.35645,0.03145915,997.1295740031622,0.0075987456,4.622926,0.0,0.0744900107383728,493.0440399646759,405000,256,946.025
0.028612366,1,896.09357,0.028612366,996.9047330024225,0.0077497186,4.6283503,0.0,0.004527270793914795,496.8404538631439,408000,257,946.025
0.044755004,1,895.847,0.044755004,996.3970977913192,0.007717262,4.6074624,0.0,0.03928595781326294,500.6566479206085,411000,258,946.025
0.03551948,1,895.84894,0.03551948,996.0646065417368,0.006437037,4.6028047,0.0,0.011763334274291992,504.4839458465576,414000,259,946.025
0.03659259,1,895.6709,0.03659259,996.1566632449292,0.007510683,4.597447,0.0,0.047704100608825684,508.27378273010254,417000,260,946.025
0.046634994,1,892.68,0.046634994,992.4509117748478,0.0081254095,4.6006107,0.0,-0.08606553077697754,512.1275269985199,419616,261,942.825
0.03275918,1,892.8797,0.03275918,992.3865678803813,0.0076265964,4.6524677,0.0,0.008504629135131836,515.998297214508,422616,262,942.825
0.038833205,1,892.87695,0.038833205,992.3250950319364,0.007185473,4.6673636,0.0,0.029087603092193604,519.781135559082,425616,263,942.825
0.034997962,1,899.10126,0.034997962,999.4076605614616,0.008212072,4.6484427,0.0,0.04309570789337158,523.5272765159607,428616,264,950.05
0.039211605,1,906.07324,0.039211605,1007.1073392126542,0.0075248834,4.6251826,0.0,0.041977643966674805,527.3686380386353,431616,265,958.0
0.026652444,1,906.18225,0.026652444,1007.1863443640698,0.0061966777,4.6179547,0.0,0.04937314987182617,531.1380348205566,434616,266,958.0
0.041884024,1,905.15155,0.041884024,1007.084174546941,0.0063041886,4.6153765,0.0,0.06927740573883057,534.9768567085266,437616,267,958.0
0.042458467,1,904.59454,0.042458467,1007.1073369384227,0.007988572,4.586181,0.0,0.07944375276565552,538.85125041008,440616,268,958.0
0.042050056,1,904.3589,0.042050056,1007.1470009652381,0.008171095,4.589748,0.0,0.05909055471420288,542.6426889896393,443616,269,958.0
0.05206752,2,896.8081,0.05206752,999.1750161825305,0.009778375,4.5467544,0.0,0.12984806299209595,546.4470148086548,448665,271,950.075
0.037173904,1,897.2311,0.037173904,998.9999830970831,0.007747867,4.5504217,0.0,0.007854163646697998,550.2913219928741,451665,272,950.075
0.03258874,2,897.17444,0.03258874,998.5736625515328,0.007569669,4.593404,0.0,0.0045201778411865234,554.1789708137512,457665,274,950.075
0.032758042,1,896.8639,0.032758042,998.4174459273145,0.007025238,4.621725,0.0,0.021055877208709717,557.9824120998383,460665,275,950.075
0.025341498,1,896.5675,0.025341498,998.0616479213959,0.008037377,4.6415653,0.0,0.02750396728515625,561.8420059680939,463665,276,950.075
0.029543005,1,916.8434,0.029543005,1020.0054563896086,0.008877958,4.627747,0.0,0.020240366458892822,565.6602339744568,466665,277,971.625
0.029929064,1,932.8096,0.029929064,1037.261085756034,0.007099435,4.625528,0.0,0.024576663970947266,569.4710876941681,469665,278,988.875
0.053648487,1,929.6211,0.053648487,1033.9738960701284,0.008293692,4.623149,0.0,0.9435360245406628,573.4016947746277,472227,279,985.225
0.035883516,1,929.4549,0.035883516,1033.8013254950026,0.008366199,4.611396,0.0,0.0008502602577209473,577.2044312953949,475227,280,985.225
0.026138052,1,929.79865,0.026138052,1033.6680177751314,0.008782666,4.6232924,0.0,0.02275717258453369,581.000824213028,478227,281,985.225
0.042828135,1,930.22675,0.042828135,1033.3771438604551,0.0075247455,4.6376543,0.0,0.02368903160095215,584.8689546585083,481227,282,985.225
0.034170687,1,929.54297,0.034170687,1033.3107419183968,0.009187492,4.6475215,0.0,0.03846937417984009,588.7333574295044,484227,283,985.225
0.05902143,1,928.9279,0.05902143,1033.106282767876,0.010988633,4.637873,0.0,-0.05846738815307617,592.5811417102814,487227,284,985.225
0.044474803,1,928.4232,0.044474803,1033.1917446309828,0.008017242,4.6106024,0.0,-0.03824484348297119,596.3906581401825,490227,285,985.225
0.04057254,1,928.6647,0.04057254,1033.1881253795514,0.0076864506,4.5897565,0.0,0.012520790100097656,600.2123870849609,493227,286,985.225
0.054367397,1,928.0941,0.054367397,1031.3693076729592,0.0067245928,4.5883527,0.0,0.0897911787033081,604.0799674987793,496017,287,983.475
0.06369136,2,917.13025,0.06369136,1016.4891994453495,0.008388206,4.5868125,0.0,0.5522977113723755,607.9220690727234,499860,289,965.5
0.051372685,2,896.0874,0.051372685,991.8211548325144,0.0073042503,4.5784845,0.0,-0.043758511543273926,611.7948026657104,502971,291,941.425
0.0432641,1,895.5947,0.0432641,991.9158329898604,0.008773088,4.573465,0.0,-0.009381890296936035,615.6327636241913,505971,292,941.425
0.044417467,1,895.5375,0.044417467,991.8072953655446,0.0077198735,4.5768027,0.0,0.10223650932312012,619.4602391719818,508971,293,941.425
0.03712204,1,895.67444,0.03712204,991.8396954968748,0.00799036,4.578404,0.0,0.03345632553100586,623.2586252689362,511971,294,941.425
0.0437826,1,895.38556,0.0437826,991.9458454400116,0.008201425,4.6069927,0.0,-0.017426609992980957,627.0427927970886,514971,295,941.425
0.038997427,1,895.11395,0.038997427,992.0362963734372,0.007031058,4.63617,0.0,-0.03466498851776123,630.8696277141571,517971,296,941.425
0.048333447,1,894.9125,0.048333447,991.8255062445489,0.0078362785,4.595861,0.0,-0.03747284412384033,634.6158001422882,520971,297,941.425
0.036895122,1,894.5316,0.036895122,991.9310578019061,0.0075935293,4.60293,0.0,0.06355494260787964,638.4500005245209,523971,298,941.425
0.04247938,1,894.73553,0.04247938,992.0322525095683,0.0070997365,4.639643,0.0,0.06291937828063965,642.2106955051422,526971,299,941.425
0.038797982,2,896.7536,0.038797982,995.4963024829682,0.0075418344,4.600993,0.0,0.06922388076782227,645.95063996315,532971,301,944.625
0.035436712,1,896.88477,0.035436712,995.6091165004079,0.0077480134,4.635045,0.0,0.08736872673034668,649.7765414714813,535971,302,944.625
0.0395427,1,897.16797,0.0395427,995.8609030541047,0.008029659,4.6535707,0.0,0.06953537464141846,653.5046565532684,538971,303,944.625
0.03920214,1,898.13684,0.03920214,995.9523593743612,0.008514876,4.6689196,0.0,-0.015450239181518555,657.3306272029877,541971,304,944.625
0.045956485,1,897.91296,0.045956485,996.1592282954683,0.0070965555,4.660882,0.0,-0.03709053993225098,661.0993463993073,544971,305,944.625
0.03933422,1,898.11365,0.03933422,996.221385717998,0.008907529,4.6742535,0.0,0.05678987503051758,664.9499354362488,547971,306,944.625
0.03887565,1,898.0207,0.03887565,996.4409083738952,0.0076266946,4.68476,0.0,0.18218469619750977,668.8405797481537,550971,307,944.625
0.041755863,1,898.4398,0.041755863,996.4330413682146,0.0074933153,4.6740513,0.0,-0.0026003122329711914,672.6456332206726,553971,308,944.625
0.05938758,3,861.7736,0.05938758,955.7557418531972,0.007261529,4.6595526,0.0,0.013119518756866455,676.4993453025818,557307,311,905.35
0.053862475,1,861.36975,0.053862475,955.804284597667,0.0066473903,4.6375794,0.0,0.08840775489807129,680.2676067352295,560307,312,905.35
0.045522947,1,861.05096,0.045522947,955.7662443509209,0.0076869335,4.6523848,0.0,-0.000988602638244629,684.0679352283478,563307,313,905.35
0.03979385,1,860.14954,0.03979385,955.6353791759342,0.008498165,4.6751094,0.0,-0.09364259243011475,687.9069786071777,566307,314,905.35
0.04274085,1,860.9299,0.04274085,955.2233267686746,0.008286161,4.6619854,0.0,-0.0805971622467041,691.630373954773,569307,315,905.35
0.032208234,1,860.2959,0.032208234,955.0640073169197,0.008041658,4.7102914,0.0,-0.006136298179626465,695.4776713848114,572307,316,905.35
0.03309575,1,859.5348,0.03309575,954.8631310900901,0.00806579,4.705118,0.0,-0.002256155014038086,699.3217716217041,575307,317,905.35
0.03485596,1,859.17676,0.03485596,954.4611160277193,0.008520409,4.7256417,0.0,-0.0005984306335449219,703.119056224823,578307,318,905.35
0.037400194,1,861.9422,0.037400194,956.9288191642876,0.008358669,4.726502,0.0,-0.0010591745376586914,706.8984310626984,581307,319,909.0
0.035174727,1,861.55585,0.035174727,956.5819165076904,0.008219185,4.7149053,0.0,0.0037845373153686523,710.7754366397858,584307,320,909.0
0.04507413,1,859.8454,0.04507413,956.530879033633,0.008109192,4.737019,0.0,-0.002319931983947754,714.5449419021606,587307,321,909.0
0.04081571,1,859.28094,0.04081571,956.3368772375288,0.009287287,4.72697,0.0,-0.002457857131958008,718.4108331203461,590307,322,909.0
0.055804744,1,858.86914,0.055804744,956.1577079930597,0.00981817,4.715216,0.0,0.00022166967391967773,722.1732280254364,593307,323,909.0
0.0389781,1,859.2957,0.0389781,956.0693193330986,0.008639355,4.7170477,0.0,-0.0020180940628051758,725.962726354599,596307,324,909.0
0.12874225,1,859.3247,0.12874225,953.4013364791812,0.010542075,4.738733,0.0,0.6359817981719971,729.7354991436005,598680,325,903.775
0.052748784,1,859.8058,0.052748784,953.3061915601132,0.007832319,4.749532,0.0,0.003072381019592285,733.4835526943207,601680,326,903.775
0.045362644,1,860.2379,0.045362644,954.9804806532838,0.0073164627,4.7525268,0.0,0.0035896897315979004,737.1739621162415,604680,327,905.525
0.037309133,1,859.58215,0.037309133,954.9238767708151,0.0075716823,4.762934,0.0,-0.002699136734008789,740.9928653240204,607680,328,905.525
0.055322155,2,849.03143,0.055322155,945.8540443729926,0.008367397,4.7823234,0.0,0.048989951610565186,744.8149964809418,610878,330,900.15
