EpTrueRewMean,EpisodesSoFar,TimestepsSoFar,ev_tdlam_before,entropy,entloss,surrgain,TimeElapsed,EpThisIter,meankl,EpRewMean,optimgain,EpLenMean
1.7226956774527626,43,3063,0.3069000840187073,8.495552,0.0,0.0611582,5.931551218032837,43,0.0073547903,24.143414,0.0611582,24.175
2.776557919472224,73,6132,0.494388222694397,8.429145,0.0,0.060088452,10.413306474685669,30,0.007172275,29.614288,0.060088452,31.175
11.882867083846431,92,9498,0.5948537886142731,8.433346,0.0,0.06487955,14.856320858001709,19,0.0065541025,41.72356,0.06487955,47.25
16.06172914666619,109,12663,0.6452984511852264,8.452512,0.0,0.061080273,19.259740829467773,17,0.0072179884,47.99742,0.061080273,56.875
24.96784864302985,123,16083,0.643912136554718,8.38428,0.0,0.06646097,23.638463735580444,14,0.0068577803,54.97294,0.06646097,67.825
33.093316424213754,133,19302,0.8176323920488358,8.361088,0.0,0.065662086,27.974921703338623,10,0.0063009793,63.510803,0.065662086,80.275
40.75585124683083,140,22380,0.8432371765375137,8.335008,0.0,0.062043384,32.3418128490448,7,0.006327258,72.166565,0.062043384,93.575
51.64333209134446,146,25044,0.7910259813070297,8.282046,0.0,0.05972705,36.68002533912659,6,0.006063069,81.19735,0.05972705,107.275
64.7623336882507,153,28116,0.8366042077541351,8.197753,0.0,0.06417334,41.06634259223938,7,0.006768752,89.984695,0.06417334,120.675
83.02975794422942,159,31290,0.8595695197582245,8.148128,0.0,0.058857627,45.450971364974976,6,0.0062695285,98.72099,0.058857627,134.025
109.52759339034836,163,34395,0.9158722311258316,8.130004,0.0,0.06138587,49.85742139816284,4,0.0054219114,111.46543,0.06138587,152.6
