EpThisIter,optimgain,EpTrueRewMean,EpisodesSoFar,TimeElapsed,TimestepsSoFar,EpLenMean,EpRewMean,surrgain,entropy,entloss,meankl,ev_tdlam_before
40,0.045365416,23.580049055931205,40,5.136398792266846,3072,25.6,39.85623,0.045365416,4.195407,0.0,0.0079520885,0.3110623359680176
18,0.039982095,44.24818266284128,58,9.080271005630493,6102,39.775,64.263084,0.039982095,4.0773864,0.0,0.0071922545,0.10931038856506348
12,0.04425741,70.77372938368094,70,12.927756309509277,9054,54.8,87.867714,0.04425741,4.057312,0.0,0.0076972675,0.2765420079231262
9,0.046385422,110.14900824588392,79,16.630207777023315,12105,75.475,120.04939,0.046385422,4.02459,0.0,0.0067702183,0.6564298570156097
8,0.046254613,145.636355462742,87,20.554173946380615,15129,93.35,146.02907,0.046254613,4.0202346,0.0,0.006502624,0.6406576037406921
7,0.043604188,175.63106116259482,94,24.442731618881226,18048,106.4,163.39539,0.043604188,4.020149,0.0,0.006498166,0.8063270300626755
6,0.04517555,207.34547305482585,100,28.24056077003479,20994,117.875,177.93198,0.04517555,3.963409,0.0,0.0064987848,0.9361185431480408
5,0.047735512,228.95855814400647,105,31.892845630645752,24366,134.925,198.89026,0.047735512,3.9346316,0.0,0.005950923,0.7932375073432922
5,0.04953962,259.25624913544783,110,35.56994557380676,27270,151.8,219.91035,0.04953962,3.881561,0.0,0.006441327,0.8981285020709038
4,0.042845123,274.49361790965617,114,39.24198246002197,30360,164.325,233.16968,0.042845123,3.8657224,0.0,0.0059170453,0.8737116158008575
4,0.05724205,309.93340973509146,118,42.952401638031006,34695,190.05,264.95227,0.05724205,3.8815062,0.0,0.005487997,0.8165842145681381
3,0.05487731,331.3184477066899,121,46.658551931381226,37650,207.325,285.71997,0.05487731,3.8566585,0.0,0.005491415,0.7916665226221085
1,0.05149182,352.7924593183881,122,50.368212938308716,40650,228.525,310.852,0.05149182,3.85083,0.0,0.0055046612,0.1321554183959961
1,0.029718002,375.7088603170499,123,54.075151443481445,43650,250.95,337.4577,0.029718002,3.8418946,0.0,0.006607234,-0.0174485445022583
1,0.043852206,380.18090999645193,124,57.67176628112793,44427,253.85,340.60052,0.043852206,3.8688054,0.0,0.0056814332,0.973996127024293
3,0.049443334,411.60076395721643,127,61.35363245010376,49257,284.4,373.61017,0.049443334,3.8399732,0.0,0.005853071,0.26923781633377075
1,0.03624788,434.48390934681146,128,65.02551436424255,52257,306.775,397.93842,0.03624788,3.8512263,0.0,0.005334512,-0.08012175559997559
1,0.038275648,457.5488985017735,129,68.68928384780884,55257,328.85,421.3456,0.038275648,3.817167,0.0,0.0059103854,-0.04377400875091553
2,0.048259553,479.2010569839579,131,72.39611220359802,58725,351.75,444.02734,0.048259553,3.8084407,0.0,0.006308264,0.11086338758468628
2,0.054788426,495.4018097248187,133,76.07406687736511,62373,372.8,462.37494,0.054788426,3.7634811,0.0,0.006249482,-0.13933777809143066
1,0.047400624,515.5726456015102,134,79.74193000793457,65373,394.375,484.13116,0.047400624,3.7941585,0.0,0.006157481,0.039746999740600586
1,0.027725603,537.4508708954786,135,83.40074801445007,68373,415.275,505.53076,0.027725603,3.7651443,0.0,0.005510358,-0.01581597328186035
1,0.044434063,556.4940490315452,136,87.04798984527588,71373,435.85,525.68243,0.044434063,3.7301352,0.0,0.00647919,-0.11812162399291992
1,0.033178292,576.0494826032074,137,90.66165661811829,74373,456.975,546.15356,0.033178292,3.7528458,0.0,0.00711351,-0.0016254186630249023
1,0.047789857,587.5914258590465,138,94.3452513217926,76626,471.35,558.861,0.047789857,3.7693498,0.0,0.0053806603,0.23652935028076172
1,0.02774979,607.5802742051901,139,97.99741578102112,79626,492.875,579.1968,0.02774979,3.769257,0.0,0.007781183,-0.015221714973449707
1,0.034993116,626.9848791764016,140,101.7285087108612,82626,513.6,598.57196,0.034993116,3.7666926,0.0,0.007166909,-0.0011349916458129883
1,0.04408147,645.0631799650505,141,105.36874222755432,85626,531.8,614.7228,0.04408147,3.6954045,0.0,0.006660807,-0.0016075372695922852
