entloss,surrgain,EpLenMean,EpTrueRewMean,EpisodesSoFar,TimestepsSoFar,TimeElapsed,EpThisIter,EpRewMean,ev_tdlam_before,entropy,meankl,optimgain
0.0,0.08982854,424.425,788.1155453889882,328,201900,293.92453956604004,2,297.98932,0.8884724602103233,7.9786983,0.0065241535,0.08982854
0.0,0.11127925,416.0,782.1052371618775,331,205506,298.3249568939209,3,300.1632,0.8060397207736969,7.962021,0.0071338248,0.11127925
0.0,0.099850975,393.925,745.0274646680214,334,208857,302.6553566455841,3,291.60986,0.6910283267498016,7.95654,0.006654746,0.099850975
0.0,0.11352146,407.025,791.514935252424,337,212523,306.9934983253479,3,312.25702,0.7901293337345123,7.959946,0.0070428997,0.11352146
0.0,0.083773814,402.825,789.3655751141548,340,215823,311.34276056289673,3,312.93237,0.7893650084733963,7.9483786,0.007133361,0.083773814
0.0,0.11201665,411.35,796.9843098732119,342,219396,315.6817030906677,2,314.3791,0.8166191279888153,7.9368315,0.006134839,0.11201665
0.0,0.11331474,417.4,818.7096929762201,344,223422,320.03624749183655,2,323.0903,0.4765712022781372,7.916126,0.0075696707,0.11331474
0.0,0.10237831,431.375,856.779731996245,346,226956,324.38639783859253,2,334.82462,0.8694830685853958,7.908993,0.007188338,0.10237831
0.0,0.16888025,437.2,882.2798997676504,348,230055,328.7027699947357,2,343.75275,0.7520859390497208,7.906419,0.007748246,0.16888025
0.0,0.103063405,437.65,880.0560101946394,350,232593,333.03994059562683,2,341.40634,0.8580750375986099,7.9033775,0.007891225,0.103063405
0.0,0.10346177,429.7,864.7556093723488,351,233376,337.39481568336487,1,334.47122,0.6310532987117767,7.88721,0.0074945353,0.10346177
0.0,0.10870907,447.925,905.1272173373084,354,237096,341.6752815246582,3,348.6666,0.85832878947258,7.8791385,0.007973485,0.10870907
0.0,0.118213825,450.275,916.5632496570466,356,240087,346.03789615631104,2,349.1491,0.8018556833267212,7.873157,0.0069079776,0.118213825
0.0,0.12353033,458.3,940.3635518260013,358,243714,350.4509274959564,2,357.44604,0.7951533943414688,7.870484,0.0075245406,0.12353033
0.0,0.110867314,450.55,934.2367670143518,361,247191,354.8608705997467,3,349.2387,0.7528471350669861,7.8899574,0.007593845,0.110867314
0.0,0.115499,461.3,960.9968741198529,363,249993,359.2560875415802,2,356.3045,0.9172351658344269,7.888612,0.0073640877,0.115499
0.0,0.10191892,461.775,960.5967806864883,364,251316,363.65644884109497,1,353.93158,0.7117741107940674,7.8711667,0.0077213133,0.10191892
0.0,0.08985902,473.925,984.7305038743632,365,253689,368.0421259403229,1,360.6286,0.8616092205047607,7.8503566,0.007359829,0.08985902
0.0,0.12297087,480.525,1010.9445498066347,366,256689,372.47694540023804,1,367.13623,0.8188912719488144,7.8423615,0.0077413814,0.12297087
0.0,0.08843705,488.925,1042.6755653471596,368,260571,376.8442952632904,2,373.59424,0.6165065765380859,7.8395348,0.0073864735,0.08843705
0.0,0.11000096,487.15,1040.6917514959293,370,263097,381.25962495803833,2,369.14526,0.6407185792922974,7.8320184,0.007095209,0.11000096
0.0,0.091909885,508.675,1108.5543324250953,373,268791,385.66479659080505,3,384.73593,0.7741730660200119,7.8024907,0.006358023,0.091909885
0.0,0.10809827,518.325,1138.6589450739,375,272307,390.0679087638855,2,389.6681,0.8478146642446518,7.808346,0.007021312,0.10809827
0.0,0.094894275,526.725,1151.202445522732,376,274146,394.43776273727417,1,392.32022,0.8917696103453636,7.824694,0.007353401,0.094894275
0.0,0.11851996,530.625,1159.2097782191347,378,277314,398.8458836078644,2,391.1442,0.9246766790747643,7.8150597,0.0070427246,0.11851996
0.0,0.0967886,528.75,1160.101411531901,381,280740,403.2290503978729,3,388.44107,0.9135782420635223,7.8180504,0.007690951,0.0967886
0.0,0.12927178,525.6,1172.7740042633855,383,283812,407.59890699386597,2,391.51608,0.7105806767940521,7.8103056,0.008643114,0.12927178
0.0,0.0931405,518.35,1160.3933677940279,385,287907,412.01583075523376,2,381.93292,0.6069756150245667,7.8235965,0.00679252,0.0931405
0.0,0.10838052,525.825,1173.4363833386492,387,291489,416.41975688934326,2,384.1246,0.831029936671257,7.82526,0.0068260785,0.10838052
0.0,0.10564259,524.95,1178.5897951116676,389,293949,420.8403296470642,2,385.30328,0.8822229355573654,7.8250604,0.007222928,0.10564259
0.0,0.11689903,523.325,1191.982116172471,391,296175,425.16458559036255,2,390.80923,0.842207133769989,7.813736,0.00724423,0.11689903
0.0,0.0874652,529.7,1218.49914794176,393,299931,429.5148997306824,2,397.48495,0.8993559703230858,7.8073,0.0070312787,0.0874652
0.0,0.11716488,525.825,1216.93476645103,396,303186,433.8618366718292,3,399.01764,0.7108343839645386,7.813919,0.0075099366,0.11716488
0.0,0.09274323,532.05,1242.3872537356115,397,306186,438.236989736557,1,407.86694,0.4888721704483032,7.81744,0.007993923,0.09274323
0.0,0.091288984,539.05,1265.8688702313302,399,309837,442.59609031677246,2,412.87402,0.6664530634880066,7.822997,0.0071292324,0.091288984
0.0,0.13977036,537.225,1272.2080984172044,402,313041,446.94807624816895,3,417.72467,0.6096599698066711,7.8081083,0.007315224,0.13977036
