EpLenMean,EpTrueRewMean,EpisodesSoFar,TimeElapsed,ev_tdlam_before,optimgain,entloss,TimestepsSoFar,entropy,meankl,EpThisIter,EpRewMean,surrgain
664.525,2036.205421549626,692,1177.368599653244,0.9465090520679951,0.10318793,0.0,812673,6.227717,0.009343678,2,641.60345,0.10318793
662.575,2036.5885665240726,693,1181.734488248825,0.8221928030252457,0.123752534,0.0,815439,6.2100034,0.011012977,1,641.4535,0.123752534
656.95,2023.810104047449,695,1186.1341965198517,0.8402973115444183,0.10162828,0.0,818535,6.229965,0.010455127,2,637.1216,0.10162828
642.9,1990.1772384650408,696,1190.6083760261536,0.9451161660254002,0.17739005,0.0,819849,6.210209,0.009450745,1,626.96747,0.17739005
651.2,2011.351738183476,698,1195.0426111221313,0.7336968183517456,0.085404396,0.0,823533,6.2181444,0.009525587,2,633.4432,0.085404396
651.2,2014.0671399266062,699,1199.4534385204315,0.07008272409439087,0.07237862,0.0,826533,6.196843,0.010231138,1,634.9082,0.07237862
659.85,2046.0715759323036,700,1203.9037065505981,0.9740682896226645,0.10762371,0.0,829023,6.2138624,0.011603219,1,643.9201,0.10762371
659.85,2050.2363956228414,701,1208.3500356674194,0.11743509769439697,0.08026403,0.0,832023,6.218145,0.011774166,1,644.5828,0.08026403
641.575,1992.2221272037636,702,1212.8210890293121,0.9394318461418152,0.1019503,0.0,832830,6.1898003,0.009917059,1,629.0511,0.1019503
656.225,2031.8750332448276,703,1217.1162185668945,0.23155564069747925,0.09694704,0.0,835830,6.247726,0.009880928,1,640.09216,0.09694704
656.225,2027.1824631715413,704,1221.5595200061798,-0.038542747497558594,0.09369452,0.0,838830,6.239812,0.009416624,1,640.6074,0.09369452
665.675,2058.0492596439854,705,1226.0400323867798,0.9596566967666149,0.094489634,0.0,841398,6.190425,0.009786794,1,648.34143,0.094489634
659.5,2041.855578836686,706,1230.49387216568,0.9674173891544342,0.13023832,0.0,843657,6.1827583,0.01074525,1,645.337,0.13023832
672.6,2087.4384633836557,707,1234.9194576740265,0.9315202683210373,0.096947625,0.0,845289,6.1630244,0.010558854,1,659.0743,0.096947625
654.975,2051.2962101797466,709,1239.2899107933044,0.943825114518404,0.11185837,0.0,849174,6.2068496,0.010810695,2,649.28015,0.11185837
648.975,2031.1462735782927,711,1243.7427697181702,0.9223898500204086,0.0975173,0.0,852510,6.1898756,0.009755678,2,642.99426,0.0975173
656.55,2062.6954759420537,713,1248.191776752472,0.9830215517431498,0.100819476,0.0,855582,6.1788945,0.010008266,2,650.33185,0.100819476
649.9,2041.0171310077828,714,1252.6631634235382,0.9289660155773163,0.1032462,0.0,857784,6.1816254,0.009472702,1,642.75964,0.1032462
669.2,2113.10217754942,715,1257.068271636963,0.6280454099178314,0.10900374,0.0,860784,6.20845,0.010779035,1,661.5812,0.10900374
683.55,2167.137163823244,716,1261.4946258068085,0.6201367974281311,0.13708307,0.0,863784,6.1858974,0.009900166,1,675.38684,0.13708307
683.55,2163.766686980888,717,1265.9267737865448,-0.12644875049591064,0.07251047,0.0,866784,6.165726,0.009902733,1,674.7367,0.07251047
680.8,2161.3678547716167,719,1270.3172047138214,0.9576852694153786,0.11513363,0.0,870582,6.158269,0.0116278585,2,670.85236,0.11513363
687.225,2178.5849464320218,720,1274.7247786521912,0.10164451599121094,0.08948035,0.0,873582,6.14087,0.010501004,1,674.86804,0.08948035
687.0,2193.348044027295,722,1279.1265361309052,0.8746128529310226,0.09880366,0.0,877776,6.099913,0.010231744,2,676.28674,0.09880366
704.95,2253.8314286371815,723,1283.5497360229492,-0.21592223644256592,0.08599989,0.0,880776,6.089985,0.009383582,1,692.5466,0.08599989
726.4,2323.962911763006,724,1287.9380304813385,-0.14367258548736572,0.096244,0.0,883776,6.0722694,0.012107082,1,713.88074,0.096244
724.95,2319.5495611605234,725,1292.4000511169434,0.8895585536956787,0.09755073,0.0,884904,6.031879,0.009908544,1,712.8078,0.09755073
724.95,2318.615015926608,726,1296.8146557807922,-0.008195757865905762,0.08197382,0.0,887904,6.0194545,0.01172913,1,712.82733,0.08197382
731.2,2331.803643690705,727,1301.2129595279694,0.4687780737876892,0.079092756,0.0,890904,6.0259438,0.009143872,1,716.1908,0.079092756
738.7,2347.3420192631957,728,1305.5861649513245,0.028307676315307617,0.07610049,0.0,893904,6.033244,0.009575328,1,720.18176,0.07610049
738.7,2344.773718143127,729,1309.9657537937164,-0.011590242385864258,0.073311485,0.0,896904,5.990706,0.010749106,1,720.91394,0.073311485
756.45,2404.149379744078,731,1314.4033844470978,0.7033321261405945,0.08938267,0.0,901638,5.9756303,0.010362068,2,738.1534,0.08938267
766.375,2421.128710794589,732,1318.7921619415283,-0.0052117109298706055,0.08146706,0.0,904638,6.038639,0.011683044,1,745.9581,0.08146706
768.325,2426.7630838154073,733,1323.2904968261719,0.15363729000091553,0.105468884,0.0,907638,6.01294,0.012462014,1,745.9207,0.105468884
779.925,2457.98129113201,735,1327.7694129943848,0.5579926073551178,0.075337596,0.0,912126,5.999447,0.01027441,2,752.6655,0.075337596
790.625,2496.4264796939865,736,1332.1797363758087,0.8429748117923737,0.17520577,0.0,914724,5.9335895,0.011468565,1,763.1582,0.17520577
782.15,2473.798233516239,738,1336.5988185405731,0.8558941930532455,0.09771447,0.0,917391,5.921041,0.0110106,2,755.4799,0.09771447
774.475,2452.60977559095,739,1341.2810053825378,0.8606600314378738,0.10704059,0.0,919470,5.9586225,0.012012189,1,748.6007,0.10704059
775.475,2458.9834479264887,740,1345.7335195541382,0.9290195181965828,0.11215078,0.0,922080,5.969239,0.010692409,1,750.349,0.11215078
775.475,2462.8427090778664,741,1350.151864528656,0.10413163900375366,0.08421912,0.0,925080,5.964738,0.011026073,1,751.0171,0.08421912
793.75,2526.8011200202004,742,1354.5383336544037,0.03708285093307495,0.07758561,0.0,928080,5.975322,0.010532769,1,767.48425,0.07758561
785.575,2513.481959012347,744,1358.9019742012024,0.9468856379389763,0.10619359,0.0,933099,5.9879155,0.010342189,2,764.40405,0.10619359
789.175,2523.8615318275565,745,1363.2751877307892,0.0007714629173278809,0.08504903,0.0,936099,5.954574,0.010487137,1,766.465,0.08504903
798.225,2556.522774328466,747,1367.6295557022095,0.9691902920603752,0.09901115,0.0,941076,5.96016,0.010314189,2,776.52167,0.09901115
787.15,2508.7894354830946,750,1371.9938118457794,0.92659892141819,0.118440345,0.0,945198,5.9394584,0.011103883,3,763.48596,0.118440345
776.625,2470.5655719076026,751,1376.3540189266205,0.9261806160211563,0.12978588,0.0,945705,5.9128375,0.010271867,1,751.53406,0.12978588
783.525,2491.242658228662,752,1380.7551970481873,0.11397808790206909,0.09805548,0.0,948705,5.883281,0.011125897,1,757.72,0.09805548
801.025,2550.2511643180687,753,1385.1490666866302,-0.17319536209106445,0.1094059,0.0,951705,5.872173,0.010749747,1,772.9662,0.1094059
791.55,2517.6637356800006,755,1389.5545239448547,0.6685334742069244,0.09156451,0.0,955770,5.8711996,0.010631549,2,763.3879,0.09156451
791.55,2513.8270745320356,756,1393.9906022548676,-0.07772564888000488,0.0940233,0.0,958770,5.8822427,0.011283943,1,762.2497,0.0940233
786.325,2497.276956429632,758,1398.4406535625458,0.20666497945785522,0.07125339,0.0,962814,5.945881,0.010917477,2,756.4835,0.07125339
785.55,2487.1439835688434,759,1402.8106350898743,0.8208030462265015,0.097180665,0.0,964848,5.960041,0.010197504,1,754.4233,0.097180665
758.6,2404.1953389545747,762,1407.2021822929382,0.7365502417087555,0.10183359,0.0,968808,5.9849806,0.011922849,3,730.43994,0.10183359
758.6,2404.5126873639156,763,1411.6036446094513,-0.10132551193237305,0.090009496,0.0,971808,6.008992,0.009586154,1,730.04553,0.090009496
758.6,2406.3295156378394,764,1416.0070621967316,-0.020407915115356445,0.07907284,0.0,974808,5.9638724,0.011105413,1,728.5807,0.07907284
774.2,2458.348239189037,765,1420.5114877223969,0.06331998109817505,0.097662926,0.0,977808,5.9651484,0.011826808,1,741.81366,0.097662926
774.2,2463.5267094473784,766,1425.7362184524536,0.03920698165893555,0.07843816,0.0,980808,5.9322467,0.010180493,1,742.6494,0.07843816
774.2,2466.618097735336,767,1431.977332353592,0.05039548873901367,0.09366307,0.0,983808,5.9405923,0.0113511365,1,742.35876,0.09366307
774.2,2475.7804223429125,768,1437.6844880580902,0.045992910861968994,0.077564195,0.0,986808,5.9374375,0.010473495,1,743.07605,0.077564195
753.975,2423.0761869247167,770,1443.52019739151,0.9426120333373547,0.13478017,0.0,990381,5.9070277,0.011006938,2,726.3632,0.13478017
756.175,2432.095082065337,771,1449.1999015808105,0.875611700117588,0.10179848,0.0,992379,5.9511056,0.011496726,1,726.9647,0.10179848
756.175,2445.250150958074,772,1454.4013650417328,-0.006319999694824219,0.08622125,0.0,995379,5.9636645,0.010343957,1,725.89716,0.08622125
723.175,2336.0066356431494,775,1459.6019580364227,0.9290102198719978,0.11336228,0.0,998907,6.006593,0.010861583,3,696.93823,0.11336228
719.7,2321.01793895085,776,1464.7997722625732,0.8915600180625916,0.19496787,0.0,1001088,5.939983,0.012175763,1,692.5785,0.19496787
