# {"t_start": 1555508311.3549728, "env_id": "Hopper-v2"} 
r,l,t
11.015959,18,13.689248
11.185574,14,13.775452
13.196179,20,13.904401
10.673961,13,13.989079
9.818037,11,14.048529
13.456968,17,14.160651
33.236248,32,14.37398
36.897452,42,14.662647
9.258967,18,14.793371
21.873088,24,14.987652
8.572286,12,15.078492
18.625938,21,15.250769
8.858249,11,15.333071
9.974851,14,15.43296
7.953962,11,15.509031
31.584614,32,15.748283
10.154265,28,15.981095
7.021199,11,16.065945
15.004942,21,16.232156
11.031089,17,16.351681
9.680701,13,16.458204
13.287058,15,16.560641
8.377317,12,16.653498
8.46701,10,16.730585
9.361244,15,16.85718
13.146817,16,16.983938
18.544238,30,17.196989
7.257953,15,17.3199
22.141191,20,17.480123
14.466143,18,17.631633
19.975188,28,17.83871
14.952609,19,17.972029
10.023152,13,18.0775
11.825685,20,18.227776
8.868982,20,18.377823
3.704567,7,18.429591
17.448465,18,18.551651
11.256309,14,18.648062
11.691618,20,18.791264
7.2336,12,18.881808
11.001974,15,18.994033
16.622839,23,19.158284
53.879181,49,19.535883
32.060143,29,19.770761
9.007437,18,19.909151
8.951104,11,20.014423
10.864391,19,20.143367
35.732848,37,20.431886
17.511543,26,20.628668
57.27339,50,21.041013
45.051744,36,22.822014
42.563299,31,23.021148
12.976698,37,23.309171
11.586058,14,23.40755
8.735191,12,23.48409
8.833483,18,23.594812
19.573815,18,23.711227
12.992091,31,23.932504
8.399039,15,24.028711
6.681928,13,24.116857
40.131633,43,24.398225
8.102976,11,24.476522
9.49577,11,24.565248
59.886394,45,24.877311
13.327235,17,25.01728
72.17115,46,25.349343
4.937834,10,25.415517
27.1378,39,25.725724
16.019171,16,25.837362
13.884705,31,26.060725
8.055144,14,26.16823
12.37386,23,26.347344
10.277446,14,26.453732
30.137873,25,26.6349
11.103751,19,26.775752
17.638292,18,26.90931
10.618493,12,27.007487
6.166047,9,27.070275
8.243797,13,27.160821
12.159013,20,27.322905
42.374975,38,27.605007
21.05416,23,27.755293
13.216741,25,27.942874
7.065037,9,28.024456
12.178382,16,28.168751
10.599112,27,28.411576
5.854472,10,28.51325
18.555271,20,28.695724
8.00714,11,28.790402
42.342519,31,29.066179
17.702252,30,29.334377
42.320029,70,29.967642
4.463986,8,30.057477
7.733433,14,30.203232
7.735102,12,30.314524
54.530907,50,31.429954
47.791793,47,31.906873
13.973256,14,32.056654
8.484848,19,32.260212
10.332817,20,32.484087
35.982587,29,32.76991
15.498771,20,32.966298
10.642261,30,33.285433
9.137993,16,33.458081
44.565771,48,33.877424
5.084405,15,33.987907
14.135146,15,34.116744
9.555142,19,34.265919
15.105837,20,34.425554
12.20741,19,34.561152
130.957401,100,35.352461
9.581461,35,35.602931
119.191704,67,36.139434
10.574588,16,36.281389
7.50611,18,36.411345
71.97605,52,36.803065
12.664989,33,37.089879
8.230647,16,37.215313
9.675284,14,37.328837
6.941496,11,37.418077
76.220913,52,37.801057
7.217667,15,37.914304
34.721947,38,38.191054
19.188296,27,38.391031
13.018381,18,38.513024
15.165689,24,38.684432
7.525913,10,38.749664
11.990549,28,38.947619
19.136579,22,39.11892
22.765102,27,39.302526
23.92619,31,39.527551
11.99744,15,39.631134
34.275797,53,41.055184
8.957917,20,41.232048
8.364273,17,41.358381
51.105209,43,41.740107
8.428158,17,41.860966
11.208883,16,41.987846
21.514828,30,42.173602
27.359414,42,42.463942
6.018453,12,42.543523
39.957079,41,42.89206
29.651896,34,43.149694
5.303764,10,43.2249
13.069146,21,43.406297
9.50937,34,43.660526
16.093256,20,43.815355
12.834952,19,43.935971
94.752619,69,44.434506
15.982111,24,44.609049
98.023702,66,45.069107
13.004905,22,45.244133
14.238944,16,45.358275
31.960968,35,45.608106
18.868704,27,45.783042
18.869105,33,46.016229
8.613508,11,46.099859
34.616925,41,46.37999
98.418176,73,46.904723
9.74944,14,47.00309
8.7792,14,47.105792
19.698875,41,47.39962
9.038975,34,47.65956
