EpTrueRewMean,EpLenMean,ev_tdlam_before,optimgain,TimestepsSoFar,EpRewMean,entloss,surrgain,meankl,EpThisIter,entropy,EpisodesSoFar,TimeElapsed
514.2331337121411,210.75,0.8141955584287643,0.061691575,123405,47.165005,0.0,0.061691575,0.008074986,4,3.8967993,202,1011.219756603241
563.5852172660966,225.475,0.7618129104375839,0.060041677,126852,53.86205,0.0,0.060041677,0.0071673174,4,3.8709607,206,1035.9464755058289
587.2599987099342,231.35,0.8327881842851639,0.06535474,129993,56.775932,0.0,0.06535474,0.008144086,4,3.8648777,210,1061.4581499099731
620.3510069968495,239.875,0.840188279747963,0.06251251,132618,60.78768,0.0,0.06251251,0.008301227,3,3.8364332,213,1086.2293632030487
672.4954045696808,252.25,0.8169021010398865,0.06357172,136284,67.95811,0.0,0.06357172,0.007848187,4,3.8235776,217,1112.149587392807
723.869295382485,266.9,0.9325364753603935,0.05289405,138900,74.875725,0.0,0.05289405,0.007348327,2,3.8115885,219,1137.1891314983368
800.0977699782197,288.725,0.9545836262404919,0.056833442,143946,85.42399,0.0,0.056833442,0.007991948,4,3.8149343,223,1162.1446363925934
847.3627052694894,301.95,0.6831733286380768,0.05795014,147684,92.63594,0.0,0.05795014,0.0074210516,4,3.803045,227,1187.552535533905
903.8114760990713,317.55,0.8888720199465752,0.06199071,150912,99.8551,0.0,0.06199071,0.007620066,2,3.799105,229,1212.8266973495483
961.2950783103599,334.6,0.9423454776406288,0.0656001,153714,107.07349,0.0,0.0656001,0.008204778,1,3.8170054,230,1237.904156446457
989.4488248661121,340.525,0.9358710125088692,0.059661735,156438,110.725876,0.0,0.059661735,0.007935814,2,3.7673264,232,1262.7903971672058
1039.2454803925043,355.175,0.8860989511013031,0.05433417,159192,116.850266,0.0,0.05433417,0.00796835,2,3.740341,234,1288.2054703235626
1083.9413656766383,367.975,0.8643171489238739,0.045058016,162156,120.63196,0.0,0.045058016,0.0079564545,2,3.7397096,236,1313.4244365692139
1147.9078293282505,386.25,-0.24622690677642822,0.04947952,165156,128.13078,0.0,0.04947952,0.008330558,1,3.7524562,237,1338.5083997249603
1160.3581301325232,390.025,0.7571385502815247,0.06605749,167634,128.25943,0.0,0.06605749,0.008373208,2,3.7258372,239,1362.4067907333374
1184.0207136334811,393.7,0.9582140929996967,0.059124194,170649,131.32922,0.0,0.059124194,0.007957823,3,3.710835,242,1388.5991606712341
1232.1551665487214,405.75,0.9705311264842749,0.062225953,173919,136.80878,0.0,0.062225953,0.008708529,2,3.7023997,244,1412.828782081604
1224.7819607660656,403.025,0.9660590142011642,0.062162235,174843,135.68729,0.0,0.062162235,0.0075811762,1,3.6913168,245,1438.926266670227
1260.4597615267098,412.1,0.9618699885904789,0.06243983,176304,139.5416,0.0,0.06243983,0.0077543575,1,3.6683238,246,1462.7005276679993
1305.7782029438997,422.8,0.9862031005322933,0.055318326,179028,144.61906,0.0,0.055318326,0.008240897,2,3.6493552,248,1488.7999994754791
1330.3052055404269,426.475,0.9643747434020042,0.061675005,181746,146.91385,0.0,0.061675005,0.0084025,3,3.5847094,251,1513.3472645282745
1346.8057194374371,428.975,0.9810203406959772,0.06855613,184842,147.69067,0.0,0.06855613,0.008252497,3,3.6020644,254,1539.0904269218445
1387.2079815421444,439.075,0.9733729436993599,0.050740246,186462,151.54404,0.0,0.050740246,0.008726855,1,3.5809882,255,1563.1861319541931
1402.8320059918055,442.0,0.974739259108901,0.0586101,189324,150.7174,0.0,0.0586101,0.008762468,2,3.5368311,257,1588.8220419883728
1417.94026645142,445.65,0.9658558443188667,0.050496876,191100,150.93489,0.0,0.050496876,0.008416528,1,3.5217402,258,1613.242793083191
1452.5647070243172,454.925,0.9667392075061798,0.052192017,193491,152.5032,0.0,0.052192017,0.0079976,1,3.470585,259,1639.3531119823456
1450.2638663892644,452.4,0.9782083686441183,0.05593346,195462,149.50053,0.0,0.05593346,0.008894437,1,3.4208584,260,1662.9690444469452
1464.667213086277,455.075,0.8087696135044098,0.05533282,198555,149.73251,0.0,0.05533282,0.010205009,3,3.3690147,263,1688.8345646858215
1510.8126814584389,469.675,-0.049955010414123535,0.047520325,201555,152.61214,0.0,0.047520325,0.009080056,1,3.2944376,264,1713.2636413574219
1551.4385123454665,481.2,0.9694969579577446,0.059396617,204507,154.57748,0.0,0.059396617,0.009111791,1,3.280498,265,1739.1208944320679
1648.5209481538604,508.45,0.9642122089862823,0.069996014,208698,162.36906,0.0,0.069996014,0.009504587,2,3.2747653,267,1763.3671748638153
1670.213171928482,513.55,0.7687250375747681,0.055851363,212538,161.84592,0.0,0.055851363,0.009571502,2,3.221588,269,1789.3791000843048
1686.0309588242803,518.475,0.6559560596942902,0.04624317,216753,159.4034,0.0,0.04624317,0.009010091,2,3.2048702,271,1813.2610800266266
1668.8640859701652,511.975,0.9654010646045208,0.0660987,217875,156.50378,0.0,0.0660987,0.0097158495,1,3.159192,272,1839.3498775959015
1639.884350593861,500.425,0.9789381138980389,0.06672175,220980,152.42566,0.0,0.06672175,0.009053617,3,3.167334,275,1863.6836779117584
1579.6490862800904,474.575,0.9684241898357868,0.068736844,224583,146.70052,0.0,0.068736844,0.009351594,4,3.1669538,279,1889.7210223674774
1589.4205317291494,476.25,0.9832390174269676,0.05667275,227799,145.56766,0.0,0.05667275,0.009375337,3,3.1085756,282,1914.676517009735
1577.304687328608,471.625,0.9842177573591471,0.0514125,230514,142.54251,0.0,0.0514125,0.009263807,2,3.120499,284,1940.5164060592651
1556.4795734256434,464.025,0.9810344614088535,0.06664896,233262,138.56534,0.0,0.06664896,0.008993333,3,3.01326,287,1964.8051958084106
1560.8651018375974,464.425,0.9881255943328142,0.05542188,236505,137.45181,0.0,0.05542188,0.009373292,3,2.9883082,290,1990.6367845535278
1579.1465095421622,469.55,0.9550029002130032,0.060679182,238092,138.47493,0.0,0.060679182,0.009250592,1,2.9229164,291,2015.3153729438782
1605.7787299604183,477.225,0.9775124527513981,0.060065597,240447,140.14658,0.0,0.060065597,0.009388904,1,2.8773932,292,2041.517832517624
1686.331889482167,501.525,0.7877387404441833,0.049434822,245025,145.64539,0.0,0.049434822,0.009302966,2,2.9061053,294,2066.0888900756836
1694.1192741756659,503.975,0.9878736939281225,0.050161775,246939,145.31137,0.0,0.050161775,0.0095716305,1,2.8731809,295,2091.2709951400757
1753.5830485886647,522.125,0.5707543790340424,0.06637581,251979,148.45845,0.0,0.06637581,0.009036653,2,2.865635,297,2116.87761592865
1786.514327774113,532.325,0.15187948942184448,0.035482198,254979,149.59735,0.0,0.035482198,0.009917544,1,2.861296,298,2142.1176838874817
1802.9979530428777,537.4,0.8619533777236938,0.06394713,257979,149.3854,0.0,0.06394713,0.009978278,1,2.8571815,299,2167.0119409561157
1814.641875580682,540.325,0.9613336697220802,0.05982118,260301,149.34538,0.0,0.05982118,0.010478517,1,2.8057995,300,2191.7920427322388
1866.5964720153406,556.3,0.01888561248779297,0.05288676,263301,151.34483,0.0,0.05288676,0.009502379,1,2.7824726,301,2217.4577639102936
1931.388024110418,575.575,-0.09881031513214111,0.050303638,266301,154.65532,0.0,0.050303638,0.009026054,1,2.7516515,302,2242.3886666297913
1973.4551848451215,589.55,0.0936741828918457,0.048809133,269301,155.35828,0.0,0.048809133,0.008883932,1,2.8113897,303,2267.8116660118103
1940.2424441429812,580.075,0.48459702730178833,0.050382987,274116,148.27078,0.0,0.050382987,0.0100554265,2,2.8681815,305,2292.410406589508
1933.5255183681845,577.325,0.38737475872039795,0.079435095,275871,147.80566,0.0,0.079435095,0.00939397,1,2.9308074,306,2318.0503573417664
1917.916428857694,571.65,0.6851941049098969,0.07020216,277296,147.04007,0.0,0.07020216,0.009752702,1,2.9354134,307,2343.2943274974823
1913.2296426519722,568.15,0.931012287735939,0.059959535,280716,146.81465,0.0,0.059959535,0.0090927025,2,2.9047399,309,2368.8819482326508
1878.099185278031,555.525,0.9513534195721149,0.05960099,284538,145.43845,0.0,0.05960099,0.009155238,3,2.8517141,312,2393.475931406021
1883.0403992999811,557.325,0.9665203131735325,0.05946982,287859,146.3115,0.0,0.05946982,0.009513747,3,2.8363795,315,2419.383961200714
1911.0307058263784,564.6,0.98112185113132,0.06300544,291429,148.28781,0.0,0.06300544,0.009428175,3,2.8314493,318,2444.194191455841
1907.6660304361656,563.725,0.966888751834631,0.071956255,294312,147.87112,0.0,0.071956255,0.008882105,3,2.8254647,321,2469.5437779426575
1891.611881406836,559.025,0.9703266005963087,0.06320653,296241,146.35272,0.0,0.06320653,0.009942839,2,2.842457,323,2494.231582403183
1883.523051645589,556.75,0.9683830887079239,0.053652685,299100,145.65576,0.0,0.053652685,0.009176093,3,2.824357,326,2520.2994272708893
1873.31158722334,554.15,0.9890664527192712,0.05351895,303003,145.52213,0.0,0.05351895,0.00992173,4,2.754257,330,2545.344686985016
1840.5887737440603,544.325,0.9607308655977249,0.06261839,305766,142.5015,0.0,0.06261839,0.0092487,2,2.7450368,332,2570.809198141098
1810.1239901076951,534.15,0.9780916757881641,0.053297777,309123,140.08504,0.0,0.053297777,0.009633948,2,2.7038736,334,2595.771696329117
1724.5410794227732,508.35,0.9125645831227303,0.055894725,312981,133.9584,0.0,0.055894725,0.009592526,3,2.6090696,337,2621.4371993541718
1675.913687757323,492.8,0.9803012572228909,0.053365745,314115,131.08275,0.0,0.053365745,0.009293588,1,2.6084414,338,2646.1497361660004
1662.347800889775,488.7,0.757001519203186,0.047877174,318945,131.72812,0.0,0.047877174,0.01020175,2,2.5729618,340,2671.6886653900146
1667.0425787662466,488.525,0.9807101730257273,0.04927423,321924,133.68417,0.0,0.04927423,0.010157218,1,2.5777323,341,2696.4932069778442
1612.7263667555455,469.85,0.640344649553299,0.038118556,325683,132.9539,0.0,0.038118556,0.009546846,2,2.5145454,343,2722.1710369586945
1572.630573946543,454.525,0.971570136025548,0.065470956,328659,132.84987,0.0,0.065470956,0.010817308,2,2.556857,345,2747.2313690185547
1604.2097631021638,464.9,-0.028546452522277832,0.037490923,331659,134.3792,0.0,0.037490923,0.010374105,1,2.4735024,346,2772.2861173152924
1652.8535599325,479.2,0.5946199595928192,0.05254964,335901,136.98782,0.0,0.05254964,0.009358441,2,2.4486754,348,2796.7737691402435
1641.1817169290712,475.925,0.9586745724081993,0.06742059,339270,135.13167,0.0,0.06742059,0.009795991,2,2.4476137,350,2822.961935520172
1643.0916256652981,476.2,0.9475593827664852,0.057094097,340356,135.04784,0.0,0.057094097,0.009161765,1,2.4476538,351,2847.876580476761
1661.1377976140589,480.55,0.9588312320411205,0.065724604,342204,136.13628,0.0,0.065724604,0.01056673,1,2.4489472,352,2873.343385219574
1700.3434599123768,490.85,0.9824084434658289,0.056602865,345777,138.13348,0.0,0.056602865,0.008953908,2,2.3969095,354,2898.501371383667
1740.0319416121256,501.3,0.9801557045429945,0.06827298,348015,140.97633,0.0,0.06827298,0.010414116,1,2.4004018,355,2923.844728708267
1754.939824070103,505.25,0.9480892643332481,0.063584894,349962,142.2775,0.0,0.063584894,0.009576989,1,2.4235313,356,2948.6930315494537
1810.0884111491087,521.775,0.07317900657653809,0.04371225,352962,146.10837,0.0,0.04371225,0.010055566,1,2.3794892,357,2973.664757013321
1836.1780891106598,529.175,0.9056823626160622,0.065404646,354930,148.36812,0.0,0.065404646,0.01016512,1,2.3875978,358,2998.64422082901
1870.4114508017701,537.9,0.9755405262112617,0.07251437,357798,151.5027,0.0,0.07251437,0.010266668,2,2.3480237,360,3024.111665248871
1914.7737837698974,551.4,0.6152569055557251,0.046411484,361365,155.19803,0.0,0.046411484,0.008924407,2,2.3308108,362,3048.9853966236115
1888.0078289237667,543.025,0.9489080049097538,0.06996488,364263,154.89095,0.0,0.06996488,0.010014234,4,2.2622023,366,3073.9944381713867
1942.6712251897611,557.9,0.9799190927296877,0.05593669,368016,160.17508,0.0,0.05593669,0.009556928,2,2.2601547,368,3099.0952043533325
1994.751471199123,573.75,0.03371119499206543,0.041153073,371016,164.77951,0.0,0.041153073,0.009456798,1,2.2861025,369,3124.0921018123627
2029.0488537963824,584.05,0.7220281660556793,0.04692273,375015,168.48471,0.0,0.04692273,0.009467883,2,2.3181093,371,3149.329175233841
2058.4831668260094,591.9,0.9460106231272221,0.049980734,378801,171.45273,0.0,0.049980734,0.009771839,2,2.2771037,373,3174.34610247612
2105.964739858923,605.65,-0.12594616413116455,0.039542314,381801,175.69858,0.0,0.039542314,0.009865756,1,2.29689,374,3199.5785915851593
2134.921357774101,612.95,0.954993486404419,0.05813926,384033,178.54349,0.0,0.05813926,0.010067688,1,2.2866173,375,3225.153834581375
2163.709210187747,621.05,-0.3108419179916382,0.04313132,387033,181.19559,0.0,0.04313132,0.010416318,1,2.3206415,376,3250.6342363357544
2231.19926309248,639.325,0.693692535161972,0.043226987,390834,187.24171,0.0,0.043226987,0.010070261,2,2.3858263,378,3275.767982006073
2019.7801242831622,575.8,0.9672281816601753,0.05430828,394020,173.59251,0.0,0.05430828,0.009929561,4,2.3543434,382,3301.019915342331
2021.2016392981077,576.05,0.9717371519654989,0.06887072,396927,174.35722,0.0,0.06887072,0.01013289,2,2.3531687,384,3326.528148174286
2015.6500747784735,572.25,0.9759996812790632,0.056195244,400329,175.57776,0.0,0.056195244,0.010545717,2,2.3142254,386,3351.4723081588745
1976.483927668245,559.95,0.9540525488555431,0.058590233,401853,173.14592,0.0,0.058590233,0.009668187,1,2.2974102,387,3376.937771320343
2017.973776634689,571.575,0.8711935579776764,0.049366776,404490,176.36621,0.0,0.049366776,0.01071559,1,2.27692,388,3401.9506187438965
2042.6134221411714,578.125,0.9879675088450313,0.06507976,408645,178.56139,0.0,0.06507976,0.010257192,2,2.2371597,390,3427.72034406662
2087.6826268209834,590.675,0.6477402150630951,0.046376433,413085,182.87062,0.0,0.046376433,0.010133219,2,2.2322934,392,3452.6946201324463
2082.2266593465465,589.15,0.9795938041061163,0.068472385,415140,182.97336,0.0,0.068472385,0.010348656,1,2.2512,393,3478.1329567432404
2149.0543564830314,609.375,-0.10458135604858398,0.057860874,421140,189.07858,0.0,0.057860874,0.010358255,2,2.202429,395,3502.9390716552734
2177.6715221545614,618.15,-0.01603114604949951,0.046254575,424140,191.73137,0.0,0.046254575,0.009544808,1,2.1321638,396,3528.8051698207855
2163.208136181573,612.625,0.9587157219648361,0.05530923,426477,192.02798,0.0,0.05530923,0.010158286,1,2.0978358,397,3554.3853850364685
2193.1841975910907,621.225,0.05670619010925293,0.04337118,429477,194.25491,0.0,0.04337118,0.0107478155,1,2.1075764,398,3578.811856508255
2202.0167768686015,623.45,0.9596431739628315,0.06235176,430842,195.2906,0.0,0.06235176,0.009851841,1,2.0981348,399,3604.594159603119
2194.3435718905084,620.2,0.6463873088359833,0.05917148,435789,196.09006,0.0,0.05917148,0.010353421,3,2.104376,402,3629.7876782417297
2253.8987384008824,636.4,0.9277543127536774,0.072619066,439491,202.62576,0.0,0.072619066,0.010500079,3,2.143053,405,3655.6195652484894
2252.3146073367125,635.975,0.9597755074501038,0.04849296,440580,202.63492,0.0,0.04849296,0.010101402,1,2.1393206,406,3680.004836320877
2229.569335805031,629.025,0.9799951855093241,0.063764155,443499,201.32251,0.0,0.063764155,0.00930506,2,2.1284368,408,3705.5815896987915
2184.688971048837,615.25,0.8915633112192154,0.060408898,444846,197.68942,0.0,0.060408898,0.011153756,1,2.0892756,409,3730.636585712433
2162.360494279631,607.125,0.9713070206344128,0.061010305,447870,196.27173,0.0,0.061010305,0.009760522,2,2.036949,411,3756.1284635066986
2157.5928781657008,604.425,0.9719421900808811,0.06038095,451332,196.69354,0.0,0.06038095,0.010472941,2,2.049147,413,3781.0400383472443
2105.5740653144276,588.7,0.9655860289931297,0.051542226,452445,192.71332,0.0,0.051542226,0.010189245,1,2.0509672,414,3806.8642468452454
2060.8576075153615,575.1,0.9831911660730839,0.065695934,456045,189.64148,0.0,0.065695934,0.010475786,2,2.0490606,416,3831.2989370822906
2023.0630832307797,563.475,0.9692380353808403,0.06242012,458451,187.03467,0.0,0.06242012,0.010030305,2,2.0411062,418,3856.7769405841827
2049.8877044316305,570.725,0.9528079554438591,0.08642727,459930,188.91174,0.0,0.08642727,0.01133719,1,2.0482445,419,3880.964596748352
2109.8936297051614,586.2,0.9754572678357363,0.06604252,462414,193.72748,0.0,0.06604252,0.010174694,1,2.0899951,420,3906.493003129959
2163.856268906581,601.975,0.0639229416847229,0.048201334,465414,198.25992,0.0,0.048201334,0.010602406,1,2.0713136,421,3931.022314786911
2225.8016843945416,619.95,0.0071302056312561035,0.04231067,468414,203.27798,0.0,0.04231067,0.010343405,1,2.0577385,422,3956.4495718479156
2232.4945829368176,621.375,0.9497015438973904,0.052819315,470892,204.38095,0.0,0.052819315,0.01064173,1,2.0021112,423,3980.8522593975067
2303.474055531739,641.375,-0.2786010503768921,0.059211537,473892,209.86636,0.0,0.059211537,0.009973346,1,2.0111797,424,4006.6139523983
2325.1542339204143,648.075,0.0156593918800354,0.042854853,476892,211.85933,0.0,0.042854853,0.010116688,1,1.995368,425,4031.212574005127
2364.8687009975074,658.6,0.9439592361450195,0.06017074,479361,215.62473,0.0,0.06017074,0.010475763,1,1.9558995,426,4057.2187328338623
2407.507141610594,670.9,0.05864006280899048,0.043596316,482361,219.5854,0.0,0.043596316,0.010173187,1,1.9509356,427,4081.6119306087494
2358.6308342330126,656.725,0.8879506140947342,0.05863295,486297,217.54985,0.0,0.05863295,0.0114594735,2,1.9050752,429,4107.588278055191
2334.607861313468,648.875,0.9414164200425148,0.081279054,489510,217.36694,0.0,0.081279054,0.009959384,2,1.9177998,431,4131.839773893356
2212.448859094629,613.625,0.9753048047423363,0.06094718,491775,208.24783,0.0,0.06094718,0.010649918,3,1.8543766,434,4157.936144113541
2124.004469940691,587.8,0.7941177040338516,0.04432705,497013,200.76279,0.0,0.04432705,0.01008676,3,1.8488218,437,4181.716219186783
2119.0425933909232,585.075,0.9797194022685289,0.055181913,499686,200.9161,0.0,0.055181913,0.010684936,1,1.8000935,438,4207.616895198822
2166.546995544577,598.7,0.07918483018875122,0.04511831,502686,205.15796,0.0,0.04511831,0.010588592,1,1.7571132,439,4232.586958169937
2186.0254285848305,602.425,0.9638828113675117,0.07227286,508080,207.09131,0.0,0.07227286,0.010808344,3,1.7554189,442,4258.20921421051
2269.3836570450194,625.125,0.770904928445816,0.045259763,513171,212.66846,0.0,0.045259763,0.010655839,2,1.6953431,444,4282.897380590439
2265.279632625143,623.05,0.9845263520255685,0.06467124,515346,211.16199,0.0,0.06467124,0.00999026,2,1.6758091,446,4307.607079982758
2314.1459943229825,635.725,0.9814100097864866,0.052789643,518190,214.81833,0.0,0.052789643,0.011337443,1,1.6643084,447,4333.748099565506
2344.8616761343974,643.825,0.9764667470008135,0.05013115,520758,217.20332,0.0,0.05013115,0.009880382,1,1.7186415,448,4358.221615314484
2371.8652014073905,651.375,0.7395083010196686,0.04858973,524469,219.54532,0.0,0.04858973,0.011008837,2,1.7452118,450,4383.862137556076
2412.9770503087752,663.325,0.07066583633422852,0.041538183,527469,223.52934,0.0,0.041538183,0.010165568,1,1.724367,451,4408.182973623276
2432.796987967801,669.7,-0.0536956787109375,0.043949306,530469,225.77437,0.0,0.043949306,0.010750638,1,1.7101536,452,4434.086947917938
2433.6500788899075,669.25,0.9727424439042807,0.060851462,532755,226.1101,0.0,0.060851462,0.011220881,2,1.6789558,454,4458.3290383815765
2474.803236035247,680.95,-0.011045575141906738,0.0438006,535755,230.22173,0.0,0.0438006,0.0104512395,1,1.6671323,455,4484.151192188263
2500.202676173387,687.0,0.9733937736600637,0.06700177,539112,232.43005,0.0,0.06700177,0.012143636,2,1.6820079,457,4508.658326625824
2533.840659882597,697.175,0.01524043083190918,0.03686876,542112,236.25537,0.0,0.03686876,0.009921981,1,1.687889,458,4534.549696683884
2576.788645831051,709.85,0.1219601035118103,0.04488542,545112,240.66927,0.0,0.04488542,0.011030424,1,1.674183,459,4559.228493690491
2588.574776617873,714.15,-0.015676140785217285,0.054509215,548112,242.44832,0.0,0.054509215,0.0101517225,1,1.6244067,460,4584.368010520935
2545.2360758796012,699.7,0.9890377698466182,0.053489488,552378,239.46158,0.0,0.053489488,0.009936083,2,1.5712509,462,4609.220826148987
2530.858456774172,695.325,0.986517203040421,0.055379346,554331,238.39151,0.0,0.055379346,0.010139446,1,1.5907401,463,4634.778292655945
2530.8035073459077,695.325,0.07295292615890503,0.055559624,557331,239.07732,0.0,0.055559624,0.011031071,1,1.5758362,464,4659.646229982376
2531.5362205907277,695.325,0.1387326717376709,0.046684414,560331,239.62515,0.0,0.046684414,0.011439769,1,1.5521146,465,4684.955769538879
2544.9755332743434,699.75,0.026472270488739014,0.043658778,563331,240.67773,0.0,0.043658778,0.010347546,1,1.5475936,466,4709.575824737549
2546.144512591315,699.75,0.0933331847190857,0.043244876,569331,240.20332,0.0,0.043244876,0.009619985,2,1.5949689,468,4735.608264923096
2605.9213110666483,716.95,0.20376938581466675,0.038918126,572331,244.88777,0.0,0.038918126,0.009803221,1,1.5921258,469,4759.944757461548
2641.236205678483,727.15,0.1686098575592041,0.044763424,575331,247.90439,0.0,0.044763424,0.009709735,1,1.5903484,470,4785.529438972473
2674.5928823504064,735.7,0.9745841789990664,0.060949415,579216,250.0052,0.0,0.060949415,0.010343606,3,1.6321516,473,4810.2567756175995
2688.842198218538,739.9,0.7764157056808472,0.03924504,583563,251.6025,0.0,0.03924504,0.010866759,2,1.6198548,475,4835.617579698563
2752.6207223424344,756.775,0.9203618690371513,0.06493674,586563,257.15244,0.0,0.06493674,0.009405067,1,1.5877532,476,4860.253904104233
2802.8439648604262,771.25,0.9473509937524796,0.051187947,589563,261.6437,0.0,0.051187947,0.010601239,1,1.6037465,477,4885.4438552856445
2729.049916023649,750.0,0.9719253145158291,0.065135986,592686,254.41988,0.0,0.065135986,0.0110359825,2,1.5805577,479,4909.839520931244
2726.9529172166926,748.95,0.9771065972745419,0.051234066,595560,254.10791,0.0,0.051234066,0.010764768,1,1.5760049,480,4935.590712785721
2774.3455038584752,762.775,0.042475998401641846,0.039820988,598560,258.1922,0.0,0.039820988,0.011070085,1,1.5226003,481,4960.524884223938
