entloss,optimgain,TimestepsSoFar,meankl,entropy,EpTrueRewMean,ev_tdlam_before,EpThisIter,TimeElapsed,EpisodesSoFar,surrgain,EpRewMean,EpLenMean
0.0,0.19546926,104481,0.009459043,23.79924,341.6524755499043,0.7978011816740036,13,190.21700739860535,706,0.19546926,66.86939,70.2
0.0,0.19315913,107607,0.009389747,23.777338,332.62436527367555,0.8358620405197144,16,195.80593276023865,722,0.19315913,62.661293,68.25
0.0,0.21473467,110637,0.009824218,23.772036,332.22839646922256,0.7713848799467087,15,201.56203055381775,737,0.21473467,63.280987,68.0
0.0,0.21029294,113769,0.0095948,23.74689,334.6936096978722,0.8074191957712173,15,207.19307804107666,752,0.21029294,63.912548,68.475
0.0,0.19511077,116913,0.009599733,23.724607,333.6599017079934,0.8252572417259216,15,212.78101062774658,767,0.19511077,63.202534,68.65
0.0,0.20380709,120105,0.00897877,23.703104,334.62911120428026,0.779047891497612,16,218.33980345726013,783,0.20380709,62.28595,68.825
0.0,0.20726335,123156,0.009585679,23.635317,347.23724271007313,0.6908981502056122,14,223.92543196678162,797,0.20726335,64.513824,70.425
0.0,0.20912741,126264,0.009104356,23.623514,343.1855329369802,0.7892090529203415,15,229.58646655082703,812,0.20912741,65.54675,69.55
0.0,0.20080465,129174,0.009502674,23.614178,359.27852202349965,0.8159801065921783,13,235.17031383514404,825,0.20080465,68.20994,72.85
0.0,0.20221357,132294,0.009006403,23.599043,351.77895822463023,0.825006440281868,15,240.8246877193451,840,0.20221357,66.568504,71.325
0.0,0.26509187,135324,0.009462183,23.612629,357.5639067127954,0.8185774832963943,14,246.42680168151855,854,0.26509187,67.77368,71.75
0.0,0.25253427,138444,0.009199184,23.577658,356.2174408428356,0.6675355732440948,14,252.07137632369995,868,0.25253427,66.64645,72.35
0.0,0.24730363,141651,0.009270387,23.592205,370.7912791715054,0.8062138259410858,13,257.7637028694153,881,0.24730363,73.520996,76.025
0.0,0.2634247,144642,0.010120219,23.570314,370.99119210000924,0.6146033704280853,14,263.3722701072693,895,0.2634247,72.63732,76.1
0.0,0.22762713,147801,0.010494857,23.59723,370.9922344206496,0.8294746577739716,14,269.2004187107086,909,0.22762713,74.36868,75.725
0.0,0.20783085,150801,0.009806946,23.59863,372.66183783660193,0.835509181022644,12,274.96268033981323,921,0.20783085,72.487305,76.25
0.0,0.24420238,153807,0.010087995,23.583332,387.4541959581343,0.7840626537799835,12,280.60415840148926,933,0.24420238,78.421936,79.275
0.0,0.23689869,156855,0.010823535,23.602541,406.65216332539484,0.7738031595945358,12,286.2751214504242,945,0.23689869,85.0744,84.625
0.0,0.21499367,159969,0.010064047,23.571798,391.94971767295567,0.7493664026260376,13,292.04189252853394,958,0.21499367,79.69753,81.875
0.0,0.22153859,163113,0.010023644,23.567873,393.239753474813,0.8748706728219986,13,297.7034864425659,971,0.22153859,76.46582,81.4
0.0,0.25039148,166212,0.009757565,23.554365,387.5922437603942,0.8308896422386169,13,303.3460509777069,984,0.25039148,74.04736,79.825
0.0,0.2619267,169110,0.010603532,23.582685,377.130471686465,0.8309785574674606,13,308.96274399757385,997,0.2619267,74.137856,77.825
0.0,0.20711134,172215,0.009766464,23.572527,385.2228991173063,0.8084153234958649,11,314.6713910102844,1008,0.20711134,75.66135,80.675
0.0,0.320782,175140,0.0102223195,23.56795,398.1344716611872,0.8066664636135101,12,320.3981614112854,1020,0.320782,79.19979,82.375
0.0,0.25365663,178128,0.010325472,23.547441,411.18988151659704,0.7272403836250305,11,326.17969489097595,1031,0.25365663,81.10248,85.5
0.0,0.25631422,181221,0.011405105,23.540346,412.32905811329476,0.867750495672226,12,331.8050801753998,1043,0.25631422,79.20387,85.525
0.0,0.23139781,184443,0.010812733,23.569574,408.35327095502373,0.8132527023553848,14,337.4961099624634,1057,0.23139781,82.07621,84.375
0.0,0.23511893,187479,0.010605,23.568441,412.25085449318095,0.7688807249069214,12,343.13995718955994,1069,0.23511893,83.8818,84.9
0.0,0.27684623,190611,0.011522185,23.569155,393.1930806627595,0.8126031905412674,13,348.75792121887207,1082,0.27684623,80.03699,80.675
0.0,0.24255952,193581,0.0097125685,23.554708,389.3805319181396,0.8308884054422379,13,354.39972615242004,1095,0.24255952,79.85963,79.625
0.0,0.25316405,196557,0.011222924,23.546389,409.67024273942286,0.865032896399498,10,360.02406072616577,1105,0.25316405,83.33467,84.525
0.0,0.20477666,199647,0.010302067,23.530207,412.16035577589645,0.8949430286884308,13,365.70238399505615,1118,0.20477666,82.72198,84.225
0.0,0.21374789,202821,0.010579471,23.535807,401.14785534577913,0.8791038244962692,14,371.40249013900757,1132,0.21374789,77.93532,82.35
0.0,0.2928825,205845,0.010508984,23.542727,391.0475050642541,0.8470167517662048,12,377.04394793510437,1144,0.2928825,77.441605,80.175
0.0,0.21064493,209130,0.010254603,23.515787,384.2495116836115,0.8657224327325821,14,382.7778127193451,1158,0.21064493,76.30808,79.025
0.0,0.24714854,212190,0.011024717,23.511698,383.1353252778533,0.885820284485817,14,388.3733797073364,1172,0.24714854,74.85011,78.075
0.0,0.21997148,215151,0.010585909,23.503885,382.6217788739981,0.8723307996988297,12,394.039094209671,1184,0.21997148,70.87537,77.55
0.0,0.2533742,217959,0.010800542,23.509039,385.9299893269772,0.8543457686901093,12,399.66662645339966,1196,0.2533742,70.530174,77.825
0.0,0.23103034,221079,0.011288166,23.508612,412.36754879375013,0.8100757747888565,11,405.3847098350525,1207,0.23103034,78.231346,84.15
0.0,0.28327212,224199,0.011411444,23.503681,429.6292448416754,0.8537157624959946,11,411.09546542167664,1218,0.28327212,82.05263,87.55
0.0,0.23953673,227373,0.010592207,23.505838,447.5037656854358,0.8595273047685623,12,416.82410430908203,1230,0.23953673,84.125725,90.725
0.0,0.23714067,230547,0.011194447,23.515387,427.36578744228416,0.8423184603452682,13,422.5976781845093,1243,0.23714067,77.65324,87.875
0.0,0.23732793,233520,0.011573145,23.520258,412.8470629000175,0.8661448508501053,12,428.2734065055847,1255,0.23732793,74.66191,84.575
0.0,0.23829758,236460,0.011302308,23.514652,395.5156576516417,0.8171258419752121,12,433.9936499595642,1267,0.23829758,72.629654,81.225
0.0,0.25237608,239673,0.010767782,23.514627,411.9146095911278,0.8420450687408447,12,439.64594078063965,1279,0.25237608,73.25514,83.8
0.0,0.28347206,242817,0.011515668,23.490484,423.5011924159511,0.7733523547649384,12,445.4275233745575,1291,0.28347206,78.60103,85.775
0.0,0.2486522,245904,0.011227962,23.481928,419.4608154821881,0.816923126578331,13,451.10129976272583,1304,0.2486522,76.784805,85.575
0.0,0.43996596,248865,0.011576182,23.479914,398.4415964207353,0.8337570130825043,12,456.8506932258606,1316,0.43996596,71.67478,81.725
0.0,0.21098827,251970,0.011043891,23.483881,400.2711105352952,0.8283624649047852,12,462.54416370391846,1328,0.21098827,67.751755,82.175
0.0,0.23449981,255096,0.011574634,23.479897,421.06138570839323,0.8318273425102234,11,468.26147413253784,1339,0.23449981,69.008865,86.85
0.0,0.4095118,258072,0.011941543,23.479961,421.1854253923924,0.8474630564451218,12,473.97703218460083,1351,0.4095118,69.28692,87.65
0.0,0.29966688,261162,0.012342808,23.48063,442.92757848123745,0.7243907749652863,11,479.627468585968,1362,0.29966688,79.256004,91.3
0.0,0.2504735,264234,0.010805786,23.480963,410.2304289295354,0.7664491981267929,14,485.25297260284424,1376,0.2504735,85.053925,83.625
0.0,0.23612854,267486,0.010942165,23.485334,405.3217074112687,0.7838909178972244,13,490.9210705757141,1389,0.23612854,88.33693,81.775
0.0,0.2601194,270378,0.0126962885,23.475603,402.5653489739744,0.8657001554965973,11,496.6795573234558,1400,0.2601194,86.116585,80.8
0.0,0.26463115,273594,0.012148172,23.485273,407.2525951351143,0.8686910718679428,14,502.39758110046387,1414,0.26463115,83.12048,81.65
0.0,0.24744889,276765,0.011943985,23.477863,404.18333522132235,0.8345561474561691,13,508.1742699146271,1427,0.24744889,84.4051,81.775
0.0,0.23873217,279903,0.012023123,23.473883,397.23302084199815,0.8518613576889038,12,513.8764493465424,1439,0.23873217,79.49567,80.85
0.0,0.2471727,282948,0.011374807,23.467773,409.18575446700714,0.8461491018533707,12,519.528589963913,1451,0.2471727,82.24664,83.3
0.0,0.27316666,286005,0.011752158,23.47103,414.31771658773823,0.8629286736249924,12,525.1141242980957,1463,0.27316666,83.19596,83.725
0.0,0.25300723,288858,0.01079816,23.490885,435.68594131575384,0.8343902677297592,10,530.736471414566,1473,0.25300723,87.5721,87.475
0.0,0.2581204,291744,0.010409113,23.479166,437.47697960822677,0.8081861585378647,11,536.2449173927307,1484,0.2581204,90.23863,88.3
0.0,0.21665493,294819,0.01197969,23.473452,437.69758776935487,0.830937072634697,12,542.0394473075867,1496,0.21665493,88.354095,88.0
0.0,0.28239512,297876,0.012837609,23.474607,441.3119299828124,0.8534042239189148,11,547.8571178913116,1507,0.28239512,85.53259,89.125
0.0,0.2549556,300966,0.012205035,23.464579,426.5486402603219,0.7760306000709534,13,553.5611228942871,1520,0.2549556,81.32788,85.6
0.0,0.22004771,304149,0.011960143,23.45931,425.3183691246625,0.8466885834932327,13,559.233983039856,1533,0.22004771,83.643456,85.8
0.0,0.2510082,307179,0.01172078,23.460691,383.79246522108406,0.787016287446022,14,564.9284925460815,1547,0.2510082,77.87323,77.525
0.0,0.2434758,310245,0.010919154,23.462824,382.01139679875916,0.8468373268842697,13,571.1566224098206,1560,0.2434758,77.89585,77.325
0.0,0.2477462,313344,0.012607706,23.461687,377.2157627866248,0.7980362772941589,13,577.0914843082428,1573,0.2477462,76.25537,76.625
0.0,0.23839357,316446,0.011839414,23.461916,407.7340551013519,0.7917550504207611,11,583.0330035686493,1584,0.23839357,81.951225,82.275
0.0,0.26196384,319446,0.011847987,23.461119,420.8414539221036,0.8813778907060623,12,588.9225096702576,1596,0.26196384,83.521706,84.55
0.0,0.26931563,322326,0.011494359,23.463377,433.71970410414343,0.8395361006259918,11,594.9413747787476,1607,0.26931563,85.42525,88.35
0.0,0.28381437,325452,0.013381705,23.456465,419.85220353810325,0.8070074915885925,12,600.7368931770325,1619,0.28381437,83.28923,86.55
0.0,0.25055486,328539,0.012428941,23.452719,418.65130793574525,0.8487245142459869,12,606.4907457828522,1631,0.25055486,82.60326,85.925
0.0,0.27675578,331707,0.012553532,23.453434,428.1383575686688,0.8431783020496368,12,612.2581176757812,1643,0.27675578,86.66842,87.5
0.0,0.26848707,334527,0.012469738,23.449446,412.27963568632896,0.849921926856041,12,618.1101398468018,1655,0.26848707,82.897,83.95
0.0,0.23376647,337596,0.011680279,23.447287,427.31083256720905,0.8624363094568253,12,623.9024231433868,1667,0.23376647,88.05796,86.0
0.0,0.25366697,340452,0.012715239,23.453386,405.8876219125347,0.8436336070299149,12,629.6757171154022,1679,0.25366697,84.13558,81.275
0.0,0.2529825,343314,0.012794731,23.4554,409.70805959236276,0.8409047722816467,12,635.3298790454865,1691,0.2529825,86.59932,81.15
0.0,0.2538399,346395,0.012578277,23.459164,412.1393690392624,0.8757442608475685,12,641.0436956882477,1703,0.2538399,87.16826,82.55
0.0,0.2864645,349368,0.011549439,23.462076,423.61972243652565,0.8284062296152115,11,646.8229513168335,1714,0.2864645,90.537926,85.45
0.0,0.23371711,352509,0.0127365375,23.459162,435.8285308704417,0.8781236782670021,12,652.4823772907257,1726,0.23371711,91.97548,87.475
0.0,0.2579445,355425,0.012401376,23.454266,442.6707245379265,0.8481078147888184,11,658.2194881439209,1737,0.2579445,92.01104,88.85
0.0,0.32343358,358350,0.012721982,23.457014,423.0692017434105,0.7925029993057251,12,663.9767954349518,1749,0.32343358,87.16144,85.775
0.0,0.26265657,361596,0.012283172,23.455816,425.4362495640136,0.8503434509038925,12,669.6483912467957,1761,0.26265657,87.6629,86.125
