entloss,optimgain,TimestepsSoFar,meankl,entropy,EpTrueRewMean,ev_tdlam_before,EpThisIter,TimeElapsed,EpisodesSoFar,surrgain,EpRewMean,EpLenMean
0.0,0.18741003,74058,0.008339021,24.000006,315.6756631906625,0.7996362447738647,16,133.95250964164734,557,0.18741003,61.40398,64.225
0.0,0.20301166,77058,0.008584003,23.959885,302.6479428474628,0.7992612719535828,17,139.59745597839355,574,0.20301166,56.889565,62.775
0.0,0.1818184,80148,0.00853239,23.944416,300.6101297588651,0.7069830298423767,16,145.2530448436737,590,0.1818184,57.493988,62.775
0.0,0.18695442,83124,0.008664815,23.910477,306.976931099053,0.7291902899742126,15,150.9030840396881,605,0.18695442,56.855846,63.1
0.0,0.2092193,86403,0.009292109,23.869564,336.93761742305895,0.7055071890354156,15,156.49729180335999,620,0.2092193,65.14275,68.225
0.0,0.18607801,89619,0.008773375,23.846695,326.2671446857154,0.7799702733755112,17,162.15563249588013,637,0.18607801,63.191467,66.55
0.0,0.21624891,92595,0.008856682,23.837093,322.77911163951364,0.799761489033699,15,167.7878053188324,652,0.21624891,62.24569,65.85
0.0,0.21926695,95652,0.008539896,23.813414,343.67980305120665,0.8061679601669312,12,173.52448320388794,664,0.21926695,69.21926,70.275
0.0,0.21108319,98664,0.009046655,23.798115,361.01701854521235,0.8403927534818649,14,179.0903537273407,678,0.21108319,75.42277,73.875
0.0,0.23726961,101553,0.008899953,23.79421,350.68523330116415,0.7790934890508652,15,184.66160416603088,693,0.23726961,70.75815,71.75
