EpThisIter,ev_tdlam_before,surrgain,EpisodesSoFar,entropy,EpRewMean,EpTrueRewMean,EpLenMean,meankl,optimgain,entloss,TimestepsSoFar,TimeElapsed
1,-0.02415180206298828,0.043945063,165,4.067106,865.96533,929.4884440518939,901.0,0.0074801575,0.043945063,0.0,220698,276.4164741039276
1,-0.0009518861770629883,0.037030116,166,4.056433,865.537,929.1606269952224,901.0,0.00850078,0.037030116,0.0,223698,280.3009150028229
1,-0.01580023765563965,0.03573531,167,4.0547867,866.5947,929.1635890378336,901.0,0.0074669197,0.03573531,0.0,226698,284.09325218200684
1,-0.017164111137390137,0.039678432,168,4.0413437,866.97345,929.418336021691,901.0,0.007210155,0.039678432,0.0,229698,287.8006896972656
1,-0.0049283504486083984,0.042220883,169,4.0351233,866.7653,929.6109339342999,901.0,0.0068890224,0.042220883,0.0,232698,291.63872027397156
1,0.0016289353370666504,0.043515205,170,4.0225296,867.1657,930.5426249839908,901.0,0.0071811615,0.043515205,0.0,235698,295.4590280056
1,-0.002530813217163086,0.04204211,171,4.061645,867.0334,929.9628323554865,901.0,0.008021656,0.04204211,0.0,238698,299.22961950302124
1,-0.05242621898651123,0.03318648,172,4.06286,867.3428,929.1963963687627,901.0,0.007839495,0.03318648,0.0,241698,303.04847145080566
1,0.004298985004425049,0.04471431,173,4.056092,867.59607,930.0297047222712,901.0,0.008086683,0.04471431,0.0,244698,306.7308084964752
2,0.009792447090148926,0.05576218,175,4.086176,851.7125,914.7511227064206,885.6,0.008209622,0.05576218,0.0,248850,310.454710483551
2,0.17509299516677856,0.057993557,177,4.106295,858.1986,922.7489052254505,892.875,0.007675565,0.057993557,0.0,252438,314.22105264663696
1,0.0012520551681518555,0.04841122,178,4.123963,875.60095,941.4365141061893,911.425,0.00735362,0.04841122,0.0,255438,317.99326395988464
1,0.22147107124328613,0.07161355,179,4.129761,872.44354,939.4847731679898,909.375,0.007549301,0.07161355,0.0,258192,321.7729344367981
1,-0.03148198127746582,0.049883094,180,4.0822425,872.57684,939.6144177163249,909.375,0.0076570828,0.049883094,0.0,261192,325.48224806785583
1,-0.17131662368774414,0.05463939,181,4.07502,872.51483,940.3547462837141,909.375,0.008267608,0.05463939,0.0,264192,329.3095552921295
1,-0.01191258430480957,0.037770096,182,4.0770264,872.31934,941.3227823728384,909.375,0.0075694304,0.037770096,0.0,267192,333.10578966140747
1,-0.0063713788986206055,0.036298096,183,4.0854487,871.5135,941.2588987835759,909.375,0.0073750573,0.036298096,0.0,270192,336.89008593559265
1,-0.0058040618896484375,0.040648125,184,4.091799,870.51056,941.0725279242088,909.375,0.0063675516,0.040648125,0.0,273192,340.6218798160553
1,0.0029723048210144043,0.03926622,185,4.116431,869.8867,940.732015524801,909.375,0.007611539,0.03926622,0.0,276192,344.47529220581055
1,-0.040139079093933105,0.033619255,186,4.144593,890.04004,963.1080797096195,931.075,0.007474498,0.033619255,0.0,279192,348.2250280380249
1,-0.018300294876098633,0.03915963,187,4.135139,888.9797,962.7085347560708,931.075,0.008874417,0.03915963,0.0,282192,351.91092896461487
1,-0.01444554328918457,0.030560512,188,4.126702,905.74396,980.7526977905812,949.475,0.0072898734,0.030560512,0.0,285192,355.7024245262146
1,-0.034206271171569824,0.043696098,189,4.137845,906.083,980.648271746081,949.475,0.0068095303,0.043696098,0.0,288192,359.418114900589
1,-0.0004018545150756836,0.044095132,190,4.143854,906.3262,980.082028024561,949.475,0.0077259718,0.044095132,0.0,291192,363.11097168922424
1,-0.07016098499298096,0.04719319,191,4.1445603,905.89276,979.765405449834,949.475,0.0067532295,0.04719319,0.0,294192,366.9082136154175
1,0.008932232856750488,0.061404876,192,4.158662,905.7621,979.0158109003966,949.475,0.007073685,0.061404876,0.0,297192,370.70514965057373
1,-0.016782283782958984,0.04884044,193,4.1415405,906.1797,978.7863478675906,949.475,0.007944642,0.04884044,0.0,300192,374.46107959747314
1,-0.004302978515625,0.03773406,194,4.146279,906.3203,978.4906930142188,949.475,0.00877149,0.03773406,0.0,303192,378.33172273635864
1,-0.02604222297668457,0.050379883,195,4.124518,906.99677,978.872888213555,949.475,0.0096626,0.050379883,0.0,306192,382.34005212783813
2,0.0382501482963562,0.058785982,197,4.1211324,890.17285,960.3205490566974,930.925,0.007844418,0.058785982,0.0,309966,386.19763922691345
1,-0.004534363746643066,0.036087096,198,4.1727834,888.81134,960.6263812117311,930.925,0.00687849,0.036087096,0.0,312966,390.01181650161743
2,0.5220933854579926,0.05140568,200,4.1682134,876.1631,945.1368999108472,917.7,0.008028739,0.05140568,0.0,315822,393.8846035003662
1,0.010969698429107666,0.049611114,201,4.170351,876.4624,946.6850481409734,917.7,0.008012041,0.049611114,0.0,318822,397.72503304481506
1,-0.00801551342010498,0.057993397,202,4.1708097,876.7708,946.8671929589884,917.7,0.0077942405,0.057993397,0.0,321822,401.59647011756897
1,-0.003087162971496582,0.045972295,203,4.178185,875.59033,947.9981438155548,917.7,0.007517517,0.045972295,0.0,324822,405.4267563819885
1,-0.013954997062683105,0.04758946,204,4.171724,874.79816,948.9199355775505,917.7,0.008034863,0.04758946,0.0,327822,409.2643234729767
1,-0.012930989265441895,0.042771388,205,4.1721807,874.66797,949.7808159499345,917.7,0.006388532,0.042771388,0.0,330822,413.1154999732971
1,0.1485987901687622,0.043443583,206,4.168951,874.11316,950.678777607606,917.7,0.007704667,0.043443583,0.0,333822,416.8498148918152
1,0.00817650556564331,0.060291596,207,4.1774006,873.4131,950.5487001686258,917.7,0.007932054,0.060291596,0.0,336822,420.6411690711975
2,0.551213949918747,0.048495505,209,4.184997,855.6268,931.2950904665304,899.8,0.008132965,0.048495505,0.0,340674,424.519357919693
1,-0.06521761417388916,0.035635702,210,4.174466,854.4404,930.6971629297863,899.8,0.0075133876,0.035635702,0.0,343674,428.29847383499146
1,-0.023687124252319336,0.05914837,211,4.191191,854.65027,929.9753652332622,899.8,0.007896403,0.05914837,0.0,346674,432.1599280834198
1,-0.030325651168823242,0.047957554,212,4.1990895,854.3097,929.700972981597,899.8,0.008222328,0.047957554,0.0,349674,435.95695328712463
1,-0.03562498092651367,0.037642106,213,4.218345,853.00696,928.0179031641597,899.8,0.007769477,0.037642106,0.0,352674,439.7853081226349
1,-0.09303462505340576,0.05181773,214,4.231695,853.2057,926.9060457520309,899.8,0.007307383,0.05181773,0.0,355674,443.6146502494812
1,-0.0003020763397216797,0.0470368,215,4.2176785,867.1595,942.1171264333385,915.2,0.007701764,0.0470368,0.0,358674,447.45202565193176
1,0.30534064769744873,0.06348908,216,4.223351,866.0155,938.5338015061225,914.525,0.0075244196,0.06348908,0.0,361593,451.2259361743927
1,-0.017984747886657715,0.047051616,217,4.206443,885.047,959.5670188672469,934.625,0.008582556,0.047051616,0.0,364593,454.9770157337189
1,-0.12289535999298096,0.05689054,218,4.2029424,885.33496,959.2879483162857,934.625,0.008792741,0.05689054,0.0,367593,458.8536298274994
2,0.4372662305831909,0.071667045,220,4.1948304,871.9406,945.4755077197694,919.725,0.0080352705,0.071667045,0.0,371559,462.695524930954
2,0.4405387043952942,0.057382755,222,4.1980824,856.9542,923.2247407918496,902.875,0.007935858,0.057382755,0.0,375537,466.48330879211426
3,0.05701714754104614,0.06421279,225,4.2137127,818.68616,879.8463612894968,860.1,0.0093097715,0.06421279,0.0,379404,470.26938247680664
1,-0.2588071823120117,0.058239758,226,4.207069,819.3006,878.6986168806545,860.1,0.0075563244,0.058239758,0.0,382404,474.025084733963
1,-0.05279362201690674,0.046224117,227,4.2123957,819.6991,875.3765562401993,860.1,0.0073359925,0.046224117,0.0,385404,477.86803460121155
1,0.019370198249816895,0.05879189,228,4.1917996,819.81445,873.5645449706939,860.1,0.0073721083,0.05879189,0.0,388404,481.642404794693
3,0.07897680997848511,0.05729962,231,4.1837544,775.9796,827.2070830439625,814.1,0.0080514215,0.05729962,0.0,391884,485.41104555130005
1,0.2769157886505127,0.053831816,232,4.1842046,775.547,826.9871406141123,813.825,0.007784475,0.053831816,0.0,394851,489.29666471481323
3,0.4778704047203064,0.10919814,235,4.182706,747.6279,795.7760881605692,782.475,0.008514684,0.10919814,0.0,400089,493.1230432987213
1,0.007574260234832764,0.05507409,236,4.169623,747.2897,794.4235380156153,782.475,0.007881979,0.05507409,0.0,403089,496.911096572876
1,0.03270488977432251,0.048941687,237,4.1640334,764.78265,813.258288394523,801.025,0.00695205,0.048941687,0.0,406089,500.7432622909546
1,0.030203521251678467,0.05959665,238,4.1599727,751.3476,797.2284032447511,786.725,0.008027585,0.05959665,0.0,407373,504.51611709594727
1,-0.004695415496826172,0.047744527,239,4.1494217,761.70074,808.4938888956597,797.85,0.0077404976,0.047744527,0.0,410373,508.33156061172485
1,-0.0006668567657470703,0.034220982,240,4.1416564,775.7211,823.9215323319899,812.925,0.008872673,0.034220982,0.0,413373,512.1775467395782
1,-0.043740153312683105,0.04645913,241,4.137261,775.0503,822.178891387012,812.925,0.006501886,0.04645913,0.0,416373,516.0313210487366
1,0.003675699234008789,0.040957823,242,4.1188426,774.8871,822.1059134804555,812.925,0.0073436894,0.040957823,0.0,419373,519.8487873077393
1,-0.0005831718444824219,0.049705792,243,4.123145,774.3404,820.5068866083893,812.925,0.008531333,0.049705792,0.0,422373,523.6654713153839
2,-0.0060002803802490234,0.05130812,245,4.157526,760.0311,803.1313938371302,798.1,0.00736823,0.05130812,0.0,426594,527.4494044780731
1,-0.022710680961608887,0.049102057,246,4.174776,760.8372,802.0890637832806,798.1,0.007819263,0.049102057,0.0,429594,531.215950012207
1,-0.01380455493927002,0.034790374,247,4.1783214,760.1146,801.7994981283582,798.1,0.007621389,0.034790374,0.0,432594,535.0003938674927
2,0.04242819547653198,0.057859145,249,4.1898174,762.9744,804.9793167923415,801.4,0.0068776384,0.057859145,0.0,436842,538.7026464939117
1,0.11123353242874146,0.06151016,250,4.175661,762.97815,803.8904048794124,801.25,0.008324064,0.06151016,0.0,439824,542.5838313102722
2,0.08295547962188721,0.059463028,252,4.1820073,761.0658,801.9981311721269,798.925,0.008314836,0.059463028,0.0,445545,546.4273643493652
1,-0.0666501522064209,0.041334096,253,4.1852703,760.8919,802.1771778318628,798.925,0.007955622,0.041334096,0.0,448545,550.2916624546051
1,-0.2132943868637085,0.061968066,254,4.1832294,760.68585,801.322076075985,798.925,0.008602361,0.061968066,0.0,451545,554.0982341766357
2,0.10055935382843018,0.053142115,256,4.2008686,741.2293,782.296579049915,777.675,0.008378331,0.053142115,0.0,454914,557.9223480224609
1,0.020682990550994873,0.034387924,257,4.210992,740.8201,781.9801482143414,777.675,0.007550991,0.034387924,0.0,457914,561.6754145622253
1,0.012809693813323975,0.04189852,258,4.2102346,740.297,782.4272142188107,777.675,0.0066901725,0.04189852,0.0,460914,565.433785200119
1,0.026560962200164795,0.03944701,259,4.237182,740.3968,781.459249974904,777.675,0.0070912763,0.03944701,0.0,463914,569.1947112083435
1,-0.0060013532638549805,0.046523623,260,4.231566,755.36017,798.2509488567309,794.625,0.0070704957,0.046523623,0.0,466914,573.051105260849
1,-0.0024117231369018555,0.046535723,261,4.2246165,771.3888,817.29375271815,811.475,0.006574847,0.046535723,0.0,469914,576.8370068073273
1,-0.0005092620849609375,0.03192833,262,4.2206097,770.80414,817.259711293297,811.475,0.008367425,0.03192833,0.0,472914,580.5887367725372
1,-0.0003865957260131836,0.047130086,263,4.202482,786.01984,834.5173315090422,828.25,0.008874664,0.047130086,0.0,475914,584.3469777107239
2,0.5630670189857483,0.06406197,265,4.230225,786.9101,836.0155141055275,828.1,0.006753355,0.06406197,0.0,478776,588.1301946640015
1,0.3619959354400635,0.062997475,266,4.2275057,774.1874,823.2592641990428,814.55,0.006797227,0.062997475,0.0,480150,591.938282251358
2,-0.0034406185150146484,0.046409555,268,4.211575,774.62976,828.8052788116989,814.55,0.007366825,0.046409555,0.0,486150,595.7633755207062
2,0.07589226961135864,0.054069668,270,4.194525,777.12024,829.8552266259791,816.575,0.008967317,0.054069668,0.0,489708,599.6498715877533
1,0.01037675142288208,0.036138274,271,4.200224,799.16724,853.1230279103111,840.2,0.006944514,0.036138274,0.0,492708,603.4786949157715
1,0.23981612920761108,0.058509704,272,4.200889,799.9681,853.8708631216656,840.475,0.0073448364,0.058509704,0.0,495708,607.2796940803528
1,-0.04671275615692139,0.045629323,273,4.2036467,804.52045,859.9786480045066,845.325,0.007802029,0.045629323,0.0,498708,611.0914180278778
1,-0.010073184967041016,0.04778257,274,4.212135,817.5308,872.8203636824674,859.325,0.0060925,0.04778257,0.0,501708,614.896059513092
1,0.03264963626861572,0.051468357,275,4.2241206,826.2705,882.8341865396915,871.825,0.005905144,0.051468357,0.0,504708,618.7208368778229
1,-0.29724884033203125,0.047363248,276,4.2236943,826.8988,883.5553590414169,871.825,0.0076404363,0.047363248,0.0,507708,622.5626935958862
1,0.012057006359100342,0.040176053,277,4.2261133,826.83923,883.7816602252994,871.825,0.0074384646,0.040176053,0.0,510708,626.3559784889221
1,0.009861648082733154,0.05904738,278,4.22123,831.89026,890.3803547554456,877.15,0.0068113264,0.05904738,0.0,512631,630.1394574642181
1,-0.014669179916381836,0.035059042,279,4.2312403,832.2925,890.422736548245,877.15,0.0071918317,0.035059042,0.0,515631,633.8952193260193
1,-0.024207592010498047,0.035071246,280,4.262388,831.772,890.8336463239187,877.15,0.008013223,0.035071246,0.0,518631,637.6549315452576
1,0.0009987950325012207,0.051966064,281,4.228178,831.37616,890.5906004766964,877.15,0.0074592195,0.051966064,0.0,521631,641.423241853714
2,-0.0006320476531982422,0.039204713,283,4.2311397,832.1177,889.5971433764951,877.15,0.0091834655,0.039204713,0.0,527631,645.1482162475586
1,-0.009015560150146484,0.036708813,284,4.2354193,831.7957,889.516125285769,877.15,0.0071739517,0.036708813,0.0,530631,649.0069029331207
1,-0.0017715692520141602,0.031553626,285,4.246377,846.05,903.661626054386,891.975,0.0077796574,0.031553626,0.0,533631,652.7527952194214
2,-0.004008889198303223,0.034685776,287,4.198524,846.369,902.8963842509281,891.975,0.007980846,0.034685776,0.0,539631,656.5506262779236
1,0.0012215375900268555,0.0461736,288,4.1680317,846.40857,902.8759048115502,891.975,0.0061344,0.0461736,0.0,542631,660.2588112354279
1,-0.00011730194091796875,0.028471274,289,4.217951,860.1912,917.0795720915363,906.575,0.007477539,0.028471274,0.0,545631,664.091388463974
1,-0.08694624900817871,0.053847447,290,4.2263575,860.5213,917.4390546352828,906.725,0.0074672783,0.053847447,0.0,548631,667.9360237121582
1,-0.004828810691833496,0.05420682,291,4.224975,860.15753,918.171043564894,906.725,0.0066995006,0.05420682,0.0,551631,671.7719588279724
1,0.2744918465614319,0.06866618,292,4.2154202,857.5924,916.8234422446203,904.525,0.00799827,0.06866618,0.0,554088,675.6055784225464
1,-0.0003628730773925781,0.031743072,293,4.2312894,857.92615,917.1039779570762,904.525,0.007010228,0.031743072,0.0,557088,679.4350850582123
1,-0.0209580659866333,0.034714624,294,4.2494235,858.20233,918.5449141577361,904.525,0.008420367,0.034714624,0.0,560088,683.1930930614471
2,0.3607643246650696,0.053406313,296,4.243192,873.74036,935.4141108765965,920.575,0.008769203,0.053406313,0.0,565383,687.012707233429
1,-0.008818626403808594,0.04165356,297,4.25042,873.8158,934.6171808820457,920.575,0.008105531,0.04165356,0.0,568383,690.8973829746246
1,-0.000712275505065918,0.04029971,298,4.25394,874.11505,933.7642992883982,920.575,0.007383579,0.04029971,0.0,571383,694.6868510246277
1,-0.001103043556213379,0.03040641,299,4.259087,874.4217,932.6919862814823,920.575,0.0072033606,0.03040641,0.0,574383,698.4517974853516
1,-0.006387233734130859,0.05891838,300,4.279848,874.584,932.1164525981698,920.575,0.008108411,0.05891838,0.0,577383,702.2888848781586
1,-0.020200133323669434,0.056771237,301,4.278748,874.4542,930.6194371808339,920.575,0.0076082675,0.056771237,0.0,580383,706.073084115982
1,-0.05977046489715576,0.040341064,302,4.309563,874.7391,927.3747359758858,920.575,0.00781556,0.040341064,0.0,583383,709.8918528556824
1,0.01684093475341797,0.040090222,303,4.333001,874.31116,925.3554818602627,920.575,0.0077663865,0.040090222,0.0,586383,713.6853132247925
1,-0.03410196304321289,0.0560949,304,4.308343,881.11017,931.6171924179683,929.075,0.00666098,0.0560949,0.0,589383,717.501207113266
1,-0.10013079643249512,0.06135896,305,4.3023014,897.9001,948.5215309306674,946.725,0.007008977,0.06135896,0.0,592383,721.3334648609161
1,-0.0018520355224609375,0.05219714,306,4.305718,911.2098,962.118990528106,960.275,0.0071038287,0.05219714,0.0,595383,725.1478910446167
1,-0.11100506782531738,0.050324734,307,4.282774,911.20966,959.4421582479605,960.275,0.0075654164,0.050324734,0.0,598383,728.9177904129028
1,-0.10061526298522949,0.04977479,308,4.290771,912.11945,958.6105201831194,960.275,0.0076617654,0.04977479,0.0,601383,732.6781995296478
1,-0.04385483264923096,0.050450265,309,4.267235,911.27734,959.001909830375,960.275,0.008022397,0.050450265,0.0,604383,736.4654252529144
1,-0.015244603157043457,0.045836337,310,4.2611637,930.68475,978.7045372747958,980.625,0.009742867,0.045836337,0.0,607383,740.1962654590607
1,0.8662167638540268,0.058658272,311,4.257086,931.35315,978.9804603118607,980.625,0.0071967877,0.058658272,0.0,610383,744.0272319316864
1,0.030052006244659424,0.056399427,312,4.262851,930.4824,977.9186110293842,980.625,0.0069063674,0.056399427,0.0,613383,747.7340896129608
2,0.22035866975784302,0.07987563,314,4.2588506,917.26013,961.317289497831,965.7,0.007828493,0.07987563,0.0,617592,751.478057384491
1,-0.1061716079711914,0.05799207,315,4.2489567,917.51544,960.4579803321401,965.7,0.008842492,0.05799207,0.0,620592,755.1966617107391
1,-0.11128151416778564,0.05084027,316,4.2461815,917.1865,957.7921201643649,965.7,0.0076319445,0.05084027,0.0,623592,758.9336020946503
1,-0.016223549842834473,0.039943755,317,4.263367,916.91974,954.4870810473618,965.7,0.007488729,0.039943755,0.0,626592,762.9126944541931
1,-0.01963949203491211,0.04088136,318,4.2611637,925.0011,962.7371938626504,974.675,0.0078109642,0.04088136,0.0,629592,766.7042484283447
1,-0.010274887084960938,0.05023462,319,4.246397,925.4712,961.507863655693,974.675,0.007955926,0.05023462,0.0,632592,770.4652216434479
1,-0.006428956985473633,0.04451158,320,4.2534785,926.0177,959.7441813847283,974.675,0.0072152116,0.04451158,0.0,635592,774.2656745910645
1,0.0084153413772583,0.048151396,321,4.265781,925.8756,960.0501415232442,974.675,0.0060809897,0.048151396,0.0,638592,778.1746463775635
2,-0.0064661502838134766,0.07250188,323,4.269442,906.7752,937.5226030171074,953.05,0.008514287,0.07250188,0.0,641997,782.0102128982544
2,-0.061475515365600586,0.057139773,325,4.2544174,895.2816,923.553270696448,940.525,0.0074387575,0.057139773,0.0,646494,785.8700766563416
2,0.25079065561294556,0.06985721,327,4.2571793,869.6582,894.6930609425324,913.4,0.008232723,0.06985721,0.0,649239,789.6752390861511
1,0.05722391605377197,0.051663693,328,4.261656,869.73615,894.7698560912406,913.4,0.009239345,0.051663693,0.0,652239,793.5706288814545
2,0.08380329608917236,0.058626816,330,4.26578,853.74384,876.5856646059374,897.0,0.008774095,0.058626816,0.0,656271,797.469943523407
1,1.1861324310302734e-05,0.05659214,331,4.2665334,837.4614,858.7283491894062,879.725,0.00788498,0.05659214,0.0,657198,801.3039636611938
1,-0.004368305206298828,0.050299052,332,4.2518315,841.6244,864.1153333727785,884.25,0.0072959866,0.050299052,0.0,660198,805.0877485275269
