surrgain,TimestepsSoFar,ev_tdlam_before,EpRewMean,meankl,entropy,EpTrueRewMean,EpLenMean,entloss,optimgain,EpThisIter,TimeElapsed,EpisodesSoFar
0.07357824,726588,0.9526279158890247,177.60025,0.009249841,2.0788882,767.2974222908415,242.875,0.0,0.07357824,5,1012.8090326786041,717
0.07138045,729570,0.9858890436589718,178.53276,0.010601635,2.0711503,773.5219865704112,244.2,0.0,0.07138045,4,1017.1982665061951,721
0.094956666,733464,0.9931933241896331,180.78499,0.010974133,2.0343354,784.5866890957038,246.85,0.0,0.094956666,5,1021.4811813831329,726
0.088051945,736410,0.9803972374647856,181.80257,0.010448643,2.0169842,788.6646229133892,248.0,0.0,0.088051945,4,1025.8018333911896,730
0.062387444,739152,0.9367823451757431,181.28113,0.01069647,1.9751588,783.4131487283329,245.6,0.0,0.062387444,4,1030.1221268177032,734
0.075115114,741822,0.9390952400863171,180.0711,0.010460557,2.010803,777.9740271861984,244.375,0.0,0.075115114,4,1034.5032138824463,738
0.096427195,745053,0.9731417652219534,180.95427,0.010741055,2.0148962,789.6232840480477,248.175,0.0,0.096427195,4,1038.8502583503723,742
0.070858166,748050,0.9746952932327986,177.92595,0.011507253,1.9818087,775.5444142847421,243.5,0.0,0.070858166,4,1043.221069097519,746
0.06962314,750753,0.9895700011402369,181.53966,0.010790897,1.9456491,792.0161985317911,247.925,0.0,0.06962314,3,1047.5061094760895,749
0.08259877,753360,0.9746131058782339,184.35818,0.01032394,1.9362,804.3967997759013,250.35,0.0,0.08259877,3,1051.8492271900177,752
0.08206926,756348,0.9831280708312988,186.04504,0.010480041,1.9430504,817.8787868493234,253.7,0.0,0.08206926,4,1056.1475722789764,756
0.07060716,760056,0.9945299727842212,189.41399,0.010906796,1.9350283,838.9156547715611,259.875,0.0,0.07060716,4,1060.4677085876465,760
0.062191978,762807,0.9691549725830555,187.01852,0.010787326,1.9110861,831.0641947574447,257.775,0.0,0.062191978,4,1064.7673716545105,764
0.082508415,765420,0.98174256272614,189.59004,0.010645883,1.9117277,844.3652461434237,261.0,0.0,0.082508415,3,1069.08638381958,767
0.08401118,768543,0.9698606356978416,188.08493,0.0106474515,1.8891592,838.0696677476735,260.3,0.0,0.08401118,4,1073.3719630241394,771
