EpisodesSoFar,entloss,entropy,optimgain,EpThisIter,TimeElapsed,TimestepsSoFar,EpRewMean,ev_tdlam_before,meankl,surrgain,EpTrueRewMean,EpLenMean
259,0.0,3.8084474,0.044176683,1,151.6724512577057,127740,1234.8510726935951,-0.03941619396209717,0.008037267,0.044176683,1234.8510726935951,437.5
260,0.0,3.8201616,0.040057104,1,155.36964893341064,130740,1281.698759467036,0.042178452014923096,0.0077436995,0.040057104,1281.698759467036,458.4
263,0.0,3.8253193,0.047743015,3,159.05358386039734,136251,1352.1321039503898,0.5135985314846039,0.007845052,0.047743015,1352.1321039503898,488.5
265,0.0,3.830652,0.054343395,2,162.7714080810547,140154,1410.309379485129,0.8940906971693039,0.0069231945,0.054343395,1410.309379485129,511.0
266,0.0,3.82605,0.03885165,1,166.45847082138062,143154,1452.0814270076205,-0.01656484603881836,0.008475697,0.03885165,1452.0814270076205,528.025
267,0.0,3.8066788,0.05932873,1,170.13707375526428,145158,1482.310633048097,0.7150785624980927,0.00770219,0.05932873,1482.310633048097,540.3
268,0.0,3.77066,0.034116216,1,173.8865532875061,148158,1529.0195581510184,0.10103446245193481,0.007470297,0.034116216,1529.0195581510184,558.6
270,0.0,3.7495418,0.03831681,2,177.61967182159424,152586,1573.3431679360833,0.6927151083946228,0.00827994,0.03831681,1573.3431679360833,580.65
272,0.0,3.7719705,0.047533337,2,181.23591542243958,156069,1600.3821357881193,0.9060863256454468,0.0070503084,0.047533337,1600.3821357881193,593.025
273,0.0,3.70404,0.05925772,1,184.9983901977539,158640,1642.8207146560846,0.9248684197664261,0.0086034145,0.05925772,1642.8207146560846,609.375
274,0.0,3.7058406,0.06720628,1,188.72439289093018,160836,1667.5742033769366,0.878877080976963,0.008127637,0.06720628,1667.5742033769366,619.05
276,0.0,3.6904054,0.048854843,2,192.4518141746521,165018,1694.230914598646,0.6641139686107635,0.008929515,0.048854843,1694.230914598646,631.025
277,0.0,3.6812515,0.049420938,1,196.0910222530365,168018,1742.4219728331693,0.5737704336643219,0.0069590365,0.049420938,1742.4219728331693,649.825
279,0.0,3.6816409,0.053343568,2,199.74567222595215,171588,1787.2352766321019,0.8684751391410828,0.0077642393,0.053343568,1787.2352766321019,663.45
283,0.0,3.685693,0.051464036,4,203.4386327266693,176475,1733.3022377477082,0.8790944665670395,0.007921746,0.051464036,1733.3022377477082,648.7
284,0.0,3.6490152,0.037900165,1,207.11583876609802,179475,1781.2579815207748,0.06458067893981934,0.007630529,0.037900165,1781.2579815207748,667.475
285,0.0,3.6731892,0.041481532,1,210.77585911750793,182475,1778.478994059223,0.04915696382522583,0.0070969216,0.041481532,1778.478994059223,667.475
287,0.0,3.6824934,0.043314025,2,214.4778048992157,187599,1838.1909743257547,0.6675447225570679,0.008161449,0.043314025,1838.1909743257547,694.375
