EpisodesSoFar,entloss,entropy,optimgain,EpThisIter,TimeElapsed,TimestepsSoFar,EpRewMean,ev_tdlam_before,meankl,surrgain,EpTrueRewMean,EpLenMean
288,0.0,3.6817095,0.03426364,1,218.12634181976318,190599,1853.4017128662435,0.09403985738754272,0.0081309825,0.03426364,1853.4017128662435,702.45
289,0.0,3.735803,0.05638483,1,221.79897689819336,193599,1855.5929424413273,0.6103052794933319,0.009470632,0.05638483,1855.5929424413273,702.45
290,0.0,3.6845927,0.045863036,1,225.54858493804932,196599,1865.5603222153604,-0.06394577026367188,0.007458546,0.045863036,1865.5603222153604,706.375
292,0.0,3.684233,0.05450664,2,229.22784543037415,200667,1909.7750212921928,0.9380632601678371,0.008670906,0.05450664,1909.7750212921928,721.7
293,0.0,3.675025,0.03335784,1,232.8278205394745,203667,1942.4453502712124,0.009402036666870117,0.007949717,0.03335784,1942.4453502712124,737.275
294,0.0,3.696814,0.06133052,1,236.4781413078308,206667,1980.4121434522538,0.9575490020215511,0.007137752,0.06133052,1980.4121434522538,746.85
295,0.0,3.7001932,0.042776592,1,240.10322618484497,209667,2014.151865071266,-0.13060379028320312,0.00841618,0.042776592,2014.151865071266,759.5
296,0.0,3.7085285,0.045471758,1,243.77685594558716,212010,2023.4276621494646,0.8709140121936798,0.00795424,0.045471758,2023.4276621494646,764.9
298,0.0,3.7519612,0.04077579,2,247.47911190986633,216420,2025.4847878835371,0.584822803735733,0.007837072,0.04077579,2025.4847878835371,764.0
300,0.0,3.7313476,0.0521596,2,251.1062514781952,220320,1986.5277786929582,0.9496589414775372,0.008050088,0.0521596,1986.5277786929582,746.5
303,0.0,3.7072368,0.05747638,3,254.80356216430664,222954,1928.205595174951,0.7868441641330719,0.0077885035,0.05747638,1928.205595174951,722.525
304,0.0,3.7013004,0.05619576,1,258.4965476989746,225954,1936.029372329644,0.7128071188926697,0.007982582,0.05619576,1936.029372329644,724.975
307,0.0,3.6887228,0.047071837,3,262.1748094558716,231339,1920.9076692479096,0.7677072733640671,0.008489957,0.047071837,1920.9076692479096,718.175
308,0.0,3.691313,0.05421552,1,265.82934498786926,233265,1901.4681155160665,0.933255098760128,0.008635885,0.05421552,1901.4681155160665,709.225
309,0.0,3.7215028,0.041213915,1,269.5687167644501,236265,1906.5307641488841,-0.08057558536529541,0.008673207,0.041213915,1906.5307641488841,709.225
311,0.0,3.7313004,0.04624272,2,273.3314485549927,239145,1870.295856803014,-0.0015239715576171875,0.00872358,0.04624272,1870.295856803014,697.3
312,0.0,3.690454,0.04262656,1,277.1121098995209,242145,1919.8572246167773,-0.026759743690490723,0.0093895225,0.04262656,1919.8572246167773,717.3
313,0.0,3.692359,0.042381175,1,280.8316795825958,245145,1923.5821146698795,0.36558181047439575,0.008049533,0.042381175,1923.5821146698795,720.875
314,0.0,3.7114944,0.03794513,1,284.4398612976074,248145,1938.5440065743526,0.011293530464172363,0.0075341165,0.03794513,1938.5440065743526,727.575
316,0.0,3.7092524,0.05580659,2,288.14425897598267,251196,1919.342545491393,0.9584629908204079,0.008408631,0.05580659,1919.342545491393,718.15
317,0.0,3.7042868,0.056883506,1,291.83044242858887,254196,1914.3373982106052,-0.23410463333129883,0.009561719,0.056883506,1914.3373982106052,718.15
318,0.0,3.665717,0.04362741,1,295.53530406951904,257196,1923.0777442890044,0.0419270396232605,0.009043418,0.04362741,1923.0777442890044,721.625
319,0.0,3.6419675,0.042339988,1,299.18446016311646,260196,1965.8055764264877,0.06449389457702637,0.008274914,0.042339988,1965.8055764264877,738.4
323,0.0,3.6731794,0.055775218,4,302.8450222015381,265152,1964.8759691656828,0.852552130818367,0.008747241,0.055775218,1964.8759691656828,738.975
324,0.0,3.6914046,0.060368393,1,306.51743745803833,266685,1937.6273829369359,0.9274767562747002,0.008151064,0.060368393,1937.6273829369359,726.75
325,0.0,3.6846616,0.03857644,1,310.2345540523529,269685,1943.3781026871638,-0.036565423011779785,0.008375169,0.03857644,1943.3781026871638,726.75
326,0.0,3.6884704,0.062133193,1,313.9665994644165,271602,1927.282285598744,0.9348489716649055,0.008055774,0.062133193,1927.282285598744,717.725
327,0.0,3.681673,0.043646235,1,317.65648126602173,274602,1945.557774138108,-0.06041872501373291,0.008339546,0.043646235,1945.557774138108,725.025
328,0.0,3.6810076,0.05590321,1,321.35764598846436,276972,1935.36737218528,0.9551216624677181,0.0080521405,0.05590321,1935.36737218528,719.775
329,0.0,3.6755044,0.050893493,1,325.03645610809326,279972,1939.0447966207335,-0.046297550201416016,0.0077625387,0.050893493,1939.0447966207335,719.775
331,0.0,3.699798,0.049110964,2,328.63954401016235,284565,1916.4324393083102,0.9131641611456871,0.0078559965,0.049110964,1916.4324393083102,710.8
332,0.0,3.6826177,0.036256876,1,332.3260889053345,287565,1949.6773491203362,-0.05399823188781738,0.008173674,0.036256876,1949.6773491203362,724.15
333,0.0,3.6853635,0.052712716,1,336.01870560646057,289197,1924.5151835911718,0.9618442319333553,0.007892384,0.052712716,1924.5151835911718,712.75
335,0.0,3.6594625,0.048691034,2,339.63310956954956,292602,1860.2732819933422,0.005587637424468994,0.008525206,0.048691034,1860.2732819933422,691.125
336,0.0,3.6483748,0.04381299,1,343.2824718952179,295602,1876.0685953655689,-0.11396610736846924,0.008184952,0.04381299,1876.0685953655689,696.6
338,0.0,3.6964717,0.05264137,2,346.9852261543274,299865,1875.5570481048708,0.7244282066822052,0.009044057,0.05264137,1875.5570481048708,695.375
339,0.0,3.6910772,0.043798648,1,350.71170711517334,302865,1883.4757103577208,0.06311601400375366,0.008225378,0.043798648,1883.4757103577208,696.875
341,0.0,3.7133865,0.052098162,2,354.3308756351471,306768,1939.4252160104752,0.7003358602523804,0.008388234,0.052098162,1939.4252160104752,716.0
342,0.0,3.7275152,0.05769857,1,357.97805857658386,308415,1957.7133417966547,-0.1266382932662964,0.008465265,0.05769857,1957.7133417966547,721.375
343,0.0,3.7193277,0.042152554,1,361.68659567832947,311415,2000.6590221461452,-0.07138705253601074,0.009103438,0.042152554,2000.6590221461452,737.175
344,0.0,3.7169797,0.0630921,1,365.36119318008423,313977,1997.0247295162176,0.9559809267520905,0.008017843,0.0630921,1997.0247295162176,733.525
346,0.0,3.7007134,0.042299774,2,369.0418028831482,319977,2037.6555114340294,-0.09689569473266602,0.0075785923,0.042299774,2037.6555114340294,747.525
347,0.0,3.6644893,0.06328825,1,373.0309736728668,322977,2084.126023924308,0.9310298338532448,0.008811442,0.06328825,2084.126023924308,763.65
348,0.0,3.6396487,0.034219038,1,376.780880689621,325977,2105.3811916006393,0.01312178373336792,0.00951986,0.034219038,2105.3811916006393,772.6
349,0.0,3.6579347,0.048453037,1,380.48821926116943,328977,2114.436533053526,0.4125087261199951,0.008800263,0.048453037,2114.436533053526,772.6
351,0.0,3.6885371,0.036419466,2,384.24875831604004,333828,2170.8559136676076,0.8061219453811646,0.009359719,0.036419466,2170.8559136676076,789.025
352,0.0,3.6591108,0.045949254,1,387.97753047943115,336828,2179.83381461574,-0.011406183242797852,0.008702024,0.045949254,2179.83381461574,789.025
353,0.0,3.6593869,0.040589597,1,391.7110288143158,339828,2188.3679992276802,0.04621464014053345,0.0080216415,0.040589597,2188.3679992276802,789.025
354,0.0,3.6770952,0.045081764,1,395.4126892089844,342828,2196.1490488615227,0.02891683578491211,0.009389165,0.045081764,2196.1490488615227,789.025
355,0.0,3.687646,0.061490912,1,399.12326216697693,345573,2213.0101391218586,0.9459855519235134,0.007854488,0.061490912,2213.0101391218586,794.15
356,0.0,3.6866825,0.05804632,1,402.82687878608704,346755,2224.106273333317,0.9808818753808737,0.007787021,0.05804632,2224.106273333317,796.325
357,0.0,3.7184386,0.05780082,1,406.4658946990967,349755,2229.762081043659,0.659917950630188,0.008477433,0.05780082,2229.762081043659,796.325
358,0.0,3.7317133,0.05739123,1,410.2438015937805,351954,2215.543989502882,0.915028341114521,0.0077390578,0.05739123,2215.543989502882,789.65
359,0.0,3.7481625,0.056378208,1,414.02896213531494,353820,2190.9900117336565,0.9669670276343822,0.008330904,0.056378208,2190.9900117336565,780.2
360,0.0,3.74527,0.059511106,1,417.7634074687958,354747,2145.6195418521447,0.9836187027394772,0.007901007,0.059511106,2145.6195418521447,762.925
361,0.0,3.7452714,0.04867124,1,421.4238917827606,357747,2209.2577455528653,-0.009003043174743652,0.010701541,0.04867124,2209.2577455528653,784.45
362,0.0,3.7478032,0.048912715,1,425.18093490600586,360747,2272.8443465193877,-0.05981707572937012,0.008807573,0.048912715,2272.8443465193877,805.4
363,0.0,3.7447896,0.060415372,1,428.90238666534424,363702,2322.0686084597437,0.9306872859597206,0.008709348,0.060415372,2322.0686084597437,821.25
365,0.0,3.744233,0.05184142,2,432.638427734375,367236,2300.3944832362895,-0.09011542797088623,0.008170806,0.05184142,2300.3944832362895,812.925
366,0.0,3.7808535,0.06294371,1,436.2133786678314,370119,2329.8500674398597,0.9581576213240623,0.009119093,0.06294371,2329.8500674398597,820.975
368,0.0,3.775207,0.042242534,2,439.86704111099243,375552,2333.9806093459943,0.6542932093143463,0.008555859,0.042242534,2333.9806093459943,821.5
369,0.0,3.7803328,0.07809872,1,443.5274040699005,378219,2331.2011613773093,0.9677541330456734,0.008059564,0.07809872,2331.2011613773093,818.725
370,0.0,3.7385557,0.048435047,1,447.2420132160187,381219,2352.7829407045256,-0.023343563079833984,0.009757433,0.048435047,2352.7829407045256,825.475
373,0.0,3.714205,0.0584492,3,450.9198272228241,384933,2285.0580530122147,0.9623240828514099,0.008053658,0.0584492,2285.0580530122147,797.8
374,0.0,3.6962042,0.046332937,1,454.6383852958679,387933,2288.325332011681,0.0028427839279174805,0.008679813,0.046332937,2288.325332011681,797.8
375,0.0,3.6719053,0.052813556,1,458.34590315818787,390933,2352.5291334399926,0.0024834275245666504,0.008370666,0.052813556,2352.5291334399926,819.425
376,0.0,3.6683671,0.042535167,1,462.0678653717041,393933,2356.60266843423,-0.01275622844696045,0.008610359,0.042535167,2356.60266843423,819.425
377,0.0,3.6798627,0.03598069,1,465.8693013191223,396933,2360.828300236574,-0.0069969892501831055,0.00983974,0.03598069,2360.828300236574,819.425
