EpTrueRewMean,ev_tdlam_before,TimestepsSoFar,EpLenMean,meankl,optimgain,EpThisIter,entropy,surrgain,EpisodesSoFar,entloss,TimeElapsed,EpRewMean
317.82012622367705,0.8107380419969559,114294,64.775,0.008837879,0.21934035,14,23.72508,0.21934035,757,0.0,209.00463795661926,62.082664
350.0406020590551,0.8006071746349335,117387,71.65,0.009114612,0.20526615,13,23.734066,0.20526615,770,0.0,214.58683276176453,72.33162
350.7088464341562,0.7798334956169128,120678,71.375,0.00952992,0.18351942,16,23.7312,0.18351942,786,0.0,220.26586723327637,70.64991
377.6450728075663,0.7617296427488327,123969,76.825,0.009256715,0.23394194,13,23.745363,0.23394194,799,0.0,225.90732264518738,75.980515
374.83577627248786,0.8007464706897736,126957,75.875,0.009275815,0.19913137,13,23.752668,0.19913137,812,0.0,231.61538243293762,72.62565
388.9796026160117,0.8234256207942963,130179,79.175,0.009453281,0.21563973,14,23.778143,0.21563973,826,0.0,237.29856371879578,77.169846
381.6537595343143,0.8115064799785614,133323,77.95,0.009480424,0.20913441,13,23.78591,0.20913441,839,0.0,242.90961980819702,74.846634
368.08871076516436,0.80367211997509,136467,74.7,0.009336776,0.21557477,15,23.763361,0.21557477,854,0.0,248.59497046470642,72.44593
386.9901599601329,0.7770761698484421,139578,78.325,0.009981352,0.22921309,12,23.741392,0.22921309,866,0.0,254.22652411460876,74.179214
387.3726163006082,0.8113023340702057,142488,78.05,0.009867182,0.22327973,12,23.732018,0.22327973,878,0.0,259.92003202438354,74.01188
389.08078269841917,0.8930507898330688,145518,78.675,0.009547199,0.19889462,14,23.73488,0.19889462,892,0.0,265.63099813461304,72.456375
387.93465344633705,0.8646975606679916,148554,78.45,0.0100734085,0.207184,13,23.732832,0.207184,905,0.0,271.4872076511383,73.68617
390.03372986049817,0.8159439563751221,151731,79.0,0.009776647,0.21903439,12,23.738035,0.21903439,917,0.0,277.181987285614,73.584656
399.32462400985406,0.7830946743488312,154971,80.975,0.009779142,0.19842553,14,23.72233,0.19842553,931,0.0,282.7907531261444,79.40751
389.4885646505012,0.669256716966629,158076,79.35,0.009265574,0.21344492,14,23.70921,0.21344492,945,0.0,288.50471782684326,79.45944
343.9206771340115,0.841886967420578,161271,69.95,0.0111851115,0.26138496,16,23.72078,0.26138496,961,0.0,294.16453433036804,70.91589
344.34790456142935,0.8521977961063385,164337,70.975,0.010047828,0.20645887,14,23.70378,0.20645887,975,0.0,299.8344280719757,69.13528
367.4786229615796,0.8715827465057373,167226,74.5,0.01087346,0.22721696,11,23.686518,0.22721696,986,0.0,305.5281493663788,73.011314
394.10009589725684,0.8409617096185684,170337,79.875,0.010401018,0.23647738,12,23.68669,0.23647738,998,0.0,311.24450182914734,77.039116
404.14096176768237,0.8312534838914871,173556,82.4,0.011446099,0.2588689,14,23.687563,0.2588689,1012,0.0,316.87932562828064,81.29727
389.41126120776806,0.8478060066699982,176586,79.8,0.010516151,0.21563855,13,23.674498,0.21563855,1025,0.0,322.57166934013367,75.944145
382.1982733096008,0.7559314370155334,179394,79.175,0.009706931,0.22737199,11,23.675962,0.22737199,1036,0.0,328.31884574890137,77.00331
380.7342770326056,0.7936262786388397,182334,78.3,0.010461252,0.21808058,13,23.66252,0.21808058,1049,0.0,334.0702564716339,76.44632
408.67007911350333,0.8981058672070503,185289,83.9,0.010277173,0.22394852,11,23.671162,0.22394852,1060,0.0,339.80322670936584,83.08652
397.08152550240266,0.8841874897480011,188292,80.65,0.010752251,0.258797,13,23.674395,0.258797,1073,0.0,345.5201687812805,81.097244
407.708209964317,0.7958693951368332,191193,82.15,0.010383114,0.25615406,11,23.656744,0.25615406,1084,0.0,351.1807863712311,83.44116
414.871618737674,0.8646316975355148,194400,82.925,0.0104071405,0.23103148,13,23.633867,0.23103148,1097,0.0,356.87982654571533,83.14398
435.95727902134684,0.8675396591424942,197313,87.0,0.009638519,0.25192094,10,23.617208,0.25192094,1107,0.0,362.5559015274048,83.32803
415.6699679773939,0.8708050549030304,200334,84.075,0.010687711,0.47583568,13,23.61695,0.47583568,1120,0.0,368.27633714675903,76.736755
428.1960095827935,0.8372192084789276,203340,87.025,0.010754405,0.24139315,11,23.605204,0.24139315,1131,0.0,374.0028796195984,80.05803
408.5149891393056,0.8560183048248291,206571,83.375,0.010711636,0.24276504,13,23.588373,0.24276504,1144,0.0,379.7703528404236,78.37429
385.7584730395145,0.8496662974357605,209730,78.3,0.010537069,0.24361213,16,23.598372,0.24361213,1160,0.0,385.4550733566284,75.77351
377.19716414575856,0.765152782201767,212550,76.75,0.010511078,0.25902924,11,23.595148,0.25902924,1171,0.0,391.1723725795746,72.647995
372.38107251311044,0.8846709281206131,215814,75.425,0.009866813,0.22682543,14,23.6076,0.22682543,1185,0.0,396.8796377182007,70.85187
389.4154509728377,0.8168412894010544,218817,79.075,0.011025702,0.24909657,13,23.624506,0.24909657,1198,0.0,402.61885476112366,74.04832
373.89099450588964,0.8060740828514099,221889,75.5,0.010697352,0.19771764,14,23.602316,0.19771764,1212,0.0,408.4394328594208,71.9484
373.64105019676197,0.8808915242552757,224973,76.325,0.010673586,0.24184561,13,23.596987,0.24184561,1225,0.0,414.12267661094666,72.76256
386.1425677744999,0.8559546768665314,227787,78.5,0.010991553,0.31867117,11,23.600649,0.31867117,1236,0.0,419.9672043323517,76.45105
404.79616418572886,0.822638139128685,230967,82.625,0.0114144515,0.22938548,12,23.611004,0.22938548,1248,0.0,425.7235028743744,80.41048
403.38483770453183,0.8406982123851776,234075,81.975,0.013753397,0.2185323,14,23.612288,0.2185323,1262,0.0,431.44422698020935,80.40362
424.35258820590786,0.8433765769004822,237342,85.775,0.011539388,0.24706423,11,23.601543,0.24706423,1273,0.0,437.14818954467773,83.54197
419.16656512922117,0.8516063392162323,240390,84.6,0.0106420405,0.23701623,12,23.591976,0.23701623,1285,0.0,442.92167806625366,82.63261
434.4620842948689,0.8727742731571198,243603,86.675,0.011154351,0.27004856,13,23.611635,0.27004856,1298,0.0,448.5636270046234,84.00896
420.6330797144883,0.8729576915502548,246765,84.9,0.011345306,0.22730291,12,23.619146,0.22730291,1310,0.0,454.33602118492126,82.07846
406.9984033752559,0.8461645245552063,249591,82.375,0.011775584,0.25712597,12,23.597414,0.25712597,1322,0.0,459.9042103290558,80.31883
405.7820868459049,0.8879071176052094,252804,83.25,0.011107218,0.21777195,13,23.592546,0.21777195,1335,0.0,465.6397044658661,84.72154
393.96537955878404,0.8543108552694321,256089,81.25,0.011583011,0.22412074,13,23.596014,0.22412074,1348,0.0,471.3411223888397,81.43122
402.2750902743773,0.8843172192573547,259089,83.35,0.011195548,0.21684465,12,23.584295,0.21684465,1360,0.0,476.9857394695282,83.191864
396.26931483008696,0.8163175135850906,262104,81.825,0.011613607,0.23298714,13,23.57062,0.23298714,1373,0.0,482.6855330467224,81.10128
401.44454117910846,0.8340594172477722,265113,81.6,0.010896106,0.23649211,12,23.546892,0.23649211,1385,0.0,488.38237595558167,84.17614
405.2177999727589,0.8283906877040863,268338,81.2,0.011178246,0.24434555,13,23.548845,0.24434555,1398,0.0,494.0928192138672,87.565414
413.0687163640767,0.8766156360507011,271572,83.125,0.011722916,0.24312088,13,23.547281,0.24312088,1411,0.0,499.87844944000244,87.68302
402.7521191922789,0.8566645532846451,274698,81.9,0.010825887,0.2502723,13,23.546139,0.2502723,1424,0.0,505.51636815071106,84.98811
380.81084755439406,0.8582437485456467,277992,78.2,0.011800919,0.22091094,15,23.536554,0.22091094,1439,0.0,511.1833875179291,78.64718
400.9302992983968,0.8793366551399231,281085,81.55,0.011441782,0.24063644,11,23.53736,0.24063644,1450,0.0,516.9748020172119,83.9245
416.38837587746457,0.8892893344163895,284148,84.625,0.01179378,0.27500424,11,23.544357,0.27500424,1461,0.0,522.684636592865,85.55028
429.15512044036694,0.9191978201270103,287355,85.975,0.011617033,0.23493876,14,23.54474,0.23493876,1475,0.0,528.3221917152405,88.137566
419.0587283676961,0.8786908835172653,290463,84.6,0.012112532,0.22294918,12,23.53953,0.22294918,1487,0.0,533.898942232132,85.98081
401.40744635328355,0.8916374072432518,293499,82.075,0.01203664,0.23016766,12,23.531492,0.23016766,1499,0.0,539.6175429821014,79.55574
416.6411106884947,0.8518806844949722,296448,85.4,0.013117047,0.3149321,11,23.537777,0.3149321,1510,0.0,545.5310740470886,81.45848
431.1862779158193,0.910807840526104,299502,88.375,0.012588827,0.23261926,11,23.521257,0.23261926,1521,0.0,551.3148860931396,85.98529
440.4557432763895,0.9133512228727341,302592,89.025,0.011130279,0.2581453,12,23.521418,0.2581453,1533,0.0,557.0607206821442,86.80931
423.62840565561163,0.8523398637771606,305484,85.675,0.011774719,0.21625455,12,23.527426,0.21625455,1545,0.0,562.7583293914795,82.036835
427.0125416100291,0.9044755548238754,308511,86.775,0.0114996005,0.25795567,11,23.51896,0.25795567,1556,0.0,568.4266834259033,82.2446
434.8458146277359,0.8163891434669495,311592,88.375,0.012234489,0.27397263,11,23.520525,0.27397263,1567,0.0,574.4703013896942,83.24583
440.7025070102251,0.8610852211713791,314748,89.65,0.012286445,0.26904452,12,23.53271,0.26904452,1579,0.0,580.3050632476807,87.23295
442.33581884562966,0.8643029779195786,317913,89.6,0.012388718,0.25400722,12,23.522686,0.25400722,1591,0.0,586.1053297519684,89.48695
445.3322196825842,0.8604306876659393,320841,89.3,0.011869306,0.25256735,11,23.507387,0.25256735,1602,0.0,591.847229719162,91.402794
435.28037962936213,0.8293144702911377,323979,87.375,0.012407941,0.25730097,12,23.500326,0.25730097,1614,0.0,597.7338557243347,89.69521
440.3005410240281,0.8973202109336853,327156,88.575,0.0120905135,0.26582125,11,23.495424,0.26582125,1625,0.0,603.5306749343872,88.94532
462.31788376326665,0.8884862586855888,330147,92.7,0.012530361,0.26250523,10,23.495852,0.26250523,1635,0.0,609.3264384269714,90.99656
474.3469021608504,0.9017013683915138,333174,94.875,0.012023012,0.2458191,10,23.492514,0.2458191,1645,0.0,615.0301270484924,92.224655
478.1487363127957,0.8889927491545677,336123,96.1,0.012656814,0.23965031,11,23.487043,0.23965031,1656,0.0,620.7477853298187,92.86744
478.7909915864467,0.8968316465616226,339300,95.675,0.014237081,0.25662842,11,23.482973,0.25662842,1667,0.0,626.3776342868805,91.22389
456.0627919354771,0.8198084533214569,342252,90.95,0.012616064,0.25968593,12,23.471174,0.25968593,1679,0.0,632.1565902233124,86.758995
457.49048868244824,0.7654116898775101,345264,92.55,0.012556424,0.3087691,10,23.467794,0.3087691,1689,0.0,637.954626083374,89.600266
472.99429252715726,0.7898459136486053,348180,95.325,0.013640087,0.30887616,9,23.478983,0.30887616,1698,0.0,643.7564816474915,93.196106
456.8059942641421,0.8873811066150665,351327,92.925,0.011944199,0.27103838,12,23.47907,0.27103838,1710,0.0,649.5777759552002,89.84288
450.16338911780366,0.8937014639377594,354240,92.325,0.011619672,0.22602907,11,23.477537,0.22602907,1721,0.0,655.3539388179779,87.984665
451.44539610006143,0.8078335374593735,357642,91.525,0.013092985,0.27828783,12,23.474201,0.27828783,1733,0.0,661.2150411605835,84.90004
459.2253578683785,0.7587139159440994,360720,93.15,0.012286457,0.34849876,11,23.49168,0.34849876,1744,0.0,666.8667242527008,88.39171
453.58359044851704,0.8644587844610214,363684,91.775,0.0127642,0.27702063,11,23.483234,0.27702063,1755,0.0,672.5280854701996,87.133224
445.5964224889798,0.8518988788127899,366588,89.975,0.013185926,0.33020976,11,23.48065,0.33020976,1766,0.0,678.0655572414398,89.050964
447.9488753995,0.8333586603403091,369756,90.225,0.012143834,0.25045353,12,23.46263,0.25045353,1778,0.0,683.6728265285492,90.679504
435.06993847886304,0.8698774427175522,372915,87.475,0.013672304,0.26413804,12,23.467855,0.26413804,1790,0.0,689.2121248245239,86.7499
433.54625007740395,0.8324274271726608,375843,86.55,0.012249423,0.26629168,12,23.468184,0.26629168,1802,0.0,694.787859916687,86.63671
456.82871580503416,0.8804181218147278,378888,91.475,0.011660764,0.25368756,10,23.454512,0.25368756,1812,0.0,700.4097993373871,92.12184
459.0627322633125,0.8839894756674767,381864,92.1,0.012408741,0.2828937,10,23.44647,0.2828937,1822,0.0,705.9990348815918,96.21135
465.9980102183561,0.8758657723665237,384984,93.1,0.012503997,0.27531093,11,23.451666,0.27531093,1833,0.0,711.6197719573975,95.872734
475.71056377598745,0.8997919857501984,388176,94.85,0.012150822,0.24627043,11,23.448809,0.24627043,1844,0.0,717.2469868659973,95.01873
466.6205093016664,0.8420445024967194,391419,92.55,0.011823054,0.26194292,13,23.452635,0.26194292,1857,0.0,722.9039945602417,91.795975
453.498041210146,0.8950510323047638,394389,91.55,0.0123482235,0.2944207,10,23.457502,0.2944207,1867,0.0,728.4617722034454,88.50797
468.22333566613304,0.8397836238145828,397098,93.575,0.013530407,0.30256605,9,23.450994,0.30256605,1876,0.0,734.0830397605896,92.2079
472.3647867757212,0.8694498986005783,400074,94.325,0.012938482,0.28179175,10,23.450197,0.28179175,1886,0.0,739.7151644229889,93.379814
480.972152679346,0.8792715445160866,403101,97.35,0.01208528,0.25783893,11,23.44018,0.25783893,1897,0.0,745.399482011795,94.62468
476.8849576455752,0.8998632207512856,405957,94.9,0.012897989,0.2728752,11,23.437664,0.2728752,1908,0.0,750.9800643920898,94.32332
444.8417966403105,0.9078841134905815,409107,90.15,0.012681739,0.34550673,12,23.43189,0.34550673,1920,0.0,756.6149771213531,86.973
440.07536688752606,0.8795484825968742,412140,87.625,0.012897882,0.26217186,12,23.419611,0.26217186,1932,0.0,762.3004953861237,86.40873
448.30791522832897,0.8997732549905777,415338,89.5,0.011758521,0.25402915,11,23.40983,0.25402915,1943,0.0,768.0472593307495,89.90142
467.83306228916064,0.8641455173492432,418554,93.575,0.013680128,0.294473,11,23.408382,0.294473,1954,0.0,773.7407639026642,92.34982
456.8069037693252,0.8865176066756248,421728,91.475,0.013605394,0.28321028,12,23.411947,0.28321028,1966,0.0,779.4353587627411,92.33732
474.938798661074,0.8902880772948265,424773,95.475,0.013638694,0.2747841,10,23.409662,0.2747841,1976,0.0,785.1343379020691,95.93196
484.20130158988513,0.872429832816124,427737,96.725,0.0136082,0.27576452,10,23.410135,0.27576452,1986,0.0,790.7801058292389,98.99849
469.31657944443884,0.8767855316400528,430881,93.175,0.012319673,0.2634797,12,23.410578,0.2634797,1998,0.0,796.4395382404327,95.75326
498.8292920997789,0.8241734951734543,434190,98.7,0.013169501,0.27688468,10,23.413801,0.27688468,2008,0.0,802.2604296207428,98.77199
469.45181439301393,0.9287590309977531,437295,92.875,0.014143215,0.322496,12,23.417902,0.322496,2020,0.0,807.9155833721161,93.88739
466.7406656897021,0.8632681220769882,440262,93.275,0.0129338205,0.37601894,11,23.413252,0.37601894,2031,0.0,813.6928207874298,94.512985
462.97988720146225,0.8462347984313965,443493,93.125,0.01352238,0.3419451,12,23.41413,0.3419451,2043,0.0,819.3742184638977,94.296906
446.26051543810934,0.8980359882116318,446730,90.0,0.013053294,0.2602764,12,23.416424,0.2602764,2055,0.0,824.9877738952637,90.582855
453.83702093024857,0.8583312779664993,449919,89.85,0.013293343,0.2833443,12,23.412287,0.2833443,2067,0.0,830.6401014328003,90.139725
452.14575781161614,0.9056913182139397,453156,89.85,0.014863051,0.24084242,12,23.407045,0.24084242,2079,0.0,836.200742483139,89.626205
464.0475492648549,0.9059155508875847,456276,92.3,0.0038055158,0.14965966,10,23.400127,0.14965966,2089,0.0,841.811609506607,91.41222
468.78382770804683,0.9305590614676476,459384,93.425,0.0132662505,0.28578162,12,23.41522,0.28578162,2101,0.0,847.3472108840942,93.91207
469.24779706589726,0.9068415760993958,462330,93.55,0.013130305,0.31564325,10,23.411787,0.31564325,2111,0.0,852.9008784294128,93.30693
484.5082400534337,0.8935350254178047,465279,96.35,0.013672698,0.32031664,10,23.414286,0.32031664,2121,0.0,858.4716467857361,97.742065
468.06374670799704,0.8698938637971878,468411,93.85,0.012322246,0.33053407,11,23.405275,0.33053407,2132,0.0,864.0485820770264,94.754395
490.16878748413865,0.8794866725802422,471480,98.35,0.01249126,0.25415504,10,23.409426,0.25415504,2142,0.0,869.7377252578735,96.7807
488.9393288445359,0.9109501093626022,474540,97.475,0.013522092,0.2893054,11,23.411844,0.2893054,2153,0.0,875.298317193985,97.1335
502.29979762787724,0.8776207119226456,477654,100.825,0.014006303,0.49936432,9,23.419682,0.49936432,2162,0.0,880.8723199367523,99.52713
506.19920370300576,0.870072141289711,480828,101.6,0.014696291,0.27445042,11,23.418537,0.27445042,2173,0.0,886.4649889469147,103.13491
504.23786959358796,0.8480852842330933,484020,100.7,0.012806555,0.31073546,11,23.423096,0.31073546,2184,0.0,892.0595617294312,103.19753
512.623353902187,0.8791647776961327,486885,102.875,0.013427631,0.2851316,9,23.426996,0.2851316,2193,0.0,897.6359045505524,104.5573
478.97451519818117,0.8811727166175842,490098,95.8,0.01493494,0.3061608,12,23.423603,0.3061608,2205,0.0,903.2437028884888,97.014915
478.8255014138316,0.799636572599411,493029,95.925,0.0126883555,0.28775007,10,23.416685,0.28775007,2215,0.0,908.8826606273651,95.892075
467.50135412959645,0.8748328536748886,495816,93.05,0.014199323,0.32607207,11,23.416012,0.32607207,2226,0.0,914.5198314189911,92.79757
478.3424048667186,0.8418294340372086,498762,94.4,0.014692863,0.31400412,9,23.409918,0.31400412,2235,0.0,920.1671068668365,94.345055
491.6259729794474,0.8628311604261398,501837,97.825,0.011938669,0.3057129,10,23.40942,0.3057129,2245,0.0,925.7252736091614,97.18342
489.87142752458055,0.9246125519275665,504765,97.8,0.01391871,0.3492481,10,23.410395,0.3492481,2255,0.0,931.4995119571686,97.51097
505.8977753182864,0.927446074783802,507999,101.525,0.012807324,0.2436157,11,23.410173,0.2436157,2266,0.0,937.1033561229706,100.20394
508.3600047636313,0.8908078670501709,511002,102.0,0.01367523,0.31079102,9,23.409489,0.31079102,2275,0.0,942.6130681037903,101.06531
496.6374111278618,0.9155132472515106,514038,99.475,0.014013408,0.3308195,11,23.40721,0.3308195,2286,0.0,948.297904253006,98.833496
498.93918467778695,0.8432437181472778,517083,98.45,0.01436392,0.2900073,10,23.404474,0.2900073,2296,0.0,954.0303366184235,100.32809
519.927997633049,0.8847940638661385,520233,101.95,0.013788344,0.28797388,10,23.403059,0.28797388,2306,0.0,959.8184728622437,105.10392
506.1679529103233,0.8905778601765633,523341,100.425,0.013972616,0.29460046,10,23.407537,0.29460046,2316,0.0,965.549369096756,104.231155
514.5306149667433,0.8730891197919846,526287,102.075,0.0038272555,0.14565817,10,23.412533,0.14565817,2326,0.0,971.2580239772797,107.15791
487.96988465799933,0.9258525744080544,529251,98.5,0.012202194,0.26272932,11,23.408775,0.26272932,2337,0.0,976.9718244075775,100.851746
